energy_ev,total_up,Ge_p_up,Ge_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.86793397,2.10142211,0.46459750,0.00000000,1.28654052,0.86316729,0.04749330,0.71340150
-5.86193097,2.11225643,0.46476824,0.00000000,1.29680180,0.86834382,0.04716228,0.71873246
-5.85592796,2.12041586,0.46486336,0.00000000,1.30568920,0.87267852,0.04674030,0.72288048
-5.84992496,2.12616990,0.46501953,0.00000000,1.31332406,0.87632190,0.04623802,0.72588120
-5.84392196,2.12983951,0.46536723,0.00000000,1.31985779,0.87944174,0.04566640,0.72779801
-5.83791896,2.13179469,0.46602853,0.00000000,1.32547293,0.88222030,0.04503659,0.72872277
-5.83191596,2.13245049,0.46711524,0.00000000,1.33038338,0.88485080,0.04435993,0.72877549
-5.82591296,2.13226138,0.46872728,0.00000000,1.33483370,0.88753345,0.04364784,0.72810312
-5.81990995,2.13171370,0.47095140,0.00000000,1.33909707,0.89047076,0.04291186,0.72687718
-5.81390695,2.13131609,0.47386002,0.00000000,1.34347194,0.89386240,0.04216354,0.72529036
-5.80790395,2.13158810,0.47751024,0.00000000,1.34827719,0.89789953,0.04141440,0.72355198
-5.80190095,2.13304698,0.48194298,0.00000000,1.35384565,0.90275892,0.04067584,0.72188250
-5.79589795,2.13619311,0.48718220,0.00000000,1.36051620,0.90859689,0.03995901,0.72050722
-5.78989495,2.14149458,0.49323418,0.00000000,1.36862449,0.91554346,0.03927465,0.71964933
-5.78389195,2.14937122,0.50008689,0.00000000,1.37849251,0.92369686,0.03863293,0.71952266
-5.77788894,2.16017911,0.50770945,0.00000000,1.39041726,0.93311860,0.03804320,0.72032432
-5.77188594,2.17419590,0.51605174,0.00000000,1.40465907,0.94382962,0.03751382,0.72222759
-5.76588294,2.19160779,0.52504424,0.00000000,1.42142974,0.95580739,0.03705189,0.72537532
-5.75987994,2.21249880,0.53459809,0.00000000,1.44088127,0.96898444,0.03666304,0.72987422
-5.75387694,2.23684288,0.54460549,0.00000000,1.46309539,0.98324832,0.03635122,0.73579008
-5.74787394,2.26449917,0.55494044,0.00000000,1.48807466,0.99844302,0.03611856,0.74314437
-5.74187094,2.29521099,0.56545998,0.00000000,1.51573538,1.01437197,0.03596519,0.75191216
-5.73586793,2.32860835,0.57600583,0.00000000,1.54590290,1.03080241,0.03588920,0.76202160
-5.72986493,2.36421431,0.58640651,0.00000000,1.57830955,1.04747107,0.03588659,0.77335484
-5.72386193,2.40145468,0.59648000,0.00000000,1.61259550,1.06409082,0.03595129,0.78575042
-5.71785893,2.43967096,0.60603675,0.00000000,1.64831269,1.08035824,0.03607531,0.79900704
-5.71185593,2.47813590,0.61488314,0.00000000,1.68493181,1.09596151,0.03624881,0.81288843
-5.70585293,2.51607111,0.62282528,0.00000000,1.72185222,1.11058853,0.03646041,0.82712933
-5.69984992,2.55266614,0.62967298,0.00000000,1.75841452,1.12393488,0.03669736,0.84144208
-5.69384692,2.58709819,0.63524388,0.00000000,1.79391550,1.13571120,0.03694587,0.85552380
-5.68784392,2.61855189,0.63936753,0.00000000,1.82762485,1.14564986,0.03719146,0.86906376
-5.68184092,2.64623827,0.64188941,0.00000000,1.85880314,1.15351063,0.03741927,0.88175076
-5.67583792,2.66941257,0.64267457,0.00000000,1.88672047,1.15908511,0.03761445,0.89328022
-5.66983492,2.68739009,0.64161100,0.00000000,1.91067499,1.16219998,0.03776252,0.90336089
-5.66383192,2.69955985,0.63861235,0.00000000,1.93001088,1.16271885,0.03784968,0.91172083
-5.65782891,2.70539565,0.63362018,0.00000000,1.94413482,1.16054290,0.03786318,0.91811274
-5.65182591,2.70446451,0.62660541,0.00000000,1.95253079,1.15561027,0.03779159,0.92231832
-5.64582291,2.69643223,0.61756911,0.00000000,1.95477236,1.14789453,0.03762508,0.92415187
-5.63981991,2.68106640,0.60654248,0.00000000,1.95053239,1.13740221,0.03735560,0.92346284
-5.63381691,2.65823685,0.59358609,0.00000000,1.93958973,1.12416985,0.03697708,0.92013755
-5.62781391,2.62791393,0.57878846,0.00000000,1.92183296,1.10826055,0.03648553,0.91410013
-5.62181091,2.59016486,0.56226385,0.00000000,1.89726100,1.08976050,0.03587911,0.90531255
-5.61580790,2.54514860,0.54414965,0.00000000,1.86598093,1.06877552,0.03515812,0.89377410
-5.60980490,2.49310941,0.52460316,0.00000000,1.82820312,1.04542786,0.03432500,0.87952023
-5.60380190,2.43436976,0.50379812,0.00000000,1.78423409,1.01985339,0.03338416,0.86262087
-5.59779890,2.36932253,0.48192096,0.00000000,1.73446737,0.99219932,0.03234196,0.84317837
-5.59179590,2.29842306,0.45916694,0.00000000,1.67937291,0.96262233,0.03120640,0.82132511
-5.58579290,2.22218104,0.43573637,0.00000000,1.61948532,0.93128734,0.02998705,0.79722085
-5.57978989,2.14115256,0.41183089,0.00000000,1.55539157,0.89836659,0.02869469,0.77104983
-5.57378689,2.05593223,0.38765000,0.00000000,1.48771830,0.86403922,0.02734115,0.74301779
-5.56778389,1.96714551,0.36338787,0.00000000,1.41711929,0.82849096,0.02593900,0.71334879
-5.56178089,1.87544130,0.33923053,0.00000000,1.34426333,0.79191402,0.02450130,0.68228198
-5.55577789,1.78148457,0.31535344,0.00000000,1.26982278,0.75450692,0.02304131,0.65006824
-5.54977489,1.68594932,0.29191949,0.00000000,1.19446296,0.71647420,0.02157227,0.61696688
-5.54377189,1.58951148,0.26907743,0.00000000,1.11883259,0.67802582,0.02010718,0.58324226
-5.53776888,1.49284212,0.24696075,0.00000000,1.04355544,0.63937633,0.01865854,0.54916039
-5.53176588,1.39660067,0.22568694,0.00000000,0.96922313,0.60074360,0.01723819,0.51498572
-5.52576288,1.30142851,0.20535719,0.00000000,0.89638926,0.56234726,0.01585718,0.48097793
-5.51975988,1.20794270,0.18605641,0.00000000,0.82556481,0.52440672,0.01452566,0.44738895
-5.51375688,1.11673029,0.16785363,0.00000000,0.75721483,0.48713907,0.01325274,0.41446015
-5.50775388,1.02834310,0.15080268,0.00000000,0.69175631,0.45075666,0.01204654,0.38241987
-5.50175088,0.94329314,0.13494316,0.00000000,0.62955738,0.41546471,0.01091409,0.35148120
-5.49574787,0.86204900,0.12030161,0.00000000,0.57093750,0.38145897,0.00986141,0.32184021
-5.48974487,0.78503300,0.10689290,0.00000000,0.51616875,0.34892359,0.00889355,0.29367452
-5.48374187,0.71261947,0.09472182,0.00000000,0.46547808,0.31802921,0.00801463,0.26714231
-5.47773887,0.64513409,0.08378470,0.00000000,0.41905024,0.28893158,0.00722795,0.24238175
-5.47173587,0.58285423,0.07407124,0.00000000,0.37703149,0.26177051,0.00653608,0.21951089
-5.46573287,0.52601039,0.06556623,0.00000000,0.33953371,0.23666950,0.00594095,0.19862782
-5.45972986,0.47478859,0.05825145,0.00000000,0.30663887,0.21373578,0.00544395,0.17981132
-5.45372686,0.42933354,0.05210734,0.00000000,0.27840358,0.19306104,0.00504602,0.16312165
-5.44772386,0.38975247,0.04711476,0.00000000,0.25486368,0.17472251,0.00474771,0.14860166
-5.44172086,0.35611951,0.04325653,0.00000000,0.23603858,0.15878463,0.00454924,0.13627803
-5.43571786,0.32848027,0.04051881,0.00000000,0.22193524,0.14530098,0.00445054,0.12616259
-5.42971486,0.30685662,0.03889234,0.00000000,0.21255171,0.13431655,0.00445122,0.11825371
-5.42371186,0.29125127,0.03837343,0.00000000,0.20788009,0.12587011,0.00455064,0.11253764
-5.41770885,0.28165220,0.03896469,0.00000000,0.20790891,0.11999667,0.00474778,0.10898979
-5.41170585,0.27803663,0.04067552,0.00000000,0.21262481,0.11672983,0.00504128,0.10757603
-5.40570285,0.28037462,0.04352235,0.00000000,0.22201370,0.11610396,0.00542934,0.10825376
-5.39969985,0.28863194,0.04752853,0.00000000,0.23606125,0.11815613,0.00590968,0.11097300
-5.39369685,0.30277247,0.05272404,0.00000000,0.25475293,0.12292756,0.00647948,0.11567737
-5.38769385,0.32275988,0.05914485,0.00000000,0.27807366,0.13046472,0.00713531,0.12230505
-5.38169085,0.34855873,0.06683202,0.00000000,0.30600711,0.14081981,0.00787317,0.13078962
-5.37568784,0.38013481,0.07583064,0.00000000,0.33853467,0.15405063,0.00868841,0.14106100
-5.36968484,0.41745497,0.08618838,0.00000000,0.37563442,0.17021990,0.00957580,0.15304625
-5.36368184,0.46048613,0.09795393,0.00000000,0.41727969,0.18939379,0.01052959,0.16667046
-5.35767884,0.50919370,0.11117515,0.00000000,0.46343769,0.21163982,0.01154357,0.18185755
-5.35167584,0.56353925,0.12589708,0.00000000,0.51406776,0.23702405,0.01261119,0.19853098
-5.34567284,0.62347736,0.14215972,0.00000000,0.56911945,0.26560762,0.01372573,0.21661437
-5.33966983,0.68895171,0.15999564,0.00000000,0.62853019,0.29744258,0.01488040,0.23603196
-5.33366683,0.75989029,0.17942755,0.00000000,0.69222252,0.33256726,0.01606859,0.25670873
-5.32766383,0.83619976,0.20046563,0.00000000,0.76010071,0.37100110,0.01728392,0.27857032
-5.32166083,0.91775898,0.22310499,0.00000000,0.83204684,0.41273915,0.01852050,0.30154245
-5.31565783,1.00441182,0.24732302,0.00000000,0.90791608,0.45774642,0.01977297,0.32555006
-5.30965483,1.09595939,0.27307689,0.00000000,0.98753153,0.50595222,0.02103660,0.35051593
-5.30365183,1.19215197,0.30030132,0.00000000,1.07067838,0.55724479,0.02230737,0.37635891
-5.29764882,1.29268101,0.32890653,0.00000000,1.15709798,0.61146638,0.02358191,0.40299185
-5.29164582,1.39717146,0.35877679,0.00000000,1.24648177,0.66840915,0.02485744,0.43031928
-5.28564282,1.50517520,0.38976940,0.00000000,1.33846574,0.72781218,0.02613168,0.45823489
-5.27963982,1.61616578,0.42171448,0.00000000,1.43262564,0.78935976,0.02740267,0.48661922
-5.27363682,1.72953539,0.45441553,0.00000000,1.52847369,0.85268136,0.02866856,0.51533747
-5.26763382,1.84459428,0.48765098,0.00000000,1.62545706,0.91735342,0.02992741,0.54423783
-5.26163082,1.96057334,0.52117673,0.00000000,1.72295871,0.98290319,0.03117691,0.57315049
-5.25562781,2.07663016,0.55472976,0.00000000,1.82030099,1.04881461,0.03241424,0.60188743
-5.24962481,2.19185880,0.58803285,0.00000000,1.91675228,1.11453644,0.03363577,0.63024327
-5.24362181,2.30530334,0.62080030,0.00000000,2.01153679,1.17949231,0.03483699,0.65799718
-5.23761881,2.41597511,0.65274448,0.00000000,2.10384738,1.24309262,0.03601235,0.68491595
-5.23161581,2.52287319,0.68358320,0.00000000,2.19286142,1.30474807,0.03715528,0.71075814
-5.22561281,2.62500762,0.71304751,0.00000000,2.27775881,1.36388412,0.03825818,0.73527928
-5.21960980,2.72142452,0.74088968,0.00000000,2.35774194,1.41995623,0.03931255,0.75823789
-5.21360680,2.81123214,0.76689104,0.00000000,2.43205646,1.47246509,0.04030923,0.77940215
-5.20760380,2.89362679,0.79086940,0.00000000,2.50001197,1.52097116,0.04123855,0.79855684
-5.20160080,2.96791738,0.81268546,0.00000000,2.56100180,1.56510817,0.04209074,0.81551037
-5.19559780,3.03354745,0.83224812,0.00000000,2.61452055,1.60459469,0.04285619,0.83010138
-5.18959480,3.09011359,0.84951822,0.00000000,2.66017864,1.63924324,0.04352582,0.84220483
-5.18359180,3.13737918,0.86451043,0.00000000,2.69771291,1.66896667,0.04409145,0.85173700
-5.17758879,3.17528278,0.87729320,0.00000000,2.72699274,1.69378115,0.04454610,0.85865931
-5.17158579,3.20394046,0.88798658,0.00000000,2.74802105,1.71380577,0.04488427,0.86298073
-5.16558279,3.22364197,0.89675798,0.00000000,2.76093029,1.72925855,0.04510220,0.86475856
-5.15957979,3.23484079,0.90381597,0.00000000,2.76597336,1.74044899,0.04519796,0.86409765
-5.15357679,3.23813827,0.90940224,0.00000000,2.76351007,1.74776743,0.04517160,0.86114795
-5.14757379,3.23426272,0.91378220,0.00000000,2.75398969,1.75167162,0.04502510,0.85610054
-5.14157079,3.22404423,0.91723454,0.00000000,2.73793063,1.75267095,0.04476234,0.84918240
-5.13556778,3.20838636,0.92004012,0.00000000,2.71589836,1.75130916,0.04438892,0.84064993
-5.12956478,3.18823603,0.92247087,0.00000000,2.68848268,1.74814601,0.04391201,0.83078169
-5.12356178,3.16455276,0.92477907,0.00000000,2.65627564,1.74373891,0.04334003,0.81987056
-5.11755878,3.13827878,0.92718760,0.00000000,2.61985131,1.73862502,0.04268244,0.80821563
-5.11155578,3.11031111,0.92988154,0.00000000,2.57974830,1.73330467,0.04194942,0.79611414
-5.10555278,3.08147676,0.93300154,0.00000000,2.53645605,1.72822671,0.04115156,0.78385375
-5.09954977,3.05251201,0.93663930,0.00000000,2.49040531,1.72377623,0.04029958,0.77170539
-5.09354677,3.02404630,0.94083522,0.00000000,2.44196324,1.72026521,0.03940409,0.75991697
-5.08754377,2.99659137,0.94557847,0.00000000,2.39143315,1.71792621,0.03847535,0.74870803
-5.08154077,2.97053565,0.95080927,0.00000000,2.33905850,1.71690935,0.03752305,0.73826558
-5.07553777,2.94614391,0.95642335,0.00000000,2.28503079,1.71728247,0.03655620,0.72874110
-5.06953477,2.92356182,0.96227832,0.00000000,2.22950045,1.71903437,0.03558305,0.72024887
-5.06353177,2.90282490,0.96820150,0.00000000,2.17259002,1.72208085,0.03461097,0.71286558
-5.05752876,2.88387127,0.97399899,0.00000000,2.11440838,1.72627321,0.03364649,0.70663113
-5.05152576,2.86655732,0.97946535,0.00000000,2.05506532,1.73140863,0.03269531,0.70155068
-5.04552276,2.85067548,0.98439361,0.00000000,1.99468520,1.73724209,0.03176233,0.69759770
-5.03951976,2.83597326,0.98858494,0.00000000,1.93341907,1.74349920,0.03085177,0.69471799
-5.03351676,2.82217268,0.99185781,0.00000000,1.87145441,1.74988940,0.02996725,0.69283452
-5.02751376,2.80898920,0.99405594,0.00000000,1.80902200,1.75611902,0.02911190,0.69185281
-5.02151076,2.79614959,0.99505508,0.00000000,1.74639975,1.76190369,0.02828849,0.69166671
-5.01550775,2.78340794,0.99476806,0.00000000,1.68391316,1.76697969,0.02749956,0.69216447
-5.00950475,2.77055940,0.99314818,0.00000000,1.62193278,1.77111378,0.02674754,0.69323463
-5.00350175,2.75745127,0.99019075,0.00000000,1.56086888,1.77411137,0.02603487,0.69477177
-4.99749875,2.74399109,0.98593283,0.00000000,1.50116362,1.77582263,0.02536410,0.69668171
-4.99149575,2.73015171,0.98045136,0.00000000,1.44328160,1.77614662,0.02473799,0.69888606
-4.98549275,2.71597325,0.97385975,0.00000000,1.38769902,1.77503319,0.02415961,0.70132589
-4.97948974,2.70156209,0.96630315,0.00000000,1.33489232,1.77248302,0.02363237,0.70396434
-4.97348674,2.68708708,0.95795291,0.00000000,1.28532680,1.76854556,0.02316005,0.70678811
-4.96748374,2.67277329,0.94900027,0.00000000,1.23944564,1.76331551,0.02274686,0.70980770
-4.96148074,2.65889363,0.93964978,0.00000000,1.19765995,1.75692778,0.02239737,0.71305641
-4.95547774,2.64575876,0.93011278,0.00000000,1.16033995,1.74955147,0.02211648,0.71658814
-4.94947474,2.63370581,0.92060116,0.00000000,1.12780763,1.74138307,0.02190934,0.72047401
-4.94347174,2.62308630,0.91132174,0.00000000,1.10033099,1.73263941,0.02178125,0.72479807
-4.93746873,2.61425376,0.90247147,0.00000000,1.07811970,1.72355051,0.02173749,0.72965211
-4.93146573,2.60755154,0.89423351,0.00000000,1.06132236,1.71435273,0.02178318,0.73512997
-4.92546273,2.60330113,0.88677445,0.00000000,1.05002495,1.70528245,0.02192307,0.74132148
-4.91945973,2.60179133,0.88024240,0.00000000,1.04425044,1.69657044,0.02216131,0.74830639
-4.91345673,2.60326868,0.87476619,0.00000000,1.04395930,1.68843710,0.02250121,0.75614845
-4.90745373,2.60792916,0.87045524,0.00000000,1.04905070,1.68108844,0.02294506,0.76489001
-4.90145073,2.61591135,0.86740018,0.00000000,1.05936421,1.67471293,0.02349381,0.77454738
-4.89544772,2.62729123,0.86567380,0.00000000,1.07468185,1.66947908,0.02414690,0.78510699
-4.88944472,2.64207832,0.86533218,0.00000000,1.09473031,1.66553350,0.02490204,0.79652282
-4.88344172,2.66021345,0.86641587,0.00000000,1.11918345,1.66299945,0.02575502,0.80871481
-4.87743872,2.68156777,0.86895066,0.00000000,1.14766480,1.66197558,0.02669961,0.82156874
-4.87143572,2.70594308,0.87294805,0.00000000,1.17975031,1.66253473,0.02772747,0.83493724
-4.86543272,2.73307331,0.87840513,0.00000000,1.21497134,1.66472274,0.02882812,0.84864214
-4.85942971,2.76262715,0.88530395,0.00000000,1.25281802,1.66855712,0.02998899,0.86247782
-4.85342671,2.79421165,0.89361032,0.00000000,1.29274310,1.67402563,0.03119556,0.87621581
-4.84742371,2.82737691,0.90327217,0.00000000,1.33416644,1.68108479,0.03243154,0.88961002
-4.84142071,2.86162172,0.91421765,0.00000000,1.37648027,1.68965843,0.03367913,0.90240285
-4.83541771,2.89640033,0.92635315,0.00000000,1.41905543,1.69963654,0.03491938,0.91433168
-4.82941471,2.93113029,0.93956148,0.00000000,1.46124850,1.71087440,0.03613256,0.92513569
-4.82341171,2.96520127,0.95370040,0.00000000,1.50241000,1.72319244,0.03729864,0.93456272
-4.81740870,2.99798509,0.96860189,0.00000000,1.54189358,1.73637686,0.03839775,0.94237604
-4.81140570,3.02884665,0.98407207,0.00000000,1.57906607,1.75018130,0.03941076,0.94836075
-4.80540270,3.05715576,0.99989234,0.00000000,1.61331828,1.76432955,0.04031972,0.95232960
-4.79939970,3.08229959,1.01582137,0.00000000,1.64407619,1.77851953,0.04110847,0.95412819
-4.79339670,3.10369550,1.03159835,0.00000000,1.67081236,1.79242836,0.04176303,0.95363927
-4.78739370,3.12080397,1.04694730,0.00000000,1.69305711,1.80571860,0.04227213,0.95078601
-4.78139070,3.13314103,1.06158224,0.00000000,1.71040898,1.81804536,0.04262746,0.94553424
-4.77538769,3.14028997,1.07521325,0.00000000,1.72254426,1.82906420,0.04282404,0.93789347
-4.76938469,3.14191178,1.08755309,0.00000000,1.72922498,1.83843934,0.04286036,0.92791677
-4.76338169,3.13775387,1.09832408,0.00000000,1.73030509,1.84585217,0.04273842,0.91569938
-4.75737869,3.12765677,1.10726507,0.00000000,1.72573445,1.85100934,0.04246371,0.90137626
-4.75137569,3.11155838,1.11413818,0.00000000,1.71556044,1.85365054,0.04204501,0.88511852
-4.74537269,3.08949572,1.11873497,0.00000000,1.69992702,1.85355524,0.04149416,0.86712890
-4.73936968,3.06160383,1.12088198,0.00000000,1.67907121,1.85054843,0.04082561,0.84763652
-4.73336668,3.02811213,1.12044520,0.00000000,1.65331702,1.84450499,0.04005602,0.82689100
-4.72736368,2.98933804,1.11733348,0.00000000,1.62306713,1.83535252,0.03920368,0.80515617
-4.72136068,2.94567835,1.11150075,0.00000000,1.58879250,1.82307263,0.03828797,0.78270371
-4.71535768,2.89759854,1.10294684,0.00000000,1.55102037,1.80770054,0.03732873,0.75980667
-4.70935468,2.84562050,1.09171712,0.00000000,1.51032103,1.78932319,0.03634567,0.73673348
-4.70335168,2.79030910,1.07790079,0.00000000,1.46729391,1.76807571,0.03535781,0.71374225
-4.69734867,2.73225812,1.06162807,0.00000000,1.42255346,1.74413674,0.03438296,0.69107582
-4.69134567,2.67207612,1.04306621,0.00000000,1.37671529,1.71772249,0.03343727,0.66895755
-4.68534267,2.61037250,1.02241479,0.00000000,1.33038312,1.68908006,0.03253484,0.64758800
-4.67933967,2.54774458,0.99990013,0.00000000,1.28413679,1.65848007,0.03168749,0.62714249
-4.67333667,2.48476570,0.97576933,0.00000000,1.23852183,1.62620904,0.03090453,0.60776972
-4.66733367,2.42197496,0.95028396,0.00000000,1.19404070,1.59256178,0.03019273,0.58959118
-4.66133067,2.35986873,0.92371370,0.00000000,1.15114590,1.55783402,0.02955631,0.57270148
-4.65532766,2.29889412,0.89633015,0.00000000,1.11023501,1.52231567,0.02899707,0.55716939
-4.64932466,2.23944447,0.86840097,0.00000000,1.07164769,1.48628482,0.02851454,0.54303955
-4.64332166,2.18185692,0.84018460,0.00000000,1.03566437,1.45000272,0.02810626,0.53033461
-4.63731866,2.12641195,0.81192561,0.00000000,1.00250669,1.41371001,0.02776804,0.51905779
-4.63131566,2.07333471,0.78385097,0.00000000,0.97233931,1.37762399,0.02749430,0.50919557
-4.62531266,2.02279807,0.75616710,0.00000000,0.94527283,1.34193737,0.02727837,0.50072047
-4.61930965,1.97492690,0.72905793,0.00000000,0.92136779,1.30681802,0.02711286,0.49359381
-4.61330665,1.92980345,0.70268386,0.00000000,0.90063907,1.27241004,0.02698993,0.48776823
-4.60730365,1.88747348,0.67718162,0.00000000,0.88306091,1.23883563,0.02690161,0.48318997
-4.60130065,1.84795268,0.65266486,0.00000000,0.86857188,1.20619780,0.02684006,0.47980087
-4.59529765,1.81123314,0.62922549,0.00000000,0.85707989,1.17458360,0.02679776,0.47753993
-4.58929465,1.77728940,0.60693545,0.00000000,0.84846699,1.14406754,0.02676771,0.47634453
-4.58329165,1.74608395,0.58584884,0.00000000,0.84259368,1.11471500,0.02674358,0.47615118
-4.57728864,1.71757168,0.56600426,0.00000000,0.83930292,1.08658535,0.02671977,0.47689595
-4.57128564,1.69170325,0.54742707,0.00000000,0.83842347,1.05973446,0.02669147,0.47851448
-4.56528264,1.66842711,0.53013153,0.00000000,0.83977277,1.03421652,0.02665472,0.48094169
-4.55927964,1.64769011,0.51412266,0.00000000,0.84315927,1.01008490,0.02660635,0.48411123
-4.55327664,1.62943675,0.49939755,0.00000000,0.84838422,0.98739202,0.02654399,0.48795466
-4.54727364,1.61360713,0.48594641,0.00000000,0.85524299,0.96618820,0.02646597,0.49240059
-4.54127064,1.60013373,0.47375291,0.00000000,0.86352608,0.94651959,0.02637128,0.49737366
-4.53526763,1.58893734,0.46279418,0.00000000,0.87301972,0.92842524,0.02625944,0.50279364
-4.52926463,1.57992247,0.45304028,0.00000000,0.88350637,0.91193355,0.02613045,0.50857455
-4.52326163,1.57297249,0.44445343,0.00000000,0.89476507,0.89705835,0.02598463,0.51462406
-4.51725863,1.56794513,0.43698699,0.00000000,0.90657184,0.88379497,0.02582259,0.52084311
-4.51125563,1.56466863,0.43058436,0.00000000,0.91870026,0.87211647,0.02564505,0.52712598
-4.50525263,1.56293896,0.42517802,0.00000000,0.93092229,0.86197055,0.02545284,0.53336072
-4.49924962,1.56251870,0.42068883,0.00000000,0.94300952,0.85327734,0.02524674,0.53943018
-4.49324662,1.56313767,0.41702579,0.00000000,0.95473492,0.84592837,0.02502752,0.54521352
-4.48724362,1.56449586,0.41408621,0.00000000,0.96587519,0.83978701,0.02479584,0.55058834
-4.48124062,1.56626854,0.41175675,0.00000000,0.97621380,0.83469047,0.02455230,0.55543341
-4.47523762,1.56811383,0.40991494,0.00000000,0.98554463,0.83045342,0.02429745,0.55963186
-4.46923462,1.56968248,0.40843159,0.00000000,0.99367640,0.82687336,0.02403186,0.56307488
-4.46323162,1.57062963,0.40717384,0.00000000,1.00043759,0.82373735,0.02375623,0.56566583
-4.45722861,1.57062824,0.40600877,0.00000000,1.00568186,0.82083009,0.02347149,0.56732445
-4.45122561,1.56938346,0.40480755,0.00000000,1.00929370,0.81794294,0.02317895,0.56799117
-4.44522261,1.56664747,0.40344984,0.00000000,1.01119411,0.81488347,0.02288046,0.56763128
-4.43921961,1.56223395,0.40182829,0.00000000,1.01134598,0.81148503,0.02257860,0.56623863
-4.43321661,1.55603130,0.39985288,0.00000000,1.00975882,0.80761595,0.02227677,0.56383876
-4.42721361,1.54801393,0.39745490,0.00000000,1.00649246,0.80318768,0.02197940,0.56049114
-4.42121061,1.53825072,0.39459022,0.00000000,1.00165950,0.79816154,0.02169200,0.55629036
-4.41520760,1.52691000,0.39124183,0.00000000,0.99542597,0.79255344,0.02142122,0.55136610
-4.40920460,1.51426049,0.38742123,0.00000000,0.98801014,0.78643642,0.02117491,0.54588163
-4.40320160,1.50066776,0.38316873,0.00000000,0.97967910,0.77994049,0.02096198,0.54003099
-4.39719860,1.48658622,0.37855248,0.00000000,0.97074319,0.77324986,0.02079231,0.53403457
-4.39119560,1.47254645,0.37366623,0.00000000,0.96154823,0.76659744,0.02067656,0.52813340
-4.38519260,1.45913843,0.36862590,0.00000000,0.95246568,0.76025675,0.02062585,0.52258218
-4.37918959,1.44699115,0.36356506,0.00000000,0.94388109,0.75453169,0.02065146,0.51764121
-4.37318659,1.43674942,0.35862957,0.00000000,0.93618121,0.74974435,0.02076440,0.51356771
-4.36718359,1.42904883,0.35397147,0.00000000,0.92974032,0.74622167,0.02097499,0.51060667
-4.36118059,1.42449002,0.34974261,0.00000000,0.92490630,0.74428141,0.02129242,0.50898169
-4.35517759,1.42361351,0.34608815,0.00000000,0.92198716,0.74421810,0.02172424,0.50888627
-4.34917459,1.42687621,0.34314033,0.00000000,0.92123866,0.74628984,0.02227593,0.51047591
-4.34317159,1.43463082,0.34101279,0.00000000,0.92285357,0.75070628,0.02295050,0.51386132
-4.33716858,1.44710910,0.33979572,0.00000000,0.92695324,0.75761874,0.02374816,0.51910328
-4.33116558,1.46440995,0.33955205,0.00000000,0.93358181,0.76711264,0.02466601,0.52620917
-4.32516258,1.48649278,0.34031490,0.00000000,0.94270339,0.77920277,0.02569790,0.53513159
-4.31915958,1.51317648,0.34208629,0.00000000,0.95420245,0.79383152,0.02683435,0.54576904
-4.31315658,1.54414417,0.34483733,0.00000000,0.96788724,0.81087013,0.02806266,0.55796862
-4.30715358,1.57895325,0.34850959,0.00000000,0.98349621,0.83012287,0.02936702,0.57153085
