energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.21386471,-0.28518619,0.00058049,-0.00048461,0.02262376,-0.02303434,0.07440307,-0.03028387,0.02948386,-0.02297776,0.00038256,-0.00031111,0.07173398,-0.13334380
-5.99399700,0.19568606,-0.28719201,0.00065423,-0.00057032,0.02064191,-0.02305936,0.06755457,-0.03159985,0.02718911,-0.02317497,0.00046735,-0.00030672,0.06576415,-0.13462020
-5.98799400,0.18094901,-0.29008617,0.00075077,-0.00066636,0.01899596,-0.02316567,0.06167719,-0.03319573,0.02541466,-0.02344203,0.00057205,-0.00030206,0.06100570,-0.13630729
-5.98199100,0.16983447,-0.29411707,0.00087193,-0.00077299,0.01770307,-0.02337408,0.05683287,-0.03510423,0.02418778,-0.02379865,0.00069958,-0.00029742,0.05752447,-0.13852054
-5.97598799,0.16250922,-0.29951535,0.00101964,-0.00089024,0.01677798,-0.02370457,0.05307346,-0.03735614,0.02353468,-0.02426296,0.00085311,-0.00029305,0.05538357,-0.14136604
-5.96998499,0.15912890,-0.30648434,0.00119587,-0.00101791,0.01623328,-0.02417559,0.05044203,-0.03997935,0.02348088,-0.02485069,0.00103603,-0.00028918,0.05464444,-0.14493586
-5.96398199,0.15984029,-0.31519134,0.00140259,-0.00115554,0.01607965,-0.02480349,0.04897419,-0.04299797,0.02405140,-0.02557445,0.00125188,-0.00028602,0.05536764,-0.14930379
-5.95797899,0.16478244,-0.32575999,0.00164168,-0.00130237,0.01632605,-0.02560192,0.04869920,-0.04643154,0.02527076,-0.02644310,0.00150430,-0.00028374,0.05761316,-0.15452169
-5.95197599,0.17408668,-0.33826422,0.00191490,-0.00145731,0.01697971,-0.02658140,0.04964100,-0.05029442,0.02716274,-0.02746127,0.00179692,-0.00028243,0.06144033,-0.16061660
-5.94597299,0.18787518,-0.35272399,0.00222377,-0.00161898,0.01804616,-0.02774898,0.05181884,-0.05459524,0.02975001,-0.02862899,0.00213327,-0.00028217,0.06690713,-0.16758871
-5.93996998,0.20625824,-0.36910312,0.00256949,-0.00178568,0.01952903,-0.02910798,0.05524777,-0.05933662,0.03305349,-0.02994154,0.00251668,-0.00028296,0.07406903,-0.17541041
-5.93396698,0.22933038,-0.38730916,0.00295291,-0.00195540,0.02142978,-0.03065798,0.05993869,-0.06451503,0.03709154,-0.03138946,0.00295013,-0.00028474,0.08297731,-0.18402643
-5.92796398,0.25716542,-0.40719556,0.00337443,-0.00212590,0.02374745,-0.03239478,0.06589830,-0.07012084,0.04187909,-0.03295879,0.00343614,-0.00028743,0.09367703,-0.19335498
-5.92196098,0.28981080,-0.42856576,0.00383395,-0.00229467,0.02647825,-0.03431064,0.07312872,-0.07613845,0.04742658,-0.03463138,0.00397661,-0.00029086,0.10620464,-0.20329002
-5.91595798,0.32728171,-0.45117912,0.00433083,-0.00245908,0.02961517,-0.03639445,0.08162708,-0.08254660,0.05373896,-0.03638550,0.00457271,-0.00029485,0.12058543,-0.21370438
-5.90995498,0.36955533,-0.47475835,0.00486390,-0.00261636,0.03314776,-0.03863213,0.09138504,-0.08931873,0.06081478,-0.03819647,0.00522478,-0.00029915,0.13683103,-0.22445370
-5.90395198,0.41656574,-0.49899807,0.00543144,-0.00276373,0.03706178,-0.04100698,0.10238839,-0.09642337,0.06864533,-0.04003744,0.00593219,-0.00030353,0.15493707,-0.23538096
-5.89794897,0.46820004,-0.52357396,0.00603124,-0.00289848,0.04133919,-0.04350006,0.11461684,-0.10382444,0.07721414,-0.04188025,0.00669332,-0.00030772,0.17488119,-0.24632133
-5.89194597,0.52429613,-0.54815219,0.00666068,-0.00301799,0.04595819,-0.04609061,0.12804407,-0.11148159,0.08649667,-0.04369625,0.00750547,-0.00031144,0.19662166,-0.25710717
-5.88594297,0.58464249,-0.57239851,0.00731679,-0.00311991,0.05089354,-0.04875640,0.14263812,-0.11935037,0.09646048,-0.04545717,0.00836493,-0.00031443,0.22009666,-0.26757297
-5.87993997,0.64898042,-0.59598669,0.00799642,-0.00320217,0.05611705,-0.05147400,0.15836222,-0.12738228,0.10706573,-0.04713589,0.00926698,-0.00031644,0.24522447,-0.27755984
-5.87393697,0.71700877,-0.61860587,0.00869636,-0.00326306,0.06159837,-0.05421904,0.17517594,-0.13552475,0.11826618,-0.04870712,0.01020601,-0.00031726,0.27190445,-0.28691958
-5.86793397,0.78839117,-0.63996656,0.00941356,-0.00330130,0.06730597,-0.05696641,0.19303680,-0.14372096,0.13001056,-0.05014801,0.01117562,-0.00031670,0.30001909,-0.29551800
-5.86193097,0.86276565,-0.65980520,0.01014523,-0.00331611,0.07320836,-0.05969030,0.21190221,-0.15190966,0.14224439,-0.05143852,0.01216888,-0.00031462,0.32943682,-0.30323741
-5.85592796,0.93975615,-0.67788708,0.01088910,-0.00330718,0.07927540,-0.06236428,0.23173158,-0.16002490,0.15491204,-0.05256177,0.01317847,-0.00031093,0.36001566,-0.30997839
-5.84992496,1.01898547,-0.69400778,0.01164360,-0.00327473,0.08547974,-0.06496134,0.25248856,-0.16799593,0.16795904,-0.05350415,0.01419698,-0.00030559,0.39160742,-0.31566052
-5.84392196,1.10008875,-0.70799327,0.01240798,-0.00321950,0.09179830,-0.06745386,0.27414316,-0.17574712,0.18133446,-0.05425532,0.01521713,-0.00029860,0.42406221,-0.32022245
-5.83791896,1.18272680,-0.71969893,0.01318250,-0.00314271,0.09821358,-0.06981368,0.29667359,-0.18319818,0.19499317,-0.05480810,0.01623208,-0.00029001,0.45723300,-0.32362125
-5.83191596,1.26659826,-0.72900782,0.01396850,-0.00304603,0.10471481,-0.07201222,0.32006764,-0.19026470,0.20889787,-0.05515825,0.01723562,-0.00027994,0.49097993,-0.32583119
-5.82591296,1.35144955,-0.73582849,0.01476852,-0.00293151,0.11129887,-0.07402061,0.34432331,-0.19685899,0.22302070,-0.05530422,0.01822244,-0.00026853,0.52517393,-0.32684224
-5.81990995,1.43708184,-0.74009285,0.01558627,-0.00280154,0.11797077,-0.07581000,0.36944870,-0.20289140,0.23734428,-0.05524681,0.01918826,-0.00025597,0.55969948,-0.32665824
-5.81390695,1.52335422,-0.74175428,0.01642660,-0.00265877,0.12474366,-0.07735198,0.39546072,-0.20827204,0.25186202,-0.05498884,0.02012996,-0.00024249,0.59445610,-0.32529525
-5.80790395,1.61018242,-0.74078637,0.01729542,-0.00250602,0.13163842,-0.07861912,0.42238291,-0.21291292,0.26657763,-0.05453492,0.02104564,-0.00022832,0.62935852,-0.32277993
-5.80190095,1.69753289,-0.73718250,0.01819953,-0.00234623,0.13868255,-0.07958560,0.45024200,-0.21673052,0.28150380,-0.05389116,0.02193453,-0.00021376,0.66433520,-0.31914832
-5.79589795,1.78541212,-0.73095623,0.01914644,-0.00218236,0.14590869,-0.08022799,0.47906351,-0.21964858,0.29666003,-0.05306499,0.02279695,-0.00019908,0.69932549,-0.31444492
-5.78989495,1.87385153,-0.72214279,0.02014407,-0.00201732,0.15335252,-0.08052607,0.50886631,-0.22160118,0.31206965,-0.05206511,0.02363405,-0.00018462,0.73427515,-0.30872231
-5.78389195,1.96288866,-0.71080124,0.02120048,-0.00185394,0.16105026,-0.08046369,0.53965656,-0.22253577,0.32775619,-0.05090142,0.02444763,-0.00017069,0.76913086,-0.30204119
-5.77788894,2.05254550,-0.69701742,0.02232350,-0.00169492,0.16903586,-0.08002961,0.57142114,-0.22241621,0.34373935,-0.04958508,0.02523974,-0.00015765,0.80383371,-0.29447081
-5.77188594,2.14280536,-0.68090716,0.02352043,-0.00154276,0.17733799,-0.07921830,0.60412097,-0.22122551,0.36003057,-0.04812862,0.02601244,-0.00014589,0.83831232,-0.28608978
-5.76588294,2.23358950,-0.66261968,0.02479764,-0.00139979,0.18597698,-0.07803060,0.63768464,-0.21896816,0.37662881,-0.04654604,0.02676734,-0.00013581,0.87247589,-0.27698704
-5.75987994,2.32473531,-0.64234068,0.02616019,-0.00126814,0.19496195,-0.07647426,0.67200267,-0.21567196,0.39351641,-0.04485305,0.02750531,-0.00012787,0.90620793,-0.26726295
-5.75387694,2.41597744,-0.62029487,0.02761156,-0.00114974,0.20428822,-0.07456423,0.70692291,-0.21138916,0.41065576,-0.04306714,0.02822615,-0.00012261,0.93936096,-0.25703035
-5.74787394,2.50693342,-0.59674762,0.02915325,-0.00104634,0.21393522,-0.07232283,0.74224737,-0.20619688,0.42798656,-0.04120776,0.02892829,-0.00012060,0.97175279,-0.24641539
-5.74187094,2.59709499,-0.57200548,0.03078461,-0.00095956,0.22386502,-0.06977954,0.77773085,-0.20019668,0.44542437,-0.03929636,0.02960864,-0.00012257,1.00316479,-0.23555805
-5.73586793,2.68582625,-0.54641549,0.03250254,-0.00089088,0.23402167,-0.06697074,0.81308173,-0.19351346,0.46286025,-0.03735649,0.03026249,-0.00012934,1.03334247,-0.22461233
-5.72986493,2.77236899,-0.52036303,0.03430143,-0.00084173,0.24433129,-0.06393905,0.84796485,-0.18629340,0.48016176,-0.03541367,0.03088345,-0.00014188,1.06199838,-0.21374585
-5.72386193,2.85585572,-0.49426837,0.03617301,-0.00081346,0.25470316,-0.06073258,0.88200679,-0.17870139,0.49717535,-0.03349531,0.03146365,-0.00016135,1.08881761,-0.20313899
-5.71785893,2.93532979,-0.46858190,0.03810641,-0.00080745,0.26503159,-0.05740404,0.91480339,-0.17091768,0.51373003,-0.03163050,0.03199388,-0.00018912,1.11346552,-0.19298349
-5.71185593,3.00977220,-0.44377821,0.04008822,-0.00082505,0.27519866,-0.05400957,0.94592929,-0.16313416,0.52964219,-0.02984976,0.03246394,-0.00022678,1.13559757,-0.18348053
-5.70585293,3.07813382,-0.42034915,0.04210265,-0.00086767,0.28507763,-0.05060773,0.97494928,-0.15555018,0.54472144,-0.02818467,0.03286301,-0.00027617,1.15487075,-0.17483832
-5.69984992,3.13937158,-0.39879613,0.04413181,-0.00093677,0.29453702,-0.04725823,1.00143112,-0.14836830,0.55877703,-0.02666750,0.03318010,-0.00033943,1.17095608,-0.16726925
-5.69384692,3.19248710,-0.37962191,0.04615597,-0.00103384,0.30344498,-0.04402086,1.02495923,-0.14178978,0.57162476,-0.02533075,0.03340459,-0.00041894,1.18355167,-0.16098668
-5.68784392,3.23656574,-0.36332199,0.04815405,-0.00116039,0.31167394,-0.04095433,1.04514887,-0.13601022,0.58309393,-0.02420668,0.03352669,-0.00051741,1.19239553,-0.15620142
-5.68184092,3.27081433,-0.35037583,0.05010396,-0.00131795,0.31910527,-0.03811528,1.06166019,-0.13121541,0.59303394,-0.02332682,0.03353793,-0.00063780,1.19727767,-0.15311801
-5.67583792,3.29459577,-0.34123813,0.05198322,-0.00150798,0.32563364,-0.03555738,1.07421164,-0.12757726,0.60132037,-0.02272143,0.03343167,-0.00078333,1.19805077,-0.15193078
