energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.74187094,1.19599238,0.18651474,0.88402982,0.00078139,0.04751130,0.00107236,0.18900670,0.26645110,0.06043503
-5.73586793,1.22873225,0.18152758,0.91900628,0.00078941,0.04668623,0.00108335,0.18818776,0.26020501,0.06254655
-5.72986493,1.26198582,0.17650895,0.95398042,0.00080180,0.04585163,0.00109544,0.18783336,0.25374347,0.06492021
-5.72386193,1.29555077,0.17152557,0.98867309,0.00081837,0.04501919,0.00110813,0.18799923,0.24713227,0.06755362
-5.71785893,1.32920695,0.16664074,1.02280339,0.00083875,0.04419995,0.00112090,0.18872892,0.24043452,0.07043793
-5.71185593,1.36271903,0.16191272,1.05609415,0.00086245,0.04340393,0.00113325,0.19005149,0.23370925,0.07355744
-5.70585293,1.39583916,0.15739326,1.08827717,0.00088884,0.04263978,0.00114465,0.19197952,0.22701015,0.07688943
-5.69984992,1.42830974,0.15312620,1.11909789,0.00091720,0.04191452,0.00115460,0.19450764,0.22038444,0.08040411
-5.69384692,1.45986600,0.14914626,1.14831932,0.00094672,0.04123323,0.00116257,0.19761141,0.21387193,0.08406480
-5.68784392,1.49023852,0.14547812,1.17572519,0.00097655,0.04059891,0.00116811,0.20124683,0.20750439,0.08782827
-5.68184092,1.51915562,0.14213572,1.20112207,0.00100581,0.04001228,0.00117075,0.20535048,0.20130507,0.09164543
-5.67583792,1.54634561,0.13912192,1.22434057,0.00103363,0.03947177,0.00117012,0.20984030,0.19528861,0.09546205
-5.66983492,1.57153907,0.13642855,1.24523563,0.00105917,0.03897354,0.00116586,0.21461707,0.18946115,0.09921987
-5.66383192,1.59447100,0.13403674,1.26368585,0.00108165,0.03851159,0.00115772,0.21956652,0.18382089,0.10285776
-5.65782891,1.61488318,0.13191775,1.27959219,0.00110036,0.03807799,0.00114551,0.22456211,0.17835877,0.10631319
-5.65182591,1.63252658,0.13003407,1.29287594,0.00111470,0.03766316,0.00112913,0.22946835,0.17305955,0.10952365
-5.64582291,1.64716391,0.12834089,1.30347639,0.00112419,0.03725628,0.00110858,0.23414455,0.16790304,0.11242835
-5.63981991,1.65857247,0.12678783,1.31134820,0.00112844,0.03684571,0.00108395,0.23844890,0.16286554,0.11496981
-5.63381691,1.66654711,0.12532094,1.31645873,0.00112722,0.03641946,0.00105542,0.24224278,0.15792132,0.11709548
-5.62781391,1.67090348,0.12388473,1.31878565,0.00112042,0.03596575,0.00102326,0.24539510,0.15304427,0.11875930
-5.62181091,1.67148147,0.12242441,1.31831480,0.00110805,0.03547351,0.00098782,0.24778645,0.14820936,0.11992316
-5.61580790,1.66814881,0.12088800,1.31503868,0.00109023,0.03493289,0.00094955,0.24931307,0.14339419,0.12055804
-5.60980490,1.66080469,0.11922843,1.30895553,0.00106720,0.03433577,0.00090891,0.24989035,0.13858026,0.12064511
-5.60380190,1.64938357,0.11740539,1.30006922,0.00103930,0.03367615,0.00086646,0.24945586,0.13375412,0.12017645
-5.59779890,1.63385878,0.11538701,1.28838989,0.00100695,0.03295057,0.00082276,0.24797160,0.12890830,0.11915552
-5.59179590,1.61424598,0.11315127,1.27393541,0.00097061,0.03215837,0.00077838,0.24542572,0.12404192,0.11759730
-5.58579290,1.59060639,0.11068697,1.25673350,0.00093081,0.03130188,0.00073392,0.24183336,0.11916111,0.11552820
-5.57978989,1.56304943,0.10799452,1.23682449,0.00088813,0.03038657,0.00068992,0.23723674,0.11427912,0.11298559
-5.57378689,1.53173487,0.10508615,1.21426441,0.00084312,0.02942104,0.00064694,0.23170447,0.10941620,0.11001712
-5.56778389,1.49687413,0.10198595,1.18912836,0.00079637,0.02841692,0.00060545,0.22533018,0.10459915,0.10667971
-5.56178089,1.45873061,0.09872940,1.16151373,0.00074846,0.02738876,0.00056588,0.21823041,0.09986078,0.10303840
-5.55577789,1.41761895,0.09536259,1.13154312,0.00069992,0.02635370,0.00052862,0.21054191,0.09523905,0.09916496
-5.54977489,1.37390295,0.09194115,1.09936673,0.00065129,0.02533118,0.00049394,0.20241841,0.09077612,0.09513637
-5.54377189,1.32799216,0.08852882,1.06516384,0.00060303,0.02434250,0.00046208,0.19402700,0.08651721,0.09103319
-5.53776888,1.28033691,0.08519584,1.02914330,0.00055559,0.02341035,0.00043318,0.18554411,0.08250942,0.08693784
-5.53176588,1.23142192,0.08201703,0.99154277,0.00050936,0.02255828,0.00040729,0.17715131,0.07880036,0.08293289
-5.52576288,1.18175836,0.07906977,0.95262677,0.00046467,0.02181010,0.00038442,0.16903091,0.07543686,0.07909927
-5.51975988,1.13187455,0.07643175,0.91268331,0.00042181,0.02118927,0.00036448,0.16136158,0.07246356,0.07551459
-5.51375688,1.08230549,0.07417876,0.87201936,0.00038101,0.02071826,0.00034733,0.15431397,0.06992158,0.07225146
-5.50775388,1.03358143,0.07238230,0.83095519,0.00034246,0.02041785,0.00033276,0.14804646,0.06784711,0.06937591
-5.50175088,0.98621576,0.07110730,0.78981772,0.00030629,0.02030649,0.00032053,0.14270113,0.06627020,0.06694594
-5.49574787,0.94069268,0.07040986,0.74893334,0.00027258,0.02039966,0.00031036,0.13840007,0.06521355,0.06501015
-5.48974487,0.89745505,0.07033514,0.70862031,0.00024139,0.02070919,0.00030192,0.13524203,0.06469139,0.06360661
-5.48374187,0.85689281,0.07091541,0.66918111,0.00021272,0.02124278,0.00029490,0.13329957,0.06470863,0.06276187
-5.47773887,0.81933251,0.07216845,0.63089522,0.00018654,0.02200340,0.00028895,0.13261679,0.06526005,0.06249023
-5.47173587,0.78502843,0.07409611,0.59401246,0.00016279,0.02298897,0.00028375,0.13320764,0.06632982,0.06279322
-5.46573287,0.75415553,0.07668347,0.55874729,0.00014139,0.02419204,0.00027899,0.13505502,0.06789120,0.06365945
-5.45972986,0.72680487,0.07989831,0.52527436,0.00012222,0.02559964,0.00027436,0.13811068,0.06990661,0.06506470
-5.45372686,0.70298159,0.08369114,0.49372543,0.00010516,0.02719331,0.00026961,0.14229592,0.07232789,0.06697241
-5.44772386,0.68260567,0.08799580,0.46418780,0.00009009,0.02894933,0.00026450,0.14750323,0.07509700,0.06933450
-5.44172086,0.66551572,0.09273062,0.43670432,0.00007685,0.03083907,0.00025886,0.15359886,0.07814705,0.07209258
-5.43571786,0.65147551,0.09780021,0.41127505,0.00006530,0.03282959,0.00025253,0.16042625,0.08140360,0.07517953
-5.42971486,0.64018339,0.10309777,0.38786028,0.00005529,0.03488441,0.00024542,0.16781039,0.08478642,0.07852139
-5.42371186,0.63128408,0.10850799,0.36638496,0.00004667,0.03696451,0.00023748,0.17556284,0.08821143,0.08203960
-5.41770885,0.62438259,0.11391036,0.34674425,0.00003931,0.03902938,0.00022870,0.18348750,0.09159298,0.08565349
-5.41170585,0.61905974,0.11918289,0.32880989,0.00003309,0.04103831,0.00021909,0.19138686,0.09484631,0.08928286
-5.40570285,0.61488868,0.12420605,0.31243730,0.00002787,0.04295171,0.00020874,0.19906844,0.09789011,0.09285080
-5.39969985,0.61145184,0.12886682,0.29747281,0.00002356,0.04473242,0.00019772,0.20635138,0.10064915,0.09628632
-5.39369685,0.60835755,0.13306269,0.28376108,0.00002007,0.04634711,0.00018616,0.21307277,0.10305678,0.09952700
-5.38769385,0.60525573,0.13670545,0.27115211,0.00001733,0.04776750,0.00017420,0.21909359,0.10505736,0.10252126
-5.38169085,0.60185194,0.13972455,0.25950779,0.00001530,0.04897148,0.00016199,0.22430382,0.10660831,0.10523040
-5.37568784,0.59791920,0.14206999,0.24870764,0.00001394,0.04994406,0.00014967,0.22862670,0.10768185,0.10763004
-5.36968484,0.59330710,0.14371444,0.23865359,0.00001324,0.05067802,0.00013741,0.23202174,0.10826625,0.10971107
-5.36368184,0.58794782,0.14465461,0.22927366,0.00001324,0.05117435,0.00012535,0.23448642,0.10836659,0.11148001
-5.35767884,0.58185863,0.14491175,0.22052444,0.00001397,0.05144233,0.00011363,0.23605642,0.10800483,0.11295864
-5.35167584,0.57514100,0.14453113,0.21239226,0.00001551,0.05149929,0.00010239,0.23680433,0.10721939,0.11418295
-5.34567284,0.56797615,0.14358068,0.20489322,0.00001799,0.05137002,0.00009174,0.23683684,0.10606405,0.11520150
-5.33966983,0.56061735,0.14214866,0.19807190,0.00002154,0.05108596,0.00008179,0.23629061,0.10460623,0.11607316
-5.33366683,0.55337925,0.14034051,0.19199910,0.00002635,0.05068396,0.00007263,0.23532676,0.10292483,0.11686434
-5.32766383,0.54662471,0.13827503,0.18676854,0.00003265,0.05020494,0.00006434,0.23412438,0.10110753,0.11764583
-5.32166083,0.54074971,0.13607995,0.18249275,0.00004070,0.04969229,0.00005697,0.23287324,0.09924779,0.11848946
-5.31565783,0.53616704,0.13388714,0.17929844,0.00005083,0.04919018,0.00005061,0.23176605,0.09744159,0.11946460
-5.30965483,0.53328939,0.13182761,0.17732135,0.00006338,0.04874180,0.00004530,0.23099053,0.09578414,0.12063481
-5.30365183,0.53251265,0.13002660,0.17670089,0.00007876,0.04838769,0.00004110,0.23072173,0.09436654,0.12205469
-5.29764882,0.53420002,0.12859876,0.17757486,0.00009740,0.04816412,0.00003810,0.23111483,0.09327270,0.12376722
-5.29164582,0.53866767,0.12764387,0.18007417,0.00011978,0.04810166,0.00003637,0.23229879,0.09257658,0.12580148
-5.28564282,0.54617255,0.12724310,0.18431801,0.00014641,0.04822402,0.00003601,0.23437114,0.09233985,0.12817123
-5.27963982,0.55690268,0.12745604,0.19040948,0.00017779,0.04854716,0.00003716,0.23739406,0.09261008,0.13087400
-5.27363682,0.57097044,0.12831859,0.19843176,0.00021446,0.04907875,0.00003998,0.24139200,0.09341962,0.13389114
-5.26763382,0.58840899,0.12984186,0.20844507,0.00025694,0.04981799,0.00004467,0.24635086,0.09478516,0.13718850
-5.26163082,0.60917193,0.13201204,0.22048430,0.00030571,0.05075579,0.00005148,0.25221880,0.09670792,0.14071790
-5.25562781,0.63313621,0.13479128,0.23455757,0.00036121,0.05187537,0.00006071,0.25890865,0.09917467,0.14441930
-5.24962481,0.66010794,0.13811963,0.25064553,0.00042382,0.05315311,0.00007271,0.26630175,0.10215930,0.14822347
-5.24362181,0.68983100,0.14191777,0.26870156,0.00049382,0.05455984,0.00008789,0.27425311,0.10562509,0.15205511
-5.23761881,0.72199786,0.14609062,0.28865271,0.00057136,0.05606222,0.00010672,0.28259758,0.10952737,0.15583629
-5.23161581,0.75626227,0.15053152,0.31040146,0.00065647,0.05762449,0.00012976,0.29115689,0.11381660,0.15948996
-5.22561281,0.79225305,0.15512687,0.33382806,0.00074903,0.05921015,0.00015759,0.29974705,0.11844166,0.16294343
-5.21960980,0.82958857,0.15976104,0.35879359,0.00084872,0.06078383,0.00019087,0.30818596,0.12335317,0.16613171
-5.21360680,0.86789117,0.16432128,0.38514337,0.00095505,0.06231298,0.00023032,0.31630086,0.12850664,0.16900039
-5.20760380,0.90680090,0.16870243,0.41271080,0.00106732,0.06376949,0.00027669,0.32393522,0.13386539,0.17150817
-5.20160080,0.94598802,0.17281124,0.44132143,0.00118464,0.06513110,0.00033075,0.33095480,0.13940287,0.17362870
-5.19559780,0.98516370,0.17657013,0.47079700,0.00130593,0.06638244,0.00039332,0.33725272,0.14510447,0.17535186
-5.18959480,1.02408853,0.17992003,0.50095954,0.00142993,0.06751580,0.00046516,0.34275320,0.15096841,0.17668426
-5.18359180,1.06257827,0.18282249,0.53163511,0.00155524,0.06853151,0.00054705,0.34741380,0.15700595,0.17764913
-5.17758879,1.10050694,0.18526059,0.56265722,0.00168031,0.06943782,0.00063969,0.35122627,0.16324053,0.17828541
-5.17158579,1.13780670,0.18723897,0.59386967,0.00180352,0.07025047,0.00074370,0.35421568,0.16970607,0.17864632
-5.16558279,1.17446495,0.18878263,0.62512877,0.00192320,0.07099179,0.00085958,0.35643819,0.17644444,0.17879726
-5.15957979,1.21051850,0.18993486,0.65630481,0.00203766,0.07168948,0.00098771,0.35797735,0.18350207,0.17881332
-5.15357679,1.24604525,0.19075423,0.68728273,0.00214529,0.07237504,0.00112827,0.35893927,0.19092606,0.17877642
-5.14757379,1.28115375,0.19131080,0.71796195,0.00224455,0.07308208,0.00128126,0.35944674,0.19875977,0.17877219
-5.14157079,1.31597119,0.19168186,0.74825541,0.00233404,0.07384435,0.00144646,0.35963283,0.20703828,0.17888678
-5.13556778,1.35063034,0.19194728,0.77808794,0.00241255,0.07469386,0.00162340,0.35963398,0.21578389,0.17920369
-5.12956478,1.38525631,0.19218482,0.80739394,0.00247908,0.07565898,0.00181137,0.35958317,0.22500194,0.17980078
-5.12356178,1.41995365,0.19246561,0.83611470,0.00253289,0.07676280,0.00200942,0.35960339,0.23467725,0.18074749
-5.11755878,1.45479451,0.19284994,0.86419549,0.00257347,0.07802162,0.00221635,0.35980166,0.24477136,0.18210249
-5.11155578,1.48980861,0.19338381,0.89158251,0.00260060,0.07944391,0.00243072,0.36026412,0.25522075,0.18391170
-5.10555278,1.52497551,0.19409616,0.91822019,0.00261434,0.08102955,0.00265090,0.36105206,0.26593637,0.18620692
-5.09954977,1.56021960,0.19499711,0.94404879,0.00261498,0.08276961,0.00287508,0.36219941,0.27680435,0.18900487
-5.09354677,1.59540820,0.19607721,0.96900260,0.00260305,0.08464649,0.00310132,0.36371162,0.28768804,0.19230691
-5.08754377,1.63035275,0.19730775,0.99300896,0.00257931,0.08663455,0.00332759,0.36556594,0.29843132,0.19609920
-5.08154077,1.66481323,0.19864211,1.01598802,0.00254465,0.08870119,0.00355181,0.36771314,0.30886306,0.20035344
-5.07553777,1.69850543,0.20001809,1.03785342,0.00250012,0.09080812,0.00377191,0.37008057,0.31880249,0.20502803
-5.06953477,1.73111071,0.20136100,1.05851378,0.00244685,0.09291313,0.00398590,0.37257620,0.32806538,0.21006966
-5.06353177,1.76228777,0.20258749,1.07787491,0.00238602,0.09497181,0.00419185,0.37509367,0.33647050,0.21541515
-5.05752876,1.79168566,0.20360977,1.09584260,0.00231883,0.09693953,0.00438799,0.37751783,0.34384635,0.22099359
-5.05152576,1.81895738,0.20434001,1.11232580,0.00224643,0.09877328,0.00457272,0.37973062,0.35003753,0.22672851
-5.04552276,1.84377339,0.20469485,1.12723985,0.00216994,0.10043345,0.00474463,0.38161694,0.35491071,0.23254024
-5.03951976,1.86583413,0.20459950,1.14050972,0.00209037,0.10188539,0.00490252,0.38307018,0.35835973,0.23834803
-5.03351676,1.88488109,0.20399159,1.15207283,0.00200867,0.10310068,0.00504540,0.38399724,0.36030966,0.24407220
-5.02751376,1.90070579,0.20282424,1.16188136,0.00192565,0.10405809,0.00517247,0.38432268,0.36071970,0.24963604
-5.02151076,1.91315639,0.20106852,1.16990390,0.00184202,0.10474416,0.00528314,0.38399197,0.35958470,0.25496746
-5.01550775,1.92214162,0.19871503,1.17612626,0.00175837,0.10515340,0.00537699,0.38297368,0.35693540,0.26000037
-5.00950475,1.92763210,0.19577465,1.18055156,0.00167522,0.10528819,0.00545377,0.38126051,0.35283732,0.26467583
-5.00350175,1.92965915,0.19227846,1.18319952,0.00159295,0.10515833,0.00551335,0.37886934,0.34738851,0.26894282
-4.99749875,1.92831140,0.18827686,1.18410509,0.00151190,0.10478032,0.00555573,0.37584020,0.34071621,0.27275879
-4.99149575,1.92372964,0.18383810,1.18331665,0.00143233,0.10417649,0.00558099,0.37223447,0.33297278,0.27608995
-4.98549275,1.91610037,0.17904613,1.18089381,0.00135448,0.10337400,0.00558933,0.36813238,0.32433101,0.27891134
-4.97948974,1.90564867,0.17399819,1.17690527,0.00127854,0.10240374,0.00558103,0.36362997,0.31497911,0.28120670
-4.97348674,1.89263085,0.16880204,1.17142668,0.00120471,0.10129935,0.00555647,0.35883586,0.30511567,0.28296824
-4.96748374,1.87732738,0.16357309,1.16453887,0.00113317,0.10009624,0.00551614,0.35386787,0.29494468,0.28419624
-4.96148074,1.86003657,0.15843160,1.15632656,0.00106414,0.09883076,0.00546064,0.34884975,0.28467094,0.28489868
-4.95547774,1.84106915,0.15349990,1.14687754,0.00099786,0.09753954,0.00539074,0.34390810,0.27449590,0.28509075
-4.94947474,1.82074402,0.14889990,1.13628255,0.00093458,0.09625894,0.00530737,0.33916965,0.26461401,0.28479440
-4.94347174,1.79938509,0.14475077,1.12463563,0.00087463,0.09502473,0.00521167,0.33475893,0.25520973,0.28403786
-4.93746873,1.77731926,0.14116689,1.11203496,0.00081835,0.09387182,0.00510500,0.33079627,0.24645505,0.28285520
-4.93146573,1.75487503,0.13825608,1.09858408,0.00076612,0.09283414,0.00498894,0.32739628,0.23850757,0.28128590
-4.92546273,1.73238185,0.13611807,1.08439317,0.00071838,0.09194452,0.00486532,0.32466656,0.23150897,0.27937439
-4.91945973,1.71016947,0.13484304,1.06958043,0.00067558,0.09123466,0.00473621,0.32270676,0.22558395,0.27716965
-4.91345673,1.68856725,0.13451049,1.05427305,0.00063822,0.09073498,0.00460390,0.32160774,0.22083926,0.27472472
-4.90745373,1.66790303,0.13518809,1.03860794,0.00060683,0.09047446,0.00447090,0.32145085,0.21736307,0.27209622
-4.90145073,1.64850121,0.13693067,1.02273175,0.00058197,0.09048038,0.00433985,0.32230730,0.21522432,0.26934386
-4.89544772,1.63068005,0.13977925,1.00680025,0.00056421,0.09077794,0.00421354,0.32423740,0.21447215,0.26652981
-4.88944472,1.61474807,0.14376025,0.99097705,0.00055415,0.09138980,0.00409479,0.32728989,0.21513539,0.26371804
-4.88344172,1.60099960,0.14888472,0.97543154,0.00055239,0.09233560,0.00398645,0.33150113,0.21722208,0.26097366
-4.87743872,1.58970966,0.15514782,0.96033614,0.00055954,0.09363130,0.00389127,0.33689439,0.22071910,0.25836207
-4.87143572,1.58112846,0.16252851,0.94586316,0.00057621,0.09528866,0.00381192,0.34347914,0.22559204,0.25594813
-4.86543272,1.57547576,0.17098951,0.93218114,0.00060301,0.09731472,0.00375082,0.35125053,0.23178523,0.25379525
-4.85942971,1.57293560,0.18047770,0.91945120,0.00064052,0.09971134,0.00371019,0.36018904,0.23922221,0.25196445
-4.85342671,1.57365156,0.19092489,0.90782326,0.00068928,0.10247490,0.00369190,0.37026043,0.24780665,0.25051338
-4.84742371,1.57772309,0.20224900,0.89743271,0.00074980,0.10559623,0.00369750,0.38141610,0.25742373,0.24949536
-4.84142071,1.58520293,0.21435578,0.88839734,0.00082253,0.10906060,0.00372816,0.39359375,0.26794211,0.24895835
-4.83541771,1.59609600,0.22714087,0.88081504,0.00090782,0.11284806,0.00378461,0.40671847,0.27921643,0.24894408
-4.82941471,1.61035967,0.24049216,0.87476214,0.00100594,0.11693385,0.00386721,0.42070414,0.29109035,0.24948708
-4.82341171,1.62790545,0.25429253,0.87029249,0.00111702,0.12128902,0.00397586,0.43545513,0.30339999,0.25061384
-4.81740870,1.64860176,0.26842248,0.86743741,0.00124102,0.12588114,0.00411003,0.45086818,0.31597769,0.25234202
-4.81140570,1.67227779,0.28276290,0.86620630,0.00137775,0.13067506,0.00426879,0.46683425,0.32865595,0.25467976
-4.80540270,1.69872781,0.29719746,0.86658791,0.00152680,0.13563372,0.00445081,0.48324032,0.34127132,0.25762500
-4.79939970,1.72771588,0.31161471,0.86855208,0.00168753,0.14071878,0.00465436,0.49997093,0.35366816,0.26116502
-4.79339670,1.75898033,0.32590964,0.87205190,0.00185905,0.14589123,0.00487735,0.51690932,0.36570197,0.26527600
-4.78739370,1.79223795,0.33998459,0.87702602,0.00204021,0.15111178,0.00511737,0.53393815,0.37724225,0.26992284
-4.78139070,1.82718748,0.35374945,0.88340103,0.00222957,0.15634105,0.00537167,0.55093964,0.38817475,0.27505901
-4.77538769,1.86351246,0.36712127,0.89109380,0.00242541,0.16153956,0.00563723,0.56779528,0.39840289,0.28062678
-4.76938469,1.90088328,0.38002311,0.90001362,0.00262577,0.16666755,0.00591079,0.58438499,0.40784859,0.28655760
-4.76338169,1.93895876,0.39238240,0.91006425,0.00282839,0.17168461,0.00618884,0.60058605,0.41645227,0.29277275
-4.75737869,1.97738731,0.40412898,0.92114559,0.00303083,0.17654925,0.00646774,0.61627177,0.42417225,0.29918441
-4.75137569,2.01580813,0.41519288,0.93315538,0.00323042,0.18121843,0.00674369,0.63131028,0.43098361,0.30569698
-4.74537269,2.05385285,0.42550225,0.94599060,0.00342439,0.18564716,0.00701286,0.64556354,0.43687665,0.31220885
-4.73936968,2.09114786,0.43498158,0.95954891,0.00360989,0.18978820,0.00727140,0.65888681,0.44185512,0.31861443
-4.73336668,2.12731782,0.44355037,0.97373002,0.00378404,0.19359211,0.00751554,0.67112891,0.44593447,0.32480662
-4.72736368,2.16199049,0.45112263,0.98843723,0.00394405,0.19700740,0.00774165,0.68213324,0.44914004,0.33067953
-4.72136068,2.19480305,0.45760719,1.00357894,0.00408728,0.19998121,0.00794636,0.69173981,0.45150563,0.33613137
-4.71535768,2.22540985,0.46290897,1.01907029,0.00421128,0.20246021,0.00812662,0.69978824,0.45307228,0.34106753
-4.70935468,2.25349134,0.46693115,1.03483488,0.00431393,0.20439190,0.00827978,0.70612170,0.45388742,0.34540359
-4.70335168,2.27876383,0.46957833,1.05080640,0.00439345,0.20572619,0.00840369,0.71059161,0.45400437,0.34906820
-4.69734867,2.30098955,0.47076031,1.06693008,0.00444850,0.20641723,0.00849677,0.71306299,0.45348212,0.35200571
-4.69134567,2.31998631,0.47039641,1.08316392,0.00447819,0.20642537,0.00855807,0.71342001,0.45238524,0.35417824
-4.68534267,2.33563613,0.46842012,1.09947943,0.00448214,0.20571911,0.00858729,0.71157157,0.45078392,0.35556734
-4.67933967,2.34789204,0.46478356,1.11586188,0.00446048,0.20427704,0.00858483,0.70745651,0.44875388,0.35617474
-4.67333667,2.35678260,0.45946176,1.13230980,0.00441386,0.20208942,0.00855176,0.70104805,0.44637602,0.35602247
-4.66733367,2.36241339,0.45245613,1.14883392,0.00434343,0.19915959,0.00848982,0.69235726,0.44373578,0.35515210
-4.66133067,2.36496540,0.44379714,1.16545530,0.00425077,0.19550478,0.00840134,0.68143515,0.44092198,0.35362308
-4.65532766,2.36469000,0.43354580,1.18220297,0.00413792,0.19115652,0.00828915,0.66837339,0.43802517,0.35151033
-4.64932466,2.36190081,0.42179399,1.19911106,0.00400723,0.18616045,0.00815654,0.65330338,0.43513551,0.34890109
-4.64332166,2.35696271,0.40866340,1.21621572,0.00386135,0.18057558,0.00800709,0.63639376,0.43234022,0.34589126
