energy_ev,total_up,total_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-3.77888944,0.90230878,-0.90230877,0.04062465,-0.04062465,0.00320917,-0.00320917,0.12808479,-0.12808479,0.10555917,-0.10555917,0.47914652,-0.47914652,0.00129925,-0.00129925,0.35008551,-0.35008551
-3.77288644,0.95147480,-0.95147480,0.04268458,-0.04268458,0.00379282,-0.00379282,0.13084554,-0.13084554,0.11304378,-0.11304378,0.50283728,-0.50283728,0.00139229,-0.00139229,0.37433293,-0.37433293
-3.76688344,1.00786038,-1.00786037,0.04516476,-0.04516476,0.00445617,-0.00445617,0.13403592,-0.13403592,0.12207570,-0.12207570,0.52926293,-0.52926293,0.00151246,-0.00151246,0.40252327,-0.40252327
-3.76088044,1.07146782,-1.07146782,0.04808527,-0.04808527,0.00520333,-0.00520333,0.13764397,-0.13764397,0.13273261,-0.13273261,0.55830600,-0.55830600,0.00166083,-0.00166083,0.43471954,-0.43471954
-3.75487744,1.14219824,-1.14219824,0.05146564,-0.05146564,0.00603736,-0.00603736,0.14165546,-0.14165546,0.14507767,-0.14507767,0.58980230,-0.58980230,0.00183841,-0.00183841,0.47092672,-0.47092671
-3.74887444,1.21984990,-1.21984990,0.05532416,-0.05532416,0.00696003,-0.00696003,0.14605539,-0.14605539,0.15915700,-0.15915700,0.62354403,-0.62354403,0.00204595,-0.00204595,0.51108775,-0.51108775
-3.74287144,1.30411827,-1.30411827,0.05967676,-0.05967676,0.00797148,-0.00797148,0.15082923,-0.15082923,0.17499729,-0.17499729,0.65928391,-0.65928390,0.00228392,-0.00228392,0.55508072,-0.55508072
-3.73686843,1.39459779,-1.39459779,0.06453585,-0.06453585,0.00906997,-0.00906997,0.15596409,-0.15596409,0.19260357,-0.19260357,0.69674033,-0.69674033,0.00255239,-0.00255239,0.60271721,-0.60271720
-3.73086543,1.49078529,-1.49078529,0.06990886,-0.06990886,0.01025167,-0.01025167,0.16144937,-0.16144937,0.21195717,-0.21195717,0.73560330,-0.73560330,0.00285093,-0.00285093,0.65374209,-0.65374209
-3.72486243,1.59208518,-1.59208518,0.07579672,-0.07579672,0.01151042,-0.01151042,0.16727720,-0.16727720,0.23301404,-0.23301404,0.77554111,-0.77554111,0.00317856,-0.00317856,0.70783500,-0.70783500
-3.71885943,1.69781647,-1.69781647,0.08219221,-0.08219221,0.01283763,-0.01283763,0.17344227,-0.17344227,0.25570344,-0.25570344,0.81620756,-0.81620756,0.00353361,-0.00353361,0.76461334,-0.76461334
-3.71285643,1.80722170,-1.80722170,0.08907835,-0.08907835,0.01422221,-0.01422221,0.17994145,-0.17994145,0.27992714,-0.27992714,0.85724957,-0.85724957,0.00391376,-0.00391376,0.82363727,-0.82363726
-3.70685343,1.91947794,-1.91947794,0.09642691,-0.09642691,0.01565058,-0.01565058,0.18677293,-0.18677293,0.30555928,-0.30555928,0.89831525,-0.89831525,0.00431590,-0.00431590,0.88441639,-0.88441639
-3.70085043,2.03370993,-2.03370992,0.10419709,-0.10419709,0.01710677,-0.01710677,0.19393517,-0.19393517,0.33244685,-0.33244685,0.93906202,-0.93906202,0.00473618,-0.00473618,0.94641839,-0.94641839
-3.69484742,2.14900530,-2.14900530,0.11233459,-0.11233459,0.01857267,-0.01857267,0.20142566,-0.20142566,0.36041100,-0.36041100,0.97916491,-0.97916491,0.00517001,-0.00517001,1.00907933,-1.00907933
-3.68884442,2.26443198,-2.26443198,0.12077108,-0.12077108,0.02002832,-0.02002832,0.20923965,-0.20923965,0.38924920,-0.38924920,1.01832478,-1.01832478,0.00561210,-0.00561210,1.07181558,-1.07181558
-3.68284142,2.37905736,-2.37905736,0.12942415,-0.12942415,0.02145232,-0.02145232,0.21736899,-0.21736899,0.41873817,-0.41873817,1.05627628,-1.05627628,0.00605654,-0.00605654,1.13403695,-1.13403695
-3.67683842,2.49196905,-2.49196905,0.13819796,-0.13819796,0.02282231,-0.02282231,0.22580127,-0.22580127,0.44863772,-0.44863772,1.09279543,-1.09279543,0.00649688,-0.00649688,1.19516086,-1.19516086
-3.67083542,2.60229680,-2.60229679,0.14698442,-0.14698442,0.02411558,-0.02411558,0.23451919,-0.23451919,0.47869530,-0.47869530,1.12770662,-1.12770662,0.00692633,-0.00692633,1.25462691,-1.25462691
-3.66483242,2.70923475,-2.70923475,0.15566509,-0.15566509,0.02530964,-0.02530964,0.24350048,-0.24350048,0.50865124,-0.50865124,1.16088877,-1.16088877,0.00733783,-0.00733783,1.31191148,-1.31191148
-3.65882941,2.81206362,-2.81206362,0.16411373,-0.16411373,0.02638293,-0.02638293,0.25271834,-0.25271834,0.53824448,-0.53824448,1.19228041,-1.19228041,0.00772433,-0.00772433,1.36654177,-1.36654177
-3.65282641,2.91017162,-2.91017162,0.17219933,-0.17219933,0.02731541,-0.02731541,0.26214234,-0.26214234,0.56721861,-0.56721861,1.22188354,-1.22188354,0.00807891,-0.00807891,1.41810862,-1.41810862
-3.64682341,3.00307353,-3.00307352,0.17978977,-0.17978977,0.02808926,-0.02808926,0.27173997,-0.27173997,0.59532810,-0.59532810,1.24976591,-1.24976591,0.00839504,-0.00839504,1.46627769,-1.46627769
-3.64082041,3.09042676,-3.09042676,0.18675567,-0.18675567,0.02868944,-0.02868944,0.28147856,-0.28147856,0.62234435,-0.62234435,1.27606161,-1.27606161,0.00866676,-0.00866676,1.51079830,-1.51079830
-3.63481741,3.17204376,-3.17204376,0.19297457,-0.19297457,0.02910416,-0.02910416,0.29132767,-0.29132767,0.64806138,-0.64806138,1.30096976,-1.30096976,0.00888887,-0.00888887,1.55150965,-1.55150965
-3.62881441,3.24789982,-3.24789982,0.19833506,-0.19833506,0.02932534,-0.02932534,0.30126163,-0.30126163,0.67230098,-0.67230098,1.32475116,-1.32475116,0.00905711,-0.00905711,1.58834391,-1.58834391
-3.62281141,3.31813564,-3.31813564,0.20274073,-0.20274073,0.02934887,-0.02934887,0.31126232,-0.31126232,0.69491700,-0.69491700,1.34772292,-1.34772292,0.00916833,-0.00916833,1.62132599,-1.62132599
-3.61680840,3.38305441,-3.38305441,0.20611379,-0.20611379,0.02917474,-0.02917474,0.32132172,-0.32132172,0.71579868,-0.71579868,1.37025095,-1.37025094,0.00922056,-0.00922056,1.65057000,-1.65057000
-3.61080540,3.44311299,-3.44311299,0.20839819,-0.20839819,0.02880709,-0.02880709,0.33144435,-0.33144435,0.73487288,-0.73487288,1.39274052,-1.39274052,0.00921313,-0.00921313,1.67627232,-1.67627232
-3.60480240,3.49890734,-3.49890734,0.20956193,-0.20956193,0.02825401,-0.02825401,0.34164920,-0.34164920,0.75210503,-0.75210503,1.41562510,-1.41562510,0.00914667,-0.00914667,1.69870164,-1.69870164
-3.59879940,3.55115262,-3.55115262,0.20959865,-0.20959865,0.02752731,-0.02752731,0.35197111,-0.35197111,0.76749884,-0.76749884,1.43935360,-1.43935360,0.00902312,-0.00902312,1.71818628,-1.71818628
-3.59279640,3.60065840,-3.60065840,0.20852825,-0.20852825,0.02664213,-0.02664213,0.36246145,-0.36246145,0.78109482,-0.78109482,1.46437653,-1.46437653,0.00884564,-0.00884564,1.73509935,-1.73509935
-3.58679340,3.64829996,-3.64829996,0.20639659,-0.20639659,0.02561636,-0.02561636,0.37318797,-0.37318797,0.79296759,-0.79296759,1.49113137,-1.49113137,0.00861853,-0.00861853,1.74984239,-1.74984239
-3.58079040,3.69498670,-3.69498670,0.20327418,-0.20327418,0.02447015,-0.02447015,0.38423388,-0.38423388,0.80322220,-0.80322220,1.52002779,-1.52002779,0.00834711,-0.00834711,1.76282810,-1.76282810
-3.57478739,3.74162882,-3.74162882,0.19925401,-0.19925401,0.02322519,-0.02322519,0.39569594,-0.39569594,0.81198952,-0.81198952,1.55143298,-1.55143298,0.00803749,-0.00803749,1.77446309,-1.77446309
-3.56878439,3.78910367,-3.78910367,0.19444854,-0.19444854,0.02190408,-0.02190408,0.40768186,-0.40768186,0.81942111,-0.81942111,1.58565791,-1.58565790,0.00769645,-0.00769645,1.78513119,-1.78513119
-3.56278139,3.83822297,-3.83822297,0.18898596,-0.18898596,0.02052963,-0.02052963,0.42030680,-0.42030680,0.82568342,-0.82568342,1.62294474,-1.62294474,0.00733117,-0.00733117,1.79517825,-1.79517825
-3.55677839,3.88970226,-3.88970226,0.18300606,-0.18300606,0.01912426,-0.01912426,0.43368939,-0.43368939,0.83095203,-0.83095203,1.66345608,-1.66345608,0.00694905,-0.00694905,1.80489883,-1.80489883
-3.55077539,3.94413372,-3.94413372,0.17665558,-0.17665558,0.01770939,-0.01770939,0.44794717,-0.44794717,0.83540563,-0.83540563,1.70726632,-1.70726632,0.00655750,-0.00655750,1.81452545,-1.81452545
-3.54477239,4.00196332,-4.00196332,0.17008355,-0.17008355,0.01630490,-0.01630490,0.46319168,-0.46319168,0.83922037,-0.83922037,1.75435550,-1.75435549,0.00616372,-0.00616372,1.82422078,-1.82422078
-3.53876938,4.06347306,-4.06347307,0.16343667,-0.16343667,0.01492877,-0.01492877,0.47952349,-0.47952349,0.84256447,-0.84256447,1.80460579,-1.80460579,0.00577451,-0.00577451,1.83407293,-1.83407293
-3.53276638,4.12876888,-4.12876888,0.15685486,-0.15685486,0.01359669,-0.01359669,0.49702727,-0.49702727,0.84559340,-0.84559340,1.85780087,-1.85780087,0.00539616,-0.00539616,1.84409394,-1.84409394
-3.52676338,4.19777437,-4.19777437,0.15046727,-0.15046727,0.01232190,-0.01232190,0.51576700,-0.51576700,0.84844556,-0.84844556,1.91362799,-1.91362799,0.00503426,-0.00503426,1.85422138,-1.85422138
-3.52076038,4.27023033,-4.27023033,0.14438887,-0.14438887,0.01111502,-0.01111502,0.53578163,-0.53578163,0.85123879,-0.85123879,1.97168280,-1.97168280,0.00469364,-0.00469364,1.86432290,-1.86432290
-3.51475738,4.34569990,-4.34569991,0.13871763,-0.13871763,0.00998407,-0.00998407,0.55708133,-0.55708133,0.85406744,-0.85406744,2.03147655,-2.03147655,0.00437827,-0.00437827,1.87420326,-1.87420326
-3.50875438,4.42357873,-4.42357873,0.13353248,-0.13353248,0.00893454,-0.00893454,0.57964426,-0.57964426,0.85700024,-0.85700024,2.09244549,-2.09244549,0.00409127,-0.00409127,1.88361343,-1.88361344
-3.50275138,4.50310943,-4.50310943,0.12889202,-0.12889202,0.00796952,-0.00796952,0.60341423,-0.60341423,0.86007888,-0.86007888,2.15396196,-2.15396197,0.00383487,-0.00383487,1.89226133,-1.89226133
-3.49674837,4.58339979,-4.58339979,0.12483401,-0.12483401,0.00708994,-0.00708994,0.62829905,-0.62829905,0.86331719,-0.86331719,2.21534689,-2.21534689,0.00361045,-0.00361045,1.89982351,-1.89982351
-3.49074537,4.66344351,-4.66344351,0.12137555,-0.12137555,0.00629481,-0.00629481,0.65416975,-0.65416975,0.86670105,-0.86670105,2.27588310,-2.27588310,0.00341857,-0.00341857,1.90595734,-1.90595734
-3.48474237,4.74214298,-4.74214298,0.11851403,-0.11851403,0.00558152,-0.00558152,0.68086072,-0.68086072,0.87018880,-0.87018880,2.33482912,-2.33482912,0.00325907,-0.00325907,1.91031317,-1.91031317
-3.47873937,4.81833297,-4.81833298,0.11622852,-0.11622852,0.00494616,-0.00494616,0.70817055,-0.70817055,0.87371228,-0.87371228,2.39143307,-2.39143308,0.00313113,-0.00313113,1.91254594,-1.91254595
-3.47273637,4.89080483,-4.89080484,0.11448181,-0.11448181,0.00438383,-0.00438383,0.73586381,-0.73586381,0.87717831,-0.87717832,2.44494625,-2.44494626,0.00303338,-0.00303338,1.91232599,-1.91232599
-3.46673337,4.95833034,-4.95833034,0.11322270,-0.11322270,0.00388891,-0.00388891,0.76367351,-0.76367351,0.88047073,-0.88047073,2.49463619,-2.49463619,0.00296401,-0.00296401,1.90934862,-1.90934862
-3.46073037,5.01968500,-5.01968501,0.11238862,-0.11238862,0.00345539,-0.00345539,0.79130433,-0.79130433,0.88345284,-0.88345284,2.53979899,-2.53979899,0.00292087,-0.00292087,1.90334242,-1.90334242
-3.45472736,5.07367054,-5.07367054,0.11190837,-0.11190837,0.00307706,-0.00307706,0.81843658,-0.81843658,0.88597043,-0.88597043,2.57977086,-2.57977086,0.00290157,-0.00290157,1.89407611,-1.89407612
-3.44872436,5.11913625,-5.11913626,0.11170498,-0.11170498,0.00274782,-0.00274782,0.84473078,-0.84473078,0.88785513,-0.88785513,2.61393881,-2.61393881,0.00290363,-0.00290363,1.88136403,-1.88136403
-3.44272136,5.15499964,-5.15499964,0.11169838,-0.11169838,0.00246175,-0.00246175,0.86983291,-0.86983291,0.88892832,-0.88892832,2.64175052,-2.64175052,0.00292456,-0.00292456,1.86507025,-1.86507025
-3.43671836,5.18026602,-5.18026602,0.11180817,-0.11180817,0.00221336,-0.00221336,0.89338025,-0.89338025,0.88900543,-0.88900543,2.66272353,-2.66272353,0.00296198,-0.00296198,1.84511157,-1.84511157
-3.43071536,5.19404760,-5.19404760,0.11195596,-0.11195596,0.00199764,-0.00199764,0.91500779,-0.91500779,0.88790068,-0.88790068,2.67645374,-2.67645374,0.00301370,-0.00301370,1.82145946,-1.82145946
-3.42471236,5.19558196,-5.19558196,0.11206770,-0.11206770,0.00181014,-0.00181014,0.93435518,-0.93435518,0.88543215,-0.88543215,2.68262346,-2.68262347,0.00307783,-0.00307783,1.79414121,-1.79414121
-3.41870935,5.18425007,-5.18425008,0.11207557,-0.11207557,0.00164705,-0.00164705,0.95107405,-0.95107406,0.88142720,-0.88142720,2.68100888,-2.68100888,0.00315289,-0.00315289,1.76324042,-1.76324042
-3.41270635,5.15959379,-5.15959380,0.11191970,-0.11191970,0.00150517,-0.00150517,0.96483584,-0.96483585,0.87572799,-0.87572799,2.67148697,-2.67148698,0.00323783,-0.00323783,1.72889696,-1.72889696
-3.40670335,5.12133260,-5.12133260,0.11154949,-0.11154949,0.00138194,-0.00138194,0.97533967,-0.97533967,0.86819721,-0.86819721,2.65404189,-2.65404190,0.00333216,-0.00333216,1.69130650,-1.69130650
-3.40070035,5.06937926,-5.06937927,0.11092466,-0.11092466,0.00127541,-0.00127541,0.98232036,-0.98232036,0.85872358,-0.85872358,2.62877038,-2.62877038,0.00343597,-0.00343597,1.65071966,-1.65071966
-3.39469735,5.00385374,-5.00385374,0.11001602,-0.11001602,0.00118420,-0.00118420,0.98555630,-0.98555630,0.84722717,-0.84722717,2.59588610,-2.59588611,0.00355000,-0.00355000,1.60744071,-1.60744071
-3.38869435,4.92509472,-4.92509472,0.10880585,-0.10880585,0.00110742,-0.00110742,0.98487690,-0.98487690,0.83366426,-0.83366426,2.55572250,-2.55572250,0.00367566,-0.00367566,1.56182569,-1.56182570
-3.38269135,4.83366783,-4.83366784,0.10728805,-0.10728805,0.00104469,-0.00104469,0.98016931,-0.98016931,0.81803147,-0.81803147,2.50873365,-2.50873366,0.00381501,-0.00381501,1.51427998,-1.51427998
-3.37668834,4.73036967,-4.73036968,0.10546799,-0.10546799,0.00099600,-0.00099600,0.97138424,-0.97138424,0.80036913,-0.80036913,2.45549278,-2.45549278,0.00397082,-0.00397082,1.46525488,-1.46525489
-3.37068534,4.61622671,-4.61622671,0.10336202,-0.10336202,0.00096170,-0.00096170,0.95854049,-0.95854049,0.78076346,-0.78076346,2.39668792,-2.39668792,0.00414647,-0.00414647,1.41524329,-1.41524329
-3.36468234,4.49248820,-4.49248820,0.10099683,-0.10099683,0.00094243,-0.00094243,0.94172792,-0.94172792,0.75934765,-0.75934765,2.33311445,-2.33311445,0.00434591,-0.00434591,1.36477410,-1.36477411
-3.35867934,4.36061254,-4.36061255,0.09840845,-0.09840845,0.00093903,-0.00093903,0.92110867,-0.92110867,0.73630151,-0.73630151,2.26566408,-2.26566408,0.00457358,-0.00457358,1.31440535,-1.31440535
-3.35267634,4.22224658,-4.22224658,0.09564110,-0.09564110,0.00095252,-0.00095252,0.89691636,-0.89691636,0.71184972,-0.71184972,2.19531034,-2.19531034,0.00483428,-0.00483428,1.26471588,-1.26471588
-3.34667334,4.07919778,-4.07919778,0.09274579,-0.09274579,0.00098399,-0.00098399,0.86945327,-0.86945327,0.68625861,-0.68625861,2.12309050,-2.12309050,0.00513303,-0.00513303,1.21629568,-1.21629568
-3.34067034,3.93339964,-3.93339964,0.08977879,-0.08977879,0.00103459,-0.00103459,0.83908535,-0.83908535,0.65983152,-0.65983152,2.05008430,-2.05008430,0.00547490,-0.00547490,1.16973495,-1.16973495
-3.33466733,3.78687093,-3.78687093,0.08679996,-0.08679996,0.00110544,-0.00110544,0.80623524,-0.80623524,0.63290286,-0.63290286,1.97738986,-1.97738986,0.00586476,-0.00586476,1.12561195,-1.12561195
-3.32866433,3.64166985,-3.64166984,0.08387093,-0.08387093,0.00119756,-0.00119756,0.77137338,-0.77137338,0.60583101,-0.60583101,1.90609752,-1.90609752,0.00630716,-0.00630716,1.08448022,-1.08448022
-3.32266133,3.49984458,-3.49984457,0.08105332,-0.08105332,0.00131186,-0.00131186,0.73500752,-0.73500752,0.57899023,-0.57899023,1.83726246,-1.83726246,0.00680601,-0.00680601,1.04685530,-1.04685530
-3.31665833,3.36338186,-3.36338185,0.07840688,-0.07840688,0.00144903,-0.00144903,0.69767097,-0.69767097,0.55276198,-0.55276198,1.77187707,-1.77187706,0.00736439,-0.00736439,1.01320154,-1.01320154
-3.31065533,3.23415562,-3.23415561,0.07598776,-0.07598776,0.00160949,-0.00160949,0.65990993,-0.65990992,0.52752574,-0.52752574,1.71084422,-1.71084422,0.00798433,-0.00798433,0.98391945,-0.98391944
-3.30465233,3.11387758,-3.11387757,0.07384681,-0.07384681,0.00179337,-0.00179337,0.62227046,-0.62227046,0.50364987,-0.50364987,1.65495250,-1.65495249,0.00866655,-0.00866655,0.95933423,-0.95933423
-3.29864932,3.00405196,-3.00405196,0.07202811,-0.07202811,0.00200041,-0.00200041,0.58528550,-0.58528550,0.48148262,-0.48148262,1.60485453,-1.60485452,0.00941034,-0.00941034,0.93968587,-0.93968587
-3.29264632,2.90593611,-2.90593610,0.07056764,-0.07056764,0.00222996,-0.00222996,0.54946239,-0.54946238,0.46134373,-0.46134372,1.56104933,-1.56104932,0.01021338,-0.01021338,0.92512137,-0.92512137
-3.28664332,2.82050866,-2.82050866,0.06949226,-0.06949226,0.00248090,-0.00248090,0.51527132,-0.51527131,0.44351680,-0.44351680,1.52386955,-1.52386955,0.01107161,-0.01107161,0.91568942,-0.91568942
-3.28064032,2.74844665,-2.74844665,0.06881891,-0.06881891,0.00275163,-0.00275163,0.48313520,-0.48313520,0.42824280,-0.42824280,1.49347419,-1.49347418,0.01197922,-0.01197922,0.91133796,-0.91133796
-3.27463732,2.69011231,-2.69011231,0.06855416,-0.06855416,0.00304006,-0.00304006,0.45342114,-0.45342114,0.41571469,-0.41571469,1.46984702,-1.46984702,0.01292867,-0.01292867,0.91191465,-0.91191465
-3.26863432,2.64555007,-2.64555006,0.06869405,-0.06869405,0.00334358,-0.00334358,0.42643379,-0.42643379,0.40607351,-0.40607351,1.45280102,-1.45280102,0.01391071,-0.01391071,0.91717037,-0.91717037
-3.26263132,2.61449366,-2.61449366,0.06922426,-0.06922426,0.00365910,-0.00365910,0.40241072,-0.40241072,0.39940584,-0.39940584,1.44198827,-1.44198827,0.01491456,-0.01491456,0.92676560,-0.92676560
-3.25662831,2.59638282,-2.59638282,0.07012056,-0.07012056,0.00398304,-0.00398304,0.38151996,-0.38151995,0.39574275,-0.39574275,1.43691512,-1.43691511,0.01592810,-0.01592810,0.94027950,-0.94027950
-3.25062531,2.59038857,-2.59038857,0.07134960,-0.07134960,0.00431142,-0.00431142,0.36385940,-0.36385939,0.39506015,-0.39506015,1.43696165,-1.43696164,0.01693812,-0.01693812,0.95722133,-0.95722133
-3.24462231,2.59544589,-2.59544589,0.07286988,-0.07286988,0.00463988,-0.00463988,0.34945830,-0.34945830,0.39728050,-0.39728050,1.44140474,-1.44140473,0.01793061,-0.01793061,0.97704364,-0.97704364
-3.23861931,2.61029211,-2.61029210,0.07463299,-0.07463299,0.00496379,-0.00496379,0.33828044,-0.33828044,0.40227569,-0.40227569,1.44944348,-1.44944348,0.01889113,-0.01889113,0.99915691,-0.99915691
-3.23261631,2.63350941,-2.63350940,0.07658501,-0.07658501,0.00527831,-0.00527831,0.33022878,-0.33022878,0.40987112,-0.40987112,1.46022599,-1.46022598,0.01980517,-0.01980517,1.02294492,-1.02294492
-3.22661331,2.66356957,-2.66356957,0.07866806,-0.07866806,0.00557853,-0.00557853,0.32515149,-0.32515148,0.41985056,-0.41985056,1.47287637,-1.47287636,0.02065848,-0.02065848,1.04778033,-1.04778033
-3.22061031,2.69887937,-2.69887937,0.08082181,-0.08082181,0.00585958,-0.00585958,0.32284882,-0.32284882,0.43196196,-0.43196196,1.48652091,-1.48652091,0.02143751,-0.02143751,1.07304001,-1.07304001
-3.21460730,2.73782487,-2.73782487,0.08298522,-0.08298522,0.00611675,-0.00611675,0.32308084,-0.32308084,0.44592370,-0.44592370,1.50031250,-1.50031250,0.02212971,-0.02212971,1.09811949,-1.09811949
-3.20860430,2.77881345,-2.77881345,0.08509804,-0.08509804,0.00634559,-0.00634559,0.32557555,-0.32557555,0.46143143,-0.46143143,1.51345246,-1.51345246,0.02272388,-0.02272388,1.12244631,-1.12244631
-3.20260130,2.82031230,-2.82031230,0.08710239,-0.08710239,0.00654207,-0.00654207,0.33003721,-0.33003721,0.47816513,-0.47816513,1.52520937,-1.52520937,0.02321048,-0.02321048,1.14549177,-1.14549177
-3.19659830,2.86088260,-2.86088260,0.08894421,-0.08894421,0.00670268,-0.00670268,0.33615468,-0.33615468,0.49579644,-0.49579644,1.53493428,-1.53493428,0.02358180,-0.02358180,1.16678097,-1.16678097
-3.19059530,2.89920888,-2.89920888,0.09057454,-0.09057454,0.00682454,-0.00682454,0.34360960,-0.34360960,0.51399593,-0.51399593,1.54207238,-1.54207238,0.02383220,-0.02383220,1.18590106,-1.18590106
-3.18459230,2.93412316,-2.93412316,0.09195063,-0.09195063,0.00690546,-0.00690546,0.35208411,-0.35208411,0.53244036,-0.53244036,1.54617093,-1.54617093,0.02395817,-0.02395817,1.20250747,-1.20250747
-3.17858929,2.96462392,-2.96462393,0.09303694,-0.09303694,0.00694403,-0.00694403,0.36126820,-0.36126820,0.55081971,-0.55081971,1.54688371,-1.54688371,0.02395842,-0.02395842,1.21632836,-1.21632836
-3.17258629,2.98988995,-2.98988995,0.09380583,-0.09380583,0.00693967,-0.00693967,0.37086631,-0.37086631,0.56884384,-0.56884384,1.54397229,-1.54397229,0.02383386,-0.02383386,1.22716729,-1.22716729
-3.16658329,3.00928920,-3.00928920,0.09423811,-0.09423811,0.00689263,-0.00689263,0.38060333,-0.38060333,0.58624875,-0.58624875,1.53730444,-1.53730444,0.02358750,-0.02358750,1.23490414,-1.23490414
-3.16058029,3.02238310,-3.02238310,0.09432335,-0.09432335,0.00680400,-0.00680400,0.39022966,-0.39022966,0.60280218,-0.60280218,1.52685003,-1.52685003,0.02322439,-0.02322439,1.23949458,-1.23949458
-3.15457729,3.02892648,-3.02892648,0.09405993,-0.09405993,0.00667567,-0.00667567,0.39952552,-0.39952552,0.61830840,-0.61830840,1.51267500,-1.51267500,0.02275137,-0.02275137,1.24096805,-1.24096805
-3.14857429,3.02886337,-3.02886337,0.09345487,-0.09345487,0.00651026,-0.00651026,0.40830419,-0.40830419,0.63261214,-0.63261214,1.49493352,-1.49493352,0.02217695,-0.02217695,1.23942448,-1.23942448
-3.14257129,3.02231897,-3.02231898,0.09252348,-0.09252348,0.00631109,-0.00631109,0.41641428,-0.41641429,0.64560144,-0.64560145,1.47385894,-1.47385894,0.02151101,-0.02151101,1.23502973,-1.23502973
-3.13656828,3.00958798,-3.00958798,0.09128872,-0.09128872,0.00608203,-0.00608203,0.42374095,-0.42374095,0.65720924,-0.65720924,1.44975360,-1.44975360,0.02076455,-0.02076455,1.22800985,-1.22800985
-3.13056528,2.99111928,-2.99111929,0.08978044,-0.08978044,0.00582743,-0.00582743,0.43020602,-0.43020602,0.66741359,-0.66741359,1.42297780,-1.42297780,0.01994946,-0.01994946,1.21864420,-1.21864421
-3.12456228,2.96749741,-2.96749741,0.08803438,-0.08803438,0.00555197,-0.00555197,0.43576699,-0.43576699,0.67623652,-0.67623652,1.39393817,-1.39393817,0.01907820,-0.01907820,1.20725747,-1.20725748
-3.11855928,2.93942064,-2.93942064,0.08609102,-0.08609102,0.00526057,-0.00526057,0.44041500,-0.44041500,0.68374128,-0.68374129,1.36307545,-1.36307545,0.01816354,-0.01816354,1.19421055,-1.19421055
-3.11255628,2.90767629,-2.90767629,0.08399434,-0.08399434,0.00495822,-0.00495822,0.44417176,-0.44417176,0.69002815,-0.69002815,1.33085194,-1.33085194,0.01721828,-0.01721828,1.17989040,-1.17989040
-3.10655328,2.87311334,-2.87311335,0.08179046,-0.08179046,0.00464987,-0.00464987,0.44708555,-0.44708555,0.69522871,-0.69522871,1.29773871,-1.29773871,0.01625502,-0.01625502,1.16469904,-1.16469904
-3.10055028,2.83661306,-2.83661307,0.07952628,-0.07952628,0.00434034,-0.00434034,0.44922640,-0.44922640,0.69949892,-0.69949892,1.26420279,-1.26420279,0.01528589,-0.01528589,1.14904166,-1.14904166
-3.09454727,2.79905821,-2.79905821,0.07724802,-0.07724802,0.00403416,-0.00403416,0.45068062,-0.45068062,0.70301094,-0.70301094,1.23069452,-1.23069452,0.01432238,-0.01432238,1.13331427,-1.13331428
-3.08854427,2.76130173,-2.76130173,0.07499996,-0.07499996,0.00373552,-0.00373552,0.45154498,-0.45154498,0.70594412,-0.70594412,1.19763545,-1.19763546,0.01337508,-0.01337508,1.11789112,-1.11789112
-3.08254127,2.72413594,-2.72413594,0.07282316,-0.07282316,0.00344818,-0.00344818,0.45192051,-0.45192051,0.70847553,-0.70847553,1.16540696,-1.16540696,0.01245358,-0.01245358,1.10311215,-1.10311215
-3.07653827,2.68826330,-2.68826330,0.07075440,-0.07075440,0.00317538,-0.00317538,0.45190651,-0.45190651,0.71077032,-0.71077032,1.13434011,-1.13434011,0.01156633,-0.01156633,1.08927115,-1.08927115
-3.07053527,2.65427005,-2.65427005,0.06882523,-0.06882523,0.00291983,-0.00291983,0.45159475,-0.45159475,0.71297234,-0.71297234,1.10470707,-1.10470707,0.01072051,-0.01072051,1.07660488,-1.07660488
-3.06453227,2.62260381,-2.62260381,0.06706141,-0.06706141,0.00268369,-0.00268369,0.45106424,-0.45106424,0.71519553,-0.71519553,1.07671447,-1.07671447,0.00992200,-0.00992200,1.06528379,-1.06528379
-3.05852926,2.59355645,-2.59355645,0.06548242,-0.06548242,0.00246851,-0.00246851,0.45037685,-0.45037685,0.71751655,-0.71751655,1.05049910,-1.05049910,0.00917534,-0.00917534,1.05540479,-1.05540479
-3.05252626,2.56725306,-2.56725306,0.06410140,-0.06410140,0.00227528,-0.00227528,0.44957390,-0.44957390,0.71996889,-0.71996889,1.02612610,-1.02612610,0.00848375,-0.00848375,1.04698652,-1.04698652
-3.04652326,2.54364792,-2.54364793,0.06292532,-0.06292532,0.00210444,-0.00210444,0.44867396,-0.44867396,0.72253904,-0.72253904,1.00359005,-1.00359005,0.00784916,-0.00784916,1.03996747,-1.03996747
-3.04052026,2.52252789,-2.52252789,0.06195539,-0.06195539,0.00195590,-0.00195590,0.44767193,-0.44767193,0.72516483,-0.72516483,0.98281874,-0.98281874,0.00727228,-0.00727228,1.03420729,-1.03420729
-3.03451726,2.50352333,-2.50352333,0.06118777,-0.06118777,0.00182910,-0.00182910,0.44653949,-0.44653949,0.72773618,-0.72773618,0.96367981,-0.96367981,0.00675272,-0.00675272,1.02949135,-1.02949135
