energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.76588294,10.60679206,0.02968748,1.41625181,5.34169349,5.58138091,1.91018660,0.00000000
-5.75987994,10.58373915,0.03124355,1.38428208,5.26157443,5.56817529,1.94718733,0.00000000
-5.75387694,10.51298507,0.03284274,1.34643785,5.15779012,5.52551311,1.97970590,0.00000000
-5.74787394,10.39640179,0.03447630,1.30339647,5.03253027,5.45440860,2.00745749,0.00000000
-5.74187094,10.23678530,0.03613533,1.25593082,4.88834371,5.35642509,2.03030223,0.00000000
-5.73586793,10.03775579,0.03781061,1.20488717,4.72805361,5.23362165,2.04824243,0.00000000
-5.72986493,9.80363574,0.03949242,1.15116159,4.55466761,5.08848630,2.06141544,0.00000000
-5.72386193,9.53931159,0.04117040,1.09567579,4.37128647,4.92385893,2.07008245,0.00000000
-5.71785893,9.25008505,0.04283332,1.03935326,4.18101518,4.74284748,2.07461406,0.00000000
-5.71185593,8.94152025,0.04446896,0.98309667,3.98687973,4.54874059,2.07547305,0.00000000
-5.70585293,8.61929233,0.04606407,0.92776719,3.79175256,4.34492041,2.07319526,0.00000000
-5.69984992,8.28904288,0.04760428,0.87416644,3.59828890,4.13477825,2.06836917,0.00000000
-5.69384692,7.95624656,0.04907421,0.82302137,3.40887565,3.92163610,2.06161492,0.00000000
-5.68784392,7.62609253,0.05045756,0.77497259,3.22559364,3.70867591,2.05356343,0.00000000
-5.68184092,7.30338318,0.05173736,0.73056599,3.05019351,3.49887830,2.04483623,0.00000000
-5.67583792,6.99245163,0.05289625,0.69024780,2.88408480,3.29497169,2.03602642,0.00000000
-5.66983492,6.69709850,0.05391689,0.65436279,2.72833704,3.09939229,2.02768134,0.00000000
-5.66383192,6.42054768,0.05478235,0.62315530,2.58369164,2.91425485,2.02028719,0.00000000
-5.65782891,6.16541984,0.05547666,0.59677272,2.45058247,2.74133359,2.01425578,0.00000000
-5.65182591,5.93372218,0.05598528,0.57527085,2.32916340,2.58205261,2.00991384,0.00000000
-5.64582291,5.72685232,0.05629564,0.55862075,2.21934049,2.43748458,2.00749473,0.00000000
-5.63981991,5.54561416,0.05639763,0.54671652,2.12080707,2.30835666,2.00713273,0.00000000
-5.63381691,5.39024348,0.05628400,0.53938345,2.03307959,2.19506227,2.00885996,0.00000000
-5.62781391,5.26044131,0.05595078,0.53638639,1.95553286,2.09767777,2.01260580,0.00000000
-5.62181091,5.15541325,0.05539748,0.53743776,1.88743331,2.01598292,2.01819884,0.00000000
-5.61580790,5.07391330,0.05462727,0.54220517,1.82796931,1.94948436,2.02537130,0.00000000
-5.60980490,5.01429120,0.05364696,0.55031837,1.77627794,1.89744133,2.03376584,0.00000000
-5.60380190,4.97454259,0.05246693,0.56137575,1.73146805,1.85889345,2.04294470,0.00000000
-5.59779890,4.95236162,0.05110083,0.57495019,1.69263955,1.83268990,2.05240109,0.00000000
-5.59179590,4.94519595,0.04956528,0.59059467,1.65889924,1.81752022,2.06157265,0.00000000
-5.58579290,4.95030419,0.04787934,0.60784762,1.62937372,1.81194637,2.06985695,0.00000000
-5.57978989,4.96481589,0.04606400,0.62623838,1.60321987,1.81443608,2.07662870,0.00000000
-5.57378689,4.98579405,0.04414159,0.64529299,1.57963366,1.82339750,2.08125850,0.00000000
-5.56778389,5.01030010,0.04213517,0.66454038,1.55785782,1.83721480,2.08313269,0.00000000
-5.56178089,5.03546074,0.04006789,0.68351926,1.53718890,1.85428462,2.08167399,0.00000000
-5.55577789,5.05853605,0.03796246,0.70178559,1.51698421,1.87305280,2.07636226,0.00000000
-5.54977489,5.07698763,0.03584062,0.71892083,1.49666889,1.89205089,2.06675498,0.00000000
-5.54377189,5.08854529,0.03372271,0.73454057,1.47574306,1.90993164,2.05250661,0.00000000
-5.53776888,5.09127050,0.03162734,0.74830355,1.45378923,1.92550268,2.03338627,0.00000000
-5.53176588,5.08361463,0.02957116,0.75992061,1.43047942,1.93775731,2.00929300,0.00000000
-5.52576288,5.06446966,0.02756872,0.76916335,1.40558198,1.94590155,1.98026786,0.00000000
-5.51975988,5.03320944,0.02563248,0.77587190,1.37896731,1.94937630,1.94650240,0.00000000
-5.51375688,4.98971922,0.02377284,0.77996152,1.35061231,1.94787380,1.90834281,0.00000000
-5.50775388,4.93441201,0.02199831,0.78142759,1.32060290,1.94134755,1.86628952,0.00000000
-5.50175088,4.86823011,0.02031566,0.78034855,1.28913416,1.93001508,1.82099189,0.00000000
-5.49574787,4.79263129,0.01873020,0.77688661,1.25650798,1.91435320,1.77323814,0.00000000
-5.48974487,4.70955899,0.01724603,0.77128596,1.22312768,1.89508556,1.72394036,0.00000000
-5.48374187,4.62139723,0.01586628,0.76386841,1.18948978,1.87316270,1.67411531,0.00000000
-5.47773887,4.53091073,0.01459334,0.75502645,1.15617282,1.84973493,1.62486107,0.00000000
-5.47173587,4.44117210,0.01342907,0.74521400,1.12382359,1.82611875,1.57733064,0.00000000
-5.46573287,4.35547765,0.01237502,0.73493484,1.09314084,1.80375759,1.53270278,0.00000000
-5.45972986,4.27725446,0.01143244,0.72472941,1.06485721,1.78417796,1.49215135,0.00000000
-5.45372686,4.20996115,0.01060245,0.71516000,1.03971960,1.76894228,1.45681365,0.00000000
-5.44772386,4.15698516,0.00988601,0.70679507,1.01846869,1.75959952,1.42775897,0.00000000
-5.44172086,4.12153947,0.00928390,0.70019308,1.00181811,1.75763506,1.40595796,0.00000000
-5.43571786,4.10656149,0.00879664,0.69588617,0.99043375,1.76442125,1.39225382,0.00000000
-5.42971486,4.11461701,0.00842438,0.69436442,0.98491383,1.78116976,1.38733591,0.00000000
-5.42371186,4.14781170,0.00816683,0.69606083,0.98577007,1.80888730,1.39171668,0.00000000
-5.41770885,4.20771259,0.00802304,0.70133760,0.99341041,1.84833577,1.40571232,0.00000000
-5.41170585,4.29528178,0.00799130,0.71047397,1.00812372,1.89999807,1.42942774,0.00000000
-5.40570285,4.41082429,0.00806899,0.72365585,1.03006673,1.96405065,1.46274649,0.00000000
-5.39969985,4.55395177,0.00825247,0.74096759,1.05925342,2.04034376,1.50532569,0.00000000
-5.39369685,4.72356354,0.00853698,0.76238611,1.09554731,2.12839025,1.55659660,0.00000000
-5.38769385,4.91784608,0.00891655,0.78777734,1.13865667,2.22736353,1.61577084,0.00000000
-5.38169085,5.13429159,0.00938397,0.81689541,1.18813305,2.33610526,1.68185235,0.00000000
-5.37568784,5.36973624,0.00993085,0.84938448,1.24337324,2.45314287,1.75365522,0.00000000
-5.36968484,5.62041771,0.01054760,0.88478330,1.30362479,2.57671705,1.82982700,0.00000000
-5.36368184,5.88205130,0.01122357,0.92253259,1.36799533,2.70481869,1.90887733,0.00000000
-5.35767884,6.14992351,0.01194715,0.96198516,1.43546570,2.83523465,1.98921117,0.00000000
-5.35167584,6.41900074,0.01270599,1.00241862,1.50490670,2.96560128,2.06916597,0.00000000
-5.34567284,6.68405060,0.01348713,1.04305056,1.57509960,3.09346424,2.14705184,0.00000000
-5.33966983,6.93977240,0.01427730,1.08305592,1.64475988,3.21634282,2.22119345,0.00000000
-5.33366683,7.18093285,0.01506312,1.12158614,1.71256382,3.33179672,2.28997249,0.00000000
-5.32766383,7.40250259,0.01583137,1.15778967,1.77717747,3.43749289,2.35186914,0.00000000
-5.32166083,7.59978874,0.01656921,1.19083331,1.83728713,3.53127010,2.40550119,0.00000000
-5.31565783,7.76855884,0.01726449,1.21992364,1.89163052,3.61119867,2.44965928,0.00000000
-5.30965483,7.90515136,0.01790592,1.24432806,1.93902774,3.67563307,2.48333688,0.00000000
-5.30365183,8.00656871,0.01848329,1.26339452,1.97841089,3.72325528,2.50575396,0.00000000
-5.29764882,8.07054912,0.01898767,1.27656942,2.00885142,3.75310712,2.51637331,0.00000000
-5.29164582,8.09561463,0.01941149,1.28341285,2.02958412,3.76461040,2.51490891,0.00000000
-5.28564282,8.08109360,0.01974868,1.28361078,2.04002692,3.75757403,2.50132622,0.00000000
-5.27963982,8.02711722,0.01999470,1.27698345,2.03979561,3.73218817,2.47583433,0.00000000
-5.27363682,7.93459066,0.02014661,1.26348994,2.02871309,3.68900580,2.43887069,0.00000000
-5.26763382,7.80514070,0.02020297,1.24322843,2.00681252,3.62891298,2.39107908,0.00000000
-5.26163082,7.64104280,0.02016385,1.21643238,1.97433456,3.55308928,2.33328212,0.00000000
-5.25562781,7.44513134,0.02003073,1.18346261,1.93171854,3.46296067,2.26644957,0.00000000
-5.24962481,7.22069745,0.01980639,1.14479575,1.87958814,3.36014715,2.19166411,0.00000000
-5.24362181,6.97137930,0.01949478,1.10100948,1.81873211,3.24640760,2.11008600,0.00000000
-5.23761881,6.70104977,0.01910089,1.05276514,1.75008087,3.12358458,2.02291829,0.00000000
-5.23161581,6.41370625,0.01863061,1.00078858,1.67467987,2.99355134,1.93137389,0.00000000
-5.22561281,6.11336692,0.01809057,0.94584978,1.59366092,2.85816324,1.83664584,0.00000000
-5.21960980,5.80397716,0.01748801,0.88874222,1.50821248,2.71921534,1.73988164,0.00000000
-5.21360680,5.48932910,0.01683060,0.83026271,1.41955005,2.57840741,1.64216232,0.00000000
-5.20760380,5.17299607,0.01612635,0.77119236,1.32888779,2.43731715,1.54448670,0.00000000
-5.20160080,4.85828326,0.01538345,0.71227932,1.23741216,2.29738194,1.44776087,0.00000000
-5.19559780,4.54819442,0.01461016,0.65422381,1.14625856,2.15988880,1.35279259,0.00000000
-5.18959480,4.24541412,0.01381471,0.59766579,1.05649144,2.02597202,1.26029042,0.00000000
-5.18359180,3.95230402,0.01300517,0.54317557,0.96908842,1.89661730,1.17086673,0.00000000
-5.17758879,3.67091114,0.01218942,0.49124727,0.88492863,1.77267138,1.08504394,0.00000000
-5.17158579,3.40298594,0.01137504,0.44229532,0.80478520,1.65485547,1.00326333,0.00000000
-5.16558279,3.15000761,0.01056923,0.39665359,0.72932195,1.54378135,0.92589532,0.00000000
-5.15957979,2.91321400,0.00977882,0.35457705,0.65909379,1.43996845,0.85325080,0.00000000
-5.15357679,2.69363400,0.00901017,0.31624555,0.59455047,1.34386101,0.78559254,0.00000000
-5.14757379,2.49212012,0.00826918,0.28176920,0.53604311,1.25584402,0.72314623,0.00000000
-5.14157079,2.30937959,0.00756131,0.25119515,0.48383292,1.17625731,0.66611070,0.00000000
-5.13556778,2.14600275,0.00689149,0.22451509,0.43810144,1.10540736,0.61466688,0.00000000
-5.12956478,2.00248773,0.00626423,0.20167321,0.39896164,1.04357639,0.56898547,0.00000000
-5.12356178,1.87926106,0.00568361,0.18257417,0.36646927,0.99102899,0.52923289,0.00000000
-5.11755878,1.77669391,0.00515329,0.16709076,0.34063394,0.94801635,0.49557589,0.00000000
-5.11155578,1.69511436,0.00467661,0.15507101,0.32142938,0.91477846,0.46818452,0.00000000
-5.10555278,1.63481587,0.00425658,0.14634452,0.30880243,0.89154477,0.44723370,0.00000000
-5.09954977,1.59606251,0.00389597,0.14072796,0.30268062,0.87853379,0.43290352,0.00000000
-5.09354677,1.57909145,0.00359735,0.13802949,0.30297797,0.87595190,0.42537832,0.00000000
-5.08754377,1.58411318,0.00336311,0.13805242,0.30959897,0.88399195,0.42484469,0.00000000
-5.08154077,1.61130987,0.00319552,0.14059775,0.32244078,0.90283156,0.43148854,0.00000000
-5.07553777,1.66083203,0.00309674,0.14546610,0.34139367,0.93263146,0.44549127,0.00000000
-5.06953477,1.73279368,0.00306881,0.15245881,0.36633993,0.97353354,0.46702516,0.00000000
-5.06353177,1.82726586,0.00311364,0.16137856,0.39715139,1.02565851,0.49624809,0.00000000
-5.05752876,1.94426845,0.00323297,0.17202954,0.43368602,1.08910284,0.53329762,0.00000000
-5.05152576,2.08376003,0.00342833,0.18421743,0.47578365,1.16393441,0.57828453,0.00000000
-5.04552276,2.24562559,0.00370090,0.19774916,0.52326150,1.25018669,0.63128598,0.00000000
-5.03951976,2.42966186,0.00405150,0.21243280,0.57590957,1.34785083,0.69233842,0.00000000
-5.03351676,2.63556031,0.00448039,0.22807743,0.63348635,1.45686564,0.76143041,0.00000000
-5.02751376,2.86288795,0.00498721,0.24449327,0.69571519,1.57710515,0.83849544,0.00000000
-5.02151076,3.11106617,0.00557082,0.26149204,0.76228151,1.70836403,0.92340524,0.00000000
-5.01550775,3.37934835,0.00622919,0.27888753,0.83283106,1.85034108,1.01596347,0.00000000
-5.00950475,3.66679697,0.00695930,0.29649649,0.90696943,2.00262154,1.11590027,0.00000000
-5.00350175,3.97226132,0.00775704,0.31413971,0.98426280,2.16465884,1.22286777,0.00000000
-4.99749875,4.29435700,0.00861716,0.33164333,1.06423992,2.33575711,1.33643680,0.00000000
-4.99149575,4.63144855,0.00953320,0.34884026,1.14639529,2.51505529,1.45609494,0.00000000
-4.98549275,4.98163659,0.01049759,0.36557171,1.23019338,2.70151442,1.58124600,0.00000000
-4.97948974,5.34275083,0.01150160,0.38168858,1.31507358,2.89390916,1.71121099,0.00000000
-4.97348674,5.71235000,0.01253551,0.39705295,1.40045581,3.09082474,1.84523068,0.00000000
-4.96748374,6.08772981,0.01358872,0.41153917,1.48574647,3.29066046,1.98246959,0.00000000
-4.96148074,6.46593948,0.01464992,0.42503488,1.57034436,3.49164018,2.12202132,0.00000000
-4.95547774,6.84380721,0.01570735,0.43744163,1.65364662,3.69183050,2.26291526,0.00000000
-4.94947474,7.21797449,0.01674898,0.44867515,1.73505418,3.88916639,2.40412444,0.00000000
-4.94347174,7.58493887,0.01776282,0.45866533,1.81397692,4.08148403,2.54457442,0.00000000
-4.93746873,7.94110423,0.01873716,0.46735577,1.88983822,4.26656006,2.68315323,0.00000000
-4.93146573,8.28283757,0.01966084,0.47470301,1.96207917,4.44215601,2.81872217,0.00000000
-4.92546273,8.60653082,0.02052353,0.48067554,2.03016232,4.60606664,2.95012751,0.00000000
-4.91945973,8.90866596,0.02131590,0.48525255,2.09357527,4.75617033,3.07621322,0.00000000
-4.91345673,9.18588187,0.02202990,0.48842257,2.15183427,4.89047983,3.19583447,0.00000000
-4.90745373,9.43504090,0.02265887,0.49018216,2.20448800,5.00719143,3.30787221,0.00000000
-4.90145073,9.65329344,0.02319767,0.49053460,2.25112169,5.10473078,3.41124864,0.00000000
-4.89544772,9.83813864,0.02364276,0.48948884,2.29136191,5.18179362,3.50494366,0.00000000
-4.88944472,9.98747961,0.02399222,0.48705865,2.32488190,5.23738000,3.58801199,0.00000000
-4.88344172,10.09967159,0.02424578,0.48326219,2.35140753,5.27082072,3.65960086,0.00000000
-4.87743872,10.17356152,0.02440467,0.47812191,2.37072383,5.28179522,3.71896778,0.00000000
-4.87143572,10.20851802,0.02447161,0.47166477,2.38268166,5.27034018,3.76549797,0.00000000
-4.86543272,10.20445052,0.02445062,0.46392293,2.38720445,5.23684889,3.79872076,0.00000000
-4.85942971,10.16181682,0.02434690,0.45493468,2.38429434,5.18206122,3.81832421,0.00000000
-4.85342671,10.08161848,0.02416659,0.44474558,2.37403735,5.10704484,3.82416722,0.00000000
-4.84742371,9.96538378,0.02391664,0.43340974,2.35660704,5.01316835,3.81628829,0.00000000
-4.84142071,9.81513809,0.02360452,0.42099102,2.33226621,4.90206711,3.79491019,0.00000000
-4.83541771,9.63336229,0.02323807,0.40756422,2.30136608,4.77560318,3.76043986,0.00000000
-4.82941471,9.42293971,0.02282526,0.39321582,2.26434285,4.63582030,3.71346322,0.00000000
-4.82341171,9.18709300,0.02237396,0.37804451,2.22171125,4.48489564,3.65473453,0.00000000
-4.81740870,8.92931238,0.02189177,0.36216115,2.17405525,4.32508948,3.58516051,0.00000000
-4.81140570,8.65327730,0.02138584,0.34568824,2.12201609,4.15869450,3.50577953,0.00000000
-4.80540270,8.36277397,0.02086270,0.32875881,2.06627792,3.98798601,3.41773651,0.00000000
-4.79939970,8.06161133,0.02032811,0.31151483,2.00755184,3.81517464,3.32225466,0.00000000
-4.79339670,7.75353826,0.01978701,0.29410511,1.94655875,3.64236264,3.22060500,0.00000000
-4.78739370,7.44216513,0.01924340,0.27668273,1.88401205,3.47150515,3.11407520,0.00000000
-4.78139070,7.13089218,0.01870036,0.25940233,1.82060093,3.30437736,3.00393909,0.00000000
-4.77538769,6.82284756,0.01815999,0.24241703,1.75697502,3.14254837,2.89142814,0.00000000
-4.76938469,6.52083702,0.01762355,0.22587554,1.69373128,2.98736224,2.77770633,0.00000000
-4.76338169,6.22730685,0.01709146,0.20991919,1.63140365,2.83992674,2.66384932,0.00000000
-4.75737869,5.94432116,0.01656345,0.19467931,1.57045587,2.70110957,2.55082878,0.00000000
-4.75137569,5.67355361,0.01603872,0.18027491,1.51127788,2.57154190,2.43950226,0.00000000
-4.74537269,5.41629324,0.01551607,0.16681079,1.45418560,2.45162879,2.33060884,0.00000000
-4.73936968,5.17346324,0.01499411,0.15437609,1.39942416,2.34156553,2.22476998,0.00000000
-4.73336668,4.94565076,0.01447143,0.14304345,1.34717386,2.24135900,2.12249538,0.00000000
-4.72736368,4.73314566,0.01394679,0.13286847,1.29755863,2.15085288,2.02419260,0.00000000
-4.72136068,4.53598542,0.01341926,0.12388984,1.25065602,2.06975553,1.93017964,0.00000000
-4.71535768,4.35400333,0.01288837,0.11612968,1.20650816,1.99766893,1.84069913,0.00000000
-4.70935468,4.18687733,0.01235425,0.10959430,1.16513271,1.93411781,1.75593302,0.00000000
-4.70335168,4.03417649,0.01181767,0.10427519,1.12653323,1.87857736,1.67601656,0.00000000
-4.69734867,3.89540305,0.01128006,0.10015008,1.09070803,1.83049858,1.60105055,0.00000000
-4.69134567,3.77002781,0.01074355,0.09718417,1.05765726,1.78933041,1.53111118,0.00000000
-4.68534267,3.65751770,0.01021090,0.09533130,1.02738747,1.75453782,1.46625671,0.00000000
-4.67933967,3.55735452,0.00968540,0.09453506,0.99991369,1.72561546,1.40653099,0.00000000
-4.67333667,3.46904481,0.00917077,0.09472990,0.97525879,1.70209659,1.35196353,0.00000000
-4.66733367,3.39212113,0.00867099,0.09584203,0.95345033,1.68355748,1.30256675,0.00000000
-4.66133067,3.32613570,0.00819017,0.09779033,0.93451516,1.66961734,1.25833060,0.00000000
-4.65532766,3.27064787,0.00773235,0.10048714,0.91847215,1.65993448,1.21921550,0.00000000
-4.64932466,3.22520694,0.00730133,0.10383909,0.90532372,1.65419924,1.18514429,0.00000000
-4.64332166,3.18933256,0.00690051,0.10774792,0.89504671,1.65212464,1.15599407,0.00000000
-4.63731866,3.16249445,0.00653273,0.11211136,0.88758323,1.65343558,1.13158890,0.00000000
-4.63131566,3.14409383,0.00620015,0.11682419,0.88283231,1.65785768,1.11169404,0.00000000
-4.62531266,3.13344811,0.00590415,0.12177942,0.88064286,1.66510669,1.09601260,0.00000000
-4.61930965,3.12978075,0.00564523,0.12686968,0.88080860,1.67487953,1.08418486,0.00000000
-4.61330665,3.13221757,0.00542302,0.13198877,0.88306543,1.68684778,1.07579089,0.00000000
-4.60730365,3.13979031,0.00523627,0.13703346,0.88709154,1.70065431,1.07035638,0.00000000
-4.60130065,3.15144800,0.00508288,0.14190532,0.89251058,1.71591373,1.06736169,0.00000000
-4.59529765,3.16607620,0.00495994,0.14651275,0.89889780,1.73221692,1.06625377,0.00000000
-4.58929465,3.18252336,0.00486391,0.15077293,0.90578916,1.74913976,1.06646048,0.00000000
-4.58329165,3.19963352,0.00479066,0.15461374,0.91269299,1.76625582,1.06740666,0.00000000
-4.57728864,3.21628391,0.00473567,0.15797547,0.91910388,1.78315276,1.06853111,0.00000000
-4.57128564,3.23142552,0.00469413,0.16081231,0.92451812,1.79945149,1.06930379,0.00000000
-4.56528264,3.24412474,0.00466118,0.16309341,0.92845004,1.81482730,1.06924210,0.00000000
-4.55927964,3.25360376,0.00463200,0.16480349,0.93044853,1.82903176,1.06792565,0.00000000
-4.55327664,3.25927735,0.00460199,0.16594298,0.93011285,1.84191410,1.06500858,0.00000000
-4.54727364,3.26078388,0.00456691,0.16652749,0.92710699,1.85344057,1.06022876,0.00000000
-4.54127064,3.25800836,0.00452303,0.16658684,0.92117196,1.86371039,1.05341347,0.00000000
-4.53526763,3.25109585,0.00446718,0.16616340,0.91213511,1.87296701,1.04448109,0.00000000
-4.52926463,3.24045377,0.00439686,0.16530998,0.89991633,1.88160318,1.03343886,0.00000000
-4.52326163,3.22674222,0.00431028,0.16408725,0.88453051,1.89015908,1.02037666,0.00000000
-4.51725863,3.21085210,0.00420638,0.16256085,0.86608617,1.89931259,1.00545723,0.00000000
-4.51125563,3.19387125,0.00408482,0.16079831,0.84478051,1.90986140,0.98890333,0.00000000
-4.50525263,3.17703958,0.00394595,0.15886587,0.82089075,1.92269699,0.97098257,0.00000000
-4.49924962,3.16169469,0.00379074,0.15682540,0.79476257,1.93877096,0.95199057,0.00000000
-4.49324662,3.14921011,0.00362071,0.15473165,0.76679581,1.95905465,0.93223364,0.00000000
-4.48724362,3.14092861,0.00343782,0.15262978,0.73742854,1.98449341,0.91201159,0.00000000
-4.48124062,3.13809359,0.00324443,0.15055348,0.70711991,2.01595726,0.89160181,0.00000000
-4.47523762,3.14178152,0.00304309,0.14852372,0.67633275,2.05419010,0.87124533,0.00000000
-4.46923462,3.15283872,0.00283651,0.14654807,0.64551680,2.09975972,0.85113556,0.00000000
-4.46323162,3.17182542,0.00262745,0.14462091,0.61509306,2.15301114,0.83141030,0.00000000
-4.45722861,3.19897013,0.00241857,0.14272418,0.58544022,2.21402578,0.81214725,0.00000000
-4.45122561,3.23413656,0.00221241,0.14082889,0.55688344,2.28258871,0.79336325,0.00000000
-4.44522261,3.27680516,0.00201127,0.13889715,0.52968606,2.35816635,0.77501702,0.00000000
-4.43921961,3.32607056,0.00181720,0.13688467,0.50404437,2.43989604,0.75701530,0.00000000
-4.43321661,3.38065550,0.00163192,0.13474361,0.48008553,2.52658910,0.73922169,0.00000000
-4.42721361,3.43894110,0.00145683,0.13242556,0.45786856,2.61674776,0.72146780,0.00000000
-4.42121061,3.49901266,0.00129298,0.12988452,0.43738819,2.70859620,0.70356577,0.00000000
-4.41520760,3.55871930,0.00114111,0.12707984,0.41858123,2.80012497,0.68532172,0.00000000
-4.40920460,3.61574523,0.00100165,0.12397872,0.40133489,2.88914744,0.66654902,0.00000000
-4.40320160,3.66768992,0.00087473,0.12055841,0.38549682,2.97336641,0.64708097,0.00000000
-4.39719860,3.71215372,0.00076027,0.11680793,0.37088603,3.05044822,0.62678207,0.00000000
-4.39119560,3.74682568,0.00065796,0.11272916,0.35730432,3.11810145,0.60555756,0.00000000
-4.38519260,3.76956975,0.00056738,0.10833741,0.34454773,3.17415692,0.58336065,0.00000000
-4.37918959,3.77850594,0.00048798,0.10366139,0.33241743,3.21664551,0.56019751,0.00000000
-4.37318659,3.77208301,0.00041916,0.09874267,0.32072965,3.24387039,0.53612974,0.00000000
-4.36718359,3.74913988,0.00036032,0.09363466,0.30932452,3.25447052,0.51127455,0.00000000
-4.36118059,3.70895332,0.00031089,0.08840124,0.29807330,3.24747261,0.48580291,0.00000000
-4.35517759,3.65127012,0.00027040,0.08311506,0.28688409,3.22232919,0.45993584,0.00000000
-4.34917459,3.57632288,0.00023849,0.07785575,0.27570578,3.17894134,0.43393939,0.00000000
-4.34317159,3.48482898,0.00021496,0.07270795,0.26453046,3.11766508,0.40811874,0.00000000
-4.33716858,3.37797330,0.00019983,0.06775951,0.25339414,3.03930147,0.38281171,0.00000000
-4.33116558,3.25737591,0.00019334,0.06309963,0.24237615,2.94507103,0.35838223,0.00000000
-4.32516258,3.12504642,0.00019603,0.05881731,0.23159725,2.83657397,0.33521413,0.00000000
-4.31915958,2.98332740,0.00020874,0.05499989,0.22121667,2.71573824,0.31370531,0.00000000
-4.31315658,2.83482937,0.00023265,0.05173182,0.21142844,2.58475793,0.29426280,0.00000000
-4.30715358,2.68236033,0.00026935,0.04909370,0.20245695,2.44602499,0.27729846,0.00000000
