energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.70005976,0.65208703,0.00316466,0.15642384,0.97153877,0.00000000,0.29855839,0.20015733
-5.99399700,1.73348869,0.67268706,0.00335895,0.16292933,0.98395038,0.00000000,0.30140546,0.20617219
-5.98799400,1.76133924,0.69102449,0.00354909,0.16898289,0.99309967,0.00000000,0.30290407,0.21161134
-5.98199100,1.78381590,0.70696793,0.00373253,0.17452772,0.99925645,0.00000000,0.30312452,0.21645724
-5.97598799,1.80123041,0.72042579,0.00390661,0.17951267,1.00275941,0.00000000,0.30216986,0.22070120
-5.96998499,1.81398822,0.73134775,0.00406860,0.18389309,1.00400422,0.00000000,0.30017303,0.22434289
-5.96398199,1.82257235,0.73972506,0.00421576,0.18763152,1.00343000,0.00000000,0.29729292,0.22738979
-5.95797899,1.82752519,0.74558988,0.00434546,0.19069823,1.00150447,0.00000000,0.29370951,0.22985642
-5.95197599,1.82942885,0.74901351,0.00445526,0.19307169,0.99870842,0.00000000,0.28961823,0.23176349
-5.94597299,1.82888488,0.75010361,0.00454297,0.19473880,0.99551994,0.00000000,0.28522369,0.23313693
-5.93996998,1.82649385,0.74900038,0.00460675,0.19569501,0.99239890,0.00000000,0.28073306,0.23400687
-5.93396698,1.82283553,0.74587187,0.00464520,0.19594423,0.98977222,0.00000000,0.27634918,0.23440653
-5.92796398,1.81845027,0.74090857,0.00465743,0.19549869,0.98802026,0.00000000,0.27226372,0.23437121
-5.92196098,1.81382214,0.73431729,0.00464306,0.19437855,0.98746473,0.00000000,0.26865071,0.23393715
-5.91595798,1.80936425,0.72631470,0.00460236,0.19261146,0.98835861,0.00000000,0.26566043,0.23314054
-5.90995498,1.80540673,0.71712060,0.00453615,0.19023198,0.99087813,0.00000000,0.26341411,0.23201651
-5.90395198,1.80218775,0.70695133,0.00444587,0.18728088,0.99511721,0.00000000,0.26199956,0.23059825
-5.89794897,1.79984774,0.69601332,0.00433355,0.18380441,1.00108448,0.00000000,0.26146790,0.22891621
-5.89194597,1.79842699,0.68449732,0.00420169,0.17985350,1.00870292,0.00000000,0.26183148,0.22699748
-5.88594297,1.79786678,0.67257325,0.00405330,0.17548289,1.01781229,0.00000000,0.26306325,0.22486527
-5.87993997,1.79801387,0.66038612,0.00389171,0.17075020,1.02817412,0.00000000,0.26509744,0.22253858
-5.87393697,1.79862823,0.64805305,0.00372055,0.16571509,1.03947929,0.00000000,0.26783165,0.22003208
-5.86793397,1.79939378,0.63566152,0.00354359,0.16043829,1.05135793,0.00000000,0.27113036,0.21735618
-5.86193097,1.79993165,0.62326899,0.00336467,0.15498069,1.06339129,0.00000000,0.27482956,0.21451724
-5.85592796,1.79981552,0.61090372,0.00318755,0.14940243,1.07512529,0.00000000,0.27874258,0.21151798
-5.84992496,1.79858848,0.59856696,0.00301582,0.14376200,1.08608523,0.00000000,0.28266664,0.20835811
-5.84392196,1.79578068,0.58623611,0.00285278,0.13811533,1.09579122,0.00000000,0.28639017,0.20503495
-5.83791896,1.79092707,0.57386885,0.00270137,0.13251498,1.10377370,0.00000000,0.28970036,0.20154425
-5.83191596,1.78358467,0.56140796,0.00256409,0.12700931,1.10958848,0.00000000,0.29239078,0.19788102
-5.82591296,1.77334847,0.54878654,0.00244293,0.12164170,1.11283083,0.00000000,0.29426876,0.19404033
-5.81990995,1.75986555,0.53593331,0.00233932,0.11644991,1.11314803,0.00000000,0.29516214,0.19001809
-5.81390695,1.74284677,0.52277793,0.00225414,0.11146550,1.11024989,0.00000000,0.29492531,0.18581178
-5.80790395,1.72207572,0.50925573,0.00218768,0.10671330,1.10391691,0.00000000,0.29344402,0.18142101
-5.80190095,1.69741472,0.49531204,0.00213967,0.10221116,1.09400590,0.00000000,0.29063916,0.17684797
-5.79589795,1.66880765,0.48090563,0.00210933,0.09796975,1.08045274,0.00000000,0.28646896,0.17209776
-5.78989495,1.63627988,0.46601134,0.00209538,0.09399256,1.06327256,0.00000000,0.28092996,0.16717851
-5.78389195,1.59993552,0.45062172,0.00209615,0.09027619,1.04255716,0.00000000,0.27405641,0.16210145
-5.77788894,1.55995217,0.43474787,0.00210962,0.08681069,1.01847020,0.00000000,0.26591848,0.15688075
-5.77188594,1.51657390,0.41841934,0.00213351,0.08358027,0.99124039,0.00000000,0.25661914,0.15153340
-5.76588294,1.47010289,0.40168333,0.00216540,0.08056411,0.96115309,0.00000000,0.24629012,0.14607890
-5.75987994,1.42089022,0.38460334,0.00220278,0.07773738,0.92854090,0.00000000,0.23508706,0.14053902
-5.75387694,1.36932651,0.36725733,0.00224318,0.07507243,0.89377366,0.00000000,0.22318411,0.13493756
-5.74787394,1.31583276,0.34973577,0.00228426,0.07254007,0.85724834,0.00000000,0.21076827,0.12930006
-5.74187094,1.26085193,0.33213954,0.00232388,0.07011092,0.81937928,0.00000000,0.19803370,0.12365367
-5.73586793,1.20484146,0.31457790,0.00236018,0.06775682,0.78058915,0.00000000,0.18517631,0.11802697
-5.72986493,1.14826694,0.29716680,0.00239166,0.06545218,0.74130084,0.00000000,0.17238868,0.11244998
-5.72386193,1.09159702,0.28002735,0.00241724,0.06317521,0.70193057,0.00000000,0.15985567,0.10695413
-5.71785893,1.03529950,0.26328478,0.00243628,0.06090912,0.66288220,0.00000000,0.14775070,0.10157231
-5.71185593,0.97983842,0.24706763,0.00244859,0.05864300,0.62454281,0.00000000,0.13623288,0.09633892
-5.70585293,0.92567193,0.23150738,0.00245450,0.05637260,0.58727937,0.00000000,0.12544486,0.09128997
-5.69984992,0.87325070,0.21673829,0.00245474,0.05410079,0.55143651,0.00000000,0.11551162,0.08646308
-5.69384692,0.82301653,0.20289736,0.00245051,0.05183781,0.51733504,0.00000000,0.10653986,0.08189745
-5.68784392,0.77540092,0.19012444,0.00244338,0.04960120,0.48527108,0.00000000,0.09861816,0.07763375
-5.68184092,0.73082332,0.17856215,0.00243523,0.04741552,0.45551561,0.00000000,0.09181755,0.07371389
-5.67583792,0.68968878,0.16835563,0.00242820,0.04531175,0.42831415,0.00000000,0.08619261,0.07018069
-5.66983492,0.65238497,0.15965193,0.00242457,0.04332648,0.40388646,0.00000000,0.08178271,0.06707737
-5.66383192,0.61927844,0.15259888,0.00242669,0.04150095,0.38242612,0.00000000,0.07861342,0.06444694
-5.65782891,0.59071004,0.14734344,0.00243690,0.03987980,0.36409982,0.00000000,0.07669799,0.06233148
-5.65182591,0.56698954,0.14402936,0.00245738,0.03850975,0.34904636,0.00000000,0.07603859,0.06077123
-5.64582291,0.54838971,0.14279414,0.00249011,0.03743816,0.33737532,0.00000000,0.07662744,0.05980358
-5.63981991,0.53513975,0.14376532,0.00253674,0.03671148,0.32916541,0.00000000,0.07844770,0.05946204
-5.63381691,0.52741842,0.14705609,0.00259856,0.03637366,0.32446253,0.00000000,0.08147392,0.05977501
-5.62781391,0.52534700,0.15276031,0.00267635,0.03646460,0.32327773,0.00000000,0.08567236,0.06076461
-5.62181091,0.52898236,0.16094712,0.00277043,0.03701855,0.32558496,0.00000000,0.09100087,0.06244543
-5.61580790,0.53831031,0.17165526,0.00288052,0.03806262,0.33131893,0.00000000,0.09740850,0.06482331
-5.60980490,0.55323956,0.18488735,0.00300580,0.03961536,0.34037310,0.00000000,0.10483500,0.06789417
-5.60380190,0.57359651,0.20060445,0.00314487,0.04168551,0.35259798,0.00000000,0.11321004,0.07164299
-5.59779890,0.59912122,0.21872099,0.00329575,0.04427087,0.36779990,0.00000000,0.12245248,0.07604283
-5.59179590,0.62946477,0.23910074,0.00345598,0.04735747,0.38574032,0.00000000,0.13246961,0.08105411
-5.58579290,0.66418835,0.26155373,0.00362261,0.05091897,0.40613601,0.00000000,0.14315659,0.08662418
-5.57978989,0.70276437,0.28583473,0.00379231,0.05491634,0.42866000,0.00000000,0.15439608,0.09268711
-5.57378689,0.74457977,0.31164342,0.00396145,0.05929795,0.45294373,0.00000000,0.16605825,0.09916390
-5.56778389,0.78894181,0.33862650,0.00412621,0.06400002,0.47858024,0.00000000,0.17800123,0.10596302
-5.56178089,0.83508640,0.36638186,0.00428265,0.06894749,0.50512866,0.00000000,0.19007201,0.11298144
-5.55577789,0.88218920,0.39446490,0.00442689,0.07405525,0.53211997,0.00000000,0.20210790,0.12010608
-5.54977489,0.92937912,0.42239697,0.00455518,0.07922989,0.55906403,0.00000000,0.21393860,0.12721570
-5.54377189,0.97575442,0.44967567,0.00466403,0.08437174,0.58545783,0.00000000,0.22538871,0.13418324
-5.53776888,1.02040087,0.47578691,0.00475032,0.08937727,0.61079478,0.00000000,0.23628089,0.14087852
-5.53176588,1.06241157,0.50021816,0.00481139,0.09414179,0.63457484,0.00000000,0.24643928,0.14717126
-5.52576288,1.10090795,0.52247259,0.00484513,0.09856229,0.65631533,0.00000000,0.25569345,0.15293433
-5.51975988,1.13506127,0.54208339,0.00485003,0.10254044,0.67556188,0.00000000,0.26388236,0.15804712
-5.51375688,1.16411372,0.55862789,0.00482526,0.10598547,0.69189935,0.00000000,0.27085848,0.16239887
-5.50775388,1.18739860,0.57174062,0.00477066,0.10881698,0.70496220,0.00000000,0.27649177,0.16589193
-5.50175088,1.20435851,0.58112489,0.00468674,0.11096746,0.71444399,0.00000000,0.28067336,0.16844465
-5.49574787,1.21456087,0.58656238,0.00457466,0.11238443,0.72010544,0.00000000,0.28331882,0.16999396
-5.48974487,1.21771024,0.58792003,0.00443620,0.11303218,0.72178096,0.00000000,0.28437080,0.17049731
-5.48374187,1.21365660,0.58515431,0.00427368,0.11289285,0.71938313,0.00000000,0.28380099,0.16993417
-5.47773887,1.20239949,0.57831219,0.00408989,0.11196707,0.71290498,0.00000000,0.28161125,0.16830663
-5.47173587,1.18408759,0.56752920,0.00388799,0.11027388,0.70241998,0.00000000,0.27783391,0.16563951
-5.46573287,1.15901388,0.55302433,0.00367141,0.10785009,0.68807974,0.00000000,0.27253116,0.16197954
-5.45972986,1.12760656,0.53509222,0.00344373,0.10474909,0.67010940,0.00000000,0.26579363,0.15739404
-5.45372686,1.09041613,0.51409296,0.00320863,0.10103915,0.64880099,0.00000000,0.25773813,0.15196884
-5.44772386,1.04809925,0.49043998,0.00296971,0.09680131,0.62450507,0.00000000,0.24850478,0.14580580
-5.44172086,1.00140006,0.46458659,0.00273048,0.09212697,0.59762096,0.00000000,0.23825350,0.13901983
-5.43571786,0.95112984,0.43701180,0.00249422,0.08711532,0.56858589,0.00000000,0.22716021,0.13173571
-5.42971486,0.89814586,0.40820603,0.00226394,0.08187064,0.53786376,0.00000000,0.21541268,0.12408477
-5.42371186,0.84333023,0.37865739,0.00204235,0.07649976,0.50593368,0.00000000,0.20320637,0.11620156
-5.41770885,0.78756963,0.34883886,0.00183178,0.07110953,0.47327900,0.00000000,0.19074034,0.10822072
-5.41170585,0.73173663,0.31919711,0.00163421,0.06580462,0.44037691,0.00000000,0.17821334,0.10027404
-5.40570285,0.67667311,0.29014308,0.00145123,0.06068563,0.40768930,0.00000000,0.16582034,0.09248793
-5.39969985,0.62317626,0.26204468,0.00128410,0.05584747,0.37565480,0.00000000,0.15374933,0.08498128
-5.39369685,0.57198744,0.23522169,0.00113372,0.05137817,0.34468239,0.00000000,0.14217877,0.07786376
-5.38769385,0.52378385,0.20994290,0.00100069,0.04735798,0.31514663,0.00000000,0.13127539,0.07123460
-5.38169085,0.47917306,0.18642529,0.00088536,0.04385881,0.28738434,0.00000000,0.12119261,0.06518176
-5.37568784,0.43869003,0.16483519,0.00078785,0.04094392,0.26169290,0.00000000,0.11206930,0.05978156
-5.36968484,0.40279644,0.14529100,0.00070810,0.03866786,0.23832980,0.00000000,0.10402908,0.05509858
-5.36368184,0.37188164,0.12786734,0.00064594,0.03707644,0.21751332,0.00000000,0.09717977,0.05118581
-5.35767884,0.34626495,0.11260005,0.00060110,0.03620684,0.19942411,0.00000000,0.09161325,0.04808503
-5.35167584,0.32619866,0.09949188,0.00057324,0.03608772,0.18420734,0.00000000,0.08740533,0.04582724
-5.34567284,0.31187138,0.08851856,0.00056200,0.03673921,0.17197518,0.00000000,0.08461579,0.04443312
-5.33966983,0.30341118,0.07963467,0.00056704,0.03817285,0.16280943,0.00000000,0.08328842,0.04391349
-5.33366683,0.30088833,0.07277941,0.00058802,0.04039144,0.15676393,0.00000000,0.08345094,0.04426961
-5.32766383,0.30431735,0.06788184,0.00062462,0.04338867,0.15386667,0.00000000,0.08511501,0.04549349
-5.32166083,0.31365820,0.06486544,0.00067657,0.04714883,0.15412150,0.00000000,0.08827603,0.04756802
-5.31565783,0.32881682,0.06365199,0.00074364,0.05164629,0.15750930,0.00000000,0.09291299,0.05046702
-5.30965483,0.34964498,0.06416465,0.00082561,0.05684511,0.16398862,0.00000000,0.09898836,0.05415523
-5.30365183,0.37593966,0.06633022,0.00092229,0.06269872,0.17349587,0.00000000,0.10644795,0.05858837
-5.29764882,0.40744243,0.07008066,0.00103353,0.06914967,0.18594508,0.00000000,0.11522104,0.06371311
-5.29164582,0.44383903,0.07535392,0.00115916,0.07612971,0.20122745,0.00000000,0.12522067,0.06946725
-5.28564282,0.48475957,0.08209403,0.00129903,0.08356011,0.21921080,0.00000000,0.13634424,0.07578005
-5.27963982,0.52977970,0.09025081,0.00145297,0.09135236,0.23973905,0.00000000,0.14847448,0.08257278
-5.27363682,0.57842309,0.09977891,0.00162079,0.09940918,0.26263202,0.00000000,0.16148084,0.08975946
-5.26763382,0.63016538,0.11063662,0.00180226,0.10762608,0.28768554,0.00000000,0.17522128,0.09724799
-5.26163082,0.68443976,0.12278427,0.00199714,0.11589310,0.31467220,0.00000000,0.18954446,0.10494149
-5.25562781,0.74064421,0.13618245,0.00220511,0.12409711,0.34334263,0.00000000,0.20429231,0.11273987
-5.24962481,0.79815026,0.15078994,0.00242580,0.13212419,0.37342750,0.00000000,0.21930287,0.12054171
-5.24362181,0.85631300,0.16656164,0.00265875,0.13986230,0.40464016,0.00000000,0.23441332,0.12824620
-5.23761881,0.91448215,0.18344631,0.00290341,0.14720400,0.43667994,0.00000000,0.24946302,0.13575522
-5.23161581,0.97201354,0.20138430,0.00315910,0.15404914,0.46923591,0.00000000,0.26429652,0.14297535
-5.22561281,1.02828073,0.22030536,0.00342500,0.16030730,0.50199115,0.00000000,0.27876635,0.14981987
-5.21960980,1.08268621,0.24012651,0.00370009,0.16590004,0.53462713,0.00000000,0.29273540,0.15621043
-5.21360680,1.13467165,0.26075012,0.00398317,0.17076267,0.56682835,0.00000000,0.30607888,0.16207860
-5.20760380,1.18372681,0.28206225,0.00427278,0.17484559,0.59828672,0.00000000,0.31868577,0.16736694
-5.20160080,1.22939689,0.30393141,0.00456718,0.17811506,0.62870589,0.00000000,0.33045962,0.17202976
-5.19559780,1.27128778,0.32620783,0.00486435,0.18055336,0.65780511,0.00000000,0.34131877,0.17603344
-5.18959480,1.30906952,0.34872329,0.00516195,0.18215846,0.68532273,0.00000000,0.35119607,0.17935632
-5.18359180,1.34247758,0.37129179,0.00545731,0.18294307,0.71101917,0.00000000,0.36003806,0.18198826
-5.17758879,1.37131241,0.39371086,0.00574744,0.18293325,0.73467937,0.00000000,0.36780378,0.18392980
-5.17158579,1.39543733,0.41576390,0.00602906,0.18216668,0.75611476,0.00000000,0.37446337,0.18519106
-5.16558279,1.41477516,0.43722331,0.00629863,0.18069056,0.77516481,0.00000000,0.37999654,0.18579050
-5.15957979,1.42930398,0.45785449,0.00655239,0.17855947,0.79169812,0.00000000,0.38439111,0.18575351
-5.15357679,1.43905233,0.47742065,0.00678648,0.17583309,0.80561323,0.00000000,0.38764172,0.18511105
-5.14757379,1.44409439,0.49568820,0.00699696,0.17257408,0.81683922,0.00000000,0.38974884,0.18389828
-5.14157079,1.44454531,0.51243276,0.00718000,0.16884609,0.82533603,0.00000000,0.39071813,0.18215344
-5.13556778,1.44055704,0.52744524,0.00733192,0.16471205,0.83109473,0.00000000,0.39056022,0.17991683
-5.12956478,1.43231479,0.54053804,0.00744936,0.16023281,0.83413752,0.00000000,0.38929095,0.17723001
-5.12356178,1.42003425,0.55155097,0.00752939,0.15546604,0.83451774,0.00000000,0.38693187,0.17413535
-5.11755878,1.40395943,0.56035658,0.00756959,0.15046566,0.83231954,0.00000000,0.38351114,0.17067568
-5.11155578,1.38436115,0.56686468,0.00756822,0.14528144,0.82765740,0.00000000,0.37906458,0.16689423
