energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.10555278,1.36153594,0.57102587,0.00752426,0.13995902,0.82067526,0.00000000,0.37363672,0.16283473
-5.09954977,1.33580505,0.57283380,0.00743749,0.13454018,0.81154536,0.00000000,0.36728188,0.15854158
-5.09354677,1.30751349,0.57232608,0.00730850,0.12906330,0.80046650,0.00000000,0.36006500,0.15406017
-5.08754377,1.27702885,0.56958382,0.00713876,0.12356399,0.78766193,0.00000000,0.35206211,0.14943716
-5.08154077,1.24473949,0.56472971,0.00693053,0.11807575,0.77337662,0.00000000,0.34336052,0.14472074
-5.07553777,1.21105235,0.55792482,0.00668687,0.11263074,0.75787404,0.00000000,0.33405844,0.13996085
-5.06953477,1.17638988,0.54936420,0.00641150,0.10726050,0.74143244,0.00000000,0.32426412,0.13520926
-5.06353177,1.14118643,0.53927153,0.00610878,0.10199658,0.72434069,0.00000000,0.31409461,0.13051956
-5.05752876,1.10588395,0.52789296,0.00578349,0.09687119,0.70689378,0.00000000,0.30367395,0.12594705
-5.05152576,1.07092717,0.51549053,0.00544081,0.09191770,0.68938812,0.00000000,0.29313112,0.12154855
-5.04552276,1.03675847,0.50233539,0.00508608,0.08717111,0.67211676,0.00000000,0.28259762,0.11738202
-5.03951976,1.00381265,0.48870100,0.00472472,0.08266840,0.65536459,0.00000000,0.27220501,0.11350629
-5.03351676,0.97251168,0.47485680,0.00436209,0.07844884,0.63940389,0.00000000,0.26208232,0.10998060
-5.02751376,0.94325992,0.46106228,0.00400337,0.07455425,0.62449012,0.00000000,0.25235360,0.10686428
-5.02151076,0.91643977,0.44756191,0.00365342,0.07102920,0.61085830,0.00000000,0.24313565,0.10421639
-5.01550775,0.89240806,0.43458094,0.00331676,0.06792116,0.59871998,0.00000000,0.23453604,0.10209544
-5.00950475,0.87149330,0.42232215,0.00299746,0.06528058,0.58826104,0.00000000,0.22665153,0.10055916
-5.00350175,0.85399385,0.41096369,0.00269911,0.06316096,0.57964016,0.00000000,0.21956688,0.09966438
-4.99749875,0.84017707,0.40065803,0.00242482,0.06161873,0.57298833,0.00000000,0.21335421,0.09946694
-4.99149575,0.83027943,0.39153185,0.00217720,0.06071307,0.56840913,0.00000000,0.20807268,0.10002164
-4.98549275,0.82450736,0.38368696,0.00195839,0.06050562,0.56597992,0.00000000,0.20376878,0.10138225
-4.97948974,0.82303887,0.37720202,0.00177012,0.06105986,0.56575378,0.00000000,0.20047697,0.10360139
-4.97348674,0.82602557,0.37213495,0.00161371,0.06244040,0.56776215,0.00000000,0.19822060,0.10673042
-4.96748374,0.83359484,0.36852584,0.00149013,0.06471194,0.57201787,0.00000000,0.19701322,0.11081917
-4.96148074,0.84585189,0.36640017,0.00140008,0.06793798,0.57851860,0.00000000,0.19685998,0.11591544
-4.95547774,0.86288138,0.36577205,0.00134401,0.07217924,0.58725022,0.00000000,0.19775909,0.12206430
-4.94947474,0.88474817,0.36664739,0.00132216,0.07749178,0.59818998,0.00000000,0.19970330,0.12930711
-4.94347174,0.91149707,0.36902656,0.00133458,0.08392491,0.61130917,0.00000000,0.20268113,0.13768022
-4.93746873,0.94315116,0.37290647,0.00138117,0.09151890,0.62657496,0.00000000,0.20667792,0.14721335
-4.93146573,0.97970862,0.37828185,0.00146167,0.10030253,0.64395127,0.00000000,0.21167649,0.15792772
-4.92546273,1.02113800,0.38514553,0.00157563,0.11029066,0.66339833,0.00000000,0.21765740,0.16983384
-4.91945973,1.06737192,0.39348762,0.00172242,0.12148181,0.68487102,0.00000000,0.22459872,0.18292919
-4.91345673,1.11829940,0.40329365,0.00190118,0.13385596,0.70831578,0.00000000,0.23247536,0.19719579
-4.90745373,1.17375723,0.41454160,0.00211078,0.14737271,0.73366630,0.00000000,0.24125796,0.21259776
-4.90145073,1.23352082,0.42719794,0.00234973,0.16196982,0.76083810,0.00000000,0.25091132,0.22907911
-4.89544772,1.29729511,0.44121309,0.00261623,0.17756239,0.78972244,0.00000000,0.26139261,0.24656175
-4.88944472,1.36470620,0.45651623,0.00290801,0.19404267,0.82017976,0.00000000,0.27264934,0.26494411
-4.88344172,1.43529463,0.47301023,0.00322238,0.21128065,0.85203335,0.00000000,0.28461736,0.28410026
-4.87743872,1.50851076,0.49056675,0.00355614,0.22912547,0.88506369,0.00000000,0.29721892,0.30387986
-4.87143572,1.58371329,0.50902213,0.00390561,0.24740758,0.91900396,0.00000000,0.31036114,0.32410893
-4.86543272,1.66017123,0.52817441,0.00426663,0.26594175,0.95353740,0.00000000,0.32393485,0.34459159
-4.85942971,1.73706990,0.54778192,0.00463457,0.28453081,0.98829678,0.00000000,0.33781415,0.36511275
-4.85342671,1.81352114,0.56756375,0.00500438,0.30296982,1.02286654,0.00000000,0.35185666,0.38544167
-4.84742371,1.88857774,0.58720224,0.00537069,0.32105090,1.05678762,0.00000000,0.36590467,0.40533647
-4.84142071,1.96125174,0.60634779,0.00572788,0.33856810,1.08956519,0.00000000,0.37978706,0.42454927
-4.83541771,2.03053617,0.62462578,0.00607019,0.35532241,1.12067899,0.00000000,0.39332219,0.44283190
-4.82941471,2.09542935,0.64164558,0.00639187,0.37112660,1.14959613,0.00000000,0.40632152,0.45994195
-4.82341171,2.15496080,0.65701131,0.00668731,0.38580961,1.17578567,0.00000000,0.41859387,0.47564889
-4.81740870,2.20821776,0.67033395,0.00695118,0.39922043,1.19873453,0.00000000,0.42995022,0.48974000
-4.81140570,2.25437087,0.68124425,0.00717859,0.41123117,1.21796387,0.00000000,0.44020878,0.50202592
-4.80540270,2.29269808,0.68940585,0.00736522,0.42173927,1.23304519,0.00000000,0.44920012,0.51234552
-4.79939970,2.32260545,0.69452804,0.00750747,0.43066886,1.24361533,0.00000000,0.45677211,0.52056990
-4.79339670,2.34364393,0.69637740,0.00760255,0.43797104,1.24938957,0.00000000,0.46279440,0.52660540
-4.78739370,2.35552143,0.69478780,0.00764857,0.44362329,1.25017221,0.00000000,0.46716233,0.53039550
-4.78139070,2.35810947,0.68966821,0.00764461,0.44762804,1.24586399,0.00000000,0.46979996,0.53192149
-4.77538769,2.35144432,0.68100785,0.00759077,0.45001049,1.23646613,0.00000000,0.47066212,0.53120209
-4.76938469,2.33572270,0.66887850,0.00748810,0.45081595,1.22208061,0.00000000,0.46973545,0.52829185
-4.76338169,2.31129228,0.65343370,0.00733865,0.45010674,1.20290682,0.00000000,0.46703832,0.52327872
-4.75737869,2.27863774,0.63490493,0.00714533,0.44795897,1.17923489,0.00000000,0.46261973,0.51628068
-4.75137569,2.23836307,0.61359488,0.00691188,0.44445932,1.15143580,0.00000000,0.45655723,0.50744187
-4.74537269,2.19117122,0.58986826,0.00664271,0.43970208,1.11994914,0.00000000,0.44895408,0.49692817
-4.73936968,2.13784212,0.56414041,0.00634275,0.43378653,1.08526895,0.00000000,0.43993568,0.48492271
-4.73336668,2.07921007,0.53686427,0.00601735,0.42681473,1.04792841,0.00000000,0.42964569,0.47162124
-4.72736368,2.01614169,0.50851646,0.00567211,0.41888998,1.00848421,0.00000000,0.41824185,0.45722777
-4.72136068,1.94951526,0.47958282,0.00531269,0.41011575,0.96750112,0.00000000,0.40589187,0.44195048
-4.71535768,1.88020223,0.45054423,0.00494470,0.40059528,0.92553764,0.00000000,0.39276949,0.42599801
-4.70935468,1.80905154,0.42186320,0.00457354,0.39043155,0.88313310,0.00000000,0.37905099,0.40957642
-4.70335168,1.73687701,0.39397166,0.00420430,0.37972783,0.84079677,0.00000000,0.36491218,0.39288650
-4.69734867,1.66444807,0.36726048,0.00384165,0.36858838,0.79899916,0.00000000,0.35052602,0.37612182
-4.69134567,1.59248376,0.34207102,0.00348975,0.35711944,0.75816579,0.00000000,0.33606092,0.35946715
-4.68534267,1.52164971,0.31868881,0.00315222,0.34543018,0.71867339,0.00000000,0.32167971,0.34309752
-4.67933967,1.45255777,0.29733958,0.00283211,0.33363355,0.68084837,0.00000000,0.30753920,0.32717752
-4.67333667,1.38576786,0.27818759,0.00253186,0.32184691,0.64496747,0.00000000,0.29379027,0.31186101
-4.66733367,1.32179132,0.26133612,0.00225338,0.31019232,0.61126019,0.00000000,0.28057842,0.29729107
-4.66133067,1.26109537,0.24682995,0.00199799,0.29879640,0.57991273,0.00000000,0.26804451,0.28359998
-4.65532766,1.20410791,0.23465967,0.00176657,0.28778964,0.55107287,0.00000000,0.25632567,0.27090936
-4.64932466,1.15122224,0.22476735,0.00155951,0.27730530,0.52485567,0.00000000,0.24555610,0.25933013
-4.64332166,1.10280114,0.21705333,0.00137687,0.26747772,0.50134931,0.00000000,0.23586774,0.24896251
-4.63731866,1.05917995,0.21138379,0.00121837,0.25844017,0.48062084,0.00000000,0.22739053,0.23989570
-4.63131566,1.02066829,0.20759867,0.00108348,0.25032227,0.46272149,0.00000000,0.22025225,0.23220750
-4.62531266,0.98755030,0.20551965,0.00097149,0.24324704,0.44769121,0.00000000,0.21457779,0.22596358
-4.61930965,0.96008319,0.20495783,0.00088155,0.23732776,0.43556225,0.00000000,0.21048783,0.22121661
-4.61330665,0.93849420,0.20572085,0.00081270,0.23266463,0.42636162,0.00000000,0.20809691,0.21800517
-4.60730365,0.92297602,0.20761915,0.00076394,0.22934140,0.42011226,0.00000000,0.20751088,0.21635243
-4.60130065,0.91368087,0.21047129,0.00073420,0.22742226,0.41683301,0.00000000,0.20882383,0.21626480
-4.59529765,0.91071360,0.21410803,0.00072242,0.22694877,0.41653726,0.00000000,0.21211456,0.21773048
-4.58929465,0.91412401,0.21837521,0.00072747,0.22793739,0.41923057,0.00000000,0.21744275,0.22071811
-4.58329165,0.92389898,0.22313545,0.00074823,0.23037739,0.42490719,0.00000000,0.22484500,0.22517548
-4.57728864,0.93995483,0.22826856,0.00078352,0.23422945,0.43354594,0.00000000,0.23433086,0.23102860
-4.57128564,0.96213029,0.23367093,0.00083214,0.23942499,0.44510551,0.00000000,0.24587920,0.23818111
-4.56528264,0.99018082,0.23925395,0.00089278,0.24586629,0.45951966,0.00000000,0.25943494,0.24651411
-4.55927964,1.02377455,0.24494176,0.00096407,0.25342752,0.47669249,0.00000000,0.27490655,0.25588667
-4.55327664,1.06249046,0.25066842,0.00104455,0.26195665,0.49649426,0.00000000,0.29216440,0.26613695
-4.54727364,1.10581909,0.25637495,0.00113264,0.27127824,0.51875803,0.00000000,0.31104014,0.27708402
-4.54127064,1.15316614,0.26200629,0.00122666,0.28119704,0.54327739,0.00000000,0.33132736,0.28853055
-4.53526763,1.20385901,0.26750858,0.00132482,0.29150240,0.56980569,0.00000000,0.35278348,0.30026605
-4.52926463,1.25715651,0.27282686,0.00142525,0.30197328,0.59805673,0.00000000,0.37513298,0.31207100
-4.52326163,1.31226138,0.27790345,0.00152601,0.31238373,0.62770727,0.00000000,0.39807196,0.32372144
-4.51725863,1.36833552,0.28267709,0.00162511,0.32250866,0.65840125,0.00000000,0.42127392,0.33499407
-4.51125563,1.42451743,0.28708289,0.00172057,0.33212972,0.68975567,0.00000000,0.44439653,0.34567165
-4.50525263,1.47994124,0.29105308,0.00181046,0.34104104,0.72136799,0.00000000,0.46708930,0.35554853
-4.49924962,1.53375673,0.29451855,0.00189291,0.34905463,0.75282478,0.00000000,0.48900183,0.36443602
-4.49324662,1.58514960,0.29741099,0.00196621,0.35600523,0.78371130,0.00000000,0.50979225,0.37216750
