energy_ev,total_up,As_p_up,As_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.87393697,4.77164785,1.03793787,0.00000000,2.68738262,3.21658612,0.00413072,0.72044298
-5.86793397,4.73507856,1.04440460,0.00000000,2.70694110,3.18940654,0.00425615,0.70032984
-5.86193097,4.72673468,1.05607562,0.00000000,2.75043902,3.17923102,0.00443029,0.68543279
-5.85592796,4.74685171,1.07278387,0.00000000,2.81776486,3.18623564,0.00465632,0.67592442
-5.84992496,4.79502599,1.09422595,0.00000000,2.90827007,3.21020517,0.00493660,0.67188392
-5.84392196,4.87021776,1.11996824,0.00000000,3.02077264,3.25053511,0.00527251,0.67329409
-5.83791896,4.97076876,1.14945676,0.00000000,3.15357322,3.30624258,0.00566448,0.68003981
-5.83191596,5.09443428,1.18203055,0.00000000,3.30448372,3.37598609,0.00611185,0.69190802
-5.82591296,5.23842955,1.21693809,0.00000000,3.47086857,3.45809408,0.00661291,0.70858948
-5.81990995,5.39948998,1.25335658,0.00000000,3.64969809,3.55060180,0.00716491,0.72968258
-5.81390695,5.57394453,1.29041332,0.00000000,3.83761349,3.65129615,0.00776405,0.75469939
-5.80790395,5.75780063,1.32720868,0.00000000,4.03100242,3.75776748,0.00840557,0.78307407
-5.80190095,5.94683938,1.36284001,0.00000000,4.22608364,3.86746755,0.00908382,0.81417369
-5.79589795,6.13671848,1.39642571,0.00000000,4.41899886,3.97777193,0.00979236,0.84731148
-5.78989495,6.32308043,1.42712875,0.00000000,4.60590956,4.08604572,0.01052412,0.88176214
-5.78389195,6.50166300,1.45417881,0.00000000,4.78309587,4.18971027,0.01127149,0.91677907
-5.77788894,6.66840851,1.47689242,0.00000000,4.94705466,4.28630931,0.01202652,0.95161289
-5.77188594,6.81956852,1.49469033,0.00000000,5.09459340,4.37357209,0.01278109,0.98553079
-5.76588294,6.95180025,1.50711156,0.00000000,5.22291640,4.44947154,0.01352704,1.01783586
-5.75987994,7.06225132,1.51382368,0.00000000,5.32970032,4.51227540,0.01425637,1.04788586
-5.75387694,7.14862962,1.51462896,0.00000000,5.41315555,4.56058837,0.01496143,1.07511044
-5.74787394,7.20925553,1.50946618,0.00000000,5.47207105,4.59338370,0.01563502,1.09902622
-5.74187094,7.24309457,1.49840817,0.00000000,5.50584044,4.61002311,0.01627056,1.11924895
-5.73586793,7.24976883,1.48165509,0.00000000,5.51446796,4.61026401,0.01686220,1.13550221
-5.72986493,7.22954702,1.45952392,0.00000000,5.49855375,4.59425399,0.01740492,1.14762223
-5.72386193,7.18331329,1.43243446,0.00000000,5.45925888,4.56251261,0.01789459,1.15555859
-5.71785893,7.11251622,1.40089261,0.00000000,5.39825123,4.51590146,0.01832801,1.15937072
-5.71185593,7.01910015,1.36547139,0.00000000,5.31763458,4.45558348,0.01870293,1.15922040
-5.70585293,6.90542186,1.32679076,0.00000000,5.21986370,4.38297363,0.01901802,1.15536065
-5.69984992,6.77415601,1.28549669,0.00000000,5.10764913,4.29968272,0.01927283,1.14812146
-5.69384692,6.62819354,1.24224068,0.00000000,4.98385572,4.20745684,0.01946771,1.13789313
-5.68784392,6.47053729,1.19766012,0.00000000,4.85139935,4.10811505,0.01960377,1.12510809
-5.68184092,6.30419910,1.15236048,0.00000000,4.71314617,4.00348767,0.01968270,1.11022192
-5.67583792,6.13210266,1.10689982,0.00000000,4.57181874,3.89535785,0.01970673,1.09369460
-5.66983492,5.95699587,1.06177603,0.00000000,4.42991283,3.78540844,0.01967847,1.07597282
-5.66383192,5.78137592,1.01741741,0.00000000,4.28962815,3.67517638,0.01960077,1.05747408
-5.65782891,5.60742972,0.97417645,0.00000000,4.15281562,3.56601584,0.01947666,1.03857328
-5.65182591,5.43699135,0.93232718,0.00000000,4.02094287,3.45907144,0.01930920,1.01959231
-5.64582291,5.27151747,0.89206585,0.00000000,3.89507858,3.35526200,0.01910137,1.00079296
-5.63981991,5.11208074,0.85351463,0.00000000,3.77589570,3.25527491,0.01885606,0.98237327
-5.63381691,4.95938042,0.81672822,0.00000000,3.66369245,3.15957080,0.01857594,0.96446731
-5.62781391,4.81376864,0.78170273,0.00000000,3.55842928,3.06839756,0.01826346,0.94714813
-5.62181091,4.67529026,0.74838642,0.00000000,3.45977927,2.98181265,0.01792087,0.93043359
-5.61580790,4.54373365,0.71669167,0.00000000,3.36718915,2.89971212,0.01755013,0.91429452
-5.60980490,4.41868937,0.68650769,0.00000000,3.27994747,2.82186464,0.01715306,0.89866467
-5.60380190,4.29961385,0.65771334,0.00000000,3.19725658,2.74794890,0.01673130,0.88345183
-5.59779890,4.18589478,0.63018958,0.00000000,3.11830491,2.67759245,0.01628642,0.86854946
-5.59179590,4.07691537,0.60383099,0.00000000,3.04233635,2.61041026,0.01581996,0.85384828
-5.58579290,3.97211467,0.57855607,0.00000000,2.96871378,2.54604151,0.01533355,0.83924717
-5.57978989,3.87104183,0.55431583,0.00000000,2.89697424,2.48418314,0.01482896,0.82466296
-5.57378689,3.77340205,0.53110056,0.00000000,2.82687370,2.42461901,0.01430820,0.81003871
-5.56778389,3.67909316,0.50894461,0.00000000,2.75842010,2.36724379,0.01377360,0.79535014
-5.56178089,3.58823157,0.48792903,0.00000000,2.69189363,2.31208086,0.01322787,0.78061007
-5.55577789,3.50116718,0.46818208,0.00000000,2.62785404,2.25929397,0.01267414,0.76587070
-5.54977489,3.41848716,0.44987782,0.00000000,2.56713514,2.20919230,0.01211602,0.75122391
-5.54377189,3.34100901,0.43323278,0.00000000,2.51082712,2.16222922,0.01155760,0.73679946
-5.53776888,3.26976329,0.41850087,0.00000000,2.46024791,2.11899477,0.01100345,0.72276142
-5.53176588,3.20596717,0.40596693,0.00000000,2.41690473,2.08020237,0.01045861,0.70930299
-5.52576288,3.15098986,0.39593890,0.00000000,2.38244775,2.04667037,0.00992853,0.69664000
-5.51975988,3.10631113,0.38873907,0.00000000,2.35861739,2.01929892,0.00941900,0.68500333
-5.51375688,3.07347444,0.38469460,0.00000000,2.34718740,1.99904299,0.00893611,0.67463072
-5.50775388,3.05403619,0.38412745,0.00000000,2.34990547,1.98688237,0.00848608,0.66575809
-5.50175088,3.04951251,0.38734419,0.00000000,2.36843336,1.98378945,0.00807524,0.65861082
-5.49574787,3.06132529,0.39462572,0.00000000,2.40428823,1.99069563,0.00770981,0.65339529
-5.48974487,3.09074887,0.40621723,0.00000000,2.45878697,2.00845747,0.00739584,0.65029088
-5.48374187,3.13885904,0.42231869,0.00000000,2.53299491,2.03782336,0.00713903,0.64944273
-5.47773887,3.20648558,0.44307594,0.00000000,2.62768035,2.07940168,0.00694460,0.65095557
-5.47173587,3.29416995,0.46857265,0.00000000,2.74327595,2.13363146,0.00681715,0.65488858
-5.46573287,3.40212916,0.49882342,0.00000000,2.87984801,2.20075642,0.00676054,0.66125168
-5.45972986,3.53022709,0.53376814,0.00000000,3.03707432,2.28080311,0.00677770,0.67000316
-5.45372686,3.67795408,0.57326773,0.00000000,3.21423111,2.37356409,0.00687059,0.68104884
-5.44772386,3.84441562,0.61710160,0.00000000,3.41018952,2.47858668,0.00704002,0.69424267
-5.44172086,4.02833067,0.66496672,0.00000000,3.62342175,2.59516774,0.00728561,0.70938884
-5.43571786,4.22803989,0.71647869,0.00000000,3.85201673,2.72235507,0.00760567,0.72624525
-5.42971486,4.44152385,0.77117459,0.00000000,4.09370531,2.85895530,0.00799723,0.74452828
-5.42371186,4.66643105,0.82851790,0.00000000,4.34589441,3.00354863,0.00845593,0.76391874
-5.41770885,4.90011527,0.88790532,0.00000000,4.60570958,3.15450991,0.00897614,0.78406876
-5.41170585,5.13968143,0.94867546,0.00000000,4.87004523,3.31003598,0.00955090,0.80460944
-5.40570285,5.38203915,1.01011926,0.00000000,5.13562152,3.46817842,0.01017209,0.82515919
-5.39969985,5.62396265,1.07149203,0.00000000,5.39904668,3.62688128,0.01083052,0.84533221
-5.39369685,5.86215566,1.13202677,0.00000000,5.65688345,3.78402261,0.01151608,0.86474731
-5.38769385,6.09331965,1.19094847,0.00000000,5.90571807,3.93745896,0.01221797,0.88303637
-5.38169085,6.31422379,1.24748919,0.00000000,6.14223008,4.08507158,0.01292491,0.89985263
-5.37568784,6.52177458,1.30090331,0.00000000,6.36326113,4.22481314,0.01362539,0.91487827
-5.36968484,6.71308351,1.35048277,0.00000000,6.56588093,4.35475375,0.01430797,0.92783121
-5.36368184,6.88553069,1.39557169,0.00000000,6.74744838,4.47312484,0.01496157,0.93847101
-5.35767884,7.03682270,1.43558003,0.00000000,6.90566607,4.57835979,0.01557580,0.94660354
-5.35167584,7.16504294,1.46999592,0.00000000,7.03862647,4.66913003,0.01614118,0.95208446
-5.34567284,7.26869299,1.49839614,0.00000000,7.14484828,4.74437546,0.01664951,0.95482126
-5.33966983,7.34672360,1.52045465,0.00000000,7.22330181,4.80332834,0.01709407,0.95477400
-5.33366683,7.39855423,1.53594866,0.00000000,7.27342243,4.84552967,0.01746983,0.95195452
-5.32766383,7.42408064,1.54476220,0.00000000,7.29511184,4.87083757,0.01777361,0.94642441
-5.32166083,7.42366978,1.54688708,0.00000000,7.28872700,4.87942714,0.01800420,0.93829153
-5.31565783,7.39814236,1.54242106,0.00000000,7.25505725,4.87178180,0.01816238,0.92770550
-5.30965483,7.34874318,1.53156352,0.00000000,7.19529056,4.84867601,0.01825086,0.91485208
-5.30365183,7.27710018,1.51460859,0.00000000,7.11097014,4.81114981,0.01827420,0.89994675
-5.29764882,7.18517317,1.49193598,0.00000000,7.00394307,4.76047593,0.01823861,0.88322775
-5.29164582,7.07519394,1.46399990,0.00000000,6.87630291,4.69812014,0.01815171,0.86494867
-5.28564282,6.94959933,1.43131641,0.00000000,6.73032831,4.62569607,0.01802222,0.84537103
-5.27963982,6.81095953,1.39444944,0.00000000,6.56841981,4.54491599,0.01785961,0.82475689
-5.27363682,6.66190364,1.35399618,0.00000000,6.39303703,4.45753883,0.01767371,0.80336191
-5.26763382,6.50504520,1.31057212,0.00000000,6.20663829,4.36531740,0.01747435,0.78142895
-5.26163082,6.34290982,1.26479617,0.00000000,6.01162444,4.26994641,0.01727090,0.75918246
-5.25562781,6.17786756,1.21727653,0.00000000,5.81028869,4.17301321,0.01707194,0.73682380
-5.24962481,6.01207237,1.16859745,0.00000000,5.60477360,4.07595301,0.01688493,0.71452762
-5.24362181,5.84741051,1.11930752,0.00000000,5.39703624,3.98001026,0.01671585,0.69243935
-5.23761881,5.68545996,1.06990961,0.00000000,5.18882227,3.88620766,0.01656903,0.67067390
-5.23161581,5.52746222,1.02085288,0.00000000,4.98164902,3.79532408,0.01644698,0.64931550
-5.22561281,5.37430739,0.97252689,0.00000000,4.77679767,3.70788227,0.01635031,0.62841869
-5.21960980,5.22653305,0.92525810,0.00000000,4.57531403,3.62414690,0.01627776,0.60801035
-5.21360680,5.08433690,0.87930859,0.00000000,4.37801739,3.54413297,0.01622628,0.58809270
-5.20760380,4.94760248,0.83487702,0.00000000,4.18551633,3.46762435,0.01619120,0.56864706
-5.20160080,4.81593665,0.79210175,0.00000000,3.99823056,3.39420150,0.01616651,0.54963821
-5.19559780,4.68871729,0.75106562,0.00000000,3.81641739,3.32327720,0.01614511,0.53101932
-5.18959480,4.56514870,0.71180249,0.00000000,3.64020144,3.25413860,0.01611922,0.51273693
-5.18359180,4.44432236,0.67430476,0.00000000,3.46960617,3.18599361,0.01608070,0.49473609
-5.17758879,4.32528005,0.63853174,0.00000000,3.30458574,3.11801944,0.01602148,0.47696522
-5.17158579,4.20707632,0.60441848,0.00000000,3.14505562,3.04941098,0.01593389,0.45938063
-5.16558279,4.08883745,0.57188435,0.00000000,2.99092088,2.97942659,0.01581105,0.44195034
-5.15957979,3.96981401,0.54084134,0.00000000,2.84210064,2.90742929,0.01564711,0.42465724
-5.15357679,3.84942466,0.51120148,0.00000000,2.69854794,2.83292119,0.01543757,0.40750131
-5.14757379,3.72728915,0.48288315,0.00000000,2.56026402,2.75556970,0.01517939,0.39050076
-5.14157079,3.60324923,0.45581610,0.00000000,2.42730681,2.67522435,0.01487115,0.37369223
-5.13556778,3.47737655,0.42994494,0.00000000,2.29979312,2.59192362,0.01451304,0.35712986
-5.12956478,3.34996775,0.40523109,0.00000000,2.17789491,2.50589168,0.01410684,0.34088332
-5.12356178,3.22152726,0.38165328,0.00000000,2.06183006,2.41752552,0.01365579,0.32503504
-5.11755878,3.09273910,0.35920653,0.00000000,1.95184822,2.32737355,0.01316443,0.30967652
-5.11155578,2.96442983,0.33789999,0.00000000,1.84821290,2.23610705,0.01263835,0.29490415
-5.10555278,2.83752460,0.31775370,0.00000000,1.75118097,2.14448625,0.01208397,0.28081466
-5.09954977,2.71299935,0.29879473,0.00000000,1.66098083,2.05332322,0.01150824,0.26750038
-5.09354677,2.59183165,0.28105281,0.00000000,1.57779071,1.96344352,0.01091835,0.25504465
-5.08754377,2.47495308,0.26455592,0.00000000,1.50171847,1.87564895,0.01032147,0.24351760
-5.08154077,2.36320569,0.24932603,0.00000000,1.43278416,1.79068321,0.00972447,0.23297241
-5.07553777,2.25730469,0.23537532,0.00000000,1.37090641,1.70920219,0.00913373,0.22344244
-5.06953477,2.15780920,0.22270305,0.00000000,1.31589365,1.63175036,0.00855495,0.21493914
-5.06353177,2.06510219,0.21129327,0.00000000,1.26744053,1.55874401,0.00799301,0.20745105
-5.05752876,1.97938022,0.20111345,0.00000000,1.22512999,1.49046185,0.00745186,0.20094379
-5.05152576,1.90065299,0.19211413,0.00000000,1.18844085,1.42704303,0.00693454,0.19536104
-5.04552276,1.82875210,0.18422947,0.00000000,1.15676046,1.36849198,0.00644315,0.19062658
-5.03951976,1.76334793,0.17737868,0.00000000,1.12940188,1.31468945,0.00597892,0.18664702
-5.03351676,1.70397316,0.17146819,0.00000000,1.10562457,1.26540843,0.00554227,0.18331537
-5.02751376,1.65005120,0.16639445,0.00000000,1.08465749,1.22033376,0.00513293,0.18051491
-5.02151076,1.60092752,0.16204701,0.00000000,1.06572353,1.17908396,0.00475010,0.17812354
-5.01550775,1.55590204,0.15831193,0.00000000,1.04806382,1.14123389,0.00439253,0.17601805
-5.00950475,1.51426078,0.15507511,0.00000000,1.03096095,1.10633687,0.00405870,0.17407830
-5.00350175,1.47530503,0.15222550,0.00000000,1.01375985,1.07394519,0.00374690,0.17219113
-4.99749875,1.43837698,0.14965797,0.00000000,0.99588547,1.04362806,0.00345542,0.17025366
-4.99149575,1.40288076,0.14727580,0.00000000,0.97685662,1.01498644,0.00318256,0.16817610
-4.98549275,1.36829837,0.14499263,0.00000000,0.95629542,0.98766436,0.00292678,0.16588383
-4.97948974,1.33420052,0.14273390,0.00000000,0.93393233,0.96135683,0.00268673,0.16331873
-4.97348674,1.30025252,0.14043772,0.00000000,0.90960669,0.93581443,0.00246129,0.16043986
-4.96748374,1.26621585,0.13805532,0.00000000,0.88326318,0.91084522,0.00224958,0.15722339
-4.96148074,1.23194617,0.13555099,0.00000000,0.85494475,0.88631436,0.00205099,0.15366199
-4.95547774,1.19738873,0.13290170,0.00000000,0.82478259,0.86214234,0.00186515,0.14976378
-4.94947474,1.16257223,0.13009647,0.00000000,0.79298407,0.83830239,0.00169191,0.14555081
-4.94347174,1.12760196,0.12713556,0.00000000,0.75981931,0.81481777,0.00153133,0.14105743
-4.93746873,1.09265321,0.12402964,0.00000000,0.72560731,0.79175953,0.00138362,0.13632846
-4.93146573,1.05796552,0.12079888,0.00000000,0.69070235,0.76924499,0.00124917,0.13141743
-4.92546273,1.02383819,0.11747216,0.00000000,0.65548129,0.74743735,0.00112846,0.12638489
-4.91945973,0.99062725,0.11408643,0.00000000,0.62033227,0.72654619,0.00102206,0.12129692
-4.91345673,0.95874377,0.11068604,0.00000000,0.58564507,0.70682891,0.00093062,0.11622379
-4.90745373,0.92865326,0.10732229,0.00000000,0.55180352,0.68859251,0.00085487,0.11123897
-4.90145073,0.90087538,0.10405300,0.00000000,0.51917965,0.67219538,0.00079555,0.10641816
-4.89544772,0.87598356,0.10094205,0.00000000,0.48812970,0.65804829,0.00075347,0.10183871
-4.88944472,0.85460349,0.09805897,0.00000000,0.45899157,0.64661414,0.00072945,0.09757897
-4.88344172,0.83740983,0.09547825,0.00000000,0.43208350,0.63840563,0.00072433,0.09371779
-4.87743872,0.82512019,0.09327868,0.00000000,0.40770332,0.63398029,0.00073898,0.09033398
-4.87143572,0.81848595,0.09154222,0.00000000,0.38612821,0.63393243,0.00077423,0.08750562
-4.86543272,0.81827925,0.09035281,0.00000000,0.36761429,0.63888172,0.00083091,0.08530928
-4.85942971,0.82527604,0.08979467,0.00000000,0.35239571,0.64945810,0.00090975,0.08381898
-4.85342671,0.84023511,0.08995049,0.00000000,0.34068324,0.66628338,0.00101140,0.08310489
-4.84742371,0.86387359,0.09089920,0.00000000,0.33266182,0.68994966,0.00113637,0.08323188
-4.84142071,0.89683930,0.09271357,0.00000000,0.32848731,0.72099520,0.00128496,0.08425776
-4.83541771,0.93968101,0.09545769,0.00000000,0.32828233,0.75987865,0.00145719,0.08623136
-4.82941471,0.99281777,0.09918430,0.00000000,0.33213142,0.80695246,0.00165280,0.08919055
-4.82341171,1.05650852,0.10393231,0.00000000,0.34007582,0.86243681,0.00187113,0.09316017
-4.81740870,1.13082362,0.10972435,0.00000000,0.35210811,0.92639518,0.00211109,0.09815014
-4.81140570,1.21561978,0.11656475,0.00000000,0.36816716,0.99871298,0.00237111,0.10415367
-4.80540270,1.31051995,0.12443784,0.00000000,0.38813393,1.07908044,0.00264910,0.11114587
-4.79939970,1.41489965,0.13330688,0.00000000,0.41182831,1.16698105,0.00294244,0.11908275
-4.79339670,1.52788092,0.14311351,0.00000000,0.43900764,1.26168643,0.00324796,0.12790074
-4.78739370,1.64833495,0.15377800,0.00000000,0.46936711,1.36225856,0.00356196,0.13751685
-4.78139070,1.77489388,0.16520013,0.00000000,0.50254235,1.46755978,0.00388027,0.14782950
-4.77538769,1.90597207,0.17726089,0.00000000,0.53811436,1.57627069,0.00419829,0.15871996
-4.76938469,2.03979663,0.18982480,0.00000000,0.57561687,1.68691575,0.00451109,0.17005456
-4.76338169,2.17444636,0.20274290,0.00000000,0.61454593,1.79789595,0.00481354,0.18168748
-4.75737869,2.30789799,0.21585632,0.00000000,0.65437167,1.90752753,0.00510040,0.19346413
-4.75137569,2.43807831,0.22900012,0.00000000,0.69455175,2.01408542,0.00536649,0.20522494
-4.74537269,2.56292003,0.24200753,0.00000000,0.73454626,2.11584986,0.00560683,0.21680950
-4.73936968,2.68041936,0.25471423,0.00000000,0.77383333,2.21115430,0.00581680,0.22806086
-4.73336668,2.78869305,0.26696251,0.00000000,0.81192505,2.29843270,0.00599230,0.23882980
-4.72736368,2.88603245,0.27860528,0.00000000,0.84838302,2.37626429,0.00612986,0.24897899
-4.72136068,2.97095258,0.28950970,0.00000000,0.88283290,2.44341405,0.00622678,0.25838682
-4.71535768,3.04223404,0.29956024,0.00000000,0.91497741,2.49886717,0.00628125,0.26695069
-4.70935468,3.09895632,0.30866126,0.00000000,0.94460730,2.54185621,0.00629239,0.27458984
-4.70335168,3.14052124,0.31673884,0.00000000,0.97160968,2.57188011,0.00626028,0.28124740
-4.69734867,3.16666577,0.32374196,0.00000000,0.99597351,2.58871427,0.00618603,0.28689173
-4.69134567,3.17746404,0.32964300,0.00000000,1.01779183,2.59241180,0.00607168,0.29151700
-4.68534267,3.17331889,0.33443752,0.00000000,1.03726071,2.58329604,0.00592019,0.29514295
-4.67933967,3.15494352,0.33814351,0.00000000,1.05467472,2.56194520,0.00573532,0.29781390
-4.67333667,3.12333459,0.34079997,0.00000000,1.07041903,2.52916999,0.00552154,0.29959708
-4.66733367,3.07973799,0.34246506,0.00000000,1.08495825,2.48598555,0.00528387,0.30058028
-4.66133067,3.02560907,0.34321384,0.00000000,1.09882228,2.43357911,0.00502774,0.30086894
-4.65532766,2.96256896,0.34313568,0.00000000,1.11258928,2.37327481,0.00475886,0.30058278
-4.64932466,2.89235878,0.34233132,0.00000000,1.12686644,2.30649727,0.00448300,0.29985206
-4.64332166,2.81679332,0.34090982,0.00000000,1.14226870,2.23473508,0.00420588,0.29881354
-4.63731866,2.73771571,0.33898531,0.00000000,1.15939615,2.15950565,0.00393304,0.29760628
-4.63131566,2.65695439,0.33667362,0.00000000,1.17881056,2.08232217,0.00366964,0.29636732
-4.62531266,2.57628326,0.33408893,0.00000000,1.20101192,2.00466366,0.00342043,0.29522748
-4.61930965,2.49738596,0.33134040,0.00000000,1.22641543,1.92794848,0.00318961,0.29430719
-4.61330665,2.42182469,0.32852888,0.00000000,1.25533014,1.85351162,0.00298078,0.29371261
-4.60730365,2.35101390,0.32574380,0.00000000,1.28793963,1.78258581,0.00279691,0.29353208
-4.60130065,2.28619907,0.32306031,0.00000000,1.32428604,1.71628644,0.00264028,0.29383309
-4.59529765,2.22844040,0.32053681,0.00000000,1.36425794,1.65559991,0.00251252,0.29465973
-4.58929465,2.17860142,0.31821288,0.00000000,1.40758299,1.60137522,0.00241458,0.29603091
-4.58329165,2.13734221,0.31610784,0.00000000,1.45382601,1.55431834,0.00234681,0.29793932
-4.57728864,2.10511706,0.31421995,0.00000000,1.50239292,1.51498901,0.00230896,0.30035127
-4.57128564,2.08217606,0.31252640,0.00000000,1.55254088,1.48379964,0.00230028,0.30320740
-4.56528264,2.06857047,0.31098410,0.00000000,1.60339454,1.46101592,0.00231949,0.30642436
-4.55927964,2.06416141,0.30953130,0.00000000,1.65396824,1.44675887,0.00236494,0.30989737
-4.55327664,2.06863146,0.30809007,0.00000000,1.70319352,1.44100820,0.00243458,0.31350366
-4.54727364,2.08149876,0.30656950,0.00000000,1.74995101,1.44360678,0.00252609,0.31710661
-4.54127064,2.10213323,0.30486958,0.00000000,1.79310557,1.45426604,0.00263686,0.32056047
-4.53526763,2.12977439,0.30288557,0.00000000,1.83154337,1.47257248,0.00276410,0.32371555
-4.52926463,2.16355045,0.30051265,0.00000000,1.86420915,1.49799515,0.00290487,0.32642357
-4.52326163,2.20249821,0.29765072,0.00000000,1.89014225,1.52989418,0.00305608,0.32854288
-4.51725863,2.24558330,0.29420902,0.00000000,1.90850965,1.56753057,0.00321461,0.32994360
-4.51125563,2.29172071,0.29011033,0.00000000,1.91863457,1.61007719,0.00337725,0.33051204
-4.50525263,2.33979501,0.28529470,0.00000000,1.92001933,1.65663133,0.00354082,0.33015463
-4.49924962,2.38868035,0.27972231,0.00000000,1.91236135,1.70622862,0.00370216,0.32880080
-4.49324662,2.43725994,0.27337548,0.00000000,1.89556186,1.75785876,0.00385819,0.32640507
-4.48724362,2.48444502,0.26625961,0.00000000,1.86972673,1.81048264,0.00400593,0.32294796
-4.48124062,2.52919325,0.25840317,0.00000000,1.83515977,1.86305129,0.00414255,0.31843592
-4.47523762,2.57052648,0.24985658,0.00000000,1.79234896,1.91452598,0.00426541,0.31290029
-4.46923462,2.60754789,0.24069029,0.00000000,1.74194637,1.96389959,0.00437211,0.30639539
-4.46323162,2.63945827,0.23099191,0.00000000,1.68474306,2.01021865,0.00446054,0.29899576
-4.45722861,2.66557151,0.22086283,0.00000000,1.62164018,2.05260552,0.00452892,0.29079301
-4.45122561,2.68532867,0.21041439,0.00000000,1.55361793,2.09028006,0.00457582,0.28189213
-4.44522261,2.69831069,0.19976375,0.00000000,1.48170359,2.12258011,0.00460025,0.27240778
-4.43921961,2.70424882,0.18902987,0.00000000,1.40694040,2.14897977,0.00460164,0.26246048
-4.43321661,2.70303268,0.17832957,0.00000000,1.33035831,2.16910482,0.00457989,0.25217305
-4.42721361,2.69471506,0.16777405,0.00000000,1.25294778,2.18274430,0.00453538,0.24166740
-4.42121061,2.67951306,0.15746580,0.00000000,1.17563747,2.18985761,0.00446898,0.23106163
-4.41520760,2.65780512,0.14749616,0.00000000,1.09927634,2.19057649,0.00438200,0.22046782
-4.40920460,2.63012344,0.13794356,0.00000000,1.02462040,2.18520141,0.00427619,0.20999015
-4.40320160,2.59714177,0.12887238,0.00000000,0.95232410,2.17419231,0.00415371,0.19972367
-4.39719860,2.55965840,0.12033244,0.00000000,0.88293618,2.15815376,0.00401704,0.18975349
-4.39119560,2.51857480,0.11235913,0.00000000,0.81689939,2.13781477,0.00386893,0.18015438
-4.38519260,2.47487036,0.10497401,0.00000000,0.75455373,2.11400421,0.00371233,0.17099075
-4.37918959,2.42957396,0.09818582,0.00000000,0.69614230,2.08762250,0.00355028,0.16231679
-4.37318659,2.38373351,0.09199181,0.00000000,0.64181927,2.05961088,0.00338586,0.15417687
-4.36718359,2.33838457,0.08637925,0.00000000,0.59165919,2.03091952,0.00322206,0.14660600
-4.36118059,2.29451940,0.08132709,0.00000000,0.54566704,2.00247594,0.00306173,0.13963027
-4.35517759,2.25305785,0.07680752,0.00000000,0.50378856,1.97515518,0.00290746,0.13326734
-4.34917459,2.21482141,0.07278761,0.00000000,0.46592031,1.94975302,0.00276154,0.12752681
-4.34317159,2.18051168,0.06923076,0.00000000,0.43191923,1.92696367,0.00262591,0.12241061
-4.33716858,2.15069428,0.06609797,0.00000000,0.40161154,1.90736274,0.00250208,0.11791326
-4.33116558,2.12578904,0.06334903,0.00000000,0.37480069,1.89139646,0.00239113,0.11402214
-4.32516258,2.10606683,0.06094350,0.00000000,0.35127451,1.87937735,0.00229368,0.11071776
-4.31915958,2.09165327,0.05884153,0.00000000,0.33081147,1.87148661,0.00220991,0.10797400
-4.31315658,2.08253889,0.05700449,0.00000000,0.31318614,1.86778271,0.00213955,0.10575852
-4.30715358,2.07859521,0.05539561,0.00000000,0.29817393,1.86821571,0.00208196,0.10403313
