energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,3.77487296,0.00510967,1.15877770,0.14192613,1.00751658,1.10953725,0.07056122,0.89850464
-5.99399700,3.92323840,0.00529310,1.20371285,0.14291412,1.05149622,1.15051764,0.07354719,0.93618281
-5.98799400,4.07014491,0.00547375,1.24846854,0.14368026,1.09467205,1.19118526,0.07650328,0.97334077
-5.98199100,4.21535261,0.00565093,1.29300481,0.14426579,1.13692654,1.23149501,0.07941989,1.00987777
-5.97598799,4.35871044,0.00582388,1.33730358,0.14471599,1.17817613,1.27141623,0.08229024,1.04571846
-5.96998499,4.50015391,0.00599182,1.38136701,0.14507874,1.21837113,1.31093053,0.08511058,1.08081321
-5.96398199,4.63969867,0.00615392,1.42521467,0.14540305,1.25749404,1.35002886,0.08788020,1.11513758
-5.95797899,4.77743021,0.00630934,1.46887948,0.14573755,1.29555645,1.38870765,0.09060136,1.14869074
-5.95197599,4.91349002,0.00645718,1.51240273,0.14612896,1.33259466,1.42696449,0.09327902,1.18149313
-5.94597299,5.04805873,0.00659656,1.55582822,0.14662067,1.36866424,1.46479324,0.09592051,1.21358340
-5.93996998,5.18133733,0.00672661,1.59919585,0.14725149,1.40383393,1.50217907,0.09853500,1.24501477
-5.93396698,5.31352687,0.00684646,1.64253498,0.14805459,1.43817905,1.53909357,0.10113297,1.27585111
-5.92796398,5.44480809,0.00695526,1.68585783,0.14905671,1.47177488,1.57549024,0.10372552,1.30616278
-5.92196098,5.57532143,0.00705224,1.72915330,0.15027771,1.50469036,1.61130071,0.10632373,1.33602248
-5.91595798,5.70514875,0.00713665,1.77238145,0.15173044,1.53698236,1.64643182,0.10893789,1.36550129
-5.90995498,5.83429718,0.00720785,1.81546906,0.15342089,1.56869087,1.68076392,0.11157681,1.39466487
-5.90395198,5.96268599,0.00726526,1.85830629,0.15534875,1.59983527,1.71415041,0.11424713,1.42357006
-5.89794897,6.09013689,0.00730841,1.90074486,0.15750822,1.63041183,1.74641864,0.11695267,1.45226189
-5.89194597,6.21636810,0.00733696,1.94259772,0.15988899,1.66039253,1.77737230,0.11969387,1.48077098
-5.88594297,6.34099232,0.00735068,1.98364023,0.16247748,1.68972513,1.80679495,0.12246734,1.50911144
-5.87993997,6.46351864,0.00734946,2.02361304,0.16525804,1.71833451,1.83445492,0.12526545,1.53727913
-5.87393697,6.58335823,0.00733336,2.06222627,0.16821425,1.74612496,1.86011099,0.12807615,1.56525041
-5.86793397,6.69983343,0.00730257,2.09916515,0.17133004,1.77298340,1.88351895,0.13088290,1.59298127
-5.86193097,6.81218999,0.00725743,2.13409670,0.17459061,1.79878321,1.90443845,0.13366469,1.62040686
-5.85592796,6.91961178,0.00719842,2.16667731,0.17798317,1.82338835,1.92263999,0.13639631,1.64744136
-5.84992496,7.02123767,0.00712616,2.19656098,0.18149731,1.84665769,1.93791179,0.13904876,1.67397834
-5.84392196,7.11617975,0.00704142,2.22340777,0.18512504,1.86844915,1.95006597,0.14158977,1.69989138
-5.83791896,7.20354247,0.00694505,2.24689239,0.18886051,1.88862355,1.95894412,0.14398453,1.72503520
-5.83191596,7.28244205,0.00683803,2.26671239,0.19269932,1.90704793,1.96442180,0.14619653,1.74924714
-5.82591296,7.35202556,0.00672140,2.28259592,0.19663763,1.92359828,1.96641186,0.14818846,1.77234909
-5.81990995,7.41148924,0.00659628,2.29430856,0.20067099,1.93816157,1.96486656,0.14992327,1.79414985
-5.81390695,7.46009543,0.00646381,2.30165923,0.20479301,1.95063709,1.95977831,0.15136518,1.81444784
-5.80790395,7.49718790,0.00632514,2.30450486,0.20899403,1.96093715,1.95117929,0.15248079,1.83303430
-5.80190095,7.52220501,0.00618141,2.30275376,0.21325977,1.96898724,1.93913972,0.15324006,1.84969677
-5.79589795,7.53469075,0.00603373,2.29636764,0.21757018,1.97472564,1.92376532,0.15361725,1.86422286
-5.78989495,7.53430315,0.00588312,2.28536223,0.22189850,1.97810285,1.90519380,0.15359181,1.87640427
-5.78389195,7.52082033,0.00573055,2.26980658,0.22621067,1.97908077,1.88359088,0.15314900,1.88604097
-5.77788894,7.49414404,0.00557689,2.24982107,0.23046511,1.97763200,1.85914585,0.15228044,1.89294538
-5.77188594,7.45430073,0.00542290,2.22557442,0.23461295,1.97373923,1.83206715,0.15098439,1.89694657
-5.76588294,7.40144062,0.00526922,2.19727967,0.23859865,1.96739496,1.80257797,0.14926592,1.89789427
-5.75987994,7.33583466,0.00511640,2.16518951,0.24236118,1.95860166,1.77091227,0.14713673,1.89566267
-5.75387694,7.25787005,0.00496487,2.12959110,0.24583547,1.94737240,1.73731126,0.14461492,1.89015391
-5.74787394,7.16804432,0.00481498,2.09080064,0.24895428,1.93373200,1.70202056,0.14172445,1.88130113
-5.74187094,7.06695862,0.00466698,2.04915788,0.25165037,1.91771875,1.66528804,0.13849453,1.86907108
-5.73586793,6.95531031,0.00452107,2.00502087,0.25385875,1.89938657,1.62736252,0.13495884,1.85346620
-5.72986493,6.83388543,0.00437742,1.95876104,0.25551909,1.87880768,1.58849311,0.13115463,1.83452608
-5.72386193,6.70355104,0.00423619,1.91075889,0.25657804,1.85607554,1.54892937,0.12712182,1.81232836
-5.71785893,6.56524798,0.00409753,1.86140030,0.25699142,1.83130802,1.50892205,0.12290200,1.78698897
-5.71185593,6.41998392,0.00396166,1.81107362,0.25672619,1.80465064,1.46872431,0.11853755,1.75866174
-5.70585293,6.26882697,0.00382886,1.76016756,0.25576199,1.77627975,1.42859334,0.11407068,1.72753735
-5.69984992,6.11289978,0.00369949,1.70906980,0.25409236,1.74640538,1.38879213,0.10954269,1.69384169
-5.69384692,5.95337404,0.00357400,1.65816642,0.25172541,1.71527375,1.34959128,0.10499318,1.65783354
-5.68784392,5.79146522,0.00345300,1.60784181,0.24868404,1.68316909,1.31127064,0.10045950,1.61980166
-5.68184092,5.62842730,0.00333717,1.55847906,0.24500557,1.65041475,1.27412059,0.09597629,1.58006145
-5.67583792,5.46554724,0.00322737,1.51046065,0.24074090,1.61737331,1.23844282,0.09157509,1.53895085
-5.66983492,5.30413878,0.00312453,1.46416905,0.23595314,1.58444566,1.20455036,0.08728418,1.49682603
-5.66383192,5.14553529,0.00302970,1.41998719,0.23071584,1.55206881,1.17276688,0.08312848,1.45405649
-5.65782891,4.99108126,0.00294400,1.37829844,0.22511083,1.52071238,1.14342494,0.07912955,1.41101987
-5.65182591,4.84212216,0.00286862,1.33948584,0.21922577,1.49087373,1.11686321,0.07530573,1.36809654
-5.64582291,4.69999246,0.00280474,1.30393052,0.21315150,1.46307161,1.09342259,0.07167232,1.32566402
-5.63981991,4.56600156,0.00275352,1.27200893,0.20697929,1.43783839,1.07344118,0.06824182,1.28409132
-5.63381691,4.44141775,0.00271605,1.24408887,0.20079817,1.41571099,1.05724813,0.06502422,1.24373337
-5.62781391,4.32745012,0.00269328,1.22052435,0.19469223,1.39722056,1.04515644,0.06202728,1.20492565
-5.62181091,4.22522884,0.00268602,1.20164907,0.18873829,1.38288106,1.03745490,0.05925684,1.16797921
-5.61580790,4.13578403,0.00269486,1.18776881,0.18300376,1.37317718,1.03439926,0.05671709,1.13317603
-5.60980490,4.06002391,0.00272011,1.17915286,0.17754490,1.36855166,1.03620296,0.05441083,1.10076513
-5.60380190,3.99871278,0.00276182,1.17602472,0.17240560,1.36939258,1.04302772,0.05233962,1.07095927
-5.59779890,3.95244957,0.00281970,1.17855238,0.16761650,1.37602085,1.05497425,0.05050399,1.04393251
-5.59179590,3.92164789,0.00289312,1.18683872,0.16319474,1.38867845,1.07207356,0.04890351,1.01981862
-5.58579290,3.90651826,0.00298114,1.20091226,0.15914414,1.40751785,1.09427918,0.04753682,0.99871038
-5.57978989,3.90705352,0.00308244,1.22071888,0.15545592,1.43259292,1.12146085,0.04640162,0.98065977
-5.57378689,3.92301806,0.00319539,1.24611497,0.15210984,1.46385186,1.15339982,0.04549460,0.96567901
-5.56778389,3.95394156,0.00331809,1.27686235,0.14907571,1.50113251,1.18978639,0.04481131,0.95374228
-5.56178089,3.99911789,0.00344837,1.31262548,0.14631530,1.54416020,1.23021972,0.04434604,0.94478818
-5.55577789,4.05760932,0.00358390,1.35297125,0.14378439,1.59254847,1.27421037,0.04409163,0.93872258
-5.54977489,4.12825645,0.00372220,1.39737157,0.14143498,1.64580276,1.32118553,0.04403928,0.93542181
-5.54377189,4.20969357,0.00386073,1.44520888,0.13921760,1.70332695,1.37049698,0.04417841,0.93473599
-5.53776888,4.30036942,0.00399698,1.49578469,0.13708351,1.76443283,1.42143179,0.04449652,0.93649228
-5.53176588,4.39857277,0.00412852,1.54833087,0.13498676,1.82835215,1.47322536,0.04497904,0.94049805
-5.52576288,4.50246222,0.00425308,1.60202362,0.13288604,1.89425096,1.52507664,0.04560931,0.94654360
-5.51975988,4.61009945,0.00436860,1.65599954,0.13074623,1.96124594,1.57616501,0.04636859,0.95440465
-5.51375688,4.71948501,0.00447329,1.70937359,0.12853966,2.02842203,1.62566825,0.04723615,0.96384436
-5.50775388,4.82859562,0.00456568,1.76125804,0.12624691,2.09485113,1.67278116,0.04818942,0.97461495
-5.50175088,4.93542203,0.00464462,1.81078208,0.12385735,2.15961099,1.71673393,0.04920427,0.98645914
-5.49574787,5.03800641,0.00470932,1.85711122,0.12136924,2.22180406,1.75680997,0.05025535,0.99911141
-5.48974487,5.13447826,0.00475932,1.89946582,0.11878954,2.28057545,1.79236218,0.05131647,1.01229922
-5.48374187,5.22308808,0.00479450,1.93713822,0.11613344,2.33512980,1.82282735,0.05236112,1.02574462
-5.47773887,5.30223787,0.00481500,1.96950769,0.11342366,2.38474638,1.84773814,0.05336297,1.03916624
-5.47173587,5.37050815,0.00482125,1.99605280,0.11068957,2.42879225,1.86673205,0.05429648,1.05228192
-5.46573287,5.42668067,0.00481385,2.01636088,0.10796627,2.46673311,1.87955739,0.05513744,1.06481223
-5.45972986,5.46975685,0.00479357,2.03013405,0.10529366,2.49814171,1.88607579,0.05586360,1.07648498
-5.45372686,5.49897158,0.00476125,2.03719201,0.10271545,2.52270375,1.88626148,0.05645522,1.08704066
-5.44772386,5.51380246,0.00471780,2.03747134,0.10027841,2.54022127,1.88019734,0.05689558,1.09623898
-5.44172086,5.51397456,0.00466411,2.03102163,0.09803162,2.55061358,1.86806801,0.05717146,1.10386621
-5.43571786,5.49946092,0.00460106,2.01799866,0.09602591,2.55391593,1.85015038,0.05727350,1.10974323
-5.42971486,5.47047893,0.00452944,1.99865500,0.09431346,2.55027603,1.82680207,0.05719653,1.11373392
-5.42371186,5.42748301,0.00445001,1.97332867,0.09294748,2.53994878,1.79844822,0.05693974,1.11575354
-5.41770885,5.37115380,0.00436341,1.94243013,0.09198199,2.52328920,1.76556736,0.05650675,1.11577667
-5.41170585,5.30238415,0.00427025,1.90642846,0.09147165,2.50074406,1.72867683,0.05590563,1.11384419
-5.40570285,5.22226220,0.00417110,1.86583711,0.09147153,2.47284216,1.68831836,0.05514873,1.11006879
-5.39969985,5.13205179,0.00406650,1.82119984,0.09203687,2.44018363,1.64504430,0.05425240,1.10463869
-5.39369685,5.03317041,0.00395703,1.77307734,0.09322261,2.40342835,1.59940501,0.05323670,1.09781892
-5.38769385,4.92716497,0.00384333,1.72203490,0.09508281,2.36328358,1.55193770,0.05212491,1.08995007
-5.38169085,4.81568552,0.00372612,1.66863143,0.09766982,2.32049109,1.50315704,0.05094301,1.08144414
-5.37568784,4.70045727,0.00360627,1.61341018,0.10103314,2.27581373,1.45354769,0.04971905,1.07277747
-5.36968484,4.58325124,0.00348479,1.55689107,0.10521818,2.23002174,1.40355879,0.04848251,1.06448080
-5.36368184,4.46585372,0.00336289,1.49956482,0.11026464,2.18387881,1.35360033,0.04726360,1.05712676
-5.35767884,4.35003526,0.00324194,1.44188866,0.11620484,2.13812824,1.30404136,0.04609254,1.05131494
-5.35167584,4.23751944,0.00312349,1.38428367,0.12306188,2.09347924,1.25520972,0.04499883,1.04765539
-5.34567284,4.12995227,0.00300930,1.32713325,0.13084784,2.05059374,1.20739306,0.04401055,1.04675080
-5.33966983,4.02887263,0.00290122,1.27078283,0.13956204,2.01007390,1.16084093,0.04315372,1.04917831
