energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.80190095,0.26871844,-1.27801329,0.00000595,-0.01227585,0.00220938,-0.02077969,0.11945333,-0.42539993,0.03912949,-0.17651882,0.11785149,-0.35332305,0.03095322,-0.11783832,0.00055110,-0.02609096,0.17326437,-0.82647752
-5.79589795,0.25222544,-1.36357262,0.00000432,-0.01354470,0.00210886,-0.02131004,0.11236500,-0.44863999,0.03688709,-0.19121941,0.11100829,-0.37085194,0.02883426,-0.12613545,0.00046925,-0.02858389,0.16271946,-0.88271327
-5.78989495,0.23564631,-1.45506469,0.00000315,-0.01485231,0.00201451,-0.02203702,0.10506521,-0.47358344,0.03461074,-0.20668213,0.10389581,-0.39032057,0.02679050,-0.13513897,0.00040432,-0.03114498,0.15204681,-0.94263083
-5.78389195,0.21921194,-1.55129982,0.00000232,-0.01618353,0.00193072,-0.02292805,0.09766514,-0.49990781,0.03234200,-0.22271992,0.09663000,-0.41140623,0.02483971,-0.14474677,0.00035449,-0.03374461,0.14139785,-1.00549065
-5.77788894,0.20317005,-1.65096889,0.00000176,-0.01752152,0.00186263,-0.02394869,0.09027784,-0.52726110,0.03012511,-0.23912330,0.08932738,-0.43375639,0.02300376,-0.15484391,0.00031838,-0.03635051,0.13093225,-1.07047633
-5.77188594,0.18777949,-1.75265832,0.00000142,-0.01884796,0.00181615,-0.02506335,0.08301526,-0.55526436,0.02800613,-0.25566330,0.08210210,-0.45699351,0.02130821,-0.16530329,0.00029507,-0.03892838,0.12081399,-1.13670351
-5.76588294,0.17330535,-1.85486950,0.00000124,-0.02014347,0.00179808,-0.02623602,0.07598576,-0.58351549,0.02603232,-0.27209541,0.07506334,-0.48072074,0.01978194,-0.17598669,0.00028404,-0.04144257,0.11120804,-1.20323170
-5.75987994,0.16001515,-1.95604255,0.00000121,-0.02138800,0.00181616,-0.02743104,0.06929208,-0.61159428,0.02425167,-0.28816424,0.06831338,-0.50452851,0.01845686,-0.18674633,0.00028518,-0.04385687,0.10227757,-1.26907885
-5.75387694,0.14817602,-2.05458409,0.00000133,-0.02256128,0.00187921,-0.02861385,0.06302974,-0.63906879,0.02271261,-0.30360906,0.06194602,-0.52800208,0.01736778,-0.19742687,0.00029879,-0.04613540,0.09418195,-1.33323864
-5.74787394,0.13805292,-2.14889849,0.00000158,-0.02364342,0.00199729,-0.02975178,0.05728604,-0.66550285,0.02146379,-0.31816978,0.05604574,-0.55072972,0.01655242,-0.20786789,0.00032553,-0.04824344,0.08707530,-1.39470012
-5.74187094,0.12990771,-2.23742170,0.00000200,-0.02461538,0.00218178,-0.03081472,0.05213949,-0.69046471,0.02055408,-0.33159346,0.05068718,-0.57231147,0.01605140,-0.21790679,0.00036642,-0.05014835,0.08110564,-1.45246909
-5.73586793,0.12399894,-2.31865658,0.00000262,-0.02545958,0.00244557,-0.03177585,0.04765965,-0.71353645,0.02003256,-0.34364087,0.04593523,-0.59236812,0.01590846,-0.22738202,0.00042282,-0.05182039,0.07641459,-1.50559057
-5.72986493,0.12058196,-2.39120844,0.00000346,-0.02616035,0.00280319,-0.03261218,0.04390728,-0.73432371,0.01994863,-0.35409304,0.04184542,-0.61055016,0.01617056,-0.23613656,0.00049637,-0.05323346,0.07313719,-1.55317160
-5.72386193,0.11990923,-2.45381941,0.00000460,-0.02670448,0.00327089,-0.03330503,0.04093477,-0.75246563,0.02035198,-0.36275737,0.03846458,-0.62654620,0.01688811,-0.24402151,0.00058898,-0.05436577,0.07140199,-1.59440333
-5.71785893,0.12223028,-2.50540020,0.00000611,-0.02708157,0.00386676,-0.03384040,0.03878659,-0.76764416,0.02129261,-0.36947315,0.03583175,-0.64009061,0.01811497,-0.25089966,0.00070278,-0.05520037,0.07133106,-1.62858166
-5.71185593,0.12779128,-2.54505785,0.00000807,-0.02728438,0.00461074,-0.03420915,0.03749987,-0.77959263,0.02282061,-0.37411624,0.03397909,-0.65096997,0.01990852,-0.25664894,0.00084007,-0.05572553,0.07303964,-1.65512535
-5.70585293,0.13683364,-2.57211824,0.00001062,-0.02730905,0.00552464,-0.03440707,0.03710481,-0.78810295,0.02498586,-0.37660256,0.03293283,-0.65902790,0.02232941,-0.26116550,0.00100323,-0.05593494,0.07663555,-1.67359091
-5.69984992,0.14959171,-2.58614231,0.00001389,-0.02715524,0.00663198,-0.03443470,0.03762495,-0.79303114,0.02783750,-0.37689043,0.03271404,-0.66416818,0.02544116,-0.26436645,0.00119470,-0.05582780,0.08221794,-1.68368354
-5.69384692,0.16628914,-2.58693524,0.00001804,-0.02682610,0.00795790,-0.03429711,0.03907722,-0.79430084,0.03142311,-0.37498151,0.03333930,-0.66635580,0.02930953,-0.26619194,0.00141684,-0.05540867,0.08987552,-1.68526355
-5.68784392,0.18713409,-2.57454808,0.00002329,-0.02632815,0.00952883,-0.03400344,0.04147175,-0.79190468,0.03578775,-0.37092032,0.03482111,-0.66561594,0.03400152,-0.26660673,0.00167186,-0.05468726,0.09968409,-1.67834807
-5.68184092,0.21231318,-2.54927187,0.00002988,-0.02567110,0.01137216,-0.03356631,0.04481135,-0.78590331,0.04097272,-0.36479235,0.03716803,-0.66203089,0.03958424,-0.26560092,0.00196171,-0.05367804,0.11170357,-1.66310784
-5.67583792,0.24198442,-2.51162437,0.00003806,-0.02486752,0.01351574,-0.03300117,0.04909087,-0.77642219,0.04701421,-0.35672098,0.04038457,-0.65573500,0.04612327,-0.26319002,0.00228801,-0.05239971,0.12597447,-1.63985929
-5.66983492,0.27626928,-2.46233009,0.00004817,-0.02393243,0.01598731,-0.03232551,0.05429631,-0.76364628,0.05394176,-0.34686308,0.04447084,-0.64690795,0.05368100,-0.25941427,0.00265186,-0.05087466,0.14251412,-1.60905228
-5.66383192,0.31524450,-2.40229451,0.00006054,-0.02288281,0.01881383,-0.03155809,0.06040383,-0.74781285,0.06177672,-0.33540378,0.04942208,-0.63576660,0.06231452,-0.25433716,0.00305379,-0.04912826,0.16131276,-1.57125403
-5.65782891,0.35893380,-2.33257368,0.00007559,-0.02173715,0.02202067,-0.03071812,0.06737887,-0.72920277,0.07053066,-0.32255044,0.05522790,-0.62255587,0.07207351,-0.24804344,0.00349365,-0.04718823,0.18232989,-1.52712998
-5.65182591,0.40730026,-2.25434039,0.00009373,-0.02051484,0.02563077,-0.02982449,0.07517534,-0.70813073,0.08020403,-0.30852621,0.06187166,-0.60753909,0.08299797,-0.24063641,0.00397052,-0.04508389,0.20549108,-1.47742248
-5.64582291,0.46023987,-2.16884864,0.00011544,-0.01923570,0.02966372,-0.02889504,0.08373512,-0.68493483,0.09078498,-0.29356339,0.06932967,-0.59098824,0.09511593,-0.23223491,0.00448260,-0.04284549,0.23068564,-1.42292809
-5.63981991,0.51757672,-2.07739754,0.00014122,-0.01791941,0.03413481,-0.02794596,0.09298791,-0.65996592,0.10224848,-0.27789683,0.07757070,-0.57317465,0.10844134,-0.22296981,0.00502720,-0.04050354,0.25776542,-1.36447464
-5.63381691,0.57906058,-1.98129639,0.00017158,-0.01658504,0.03905406,-0.02699130,0.10285172,-0.63357742,0.11455596,-0.26175772,0.08655553,-0.55436040,0.12297207,-0.21298045,0.00560073,-0.03808820,0.28654511,-1.30289879
-5.62781391,0.64436714,-1.88183191,0.00020704,-0.01525061,0.04442530,-0.02604260,0.11323385,-0.60611568,0.12765533,-0.24536796,0.09623685,-0.53479102,0.13868835,-0.20241099,0.00619865,-0.03562873,0.31680411,-1.23902500
-5.62181091,0.71310135,-1.78023901,0.00024815,-0.01393275,0.05024530,-0.02510870,0.12403260,-0.57791164,0.14148170,-0.22893519,0.10655950,-0.51468961,0.15555160,-0.19140675,0.00681559,-0.03315295,0.34829035,-1.17364668
-5.61580790,0.78480417,-1.67767581,0.00029540,-0.01264637,0.05650306,-0.02419569,0.13513976,-0.54927372,0.15595854,-0.21264879,0.11746104,-0.49425256,0.17350374,-0.18011086,0.00744536,-0.03068691,0.38072591,-1.10750993
-5.60980490,0.85896261,-1.57520351,0.00034928,-0.01140444,0.06317923,-0.02330698,0.14644364,-0.52048239,0.17099953,-0.19667681,0.12887276,-0.47364710,0.19246723,-0.16866116,0.00808114,-0.02825448,0.41381460,-1.04130048
-5.60380190,0.93502306,-1.47377156,0.00041021,-0.01021790,0.07024566,-0.02244352,0.15783286,-0.49178640,0.18651094,-0.18116389,0.14072103,-0.45301056,0.21234570,-0.15718749,0.00871556,-0.02587712,0.44725114,-0.97563398
-5.59779890,1.01240746,-1.37420811,0.00047855,-0.00909552,0.07766535,-0.02160417,0.16920055,-0.46340068,0.20239442,-0.16623018,0.15292909,-0.43245114,0.23302541,-0.14580944,0.00934094,-0.02357370,0.48073179,-0.91104957
-5.59179590,1.09053198,-1.27721551,0.00055458,-0.00804398,0.08539252,-0.02078603,0.18044890,-0.43550586,0.21855027,-0.15197121,0.16541908,-0.41205025,0.25437734,-0.13463462,0.00994948,-0.02136038,0.51396599,-0.84800682
-5.58579290,1.16882716,-1.18337057,0.00063845,-0.00706791,0.09337307,-0.01998498,0.19149385,-0.40824918,0.23488086,-0.13845853,0.17811433,-0.39186583,0.27626007,-0.12375740,0.01053346,-0.01925057,0.54668846,-0.78688564
-5.57978989,1.24675904,-1.09312885,0.00073022,-0.00617001,0.10154536,-0.01919613,0.20226967,-0.38174662,0.25129420,-0.12574113,0.19094178,-0.37193656,0.29852331,-0.11325817,0.01108553,-0.01725493,0.57867125,-0.72798889
-5.57378689,1.32384996,-1.00683235,0.00082981,-0.00535123,0.10984132,-0.01841430,0.21273309,-0.35608597,0.26770745,-0.11384736,0.20383443,-0.35228659,0.32101199,-0.10320309,0.01159888,-0.01538148,0.60973504,-0.67154705
-5.56778389,1.39969828,-0.92471982,0.00093699,-0.00461097,0.11818793,-0.01763450,0.22286685,-0.33133050,0.28405004,-0.10278733,0.21673375,-0.33293031,0.34357081,-0.09364428,0.01206750,-0.01363566,0.63975905,-0.61772473
-5.56178089,1.47399580,-0.84693873,0.00105144,-0.00394729,0.12650895,-0.01685232,0.23268234,-0.30752298,0.30026654,-0.09255548,0.22959178,-0.31387701,0.36604911,-0.08462032,0.01248642,-0.01202057,0.66868891,-0.56662817
-5.55577789,1.54654191,-0.77355827,0.00117266,-0.00335715,0.13472708,-0.01606423,0.24222099,-0.28468981,0.31631877,-0.08313333,0.24237307,-0.29513502,0.38830588,-0.07615718,0.01285181,-0.01053709,0.69654199,-0.51831346
-5.54977489,1.61725374,-0.70458260,0.00130007,-0.00283664,0.14276623,-0.01526787,0.25155448,-0.26284489,0.33218732,-0.07449221,0.25505605,-0.27671527,0.41021473,-0.06826928,0.01316121,-0.00918413,0.72340960,-0.47279488
-5.54377189,1.68617139,-0.63996356,0.00143300,-0.00238120,0.15055411,-0.01446216,0.26078336,-0.24199319,0.34787213,-0.06659583,0.26763403,-0.25863383,0.43166861,-0.06096074,0.01341361,-0.00795889,0.74945580,-0.43005299
-5.53776888,1.75345797,-0.57961263,0.00157068,-0.00198583,0.15802486,-0.01364740,0.27003420,-0.22213378,0.36339222,-0.05940266,0.28011555,-0.24091375,0.45258411,-0.05422683,0.01360949,-0.00685708,0.77491259,-0.39004215
-5.53176588,1.81939396,-0.52341151,0.00171235,-0.00164527,0.16512172,-0.01282519,0.27945525,-0.20326219,0.37878447,-0.05286803,0.29252421,-0.22358573,0.47290510,-0.04805528,0.01375089,-0.00587318,0.80007156,-0.35269718
-5.52576288,1.88436610,-0.47122112,0.00185723,-0.00135419,0.17179966,-0.01199839,0.28921059,-0.18537221,0.39410153,-0.04694593,0.30489783,-0.20668803,0.49260562,-0.04242777,0.01384137,-0.00500070,0.82527210,-0.31793910
-5.51975988,1.94885112,-0.42288912,0.00200459,-0.00110730,0.17802778,-0.01117092,0.29947319,-0.16845694,0.40940884,-0.04159040,0.31728703,-0.19026557,0.51169176,-0.03732116,0.01388593,-0.00423243,0.85088666,-0.28567970
-5.51375688,2.01339463,-0.37825563,0.00215379,-0.00089946,0.18379143,-0.01034754,0.31041694,-0.15250940,0.42478094,-0.03675674,0.32975325,-0.17436832,0.53020249,-0.03270881,0.01389094,-0.00356065,0.87730357,-0.25582528
-5.50775388,2.07858633,-0.33715756,0.00230432,-0.00072583,0.18909391,-0.00953363,0.32220803,-0.13752252,0.44029720,-0.03240228,0.34236630,-0.15904931,0.54820922,-0.02856165,0.01386395,-0.00297739,0.90490814,-0.22827917
-5.50175088,2.14503223,-0.29943159,0.00245583,-0.00058185,0.19395765,-0.00873490,0.33499617,-0.12348882,0.45603713,-0.02848692,0.35520143,-0.14436222,0.56581427,-0.02484915,0.01381356,-0.00247456,0.93406298,-0.20294366
-5.49574787,2.21332532,-0.26491602,0.00260812,-0.00046335,0.19842469,-0.00795717,0.34890588,-0.11039981,0.47207551,-0.02497348,0.36833616,-0.13035906,0.58314794,-0.02154019,0.01374922,-0.00204419,0.96508836,-0.17972106
-5.48974487,2.28401571,-0.23345187,0.00276122,-0.00036655,0.20255656,-0.00720612,0.36402849,-0.09824527,0.48847743,-0.02182780,0.38184682,-0.11708776,0.60036447,-0.01860374,0.01368098,-0.00167852,0.99824358,-0.15851437
-5.48374187,2.35758171,-0.20488334,0.00291534,-0.00028804,0.20643324,-0.00648706,0.38041505,-0.08701251,0.50529361,-0.01901873,0.39580506,-0.10459010,0.61763684,-0.01600943,0.01361927,-0.00137014,1.03371042,-0.13922754
-5.47773887,2.43440300,-0.17905809,0.00307086,-0.00022484,0.21015144,-0.00580482,0.39807076,-0.07668571,0.52255615,-0.01651807,0.41027432,-0.09289998,0.63515050,-0.01372806,0.01357463,-0.00111210,1.07157922,-0.12176562
-5.47173587,2.51473707,-0.15582731,0.00322832,-0.00017435,0.21382198,-0.00516355,0.41695102,-0.06724546,0.54027473,-0.01430037,0.42530646,-0.08204212,0.65309638,-0.01173187,0.01355749,-0.00089798,1.11183869,-0.10603486
-5.46573287,2.59869984,-0.13504600,0.00338837,-0.00013429,0.21756640,-0.00456673,0.43695948,-0.05866847,0.55843374,-0.01234280,0.44093862,-0.07203126,0.67166311,-0.00999493,0.01357787,-0.00072192,1.15436966,-0.09194291
-5.45972986,2.68625136,-0.11657348,0.00355170,-0.00010274,0.22151292,-0.00401709,0.45794822,-0.05092759,0.57699010,-0.01062498,0.45719040,-0.06287193,0.69102897,-0.00849327,0.01364513,-0.00057865,1.19894328,-0.07939918
-5.45372686,2.77718692,-0.10027420,0.00371896,-0.00007808,0.22579177,-0.00351665,0.47972003,-0.04399209,0.59587212,-0.00912885,0.47406148,-0.05455864,0.71135360,-0.00720509,0.01376770,-0.00046356,1.24522383,-0.06831552
-5.44772386,2.87113399,-0.08601895,0.00389072,-0.00005894,0.23053003,-0.00306681,0.50203280,-0.03782816,0.61497932,-0.00783863,0.49152966,-0.04707657,0.73276984,-0.00611089,0.01395282,-0.00037262,1.29277583,-0.05860700
-5.44172086,2.96755488,-0.07368648,0.00406734,-0.00004419,0.23584632,-0.00266843,0.52460582,-0.03239969,0.63418324,-0.00674077,0.50954947,-0.04040262,0.75537599,-0.00519359,0.01420630,-0.00030245,1.34107533,-0.05019317
-5.43571786,3.06575484,-0.06316545,0.00424893,-0.00003291,0.24184534,-0.00232199,0.54712767,-0.02766923,0.65332912,-0.00582403,0.52805136,-0.03450680,0.77922876,-0.00443861,0.01453228,-0.00025024,1.38952459,-0.04299934
-5.42971486,3.16489520,-0.05435660,0.00443524,-0.00002434,0.24861259,-0.00202770,0.56926540,-0.02359907,0.67223856,-0.00507952,0.54694142,-0.02935379,0.80433711,-0.00383398,0.01493303,-0.00021379,1.43746967,-0.03695817
-5.42371186,3.26401073,-0.04717523,0.00462561,-0.00001788,0.25620952,-0.00178576,0.59067454,-0.02015243,0.69071286,-0.00450089,0.56610173,-0.02490467,0.83065737,-0.00337045,0.01540876,-0.00019143,1.48421985,-0.03201133
-5.41770885,3.36203051,-0.04155362,0.00481892,-0.00001305,0.26466928,-0.00159644,0.61100955,-0.01729464,0.70853697,-0.00408445,0.58539137,-0.02111867,0.85808966,-0.00304155,0.01595749,-0.00018203,1.52906810,-0.02811121
-5.41170585,3.45780149,-0.03744349,0.00501355,-0.00000946,0.27399330,-0.00146031,0.62993407,-0.01499433,0.72548406,-0.00382942,0.60464788,-0.01795482,0.88647608,-0.00284369,0.01657492,-0.00018497,1.57131162,-0.02522262
-5.40570285,3.55011371,-0.03481827,0.00520742,-0.00000681,0.28414894,-0.00137842,0.64713081,-0.01322451,0.74132030,-0.00373802,0.62368943,-0.01537361,0.91560051,-0.00277620,0.01725445,-0.00020008,1.61027153,-0.02332429
-5.39969985,3.63772648,-0.03367496,0.00539794,-0.00000487,0.29506829,-0.00135240,0.66231034,-0.01196353,0.75580999,-0.00381573,0.64231751,-0.01333835,0.94519035,-0.00284142,0.01798715,-0.00022769,1.64531090,-0.02241020
-5.39369685,3.71939469,-0.03403565,0.00558211,-0.00000346,0.30664832,-0.00138460,0.67521872,-0.01119584,0.76872067,-0.00407131,0.66032012,-0.01181638,0.97492016,-0.00304466,0.01876188,-0.00026851,1.67585053,-0.02249061
-5.38769385,3.79389468,-0.03594829,0.00575658,-0.00000244,0.31875231,-0.00147818,0.68564353,-0.01091254,0.77982831,-0.00451694,0.67747556,-0.01078000,1.00441721,-0.00339421,0.01956543,-0.00032368,1.70138197,-0.02359261
-5.38169085,3.86004916,-0.03948680,0.00591776,-0.00000171,0.33121276,-0.00163719,0.69341829,-0.01111169,0.78892230,-0.00516813,0.69355660,-0.01020710,1.03326887,-0.00390120,0.02038282,-0.00039468,1.72147736,-0.02576022
-5.37568784,3.91675087,-0.04475019,0.00606192,-0.00000120,0.34383552,-0.00186651,0.69842502,-0.01179834,0.79581026,-0.00604357,0.70833520,-0.01008153,1.06103170,-0.00457946,0.02119757,-0.00048334,1.73579628,-0.02905388
-5.36968484,3.96298468,-0.05186076,0.00618533,-0.00000083,0.35640514,-0.00217187,0.70059519,-0.01298420,0.80032257,-0.00716487,0.72158750,-0.01039314,1.08724209,-0.00544521,0.02199211,-0.00059176,1.74408939,-0.03354927
-5.36368184,3.99784813,-0.06096101,0.00628442,-0.00000058,0.36869128,-0.00255969,0.69990904,-0.01468710,0.80231655,-0.00855612,0.73309923,-0.01113747,1.11142817,-0.00651672,0.02274827,-0.00072225,1.74619933,-0.03933538
-5.35767884,4.02057022,-0.07220949,0.00635588,-0.00000040,0.38045587,-0.00303701,0.69639349,-0.01693002,0.80168023,-0.01024332,0.74267125,-0.01231528,1.13312269,-0.00781378,0.02344773,-0.00087733,1.74205928,-0.04651180
-5.35167584,4.03052850,-0.08577530,0.00639685,-0.00000028,0.39146088,-0.00361120,0.69011893,-0.01973983,0.79833571,-0.01225355,0.75012525,-0.01393160,1.15187646,-0.00935711,0.02407260,-0.00105956,1.73168941,-0.05518520
-5.34567284,4.02726431,-0.10183136,0.00640500,-0.00000020,0.40147629,-0.00428971,0.68119516,-0.02314579,0.79224192,-0.01461410,0.75530937,-0.01599473,1.16727205,-0.01116759,0.02460598,-0.00127152,1.71519209,-0.06546500
