energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.87393697,2.49792158,0.11968494,0.00150000,0.05371569,1.72350005,0.69308140,0.90876530
-5.86793397,2.60250342,0.12584263,0.00159984,0.05478475,1.79332045,0.72056305,0.94138641
-5.86193097,2.70661878,0.13207131,0.00169726,0.05591928,1.86272970,0.74809115,0.97402538
-5.85592796,2.80882273,0.13830386,0.00179075,0.05710823,1.93073955,0.77533484,1.00623377
-5.84992496,2.90760941,0.14447381,0.00187880,0.05833874,1.99631394,0.80194825,1.03753078
-5.84392196,3.00146254,0.15051772,0.00195990,0.05959652,2.05840360,0.82758363,1.06741911
-5.83791896,3.08890957,0.15637757,0.00203266,0.06086655,2.11598337,0.85190557,1.09540268
-5.83191596,3.16857648,0.16200299,0.00209581,0.06213358,2.16809026,0.87460510,1.12100481
-5.82591296,3.23923980,0.16735312,0.00214826,0.06338283,2.21386010,0.89541298,1.14378615
-5.81990995,3.29987314,0.17239810,0.00218915,0.06460046,2.25256044,0.91411131,1.16336108
-5.81390695,3.34968488,0.17711986,0.00221787,0.06577406,2.28361795,0.93054243,1.17941161
-5.80790395,3.38814509,0.18151230,0.00223407,0.06689296,2.30663849,0.94461479,1.19169802
-5.80190095,3.41499974,0.18558072,0.00223771,0.06794831,2.32141871,0.95630509,1.20006555
-5.79589795,3.43027134,0.18934054,0.00222904,0.06893310,2.32794848,0.96565650,1.20444678
-5.78989495,3.43424604,0.19281531,0.00220855,0.06984190,2.32640412,0.97277319,1.20485975
-5.78389195,3.42744803,0.19603418,0.00217703,0.07067051,2.31713278,0.97781119,1.20140181
-5.77788894,3.41060289,0.19902891,0.00213546,0.07141549,2.30062923,0.98096641,1.19423994
-5.77188594,3.38459234,0.20183067,0.00208503,0.07207356,2.27750650,0.98246036,1.18359807
-5.76588294,3.35040325,0.20446674,0.00202703,0.07264105,2.24846229,0.98252463,1.16974242
-5.75987994,3.30907428,0.20695737,0.00196286,0.07311333,2.21424340,0.98138515,1.15296582
-5.75387694,3.26164345,0.20931312,0.00189394,0.07348438,2.17561029,0.97924717,1.13357207
-5.74787394,3.20909987,0.21153262,0.00182167,0.07374639,2.13330416,0.97628217,1.11186128
-5.74187094,3.15234264,0.21360119,0.00174739,0.07388966,2.08801814,0.97261731,1.08811720
-5.73586793,3.09214901,0.21549024,0.00167234,0.07390262,2.04037461,0.96832845,1.06259707
-5.72986493,3.02915374,0.21715763,0.00159760,0.07377205,1.99090939,0.96343694,1.03552470
-5.72386193,2.96384023,0.21854887,0.00152412,0.07348354,1.94006366,0.95791063,1.00708679
-5.71785893,2.89654356,0.21959935,0.00145263,0.07302209,1.88818358,0.95166880,0.97743267
-5.71185593,2.82746471,0.22023714,0.00138373,0.07237289,1.83552714,0.94459101,0.94667717
-5.70585293,2.75669422,0.22038655,0.00131780,0.07152214,1.78227735,0.93652888,0.91490607
-5.69984992,2.68424343,0.21997202,0.00125508,0.07045795,1.72856039,0.92732040,0.88218378
-5.69384692,2.61008056,0.21892223,0.00119565,0.06917122,1.67446708,0.91680558,0.84856215
-5.68784392,2.53416896,0.21717416,0.00113949,0.06765646,1.62007595,0.90484246,0.81409010
-5.68184092,2.45650469,0.21467687,0.00108646,0.06591240,1.56547603,0.89132257,0.77882291
-5.67583792,2.37715077,0.21139481,0.00103637,0.06394255,1.51078775,0.87618455,0.74283077
-5.66983492,2.29626566,0.20731040,0.00098902,0.06175547,1.45618023,0.85942531,0.70620590
-5.66383192,2.21412435,0.20242589,0.00094416,0.05936485,1.40188402,0.84110788,0.66906780
-5.65782891,2.13113044,0.19676424,0.00090159,0.05678935,1.34819819,0.82136541,0.63156643
-5.65182591,2.04781883,0.19036911,0.00086114,0.05405227,1.29549150,0.80040112,0.59388316
-5.64582291,1.96484880,0.18330386,0.00082266,0.05118091,1.24419757,0.77848411,0.55622966
-5.63981991,1.88298816,0.17564978,0.00078611,0.04820594,1.19480440,0.75594133,0.51884479
-5.63381691,1.80308965,0.16750354,0.00075148,0.04516046,1.14783904,0.73314605,0.48198991
-5.62781391,1.72606100,0.15897402,0.00071881,0.04207915,1.10384835,0.71050367,0.44594308
-5.62181091,1.65283089,0.15017876,0.00068823,0.03899724,1.06337717,0.68843544,0.41099241
-5.61580790,1.58431250,0.14124023,0.00065989,0.03594966,1.02694527,0.66736118,0.37742915
-5.60980490,1.52136726,0.13228200,0.00063397,0.03297009,0.99502440,0.64768190,0.34554091
-5.60380190,1.46477054,0.12342513,0.00061069,0.03009021,0.96801695,0.62976320,0.31560531
-5.59779890,1.41518141,0.11478490,0.00059025,0.02733905,0.94623735,0.61392044,0.28788443
-5.59179590,1.37311788,0.10646798,0.00057285,0.02474244,0.92989726,0.60040633,0.26262017
-5.58579290,1.33893907,0.09857025,0.00055869,0.02232267,0.91909549,0.58940163,0.24003066
-5.57978989,1.31283484,0.09117524,0.00054790,0.02009829,0.91381300,0.58100937,0.22030772
-5.57378689,1.29482347,0.08435327,0.00054060,0.01808397,0.91391326,0.57525278,0.20361532
-5.56778389,1.28475716,0.07816138,0.00053685,0.01629061,0.91914801,0.57207705,0.19008884
-5.56178089,1.28233490,0.07264381,0.00053669,0.01472547,0.92916788,0.57135467,0.17983513
-5.55577789,1.28712182,0.06783317,0.00054009,0.01339246,0.94353743,0.57289401,0.17293296
-5.54977489,1.29857390,0.06375210,0.00054698,0.01229238,0.96175372,0.57645068,0.16943386
-5.54377189,1.31606669,0.06041535,0.00055728,0.01142331,0.98326750,0.58174101,0.16936315
-5.53776888,1.33892648,0.05783210,0.00057085,0.01078097,1.00750597,0.58845692,0.17272097
-5.53176588,1.36646245,0.05600854,0.00058755,0.01035909,1.03389600,0.59628147,0.17948338
-5.52576288,1.39799837,0.05495039,0.00060722,0.01014975,1.06188686,0.60490433,0.18960334
-5.51975988,1.43290237,0.05466531,0.00062971,0.01014367,1.09097145,0.61403649,0.20301174
-5.51375688,1.47061371,0.05516521,0.00065486,0.01033056,1.12070521,0.62342347,0.21961848
-5.50775388,1.51066558,0.05646807,0.00068255,0.01069935,1.15072209,0.63285666,0.23931371
-5.50175088,1.55270315,0.05859945,0.00071264,0.01123838,1.18074703,0.64218223,0.26196941
-5.49574787,1.59649655,0.06159341,0.00074507,0.01193563,1.21060479,0.65130740,0.28744124
-5.48974487,1.64194847,0.06549287,0.00077977,0.01277887,1.24022495,0.66020397,0.31557100
-5.48374187,1.68909640,0.07034930,0.00081672,0.01375574,1.26964309,0.66890896,0.34618953
-5.47773887,1.73810984,0.07622177,0.00085597,0.01485395,1.29899856,0.67752261,0.37912016
-5.47173587,1.78928267,0.08317523,0.00089755,0.01606128,1.32852885,0.68620380,0.41418258
-5.46573287,1.84302120,0.09127818,0.00094159,0.01736572,1.35856127,0.69516326,0.45119708
-5.45972986,1.89982844,0.10059966,0.00098822,0.01875551,1.38950206,0.70465492,0.48998882
-5.45372686,1.96028503,0.11120561,0.00103761,0.02021917,1.42182340,0.71496558,0.53039201
-5.44772386,2.02502735,0.12315478,0.00108999,0.02174553,1.45604881,0.72640351,0.57225366
-5.44172086,2.09472336,0.13649427,0.00114559,0.02332373,1.49273708,0.73928621,0.61543652
-5.43571786,2.17004659,0.15125476,0.00120467,0.02494324,1.53246502,0.75392768,0.65982105
-5.42971486,2.25164864,0.16744582,0.00126751,0.02659374,1.57580933,0.77062563,0.70530596
-5.42371186,2.34013080,0.18505128,0.00133439,0.02826512,1.62332767,0.78964880,0.75180724
-5.41770885,2.43601506,0.20402501,0.00140558,0.02994738,1.67553913,0.81122487,0.79925555
-5.41170585,2.53971511,0.22428733,0.00148133,0.03163052,1.73290426,0.83552907,0.84759177
-5.40570285,2.65150791,0.24572226,0.00156186,0.03330442,1.79580487,0.86267378,0.89676098
-5.39969985,2.77150645,0.26817576,0.00164734,0.03495875,1.86452402,0.89269949,0.94670494
-5.39369685,2.89963441,0.29145526,0.00173786,0.03658284,1.93922638,0.92556724,0.99735343
-5.38769385,3.03560374,0.31533062,0.00183345,0.03816564,2.01993960,0.96115286,1.04861483
-5.38169085,3.17889580,0.33953644,0.00193400,0.03969559,2.10653734,0.99924315,1.10036650
-5.37568784,3.32874731,0.36377602,0.00203932,0.04116067,2.19872444,1.03953441,1.15244548
-5.36968484,3.48414186,0.38772669,0.00214904,0.04254840,2.29602532,1.08163331,1.20464011
-5.36368184,3.64380807,0.41104651,0.00226267,0.04384591,2.39777611,1.12506033,1.25668322
-5.35767884,3.80622501,0.43338223,0.00237954,0.04504012,2.50312154,1.16925592,1.30824737
-5.35167584,3.96963572,0.45437803,0.00249881,0.04611787,2.61101721,1.21358932,1.35894271
-5.34567284,4.13206919,0.47368500,0.00261948,0.04706619,2.72023802,1.25737005,1.40831783
-5.33966983,4.29137085,0.49097072,0.00274038,0.04787260,2.82939299,1.29986183,1.45586380
-5.33366683,4.44524157,0.50592889,0.00286016,0.04852540,2.93694704,1.34029885,1.50102167
-5.32766383,4.59128453,0.51828829,0.00297736,0.04901400,3.04124942,1.37790381,1.54319321
-5.32166083,4.72705921,0.52782092,0.00309039,0.04932927,3.14056869,1.41190750,1.58175481
-5.31565783,4.85014114,0.53434891,0.00319756,0.04946389,3.23313353,1.44156927,1.61607420
-5.30965483,4.95818612,0.53774996,0.00329716,0.04941264,3.31717853,1.46619776,1.64552936
-5.30365183,5.04899687,0.53796096,0.00338744,0.04917268,3.39099371,1.48517145,1.66952912
-5.29764882,5.12059022,0.53497988,0.00346673,0.04874377,3.45297630,1.49795811,1.68753466
-5.29164582,5.17126272,0.52886569,0.00353342,0.04812850,3.50168316,1.50413266,1.69908115
-5.28564282,5.19965235,0.51973642,0.00358607,0.04733233,3.53588198,1.50339284,1.70379866
-5.27963982,5.20479423,0.50776553,0.00362341,0.04636370,3.55459949,1.49557206,1.70143162
-5.27363682,5.18616832,0.49317670,0.00364443,0.04523402,3.55716482,1.48064903,1.69185588
-5.26763382,5.14373718,0.47623734,0.00364840,0.04395753,3.54324631,1.45875387,1.67509296
-5.26163082,5.07797248,0.45725115,0.00363493,0.04255127,3.51288029,1.43017043,1.65132052
-5.25562781,4.98986897,0.43654995,0.00360396,0.04103477,3.46649064,1.39533485,1.62087900
-5.24962481,4.88094526,0.41448527,0.00355583,0.03942988,3.40489825,1.35483039,1.58427383
-5.24362181,4.75323122,0.39141985,0.00349124,0.03776047,3.32931978,1.30937876,1.54217313
-5.23761881,4.60924223,0.36771948,0.00341129,0.03605206,3.24135577,1.25982833,1.49540108
-5.23161581,4.45194077,0.34374538,0.00331744,0.03433151,3.14296827,1.20713959,1.44492685
-5.22561281,4.28468663,0.31984732,0.00321148,0.03262657,3.03644864,1.15236847,1.39184967
-5.21960980,4.11117696,0.29635768,0.00309552,0.03096549,2.92437646,1.09664797,1.33738022
-5.21360680,3.93537781,0.27358647,0.00297192,0.02937659,2.80957078,1.04116871,1.28281901
-5.20760380,3.76144894,0.25181739,0.00284324,0.02788780,2.69503503,0.98715887,1.22953224
-5.20160080,3.59366375,0.23130501,0.00271218,0.02652620,2.58389710,0.93586412,1.17892575
-5.19559780,3.43632605,0.21227281,0.00258152,0.02531755,2.47934595,0.88852765,1.13241758
-5.18959480,3.29368557,0.19491214,0.00245407,0.02428582,2.38456632,0.84637092,1.09140981
-5.18359180,3.16985351,0.17938193,0.00233256,0.02345275,2.30267279,0.81057496,1.05726012
-5.17758879,3.06871974,0.16580904,0.00221961,0.02283737,2.23664426,0.78226266,1.03125356
-5.17158579,2.99387276,0.15428903,0.00211766,0.02245560,2.18926012,0.76248163,1.01457497
-5.16558279,2.94852339,0.14488732,0.00202891,0.02231980,2.16303879,0.75218793,1.00828239
-5.15957979,2.93543323,0.13764048,0.00195528,0.02243846,2.16017949,0.75223031,1.01328183
-5.15357679,2.95684857,0.13255771,0.00189835,0.02281581,2.18250795,0.76333499,1.03030370
-5.14757379,3.01444071,0.12962230,0.00185935,0.02345159,2.23142680,0.78609074,1.05988125
-5.14157079,3.10925356,0.12879304,0.00183912,0.02434089,2.30787115,0.82093456,1.10233141
-5.13556778,3.24165942,0.13000566,0.00183809,0.02547395,2.41227054,0.86813771,1.15773833
-5.12956478,3.41132418,0.13317412,0.00185629,0.02683624,2.54451771,0.92779264,1.22594022
-5.12356178,3.61718329,0.13819206,0.00189334,0.02840849,2.70394566,0.99980106,1.30651985
-5.11755878,3.85742972,0.14493412,0.00194845,0.03016693,2.88931384,1.08386358,1.39879929
-5.11155578,4.12951558,0.15325753,0.00202046,0.03208358,3.09880479,1.17947177,1.50183952
-5.10555278,4.43016881,0.16300382,0.00210785,0.03412675,3.33003251,1.28590317,1.61444539
-5.09954977,4.75542618,0.17400078,0.00220879,0.03626156,3.58006358,1.40222009,1.73517639
-5.09354677,5.10068366,0.18606480,0.00232113,0.03845069,3.84545192,1.52727295,1.86236371
-5.08754377,5.46076480,0.19900349,0.00244252,0.04065512,4.12228794,1.65970877,1.99413381
-5.08154077,5.83000702,0.21261874,0.00257040,0.04283502,4.40626208,1.79798538,2.12843843
-5.07553777,6.20236516,0.22671002,0.00270207,0.04495072,4.69274246,1.94039166,2.26309102
-5.06953477,6.57153080,0.24107810,0.00283476,0.04696367,4.97686554,2.08507387,2.39580895
-5.06353177,6.93106499,0.25552881,0.00296567,0.04883741,5.25363824,2.23006784,2.52426078
-5.05752876,7.27454121,0.26987700,0.00309205,0.05053857,5.51804899,2.37333641,2.64611751
-5.05152576,7.59569459,0.28395034,0.00321123,0.05203775,5.76518486,2.51281132,2.75910648
-5.04552276,7.88857285,0.29759288,0.00332070,0.05331027,5.99035114,2.64643835,2.86106619
-5.03951976,8.14768388,0.31066822,0.00341814,0.05433692,6.18918946,2.77222424,2.95000041
-5.03351676,8.36813456,0.32306198,0.00350150,0.05510440,6.35779022,2.88828368,3.02412964
-5.02751376,8.54575579,0.33468365,0.00356900,0.05560566,6.49279511,2.99288486,3.08193788
-5.02151076,8.67720853,0.34546738,0.00361920,0.05584003,6.59148572,3.08449146,3.12221312
-5.01550775,8.76006671,0.35537191,0.00365101,0.05581310,6.65185459,3.16179967,3.14407971
-5.00950475,8.79287337,0.36437940,0.00366367,0.05553642,6.67265565,3.22376856,3.14702122
-5.00350175,8.77516761,0.37249329,0.00365684,0.05502700,6.65343205,3.26964246,3.13089297
-4.99749875,8.70748130,0.37973517,0.00363052,0.05430660,6.59451986,3.29896470,3.09592343
-4.99149575,8.59130546,0.38614087,0.00358506,0.05340086,6.49702777,3.31158186,3.04270441
-4.98549275,8.42902785,0.39175596,0.00352115,0.05233833,6.36279329,3.30763866,2.97217047
-4.97948974,8.22384468,0.39663079,0.00343981,0.05114937,6.19431771,3.28756376,2.88556830
-4.97348674,7.97964994,0.40081551,0.00334229,0.04986508,5.99468227,3.25204733,2.78441729
-4.96748374,7.70090754,0.40435515,0.00323010,0.04851615,5.76744946,3.20201137,2.67046305
-4.96148074,7.39251142,0.40728526,0.00310494,0.04713179,5.51655335,3.13857456,2.54562565
-4.95547774,7.05963968,0.40962824,0.00296865,0.04573884,5.24618376,3.06301298,2.41194476
-4.94947474,6.70760849,0.41139063,0.00282317,0.04436084,4.96066862,2.97671881,2.27152390
-4.94347174,6.34173155,0.41256157,0.00267048,0.04301747,4.66435941,2.88115880,2.12647582
-4.93746873,5.96719025,0.41311255,0.00251258,0.04172403,4.36152358,2.77783414,1.97887117
-4.93146573,5.58891889,0.41299852,0.00235144,0.04049122,4.05624786,2.66824358,1.83069217
-4.92546273,5.21150851,0.41216027,0.00218896,0.03932513,3.75235527,2.55385099,1.68379275
-4.91945973,4.83913167,0.41052807,0.00202694,0.03822737,3.45333816,2.43605840,1.53986625
-4.91345673,4.47548962,0.40802634,0.00186706,0.03719554,3.16230853,2.31618545,1.40042154
-4.90745373,4.12378196,0.40457907,0.00171086,0.03622376,2.88196621,2.19545524,1.26676762
-4.90145073,3.78669808,0.40011589,0.00155970,0.03530337,2.61458449,2.07498689,1.14000693
-4.89544772,3.46642855,0.39457823,0.00141480,0.03442383,2.36201225,1.95579423,1.02103657
-4.88944472,3.16469418,0.38792536,0.00127721,0.03357356,2.12569083,1.83879005,0.91055700
-4.88344172,2.88278947,0.38014011,0.00114779,0.03274090,1.90668348,1.72479506,0.80908701
-4.87743872,2.62163728,0.37123366,0.00102728,0.03191501,1.70571494,1.61455044,0.71698376
-4.87143572,2.38185093,0.36124949,0.00091623,0.03108676,1.52321837,1.50873282,0.63446664
-4.86543272,2.16380023,0.35026604,0.00081510,0.03024942,1.35938688,1.40797055,0.56164344
-4.85942971,1.96767787,0.33839800,0.00072421,0.02939936,1.21422683,1.31286001,0.49853753
-4.85342671,1.79356308,0.32579628,0.00064380,0.02853648,1.08761044,1.22398086,0.44511467
-4.84742371,1.64147955,0.31264641,0.00057402,0.02766452,0.97932527,1.14190930,0.40130812
-4.84142071,1.51144535,0.29916570,0.00051498,0.02679118,0.88911858,1.06722841,0.36704105
-4.83541771,1.40351288,0.28559904,0.00046675,0.02592807,0.81673483,1.00053488,0.34224523
-4.82941471,1.31779726,0.27221363,0.00042937,0.02509041,0.76194494,0.94244176,0.32687516
-4.82341171,1.25449250,0.25929279,0.00040287,0.02429667,0.72456657,0.89357678,0.32091720
-4.81740870,1.21387473,0.24712906,0.00038728,0.02356794,0.70447456,0.85457619,0.32439317
-4.81140570,1.19629274,0.23601678,0.00038266,0.02292729,0.70160166,0.82607418,0.33735831
-4.80540270,1.20214627,0.22624447,0.00038905,0.02239891,0.71592959,0.80868809,0.35989379
-4.79939970,1.23185304,0.21808707,0.00040648,0.02200727,0.74747114,0.80299999,0.39209380
-4.79339670,1.28580595,0.21179839,0.00043502,0.02177616,0.79624423,0.80953505,0.43404803
-4.78739370,1.36432244,0.20760385,0.00047468,0.02172778,0.86223934,0.82873772,0.48582008
-4.78139070,1.46758809,0.20569376,0.00052544,0.02188183,0.94538193,0.86094642,0.54742295
-4.77538769,1.59559733,0.20621729,0.00058724,0.02225462,1.04549181,0.90636818,0.61879258
-4.76938469,1.74809408,0.20927716,0.00065992,0.02285828,1.16224173,0.96505423,0.69976108
-4.76338169,1.92451562,0.21492549,0.00074326,0.02370011,1.29511751,1.03687796,0.79003082
-4.75737869,2.12394291,0.22316059,0.00083686,0.02478201,1.44338238,1.12151673,0.88915125
-4.75137569,2.34506086,0.23392509,0.00094025,0.02610013,1.60604771,1.21843878,0.99649977
-4.74537269,2.58613157,0.24710547,0.00105275,0.02764464,1.78185290,1.32689669,1.11126837
-4.73936968,2.84498340,0.26253299,0.00117355,0.02939975,1.96925609,1.44592842,1.23245730
-4.73336668,3.11901821,0.27998621,0.00130167,0.03134390,2.16643786,1.57436695,1.35887685
-4.72736368,3.40523829,0.29919515,0.00143598,0.03345015,2.37131867,1.71085892,1.48915825
-4.72136068,3.70029374,0.31984694,0.00157518,0.03568684,2.58159087,1.85389269,1.62177377
-4.71535768,4.00054990,0.34159306,0.00171789,0.03801834,2.79476503,2.00183519,1.75506625
-4.70935468,4.30217352,0.36405789,0.00186261,0.04040606,3.00822942,2.15297706,1.88728727
-4.70335168,4.60123512,0.38684847,0.00200779,0.04280957,3.21932111,2.30558451,2.01664301
-4.69734867,4.89382379,0.40956512,0.00215189,0.04518778,3.42540594,2.45795622,2.14134608
-4.69134567,5.17617014,0.43181255,0.00229337,0.04750022,3.62396411,2.60848290,2.25967145
-4.68534267,5.44477172,0.45321111,0.00243080,0.04970835,3.81267774,2.75570705,2.37001397
-4.67933967,5.69651546,0.47340770,0.00256290,0.05177673,3.98951614,2.89837999,2.47094491
-4.67333667,5.92879078,0.49208594,0.00268852,0.05367418,4.15281453,3.03551335,2.56126484
-4.66733367,6.13958774,0.50897501,0.00280676,0.05537475,4.30134210,3.16642221,2.64005009
-4.66133067,6.32757467,0.52385694,0.00291696,0.05685848,4.43435555,3.29075746,2.70669041
-4.65532766,6.49215100,0.53657182,0.00301870,0.05811192,4.55163490,3.40852525,2.76091569
-4.64932466,6.63347166,0.54702088,0.00311185,0.05912847,4.65349916,3.52009207,2.80281010
-4.64332166,6.75244127,0.55516710,0.00319654,0.05990832,4.74080033,3.62617462,2.83281263
-4.63731866,6.85067740,0.56103349,0.00327313,0.06045823,4.81489543,3.72781450,2.85170364
-4.63131566,6.93044427,0.56469904,0.00334221,0.06079103,4.87759712,3.82633824,2.86057782
-4.62531266,6.99455927,0.56629267,0.00340456,0.06092487,4.93110481,3.92330430,2.86080438
-4.61930965,7.04627647,0.56598549,0.00346105,0.06088231,4.97791897,4.02043905,2.85397623
-4.61330665,7.08915227,0.56398172,0.00351266,0.06068931,5.02074215,4.11956439,2.84185031
-4.60730365,7.12689925,0.56050893,0.00356038,0.06037411,5.06237117,4.22252015,2.82628151
-4.60130065,7.16323483,0.55580801,0.00360517,0.05996612,5.10558485,4.33108454,2.80915314
-4.59529765,7.20173147,0.55012335,0.00364789,0.05949485,5.15303237,4.44689610,2.79230687
-4.58929465,7.24567503,0.54369391,0.00368928,0.05898896,5.20712677,4.57138035,2.77747507
-4.58329165,7.29793726,0.53674529,0.00372991,0.05847540,5.26994822,4.70568437,2.76621840
-4.57728864,7.36086764,0.52948339,0.00377017,0.05797878,5.34316081,4.85062171,2.75987099
-4.57128564,7.43620866,0.52208974,0.00381022,0.05752090,5.42794623,5.00662996,2.75949540
-4.56528264,7.52503754,0.51471854,0.00385004,0.05712048,5.52495667,5.17374249,2.76584886
-4.55927964,7.62773596,0.50749552,0.00388939,0.05679307,5.63428872,5.35157519,2.77936196
-4.55327664,7.74398815,0.50051833,0.00392785,0.05655118,5.75547861,5.53932864,2.80013019
-4.54727364,7.87280638,0.49385836,0.00396485,0.05640445,5.88751889,5.73580522,2.82791837
-4.54127064,8.01258180,0.48756359,0.00399972,0.05636001,6.02889528,5.93944039,2.86217746
-4.53526763,8.16115767,0.48166223,0.00403168,0.05642285,6.17764195,6.14834644,2.90207267
-4.52926463,8.31592105,0.47616659,0.00405994,0.05659620,6.33141262,6.36036706,2.94652157
-4.52326163,8.47390866,0.47107719,0.00408370,0.05688191,6.48756459,6.57314018,2.99424034
-4.51725863,8.63192212,0.46638637,0.00410221,0.05728076,6.64325204,6.78416665,3.04379630
-4.51125563,8.78664773,0.46208154,0.00411480,0.05779263,6.79552506,6.99088206,3.09366452
-4.50525263,8.93477592,0.45814760,0.00412089,0.05841666,6.94143038,7.19072874,3.14228623
-4.49924962,9.07311581,0.45456862,0.00412005,0.05915119,7.07811007,7.38122538,3.18812690
-4.49324662,9.19870078,0.45132862,0.00411196,0.05999372,7.20289457,7.56003164,3.22973166
-4.48724362,9.30888147,0.44841167,0.00409649,0.06094061,7.31338654,7.72500548,3.26577635
-4.48124062,9.40140326,0.44580127,0.00407361,0.06198691,7.40753288,7.87425135,3.29511204
-4.47523762,9.47446626,0.44347927,0.00404346,0.06312600,7.48368238,8.00615788,3.31680202
-4.46923462,9.52676637,0.44142455,0.00400632,0.06434930,7.54062741,8.11942416,3.33014964
-4.46323162,9.55751726,0.43961167,0.00396256,0.06564604,7.57762875,8.21307448,3.33471666
-4.45722861,9.56645336,0.43800973,0.00391265,0.06700306,7.59442316,8.28646168,3.33033154
-4.45122561,9.55381540,0.43658157,0.00385715,0.06840476,7.59121446,8.33926023,3.31708785
-4.44522261,9.52032008,0.43528359,0.00379667,0.06983318,7.56864915,8.37145026,3.29533312
-4.43921961,9.46711643,0.43406624,0.00373186,0.07126819,7.52777849,8.38329431,3.26564920
-4.43321661,9.39573154,0.43287518,0.00366340,0.07268792,7.47000925,8.37530885,3.22882497
-4.42721361,9.30800869,0.43165326,0.00359197,0.07406925,7.39704586,8.34823265,3.18582305
-4.42121061,9.20604072,0.43034299,0.00351825,0.07538852,7.31082659,8.30299384,3.13774187
-4.41520760,9.09210162,0.42888967,0.00344291,0.07662226,7.21345679,8.24067760,3.08577475
-4.40920460,8.96857856,0.42724468,0.00336660,0.07774803,7.10714151,8.16249572,3.03116773
-4.40320160,8.83790674,0.42536893,0.00328995,0.07874529,6.99412009,8.06975904,2.97517764
-4.39719860,8.70250821,0.42323613,0.00321355,0.07959622,6.87660459,7.96385310,2.91903176
-4.39119560,8.56473602,0.42083552,0.00313800,0.08028643,6.75672351,7.84621702,2.86389046
-4.38519260,8.42682393,0.41817404,0.00306383,0.08080562,6.63647192,7.71832499,2.81081373
-4.37918959,8.29084200,0.41527748,0.00299155,0.08114798,6.51766844,7.58166957,2.76073236
-4.37318659,8.15865765,0.41219058,0.00292165,0.08131248,6.40191951,7.43774574,2.71442434
-4.36718359,8.03190191,0.40897594,0.00285457,0.08130282,6.29059062,7.28803456,2.67249689
-4.36118059,7.91194032,0.40571171,0.00279070,0.08112731,6.18478438,7.13398559,2.63537399
-4.35517759,7.79984830,0.40248808,0.00273039,0.08079834,6.08532494,6.97699730,2.60328964
-4.34917459,7.69639075,0.39940271,0.00267390,0.08033181,5.99274859,6.81839539,2.57628646
-4.34317159,7.60200608,0.39655535,0.00262145,0.07974627,5.90730003,6.65940905,2.55421948
-4.33716858,7.51679524,0.39404189,0.00257315,0.07906199,5.82893443,6.50114621,2.53676482
-4.33116558,7.44051644,0.39194814,0.00252901,0.07829992,5.75732510,6.34456881,2.52343263
-4.32516258,7.37258658,0.39034377,0.00248897,0.07748062,5.69187696,6.19046979,2.51358429
-4.31915958,7.31209060,0.38927672,0.00245281,0.07662328,5.63174612,6.03945380,2.50645295
-4.31315658,7.25779968,0.38876850,0.00242025,0.07574473,5.57586559,5.89192339,2.50116728
-4.30715358,7.20819932,0.38881066,0.00239086,0.07485865,5.52297729,5.74807275,2.49677775
