energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.00008227,0.00002966,0.00000000,0.00000000,0.00001882,0.00003668,0.00001381
-5.99399700,0.00011226,0.00004048,0.00000000,0.00000000,0.00002568,0.00005005,0.00001884
-5.98799400,0.00015208,0.00005484,0.00000000,0.00000000,0.00003479,0.00006780,0.00002552
-5.98199100,0.00020456,0.00007376,0.00000000,0.00000000,0.00004679,0.00009120,0.00003433
-5.97598799,0.00027316,0.00009849,0.00000000,0.00000000,0.00006248,0.00012178,0.00004584
-5.96998499,0.00036215,0.00013058,0.00000000,0.00000000,0.00008284,0.00016146,0.00006077
-5.96398199,0.00047669,0.00017187,0.00000000,0.00000000,0.00010904,0.00021252,0.00007999
-5.95797899,0.00062294,0.00022461,0.00000000,0.00000000,0.00014249,0.00027772,0.00010454
-5.95197599,0.00080822,0.00029141,0.00000000,0.00000000,0.00018487,0.00036032,0.00013563
-5.94597299,0.00104107,0.00037537,0.00000000,0.00000000,0.00023813,0.00046414,0.00017471
-5.93996998,0.00133138,0.00048004,0.00000000,0.00000000,0.00030454,0.00059356,0.00022342
-5.93396698,0.00169042,0.00060950,0.00000000,0.00000000,0.00038666,0.00075363,0.00028367
-5.92796398,0.00213087,0.00076831,0.00000000,0.00000000,0.00048741,0.00095000,0.00035759
-5.92196098,0.00266679,0.00096154,0.00000000,0.00000000,0.00060999,0.00118892,0.00044752
-5.91595798,0.00331353,0.00119473,0.00000000,0.00000000,0.00075793,0.00147726,0.00055605
-5.90995498,0.00408754,0.00147381,0.00000000,0.00000000,0.00093497,0.00182233,0.00068594
-5.90395198,0.00500615,0.00180502,0.00000000,0.00000000,0.00114510,0.00223188,0.00084010
-5.89794897,0.00608718,0.00219479,0.00000000,0.00000000,0.00139237,0.00271382,0.00102151
-5.89194597,0.00734848,0.00264957,0.00000000,0.00000000,0.00168087,0.00327615,0.00123317
-5.88594297,0.00880743,0.00317561,0.00000000,0.00000000,0.00201459,0.00392659,0.00147800
-5.87993997,0.01048024,0.00377876,0.00000000,0.00000000,0.00239722,0.00467237,0.00175872
-5.87393697,0.01238120,0.00446417,0.00000000,0.00000000,0.00283204,0.00551987,0.00207773
-5.86793397,0.01452192,0.00523603,0.00000000,0.00000000,0.00332171,0.00647426,0.00243697
-5.86193097,0.01691047,0.00609724,0.00000000,0.00000000,0.00386806,0.00753914,0.00283780
-5.85592796,0.01955047,0.00704912,0.00000000,0.00000000,0.00447193,0.00871612,0.00328083
-5.84992496,0.02244030,0.00809108,0.00000000,0.00000000,0.00513294,0.01000448,0.00376578
-5.84392196,0.02557231,0.00922036,0.00000000,0.00000000,0.00584935,0.01140081,0.00429137
-5.83791896,0.02893219,0.01043180,0.00000000,0.00000000,0.00661788,0.01289874,0.00485520
-5.83191596,0.03249844,0.01171765,0.00000000,0.00000000,0.00743361,0.01448867,0.00545367
-5.82591296,0.03624213,0.01306747,0.00000000,0.00000000,0.00828994,0.01615770,0.00608191
-5.81990995,0.04012683,0.01446814,0.00000000,0.00000000,0.00917851,0.01788961,0.00673381
-5.81390695,0.04410887,0.01590391,0.00000000,0.00000000,0.01008936,0.01966491,0.00740205
