energy_ev,total_up,As_p_up,As_d_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up
-6.00000000,2.28025140,0.11831550,0.00000000,0.20428242,1.87733349,0.00847494,0.16572235
-5.99399700,2.23099571,0.11609753,0.00000000,0.20274812,1.83500890,0.00835359,0.16393452
-5.98799400,2.18057750,0.11399855,0.00000000,0.20131503,1.79168337,0.00823133,0.16195074
-5.98199100,2.13001880,0.11204334,0.00000000,0.20002001,1.74824611,0.00810984,0.15984005
-5.97598799,2.08035741,0.11025899,0.00000000,0.19890260,1.70559837,0.00799091,0.15767071
-5.96998499,2.03261531,0.10867338,0.00000000,0.19800265,1.66462712,0.00787633,0.15550772
-5.96398199,1.98776907,0.10731388,0.00000000,0.19735783,1.62618039,0.00776786,0.15341061
-5.95797899,1.94672329,0.10620614,0.00000000,0.19700141,1.59104536,0.00766722,0.15143129
-5.95197599,1.91028765,0.10537317,0.00000000,0.19696014,1.55992940,0.00757601,0.14961231
-5.94597299,1.87915844,0.10483462,0.00000000,0.19725242,1.53344492,0.00749570,0.14798547
-5.93996998,1.85390459,0.10460627,0.00000000,0.19788693,1.51209787,0.00742769,0.14657081
-5.93396698,1.83495858,0.10469976,0.00000000,0.19886162,1.49628029,0.00737325,0.14537622
-5.92796398,1.82261200,0.10512260,0.00000000,0.20016313,1.48626655,0.00733358,0.14439736
-5.92196098,1.81701543,0.10587821,0.00000000,0.20176676,1.48221305,0.00730984,0.14361827
-5.91595798,1.81818231,0.10696619,0.00000000,0.20363687,1.48416109,0.00730319,0.14301234
-5.90995498,1.82599600,0.10838265,0.00000000,0.20572774,1.49204212,0.00731480,0.14254373
-5.90395198,1.84021949,0.11012047,0.00000000,0.20798475,1.50568510,0.00734592,0.14216917
-5.89794897,1.86050687,0.11216972,0.00000000,0.21034595,1.52482513,0.00739786,0.14184005
-5.89194597,1.88641595,0.11451783,0.00000000,0.21274382,1.54911284,0.00747207,0.14150457
-5.88594297,1.91742127,0.11714980,0.00000000,0.21510720,1.57812410,0.00757006,0.14111010
-5.87993997,1.95292688,0.12004825,0.00000000,0.21736328,1.61136957,0.00769345,0.14060540
-5.87393697,1.99227858,0.12319336,0.00000000,0.21943948,1.64830370,0.00784385,0.13994274
-5.86793397,2.03477518,0.12656275,0.00000000,0.22126539,1.68833317,0.00802288,0.13907973
-5.86193097,2.07967877,0.13013120,0.00000000,0.22277433,1.73082465,0.00823201,0.13798091
-5.85592796,2.12622388,0.13387039,0.00000000,0.22390489,1.77511193,0.00847252,0.13661892
-5.84992496,2.17362589,0.13774858,0.00000000,0.22460208,1.82050267,0.00874533,0.13497529
-5.84392196,2.22108881,0.14173037,0.00000000,0.22481831,1.86628511,0.00905092,0.13304077
-5.83791896,2.26781291,0.14577649,0.00000000,0.22451405,1.91173486,0.00938916,0.13081536
-5.83191596,2.31300248,0.14984377,0.00000000,0.22365832,1.95612238,0.00975923,0.12830781
-5.82591296,2.35587420,0.15388525,0.00000000,0.22222893,1.99872113,0.01015949,0.12553499
-5.81990995,2.39566632,0.15785047,0.00000000,0.22021256,2.03881690,0.01058741,0.12252079
-5.81390695,2.43164891,0.16168605,0.00000000,0.21760470,2.07571824,0.01103954,0.11929502
-5.80790395,2.46313532,0.16533641,0.00000000,0.21440948,2.10876806,0.01151145,0.11589209
-5.80190095,2.48949462,0.16874479,0.00000000,0.21063942,2.13735631,0.01199782,0.11234964
-5.79589795,2.51016498,0.17185444,0.00000000,0.20631519,2.16093335,0.01249252,0.10870724
-5.78989495,2.52466745,0.17460997,0.00000000,0.20146521,2.17902374,0.01298869,0.10500521
-5.78389195,2.53261982,0.17695887,0.00000000,0.19612531,2.19123988,0.01347901,0.10128344
-5.77788894,2.53374977,0.17885305,0.00000000,0.19033831,2.19729497,0.01395588,0.09758055
-5.77188594,2.52790690,0.18025042,0.00000000,0.18415355,2.19701458,0.01441169,0.09393311
-5.76588294,2.51507268,0.18111647,0.00000000,0.17762637,2.19034641,0.01483916,0.09037511
-5.75987994,2.49536802,0.18142561,0.00000000,0.17081745,2.17736744,0.01523160,0.08693759
-5.75387694,2.46905758,0.18116246,0.00000000,0.16379217,2.15828813,0.01558327,0.08364852
-5.74787394,2.43655060,0.18032283,0.00000000,0.15661976,2.13345320,0.01588968,0.08053269
-5.74187094,2.39839770,0.17891445,0.00000000,0.14937240,2.10333878,0.01614785,0.07761186
-5.73586793,2.35528377,0.17695736,0.00000000,0.14212423,2.06854565,0.01635658,0.07490490
-5.72986493,2.30801663,0.17448397,0.00000000,0.13495026,2.02978893,0.01651660,0.07242800
-5.72386193,2.25751192,0.17153873,0.00000000,0.12792521,1.98788400,0.01663069,0.07019491
-5.71785893,2.20477439,0.16817746,0.00000000,0.12112234,1.94372932,0.01670375,0.06821714
-5.71185593,2.15087614,0.16446635,0.00000000,0.11461220,1.89828653,0.01674271,0.06650415
-5.70585293,2.09693251,0.16048052,0.00000000,0.10846154,1.85255827,0.01675642,0.06506348
-5.69984992,2.04407621,0.15630244,0.00000000,0.10273212,1.80756464,0.01675541,0.06390077
-5.69384692,1.99343061,0.15202002,0.00000000,0.09747974,1.76431888,0.01675164,0.06301978
-5.68784392,1.94608294,0.14772446,0.00000000,0.09275333,1.72380299,0.01675812,0.06242234
-5.68184092,1.90305839,0.14350812,0.00000000,0.08859414,1.68694426,0.01678846,0.06210819
-5.67583792,1.86529566,0.13946218,0.00000000,0.08503523,1.65459314,0.01685647,0.06207484
-5.66983492,1.83362497,0.13567439,0.00000000,0.08210096,1.62750344,0.01697566,0.06231743
-5.66383192,1.80874907,0.13222689,0.00000000,0.07980676,1.60631513,0.01715876,0.06282855
-5.65782891,1.79122770,0.12919414,0.00000000,0.07815908,1.59154046,0.01741723,0.06359810
-5.65182591,1.78146614,0.12664108,0.00000000,0.07715540,1.58355367,0.01776091,0.06461322
-5.64582291,1.77970784,0.12462159,0.00000000,0.07678451,1.58258444,0.01819754,0.06585828
-5.63981991,1.78603155,0.12317714,0.00000000,0.07702683,1.58871538,0.01873254,0.06731491
-5.63381691,1.80035259,0.12233593,0.00000000,0.07785489,1.60188328,0.01936873,0.06896220
-5.62781391,1.82242842,0.12211226,0.00000000,0.07923391,1.62188414,0.02010619,0.07077688
-5.62181091,1.85186790,0.12250637,0.00000000,0.08112238,1.64838165,0.02094224,0.07273370
-5.61580790,1.88814413,0.12350459,0.00000000,0.08347284,1.68091867,0.02187143,0.07480581
-5.60980490,1.93061010,0.12507993,0.00000000,0.08623258,1.71893136,0.02288572,0.07696524
-5.60380190,1.97851677,0.12719292,0.00000000,0.08934441,1.76176542,0.02397464,0.07918341
-5.59779890,2.03103296,0.12979288,0.00000000,0.09274756,1.80869382,0.02512566,0.08143173
-5.59179590,2.08726639,0.13281933,0.00000000,0.09637844,1.85893562,0.02632447,0.08368212
-5.58579290,2.14628529,0.13620374,0.00000000,0.10017162,1.91167520,0.02755546,0.08590759
-5.57978989,2.20714015,0.13987143,0.00000000,0.10406068,1.96608150,0.02880212,0.08808279
-5.57378689,2.26888493,0.14374357,0.00000000,0.10797922,2.02132678,0.03004754,0.09018444
-5.56778389,2.33059744,0.14773927,0.00000000,0.11186183,2.07660456,0.03127492,0.09219182
-5.56178089,2.39139856,0.15177773,0.00000000,0.11564514,2.13114636,0.03246804,0.09408710
-5.55577789,2.45046990,0.15578030,0.00000000,0.11926887,2.18423708,0.03361173,0.09585565
-5.54977489,2.50706984,0.15967251,0.00000000,0.12267694,2.23522885,0.03469234,0.09748628
-5.54377189,2.56054763,0.16338592,0.00000000,0.12581857,2.28355311,0.03569815,0.09897135
-5.53776888,2.61035573,0.16685987,0.00000000,0.12864933,2.32873105,0.03661976,0.10030694
-5.53176588,2.65606000,0.17004292,0.00000000,0.13113218,2.37038221,0.03745038,0.10149287
-5.52576288,2.69734793,0.17289414,0.00000000,0.13323847,2.40823130,0.03818610,0.10253270
-5.51975988,2.73403476,0.17538406,0.00000000,0.13494871,2.44211323,0.03882610,0.10343372
-5.51375688,2.76606734,0.17749530,0.00000000,0.13625334,2.47197621,0.03937272,0.10420688
-5.50775388,2.79352587,0.17922292,0.00000000,0.13715313,2.49788306,0.03983154,0.10486674
-5.50175088,2.81662308,0.18057437,0.00000000,0.13765952,2.52001040,0.04021133,0.10543131
-5.49574787,2.83570099,0.18156919,0.00000000,0.13779455,2.53864581,0.04052384,0.10592193
-5.48974487,2.85122482,0.18223818,0.00000000,0.13759053,2.55418273,0.04078364,0.10636305
-5.48374187,2.86377421,0.18262246,0.00000000,0.13708948,2.56711303,0.04100776,0.10678201
-5.47773887,2.87403126,0.18277198,0.00000000,0.13634209,2.57801694,0.04121523,0.10720871
-5.47173587,2.88276559,0.18274392,0.00000000,0.13540652,2.58755064,0.04142660,0.10767520
-5.46573287,2.89081626,0.18260074,0.00000000,0.13434678,2.59643100,0.04166333,0.10821516
-5.45972986,2.89907084,0.18240799,0.00000000,0.13323095,2.60541801,0.04194708,0.10886336
-5.45372686,2.90844159,0.18223210,0.00000000,0.13212912,2.61529476,0.04229903,0.10965486
-5.44772386,2.91983956,0.18213795,0.00000000,0.13111120,2.62684542,0.04273908,0.11062423
