energy_ev,total_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,0.63821540,0.23189520,0.27888501,0.00874698,0.11610803,0.26074867,0.00000000
-5.99399700,0.68478974,0.24936609,0.29963866,0.00950157,0.12511769,0.27923537,0.00000000
-5.98799400,0.73513236,0.26775047,0.32176609,0.01031796,0.13499156,0.29917006,0.00000000
-5.98199100,0.78871131,0.28682271,0.34500498,0.01119283,0.14565637,0.32031858,0.00000000
-5.97598799,0.84496013,0.30634171,0.36907455,0.01212218,0.15703647,0.34242946,0.00000000
-5.96998499,0.90329702,0.32605894,0.39368420,0.01310158,0.16905726,0.36524157,0.00000000
-5.96398199,0.96314476,0.34572695,0.41854256,0.01412621,0.18164865,0.38849214,0.00000000
-5.95797899,1.02395070,0.36510821,0.44336669,0.01519112,0.19474851,0.41192482,0.00000000
-5.95197599,1.08520584,0.38398391,0.46789112,0.01629128,0.20830581,0.43529737,0.00000000
-5.94597299,1.14646233,0.40216221,0.49187621,0.01742176,0.22228345,0.45838880,0.00000000
-5.93996998,1.20734853,0.41948572,0.51511559,0.01857779,0.23666054,0.48100549,0.00000000
-5.93396698,1.26758096,0.43583771,0.53744227,0.01975479,0.25143412,0.50298619,0.00000000
-5.92796398,1.32697262,0.45114689,0.55873319,0.02094847,0.26662004,0.52420556,0.00000000
-5.92196098,1.38543708,0.46539038,0.57891205,0.02215475,0.28225317,0.54457608,0.00000000
-5.91595798,1.44298838,0.47859476,0.59795012,0.02336977,0.29838661,0.56404843,0.00000000
-5.90995498,1.49973650,0.49083509,0.61586529,0.02458978,0.31509019,0.58261019,0.00000000
-5.90395198,1.55587874,0.50223192,0.63271916,0.02581113,0.33244800,0.60028298,0.00000000
-5.89794897,1.61168726,0.51294639,0.64861250,0.02703012,0.35055525,0.61711831,0.00000000
-5.89194597,1.66749349,0.52317358,0.66367926,0.02824296,0.36951445,0.63319233,0.00000000
-5.88594297,1.72367005,0.53313441,0.67807945,0.02944569,0.38943095,0.64859967,0.00000000
-5.87993997,1.78061089,0.54306641,0.69199120,0.03063409,0.41040826,0.66344691,0.00000000
-5.87393697,1.83871072,0.55321376,0.70560246,0.03180373,0.43254298,0.67784580,0.00000000
-5.86793397,1.89834442,0.56381700,0.71910255,0.03294990,0.45591985,0.69190667,0.00000000
-5.86193097,1.95984743,0.57510276,0.73267409,0.03406768,0.48060678,0.70573229,0.00000000
-5.85592796,2.02349773,0.58727413,0.74648552,0.03515200,0.50665044,0.71941242,0.00000000
-5.84992496,2.08950034,0.60050175,0.76068448,0.03619775,0.53407217,0.73301924,0.00000000
-5.84392196,2.15797466,0.61491630,0.77539228,0.03719990,0.56286480,0.74660389,0.00000000
-5.83791896,2.22894536,0.63060236,0.79069959,0.03815361,0.59299017,0.76019405,0.00000000
-5.83191596,2.30233685,0.64759418,0.80666346,0.03905444,0.62437781,0.77379267,0.00000000
-5.82591296,2.37797173,0.66587316,0.82330560,0.03989846,0.65692463,0.78737782,0.00000000
-5.81990995,2.45557316,0.68536751,0.84061209,0.04068243,0.69049585,0.80090358,0.00000000
-5.81390695,2.53477096,0.70595376,0.85853416,0.04140394,0.72492711,0.81430184,0.00000000
-5.80790395,2.61511132,0.72746021,0.87699021,0.04206151,0.76002784,0.82748489,0.00000000
-5.80190095,2.69606956,0.74967217,0.89586879,0.04265474,0.79558560,0.84034866,0.00000000
-5.79589795,2.77706553,0.77233870,0.91503231,0.04318436,0.83137147,0.85277645,0.00000000
-5.78989495,2.85748102,0.79518062,0.93432151,0.04365226,0.86714612,0.86464299,0.00000000
-5.78389195,2.93667825,0.81789944,0.95356024,0.04406153,0.90266637,0.87581863,0.00000000
-5.77788894,3.01401876,0.84018682,0.97256063,0.04441642,0.93769186,0.88617351,0.00000000
-5.77188594,3.08888169,0.86173414,0.99112813,0.04472225,0.97199153,0.89558162,0.00000000
-5.76588294,3.16068058,0.88224187,1.00906648,0.04498533,1.00534950,0.90392444,0.00000000
-5.75987994,3.22887772,0.90142814,1.02618226,0.04521276,1.03756991,0.91109415,0.00000000
-5.75387694,3.29299532,0.91903633,1.04228890,0.04541224,1.06848062,0.91699625,0.00000000
-5.74787394,3.35262271,0.93484123,1.05721000,0.04559179,1.09793517,0.92155138,0.00000000
-5.74187094,3.40741928,0.94865362,1.07078179,0.04575949,1.12581310,0.92469646,0.00000000
-5.73586793,3.45711279,0.96032296,1.08285472,0.04592306,1.15201841,0.92638485,0.00000000
-5.72986493,3.50149322,0.96973827,1.09329413,0.04608958,1.17647624,0.92658577,0.00000000
-5.72386193,3.54040261,0.97682720,1.10198007,0.04626500,1.19912796,0.92528292,0.00000000
-5.71785893,3.57372145,0.98155337,1.10880634,0.04645381,1.21992511,0.92247233,0.00000000
-5.71185593,3.60135287,0.98391232,1.11367898,0.04665863,1.23882234,0.91815976,0.00000000
-5.70585293,3.62320561,0.98392639,1.11651432,0.04687989,1.25577030,0.91235771,0.00000000
-5.69984992,3.63917737,0.98163885,1.11723695,0.04711553,1.27070861,0.90508236,0.00000000
-5.69384692,3.64913980,0.97710786,1.11577778,0.04736083,1.28355992,0.89635056,0.00000000
-5.68784392,3.65292669,0.97040053,1.11207256,0.04760830,1.29422534,0.88617727,0.00000000
