energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.87993997,1.15370022,-1.15370025,0.00671320,-0.00671320,0.00000000,-0.00000000,0.32755869,-0.32755871,0.28930356,-0.28930357,0.02011122,-0.02011122,0.09806236,-0.09806238,0.01714732,-0.01714732,0.62062506,-0.62062507
-5.87393697,1.12244969,-1.12244972,0.00674529,-0.00674529,0.00000000,-0.00000000,0.31417443,-0.31417445,0.27898414,-0.27898415,0.01941518,-0.01941518,0.08565740,-0.08565741,0.01681866,-0.01681867,0.61447561,-0.61447562
-5.86793397,1.09097228,-1.09097231,0.00675244,-0.00675244,0.00000000,-0.00000000,0.30149458,-0.30149459,0.26926920,-0.26926921,0.01866023,-0.01866023,0.07443146,-0.07443147,0.01643112,-0.01643112,0.60677596,-0.60677597
-5.86193097,1.05902532,-1.05902535,0.00673326,-0.00673326,0.00000000,-0.00000000,0.28942305,-0.28942307,0.26005002,-0.26005003,0.01785133,-0.01785133,0.06435571,-0.06435572,0.01598623,-0.01598623,0.59741990,-0.59741991
-5.85592796,1.02638700,-1.02638703,0.00668683,-0.00668683,0.00000000,-0.00000000,0.27785580,-0.27785581,0.25121270,-0.25121271,0.01699478,-0.01699478,0.05538405,-0.05538406,0.01548681,-0.01548681,0.58633515,-0.58633516
-5.84992496,0.99287235,-0.99287238,0.00661271,-0.00661271,0.00000000,-0.00000000,0.26668797,-0.26668798,0.24264465,-0.24264466,0.01609808,-0.01609808,0.04745727,-0.04745728,0.01493687,-0.01493687,0.57348834,-0.57348835
-5.84392196,0.95834657,-0.95834660,0.00651100,-0.00651100,0.00000000,-0.00000000,0.25582040,-0.25582041,0.23424056,-0.23424056,0.01516989,-0.01516989,0.04050705,-0.04050706,0.01434162,-0.01434162,0.55888844,-0.55888845
-5.83791896,0.92273539,-0.92273542,0.00638234,-0.00638234,0.00000000,-0.00000000,0.24516523,-0.24516524,0.22590759,-0.22590760,0.01421975,-0.01421975,0.03445967,-0.03445967,0.01370732,-0.01370732,0.54258863,-0.54258864
-5.83191596,0.88603236,-0.88603239,0.00622788,-0.00622788,0.00000000,-0.00000000,0.23465051,-0.23465051,0.21756975,-0.21756976,0.01325793,-0.01325793,0.02923934,-0.02923934,0.01304119,-0.01304119,0.52468664,-0.52468665
-5.82591296,0.84830307,-0.84830310,0.00604928,-0.00604928,0.00000000,-0.00000000,0.22422376,-0.22422377,0.20917122,-0.20917123,0.01229512,-0.01229512,0.02477117,-0.02477117,0.01235124,-0.01235124,0.50532366,-0.50532368
-5.81990995,0.80968660,-0.80968662,0.00584866,-0.00584866,0.00000000,-0.00000000,0.21385451,-0.21385452,0.20067880,-0.20067881,0.01134224,-0.01134224,0.02098368,-0.02098369,0.01164609,-0.01164609,0.48468211,-0.48468213
-5.81390695,0.77039453,-0.77039456,0.00562860,-0.00562860,0.00000000,-0.00000000,0.20353580,-0.20353581,0.19208346,-0.19208346,0.01041015,-0.01041015,0.01781087,-0.01781088,0.01093481,-0.01093481,0.46298236,-0.46298238
-5.80790395,0.73070805,-0.73070808,0.00539204,-0.00539204,0.00000000,-0.00000000,0.19328489,-0.19328490,0.18340094,-0.18340095,0.00950945,-0.00950945,0.01519392,-0.01519392,0.01022675,-0.01022675,0.44047884,-0.44047886
-5.80190095,0.69097353,-0.69097356,0.00514226,-0.00514226,0.00000000,-0.00000000,0.18314316,-0.18314317,0.17467182,-0.17467182,0.00865027,-0.00865027,0.01308250,-0.01308250,0.00953139,-0.00953139,0.41745567,-0.41745568
-5.79589795,0.65159723,-0.65159725,0.00488285,-0.00488285,0.00000000,-0.00000000,0.17317549,-0.17317550,0.16596082,-0.16596082,0.00784212,-0.00784212,0.01143582,-0.01143583,0.00885819,-0.00885819,0.39422218,-0.39422219
-5.78989495,0.61303955,-0.61303957,0.00461759,-0.00461759,0.00000000,-0.00000000,0.16346915,-0.16346916,0.15735579,-0.15735580,0.00709381,-0.00709381,0.01022342,-0.01022342,0.00821650,-0.00821650,0.37110855,-0.37110856
-5.78389195,0.57580930,-0.57580932,0.00435047,-0.00435047,0.00000000,-0.00000000,0.15413242,-0.15413243,0.14896635,-0.14896635,0.00641335,-0.00641335,0.00942567,-0.00942568,0.00761551,-0.00761551,0.34846175,-0.34846176
-5.77788894,0.54045823,-0.54045825,0.00408562,-0.00408562,0.00000000,-0.00000000,0.14529308,-0.14529308,0.14092229,-0.14092229,0.00580799,-0.00580799,0.00903427,-0.00903427,0.00706415,-0.00706415,0.32664194,-0.32664196
-5.77188594,0.50757619,-0.50757620,0.00382726,-0.00382726,0.00000000,-0.00000000,0.13709675,-0.13709675,0.13337200,-0.13337200,0.00528417,-0.00528417,0.00905243,-0.00905243,0.00657110,-0.00657110,0.30601949,-0.30601950
-5.76588294,0.47778688,-0.47778689,0.00357968,-0.00357968,0.00000000,-0.00000000,0.12970534,-0.12970535,0.12648081,-0.12648082,0.00484764,-0.00484764,0.00949503,-0.00949503,0.00614479,-0.00614479,0.28697252,-0.28697253
-5.75987994,0.45174430,-0.45174431,0.00334721,-0.00334721,0.00000000,-0.00000000,0.12329546,-0.12329546,0.12042943,-0.12042943,0.00450349,-0.00450349,0.01038865,-0.01038865,0.00579342,-0.00579342,0.26988509,-0.26988510
-5.75387694,0.43012965,-0.43012966,0.00313419,-0.00313419,0.00000000,-0.00000000,0.11805685,-0.11805685,0.11541232,-0.11541232,0.00425628,-0.00425628,0.01177140,-0.01177140,0.00552496,-0.00552496,0.25514580,-0.25514581
-5.74787394,0.41364843,-0.41364843,0.00294499,-0.00294499,0.00000000,-0.00000000,0.11419081,-0.11419081,0.11163621,-0.11163621,0.00411008,-0.00411008,0.01369261,-0.01369261,0.00534722,-0.00534722,0.24314675,-0.24314676
-5.74187094,0.40302739,-0.40302739,0.00278392,-0.00278392,0.00000000,-0.00000000,0.11190857,-0.11190857,0.10931848,-0.10931848,0.00406857,-0.00406857,0.01621226,-0.01621225,0.00526782,-0.00526782,0.23428258,-0.23428258
-5.73586793,0.39901088,-0.39901088,0.00265532,-0.00265532,0.00000000,-0.00000000,0.11142936,-0.11142936,0.10868534,-0.10868534,0.00413507,-0.00413507,0.01940017,-0.01940017,0.00529426,-0.00529426,0.22894937,-0.22894937
-5.72986493,0.40235611,-0.40235609,0.00256346,-0.00256346,0.00000000,-0.00000000,0.11297824,-0.11297824,0.10996983,-0.10996982,0.00431258,-0.00431258,0.02333485,-0.02333485,0.00543382,-0.00543382,0.22754313,-0.22754313
-5.72386193,0.41382663,-0.41382662,0.00251254,-0.00251254,0.00000000,-0.00000000,0.11678343,-0.11678343,0.11340931,-0.11340931,0.00460375,-0.00460375,0.02810189,-0.02810189,0.00569359,-0.00569359,0.23045764,-0.23045763
-5.71785893,0.43418389,-0.43418386,0.00250672,-0.00250672,0.00000000,-0.00000000,0.12307304,-0.12307303,0.11924249,-0.11924248,0.00501081,-0.00501081,0.03379200,-0.03379200,0.00608035,-0.00608035,0.23808122,-0.23808121
-5.71185593,0.46417595,-0.46417592,0.00254999,-0.00254999,0.00000000,-0.00000000,0.13207113,-0.13207112,0.12770563,-0.12770562,0.00553551,-0.00553550,0.04049851,-0.04049850,0.00660046,-0.00660045,0.25079240,-0.25079239
-5.70585293,0.50452349,-0.50452345,0.00264622,-0.00264622,0.00000000,-0.00000000,0.14399296,-0.14399295,0.13902811,-0.13902810,0.00617891,-0.00617891,0.04831436,-0.04831436,0.00725972,-0.00725972,0.26895411,-0.26895410
-5.69984992,0.55590256,-0.55590251,0.00279902,-0.00279902,0.00000000,-0.00000000,0.15903941,-0.15903940,0.15342700,-0.15342698,0.00694130,-0.00694130,0.05732870,-0.05732869,0.00806319,-0.00806319,0.29290632,-0.29290629
-5.69384692,0.61892423,-0.61892417,0.00301168,-0.00301168,0.00000000,-0.00000000,0.17739062,-0.17739060,0.17110080,-0.17110078,0.00782195,-0.00782195,0.06762288,-0.06762287,0.00901498,-0.00901498,0.32295708,-0.32295706
-5.68784392,0.69411133,-0.69411127,0.00328711,-0.00328711,0.00000000,-0.00000000,0.19919881,-0.19919879,0.19222238,-0.19222236,0.00881892,-0.00881892,0.07926620,-0.07926619,0.01011800,-0.01011800,0.35937212,-0.35937209
-5.68184092,0.78187273,-0.78187266,0.00362766,-0.00362766,0.00000000,-0.00000000,0.22458061,-0.22458059,0.21693109,-0.21693107,0.00992885,-0.00992885,0.09231134,-0.09231133,0.01137374,-0.01137374,0.40236295,-0.40236292
-5.67583792,0.88247578,-0.88247570,0.00403506,-0.00403506,0.00000000,-0.00000000,0.25360894,-0.25360892,0.24532442,-0.24532439,0.01114677,-0.01114677,0.10678966,-0.10678965,0.01278198,-0.01278198,0.45207400,-0.45207396
-5.66983492,0.99601797,-0.99601787,0.00451026,-0.00451026,0.00000000,-0.00000000,0.28630486,-0.28630484,0.27744933,-0.27744930,0.01246593,-0.01246593,0.12270656,-0.12270655,0.01434059,-0.01434059,0.50856906,-0.50856902
-5.66383192,1.12239891,-1.12239881,0.00505327,-0.00505327,0.00000000,-0.00000000,0.32262969,-0.32262966,0.31329372,-0.31329368,0.01387768,-0.01387768,0.14003712,-0.14003711,0.01604526,-0.01604525,0.57181769,-0.57181764
-5.65782891,1.26129406,-1.26129394,0.00566303,-0.00566303,0.00000000,-0.00000000,0.36247775,-0.36247772,0.35277832,-0.35277828,0.01537138,-0.01537138,0.15872228,-0.15872227,0.01788933,-0.01788933,0.64168206,-0.64168201
-5.65182591,1.41213157,-1.41213145,0.00633732,-0.00633732,0.00000000,-0.00000000,0.40567035,-0.40567032,0.39574952,-0.39574948,0.01693441,-0.01693441,0.17866566,-0.17866565,0.01986367,-0.01986367,0.71790515,-0.71790509
-5.64582291,1.57407402,-1.57407389,0.00707258,-0.00707258,0.00000000,-0.00000000,0.45195124,-0.45195121,0.44197366,-0.44197362,0.01855221,-0.01855221,0.19973147,-0.19973145,0.02195652,-0.02195652,0.80010086,-0.80010079
-5.63981991,1.74600635,-1.74600621,0.00786387,-0.00786387,0.00000000,-0.00000000,0.50098411,-0.50098408,0.49113312,-0.49113307,0.02020840,-0.02020840,0.22174351,-0.22174349,0.02415353,-0.02415353,0.88774700,-0.88774694
-5.63381691,1.92653162,-1.92653148,0.00870482,-0.00870482,0.00000000,-0.00000000,0.55235249,-0.55235246,0.54282479,-0.54282474,0.02188501,-0.02188501,0.24448567,-0.24448565,0.02643777,-0.02643777,0.98018176,-0.98018169
-5.62781391,2.11397569,-2.11397555,0.00958759,-0.00958759,0.00000000,-0.00000000,0.60556232,-0.60556229,0.59656125,-0.59656120,0.02356277,-0.02356277,0.26770385,-0.26770383,0.02878987,-0.02878987,1.07660427,-1.07660420
-5.62181091,2.30640168,-2.30640153,0.01050293,-0.01050293,0.00000000,-0.00000000,0.66004741,-0.66004738,0.65177494,-0.65177489,0.02522142,-0.02522142,0.29110950,-0.29110948,0.03118820,-0.03118820,1.17607993,-1.17607986
-5.61580790,2.50163484,-2.50163469,0.01144027,-0.01144027,0.00000000,-0.00000000,0.71517796,-0.71517793,0.70782547,-0.70782541,0.02684013,-0.02684013,0.31438480,-0.31438479,0.03360922,-0.03360922,1.27755069,-1.27755062
-5.60980490,2.69729770,-2.69729755,0.01238787,-0.01238787,0.00000000,-0.00000000,0.77027183,-0.77027181,0.76401012,-0.76401006,0.02839795,-0.02839795,0.33718933,-0.33718931,0.03602777,-0.03602777,1.37985036,-1.37985029
-5.60380190,2.89085510,-2.89085495,0.01333302,-0.01333302,0.00000000,-0.00000000,0.82460871,-0.82460868,0.81957740,-0.81957735,0.02987425,-0.02987425,0.35916804,-0.35916802,0.03841754,-0.03841754,1.48172502,-1.48172495
-5.59779890,3.07966794,-3.07966781,0.01426231,-0.01426231,0.00000000,-0.00000000,0.87744634,-0.87744632,0.87374334,-0.87374329,0.03124922,-0.03124922,0.37996043,-0.37996041,0.04075155,-0.04075155,1.58185781,-1.58185774
-5.59179590,3.26105428,-3.26105415,0.01516190,-0.01516190,0.00000000,-0.00000000,0.92803873,-0.92803871,0.92570997,-0.92570992,0.03250431,-0.03250431,0.39921044,-0.39921043,0.04300265,-0.04300265,1.67889778,-1.67889772
-5.58579290,3.43235545,-3.43235533,0.01601791,-0.01601791,0.00000000,-0.00000000,0.97565533,-0.97565531,0.97468554,-0.97468549,0.03362269,-0.03362269,0.41657681,-0.41657680,0.04514410,-0.04514410,1.77149158,-1.77149152
-5.57978989,3.59100501,-3.59100490,0.01681674,-0.01681674,0.00000000,-0.00000000,1.01960063,-1.01960061,1.01990550,-1.01990546,0.03458960,-0.03458960,0.43174336,-0.43174335,0.04715012,-0.04715012,1.85831705,-1.85831700
-5.57378689,3.73459774,-3.73459764,0.01754547,-0.01754547,0.00000000,-0.00000000,1.05923330,-1.05923329,1.06065367,-1.06065363,0.03539271,-0.03539271,0.44442892,-0.44442891,0.04899644,-0.04899644,1.93811739,-1.93811734
-5.56778389,3.86095571,-3.86095563,0.01819221,-0.01819221,0.00000000,-0.00000000,1.09398404,-1.09398403,1.09628244,-1.09628241,0.03602234,-0.03602234,0.45439624,-0.45439624,0.05066078,-0.05066078,2.00973446,-2.00973442
-5.56178089,3.96818882,-3.96818876,0.01874645,-0.01874645,0.00000000,-0.00000000,1.12337132,-1.12337132,1.12623136,-1.12623133,0.03647164,-0.03647164,0.46145976,-0.46145976,0.05212337,-0.05212337,2.07213989,-2.07213986
-5.55577789,4.05474693,-4.05474688,0.01919938,-0.01919938,0.00000000,-0.00000000,1.14701439,-1.14701439,1.15004314,-1.15004311,0.03673671,-0.03673671,0.46549159,-0.46549159,0.05336733,-0.05336733,2.12446265,-2.12446263
-5.54977489,4.11946145,-4.11946142,0.01954414,-0.01954414,0.00000000,-0.00000000,1.16464288,-1.16464289,1.16737642,-1.16737640,0.03681654,-0.03681654,0.46642559,-0.46642560,0.05437898,-0.05437898,2.16601175,-2.16601174
-5.54377189,4.16157448,-4.16157447,0.01977601,-0.01977601,0.00000000,-0.00000000,1.17610256,-1.17610258,1.17801475,-1.17801473,0.03671296,-0.03671296,0.46425941,-0.46425942,0.05514810,-0.05514810,2.19629330,-2.19629329
-5.53776888,4.18075427,-4.18075427,0.01989252,-0.01989252,0.00000000,-0.00000000,1.18135714,-1.18135716,1.18187128,-1.18187127,0.03643051,-0.03643051,0.45905416,-0.45905417,0.05566806,-0.05566806,2.21502097,-2.21502097
-5.53176588,4.17709648,-4.17709650,0.01989353,-0.01989353,0.00000000,-0.00000000,1.18048593,-1.18048595,1.17898913,-1.17898912,0.03597616,-0.03597616,0.45093201,-0.45093202,0.05593587,-0.05593587,2.22211966,-2.22211968
-5.52576288,4.15111135,-4.15111139,0.01978112,-0.01978112,0.00000000,-0.00000000,1.17367766,-1.17367769,1.16953738,-1.16953738,0.03535911,-0.03535911,0.44007167,-0.44007169,0.05595213,-0.05595213,2.21772219,-2.21772222
-5.51975988,4.10369765,-4.10369771,0.01955954,-0.01955954,0.00000000,-0.00000000,1.16122084,-1.16122087,1.15380295,-1.15380296,0.03459043,-0.03459043,0.42670205,-0.42670206,0.05572087,-0.05572087,2.20215936,-2.20215939
-5.51375688,4.03610489,-4.03610497,0.01923500,-0.01923500,0.00000000,-0.00000000,1.14349109,-1.14349112,1.13217883,-1.13217884,0.03368275,-0.03368275,0.41109433,-0.41109434,0.05524936,-0.05524936,2.17594403,-2.17594406
-5.50775388,3.94988587,-3.94988595,0.01881542,-0.01881542,0.00000000,-0.00000000,1.12093635,-1.12093638,1.10514931,-1.10514933,0.03264992,-0.03264992,0.39355297,-0.39355298,0.05454779,-0.05454779,2.13975013,-2.13975018
-5.50175088,3.84684192,-3.84684202,0.01831011,-0.01831011,0.00000000,-0.00000000,1.09406054,-1.09406057,1.07327290,-1.07327292,0.03150667,-0.03150667,0.37440593,-0.37440594,0.05362892,-0.05362892,2.09438777,-2.09438782
-5.49574787,3.72896373,-3.72896384,0.01772951,-0.01772951,0.00000000,-0.00000000,1.06340671,-1.06340674,1.03716388,-1.03716390,0.03026830,-0.03026830,0.35399456,-0.35399458,0.05250772,-0.05250772,2.04077565,-2.04077571
-5.48974487,3.59837039,-3.59837050,0.01708477,-0.01708477,0.00000000,-0.00000000,1.02954034,-1.02954038,0.99747318,-0.99747320,0.02895035,-0.02895035,0.33266372,-0.33266373,0.05120094,-0.05120094,1.97991231,-1.97991237
-5.48374187,3.45724946,-3.45724959,0.01638746,-0.01638746,0.00000000,-0.00000000,0.99303369,-0.99303373,0.95486964,-0.95486967,0.02756836,-0.02756837,0.31075229,-0.31075231,0.04972670,-0.04972670,1.91284746,-1.91284752
-5.47773887,3.30780066,-3.30780078,0.01564922,-0.01564922,0.00000000,-0.00000000,0.95445172,-0.95445176,0.91002231,-0.91002234,0.02613761,-0.02613762,0.28858472,-0.28858474,0.04810408,-0.04810408,1.84065469,-1.84065475
-5.47173587,3.15218502,-3.15218514,0.01488146,-0.01488146,0.00000000,-0.00000000,0.91434026,-0.91434029,0.86358438,-0.86358441,0.02467292,-0.02467292,0.26646360,-0.26646362,0.04635274,-0.04635274,1.76440658,-1.76440665
-5.46573287,2.99248152,-2.99248165,0.01409512,-0.01409512,0.00000000,-0.00000000,0.87321667,-0.87321670,0.81617948,-0.81617952,0.02318844,-0.02318845,0.24466367,-0.24466368,0.04449256,-0.04449256,1.68515322,-1.68515328
-5.45972986,2.83065201,-2.83065214,0.01330043,-0.01330043,0.00000000,-0.00000000,0.83156319,-0.83156322,0.76839053,-0.76839057,0.02169760,-0.02169760,0.22342732,-0.22342734,0.04254334,-0.04254334,1.60390446,-1.60390452
-5.45372686,2.66851504,-2.66851517,0.01250678,-0.01250678,0.00000000,-0.00000000,0.78982297,-0.78982301,0.72075136,-0.72075139,0.02021289,-0.02021289,0.20296162,-0.20296164,0.04052451,-0.04052451,1.52161647,-1.52161654
-5.44772386,2.50772863,-2.50772875,0.01172259,-0.01172259,0.00000000,-0.00000000,0.74839863,-0.74839866,0.67374117,-0.67374120,0.01874585,-0.01874586,0.18343680,-0.18343681,0.03845494,-0.03845494,1.43918242,-1.43918249
-5.44172086,2.34978130,-2.34978142,0.01095527,-0.01095527,0.00000000,-0.00000000,0.70765292,-0.70765295,0.62778169,-0.62778172,0.01730697,-0.01730697,0.16498619,-0.16498621,0.03635272,-0.03635272,1.35742704,-1.35742711
-5.43571786,2.19599057,-2.19599069,0.01021121,-0.01021121,0.00000000,-0.00000000,0.66791123,-0.66791126,0.58323666,-0.58323669,0.01590565,-0.01590565,0.14770738,-0.14770740,0.03423505,-0.03423505,1.27710468,-1.27710474
-5.42971486,2.04750744,-2.04750754,0.00949579,-0.00949579,0.00000000,-0.00000000,0.62946521,-0.62946524,0.54041343,-0.54041346,0.01455016,-0.01455016,0.13166436,-0.13166438,0.03211813,-0.03211813,1.19890008,-1.19890014
-5.42371186,1.90532540,-1.90532550,0.00881348,-0.00881348,0.00000000,-0.00000000,0.59257713,-0.59257716,0.49956607,-0.49956609,0.01324767,-0.01324767,0.11689056,-0.11689057,0.03001707,-0.03001707,1.12343124,-1.12343130
-5.41770885,1.77029254,-1.77029263,0.00816789,-0.00816789,0.00000000,-0.00000000,0.55748435,-0.55748437,0.46089964,-0.46089967,0.01200419,-0.01200419,0.10339239,-0.10339240,0.02794589,-0.02794589,1.05125342,-1.05125347
-5.41170585,1.64312495,-1.64312503,0.00756188,-0.00756188,0.00000000,-0.00000000,0.52440338,-0.52440340,0.42457513,-0.42457516,0.01082460,-0.01082460,0.09115320,-0.09115321,0.02591741,-0.02591741,0.98286358,-0.98286363
-5.40570285,1.52442014,-1.52442022,0.00699766,-0.00699766,0.00000000,-0.00000000,0.49353326,-0.49353328,0.39071455,-0.39071457,0.00971270,-0.00971270,0.08013731,-0.08013732,0.02394329,-0.02394330,0.91870460,-0.91870464
-5.39969985,1.41466933,-1.41466941,0.00647689,-0.00647689,0.00000000,-0.00000000,0.46505771,-0.46505772,0.35940590,-0.35940592,0.00867120,-0.00867120,0.07029403,-0.07029404,0.02203400,-0.02203400,0.85916855,-0.85916858
-5.39369685,1.31426755,-1.31426761,0.00600073,-0.00600073,0.00000000,-0.00000000,0.43914603,-0.43914604,0.33070770,-0.33070772,0.00770178,-0.00770178,0.06156144,-0.06156145,0.02019875,-0.02019875,0.80459873,-0.80459876
-5.38769385,1.22352110,-1.22352116,0.00556998,-0.00556998,0.00000000,-0.00000000,0.41595268,-0.41595269,0.30465278,-0.30465280,0.00680514,-0.00680514,0.05386989,-0.05386990,0.01844556,-0.01844556,0.75529021,-0.75529024
-5.38169085,1.14265215,-1.14265219,0.00518506,-0.00518506,0.00000000,-0.00000000,0.39561544,-0.39561544,0.28125136,-0.28125137,0.00598111,-0.00598111,0.04714501,-0.04714502,0.01678119,-0.01678119,0.71148875,-0.71148877
-5.37568784,1.07180041,-1.07180045,0.00484611,-0.00484611,0.00000000,-0.00000000,0.37825250,-0.37825250,0.26049322,-0.26049324,0.00522864,-0.00522864,0.04131035,-0.04131035,0.01521114,-0.01521114,0.67338833,-0.67338835
-5.36968484,1.01102244,-1.01102248,0.00455294,-0.00455294,0.00000000,-0.00000000,0.36395865,-0.36395865,0.24234920,-0.24234921,0.00454597,-0.00454597,0.03628942,-0.03628943,0.01373967,-0.01373967,0.64112753,-0.64112754
-5.36368184,0.96028907,-0.96028909,0.00430513,-0.00430513,0.00000000,-0.00000000,0.35280092,-0.35280092,0.22677196,-0.22677197,0.00393068,-0.00393068,0.03200742,-0.03200742,0.01236977,-0.01236977,0.61478520,-0.61478521
-5.35767884,0.91948172,-0.91948174,0.00410192,-0.00410192,0.00000000,-0.00000000,0.34481410,-0.34481410,0.21369630,-0.21369631,0.00337983,-0.00337983,0.02839237,-0.02839237,0.01110318,-0.01110318,0.59437594,-0.59437595
-5.35167584,0.88838862,-0.88838863,0.00394227,-0.00394227,0.00000000,-0.00000000,0.33999649,-0.33999649,0.20303918,-0.20303919,0.00288999,-0.00288999,0.02537599,-0.02537599,0.00994043,-0.00994043,0.57984594,-0.57984595
-5.34567284,0.86670169,-0.86670169,0.00382484,-0.00382484,0.00000000,-0.00000000,0.33830637,-0.33830637,0.19469968,-0.19469969,0.00245744,-0.00245744,0.02289416,-0.02289416,0.00888089,-0.00888089,0.57106976,-0.57106976
