energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.66983492,2.31695101,-2.31730183,0.00617213,-0.00616954,0.39265185,-0.39281595,0.10757907,-0.10757957,1.10874696,-1.10899770,0.75727592,-0.75744469,0.02304973,-0.02304518,0.91622570,-0.91623427
-5.66383192,2.33478231,-2.33507153,0.00539637,-0.00539404,0.40620241,-0.40635489,0.10512801,-0.10512486,1.13141976,-1.13162275,0.77147129,-0.77162631,0.02171638,-0.02171196,0.90812794,-0.90811266
-5.65782891,2.34738600,-2.34760599,0.00469839,-0.00469631,0.41833444,-0.41847326,0.10245305,-0.10244622,1.14891194,-1.14906230,0.78459261,-0.78473154,0.02049356,-0.02048921,0.89849515,-0.89845389
-5.65182591,2.35386229,-2.35400657,0.00407518,-0.00407333,0.42884714,-0.42897050,0.09954405,-0.09953357,1.16071162,-1.16080540,0.79635324,-0.79647400,0.01936917,-0.01936483,0.88703347,-0.88696449
-5.64582291,2.35344637,-2.35350995,0.00352270,-0.00352106,0.43757350,-0.43767994,0.09639756,-0.09638352,1.16641943,-1.16645378,0.80650052,-0.80660143,0.01833017,-0.01832577,0.87349078,-0.87339285
-5.63981991,2.34554593,-2.34552552,0.00303621,-0.00303477,0.44438743,-0.44447586,0.09301742,-0.09299998,1.16576416,-1.16573740,0.81482902,-0.81490887,0.01736327,-0.01735875,0.85767052,-0.85754298
-5.63381691,2.32977231,-2.32966659,0.00261048,-0.00260922,0.44920959,-0.44927938,0.08941508,-0.08939445,1.15861402,-1.15852576,0.82119236,-0.82125053,0.01645555,-0.01645087,0.83944288,-0.83928571
-5.62781391,2.30596383,-2.30577355,0.00224002,-0.00223891,0.45201180,-0.45206278,0.08560967,-0.08558612,1.14498319,-1.14483434,0.82551311,-0.82554962,0.01559504,-0.01559016,0.81875313,-0.81856701
-5.62181091,2.27420014,-2.27392822,0.00191926,-0.00191829,0.45281959,-0.45285210,0.08162774,-0.08160160,1.12503331,-1.12482607,0.82778998,-0.82780553,0.01477110,-0.01476600,0.79562660,-0.79541285
-5.61580790,2.23480700,-2.23445843,0.00164275,-0.00164190,0.45171289,-0.45172775,0.07750280,-0.07747443,1.09906976,-1.09880758,0.82810208,-0.82809810,0.01397477,-0.01396943,0.77017011,-0.76993076
-5.60980490,2.18835107,-2.18793290,0.00140524,-0.00140449,0.44882466,-0.44882317,0.07327452,-0.07324434,1.06753314,-1.06722059,0.82660976,-0.82658839,0.01319890,-0.01319334,0.74257008,-0.74230778
-5.60380190,2.13562518,-2.13514628,0.00120181,-0.00120115,0.44433748,-0.44432139,0.06898784,-0.06895628,1.03098607,-1.03062873,0.82355194,-0.82351594,0.01243831,-0.01243253,0.71308733,-0.71280526
-5.59779890,2.07762457,-2.07709539,0.00102791,-0.00102733,0.43847831,-0.43844976,0.06469181,-0.06465933,0.99009619,-0.98970047,0.81923976,-0.81919250,0.01168970,-0.01168374,0.68204888,-0.68175071
-5.59179590,2.01551515,-2.01494739,0.00087945,-0.00087893,0.43151146,-0.43147290,0.06043838,-0.06040543,0.94561596,-0.94518889,0.81404694,-0.81399226,0.01095160,-0.01094549,0.64983740,-0.64952715
-5.58579290,1.95059531,-1.95000157,0.00075274,-0.00075228,0.42373006,-0.42368418,0.05628112,-0.05624815,0.89836017,-0.89790922,0.80839697,-0.80833906,0.01022413,-0.01021793,0.61687866,-0.61656059
-5.57978989,1.88425289,-1.88364625,0.00064457,-0.00064416,0.41544649,-0.41539612,0.05227391,-0.05224136,0.84918220,-0.84871505,0.80274770,-0.80269094,0.00950882,-0.00950258,0.58362769,-0.58330616
-5.57378689,1.81791914,-1.81731275,0.00055214,-0.00055177,0.40698197,-0.40693002,0.04846970,-0.04843799,0.79894992,-0.79847424,0.79757400,-0.79752283,0.00880832,-0.00880209,0.55055427,-0.55023365
-5.56778389,1.75302165,-1.75242832,0.00047304,-0.00047270,0.39865596,-0.39860525,0.04491931,-0.04488883,0.74852218,-0.74804542,0.79334919,-0.79330789,0.00812610,-0.00811993,0.51812838,-0.51781287
-5.56178089,1.69093824,-1.69037004,0.00040523,-0.00040492,0.39077552,-0.39072877,0.04167035,-0.04164143,0.69872671,-0.69825593,0.79052612,-0.79049867,0.00746618,-0.00746014,0.48680614,-0.48649972
-5.55577789,1.63295358,-1.63242146,0.00034698,-0.00034671,0.38362544,-0.38358511,0.03876621,-0.03873916,0.65034024,-0.64988195,0.78951866,-0.78950858,0.00683284,-0.00682697,0.45701687,-0.45672316
-5.54977489,1.58022025,-1.57973375,0.00029687,-0.00029662,0.37745912,-0.37742737,0.03624528,-0.03622034,0.60407133,-0.60363135,0.79068466,-0.79069484,0.00623035,-0.00622471,0.42915160,-0.42887378
-5.54377189,1.53372566,-1.53329266,0.00025369,-0.00025347,0.37249096,-0.37246959,0.03414017,-0.03411756,0.56054637,-0.56012970,0.79431100,-0.79434362,0.00566279,-0.00565742,0.40355339,-0.40329415
-5.53776888,1.49426595,-1.49389246,0.00021647,-0.00021626,0.36889031,-0.36888066,0.03247718,-0.03245705,0.52029894,-0.51990974,0.80060153,-0.80065793,0.00513381,-0.00512875,0.38050972,-0.38027120
-5.53176588,1.46242756,-1.46211763,0.00018438,-0.00018419,0.36677718,-0.36678016,0.03127581,-0.03125825,0.48376272,-0.48340424,0.80966850,-0.80974915,0.00464652,-0.00464181,0.36024703,-0.36003081
-5.52576288,1.43857696,-1.43833265,0.00015675,-0.00015659,0.36622008,-0.36623612,0.03054838,-0.03053345,0.45126773,-0.45094232,0.82152779,-0.82163224,0.00420337,-0.00419902,0.34292750,-0.34273460
-5.51975988,1.42285850,-1.42267992,0.00013305,-0.00013291,0.36723567,-0.36726474,0.03029984,-0.03028755,0.42303982,-0.42274895,0.83609822,-0.83622515,0.00380610,-0.00380212,0.32864791,-0.32847877
-5.51375688,1.41520002,-1.41508544,0.00011283,-0.00011270,0.36979045,-0.36983208,0.03052759,-0.03051791,0.39920300,-0.39894729,0.85320487,-0.85335212,0.00345568,-0.00345209,0.31744049,-0.31729505
-5.50775388,1.41532564,-1.41527162,0.00009573,-0.00009562,0.37380417,-0.37385747,0.03122143,-0.03121429,0.37978430,-0.37956362,0.87258624,-0.87275092,0.00315238,-0.00314917,0.30927569,-0.30915341
-5.50175088,1.42277469,-1.42277636,0.00008147,-0.00008138,0.37915471,-0.37921846,0.03236365,-0.03235894,0.36472072,-0.36453425,0.89390477,-0.89408334,0.00289577,-0.00289294,0.30406634,-0.30396626
-5.49574787,1.43692574,-1.43697701,0.00006987,-0.00006979,0.38568425,-0.38575693,0.03392919,-0.03392677,0.35386779,-0.35371411,0.91676012,-0.91694856,0.00268481,-0.00268234,0.30167331,-0.30159411
-5.48974487,1.45702439,-1.45711824,0.00006080,-0.00006072,0.39320624,-0.39328610,0.03588598,-0.03588570,0.34700937,-0.34688657,0.94070453,-0.94089849,0.00251793,-0.00251581,0.30191212,-0.30185220
-5.48374187,1.48221346,-1.48234222,0.00005420,-0.00005414,0.40151287,-0.40159800,0.03819541,-0.03819708,0.34386820,-0.34377398,0.96525941,-0.96545435,0.00239316,-0.00239138,0.30456038,-0.30451792
-5.47773887,1.51156422,-1.51171987,0.00005014,-0.00005009,0.41038262,-0.41047103,0.04081295,-0.04081636,0.34411696,-0.34404872,0.98993223,-0.99012358,0.00230827,-0.00230679,0.30936578,-0.30933880
-5.47173587,1.54410750,-1.54428190,0.00004875,-0.00004871,0.41958759,-0.41967728,0.04368897,-0.04369392,0.34738942,-0.34734436,1.01423298,-1.01441630,0.00226086,-0.00225967,0.31605440,-0.31604085
-5.46573287,1.57886334,-1.57904850,0.00005029,-0.00005027,0.42890026,-0.42898927,0.04676978,-0.04677604,0.35329149,-0.35326668,1.03768935,-1.03786046,0.00224856,-0.00224763,0.32433919,-0.32433698
-5.45972986,1.61486843,-1.61505670,0.00005517,-0.00005515,0.43809941,-0.43818584,0.04999876,-0.05000611,0.36141192,-0.36140439,1.05986004,-1.06001511,0.00226917,-0.00226848,0.33392830,-0.33393537
-5.45372686,1.65120048,-1.65138473,0.00006392,-0.00006392,0.44697502,-0.44705714,0.05331780,-0.05332601,0.37133256,-0.37133936,1.08034564,-1.08048129,0.00232083,-0.00232035,0.34453324,-0.34454763
-5.44772386,1.68699909,-1.68717281,0.00007730,-0.00007731,0.45533219,-0.45540840,0.05666874,-0.05667760,0.38263795,-0.38265619,1.09879687,-1.09891023,0.00240217,-0.00240188,0.35587671,-0.35589654
-5.44172086,1.72148285,-1.72164028,0.00009625,-0.00009627,0.46299380,-0.46306270,0.05999504,-0.06000434,0.39492426,-0.39495118,1.11492000,-1.11500874,0.00251247,-0.00251236,0.36769980,-0.36772334
-5.43571786,1.75396264,-1.75409877,0.00012196,-0.00012201,0.46980226,-0.46986261,0.06324345,-0.06325299,0.40780736,-0.40784037,1.12847960,-1.12854191,0.00265187,-0.00265192,0.37976868,-0.37979436
-5.42971486,1.78385128,-1.78396189,0.00015592,-0.00015598,0.47562027,-0.47567103,0.06636569,-0.06637529,0.42093015,-0.42096683,1.13929885,-1.13933346,0.00282145,-0.00282165,0.39188043,-0.39190687
-5.42371186,1.81066987,-1.81075154,0.00019990,-0.00019998,0.48033091,-0.48037121,0.06932001,-0.06932952,0.43396877,-0.43400689,1.14725781,-1.14726393,0.00302343,-0.00302377,0.40386805,-0.40389405
-5.41770885,1.83405124,-1.83410128,0.00025602,-0.00025613,0.48383717,-0.48386631,0.07207270,-0.07208198,0.44663791,-0.44667550,1.15229024,-1.15226751,0.00326127,-0.00326174,0.41560443,-0.41562899
-5.41170585,1.85374081,-1.85375724,0.00032679,-0.00032692,0.48606127,-0.48607873,0.07459925,-0.07460820,0.45869499,-0.45873030,1.15437936,-1.15432785,0.00353976,-0.00354036,0.42700518,-0.42702750
-5.40570285,1.86959562,-1.86957714,0.00041508,-0.00041525,0.48694387,-0.48694926,0.07688530,-0.07689385,0.46994312,-0.46997463,1.15355336,-1.15347345,0.00386511,-0.00386586,0.43803027,-0.43804972
-5.39969985,1.88158158,-1.88152750,0.00052419,-0.00052440,0.48644345,-0.48643653,0.07892717,-0.07893526,0.48023282,-0.48025926,1.14988087,-1.14977326,0.00424498,-0.00424587,0.44868427,-0.44870043
-5.39369685,1.88976953,-1.88967974,0.00065783,-0.00065808,0.48453594,-0.48451660,0.08073199,-0.08073961,0.48946243,-0.48948280,1.14346705,-1.14333268,0.00468845,-0.00468949,0.45901525,-0.45902784
-5.38769385,1.89433012,-1.89420509,0.00082007,-0.00082037,0.48121478,-0.48118304,0.08231740,-0.08232457,0.49757721,-0.49759075,1.13445043,-1.13429049,0.00520591,-0.00520713,0.46911214,-0.46912109
-5.38169085,1.89552780,-1.89536852,0.00101537,-0.00101573,0.47649125,-0.47644730,0.08371078,-0.08371753,0.50456706,-0.50457327,1.12300075,-1.12281666,0.00580901,-0.00581042,0.47910075,-0.47910610
-5.37568784,1.89371372,-1.89352173,0.00124849,-0.00124892,0.47039535,-0.47033951,0.08494801,-0.08495440,0.51046303,-0.51046163,1.10931769,-1.10911107,0.00651037,-0.00651199,0.48913824,-0.48914020
-5.36968484,1.88931766,-1.88909502,0.00152442,-0.00152493,0.46297674,-0.46290948,0.08607187,-0.08607798,0.51533253,-0.51532352,1.09363039,-1.09340311,0.00732332,-0.00732518,0.49940637,-0.49940526
-5.36368184,1.88283869,-1.88258800,0.00184826,-0.00184885,0.45430592,-0.45422791,0.08713008,-0.08713600,0.51927371,-0.51925727,1.07619755,-1.07595171,0.00826158,-0.00826369,0.51010355,-0.51009981
-5.35767884,1.87483451,-1.87455890,0.00222511,-0.00222580,0.44447532,-0.44438742,0.08817300,-0.08817884,0.52240881,-0.52238536,1.05730759,-1.05704558,0.00933876,-0.00934116,0.52143595,-0.52143008
-5.35167584,1.86590939,-1.86561253,0.00265990,-0.00266068,0.43360013,-0.43350339,0.08925130,-0.08925715,0.52487709,-0.52484724,1.03727869,-1.03700316,0.01056790,-0.01057060,0.53360791,-0.53360050
-5.34567284,1.85670056,-1.85638664,0.00315717,-0.00315805,0.42181867,-0.42171434,0.09041339,-0.09041936,0.52682742,-0.52679195,1.01645807,-1.01617200,0.01196089,-0.01196392,0.54681201,-0.54680368
-5.33966983,1.84786327,-1.84753694,0.00372092,-0.00372190,0.40929213,-0.40918169,0.09170308,-0.09170925,0.52841085,-0.52837071,0.99522032,-0.99492699,0.01352785,-0.01353122,0.56121917,-0.56121056
-5.33366683,1.84005452,-1.83972090,0.00435430,-0.00435539,0.39620362,-0.39608875,0.09315724,-0.09316370,0.52977359,-0.52972982,0.97396441,-0.97366738,0.01527649,-0.01528021,0.57696909,-0.57696086
-5.32766383,1.83391597,-1.83358055,0.00505945,-0.00506065,0.38275626,-0.38263882,0.09480390,-0.09481070,0.53105050,-0.53100427,0.95310912,-0.95281223,0.01721143,-0.01721551,0.59416157,-0.59415432
-5.32166083,1.83005629,-1.82972485,0.00583719,-0.00583850,0.36917044,-0.36905246,0.09666056,-0.09666774,0.53235958,-0.53231211,0.93308694,-0.93279428,0.01933359,-0.01933803,0.61284888,-0.61284321
-5.31565783,1.82903366,-1.82871214,0.00668684,-0.00668824,0.35568015,-0.35556381,0.09873312,-0.09874069,0.53379748,-0.53375002,0.91433642,-0.91405224,0.02163960,-0.02164438,0.63302984,-0.63302624
-5.30965483,1.83133885,-1.83103330,0.00760595,-0.00760744,0.34252857,-0.34241611,0.10101518,-0.10102314,0.53543630,-0.53539011,0.89729310,-0.89702177,0.02412127,-0.02412637,0.65464560,-0.65464451
-5.30365183,1.83737978,-1.83709617,0.00859018,-0.00859174,0.32996282,-0.32985656,0.10348806,-0.10349638,0.53732173,-0.53727805,0.88237944,-0.88212533,0.02676519,-0.02677058,0.67757764,-0.67757940
-5.29764882,1.84746797,-1.84721205,0.00963313,-0.00963474,0.31822834,-0.31813058,0.10612124,-0.10612986,0.53947255,-0.53943255,0.86999399,-0.86976140,0.02955250,-0.02955814,0.70164798,-0.70165280
-5.29164582,1.86180764,-1.86158484,0.01072626,-0.01072791,0.30756277,-0.30747575,0.10887345,-0.10888231,0.54188141,-0.54184618,0.86050035,-0.86029338,0.03245878,-0.03246462,0.72662171,-0.72662972
-5.28564282,1.88048796,-1.88030321,0.01185893,-0.01186059,0.29818982,-0.29811564,0.11169423,-0.11170326,0.54451670,-0.54448721,0.85421635,-0.85403881,0.03545416,-0.03546013,0.75221193,-0.75222315
-5.27963982,1.90347873,-1.90333633,0.01301845,-0.01302010,0.29031312,-0.29025370,0.11452601,-0.11453511,0.54732546,-0.54730256,0.85140387,-0.85125916,0.03850365,-0.03850968,0.77808680,-0.77810112
-5.27363682,1.93062985,-1.93053336,0.01419024,-0.01419184,0.28411045,-0.28406749,0.11730641,-0.11731550,0.55023694,-0.55022131,0.85225996,-0.85215095,0.04156766,-0.04157367,0.80387850,-0.80389575
-5.26763382,1.96167457,-1.96162670,0.01535808,-0.01535959,0.27972846,-0.27970336,0.11997096,-0.11997996,0.55316657,-0.55315873,0.85690938,-0.85683836,0.04460276,-0.04460867,0.82919399,-0.82921388
-5.26163082,1.99623645,-1.99623895,0.01650444,-0.01650584,0.27727812,-0.27727192,0.12245587,-0.12246471,0.55602019,-0.55602047,0.86539916,-0.86536769,0.04756263,-0.04756835,0.85362682,-0.85364900
