energy_ev,total_up,Ir_p_up,Ir_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.59179590,2.64874206,0.77762905,1.19574989,0.10655014,0.00278713,0.66167180,0.01475350,0.44542182
-5.58579290,2.64546514,0.77793051,1.18385784,0.10647243,0.00310143,0.65752719,0.01557236,0.45691318
-5.57978989,2.64464443,0.77927168,1.17224583,0.10649698,0.00343678,0.65412458,0.01649320,0.46943201
-5.57378689,2.64672714,0.78177609,1.16116998,0.10664634,0.00379162,0.65159540,0.01751572,0.48299757
-5.56778389,2.65201012,0.78551357,1.15083773,0.10693570,0.00416390,0.65002882,0.01863700,0.49759245
-5.56178089,2.66063450,0.79049835,1.14140631,0.10737227,0.00455094,0.64947073,0.01985141,0.51316032
-5.55577789,2.67258413,0.79668859,1.13298240,0.10795502,0.00494954,0.64992362,0.02115057,0.52960476
-5.54977489,2.68768774,0.80398728,1.12562275,0.10867465,0.00535596,0.65134766,0.02252342,0.54678901
-5.54377189,2.70562514,0.81224463,1.11933599,0.10951386,0.00576594,0.65366265,0.02395632,0.56453702
-5.53776888,2.72593735,0.82126196,1.11408551,0.11044802,0.00617483,0.65675105,0.02543325,0.58263575
-5.53176588,2.74804077,0.83079697,1.10979337,0.11144607,0.00657762,0.66046201,0.02693612,0.60083878
-5.52576288,2.77124529,0.84057060,1.10634536,0.11247177,0.00696908,0.66461622,0.02844515,0.61887134
-5.51975988,2.79477606,0.85027509,1.10359701,0.11348520,0.00734385,0.66901175,0.02993922,0.63643657
-5.51375688,2.81779852,0.85958327,1.10138062,0.11444442,0.00769658,0.67343050,0.03139646,0.65322300
-5.50775388,2.83944608,0.86815882,1.09951292,0.11530739,0.00802208,0.67764530,0.03279470,0.66891299
-5.50175088,2.85884965,0.87566712,1.09780346,0.11603378,0.00831544,0.68142733,0.03411210,0.68319193
-5.49574787,2.87516793,0.88178644,1.09606301,0.11658693,0.00857219,0.68455375,0.03532765,0.69575785
-5.48974487,2.88761738,0.88621898,1.09411205,0.11693557,0.00878840,0.68681513,0.03642180,0.70633106
-5.48374187,2.89550060,0.88870136,1.09178858,0.11705537,0.00896085,0.68802251,0.03737695,0.71466357
-5.47773887,2.89823172,0.88901415,1.08895513,0.11693022,0.00908709,0.68801366,0.03817795,0.72054759
-5.47173587,2.89535775,0.88698985,1.08550433,0.11655315,0.00916555,0.68665845,0.03881250,0.72382308
-5.46573287,2.88657461,0.88251913,1.08136297,0.11592682,0.00919556,0.68386285,0.03927145,0.72438363
-5.45972986,2.87173696,0.87555487,1.07649392,0.11506353,0.00917743,0.67957156,0.03954907,0.72218068
-5.45372686,2.85086134,0.86611383,1.07089605,0.11398485,0.00911243,0.67376896,0.03964309,0.71722559
-5.44772386,2.82412217,0.85427576,1.06460197,0.11272070,0.00900273,0.66647852,0.03955475,0.70958956
-5.44172086,2.79184088,0.84018009,1.05767357,0.11130811,0.00885140,0.65776041,0.03928862,0.69940139
-5.43571786,2.75446847,0.82402014,1.05019579,0.10978951,0.00866225,0.64770778,0.03885242,0.68684298
-5.42971486,2.71256247,0.80603525,1.04226875,0.10821082,0.00843980,0.63644156,0.03825663,0.67214299
-5.42371186,2.66675952,0.78650113,1.03399892,0.10661935,0.00818907,0.62410426,0.03751411,0.65556873
-5.41770885,2.61774484,0.76571893,1.02548964,0.10506151,0.00791550,0.61085312,0.03663958,0.63741676
-5.41170585,2.56622040,0.74400349,1.01683177,0.10358066,0.00762473,0.59685274,0.03564915,0.61800262
-5.40570285,2.51287339,0.72167136,1.00809507,0.10221498,0.00732249,0.58226790,0.03455973,0.59765017
-5.39969985,2.45834672,0.69902928,0.99932069,0.10099565,0.00701441,0.56725666,0.03338853,0.57668095
-5.39369685,2.40321318,0.67636344,0.99051566,0.09994525,0.00670587,0.55196433,0.03215253,0.55540422
-5.38769385,2.34795445,0.65393026,0.98164942,0.09907665,0.00640189,0.53651839,0.03086806,0.53410789
-5.38169085,2.29294620,0.63194893,0.97265287,0.09839225,0.00610697,0.52102484,0.02955037,0.51305098
-5.37568784,2.23844987,0.61059606,0.96342013,0.09788376,0.00582504,0.50556583,0.02821339,0.49245764
-5.36968484,2.18461137,0.59000274,0.95381273,0.09753248,0.00555937,0.49019899,0.02686946,0.47251321
-5.36368184,2.13146665,0.57025382,0.94366630,0.09730993,0.00531252,0.47495809,0.02552922,0.45336209
-5.35767884,2.07895355,0.55138958,0.93279917,0.09717914,0.00508638,0.45985515,0.02420159,0.43510777
-5.35167584,2.02692899,0.53340943,0.92102261,0.09709608,0.00488213,0.44488371,0.02289380,0.41781456
-5.34567284,1.97519041,0.51627744,0.90815188,0.09701159,0.00470031,0.43002301,0.02161149,0.40151101
-5.33966983,1.92349978,0.49992915,0.89401768,0.09687346,0.00454091,0.41524275,0.02035892,0.38619461
-5.33366683,1.87160898,0.48427940,0.87847708,0.09662858,0.00440339,0.40050826,0.01913913,0.37183750
-5.32766383,1.81928458,0.46923055,0.86142348,0.09622522,0.00428685,0.38578547,0.01795422,0.35839275
-5.32166083,1.76633080,0.45468063,0.84279489,0.09561517,0.00419007,0.37104565,0.01680554,0.34580072
-5.31565783,1.71260913,0.44053099,0.82258003,0.09475572,0.00411163,0.35626948,0.01569400,0.33399530
-5.30965483,1.65805364,0.42669303,0.80082197,0.09361138,0.00405000,0.34145027,0.01462017,0.32290954
-5.30365183,1.60268102,0.41309361,0.77761899,0.09215526,0.00400365,0.32659618,0.01358459,0.31248038
-5.29764882,1.54659507,0.39967902,0.75312269,0.09037013,0.00397109,0.31173135,0.01258781,0.30265233
-5.29164582,1.48998551,0.38641729,0.72753345,0.08824897,0.00395093,0.29689593,0.01163057,0.29337990
-5.28564282,1.43312135,0.37329879,0.70109349,0.08579517,0.00394191,0.28214507,0.01071384,0.28462878
-5.27963982,1.37633949,0.36033534,0.67407797,0.08302227,0.00394294,0.26754695,0.00983884,0.27637581
-5.27363682,1.32002943,0.34755783,0.64678463,0.07995335,0.00395308,0.25318013,0.00900709,0.26860781
-5.26763382,1.26461524,0.33501272,0.61952260,0.07662003,0.00397154,0.23913029,0.00822034,0.26131951
-5.26163082,1.21053594,0.32275768,0.59260097,0.07306119,0.00399763,0.22548669,0.00748055,0.25451087
-5.25562781,1.15822574,0.31085678,0.56631780,0.06932157,0.00403078,0.21233860,0.00678985,0.24818393
-5.24962481,1.10809522,0.29937549,0.54095014,0.06545011,0.00407044,0.19977185,0.00615051,0.24233962
-5.24362181,1.06051480,0.28837597,0.51674556,0.06149828,0.00411612,0.18786576,0.00556483,0.23697481
-5.23761881,1.01580125,0.27791288,0.49391567,0.05751854,0.00416732,0.17669066,0.00503519,0.23207970
-5.23161581,0.97420815,0.26802997,0.47263182,0.05356271,0.00422352,0.16630600,0.00456398,0.22763593
-5.22561281,0.93592056,0.25875769,0.45302312,0.04968065,0.00428420,0.15675923,0.00415358,0.22361556
-5.21960980,0.90105415,0.25011189,0.43517687,0.04591903,0.00434886,0.14808545,0.00380643,0.21998083
-5.21360680,0.86965848,0.24209371,0.41914113,0.04232042,0.00441699,0.14030774,0.00352495,0.21668495
-5.20760380,0.84172409,0.23469044,0.40492909,0.03892258,0.00448819,0.13343810,0.00331163,0.21367362
-5.20160080,0.81719254,0.22787743,0.39252500,0.03575797,0.00456211,0.12747892,0.00316899,0.21088739
-5.19559780,0.79596863,0.22162068,0.38189101,0.03285352,0.00463859,0.12242476,0.00309964,0.20826450
-5.18959480,0.77793360,0.21588004,0.37297444,0.03023065,0.00471767,0.11826435,0.00310619,0.20574403
-5.18359180,0.76295841,0.21061248,0.36571488,0.02790535,0.00479959,0.11498244,0.00319130,0.20326921
-5.17758879,0.75091577,0.20577554,0.36005070,0.02588848,0.00488488,0.11256161,0.00335753,0.20079047
-5.17158579,0.74169027,0.20133027,0.35592431,0.02418613,0.00497433,0.11098359,0.00360732,0.19826815
-5.16558279,0.73518549,0.19724378,0.35328592,0.02279998,0.00506899,0.11023019,0.00394284,0.19567458
-5.15957979,0.73132773,0.19349102,0.35209554,0.02172775,0.00517011,0.11028361,0.00436578,0.19299533
-5.15357679,0.73006595,0.19005566,0.35232291,0.02096354,0.00527913,0.11112617,0.00487724,0.19022972
-5.14757379,0.73136782,0.18693012,0.35394563,0.02049813,0.00539756,0.11273941,0.00547746,0.18739022
-5.14157079,0.73521234,0.18411466,0.35694539,0.02031928,0.00552689,0.11510270,0.00616562,0.18450110
-5.13556778,0.74157927,0.18161564,0.36130270,0.02041192,0.00566846,0.11819133,0.00693960,0.18159620
-5.12956478,0.75043640,0.17944313,0.36699056,0.02075821,0.00582335,0.12197436,0.00779576,0.17871601
-5.12356178,0.76172542,0.17760795,0.37396746,0.02133771,0.00599224,0.12641233,0.00872871,0.17590431
-5.11755878,0.77534767,0.17611851,0.38217031,0.02212739,0.00617528,0.13145501,0.00973122,0.17320450
-5.11155578,0.79115063,0.17497755,0.39150788,0.02310168,0.00637201,0.13703943,0.01079405,0.17065596
-5.10555278,0.80891655,0.17417917,0.40185527,0.02423260,0.00658121,0.14308834,0.01190592,0.16829057
-5.09954977,0.82835402,0.17370625,0.41304998,0.02548987,0.00680092,0.14950933,0.01305357,0.16612973
-5.09354677,0.84909343,0.17352854,0.42488986,0.02684118,0.00702836,0.15619467,0.01422187,0.16418195
-5.08754377,0.87068685,0.17360162,0.43713341,0.02825246,0.00725997,0.16302204,0.01539403,0.16244135
-5.08154077,0.89261277,0.17386667,0.44950247,0.02968837,0.00749147,0.16985611,0.01655190,0.16088687
-5.07553777,0.91428555,0.17425124,0.46168727,0.03111285,0.00771794,0.17655105,0.01767635,0.15948264
-5.06953477,0.93506951,0.17467101,0.47335390,0.03248972,0.00793399,0.18295385,0.01874775,0.15817906
-5.06353177,0.95429698,0.17503230,0.48415359,0.03378349,0.00813391,0.18890831,0.01974647,0.15691487
-5.05752876,0.97128941,0.17523532,0.49373366,0.03496014,0.00831186,0.19425960,0.02065342,0.15561988
-5.05152576,0.98538064,0.17517801,0.50174941,0.03598791,0.00846212,0.19885908,0.02145067,0.15421826
-5.04552276,0.99594107,0.17476009,0.50787650,0.03683823,0.00857926,0.20256922,0.02212194,0.15263220
-5.03951976,1.00240143,0.17388725,0.51182300,0.03748637,0.00865836,0.20526842,0.02265322,0.15078569
-5.03351676,1.00427492,0.17247521,0.51334064,0.03791226,0.00869525,0.20685528,0.02303313,0.14860824
-5.02751376,1.00117664,0.17045331,0.51223458,0.03810097,0.00868663,0.20725236,0.02325341,0.14603835
-5.02151076,0.99283909,0.16776761,0.50837121,0.03804316,0.00863025,0.20640906,0.02330914,0.14302645
-5.01550775,0.97912316,0.16438322,0.50168358,0.03773532,0.00852498,0.20430350,0.02319893,0.13953729
-5.00950475,0.96002398,0.16028576,0.49217417,0.03717980,0.00837085,0.20094338,0.02292497,0.13555154
-5.00350175,0.93567126,0.15548197,0.47991493,0.03638465,0.00816909,0.19636564,0.02249294,0.13106669
-4.99749875,0.90632446,0.14999935,0.46504460,0.03536331,0.00792206,0.19063515,0.02191181,0.12609709
-4.99149575,0.87236278,0.14388497,0.44776341,0.03413402,0.00763319,0.18384223,0.02119353,0.12067320
-4.98549275,0.83427090,0.13720344,0.42832560,0.03271918,0.00730681,0.17609940,0.02035260,0.11484023
-4.97948974,0.79262094,0.13003429,0.40703007,0.03114454,0.00694803,0.16753735,0.01940560,0.10865609
-4.97348674,0.74805190,0.12246881,0.38420974,0.02943833,0.00656254,0.15830045,0.01837063,0.10218895
-4.96748374,0.70124740,0.11460663,0.36021998,0.02763028,0.00615642,0.14854187,0.01726672,0.09551446
-4.96148074,0.65291293,0.10655207,0.33542697,0.02575076,0.00573596,0.13841873,0.01611327,0.08871282
-4.95547774,0.60375365,0.09841060,0.31019616,0.02382984,0.00530742,0.12808731,0.01492951,0.08186589
-4.94947474,0.55445359,0.09028552,0.28488163,0.02189644,0.00487688,0.11769868,0.01373393,0.07505435
-4.94347174,0.50565719,0.08227493,0.25981655,0.01997769,0.00445007,0.10739474,0.01254386,0.06835525
-4.93746873,0.45795369,0.07446923,0.23530517,0.01809823,0.00403224,0.09730498,0.01137510,0.06183983
-4.93146573,0.41186502,0.06694913,0.21161652,0.01627983,0.00362800,0.08754395,0.01024156,0.05557183
-4.92546273,0.36783714,0.05978425,0.18897997,0.01454103,0.00324133,0.07820945,0.00915515,0.04960629
-4.91945973,0.32623512,0.05303238,0.16758263,0.01289701,0.00287546,0.06938154,0.00812556,0.04398882
-4.91345673,0.28734181,0.04673935,0.14756858,0.01135954,0.00253288,0.06112235,0.00716031,0.03875539
-4.90745373,0.25135966,0.04093941,0.12903968,0.00993708,0.00221535,0.05347646,0.00626476,0.03393265
-4.90145073,0.21841546,0.03565621,0.11205787,0.00863504,0.00192392,0.04647200,0.00544221,0.02953858
-4.89544772,0.18856751,0.03090421,0.09664861,0.00745606,0.00165904,0.04012218,0.00469411,0.02558358
-4.88944472,0.16181458,0.02669045,0.08280525,0.00640041,0.00142054,0.03442725,0.00402024,0.02207188
-4.88344172,0.13810628,0.02301664,0.07049405,0.00546646,0.00120780,0.02937672,0.00341896,0.01900315
-4.87743872,0.11735426,0.01988148,0.05965949,0.00465111,0.00101978,0.02495173,0.00288744,0.01637434
-4.87143572,0.09944371,0.01728315,0.05022976,0.00395032,0.00085512,0.02112752,0.00242196,0.01418163
-4.86543272,0.08424488,0.01522181,0.04212217,0.00335960,0.00071225,0.01787589,0.00201815,0.01242246
-4.85942971,0.07162417,0.01370227,0.03524817,0.00287450,0.00058943,0.01516752,0.00167116,0.01109751
-4.85342671,0.06145450,0.01273645,0.02951809,0.00249104,0.00048485,0.01297416,0.00137597,0.01021279
-4.84742371,0.05362489,0.01234595,0.02484533,0.00220619,0.00039669,0.01127064,0.00112750,0.00978152
-4.84142071,0.04804882,0.01256428,0.02114992,0.00201822,0.00032317,0.01003665,0.00092079,0.00982599
-4.83541771,0.04467157,0.01343911,0.01836153,0.00192709,0.00026259,0.00925822,0.00075115,0.01037924
-4.82941471,0.04347622,0.01503408,0.01642188,0.00193473,0.00021337,0.00892898,0.00061420,0.01148654
-4.82341171,0.04448827,0.01743040,0.01528648,0.00204531,0.00017406,0.00905115,0.00050601,0.01320661
-4.81740870,0.04777892,0.02072796,0.01492582,0.00226543,0.00014336,0.00963613,0.00042307,0.01561256
-4.81140570,0.05346677,0.02504600,0.01532597,0.00260429,0.00012016,0.01070494,0.00036239,0.01879240
-4.80540270,0.06171802,0.03052313,0.01648861,0.00307374,0.00010348,0.01228820,0.00032145,0.02284911
-4.79939970,0.07274486,0.03731659,0.01843054,0.00368824,0.00009250,0.01442581,0.00029820,0.02790018
-4.79339670,0.08680208,0.04560072,0.02118265,0.00446482,0.00008657,0.01716628,0.00029104,0.03407645
-4.78739370,0.10418178,0.05556444,0.02478837,0.00542285,0.00008513,0.02056567,0.00029881,0.04152034
-4.78139070,0.12520594,0.06740768,0.02930159,0.00658369,0.00008779,0.02468611,0.00032068,0.05038314
-4.77538769,0.15021695,0.08133673,0.03478414,0.00797031,0.00009422,0.02959387,0.00035617,0.06082160
-4.76938469,0.17956593,0.09755836,0.04130265,0.00960667,0.00010420,0.03535710,0.00040506,0.07299353
-4.76338169,0.21359904,0.11627285,0.04892512,0.01151706,0.00011757,0.04204307,0.00046733,0.08705259
-4.75737869,0.25264183,0.13766596,0.05771694,0.01372520,0.00013422,0.04971506,0.00054311,0.10314223
-4.75137569,0.29698195,0.16189998,0.06773664,0.01625331,0.00015406,0.05842901,0.00063260,0.12138891
-4.74537269,0.34685062,0.18910403,0.07903137,0.01912099,0.00017701,0.06822977,0.00073603,0.14189481
-4.73936968,0.40240339,0.21936403,0.09163227,0.02234412,0.00020301,0.07914739,0.00085358,0.16473016
-4.73336668,0.46370094,0.25271260,0.10554986,0.02593355,0.00023195,0.09119326,0.00098529,0.18992548
-4.72736368,0.53069058,0.28911937,0.12076966,0.02989394,0.00026369,0.10435655,0.00113107,0.21746417
-4.72136068,0.60318944,0.32848217,0.13724824,0.03422253,0.00029806,0.11860082,0.00129055,0.24727567
-4.71535768,0.68087027,0.37061969,0.15490980,0.03890807,0.00033483,0.13386131,0.00146314,0.27922963
-4.70935468,0.76325081,0.41526594,0.17364373,0.04392989,0.00037368,0.15004278,0.00164788,0.31313157
-4.70335168,0.84968761,0.46206731,0.19330310,0.04925716,0.00041427,0.16701838,0.00184350,0.34872028
-4.69734867,0.93937523,0.51058230,0.21370442,0.05484851,0.00045614,0.18462945,0.00204836,0.38566741
-4.69134567,1.03135127,0.56028464,0.23462881,0.06065194,0.00049880,0.20268652,0.00226043,0.42357946
-4.68534267,1.12450791,0.61056973,0.25582455,0.06660509,0.00054170,0.22097162,0.00247736,0.46200238
-4.67933967,1.21760989,0.66076460,0.27701122,0.07263599,0.00058421,0.23924176,0.00269644,0.50042887
-4.67333667,1.30931895,0.71014135,0.29788529,0.07866418,0.00062569,0.25723383,0.00291472,0.53830832
-4.66733367,1.39822420,0.75793365,0.31812703,0.08460225,0.00066547,0.27467045,0.00312897,0.57505918
-4.66133067,1.48287757,0.80335607,0.33740864,0.09035782,0.00070287,0.29126704,0.00333587,0.61008342
-4.65532766,1.56183331,0.84562531,0.35540328,0.09583581,0.00073721,0.30673950,0.00353199,0.64278279
-4.64932466,1.63369002,0.88398293,0.37179475,0.10094097,0.00076787,0.32081248,0.00371397,0.67257601
-4.64332166,1.69713373,0.91771839,0.38628730,0.10558062,0.00079425,0.33322782,0.00387855,0.69891648
-4.63731866,1.75098016,0.94619165,0.39861536,0.10966744,0.00081585,0.34375282,0.00402274,0.72130977
-4.63131566,1.79421443,0.96885425,0.40855266,0.11312220,0.00083222,0.35218802,0.00414385,0.73932993
-4.62531266,1.82602641,0.98526801,0.41592034,0.11587639,0.00084304,0.35837413,0.00423963,0.75263419
-4.61930965,1.84584019,0.99512046,0.42059370,0.11787447,0.00084811,0.36219774,0.00430835,0.76097520
-4.61330665,1.85333612,0.99823628,0.42250735,0.11907582,0.00084731,0.36359565,0.00434884,0.76421022
-4.60730365,1.84846457,0.99458418,0.42165828,0.11945621,0.00084068,0.36255755,0.00436057,0.76230699
-4.60130065,1.83145061,0.98427904,0.41810700,0.11900867,0.00082837,0.35912692,0.00434364,0.75534579
-4.59529765,1.80278935,0.96757892,0.41197641,0.11774387,0.00081067,0.35340010,0.00429882,0.74351776
-4.58929465,1.76323220,0.94487743,0.40344858,0.11568979,0.00078794,0.34552362,0.00422754,0.72711938
-4.58329165,1.71376453,0.91669146,0.39275955,0.11289095,0.00076069,0.33568980,0.00413180,0.70654352
-4.57728864,1.65557583,0.88364514,0.38019231,0.10940693,0.00072949,0.32413100,0.00401418,0.68226731
-4.57128564,1.59002363,0.84645053,0.36606833,0.10531060,0.00069498,0.31111252,0.00387772,0.65483749
-4.56528264,1.51859268,0.80588604,0.35073787,0.10068582,0.00065787,0.29692477,0.00372584,0.62485381
-4.55927964,1.44285129,0.76277345,0.33456966,0.09562496,0.00061891,0.28187475,0.00356228,0.59295119
-4.55327664,1.36440642,0.71795457,0.31794015,0.09022620,0.00057886,0.26627736,0.00339093,0.55978150
-4.54727364,1.28485948,0.67226830,0.30122289,0.08459085,0.00053848,0.25044693,0.00321578,0.52599547
-4.54127064,1.20576433,0.62652921,0.28477837,0.07882067,0.00049856,0.23468909,0.00304077,0.49222563
-4.53526763,1.12858906,0.58150814,0.26894471,0.07301539,0.00045983,0.21929345,0.00286977,0.45907077
-4.52926463,1.05468278,0.53791559,0.25402944,0.06727054,0.00042302,0.20452727,0.00270641,0.42708241
-4.52326163,0.98524829,0.49638827,0.24030273,0.06167552,0.00038882,0.19063023,0.00255405,0.39675380
-4.51725863,0.92132122,0.45747905,0.22799216,0.05631207,0.00035789,0.17781047,0.00241575,0.36851141
-4.51125563,0.86375607,0.42165042,0.21727912,0.05125321,0.00033084,0.16624199,0.00229417,0.34270938
-4.50525263,0.81321900,0.38927142,0.20829701,0.04656244,0.00030828,0.15606325,0.00219159,0.31962662
-4.49924962,0.77018714,0.36061770,0.20113101,0.04229341,0.00029074,0.14737707,0.00210991,0.29946657
-4.49324662,0.73495387,0.33587450,0.19581955,0.03848988,0.00027877,0.14025161,0.00205063,0.28235939
