energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.52576288,2.77869440,0.07504227,0.11751616,0.56525908,0.72913292,0.81973244,0.17728713,0.05867393,1.00148984
-5.51975988,2.78506969,0.07526568,0.11851307,0.56060638,0.73369889,0.80755783,0.17801014,0.06011458,0.99928160
-5.51375688,2.78881141,0.07561208,0.11927156,0.55579957,0.73763909,0.79347541,0.17892554,0.06153864,0.99644600
-5.50775388,2.79027372,0.07608732,0.11981105,0.55097586,0.74097707,0.77797131,0.18001814,0.06293066,0.99314092
-5.50175088,2.78994753,0.07670040,0.12015948,0.54630195,0.74376802,0.76160340,0.18127919,0.06427720,0.98957152
-5.49574787,2.78843856,0.07746264,0.12035191,0.54196724,0.74609414,0.74498539,0.18270622,0.06556694,0.98598272
-5.48974487,2.78644312,0.07838679,0.12042897,0.53817627,0.74805968,0.72876927,0.18430277,0.06679100,0.98265108
-5.48374187,2.78472249,0.07948616,0.12043511,0.53514086,0.74978575,0.71362641,0.18607817,0.06794306,0.97987623
-5.47773887,2.78407649,0.08077370,0.12041676,0.53307201,0.75140500,0.70022810,0.18804727,0.06901962,0.97797206
-5.47173587,2.78531676,0.08226117,0.12042047,0.53217185,0.75305633,0.68922593,0.19023004,0.07002003,0.97725775
-5.46573287,2.78924034,0.08395833,0.12049114,0.53262601,0.75487963,0.68123252,0.19265117,0.07094661,0.97804877
-5.45972986,2.79660375,0.08587226,0.12067030,0.53459635,0.75701071,0.67680319,0.19533956,0.07180454,0.98064788
-5.45372686,2.80809829,0.08800675,0.12099461,0.53821452,0.75957638,0.67641897,0.19832758,0.07260167,0.98533632
-5.44772386,2.82432658,0.09036180,0.12149447,0.54357616,0.76268975,0.68047135,0.20165026,0.07334824,0.99236512
-5.44172086,2.84578097,0.09293322,0.12219303,0.55073625,0.76644577,0.68924923,0.20534433,0.07405639,1.00194677
-5.43571786,2.87282411,0.09571232,0.12310535,0.55970541,0.77091720,0.70292835,0.20944701,0.07473957,1.01424734
-5.42971486,2.90567227,0.09868574,0.12423790,0.57044743,0.77615088,0.72156350,0.21399476,0.07541187,1.02937926
-5.42371186,2.94438178,0.10183530,0.12558839,0.58287805,0.78216461,0.74508372,0.21902188,0.07608717,1.04739502
-5.41770885,2.98883919,0.10513800,0.12714587,0.59686507,0.78894462,0.77329082,0.22455905,0.07677831,1.06828192
-5.41170585,3.03875576,0.10856611,0.12889115,0.61222977,0.79644383,0.80586115,0.23063184,0.07749620,1.09195829
-5.40570285,3.09366657,0.11208735,0.13079749,0.62874977,0.80458099,0.84235079,0.23725931,0.07824900,1.11827134
-5.39969985,3.15293486,0.11566513,0.13283149,0.64616320,0.81324088,0.88220411,0.24445266,0.07904133,1.14699696
-5.39369685,3.21576170,0.11925906,0.13495427,0.66417414,0.82227564,0.92476564,0.25221408,0.07987366,1.17784155
-5.38769385,3.28120122,0.12282536,0.13712270,0.68245935,0.83150723,0.96929491,0.26053578,0.08074183,1.21044615
-5.38169085,3.34818122,0.12631761,0.13929085,0.70067591,0.84073124,1.01498407,0.26939928,0.08163679,1.24439280
-5.37568784,3.41552881,0.12968750,0.14141144,0.71846985,0.84972175,1.06097776,0.27877501,0.08254463,1.27921312
-5.36968484,3.48200059,0.13288575,0.14343732,0.73548531,0.85823741,1.10639487,0.28862218,0.08344675,1.31439897
-5.36368184,3.54631642,0.13586316,0.14532291,0.75137418,0.86602842,1.15035137,0.29888903,0.08432039,1.34941493
-5.35767884,3.60719594,0.13857171,0.14702557,0.76580570,0.87284427,1.19198374,0.30951336,0.08513936,1.38371220
-5.35167584,3.66339651,0.14096579,0.14850683,0.77847592,0.87844191,1.23047204,0.32042351,0.08587494,1.41674359
-5.34567284,3.71375135,0.14300338,0.14973350,0.78911652,0.88259420,1.26506218,0.33153954,0.08649704,1.44797908
-5.33966983,3.75720649,0.14464736,0.15067853,0.79750283,0.88509810,1.29508631,0.34277489,0.08697543,1.47692131
-5.33366683,3.79285515,0.14586657,0.15132177,0.80346072,0.88578244,1.31998087,0.35403824,0.08728107,1.50312069
-5.32766383,3.81996836,0.14663696,0.15165039,0.80687197,0.88451483,1.33930162,0.36523574,0.08738742,1.52618941
-5.32166083,3.83802039,0.14694246,0.15165921,0.80767818,0.88120741,1.35273507,0.37627354,0.08727175,1.54581393
-5.31565783,3.84670833,0.14677574,0.15135070,0.80588284,0.87582119,1.36010596,0.38706047,0.08691634,1.56176549
-5.30965483,3.84596465,0.14613862,0.15073491,0.80155151,0.86836879,1.36138062,0.39751098,0.08630942,1.57390827
-5.30365183,3.83596246,0.14504236,0.14982900,0.79481019,0.85891527,1.35666598,0.40754814,0.08544604,1.58220486
-5.29764882,3.81711302,0.14350752,0.14865682,0.78584180,0.84757719,1.34620444,0.41710672,0.08432861,1.58671884
-5.29164582,3.79005552,0.14156360,0.14724814,0.77488089,0.83451965,1.33036474,0.42613613,0.08296715,1.58761435
-5.28564282,3.75563933,0.13924832,0.14563783,0.76220682,0.81995162,1.30962930,0.43460313,0.08137926,1.58515254
-5.27963982,3.71489928,0.13660666,0.14386490,0.74813547,0.80411951,1.28457843,0.44249429,0.07958985,1.57968503
-5.27363682,3.66902466,0.13368964,0.14197140,0.73300994,0.78729933,1.25587211,0.44981783,0.07763051,1.57164449
-5.26763382,3.61932301,0.13055280,0.14000129,0.71719032,0.76978767,1.22422992,0.45660491,0.07553864,1.56153248
-5.26163082,3.56717973,0.12725462,0.13799923,0.70104307,0.75189185,1.19040999,0.46291003,0.07335635,1.54990510
-5.25562781,3.51401501,0.12385476,0.13600938,0.68493020,0.73391971,1.15518752,0.46881067,0.07112925,1.53735655
-5.24962481,3.46123944,0.12041229,0.13407413,0.66919871,0.71616928,1.11933374,0.47440582,0.06890495,1.52450135
-5.24362181,3.41020999,0.11698394,0.13223301,0.65417062,0.69891898,1.08359594,0.47981360,0.06673165,1.51195561
-5.23761881,3.36218777,0.11362246,0.13052158,0.64013392,0.68241848,1.04867913,0.48516781,0.06465656,1.50031801
-5.23161581,3.31829933,0.11037512,0.12897045,0.62733481,0.66688090,1.01522998,0.49061361,0.06272452,1.49015116
-5.22561281,3.27950289,0.10728250,0.12760456,0.61597155,0.65247646,0.98382335,0.49630237,0.06097654,1.48196397
-5.21960980,3.24656086,0.10437751,0.12644256,0.60619000,0.63932798,0.95495174,0.50238593,0.05944867,1.47619577
-5.21360680,3.22001983,0.10168479,0.12549648,0.59808133,0.62750837,0.92901799,0.50901050,0.05817088,1.47320273
-5.20760380,3.20019881,0.09922041,0.12477166,0.59168166,0.61704023,0.90633107,0.51631044,0.05716637,1.47324720
-5.20160080,3.18718639,0.09699196,0.12426696,0.58697397,0.60789761,0.88710511,0.52440223,0.05645099,1.47649043
-5.19559780,3.18084689,0.09499902,0.12397527,0.58389207,0.60000978,0.87146143,0.53337898,0.05603302,1.48298904
-5.18959480,3.18083533,0.09323394,0.12388427,0.58232645,0.59326691,0.85943328,0.54330563,0.05591322,1.49269536
-5.18359180,3.18662056,0.09168290,0.12397750,0.58213200,0.58752728,0.85097295,0.55421527,0.05608520,1.50546176
-5.17758879,3.19751564,0.09032722,0.12423564,0.58313693,0.58262583,0.84596088,0.56610655,0.05653600,1.52104872
-5.17158579,3.21271396,0.08914485,0.12463793,0.58515289,0.57838346,0.84421611,0.57894256,0.05724698,1.53913629
-5.16558279,3.23132951,0.08811196,0.12516375,0.58798548,0.57461675,0.84550776,0.59265102,0.05819485,1.55933849
-5.15957979,3.25243946,0.08720447,0.12579420,0.59144500,0.57114762,0.84956682,0.60712588,0.05935293,1.58121988
-5.15357679,3.27512687,0.08639963,0.12651370,0.59535662,0.56781238,0.85609784,0.62223026,0.06069247,1.60431356
-5.14757379,3.29852161,0.08567733,0.12731133,0.59956968,0.56446989,0.86478994,0.63780044,0.06218403,1.62813967
-5.14157079,3.32183753,0.08502129,0.12818214,0.60396560,0.56100825,0.87532684,0.65365080,0.06379884,1.65222362
-5.13556778,3.34440401,0.08441988,0.12912802,0.60846394,0.55734990,0.88739541,0.66957946,0.06551014,1.67611299
-5.12956478,3.36569046,0.08386672,0.13015828,0.61302628,0.55345479,0.90069260,0.68537419,0.06729429,1.69939252
-5.12356178,3.38532279,0.08336085,0.13128983,0.61765783,0.54932150,0.91493047,0.70081856,0.06913185,1.72169639
-5.11755878,3.40309096,0.08290657,0.13254692,0.62240643,0.54498637,0.92983948,0.71569783,0.07100830,1.74271733
-5.11155578,3.41894771,0.08251297,0.13396039,0.62735912,0.54052061,0.94516983,0.72980455,0.07291459,1.76221236
-5.10555278,3.43299854,0.08219313,0.13556654,0.63263633,0.53602572,0.96069129,0.74294349,0.07484744,1.78000491
-5.09954977,3.44548393,0.08196303,0.13740553,0.63838402,0.53162732,0.97619160,0.75493604,0.07680931,1.79598365
-5.09354677,3.45675489,0.08184030,0.13951947,0.64476406,0.52746783,0.99147378,0.76562372,0.07880809,1.81009823
-5.08754377,3.46724345,0.08184282,0.14195021,0.65194331,0.52369839,1.00635289,0.77487104,0.08085668,1.82235252
-5.08154077,3.47742981,0.08198730,0.14473698,0.66008207,0.52047042,1.02065239,0.78256753,0.08297215,1.83279585
-5.07553777,3.48780822,0.08228787,0.14791386,0.66932231,0.51792723,1.03420076,0.78862922,0.08517489,1.84151327
-5.06953477,3.49885345,0.08275476,0.15150743,0.67977639,0.51619615,1.04682862,0.79299941,0.08748754,1.84861517
-5.06353177,3.51098974,0.08339326,0.15553447,0.69151681,0.51538147,1.05836662,0.79564914,0.08993386,1.85422739
-5.05752876,3.52456394,0.08420279,0.15999997,0.70456757,0.51555863,1.06864458,0.79657712,0.09253760,1.85848220
-5.05152576,3.53982420,0.08517646,0.16489552,0.71889758,0.51676983,1.07749184,0.79580951,0.09532129,1.86151082
-5.04552276,3.55690523,0.08630075,0.17019824,0.73441650,0.51902129,1.08473900,0.79339936,0.09830522,1.86343783
-5.03951976,3.57582079,0.08755573,0.17587014,0.75097335,0.52228220,1.09022101,0.78942590,0.10150641,1.86437775
-5.03351676,3.59646349,0.08891551,0.18185824,0.76835788,0.52648549,1.09378158,0.78399363,0.10493775,1.86443372
-5.02751376,3.61861184,0.09034906,0.18809523,0.78630481,0.53153015,1.09527853,0.77723120,0.10860727,1.86369831
-5.02151076,3.64194377,0.09182130,0.19450083,0.80450086,0.53728521,1.09459003,0.76928996,0.11251759,1.86225608
-5.01550775,3.66605580,0.09329446,0.20098371,0.82259408,0.54359492,1.09162118,0.76034227,0.11666550,1.86018756
-5.00950475,3.69048646,0.09472955,0.20744400,0.84020535,0.55028502,1.08631078,0.75057946,0.12104171,1.85757411
-5.00350175,3.71474283,0.09608798,0.21377622,0.85694141,0.55716972,1.07863771,0.74020929,0.12563079,1.85450328
-4.99749875,3.73832837,0.09733318,0.21987265,0.87240888,0.56405909,1.06862667,0.72945311,0.13041117,1.85107393
-4.99149575,3.76077076,0.09843212,0.22562675,0.88622871,0.57076657,1.05635282,0.71854250,0.13535536,1.84740090
-4.98549275,3.78164819,0.09935679,0.23093687,0.89805039,0.57711611,1.04194508,0.70771557,0.14043029,1.84361843
-4.97948974,3.80061277,0.10008537,0.23570968,0.90756529,0.58294890,1.02558781,0.69721287,0.14559771,1.83988243
-4.97348674,3.81741006,0.10060323,0.23986351,0.91451860,0.58812911,1.00752055,0.68727310,0.15081476,1.83637098
-4.96748374,3.83189363,0.10090359,0.24333125,0.91871931,0.59254874,0.98803591,0.67812857,0.15603470,1.83328311
-4.96148074,3.84403422,0.10098789,0.24606278,0.92004782,0.59613114,0.96747538,0.67000062,0.16120761,1.83083590
-4.95547774,3.85392311,0.10086576,0.24802678,0.91846091,0.59883324,0.94622311,0.66309512,0.16628139,1.82925985
-4.94947474,3.86176956,0.10055474,0.24921186,0.91399380,0.60064639,0.92469795,0.65759807,0.17120273,1.82879282
-4.94347174,3.86789268,0.10007959,0.24962693,0.90675936,0.60159584,0.90334368,0.65367152,0.17591819,1.82967269
-4.93746873,3.87270806,0.09947143,0.24930090,0.89694442,0.60173884,0.88261794,0.65144978,0.18037548,1.83212917
-4.93146573,3.87670981,0.09876653,0.24828153,0.88480349,0.60116158,0.86297998,0.65103613,0.18452462,1.83637506
-4.92546273,3.88044900,0.09800499,0.24663372,0.87065013,0.59997509,0.84487782,0.65249998,0.18831929,1.84259729
-4.91945973,3.88450931,0.09722924,0.24443714,0.85484636,0.59831018,0.82873506,0.65587465,0.19171808,1.85094822
-4.91345673,3.88948112,0.09648249,0.24178343,0.83779071,0.59631187,0.81493795,0.66115573,0.19468566,1.86153753
-4.90745373,3.89593506,0.09580719,0.23877304,0.81990525,0.59413327,0.80382301,0.66830019,0.19719395,1.87442505
-4.90145073,3.90439627,0.09524351,0.23551183,0.80162227,0.59192944,0.79566598,0.67722613,0.19922305,1.88961492
-4.89544772,3.91532055,0.09482793,0.23210773,0.78337115,0.58985118,0.79067216,0.68781342,0.20076194,1.90705137
-4.88944472,3.92907330,0.09459203,0.22866739,0.76556582,0.58803931,0.78896895,0.69990514,0.20180903,1.92661634
-4.88344172,3.94591247,0.09456137,0.22529315,0.74859338,0.58661935,0.79060061,0.71330995,0.20237232,1.94812925
-4.87743872,3.96597610,0.09475476,0.22208037,0.73280423,0.58569708,0.79552583,0.72780537,0.20246929,1.97134903
-4.87143572,3.98927520,0.09518360,0.21911521,0.71850395,0.58535491,0.80361806,0.74314207,0.20212647,1.99597836
-4.86543272,4.01569240,0.09585159,0.21647296,0.70594719,0.58564932,0.81466884,0.75904907,0.20137869,2.02167034
-4.85942971,4.04498629,0.09675471,0.21421694,0.69533370,0.58660945,0.82839399,0.77523986,0.20026803,2.04803728
-4.85342671,4.07680160,0.09788135,0.21239803,0.68680641,0.58823675,0.84444266,0.79141934,0.19884247,2.07466142
-4.84742371,4.11068446,0.09921278,0.21105469,0.68045157,0.59050586,0.86240870,0.80729137,0.19715442,2.10110735
-4.84142071,4.14610232,0.10072379,0.21021358,0.67630072,0.59336647,0.88184415,0.82256673,0.19525902,2.12693551
-4.83541771,4.18246725,0.10238350,0.20989051,0.67433428,0.59674617,0.90227427,0.83697128,0.19321237,2.15171641
-4.82941471,4.21916168,0.10415636,0.21009180,0.67448648,0.60055407,0.92321347,0.85025390,0.19106983,2.17504477
-4.82341171,4.25556500,0.10600315,0.21081579,0.67665122,0.60468502,0.94418144,0.86219394,0.18888425,2.19655308
-4.81740870,4.29107971,0.10788220,0.21205446,0.68068869,0.60902422,0.96471891,0.87260782,0.18670446,2.21592382
-4.81140570,4.32515567,0.10975051,0.21379505,0.68643222,0.61345201,0.98440224,0.88135434,0.18457390,2.23289964
-4.80540270,4.35731101,0.11156492,0.21602147,0.69369517,0.61784849,1.00285622,0.88833853,0.18252946,2.24729101
-4.79939970,4.38714856,0.11328318,0.21871556,0.70227748,0.62209798,1.01976455,0.89351369,0.18060068,2.25898091
-4.79339670,4.41436702,0.11486505,0.22185792,0.71197179,0.62609286,1.03487754,0.89688151,0.17880916,2.26792611
-4.78739370,4.43876611,0.11627315,0.22542851,0.72256871,0.62973688,1.04801679,0.89849021,0.17716838,2.27415505
-4.78139070,4.46024562,0.11747379,0.22940682,0.73386137,0.63294759,1.05907658,0.89843074,0.17568373,2.27776243
-4.77538769,4.47879868,0.11843768,0.23377165,0.74564900,0.63565798,1.06802213,0.89683124,0.17435292,2.27890069
-4.76938469,4.49449962,0.11914041,0.23850060,0.75773963,0.63781734,1.07488497,0.89385005,0.17316665,2.27776899
-4.76338169,4.50748764,0.11956284,0.24356932,0.76995197,0.63939114,1.07975560,0.88966765,0.17210939,2.27460034
-4.75737869,4.51794746,0.11969136,0.24895059,0.78211649,0.64036036,1.08277414,0.88447802,0.17116054,2.26964766
-4.75137569,4.52608839,0.11951801,0.25461329,0.79407597,0.64072008,1.08411947,0.87847978,0.17029562,2.26316966
-4.74537269,4.53212350,0.11904042,0.26052149,0.80568545,0.64047763,1.08399746,0.87186790,0.16948754,2.25541753
-4.73936968,4.53625029,0.11826171,0.26663359,0.81681208,0.63965055,1.08262914,0.86482615,0.16870800,2.24662309
-4.73336668,4.53863440,0.11719023,0.27290181,0.82733462,0.63826426,1.08023929,0.85752091,0.16792884,2.23698938
-4.72736368,4.53939744,0.11583924,0.27927196,0.83714310,0.63634993,1.07704611,0.85009660,0.16712333,2.22668403
-4.72136068,4.53860974,0.11422649,0.28568352,0.84613845,0.63394244,1.07325245,0.84267297,0.16626743,2.21583599
-4.71535768,4.53628847,0.11237376,0.29207029,0.85423246,0.63107868,1.06903895,0.83534418,0.16534084,2.20453546
-4.70935468,4.53240109,0.11030630,0.29836127,0.86134776,0.62779618,1.06455928,0.82817991,0.16432797,2.19283713
-4.70335168,4.52687367,0.10805223,0.30448207,0.86741822,0.62413216,1.05993753,0.82122794,0.16321858,2.18076623
-4.69734867,4.51960323,0.10564198,0.31035654,0.87238930,0.62012300,1.05526765,0.81451820,0.16200836,2.16832674
-4.69134567,4.51047293,0.10310755,0.31590868,0.87621868,0.61580399,1.05061476,0.80806768,0.16069911,2.15551113
-4.68534267,4.49936870,0.10048195,0.32106464,0.87887673,0.61120941,1.04601787,0.80188589,0.15929876,2.14231061
-4.67933967,4.48619586,0.09779846,0.32575478,0.88034698,0.60637274,1.04149372,0.79598027,0.15782107,2.12872511
-4.67333667,4.47089414,0.09509004,0.32991561,0.88062626,0.60132697,1.03704118,0.79036113,0.15628510,2.11477198
-4.66733367,4.45344977,0.09238866,0.33349154,0.87972462,0.59610485,1.03264589,0.78504571,0.15471443,2.10049275
-4.66133067,4.43390363,0.08972473,0.33643624,0.87766476,0.59073901,1.02828452,0.78006101,0.15313620,2.08595724
-4.65532766,4.41235440,0.08712660,0.33871373,0.87448107,0.58526187,1.02392852,0.77544507,0.15157987,2.07126461
-4.64932466,4.38895667,0.08462005,0.34029893,0.87021819,0.57970532,1.01954692,0.77124678,0.15007596,2.05654127
-4.64332166,4.36391374,0.08222789,0.34117784,0.86492915,0.57410007,1.01510816,0.76752393,0.14865466,2.04193558
