energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-4.75137569,1.36418231,0.19057715,0.00029027,0.00086377,1.04561741,0.97142902,0.57349439
-4.74537269,1.29033841,0.18239237,0.00026838,0.00081065,0.98807477,0.91797623,0.54136105
-4.73936968,1.21444095,0.17339674,0.00024662,0.00076582,0.92927897,0.86339733,0.50854826
-4.73336668,1.13781752,0.16376890,0.00022527,0.00073132,0.87025835,0.80863746,0.47561604
-4.72736368,1.06174495,0.15369431,0.00020460,0.00070935,0.81199246,0.75460321,0.44309581
-4.72136068,0.98741913,0.14336029,0.00018482,0.00070221,0.75538882,0.70214227,0.41147789
-4.71535768,0.91592931,0.13295149,0.00016613,0.00071235,0.70126350,0.65202624,0.38120110
-4.70935468,0.84823745,0.12264564,0.00014867,0.00074236,0.65032564,0.60493698,0.35264458
-4.70335168,0.78516288,0.11261008,0.00013259,0.00079502,0.60316638,0.56145674,0.32612201
-4.69734867,0.72737255,0.10299880,0.00011795,0.00087323,0.56025210,0.52206197,0.30187823
-4.69134567,0.67537658,0.09395034,0.00010482,0.00098006,0.52192186,0.48712078,0.28008811
-4.68534267,0.62952876,0.08558631,0.00009322,0.00111868,0.48838874,0.45689370,0.26085767
-4.67933967,0.59003159,0.07801064,0.00008316,0.00129231,0.45974478,0.43153732,0.24422702
-4.67333667,0.55694508,0.07130939,0.00007461,0.00150418,0.43596876,0.41111039,0.23017493
-4.66733367,0.53019861,0.06555111,0.00006753,0.00175743,0.41693651,0.39558176,0.21862485
-4.66133067,0.50960505,0.06078753,0.00006186,0.00205499,0.40243296,0.38483971,0.20945172
-4.65532766,0.49487644,0.05705453,0.00005752,0.00239949,0.39216543,0.37870192,0.20248961
-4.64932466,0.48564028,0.05437322,0.00005444,0.00279307,0.38577754,0.37692591,0.19753962
-4.64332166,0.48145608,0.05275103,0.00005252,0.00323725,0.38286334,0.37921912,0.19437793
-4.63731866,0.48183131,0.05218278,0.00005166,0.00373280,0.38298101,0.38524863,0.19276355
-4.63131566,0.48623649,0.05265153,0.00005175,0.00427954,0.38566602,0.39465004,0.19244587
-4.62531266,0.49411909,0.05412931,0.00005269,0.00487621,0.39044328,0.40703543,0.19317151
-4.61930965,0.50491600,0.05657764,0.00005437,0.00552036,0.39683822,0.42200043,0.19469064
-4.61330665,0.51806460,0.05994794,0.00005668,0.00620826,0.40438665,0.43913033,0.19676253
-4.60730365,0.53301237,0.06418176,0.00005952,0.00693480,0.41264336,0.45800539,0.19916041
-4.60130065,0.54922532,0.06921106,0.00006279,0.00769354,0.42118951,0.47820569,0.20167549
-4.59529765,0.56619534,0.07495854,0.00006639,0.00847671,0.42963888,0.49931552,0.20412037
-4.58929465,0.58344671,0.08133812,0.00007023,0.00927535,0.43764311,0.52092774,0.20633173
-4.58329165,0.60054208,0.08825566,0.00007425,0.01007948,0.44489597,0.54264835,0.20817239
-4.57728864,0.61708804,0.09561013,0.00007839,0.01087831,0.45113686,0.56410133,0.20953283
-4.57128564,0.63274052,0.10329503,0.00008260,0.01166056,0.45615361,0.58493410,0.21033225
-4.56528264,0.64721015,0.11120042,0.00008685,0.01241478,0.45978464,0.60482349,0.21051910
-4.55927964,0.66026746,0.11921524,0.00009117,0.01312978,0.46192055,0.62348230,0.21007127
-4.55327664,0.67174798,0.12723017,0.00009556,0.01379501,0.46250511,0.64066633,0.20899580
-4.54727364,0.68155703,0.13514073,0.00010008,0.01440101,0.46153570,0.65618148,0.20732831
-4.54127064,0.68967385,0.14285062,0.00010482,0.01493984,0.45906300,0.66989082,0.20513195
-4.53526763,0.69615492,0.15027511,0.00010990,0.01540545,0.45518997,0.68172107,0.20249591
-4.52926463,0.70113588,0.15734432,0.00011545,0.01579409,0.45006996,0.69166805,0.19953361
-4.52326163,0.70483176,0.16400619,0.00012165,0.01610455,0.44390385,0.69980061,0.19638022
-4.51725863,0.70753506,0.17022891,0.00012871,0.01633841,0.43693601,0.70626256,0.19318983
-4.51125563,0.70961133,0.17600262,0.00013683,0.01650013,0.42944923,0.71127212,0.19013197
-4.50525263,0.71149200,0.18134036,0.00014626,0.01659708,0.42175828,0.71511855,0.18738760
-4.49924962,0.71366411,0.18627780,0.00015726,0.01663943,0.41420233,0.71815567,0.18514459
-4.49324662,0.71665712,0.19087206,0.00017007,0.01663995,0.40713614,0.72079224,0.18359267
-4.48724362,0.72102670,0.19519927,0.00018494,0.01661362,0.40092026,0.72347905,0.18291788
-4.48124062,0.72733589,0.19935110,0.00020210,0.01657729,0.39591019,0.72669323,0.18329677
-4.47523762,0.73613410,0.20343025,0.00022176,0.01654902,0.39244511,0.73092001,0.18489033
-4.46923462,0.74793455,0.20754508,0.00024407,0.01654759,0.39083613,0.73663249,0.18783783
-4.46323162,0.76319087,0.21180368,0.00026916,0.01659172,0.39135467,0.74427047,0.19225088
-4.45722861,0.78227398,0.21630755,0.00029706,0.01669944,0.39422126,0.75421876,0.19820782
-4.45122561,0.80545007,0.22114523,0.00032777,0.01688732,0.39959529,0.76678646,0.20574863
-4.44522261,0.83286085,0.22638627,0.00036119,0.01716978,0.40756607,0.78218778,0.21487078
-4.43921961,0.86450712,0.23207581,0.00039713,0.01755843,0.41814569,0.80052578,0.22552609
-4.43321661,0.90023663,0.23823007,0.00043533,0.01806148,0.43126408,0.82177963,0.23761889
-4.42721361,0.93973709,0.24483311,0.00047542,0.01868327,0.44676662,0.84579658,0.25100562
-4.42121061,0.98253511,0.25183505,0.00051695,0.01942384,0.46441455,0.87228891,0.26549607
-4.41520760,1.02800143,0.25915187,0.00055940,0.02027876,0.48388832,0.90083657,0.28085636
-4.40920460,1.07536264,0.26666689,0.00060217,0.02123901,0.50479403,0.93089556,0.29681354
-4.40320160,1.12371943,0.27423403,0.00064460,0.02229110,0.52667279,0.96181193,0.31306189
-4.39719860,1.17207068,0.28168252,0.00068598,0.02341731,0.54901282,0.99284106,0.32927077
-4.39119560,1.21934299,0.28882309,0.00072560,0.02459611,0.57126393,1.02317149,0.34509376
-4.38519260,1.26442431,0.29545533,0.00076272,0.02580275,0.59285404,1.05195251,0.36017874
-4.37918959,1.30620063,0.30137574,0.00079664,0.02700997,0.61320688,1.07832417,0.37417874
-4.37318659,1.34359414,0.30638634,0.00082670,0.02818884,0.63176058,1.10144871,0.38676296
-4.36718359,1.37560138,0.31030324,0.00085228,0.02930967,0.64798607,1.12054175,0.39762768
-4.36118059,1.40132963,0.31296485,0.00087288,0.03034299,0.66140485,1.13490207,0.40650646
-4.35517759,1.42003002,0.31423933,0.00088808,0.03126051,0.67160517,1.14393854,0.41317933
-4.34917459,1.43112589,0.31403090,0.00089759,0.03203611,0.67825607,1.14719295,0.41748055
-4.34317159,1.43423510,0.31228477,0.00090124,0.03264669,0.68111864,1.14435791,0.41930445
-4.33716858,1.42918531,0.30899042,0.00089903,0.03307299,0.68005407,1.13528868,0.41860929
-4.33116558,1.41602156,0.30418306,0.00089106,0.03330023,0.67502801,1.12000891,0.41541881
-4.32516258,1.39500578,0.29794333,0.00087758,0.03331858,0.66611127,1.09870959,0.40982150
-4.31915958,1.36660840,0.29039519,0.00085901,0.03312347,0.65347675,1.07174179,0.40196746
-4.31315658,1.33149228,0.28170207,0.00083583,0.03271570,0.63739269,1.03960329,0.39206316
-4.30715358,1.29048995,0.27206167,0.00080868,0.03210134,0.61821274,1.00291991,0.38036428
