energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,1.86912546,0.04285363,0.00184249,0.00821209,1.30426103,0.69982439,0.71846350
-5.99399700,1.82779241,0.04166633,0.00180380,0.00813038,1.28020901,0.68525392,0.70895931
-5.98799400,1.78636854,0.04039264,0.00176230,0.00805929,1.25594009,0.67003512,0.69980240
-5.98199100,1.74548217,0.03905101,0.00171867,0.00800417,1.23188451,0.65456155,0.69114660
-5.97598799,1.70572217,0.03766281,0.00167362,0.00797011,1.20844397,0.63924446,0.68310969
-5.96998499,1.66762122,0.03625144,0.00162782,0.00796187,1.18597960,0.62450236,0.67576888
-5.96398199,1.63164167,0.03484142,0.00158188,0.00798374,1.16480194,0.61075022,0.66915821
-5.95797899,1.59816454,0.03345752,0.00153639,0.00803945,1.14516314,0.59838841,0.66326804
-5.95197599,1.56748165,0.03212391,0.00149183,0.00813209,1.12725150,0.58779186,0.65804655
-5.94597299,1.53979112,0.03086335,0.00144862,0.00826403,1.11118860,0.57929945,0.65340316
-5.93996998,1.51519620,0.02969655,0.00140708,0.00843690,1.09702874,0.57320418,0.64921359
-5.93396698,1.49370705,0.02864154,0.00136745,0.00865151,1.08476076,0.56974409,0.64532643
-5.92796398,1.47524533,0.02771316,0.00132985,0.00890785,1.07431186,0.56909434,0.64157070
-5.92196098,1.45965124,0.02692274,0.00129435,0.00920504,1.06555324,0.57136061,0.63776410
-5.91595798,1.44669238,0.02627777,0.00126090,0.00954134,1.05830713,0.57657406,0.63372154
-5.90995498,1.43607422,0.02578183,0.00122940,0.00991408,1.05235492,0.58468801,0.62926355
-5.90395198,1.42745160,0.02543451,0.00119968,0.01031970,1.04744605,0.59557659,0.62422419
-5.89794897,1.42044092,0.02523148,0.00117152,0.01075376,1.04330727,0.60903535,0.61845808
-5.89194597,1.41463260,0.02516466,0.00114467,0.01121090,1.03965209,0.62478421,0.61184642
-5.88594297,1.40960364,0.02522252,0.00111886,0.01168491,1.03619003,0.64247255,0.60430169
-5.87993997,1.40492996,0.02539038,0.00109379,0.01216879,1.03263569,0.66168666,0.59577095
-5.87393697,1.40019833,0.02565086,0.00106920,0.01265481,1.02871725,0.68195937,0.58623769
-5.86793397,1.39501784,0.02598437,0.00104483,0.01313463,1.02418447,0.70278178,0.57572237
-5.86193097,1.38903076,0.02636966,0.00102046,0.01359948,1.01881606,0.72361691,0.56428148
-5.85592796,1.38192268,0.02678445,0.00099589,0.01404026,1.01242632,0.74391485,0.55200561
-5.84992496,1.37343182,0.02720603,0.00097098,0.01444783,1.00487096,0.76312914,0.53901638
-5.84392196,1.36335736,0.02761197,0.00094567,0.01481321,0.99605217,0.78073370,0.52546264
-5.83791896,1.35156668,0.02798076,0.00091991,0.01512786,0.98592261,0.79623999,0.51151603
-5.83191596,1.33800117,0.02829247,0.00089375,0.01538394,0.97448845,0.80921355,0.49736612
-5.82591296,1.32268053,0.02852938,0.00086728,0.01557460,0.96181114,0.81928949,0.48321525
-5.81990995,1.30570517,0.02867655,0.00084067,0.01569426,0.94800798,0.82618617,0.46927334
-5.81390695,1.28725666,0.02872234,0.00081411,0.01573881,0.93325114,0.82971654,0.45575263
-5.80790395,1.26759578,0.02865879,0.00078789,0.01570592,0.91776531,0.82979671,0.44286263
-5.80190095,1.24705831,0.02848194,0.00076229,0.01559513,0.90182368,0.82645121,0.43080515
-5.79589795,1.22604837,0.02819203,0.00073767,0.01540799,0.88574245,0.81981487,0.41976977
-5.78989495,1.20502938,0.02779356,0.00071437,0.01514816,0.86987391,0.81013104,0.40992947
-5.78389195,1.18451293,0.02729523,0.00069278,0.01482136,0.85459815,0.79774639,0.40143683
-5.77788894,1.16504579,0.02670975,0.00067326,0.01443530,0.84031380,0.78310231,0.39442057
-5.77188594,1.14719554,0.02605355,0.00065616,0.01399959,0.82742802,0.76672344,0.38898279
-5.76588294,1.13153532,0.02534636,0.00064182,0.01352548,0.81634605,0.74920366,0.38519666
-5.75987994,1.11862836,0.02461069,0.00063052,0.01302565,0.80746092,0.73119030,0.38310500
-5.75387694,1.10901282,0.02387127,0.00062249,0.01251390,0.80114352,0.71336694,0.38271952
-5.74787394,1.10318770,0.02315443,0.00061791,0.01200482,0.79773357,0.69643569,0.38402103
-5.74187094,1.10160018,0.02248740,0.00061689,0.01151343,0.79753177,0.68109944,0.38696048
-5.73586793,1.10463514,0.02189765,0.00061944,0.01105482,0.80079353,0.66804465,0.39146098
-5.72986493,1.11260704,0.02141217,0.00062553,0.01064379,0.80772435,0.65792528,0.39742078
-5.72386193,1.12575434,0.02105689,0.00063502,0.01029446,0.81847709,0.65134812,0.40471706
-5.71785893,1.14423681,0.02085598,0.00064771,0.01001996,0.83315102,0.64885991,0.41321057
-5.71185593,1.16813525,0.02083134,0.00066333,0.00983211,0.85179265,0.65093638,0.42275087
-5.70585293,1.19745376,0.02100206,0.00068153,0.00974111,0.87439805,0.65797331,0.43318207
-5.69984992,1.23212395,0.02138402,0.00070193,0.00975530,0.90091640,0.67027961,0.44434875
-5.69384692,1.27201085,0.02198952,0.00072408,0.00988095,0.93125453,0.68807232,0.45610193
-5.68784392,1.31691981,0.02282707,0.00074752,0.01012211,0.96528196,0.71147346,0.46830476
-5.68184092,1.36660417,0.02390115,0.00077176,0.01048047,1.00283614,0.74050857,0.48083762
-5.67583792,1.42077293,0.02521225,0.00079632,0.01095530,1.04372751,0.77510683,0.49360248
-5.66983492,1.47909815,0.02675683,0.00082070,0.01154340,1.08774418,0.81510264,0.50652625
-5.66383192,1.54122169,0.02852753,0.00084446,0.01223920,1.13465579,0.86023855,0.51956284
-5.65782891,1.60676099,0.03051340,0.00086716,0.01303477,1.18421665,0.91016952,0.53269394
-5.65182591,1.67531375,0.03270025,0.00088840,0.01392003,1.23616777,0.96446841,0.54592834
-5.64582291,1.74646143,0.03507111,0.00090784,0.01488290,1.29023805,1.02263265,0.55929979
-5.63981991,1.81977154,0.03760672,0.00092518,0.01590956,1.34614443,1.08409213,0.57286344
-5.63381691,1.89479888,0.04028615,0.00094019,0.01698479,1.40359130,1.14821815,0.58669100
-5.62781391,1.97108580,0.04308736,0.00095268,0.01809225,1.46226913,1.21433331,0.60086474
-5.62181091,2.04816171,0.04598789,0.00096252,0.01921488,1.52185270,1.28172228,0.61547063
-5.61580790,2.12554198,0.04896540,0.00096964,0.02033533,1.58199888,1.34964317,0.63059082
-5.60980490,2.20272646,0.05199825,0.00097400,0.02143633,1.64234440,1.41733920,0.64629578
-5.60380190,2.27919785,0.05506596,0.00097564,0.02250110,1.70250355,1.48405056,0.66263651
-5.59779890,2.35441999,0.05814957,0.00097460,0.02351377,1.76206628,1.54902582,0.67963701
-5.59179590,2.42783649,0.06123183,0.00097099,0.02445972,1.82059661,1.61153290,0.69728752
-5.58579290,2.49886967,0.06429728,0.00096492,0.02532588,1.87763176,1.67086909,0.71553873
-5.57978989,2.56692014,0.06733216,0.00095655,0.02610102,1.93268203,1.72636989,0.73429731
-5.57378689,2.63136732,0.07032412,0.00094602,0.02677590,1.98523177,1.77741654,0.75342303
-5.56778389,2.69157098,0.07326186,0.00093351,0.02734339,2.03474145,1.82344212,0.77272768
-5.56178089,2.74687416,0.07613455,0.00091919,0.02779853,2.08065124,1.86393624,0.79197589
-5.55577789,2.79660769,0.07893128,0.00090323,0.02813847,2.12238599,1.89844834,0.81088803
-5.54977489,2.84009663,0.08164037,0.00088579,0.02836235,2.15936201,1.92658987,0.82914511
-5.54377189,2.87666859,0.08424876,0.00086704,0.02847115,2.19099552,1.94803561,0.84639561
-5.53776888,2.90566426,0.08674143,0.00084710,0.02846746,2.21671287,1.96252435,0.86226418
-5.53176588,2.92645003,0.08910099,0.00082610,0.02835523,2.23596244,1.96985924,0.87636179
-5.52576288,2.93843254,0.09130731,0.00080416,0.02813950,2.24822797,1.96990825,0.88829719
-5.51975988,2.94107495,0.09333753,0.00078136,0.02782617,2.25304299,1.96260464,0.89768916
-5.51375688,2.93391439,0.09516617,0.00075778,0.02742165,2.25000609,1.94794793,0.90417921
-5.50775388,2.91658006,0.09676555,0.00073349,0.02693273,2.23879614,1.92600516,0.90744410
-5.50175088,2.88881119,0.09810641,0.00070855,0.02636634,2.21918724,1.89691244,0.90720788
-5.49574787,2.85047406,0.09915882,0.00068300,0.02572940,2.19106234,1.86087669,0.90325277
-5.48974487,2.80157715,0.09989323,0.00065688,0.02502874,2.15442507,1.81817714,0.89542856
-5.48374187,2.74228360,0.10028168,0.00063025,0.02427104,2.10940897,1.76916643,0.88366003
-5.47773887,2.67292010,0.10029906,0.00060316,0.02346280,2.05628357,1.71427079,0.86795211
-5.47173587,2.59398155,0.09992450,0.00057567,0.02261043,1.99545677,1.65398916,0.84839258
-5.46573287,2.50613094,0.09914253,0.00054786,0.02172024,1.92747323,1.58889062,0.82515208
-5.45972986,2.41019420,0.09794428,0.00051982,0.02079855,1.85300859,1.51961023,0.79848158
-5.45372686,2.30714994,0.09632842,0.00049168,0.01985180,1.77285963,1.44684294,0.76870724
-5.44772386,2.19811433,0.09430184,0.00046355,0.01888658,1.68793056,1.37133560,0.73622309
-5.44172086,2.08432155,0.09188012,0.00043561,0.01790974,1.59921592,1.29387725,0.70148164
-5.43571786,1.96710057,0.08908763,0.00040802,0.01692844,1.50778082,1.21528784,0.66498302
-5.42971486,1.84784901,0.08595733,0.00038098,0.01595015,1.41473908,1.13640585,0.62726290
-5.42371186,1.72800531,0.08253031,0.00035468,0.01498269,1.32123031,1.05807511,0.58887985
-5.41770885,1.60901999,0.07885499,0.00032934,0.01403417,1.22839670,0.98113134,0.55040250
-5.41170585,1.49232729,0.07498605,0.00030519,0.01311293,1.13736043,0.90638903,0.51239700
-5.40570285,1.37931804,0.07098323,0.00028244,0.01222747,1.04920234,0.83462884,0.47541518
-5.39969985,1.27131467,0.06690992,0.00026132,0.01138633,0.96494276,0.76658625,0.43998371
-5.39369685,1.16954901,0.06283169,0.00024203,0.01059797,0.88552472,0.70294156,0.40659459
-5.38769385,1.07514333,0.05881470,0.00022477,0.00987065,0.81180017,0.64431153,0.37569703
-5.38169085,0.98909500,0.05492426,0.00020972,0.00921223,0.74451907,0.59124276,0.34769092
-5.37568784,0.91226465,0.05122333,0.00019703,0.00863010,0.68432161,0.54420686,0.32292174
-5.36968484,0.84536786,0.04777120,0.00018683,0.00813098,0.63173325,0.50359715,0.30167698
-5.36368184,0.78897005,0.04462224,0.00017923,0.00772081,0.58716231,0.46972689,0.28418395
-5.35767884,0.74348408,0.04182483,0.00017429,0.00740463,0.55089983,0.44282864,0.27060866
-5.35167584,0.70917040,0.03942048,0.00017206,0.00718643,0.52312124,0.42305459,0.26105583
-5.34567284,0.68613897,0.03744309,0.00017252,0.00706909,0.50388949,0.41047743,0.25556972
-5.33966983,0.67435291,0.03591836,0.00017566,0.00705425,0.49315925,0.40509177,0.25413578
-5.33366683,0.67363326,0.03486340,0.00018138,0.00714229,0.49078196,0.40681570,0.25668284
-5.32766383,0.68366497,0.03428652,0.00018960,0.00733220,0.49651145,0.41549254,0.26308600
-5.32166083,0.70400375,0.03418704,0.00020014,0.00762161,0.51001016,0.43089264,0.27317010
-5.31565783,0.73408413,0.03455545,0.00021285,0.00800674,0.53085590,0.45271555,0.28671373
-5.30965483,0.77322860,0.03537352,0.00022748,0.00848238,0.55854925,0.48059240,0.30345403
-5.30365183,0.82065838,0.03661467,0.00024381,0.00904197,0.59252182,0.51408901,0.32309216
-5.29764882,0.87550578,0.03824443,0.00026154,0.00967759,0.63214556,0.55270988,0.34529962
-5.29164582,0.93682863,0.04022112,0.00028039,0.01038008,0.67674328,0.59590336,0.36972542
-5.28564282,1.00362695,0.04249661,0.00030003,0.01113914,0.72560063,0.64306826,0.39600411
-5.27963982,1.07486176,0.04501725,0.00032014,0.01194350,0.77797949,0.69356225,0.42376459
-5.27363682,1.14947620,0.04772502,0.00034037,0.01278102,0.83313286,0.74671200,0.45263963
-5.26763382,1.22641856,0.05055877,0.00036041,0.01363900,0.89032108,0.80182523,0.48227579
-5.26163082,1.30466674,0.05345560,0.00037992,0.01450434,0.94882888,0.85820449,0.51234353
-5.25562781,1.38325352,0.05635235,0.00039861,0.01536384,1.00798306,0.91516243,0.54254709
-5.24962481,1.46129173,0.05918714,0.00041622,0.01620447,1.06716992,0.97203821,0.57263375
-5.24362181,1.53799828,0.06190102,0.00043250,0.01701367,1.12585182,1.02821431,0.60240197
-5.23761881,1.61271590,0.06443943,0.00044727,0.01777963,1.18358206,1.08313330,0.63170787
-5.23161581,1.68493143,0.06675372,0.00046039,0.01849161,1.24001710,1.13631366,0.66046971
-5.22561281,1.75428941,0.06880246,0.00047178,0.01914016,1.29492536,1.18736380,0.68866984
-5.21960980,1.82059998,0.07055251,0.00048143,0.01971741,1.34819183,1.23599354,0.71635377
-5.21360680,1.88384023,0.07197991,0.00048937,0.02021723,1.39981777,1.28202223,0.74362630
-5.20760380,1.94414824,0.07307034,0.00049571,0.02063538,1.44991519,1.32538275,0.77064435
-5.20160080,2.00180978,0.07381936,0.00050061,0.02096960,1.49869585,1.36612101,0.79760687
-5.19559780,2.05723744,0.07423220,0.00050430,0.02121963,1.54645482,1.40439038,0.82474182
-5.18959480,2.11094302,0.07432318,0.00050703,0.02138715,1.59354912,1.44044121,0.85229089
-5.18359180,2.16350381,0.07411488,0.00050910,0.02147567,1.64037210,1.47460533,0.88049235
-5.17758879,2.21552416,0.07363688,0.00051084,0.02149032,1.68732440,1.50727612,0.90956281
-5.17158579,2.26759400,0.07292429,0.00051258,0.02143764,1.73478304,1.53888480,0.93967892
-5.16558279,2.32024605,0.07201611,0.00051467,0.02132522,1.78306970,1.56987383,0.97095954
-5.15957979,2.37391399,0.07095343,0.00051741,0.02116142,1.83242014,1.60066855,1.00344979
-5.15357679,2.42889354,0.06977763,0.00052110,0.02095497,1.88295604,1.63164849,1.03710747
-5.14757379,2.48530866,0.06852860,0.00052599,0.02071460,1.93466113,1.66311960,1.07179294
-5.14157079,2.54308477,0.06724313,0.00053227,0.02044868,1.98736275,1.69528889,1.10726304
-5.13556778,2.60193059,0.06595349,0.00054005,0.02016489,2.04072040,1.72824286,1.14316970
-5.12956478,2.66133000,0.06468630,0.00054939,0.01986992,2.09422193,1.76193099,1.17906331
-5.12356178,2.72054461,0.06346168,0.00056025,0.01956921,2.14718806,1.79615527,1.21440126
-5.11755878,2.77862743,0.06229282,0.00057252,0.01926680,2.19878542,1.83056665,1.24856118
-5.11155578,2.83444735,0.06118583,0.00058600,0.01896521,2.24804776,1.86466871,1.28085861
-5.10555278,2.88672363,0.06014002,0.00060042,0.01866543,2.29390475,1.89782894,1.31056846
-5.09954977,2.93406907,0.05914846,0.00061543,0.01836696,2.33521713,1.92929704,1.33694929
-5.09354677,2.97504010,0.05819888,0.00063064,0.01806796,2.37081700,1.95822988,1.35926956
-5.08754377,3.00819167,0.05727474,0.00064560,0.01776544,2.39955127,1.98372206,1.37683455
-5.08154077,3.03213443,0.05635657,0.00065984,0.01745550,2.42032660,2.00484076,1.38901291
-5.07553777,3.04559178,0.05542330,0.00067287,0.01713363,2.43215372,2.02066342,1.39526161
-5.06953477,3.04745418,0.05445376,0.00068420,0.01679503,2.43418917,2.03031669,1.39514820
-5.06353177,3.03682824,0.05342809,0.00069341,0.01643491,2.42577256,2.03301464,1.38836947
-5.05752876,3.01307864,0.05232902,0.00070006,0.01604884,2.40645786,2.02809489,1.37476559
-5.05152576,2.97586082,0.05114314,0.00070382,0.01563298,2.37603712,2.01505064,1.35432931
-5.04552276,2.92514330,0.04986189,0.00070441,0.01518441,2.33455592,1.99355748,1.32720980
-5.03951976,2.86121868,0.04848241,0.00070165,0.01470124,2.28231969,1.96349358,1.29371107
-5.03351676,2.78470310,0.04700813,0.00069545,0.01418282,2.21989099,1.92495259,1.25428510
-5.02751376,2.69652428,0.04544917,0.00068580,0.01362978,2.14807783,1.87824855,1.20952014
-5.02151076,2.59789897,0.04382252,0.00067283,0.01304403,2.06791384,1.82391275,1.16012472
-5.01550775,2.49030105,0.04215201,0.00065673,0.01242875,1.98063111,1.76268285,1.10690819
-5.00950475,2.37542153,0.04046811,0.00063781,0.01178824,1.88762715,1.69548463,1.05075855
-5.00350175,2.25512262,0.03880758,0.00061644,0.01112780,1.79042724,1.62340737,0.99261861
-4.99749875,2.13138747,0.03721293,0.00059308,0.01045350,1.69064387,1.54767393,0.93346138
-4.99149575,2.00626782,0.03573191,0.00056824,0.00977198,1.58993475,1.46960671,0.87426555
-4.98549275,1.88183136,0.03441673,0.00054245,0.00909020,1.48996095,1.39059105,0.81599191
-4.97948974,1.76011048,0.03332333,0.00051631,0.00841522,1.39234649,1.31203722,0.75956141
-4.97348674,1.64305422,0.03251057,0.00049036,0.00775393,1.29864063,1.23534251,0.70583540
-4.96748374,1.53248441,0.03203927,0.00046519,0.00711287,1.21028376,1.16185472,0.65559850
-4.96148074,1.43005713,0.03197127,0.00044131,0.00649802,1.12857763,1.09283793,0.60954423
-4.95547774,1.33723004,0.03236830,0.00041922,0.00591463,1.05466039,1.02944173,0.56826375
-4.94947474,1.25523602,0.03329084,0.00039935,0.00536712,0.98948667,0.97267439,0.53223738
-4.94347174,1.18506313,0.03479682,0.00038205,0.00485899,0.93381263,0.92338068,0.50182905
-4.93746873,1.12744080,0.03694015,0.00036760,0.00439276,0.88818610,0.88222451,0.47728336
-4.93146573,1.08283190,0.03976919,0.00035620,0.00396995,0.85294122,0.84967659,0.45872501
-4.92546273,1.05143043,0.04332508,0.00034795,0.00359113,0.82819752,0.82600714,0.44616040
-4.91945973,1.03316422,0.04763991,0.00034287,0.00325596,0.81386297,0.81128335,0.43948112
-4.91345673,1.02770228,0.05273491,0.00034088,0.00296324,0.80964066,0.80537156,0.43846909
-4.90745373,1.03446638,0.05861855,0.00034183,0.00271103,0.81503873,0.80794378,0.44280322
-4.90145073,1.05264650,0.06528477,0.00034548,0.00249677,0.82938348,0.81848825,0.45206743
-4.89544772,1.08121983,0.07271127,0.00035151,0.00231737,0.85183509,0.83632357,0.46575986
-4.88944472,1.11897301,0.08085814,0.00035957,0.00216936,0.88140611,0.86061636,0.48330335
-4.88344172,1.16452761,0.08966673,0.00036923,0.00204899,0.91698228,0.89040164,0.50405695
-4.87743872,1.21636835,0.09905904,0.00038004,0.00195236,0.95734569,0.92460598,0.52732858
-4.87143572,1.27287400,0.10893766,0.00039153,0.00187555,1.00119989,0.96207265,0.55238861
-4.86543272,1.33235067,0.11918627,0.00040319,0.00181469,1.04719688,1.00158858,0.57848437
-4.85942971,1.39306693,0.12967091,0.00041457,0.00176609,1.09396547,1.04191244,0.60485536
-4.85342671,1.45329037,0.14024200,0.00042518,0.00172629,1.14014065,1.08180348,0.63074891
-4.84742371,1.51132493,0.15073697,0.00043460,0.00169216,1.18439330,1.12005032,0.65543610
-4.84142071,1.56554810,0.16098379,0.00044242,0.00166090,1.22545978,1.15549921,0.67822744
-4.83541771,1.61444721,0.17080491,0.00044832,0.00163014,1.26217037,1.18708095,0.69848809
-4.82941471,1.65665369,0.18002190,0.00045201,0.00159790,1.29347602,1.21383584,0.71565194
-4.82341171,1.69097434,0.18846029,0.00045328,0.00156267,1.31847238,1.23493579,0.72923437
-4.81740870,1.71641856,0.19595469,0.00045197,0.00152334,1.33642037,1.24970315,0.73884298
-4.81140570,1.73222048,0.20235382,0.00044801,0.00147923,1.34676252,1.25762545,0.74418611
-4.80540270,1.73785525,0.20752533,0.00044140,0.00143005,1.34913449,1.25836563,0.74507854
-4.79939970,1.73304868,0.21136016,0.00043220,0.00137587,1.34337113,1.25176740,0.74144447
-4.79339670,1.71777993,0.21377619,0.00042054,0.00131711,1.32950701,1.23785551,0.73331722
-4.78739370,1.69227691,0.21472112,0.00040660,0.00125446,1.30777109,1.21683093,0.72083592
-4.78139070,1.65700462,0.21417437,0.00039062,0.00118888,1.27857592,1.18906110,0.70423921
-4.77538769,1.61264675,0.21214788,0.00037285,0.00112154,1.24250153,1.15506560,0.68385602
-4.76938469,1.56008118,0.20868586,0.00035361,0.00105379,1.20027479,1.11549778,0.66009396
-4.76338169,1.50035044,0.20386342,0.00033322,0.00098714,1.15274488,1.07112314,0.63342571
-4.75737869,1.43462807,0.19778422,0.00031199,0.00092322,1.10085586,1.02279505,0.60437377
