energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Li_s_up,Se_s_up,Se_p_up
-5.46573287,2.01256154,0.01160954,0.11631997,0.52576514,0.21694769,0.33308358,0.05595758,0.89573772
-5.45972986,1.92514820,0.01148422,0.11635045,0.51608212,0.20725513,0.30727560,0.05392266,0.85017943
-5.45372686,1.83670540,0.01137134,0.11594427,0.50560860,0.19744734,0.28215477,0.05173996,0.80472030
-5.44772386,1.74781445,0.01126552,0.11508615,0.49431597,0.18760084,0.25792403,0.04943009,0.75967442
-5.44172086,1.65898752,0.01116073,0.11376756,0.48217617,0.17778172,0.23474962,0.04701538,0.71531027
-5.43571786,1.57067260,0.01105058,0.11198731,0.46916609,0.16804619,0.21276153,0.04451949,0.67185298
-5.42971486,1.48326096,0.01092870,0.10975192,0.45527204,0.15844144,0.19205526,0.04196708,0.62948795
-5.42371186,1.39709612,0.01078900,0.10707581,0.44049390,0.14900687,0.17269428,0.03938337,0.58836568
-5.41770885,1.31248378,0.01062603,0.10398125,0.42484883,0.13977534,0.15471339,0.03679376,0.54860727
-5.41170585,1.22970200,0.01043520,0.10049817,0.40837425,0.13077461,0.13812242,0.03422345,0.51031034
-5.40570285,1.14901094,0.01021303,0.09666365,0.39112992,0.12202868,0.12291023,0.03169713,0.47355493
-5.39969985,1.07066173,0.00995734,0.09252135,0.37319917,0.11355904,0.10904894,0.02923866,0.43840922
-5.39369685,0.99490425,0.00966731,0.08812068,0.35468900,0.10538586,0.09649794,0.02687081,0.40493480
-5.38769385,0.92199345,0.00934364,0.08351584,0.33572934,0.09752887,0.08520795,0.02461516,0.37319138
-5.38169085,0.85219424,0.00898846,0.07876478,0.31647131,0.09000814,0.07512466,0.02249196,0.34324077
-5.37568784,0.78578509,0.00860540,0.07392810,0.29708481,0.08284466,0.06619223,0.02052013,0.31515033
-5.36968484,0.72306029,0.00819944,0.06906787,0.27775545,0.07606063,0.05835636,0.01871726,0.28899566
-5.36368184,0.66433126,0.00777688,0.06424651,0.25868112,0.06967979,0.05156711,0.01709979,0.26486272
-5.35767884,0.60992707,0.00734517,0.05952575,0.24006840,0.06372740,0.04578131,0.01568306,0.24284953
-5.35167584,0.56019440,0.00691286,0.05496557,0.22212891,0.05823032,0.04096476,0.01448157,0.22306737
-5.34567284,0.51549721,0.00648942,0.05062335,0.20507591,0.05321691,0.03709404,0.01350908,0.20564167
-5.33966983,0.47621621,0.00608524,0.04655312,0.18912126,0.04871696,0.03415808,0.01277886,0.19071270
-5.33366683,0.44274827,0.00571147,0.04280492,0.17447281,0.04476159,0.03215946,0.01230379,0.17843597
-5.32766383,0.41550570,0.00538008,0.03942435,0.16133236,0.04138310,0.03111545,0.01209644,0.16898236
-5.32166083,0.39491540,0.00510375,0.03645215,0.14989415,0.03861495,0.03105873,0.01216912,0.16253814
-5.31565783,0.38141762,0.00489602,0.03392403,0.14034392,0.03649161,0.03203779,0.01253383,0.15930446
-5.30965483,0.37546417,0.00477121,0.03187049,0.13285831,0.03504839,0.03411705,0.01320207,0.15949656
-5.30365183,0.37751570,0.00474459,0.03031673,0.12760473,0.03432132,0.03737644,0.01418461,0.16334231
-5.29764882,0.38803776,0.00483236,0.02928263,0.12474125,0.03434684,0.04191069,0.01549115,0.17108008
-5.29164582,0.40749528,0.00505174,0.02878269,0.12441657,0.03516141,0.04782787,0.01712986,0.18295572
-5.28564282,0.43634525,0.00542097,0.02882602,0.12676983,0.03680099,0.05524756,0.01910683,0.19921855
-5.27963982,0.47502715,0.00595924,0.02941627,0.13192991,0.03930025,0.06429818,0.02142553,0.22011618
-5.27363682,0.52395119,0.00668661,0.03055151,0.14001439,0.04269174,0.07511373,0.02408612,0.24588814
-5.26763382,0.58348414,0.00762380,0.03222411,0.15112767,0.04700466,0.08782975,0.02708483,0.27675827
-5.26163082,0.65393296,0.00879184,0.03442053,0.16535848,0.05226353,0.10257864,0.03041333,0.31292587
-5.25562781,0.73552628,0.01021169,0.03712114,0.18277649,0.05848662,0.11948420,0.03405813,0.35455577
-5.24962481,0.82839445,0.01190366,0.04030001,0.20342827,0.06568427,0.13865570,0.03800011,0.40176744
-5.24362181,0.93254835,0.01388674,0.04392472,0.22733238,0.07385698,0.16018137,0.04221413,0.45462350
-5.23761881,1.04785798,0.01617784,0.04795627,0.25447414,0.08299356,0.18412174,0.04666887,0.51311786
-5.23161581,1.17403165,0.01879090,0.05234903,0.28479985,0.09306927,0.21050275,0.05132676,0.57716409
-5.22561281,1.31059660,0.02173595,0.05705085,0.31821112,0.10404407,0.23930918,0.05614415,0.64658432
-5.21960980,1.45688236,0.02501816,0.06200334,0.35455933,0.11586110,0.27047854,0.06107177,0.72109940
-5.21360680,1.61200770,0.02863683,0.06714227,0.39364073,0.12844549,0.30389569,0.06605528,0.80032083
-5.20760380,1.77487254,0.03258453,0.07239829,0.43519250,0.14170360,0.33938865,0.07103616,0.88374497
-5.20160080,1.94415552,0.03684630,0.07769771,0.47889015,0.15552277,0.37672585,0.07595275,0.97075022
-5.19559780,2.11831828,0.04139901,0.08296360,0.52434659,0.16977167,0.41561506,0.08074145,1.06059760
-5.18959480,2.29561714,0.04621093,0.08811706,0.57111317,0.18430129,0.45570433,0.08533808,1.15243505
-5.18359180,2.47412237,0.05124163,0.09307860,0.61868295,0.19894672,0.49658504,0.08967936,1.24530592
-5.17758879,2.65174536,0.05644208,0.09776975,0.66649632,0.21352946,0.53779722,0.09370440,1.33816156
-5.17158579,2.82627335,0.06175514,0.10211462,0.71394911,0.22786057,0.57883701,0.09735618,1.42987810
-5.16558279,2.99541102,0.06711637,0.10604167,0.76040290,0.24174436,0.61916634,0.10058301,1.51927707
-5.15957979,3.15682813,0.07245520,0.10948524,0.80519763,0.25498257,0.65822443,0.10333980,1.60514947
-5.15357679,3.30821165,0.07769638,0.11238721,0.84766595,0.26737900,0.69544084,0.10558924,1.68628257
-5.14757379,3.44732091,0.08276171,0.11469834,0.88714900,0.27874436,0.73024973,0.10730266,1.76148874
-5.14157079,3.57204382,0.08757199,0.11637952,0.92301304,0.28890114,0.76210459,0.10846073,1.82963508
-5.13556778,3.68045195,0.09204918,0.11740272,0.95466629,0.29768846,0.79049324,0.10905384,1.88967312
-5.12956478,3.77085261,0.09611850,0.11775165,0.98157542,0.30496647,0.81495209,0.10908212,1.94066708
-5.12356178,3.84183554,0.09971063,0.11742212,1.00328080,0.31062039,0.83507941,0.10855531,1.98181985
-5.11755878,3.89231241,0.10276371,0.11642210,1.01941012,0.31456374,0.85054686,0.10749219,2.01249539
-5.11155578,3.92154743,0.10522523,0.11477133,1.02968947,0.31674087,0.86110888,0.10591985,2.03223672
-5.10555278,3.92917766,0.10705354,0.11250074,1.03395165,0.31712846,0.86660941,0.10387269,2.04077863
-5.09954977,3.91522205,0.10821905,0.10965149,1.03214110,0.31573611,0.86698591,0.10139126,2.03805462
-5.09354677,3.88007892,0.10870510,0.10627374,1.02431535,0.31260584,0.86227023,0.09852094,2.02419769
-5.08754377,3.82451185,0.10850824,0.10242527,1.01064285,0.30781057,0.85258651,0.09531062,1.99953496
-5.08154077,3.74962457,0.10763824,0.09816982,0.99139722,0.30145167,0.83814627,0.09181127,1.96457635
-5.07553777,3.65682601,0.10611754,0.09357544,0.96694838,0.29365569,0.81924074,0.08807462,1.91999793
-5.06953477,3.54778694,0.10398036,0.08871268,0.93775063,0.28457036,0.79623108,0.08415189,1.86662048
-5.06353177,3.42439014,0.10127145,0.08365291,0.90432858,0.27436004,0.76953676,0.08009267,1.80538444
-5.05752876,3.28867605,0.09804450,0.07846661,0.86726127,0.26320087,0.73962266,0.07594397,1.73732216
-5.05152576,3.14278634,0.09436044,0.07322182,0.82716530,0.25127576,0.70698557,0.07174943,1.66352861
-5.04552276,2.98890740,0.09028554,0.06798279,0.78467768,0.23876949,0.67214049,0.06754876,1.58513190
-5.03951976,2.82921600,0.08588940,0.06280882,0.74043901,0.22586394,0.63560732,0.06337734,1.50326454
-5.03351676,2.66582905,0.08124316,0.05775330,0.69507774,0.21273388,0.59789848,0.05926608,1.41903659
-5.02751376,2.50075898,0.07641759,0.05286308,0.64919594,0.19954321,0.55950770,0.05524141,1.33351154
-5.02151076,2.33587613,0.07148151,0.04817805,0.60335715,0.18644191,0.52090045,0.05132538,1.24768565
-5.01550775,2.17287889,0.06650035,0.04373099,0.55807653,0.17356372,0.48250607,0.04753599,1.16247123
-5.00950475,2.01327219,0.06153498,0.03954769,0.51381362,0.16102456,0.44471182,0.04388748,1.07868409
-5.00350175,1.85835425,0.05664081,0.03564734,0.47096765,0.14892175,0.40785878,0.04039080,0.99703539
-4.99749875,1.70921147,0.05186718,0.03204303,0.42987553,0.13733395,0.37223954,0.03705401,0.91812751
-4.99149575,1.56672065,0.04725697,0.02874255,0.39081217,0.12632173,0.33809761,0.03388277,0.84245394
-4.98549275,1.43155792,0.04284655,0.02574925,0.35399307,0.11592876,0.30562822,0.03088070,0.77040250
-4.97948974,1.30421308,0.03866593,0.02306313,0.31957882,0.10618348,0.27498045,0.02804979,0.70226160
-4.97348674,1.18500841,0.03473904,0.02068190,0.28768105,0.09710111,0.24626031,0.02539076,0.63822876
-4.96748374,1.07412071,0.03108429,0.01860213,0.25836973,0.08868592,0.21953458,0.02290330,0.57842095
-4.96148074,0.97160529,0.02771517,0.01682050,0.23168114,0.08093364,0.19483514,0.02058633,0.52288604
-4.95547774,0.87742104,0.02464101,0.01533493,0.20762645,0.07383389,0.17216368,0.01843815,0.47161487
-4.94947474,0.79145532,0.02186772,0.01414576,0.18620034,0.06737260,0.15149643,0.01645661,0.42455335
-4.94347174,0.71354805,0.01939862,0.01325676,0.16738954,0.06153420,0.13278887,0.01463915,0.38161432
-4.93746873,0.64351414,0.01723522,0.01267620,0.15118084,0.05630368,0.11598029,0.01298295,0.34268864
-4.93146573,0.58116371,0.01537798,0.01241765,0.13756856,0.05166829,0.10099807,0.01148493,0.30765530
-4.92546273,0.52631971,0.01382704,0.01250068,0.12656109,0.04761907,0.08776155,0.01014185,0.27639036
-4.91945973,0.47883257,0.01258275,0.01295146,0.11818633,0.04415191,0.07618556,0.00895030,0.24877458
-4.91345673,0.43859164,0.01164628,0.01380300,0.11249606,0.04126833,0.06618354,0.00790681,0.22469962
-4.90745373,0.40553332,0.01101993,0.01509527,0.10956883,0.03897589,0.05767013,0.00700787,0.20407276
-4.90145073,0.37964582,0.01070744,0.01687501,0.10951149,0.03728825,0.05056333,0.00624996,0.18682020
-4.89544772,0.36097043,0.01071405,0.01919517,0.11245904,0.03622485,0.04478624,0.00562965,0.17288884
-4.88944472,0.34959939,0.01104648,0.02211413,0.11857284,0.03581026,0.04026822,0.00514360,0.16224672
-4.88344172,0.34567034,0.01171270,0.02569443,0.12803709,0.03607318,0.03694568,0.00478859,0.15488197
-4.87743872,0.34935754,0.01272154,0.03000122,0.14105344,0.03704518,0.03476235,0.00456156,0.15080053
-4.87143572,0.36085985,0.01408219,0.03510030,0.15783386,0.03875904,0.03366909,0.00445953,0.15002256
-4.86543272,0.38038583,0.01580344,0.04105574,0.17859171,0.04124696,0.03362332,0.00447960,0.15257763
-4.85942971,0.40813619,0.01789290,0.04792724,0.20353119,0.04453844,0.03458795,0.00461886,0.15849886
-4.85342671,0.44428388,0.02035605,0.05576709,0.23283534,0.04865807,0.03652999,0.00487427,0.16781618
-4.84742371,0.48895256,0.02319519,0.06461706,0.26665291,0.05362314,0.03941883,0.00524250,0.18054868
-4.84142071,0.54219392,0.02640841,0.07450498,0.30508443,0.05944127,0.04322422,0.00571980,0.19669649
-4.83541771,0.60396460,0.02998853,0.08544146,0.34816800,0.06610805,0.04791407,0.00630180,0.21623232
-4.82941471,0.67410373,0.03392210,0.09741666,0.39586531,0.07360484,0.05345215,0.00698330,0.23909302
-4.82341171,0.75231202,0.03818850,0.11039739,0.44804856,0.08189681,0.05979578,0.00775806,0.26517141
-4.81740870,0.83813341,0.04275925,0.12432463,0.50448895,0.09093133,0.06689363,0.00861870,0.29430890
-4.81140570,0.93094040,0.04759746,0.13911163,0.56484743,0.10063685,0.07468376,0.00955643,0.32628916
-4.80540270,1.02992424,0.05265769,0.15464291,0.62866846,0.11092223,0.08309198,0.01056105,0.36083335
-4.79939970,1.13409075,0.05788597,0.17077402,0.69537724,0.12167689,0.09203064,0.01162081,0.39759718
-4.79339670,1.24226276,0.06322026,0.18733240,0.76428119,0.13277152,0.10139804,0.01272244,0.43617024
-4.78739370,1.35308968,0.06859122,0.20411939,0.83457589,0.14405957,0.11107844,0.01385122,0.47607786
-4.78139070,1.46506457,0.07392339,0.22091325,0.90535573,0.15537963,0.12094272,0.01499112,0.51678558
-4.77538769,1.57654877,0.07913665,0.23747341,0.97562935,0.16655835,0.13084984,0.01612500,0.55770655
-4.76938469,1.68580354,0.08414798,0.25354565,1.04433959,0.17741419,0.14064894,0.01723494,0.59821145
-4.76338169,1.79102819,0.08887357,0.26886827,1.11038743,0.18776171,0.15018222,0.01830254,0.63764116
-4.75737869,1.89040349,0.09323097,0.28317885,1.17265938,0.19741628,0.15928824,0.01930938,0.67532149
-4.75137569,1.98213888,0.09714141,0.29622159,1.23005721,0.20619903,0.16780591,0.02023743,0.71057980
-4.74537269,2.06452186,0.10053212,0.30775473,1.28152914,0.21394204,0.17557867,0.02106954,0.74276268
-4.73936968,2.13596754,0.10333856,0.31755789,1.32610099,0.22049320,0.18245888,0.02178989,0.77125428
-4.73336668,2.19506639,0.10550645,0.32543906,1.36290636,0.22572094,0.18831221,0.02238448,0.79549434
-4.72736368,2.24062798,0.10699349,0.33124071,1.39121412,0.22951830,0.19302181,0.02284151,0.81499526
-4.72136068,2.27171904,0.10777082,0.33484504,1.41045243,0.23180635,0.19649205,0.02315179,0.82935747
-4.71535768,2.28769386,0.10782399,0.33617785,1.42022777,0.23253672,0.19865172,0.02330896,0.83828240
-4.70935468,2.28821576,0.10715345,0.33521112,1.42033843,0.23169320,0.19945649,0.02330976,0.84158238
-4.70335168,2.27326858,0.10577465,0.33196391,1.41078165,0.22929219,0.19889047,0.02315409,0.83918710
-4.69734867,2.24315765,0.10371754,0.32650173,1.39175411,0.22538215,0.19696691,0.02284501,0.83114634
-4.69134567,2.19850020,0.10102573,0.31893435,1.36364579,0.22004197,0.19372793,0.02238867,0.81762868
-4.68534267,2.14020565,0.09775514,0.30941210,1.32702736,0.21337839,0.18924319,0.02179408,0.79891639
-4.67933967,2.06944666,0.09397235,0.29812094,1.28263187,0.20552248,0.18360784,0.02107281,0.77539676
-4.67333667,1.98762232,0.08975261,0.28527637,1.23133145,0.19662556,0.17693952,0.02023865,0.74755011
-4.66733367,1.89631506,0.08517779,0.27111669,1.17411012,0.18685446,0.16937482,0.01930714,0.71593513
-4.66133067,1.79724332,0.08033408,0.25589561,1.11203389,0.17638660,0.16106515,0.01829514,0.68117226
-4.65532766,1.69221181,0.07530975,0.23987478,1.04621956,0.16540487,0.15217234,0.01722030,0.64392566
-4.64932466,1.58306152,0.07019299,0.22331646,0.97780327,0.15409267,0.14286414,0.01610059,0.60488469
-4.64332166,1.47162143,0.06506990,0.20647648,0.90791034,0.14262921,0.13330971,0.01495380,0.56474552
-4.63731866,1.35966350,0.06002264,0.18959803,0.83762717,0.13118525,0.12367536,0.01379710,0.52419358
-4.63131566,1.24886260,0.05512788,0.17290615,0.76797644,0.11991943,0.11412067,0.01264665,0.48388754
-4.62531266,1.14076231,0.05045556,0.15660335,0.69989604,0.10897531,0.10479503,0.01151726,0.44444501
-4.61930965,1.03674752,0.04606782,0.14086629,0.63422247,0.09847902,0.09583481,0.01042213,0.40643075
-4.61330665,0.93802399,0.04201838,0.12584357,0.57167866,0.08853777,0.08736106,0.00937265,0.37034714
-4.60730365,0.84560505,0.03835209,0.11165470,0.51286648,0.07923900,0.07947791,0.00837830,0.33662727
-4.60130065,0.76030504,0.03510471,0.09839006,0.45826354,0.07065022,0.07227152,0.00744655,0.30563052
-4.59529765,0.68273887,0.03230299,0.08611182,0.40822397,0.06281947,0.06580957,0.00658297,0.27764045
-4.58929465,0.61332695,0.02996480,0.07485567,0.36298259,0.05577624,0.06014127,0.00579120,0.25286470
-4.58329165,0.55230453,0.02809946,0.06463319,0.32266205,0.04953280,0.05529783,0.00507316,0.23143674
-4.57728864,0.49973445,0.02670815,0.05543465,0.28728197,0.04408583,0.05129313,0.00442915,0.21341900
-4.57128564,0.45552239,0.02578432,0.04723213,0.25676970,0.03941824,0.04812483,0.00385808,0.19880709
-4.56528264,0.41943359,0.02531419,0.03998285,0.23097202,0.03550107,0.04577546,0.00335764,0.18753490
-4.55927964,0.39111038,0.02527725,0.03363234,0.20966710,0.03229540,0.04421378,0.00292451,0.17948012
-4.55327664,0.37008981,0.02564675,0.02811768,0.19257642,0.02975426,0.04339614,0.00255459,0.17447012
-4.54727364,0.35582090,0.02639020,0.02337035,0.17937623,0.02782435,0.04326787,0.00224320,0.17228799
-4.54127064,0.34768130,0.02746995,0.01931886,0.16970830,0.02644775,0.04376471,0.00198523,0.17267865
-4.53526763,0.34499299,0.02884371,0.01589106,0.16318984,0.02556338,0.04481421,0.00177531,0.17535492
-4.52926463,0.34703728,0.03046525,0.01301597,0.15942248,0.02510833,0.04633725,0.00160799,0.18000368
-4.52326163,0.35306888,0.03228503,0.01062540,0.15800032,0.02501916,0.04824942,0.00147785,0.18629203
-4.51725863,0.36232941,0.03425106,0.00865501,0.15851723,0.02523290,0.05046262,0.00137957,0.19387352
-4.51125563,0.37406021,0.03630975,0.00704523,0.16057327,0.02568807,0.05288656,0.00130807,0.20239451
-4.50525263,0.38751489,0.03840690,0.00574174,0.16378060,0.02632559,0.05543046,0.00125851,0.21150068
-4.49924962,0.40197134,0.04048877,0.00469575,0.16776870,0.02708955,0.05800464,0.00122642,0.22084358
-4.49324662,0.41674351,0.04250323,0.00386405,0.17218915,0.02792798,0.06052232,0.00120767,0.23008730
