energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.69384692,4.19617891,2.32897143,2.57154076,0.00151150,0.66856201,0.82224548,0.00000000
-5.68784392,4.25562327,2.31872666,2.62831686,0.00152874,0.66711986,0.83586840,0.00000000
-5.68184092,4.30936904,2.30444220,2.68240504,0.00155033,0.66490543,0.84758961,0.00000000
-5.67583792,4.35644623,2.28593926,2.73307931,0.00157708,0.66172092,0.85729443,0.00000000
-5.66983492,4.39615742,2.26322835,2.77976077,0.00160963,0.65742752,0.86492564,0.00000000
-5.66383192,4.42808863,2.23650684,2.82202762,0.00164841,0.65194809,0.87048410,0.00000000
-5.65782891,4.45210714,2.20614772,2.85961772,0.00169367,0.64526686,0.87402697,0.00000000
-5.65182591,4.46834699,2.17268032,2.89242402,0.00174538,0.63742619,0.87566382,0.00000000
-5.64582291,4.47718318,2.13676408,2.92048335,0.00180329,0.62852076,0.87555067,0.00000000
-5.63981991,4.47919644,2.09915656,2.94395944,0.00186687,0.61868956,0.87388244,0.00000000
-5.63381691,4.47513043,2.06067748,2.96312131,0.00193536,0.60810606,0.87088398,0.00000000
-5.62781391,4.46584377,2.02217036,2.97831814,0.00200777,0.59696736,0.86680036,0.00000000
-5.62181091,4.45225940,1.98446376,2.98995212,0.00208290,0.58548258,0.86188658,0.00000000
-5.61580790,4.43531347,1.94833382,2.99845046,0.00215937,0.57386143,0.85639722,0.00000000
-5.60980490,4.41590639,1.91446994,3.00423805,0.00223566,0.56230328,0.85057656,0.00000000
-5.60380190,4.39485799,1.88344499,3.00771179,0.00231015,0.55098737,0.84464931,0.00000000
-5.59779890,4.37286858,1.85569148,3.00921781,0.00238121,0.54006457,0.83881241,0.00000000
-5.59179590,4.35048766,1.83148453,3.00903250,0.00244716,0.52965102,0.83322819,0.00000000
-5.58579290,4.32809102,1.81093236,3.00734785,0.00250639,0.51982386,0.82801898,0.00000000
-5.57978989,4.30586732,1.79397453,3.00426190,0.00255742,0.51061926,0.82326351,0.00000000
-5.57378689,4.28381409,1.78038778,2.99977435,0.00259887,0.50203258,0.81899497,0.00000000
-5.56778389,4.26174335,1.76979908,2.99378756,0.00262958,0.49402069,0.81520101,0.00000000
-5.56178089,4.23929613,1.76170503,2.98611279,0.00264858,0.48650615,0.81182548,0.00000000
-5.55577789,4.21596524,1.75549669,2.97648134,0.00265515,0.47938296,0.80877196,0.00000000
-5.54977489,4.19112515,1.75048835,2.96456014,0.00264886,0.47252350,0.80590888,0.00000000
-5.54377189,4.16406746,1.74594906,2.94997116,0.00262952,0.46578633,0.80307609,0.00000000
-5.53776888,4.13404070,1.74113525,2.93231380,0.00259722,0.45902429,0.80009267,0.00000000
-5.53176588,4.10029238,1.73532301,2.91118935,0.00255232,0.45209257,0.79676565,0.00000000
-5.52576288,4.06211181,1.72783855,2.88622654,0.00249541,0.44485631,0.79289932,0.00000000
-5.51975988,4.01887162,1.71808548,2.85710707,0.00242732,0.43719741,0.78830484,0.00000000
-5.51375688,3.97006637,1.70556795,2.82358999,0.00234905,0.42902019,0.78280967,0.00000000
-5.50775388,3.91534655,1.68990842,2.78553391,0.00226179,0.42025574,0.77626651,0.00000000
-5.50175088,3.85454642,1.67085989,2.74291592,0.00216681,0.41086478,0.76856135,0.00000000
-5.49574787,3.78770461,1.64831179,2.69584647,0.00206551,0.40083896,0.75962016,0.00000000
-5.48974487,3.71507651,1.62228988,2.64457919,0.00195930,0.39020070,0.74941416,0.00000000
-5.48374187,3.63713788,1.59295026,2.58951543,0.00184961,0.37900149,0.73796315,0.00000000
-5.47773887,3.55457961,1.56056807,2.53120297,0.00173786,0.36731905,0.72533690,0.00000000
-5.47173587,3.46829377,1.52552167,2.47032888,0.00162537,0.35525332,0.71165445,0.00000000
-5.46573287,3.37935169,1.48827329,2.40770682,0.00151343,0.34292178,0.69708145,0.00000000
-5.45972986,3.28897501,1.44934734,2.34425922,0.00140319,0.33045414,0.68182543,0.00000000
-5.45372686,3.19850095,1.40930735,2.28099500,0.00129569,0.31798692,0.66612950,0.00000000
-5.44772386,3.10934343,1.36873292,2.21898369,0.00119183,0.30565797,0.65026455,0.00000000
-5.44172086,3.02295170,1.32819774,2.15932726,0.00109238,0.29360141,0.63452031,0.00000000
-5.43571786,2.94076811,1.28824961,2.10313042,0.00099797,0.28194305,0.61919587,0.00000000
-5.42971486,2.86418692,1.24939328,2.05147090,0.00090906,0.27079651,0.60458975,0.00000000
-5.42371186,2.79451560,1.21207686,2.00537078,0.00082602,0.26026022,0.59099023,0.00000000
-5.41770885,2.73294005,1.17668193,1.96576976,0.00074907,0.25041530,0.57866608,0.00000000
-5.41170585,2.68049498,1.14351768,1.93350163,0.00067830,0.24132435,0.56785824,0.00000000
-5.40570285,2.63804005,1.11281891,1.90927429,0.00061372,0.23303115,0.55877248,0.00000000
-5.39969985,2.60624249,1.08474747,1.89365426,0.00055524,0.22556115,0.55157353,0.00000000
-5.39369685,2.58556635,1.05939684,1.88705569,0.00050269,0.21892264,0.54638057,0.00000000
-5.38769385,2.57626809,1.03679909,1.88973415,0.00045583,0.21310846,0.54326431,0.00000000
-5.38169085,2.57839832,1.01693344,1.90178500,0.00041440,0.20809813,0.54224555,0.00000000
-5.37568784,2.59180891,0.99973595,1.92314611,0.00037806,0.20386014,0.54329527,0.00000000
-5.36968484,2.61616481,0.98510927,1.95360451,0.00034647,0.20035431,0.54633602,0.00000000
-5.36368184,2.65095962,0.97293208,1.99280632,0.00031927,0.19753410,0.55124457,0.00000000
-5.35767884,2.69553397,0.96306752,2.04026950,0.00029609,0.19534866,0.55785561,0.00000000
-5.35167584,2.74909588,0.95537025,2.09539853,0.00027658,0.19374465,0.56596629,0.00000000
-5.34567284,2.81074221,0.94969187,2.15750070,0.00026036,0.19266760,0.57534154,0.00000000
-5.33966983,2.87948038,0.94588456,2.22580298,0.00024711,0.19206297,0.58571984,0.00000000
-5.33366683,2.95424988,0.94380307,2.29946934,0.00023652,0.19187677,0.59681937,0.00000000
-5.32766383,3.03394297,0.94330508,2.37761768,0.00022828,0.19205587,0.60834445,0.00000000
-5.32166083,3.11742425,0.94425039,2.45933626,0.00022215,0.19254797,0.61999189,0.00000000
-5.31565783,3.20354894,0.94649919,2.54369922,0.00021788,0.19330136,0.63145750,0.00000000
-5.30965483,3.29117974,0.94990978,2.62978104,0.00021528,0.19426459,0.64244225,0.00000000
-5.30365183,3.37920230,0.95433626,2.71666988,0.00021418,0.19538598,0.65265826,0.00000000
-5.29764882,3.46653943,0.95962649,2.80347985,0.00021444,0.19661331,0.66183445,0.00000000
-5.29164582,3.55216413,0.96562066,2.88936221,0.00021595,0.19789346,0.66972167,0.00000000
-5.28564282,3.63511170,0.97215074,2.97351569,0.00021864,0.19917236,0.67609734,0.00000000
-5.27963982,3.71449106,0.97904099,3.05519603,0.00022242,0.20039508,0.68076957,0.00000000
-5.27363682,3.78949531,0.98610957,3.13372496,0.00022728,0.20150618,0.68358047,0.00000000
-5.26763382,3.85941187,0.99317119,3.20849865,0.00023317,0.20245029,0.68440890,0.00000000
-5.26163082,3.92363190,1.00004078,3.27899574,0.00024008,0.20317292,0.68317235,0.00000000
-5.25562781,3.98165915,1.00653783,3.34478500,0.00024799,0.20362143,0.67982811,0.00000000
-5.24962481,4.03311804,1.01249135,3.40553244,0.00025687,0.20374618,0.67437356,0.00000000
-5.24362181,4.07776064,1.01774494,3.46100775,0.00026671,0.20350170,0.66684570,0.00000000
-5.23761881,4.11547227,1.02216181,3.51108981,0.00027745,0.20284787,0.65731984,0.00000000
-5.23161581,4.14627545,1.02562945,3.55577093,0.00028904,0.20175107,0.64590751,0.00000000
-5.22561281,4.17033164,1.02806362,3.59515943,0.00030140,0.20018512,0.63275365,0.00000000
-5.21960980,4.18794042,1.02941155,3.62948012,0.00031442,0.19813213,0.61803306,0.00000000
-5.21360680,4.19953589,1.02965410,3.65907234,0.00032797,0.19558306,0.60194628,0.00000000
-5.20760380,4.20567975,1.02880687,3.68438515,0.00034190,0.19253802,0.58471498,0.00000000
-5.20160080,4.20705119,1.02692031,3.70596944,0.00035604,0.18900634,0.56657684,0.00000000
-5.19559780,4.20443330,1.02407870,3.72446692,0.00037017,0.18500632,0.54778021,0.00000000
-5.18959480,4.19869649,1.02039840,3.74059587,0.00038410,0.18056481,0.52857861,0.00000000
-5.18359180,4.19077888,1.01602533,3.75513411,0.00039760,0.17571650,0.50922516,0.00000000
-5.17758879,4.18166459,1.01113197,3.76889938,0.00041044,0.17050305,0.48996722,0.00000000
-5.17158579,4.17236037,1.00591418,3.78272802,0.00042241,0.16497212,0.47104125,0.00000000
-5.16558279,4.16387153,1.00058794,3.79745243,0.00043329,0.15917630,0.45266818,0.00000000
-5.15957979,4.15717814,0.99538632,3.81387855,0.00044288,0.15317202,0.43504932,0.00000000
-5.15357679,4.15321246,0.99055688,3.83276406,0.00045102,0.14701846,0.41836300,0.00000000
-5.14757379,4.15283861,0.98635948,3.85479844,0.00045756,0.14077653,0.40276206,0.00000000
-5.14157079,4.15683529,0.98306482,3.88058583,0.00046241,0.13450790,0.38837219,0.00000000
-5.13556778,4.16588245,0.98095354,3.91063138,0.00046549,0.12827423,0.37529123,0.00000000
-5.12956478,4.18055228,0.98031591,3.94533189,0.00046679,0.12213638,0.36358947,0.00000000
-5.12356178,4.20130483,0.98145199,3.98497087,0.00046631,0.11615386,0.35331078,0.00000000
-5.11755878,4.22848836,0.98467213,4.02971837,0.00046412,0.11038433,0.34447465,0.00000000
-5.11155578,4.26234398,0.99029754,4.07963525,0.00046033,0.10488320,0.33707893,0.00000000
-5.10555278,4.30301413,0.99866068,4.13468146,0.00045506,0.09970334,0.33110315,0.00000000
-5.09954977,4.35055395,1.01010534,4.19472762,0.00044850,0.09489481,0.32651225,0.00000000
-5.09354677,4.40494477,1.02498582,4.25956906,0.00044084,0.09050463,0.32326054,0.00000000
-5.08754377,4.46610834,1.04366535,4.32894118,0.00043231,0.08657657,0.32129567,0.00000000
-5.08154077,4.53392092,1.06651307,4.40253519,0.00042317,0.08315093,0.32056236,0.00000000
-5.07553777,4.60822602,1.09389979,4.48001307,0.00041368,0.08026420,0.32100590,0.00000000
-5.06953477,4.68884481,1.12619202,4.56102087,0.00040411,0.07794882,0.32257493,0.00000000
-5.06353177,4.77558366,1.16374447,4.64519965,0.00039474,0.07623272,0.32522371,0.00000000
-5.05752876,4.86823806,1.20689093,4.73219346,0.00038586,0.07513892,0.32891356,0.00000000
-5.05152576,4.96659293,1.25593366,4.82165412,0.00037774,0.07468507,0.33361351,0.00000000
-5.04552276,5.07041934,1.31113141,4.91324286,0.00037066,0.07488285,0.33930016,0.00000000
-5.03951976,5.17946803,1.37268662,5.00662898,0.00036489,0.07573749,0.34595667,0.00000000
-5.03351676,5.29346031,1.44073183,5.10148607,0.00036067,0.07724722,0.35357121,0.00000000
-5.02751376,5.41207721,1.51531609,5.19748641,0.00035824,0.07940278,0.36213464,0.00000000
-5.02151076,5.53494769,1.59639171,5.29429420,0.00035783,0.08218702,0.37163787,0.00000000
-5.01550775,5.66163699,1.68380194,5.39155835,0.00035961,0.08557461,0.38206883,0.00000000
-5.00950475,5.79163587,1.77727026,5.48890564,0.00036376,0.08953192,0.39340937,0.00000000
-5.00350175,5.92435179,1.87639180,5.58593468,0.00037041,0.09401705,0.40563207,0.00000000
-4.99749875,6.05910248,1.98062745,5.68221123,0.00037967,0.09898008,0.41869735,0.00000000
-4.99149575,6.19511265,2.08930130,5.77726523,0.00039158,0.10436364,0.43255084,0.00000000
-4.98549275,6.33151401,2.20160169,5.87058956,0.00040617,0.11010360,0.44712122,0.00000000
-4.97948974,6.46734888,2.31658644,5.96164070,0.00042339,0.11613010,0.46231856,0.00000000
-4.97348674,6.60157732,2.43319223,6.04984117,0.00044318,0.12236879,0.47803343,0.00000000
-4.96748374,6.73308773,2.55024850,6.13458359,0.00046539,0.12874229,0.49413655,0.00000000
-4.96148074,6.86071066,2.66649564,6.21523622,0.00048984,0.13517181,0.51047936,0.00000000
-4.95547774,6.98323548,2.78060724,6.29114979,0.00051628,0.14157893,0.52689520,0.00000000
-4.94947474,7.09942969,2.89121611,6.36166557,0.00054442,0.14788742,0.54320132,0.00000000
-4.94347174,7.20806041,2.99694326,6.42612453,0.00057394,0.15402504,0.55920158,0.00000000
-4.93746873,7.30791757,3.09642931,6.48387748,0.00060446,0.15992532,0.57468984,0.00000000
-4.93146573,7.39783845,3.18836721,6.53429640,0.00063558,0.16552915,0.58945392,0.00000000
-4.92546273,7.47673300,3.27153530,6.57678652,0.00066687,0.17078613,0.60328000,0.00000000
-4.91945973,7.54360934,3.34482946,6.61079947,0.00069791,0.17565570,0.61595747,0.00000000
-4.91345673,7.59759866,3.40729323,6.63584697,0.00072827,0.18010782,0.62728394,0.00000000
-4.90745373,7.63797899,3.45814460,6.65151495,0.00075753,0.18412337,0.63707028,0.00000000
-4.90145073,7.66419667,3.49679834,6.65747761,0.00078532,0.18769410,0.64514562,0.00000000
-4.89544772,7.67588492,3.52288282,6.65351082,0.00081129,0.19082211,0.65136197,0.00000000
-4.88944472,7.67287836,3.53625053,6.63950427,0.00083514,0.19351904,0.65559840,0.00000000
-4.88344172,7.65522279,3.53698163,6.61547163,0.00085665,0.19580485,0.65776459,0.00000000
-4.87743872,7.62317941,3.52538029,6.58155783,0.00087562,0.19770630,0.65780345,0.00000000
-4.87143572,7.57722297,3.50196389,6.53804312,0.00089196,0.19925527,0.65569302,0.00000000
-4.86543272,7.51803357,3.46744534,6.48534299,0.00090563,0.20048688,0.65144711,0.00000000
-4.85942971,7.44648218,3.42270940,6.42400395,0.00091664,0.20143769,0.64511510,0.00000000
-4.85342671,7.36361017,3.36878391,6.35469479,0.00092507,0.20214393,0.63678058,0.00000000
-4.84742371,7.27060376,3.30680730,6.27819376,0.00093107,0.20263987,0.62655897,0.00000000
-4.84142071,7.16876427,3.23799384,6.19537199,0.00093480,0.20295664,0.61459435,0.00000000
-4.83541771,7.05947561,3.16359818,6.10717393,0.00093646,0.20312119,0.60105548,0.00000000
-4.82941471,6.94417054,3.08488092,6.01459575,0.00093628,0.20315581,0.58613126,0.00000000
-4.82341171,6.82429727,3.00307646,5.91866287,0.00093450,0.20307801,0.57002592,0.00000000
-4.81740870,6.70128793,2.91936477,5.82040759,0.00093134,0.20290088,0.55295393,0.00000000
-4.81140570,6.57653041,2.83484792,5.72084817,0.00092702,0.20263376,0.53513509,0.00000000
-4.80540270,6.45134458,2.75053210,5.62097007,0.00092175,0.20228333,0.51678982,0.00000000
-4.79939970,6.32696388,2.66731569,5.52171032,0.00091569,0.20185486,0.49813484,0.00000000
-4.79339670,6.20452238,2.58598318,5.42394537,0.00090899,0.20135368,0.47937946,0.00000000
-4.78739370,6.08504757,2.50720459,5.32848267,0.00090179,0.20078660,0.46072237,0.00000000
-4.78139070,5.96945812,2.43153975,5.23605573,0.00089417,0.20016325,0.44234917,0.00000000
-4.77538769,5.85856598,2.35944650,5.14732242,0.00088622,0.19949715,0.42443044,0.00000000
-4.76938469,5.75308163,2.29129148,5.06286558,0.00087801,0.19880655,0.40712049,0.00000000
-4.76338169,5.65362116,2.22736250,4.98319541,0.00086959,0.19811473,0.39055654,0.00000000
-4.75737869,5.56071393,2.16788120,4.90875245,0.00086103,0.19744990,0.37485831,0.00000000
-4.75137569,5.47480949,2.11301477,4.83991053,0.00085241,0.19684458,0.36012799,0.00000000
-4.74537269,5.39628275,2.06288592,4.77697874,0.00084382,0.19633451,0.34645038,0.00000000
-4.73936968,5.32543659,2.01758041,4.72020196,0.00083540,0.19595708,0.33389316,0.00000000
-4.73336668,5.26250148,1.97715162,4.66975960,0.00082730,0.19574948,0.32250724,0.00000000
-4.72736368,5.20763218,1.94162216,4.62576244,0.00081971,0.19574653,0.31232715,0.00000000
-4.72136068,5.16090171,1.91098266,4.58824795,0.00081287,0.19597844,0.30337145,0.00000000
-4.71535768,5.12229340,1.88518815,4.55717440,0.00080705,0.19646856,0.29564318,0.00000000
-4.70935468,5.09169197,1.86415282,4.53241460,0.00080255,0.19723137,0.28913037,0.00000000
-4.70335168,5.06887470,1.84774381,4.51375005,0.00079971,0.19827076,0.28380662,0.00000000
-4.69734867,5.05350403,1.83577502,4.50086639,0.00079886,0.19957870,0.27963193,0.00000000
-4.69134567,5.04512269,1.82800172,4.49335102,0.00080038,0.20113456,0.27655364,0.00000000
-4.68534267,5.04315233,1.82411689,4.49069367,0.00080460,0.20290501,0.27450765,0.00000000
-4.67933967,5.04689658,1.82374977,4.49229045,0.00081188,0.20484452,0.27341982,0.00000000
-4.67333667,5.05554892,1.82646723,4.49745172,0.00082250,0.20689663,0.27320771,0.00000000
-4.66733367,5.06820542,1.83177813,4.50541384,0.00083673,0.20899572,0.27378240,0.00000000
-4.66133067,5.08388236,1.83914069,4.51535465,0.00085476,0.21106942,0.27505054,0.00000000
-4.65532766,5.10153785,1.84797266,4.52641205,0.00087670,0.21304135,0.27691643,0.00000000
-4.64932466,5.12009681,1.85766381,4.53770503,0.00090259,0.21483423,0.27928408,0.00000000
-4.64332166,5.13847812,1.86759028,4.54835637,0.00093235,0.21637311,0.28205918,0.00000000
-4.63731866,5.15562275,1.87712994,4.55751580,0.00096580,0.21758855,0.28515086,0.00000000
-4.63131566,5.17052148,1.88567811,4.56438265,0.00100264,0.21841968,0.28847322,0.00000000
-4.62531266,5.18224117,1.89266279,4.56822713,0.00104246,0.21881688,0.29194641,0.00000000
-4.61930965,5.18994817,1.89755881,4.56840908,0.00108473,0.21874407,0.29549749,0.00000000
-4.61330665,5.19292822,1.89990015,4.56439356,0.00112882,0.21818032,0.29906080,0.00000000
-4.60730365,5.19060188,1.89929004,4.55576281,0.00117397,0.21712097,0.30257802,0.00000000
-4.60130065,5.18253521,1.89540848,4.54222389,0.00121938,0.21557794,0.30599787,0.00000000
-4.59529765,5.16844540,1.88801704,4.52361232,0.00126413,0.21357940,0.30927564,0.00000000
-4.58929465,5.14820143,1.87696085,4.49989129,0.00130729,0.21116878,0.31237242,0.00000000
-4.58329165,5.12182008,1.86216802,4.47114699,0.00134789,0.20840313,0.31525436,0.00000000
-4.57728864,5.08945759,1.84364668,4.43758035,0.00138498,0.20535099,0.31789185,0.00000000
-4.57128564,5.05139765,1.82147988,4.39949556,0.00141761,0.20208980,0.32025883,0.00000000
-4.56528264,5.00803621,1.79581890,4.35728596,0.00144494,0.19870305,0.32233218,0.00000000
-4.55927964,4.95986389,1.76687522,4.31141795,0.00146616,0.19527717,0.32409138,0.00000000
-4.55327664,4.90744650,1.73491161,4.26241327,0.00148064,0.19189842,0.32551829,0.00000000
-4.54727364,4.85140433,1.70023271,4.21083044,0.00148783,0.18864986,0.32659718,0.00000000
-4.54127064,4.79239087,1.66317532,4.15724571,0.00148736,0.18560846,0.32731491,0.00000000
-4.53526763,4.73107137,1.62409882,4.10223410,0.00147905,0.18284251,0.32766133,0.00000000
-4.52926463,4.66810188,1.58337582,4.04635102,0.00146286,0.18040936,0.32762957,0.00000000
-4.52326163,4.60410918,1.54138318,3.99011497,0.00143896,0.17835366,0.32721658,0.00000000
-4.51725863,4.53967224,1.49849376,3.93399173,0.00140766,0.17670600,0.32642341,0.00000000
-4.51125563,4.47530556,1.45506866,3.87838064,0.00136946,0.17548210,0.32525548,0.00000000
-4.50525263,4.41144512,1.41145040,3.82360335,0.00132500,0.17468246,0.32372268,0.00000000
-4.49924962,4.34843725,1.36795684,3.76989555,0.00127504,0.17429258,0.32183930,0.00000000
-4.49324662,4.28653106,1.32487607,3.71740204,0.00122045,0.17428364,0.31962367,0.00000000
-4.48724362,4.22587479,1.28246239,3.66617561,0.00116216,0.17461361,0.31709772,0.00000000
-4.48124062,4.16651640,1.24093328,3.61617984,0.00110114,0.17522886,0.31428631,0.00000000
-4.47523762,4.10840867,1.20046755,3.56729591,0.00103839,0.17606603,0.31121646,0.00000000
-4.46923462,4.05141869,1.16120475,3.51933354,0.00097489,0.17705426,0.30791650,0.00000000
-4.46323162,3.99534160,1.12324561,3.47204550,0.00091159,0.17811766,0.30441522,0.00000000
-4.45722861,3.93991825,1.08665384,3.42514547,0.00084935,0.17917791,0.30074110,0.00000000
-4.45122561,3.88485591,1.05145884,3.37832848,0.00078898,0.18015693,0.29692161,0.00000000
-4.44522261,3.82985137,1.01765951,3.33129297,0.00073117,0.18097950,0.29298275,0.00000000
-4.43921961,3.77461527,0.98522878,3.28376373,0.00067653,0.18157587,0.28894870,0.00000000
-4.43321661,3.71889660,0.95411880,3.23551439,0.00062555,0.18188403,0.28484178,0.00000000
-4.42721361,3.66250603,0.92426647,3.18638846,0.00057859,0.18185184,0.28068266,0.00000000
-4.42121061,3.60533707,0.89559916,3.13631790,0.00053592,0.18143865,0.27649068,0.00000000
-4.41520760,3.54738384,0.86804024,3.08533816,0.00049772,0.18061663,0.27228455,0.00000000
-4.40920460,3.48875451,0.84151440,3.03359903,0.00046403,0.17937154,0.26808312,0.00000000
-4.40320160,3.42967998,0.81595236,2.98137059,0.00043484,0.17770302,0.26390628,0.00000000
-4.39719860,3.37051702,0.79129495,2.92904413,0.00041006,0.17562434,0.25977602,0.00000000
-4.39119560,3.31174607,0.76749636,2.87712792,0.00038952,0.17316171,0.25571739,0.00000000
-4.38519260,3.25396377,0.74452658,2.82623812,0.00037301,0.17035304,0.25175961,0.00000000
-4.37918959,3.19787059,0.72237296,2.77708528,0.00036028,0.16724632,0.24793685,0.00000000
-4.37318659,3.14425444,0.70104092,2.73045721,0.00035103,0.16389774,0.24428911,0.00000000
-4.36718359,3.09397082,0.68055391,2.68719898,0.00034496,0.16036942,0.24086272,0.00000000
-4.36118059,3.04792082,0.66095270,2.64819098,0.00034174,0.15672714,0.23771064,0.00000000
-4.35517759,3.00702758,0.64229404,2.61432606,0.00034104,0.15303789,0.23489256,0.00000000
-4.34917459,2.97221234,0.62464887,2.58648644,0.00034250,0.14936765,0.23247453,0.00000000
-4.34317159,2.94437090,0.60810018,2.56552132,0.00034581,0.14577915,0.23052834,0.00000000
-4.33716858,2.92435107,0.59274054,2.55222577,0.00035063,0.14232997,0.22913051,0.00000000
-4.33116558,2.91293162,0.57866936,2.54732117,0.00035663,0.13907097,0.22836082,0.00000000
-4.32516258,2.91080311,0.56598997,2.55143777,0.00036352,0.13604495,0.22830057,0.00000000
-4.31915958,2.91855074,0.55480662,2.56509917,0.00037100,0.13328587,0.22903038,0.00000000
-4.31315658,2.93663909,0.54522113,2.58870886,0.00037880,0.13081828,0.23062768,0.00000000
-4.30715358,2.96539886,0.53732961,2.62253874,0.00038668,0.12865726,0.23316393,0.00000000
