energy_ev,total_up,Ga_p_up,Ga_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,2.90383179,0.31828425,0.00000000,1.46326385,1.27897648,1.41304859,0.00000000
-5.99399700,3.01421882,0.31741599,0.00000000,1.55038750,1.33168087,1.47268794,0.00000000
-5.98799400,3.12406949,0.31757502,0.00000000,1.63750994,1.38367623,1.53111801,0.00000000
-5.98199100,3.23191883,0.31884460,0.00000000,1.72344101,1.43429695,1.58746632,0.00000000
-5.97598799,3.33626644,0.32129725,0.00000000,1.80693873,1.48288231,1.64084238,0.00000000
-5.96998499,3.43562657,0.32499793,0.00000000,1.88674578,1.52879684,1.69036293,0.00000000
-5.96398199,3.52858117,0.33000756,0.00000000,1.96162910,1.57145133,1.73517887,0.00000000
-5.95797899,3.61383349,0.33638635,0.00000000,2.03042083,1.61032355,1.77450270,0.00000000
-5.95197599,3.69025958,0.34419681,0.00000000,2.09205884,1.64497769,1.80763543,0.00000000
-5.94597299,3.75695476,0.35350584,0.00000000,2.14562482,1.67508143,1.83399152,0.00000000
-5.93996998,3.81327245,0.36438579,0.00000000,2.19037791,1.70041966,1.85312079,0.00000000
-5.93396698,3.85885282,0.37691396,0.00000000,2.22578213,1.72090386,1.86472594,0.00000000
-5.92796398,3.89363935,0.39117063,0.00000000,2.25152593,1.73657643,1.86867478,0.00000000
-5.92196098,3.91788156,0.40723532,0.00000000,2.26753275,1.74760943,1.86500647,0.00000000
-5.91595798,3.93212351,0.42518147,0.00000000,2.27396177,1.75429740,1.85393106,0.00000000
-5.90995498,3.93717769,0.44506958,0.00000000,2.27119862,1.75704447,1.83582235,0.00000000
-5.90395198,3.93408563,0.46693927,0.00000000,2.25983647,1.75634599,1.81120422,0.00000000
-5.89794897,3.92406659,0.49080060,0.00000000,2.24064819,1.75276561,1.78073092,0.00000000
-5.89194597,3.90845710,0.51662522,0.00000000,2.21455127,1.74690877,1.74516232,0.00000000
-5.88594297,3.88864451,0.54433796,0.00000000,2.18256708,1.73939404,1.70533525,0.00000000
-5.87993997,3.86599813,0.57380961,0.00000000,2.14577687,1.73082378,1.66213235,0.00000000
-5.87393697,3.84180211,0.60485148,0.00000000,2.10527676,1.72175597,1.61645007,0.00000000
-5.86793397,3.81719404,0.63721241,0.00000000,2.06213440,1.71267867,1.56916751,0.00000000
-5.86193097,3.79311303,0.67057893,0.00000000,2.01734943,1.70398900,1.52111758,0.00000000
-5.85592796,3.77026076,0.70457872,0.00000000,1.97182011,1.69597782,1.47306209,0.00000000
-5.84992496,3.74907808,0.73878791,0.00000000,1.92631775,1.68882137,1.42567194,0.00000000
-5.84392196,3.72973892,0.77274206,0.00000000,1.88147036,1.68258051,1.37951347,0.00000000
-5.83791896,3.71216231,0.80595079,0.00000000,1.83775602,1.67720782,1.33504131,0.00000000
-5.83191596,3.69604206,0.83791552,0.00000000,1.79550635,1.67256246,1.29259816,0.00000000
-5.82591296,3.68089269,0.86814977,0.00000000,1.75491938,1.66843189,1.25242111,0.00000000
-5.81990995,3.66610889,0.89620110,0.00000000,1.71608080,1.66455941,1.21465382,0.00000000
-5.81390695,3.65103520,0.92167372,0.00000000,1.67899202,1.66067595,1.17936374,0.00000000
-5.80790395,3.63504165,0.94425057,0.00000000,1.64360310,1.65653407,1.14656283,0.00000000
-5.80190095,3.61760064,0.96371377,0.00000000,1.60984807,1.65194226,1.11623060,0.00000000
-5.79589795,3.59836033,0.97996212,0.00000000,1.57768064,1.64679719,1.08833754,0.00000000
-5.78989495,3.57720976,0.99302464,0.00000000,1.54710750,1.64111196,1.06286762,0.00000000
-5.78389195,3.55433126,1.00306912,0.00000000,1.51821734,1.63503819,1.03983816,0.00000000
-5.77788894,3.53023675,1.01040502,0.00000000,1.49120350,1.62888065,1.01931584,0.00000000
-5.77188594,3.50578489,1.01548008,0.00000000,1.46637872,1.62310284,1.00142772,0.00000000
-5.76588294,3.48217763,1.01887061,0.00000000,1.44418106,1.61832316,0.98636657,0.00000000
-5.75987994,3.46093552,1.02126540,0.00000000,1.42517043,1.61530130,0.97439009,0.00000000
-5.75387694,3.44385254,1.02344396,0.00000000,1.41001579,1.61491527,0.96581412,0.00000000
-5.74787394,3.43293244,1.02624952,0.00000000,1.39947362,1.61813013,0.96100008,0.00000000
-5.74187094,3.43030937,1.03055814,0.00000000,1.39435880,1.62595968,0.96033751,0.00000000
-5.73586793,3.43815693,1.03724500,0.00000000,1.39550941,1.63942308,0.96422267,0.00000000
-5.72986493,3.45859000,1.04714937,0.00000000,1.40374739,1.65949857,0.97303444,0.00000000
-5.72386193,3.49356448,1.06103987,0.00000000,1.41983705,1.68707659,0.98710909,0.00000000
-5.71785893,3.54478007,1.07958144,0.00000000,1.44444381,1.72291467,1.00671523,0.00000000
-5.71185593,3.61359108,1.10330570,0.00000000,1.47809536,1.76759654,1.03203055,0.00000000
-5.70585293,3.70092993,1.13258591,0.00000000,1.52114729,1.82149752,1.06312173,0.00000000
-5.69984992,3.80724726,1.16761789,0.00000000,1.57375511,1.88475797,1.09992865,0.00000000
-5.69384692,3.93247169,1.20840758,0.00000000,1.63585420,1.95726609,1.14225392,0.00000000
-5.68784392,4.07599130,1.25476610,0.00000000,1.70714880,2.03865116,1.18975842,0.00000000
-5.68184092,4.23665771,1.30631238,0.00000000,1.78711069,2.12828724,1.24196312,0.00000000
-5.67583792,4.41281244,1.36248325,0.00000000,1.87498769,2.22530728,1.29825710,0.00000000
-5.66983492,4.60233405,1.42255073,0.00000000,1.96982160,2.32862677,1.35791162,0.00000000
-5.66383192,4.80270362,1.48564540,0.00000000,2.07047472,2.43697564,1.42009928,0.00000000
-5.65782891,5.01108510,1.55078502,0.00000000,2.17566366,2.54893673,1.48391755,0.00000000
-5.65182591,5.22441632,1.61690702,0.00000000,2.28399861,2.66298888,1.54841533,0.00000000
-5.64582291,5.43950622,1.68290314,0.00000000,2.39402630,2.77755234,1.61262125,0.00000000
-5.63981991,5.65313334,1.74765497,0.00000000,2.50427423,2.89103442,1.67557241,0.00000000
-5.63381691,5.86214096,1.81006852,0.00000000,2.61329429,3.00187317,1.73634204,0.00000000
-5.62781391,6.06352453,1.86910644,0.00000000,2.71970330,3.10857707,1.79406489,0.00000000
-5.62181091,6.25450766,1.92381653,0.00000000,2.82221882,3.20975936,1.84795915,0.00000000
-5.61580790,6.43260367,1.97335536,0.00000000,2.91968853,3.30416550,1.89734413,0.00000000
-5.60980490,6.59566074,2.01700635,0.00000000,3.01111190,3.39069327,1.94165292,0.00000000
-5.60380190,6.74188972,2.05419158,0.00000000,3.09565350,3.46840513,1.98043983,0.00000000
-5.59779890,6.86987457,2.08447746,0.00000000,3.17264782,3.53653300,2.01338247,0.00000000
-5.59179590,6.97856670,2.10757428,0.00000000,3.24159566,3.59447625,2.04027891,0.00000000
-5.58579290,7.06726485,2.12333021,0.00000000,3.30215312,3.64179384,2.06104022,0.00000000
-5.57978989,7.13558349,2.13172064,0.00000000,3.35411425,3.67819181,2.07567939,0.00000000
-5.57378689,7.18341255,2.13283376,0.00000000,3.39738899,3.70350771,2.08429727,0.00000000
-5.56778389,7.21087213,2.12685352,0.00000000,3.43197808,3.71769330,2.08706673,0.00000000
-5.56178089,7.21826535,2.11404130,0.00000000,3.45794697,3.72079704,2.08421593,0.00000000
-5.55577789,7.20603267,2.09471731,0.00000000,3.47540034,3.71294757,2.07601178,0.00000000
-5.54977489,7.17471039,2.06924289,0.00000000,3.48445923,3.69433924,2.06274424,0.00000000
-5.54377189,7.12489554,2.03800454,0.00000000,3.48524191,3.66522036,2.04471254,0.00000000
-5.53776888,7.05721859,2.00140053,0.00000000,3.47784986,3.62588456,2.02221354,0.00000000
-5.53176588,6.97232494,1.95983035,0.00000000,3.46235936,3.57666544,1.99553273,0.00000000
-5.52576288,6.87086508,1.91368736,0.00000000,3.43881908,3.51793413,1.96493817,0.00000000
-5.51975988,6.75349301,1.86335452,0.00000000,3.40725337,3.45009938,1.93067700,0.00000000
-5.51375688,6.62087167,1.80920302,0.00000000,3.36767086,3.37360957,1.89297477,0.00000000
-5.50775388,6.47368390,1.75159321,0.00000000,3.32007731,3.28895573,1.85203689,0.00000000
-5.50175088,6.31264717,1.69087750,0.00000000,3.26449164,3.19667497,1.80805206,0.00000000
-5.49574787,6.13853006,1.62740432,0.00000000,3.20096382,3.09735337,1.76119704,0.00000000
-5.48974487,5.95216874,1.56152271,0.00000000,3.12959315,2.99162781,1.71164239,0.00000000
-5.48374187,5.75448172,1.49358668,0.00000000,3.05054576,2.88018621,1.65955862,0.00000000
-5.47773887,5.54648153,1.42395899,0.00000000,2.96406987,2.76376579,1.60512234,0.00000000
-5.47173587,5.32928218,1.35301375,0.00000000,2.87050801,2.64314926,1.54852205,0.00000000
-5.46573287,5.10410199,1.28113760,0.00000000,2.77030524,2.51915898,1.48996320,0.00000000
-5.45972986,4.87226122,1.20872932,0.00000000,2.66401303,2.39264939,1.42967233,0.00000000
-5.45372686,4.63517497,1.13619776,0.00000000,2.55228842,2.26449779,1.36790017,0.00000000
-5.44772386,4.39434151,1.06395838,0.00000000,2.43588881,2.13559431,1.30492349,0.00000000
-5.44172086,4.15132695,0.99242845,0.00000000,2.31566243,2.00683124,1.24104585,0.00000000
-5.43571786,3.90774703,0.92202133,0.00000000,2.19253533,1.87909234,1.17659714,0.00000000
-5.42971486,3.66524702,0.85314017,0.00000000,2.06749548,1.75324273,1.11193211,0.00000000
-5.42371186,3.42548081,0.78617141,0.00000000,1.94157483,1.63011955,1.04742793,0.00000000
-5.41770885,3.19009001,0.72147853,0.00000000,1.81583031,1.51052396,0.98348098,0.00000000
-5.41170585,2.96068412,0.65939631,0.00000000,1.69132457,1.39521455,0.92050294,0.00000000
-5.40570285,2.73882226,0.60022589,0.00000000,1.56910739,1.28490240,0.85891648,0.00000000
-5.39969985,2.52599729,0.54423102,0.00000000,1.45019835,1.18024778,0.79915060,0.00000000
-5.39369685,2.32362243,0.49163543,0.00000000,1.33557161,1.08185845,0.74163582,0.00000000
-5.38769385,2.13302083,0.44262147,0.00000000,1.22614303,0.99028936,0.68679947,0.00000000
-5.38169085,1.95541789,0.39733012,0.00000000,1.12276006,0.90604366,0.63506098,0.00000000
-5.37568784,1.79193644,0.35586207,0.00000000,1.02619461,0.82957456,0.58682769,0.00000000
-5.36968484,1.64359444,0.31827990,0.00000000,0.93713877,0.76128804,0.54249084,0.00000000
-5.36368184,1.51130479,0.28461117,0.00000000,0.85620345,0.70154579,0.50242227,0.00000000
-5.35767884,1.39587702,0.25485205,0.00000000,0.78391954,0.65066837,0.46697150,0.00000000
-5.35167584,1.29802034,0.22897155,0.00000000,0.72074146,0.60893817,0.43646363,0.00000000
-5.34567284,1.21834759,0.20691581,0.00000000,0.66705265,0.57660193,0.41119767,0.00000000
-5.33966983,1.15737964,0.18861255,0.00000000,0.62317253,0.55387275,0.39144567,0.00000000
-5.33366683,1.11555003,0.17397528,0.00000000,0.58936479,0.54093126,0.37745237,0.00000000
-5.32766383,1.09320919,0.16290730,0.00000000,0.56584624,0.53792612,0.36943537,0.00000000
-5.32166083,1.09062830,0.15530521,0.00000000,0.55279617,0.54497348,0.36758582,0.00000000
-5.31565783,1.10800234,0.15106209,0.00000000,0.55036558,0.56215579,0.37206947,0.00000000
-5.30965483,1.14545233,0.15007012,0.00000000,0.55868617,0.58951973,0.38302788,0.00000000
-5.30365183,1.20302663,0.15222275,0.00000000,0.57787867,0.62707350,0.40057982,0.00000000
-5.29764882,1.28070130,0.15741649,0.00000000,0.60806017,0.67478374,0.42482266,0.00000000
-5.29164582,1.37837965,0.16555233,0.00000000,0.64935047,0.73257196,0.45583347,0.00000000
-5.28564282,1.49589091,0.17653683,0.00000000,0.70187685,0.80031097,0.49366992,0.00000000
-5.27963982,1.63298821,0.19028302,0.00000000,0.76577741,0.87782139,0.53837060,0.00000000
-5.27363682,1.78934601,0.20671124,0.00000000,0.84120252,0.96486829,0.58995475,0.00000000
-5.26763382,1.96455701,0.22574970,0.00000000,0.92831434,1.06115846,0.64842129,0.00000000
-5.26163082,2.15812860,0.24733514,0.00000000,1.02728418,1.16633806,0.71374695,0.00000000
-5.25562781,2.36947908,0.27141334,0.00000000,1.13828754,1.27999107,0.78588352,0.00000000
-5.24962481,2.59793348,0.29793941,0.00000000,1.26149675,1.40163845,0.86475412,0.00000000
-5.24362181,2.84271923,0.32687808,0.00000000,1.39707110,1.53073810,0.95024861,0.00000000
-5.23761881,3.10296152,0.35820345,0.00000000,1.54514445,1.66668554,1.04221810,0.00000000
-5.23161581,3.37767858,0.39189846,0.00000000,1.70581033,1.80881540,1.14046876,0.00000000
-5.22561281,3.66577686,0.42795364,0.00000000,1.87910479,1.95640361,1.24475513,0.00000000
-5.21960980,3.96604616,0.46636524,0.00000000,2.06498722,2.10867012,1.35477313,0.00000000
-5.21360680,4.27715508,0.50713238,0.00000000,2.26331944,2.26478229,1.47015315,0.00000000
-5.20760380,4.59764681,0.55025324,0.00000000,2.47384380,2.42385873,1.59045352,0.00000000
-5.20160080,4.92593575,0.59572032,0.00000000,2.69616068,2.58497353,1.71515479,0.00000000
-5.19559780,5.26030520,0.64351453,0.00000000,2.92970647,2.74716101,1.84365523,0.00000000
-5.18959480,5.59890665,0.69359853,0.00000000,3.17373267,2.90942081,1.97526790,0.00000000
-5.18359180,5.93976111,0.74590920,0.00000000,3.42728724,3.07072349,2.10921974,0.00000000
-5.17758879,6.28076308,0.80034968,0.00000000,3.68919917,3.23001659,2.24465293,0.00000000
-5.17158579,6.61968746,0.85678134,0.00000000,3.95806728,3.38623130,2.38062882,0.00000000
-5.16558279,6.95420020,0.91501596,0.00000000,4.23225434,3.53828979,2.51613467,0.00000000
