energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.82591296,11.88354725,0.07429106,0.69087117,0.94634718,0.63402138,2.59389112,7.24646643,0.10699510,3.80153423
-5.81990995,12.08020734,0.07692350,0.69117644,0.95569740,0.66034198,2.61868819,7.34534779,0.11021567,3.89769946
-5.81390695,12.25400453,0.07932086,0.69008273,0.96247356,0.68435266,2.63821077,7.43388869,0.11300630,3.98441693
-5.80790395,12.40297878,0.08144599,0.68737040,0.96638146,0.70568114,2.65163690,7.51173982,0.11531163,4.06064656
-5.80190095,12.52539816,0.08326504,0.68284090,0.96717061,0.72399062,2.65824615,7.57858710,0.11708374,4.12547441
-5.79589795,12.61979150,0.08474859,0.67632492,0.96464343,0.73898870,2.65744083,7.63414484,0.11828366,4.17813258
-5.78989495,12.68497988,0.08587267,0.66768999,0.95866332,0.75043522,2.64876463,7.67815253,0.11888264,4.21801601
-5.78389195,12.72010489,0.08661977,0.65684711,0.94916081,0.75814884,2.63191780,7.71037490,0.11886325,4.24469552
-5.77788894,12.72465160,0.08697949,0.64375600,0.93613771,0.76201198,2.60676810,7.73060464,0.11822004,4.25792624
-5.77188594,12.69846430,0.08694921,0.62842868,0.91966890,0.76197388,2.57335673,7.73866708,0.11695996,4.25765106
-5.76588294,12.64175336,0.08653429,0.61093109,0.89990159,0.75805183,2.53189892,7.73442606,0.11510231,4.24399870
-5.75987994,12.55509213,0.08574813,0.59138271,0.87705205,0.75033022,2.48277879,7.71779006,0.11267831,4.21727639
-5.75387694,12.43940330,0.08461192,0.56995404,0.85139989,0.73895771,2.42653862,7.68871796,0.10973028,4.17795750
-5.74787394,12.29593469,0.08315405,0.54686212,0.82328006,0.72414251,2.36386271,7.64722367,0.10631046,4.12666457
-5.74187094,12.12622519,0.08140933,0.52236427,0.79307296,0.70614600,2.29555638,7.59337934,0.10247949,4.06414841
-5.73586793,11.93206198,0.07941792,0.49675028,0.76119294,0.68527487,2.22252105,7.52731663,0.09830466,3.99126440
-5.72986493,11.71543096,0.07722404,0.47033341,0.72807586,0.66187233,2.14572619,7.44922623,0.09385791,3.90894681
-5.72386193,11.47846230,0.07487463,0.44344072,0.69416602,0.63630841,2.06617936,7.35935546,0.08921377,3.81818251
-5.71785893,11.22337370,0.07241780,0.41640296,0.65990323,0.60897004,1.98489558,7.25800442,0.08444720,3.71998501
-5.71185593,10.95241376,0.06990129,0.38954461,0.62571037,0.58025107,1.90286728,7.14552098,0.07963154,3.61537002
-5.70585293,10.66780796,0.06737104,0.36317447,0.59198202,0.55054268,1.82103602,7.02229505,0.07483652,3.50533344
-5.69984992,10.37170956,0.06486972,0.33757704,0.55907460,0.52022448,1.74026703,6.88875282,0.07012651,3.39083249
-5.69384692,10.06615738,0.06243552,0.31300521,0.52729831,0.48965658,1.66132766,6.74535124,0.06555903,3.27277062
-5.68784392,9.75304202,0.06010110,0.28967427,0.49691111,0.45917279,1.58487036,6.59257350,0.06118349,3.15198644
-5.68184092,9.43408163,0.05789281,0.26775769,0.46811498,0.42907525,1.51142079,6.43092566,0.05704036,3.02924678
-5.67583792,9.11080786,0.05583016,0.24738441,0.44105432,0.39963039,1.44137135,6.26093492,0.05316062,2.90524379
-5.66983492,8.78456196,0.05392556,0.22863799,0.41581666,0.37106638,1.37498006,6.08314957,0.04956560,2.78059562
-5.66383192,8.45650057,0.05218449,0.21155734,0.39243525,0.34357202,1.31237473,5.89814067,0.04626713,2.65585033
-5.65782891,8.12761039,0.05060576,0.19613893,0.37089353,0.31729684,1.25356187,5.70650535,0.04326805,2.53149223
-5.65182591,7.79873016,0.04918220,0.18234036,0.35113102,0.29235251,1.19843975,5.50887147,0.04056297,2.40795016
-5.64582291,7.47057859,0.04790151,0.17008505,0.33305042,0.26881516,1.14681490,5.30590314,0.03813925,2.28560676
-5.63981991,7.14378605,0.04674729,0.15926769,0.31652542,0.24672855,1.09842098,5.09830670,0.03597816,2.16480818
-5.63381691,6.81892823,0.04570024,0.14976033,0.30140896,0.22610784,1.05293936,4.88683646,0.03405621,2.04587346
-5.62781391,6.49655961,0.04473938,0.14141870,0.28754151,0.20694369,1.01002006,4.67229962,0.03234645,1.92910314
-5.62181091,6.17724478,0.04384333,0.13408866,0.27475907,0.18920664,0.96930248,4.45555965,0.03081988,1.81478648
-5.61580790,5.86158582,0.04299153,0.12761228,0.26290052,0.17285139,0.93043472,4.23753759,0.02944669,1.70320698
-5.60980490,5.55024419,0.04216529,0.12183360,0.25181414,0.15782089,0.89309087,4.01921062,0.02819755,1.59464613
-5.60380190,5.24395581,0.04134880,0.11660372,0.24136309,0.14405022,0.85698558,3.80160746,0.02704460,1.48938501
-5.59779890,4.94353865,0.04052979,0.11178511,0.23142961,0.13146993,0.82188540,3.58580050,0.02596240,1.38770407
-5.59179590,4.64989216,0.03970009,0.10725512,0.22191797,0.12000895,0.78761649,3.37289426,0.02492861,1.28988100
-5.58579290,4.36398870,0.03885585,0.10290845,0.21275614,0.10959691,0.75406875,3.16401055,0.02392453,1.19618701
-5.57978989,4.08685743,0.03799753,0.09865882,0.20389612,0.10016593,0.72119616,2.96027039,0.02293536,1.10688179
-5.57378689,3.81956136,0.03712965,0.09443960,0.19531316,0.09165190,0.68901372,2.76277345,0.02195032,1.02220751
-5.56778389,3.56316890,0.03626029,0.09020372,0.18700392,0.08399520,0.65759124,2.57257551,0.02096256,0.94238231
-5.56178089,3.31872152,0.03540042,0.08592271,0.17898379,0.07714110,0.62704460,2.39066491,0.01996895,0.86759351
-5.55577789,3.08719910,0.03456305,0.08158519,0.17128360,0.07103969,0.59752501,2.21793896,0.01896963,0.79799120
-5.54977489,2.86948515,0.03376232,0.07719488,0.16394598,0.06564567,0.56920698,2.05518136,0.01796764,0.73368243
-5.54377189,2.66633377,0.03301247,0.07276818,0.15702155,0.06091793,0.54227579,1.90304183,0.01696829,0.67472641
-5.53776888,2.47834026,0.03232691,0.06833164,0.15056526,0.05681910,0.51691513,1.76201887,0.01597865,0.62113117
-5.53176588,2.30591734,0.03171729,0.06391937,0.14463311,0.05331513,0.49329577,1.63244670,0.01500696,0.57285178
-5.52576288,2.14927846,0.03119271,0.05957052,0.13927950,0.05037503,0.47156577,1.51448720,0.01406213,0.52979053
-5.51975988,2.00842946,0.03075906,0.05532699,0.13455529,0.04797084,0.45184287,1.40812754,0.01315321,0.49179905
-5.51375688,1.88316952,0.03041861,0.05123144,0.13050681,0.04607783,0.43420954,1.31318368,0.01228909,0.45868269
-5.50775388,1.77310172,0.03016975,0.04732570,0.12717598,0.04467507,0.41871096,1.22931015,0.01147814,0.43020683
-5.50175088,1.67765338,0.03000700,0.04364965,0.12460138,0.04374637,0.40535610,1.15601573,0.01072807,0.40610537
-5.49574787,1.59610546,0.02992121,0.04024048,0.12282042,0.04328155,0.39412186,1.09268473,0.01004586,0.38609092
-5.48974487,1.52763025,0.02989998,0.03713252,0.12187259,0.04327806,0.38496026,1.03860310,0.00943778,0.36986666
-5.48374187,1.47133586,0.02992830,0.03435741,0.12180340,0.04374295,0.37780814,0.99298844,0.00890954,0.35713940
-5.47773887,1.42631582,0.02998927,0.03194478,0.12266913,0.04469506,0.37259916,0.95502280,0.00846652,0.34763344
-5.47173587,1.39170169,0.03006500,0.02992313,0.12454197,0.04616740,0.36927729,0.92388698,0.00811407,0.34110479
-5.46573287,1.36671648,0.03013755,0.02832107,0.12751532,0.04820954,0.36781141,0.89879480,0.00785784,0.33735524
-5.45972986,1.35072635,0.03018983,0.02716865,0.13170895,0.05089004,0.36820999,0.87902611,0.00770415,0.33624557
-5.45372686,1.34328831,0.03020653,0.02649880,0.13727367,0.05429858,0.37053531,0.86395698,0.00766038,0.33770752
-5.44772386,1.34419141,0.03017496,0.02634873,0.14439518,0.05854777,0.37491628,0.85308580,0.00773531,0.34175385
-5.44172086,1.35348923,0.03008571,0.02676111,0.15329675,0.06377450,0.38155912,0.84605408,0.00793940,0.34848583
-5.43571786,1.37152176,0.02993321,0.02778512,0.16424035,0.07014050,0.39075528,0.84266101,0.00828504,0.35809782
-5.42971486,1.39892490,0.02971606,0.02947707,0.17752603,0.07783212,0.40288571,0.84287093,0.00878663,0.37087836
-5.42371186,1.43662647,0.02943719,0.03190062,0.19348922,0.08705905,0.41842116,0.84681336,0.00946067,0.38720740
-5.41770885,1.48582783,0.02910381,0.03512648,0.21249575,0.09805194,0.43791785,0.85477528,0.01032556,0.40754942
-5.41170585,1.54797090,0.02872713,0.03923161,0.23493448,0.11105871,0.46200845,0.86718580,0.01140137,0.43244233
-5.40570285,1.62469081,0.02832193,0.04429769,0.26120764,0.12633950,0.49138796,0.88459369,0.01270944,0.46248206
-5.39969985,1.71775515,0.02790596,0.05040908,0.29171867,0.14416028,0.52679482,0.90763837,0.01427178,0.49830296
-5.39369685,1.82899106,0.02749922,0.05765008,0.32685806,0.16478511,0.56898723,0.93701549,0.01611037,0.54055449
-5.38769385,1.96020225,0.02712309,0.06610169,0.36698732,0.18846709,0.61871540,0.97343811,0.01824630,0.58987448
-5.38169085,2.11307844,0.02679952,0.07583777,0.41242150,0.21543828,0.67669017,1.01759518,0.02069880,0.64685977
-5.37568784,2.28910034,0.02655006,0.08692082,0.46341094,0.24589873,0.74354899,1.07010861,0.02348421,0.71203504
-5.36968484,2.48944328,0.02639510,0.09939753,0.52012269,0.28000495,0.81982044,1.13149087,0.02661479,0.78582077
-5.36368184,2.71488370,0.02635297,0.11329415,0.58262256,0.31785833,0.90588833,1.20210471,0.03009768,0.86850160
-5.35767884,2.96571203,0.02643935,0.12861197,0.65085847,0.35949380,1.00195708,1.28212685,0.03393373,0.96019630
-5.35167584,3.24165629,0.02666658,0.14532313,0.72464600,0.40486938,1.10801973,1.37151720,0.03811653,1.06083067
-5.34567284,3.54182034,0.02704335,0.16336695,0.80365693,0.45385712,1.22383029,1.46999526,0.04263151,1.17011483
-5.33966983,3.86464047,0.02757434,0.18264702,0.88741166,0.50623607,1.34888209,1.57702498,0.04745526,1.28752613
-5.33366683,4.20786366,0.02826018,0.20302934,0.97527617,0.56168766,1.48239351,1.69180927,0.05255512,1.41229902
-5.32766383,4.56855042,0.02909746,0.22434163,1.06646413,0.61979422,1.62330263,1.81329477,0.05788899,1.54342300
-5.32166083,4.94310387,0.03007900,0.24637411,1.16004465,0.68004090,1.77027181,1.94018755,0.06340554,1.67964929
-5.31565783,5.32732641,0.03119419,0.26888172,1.25495571,0.74182136,1.92170307,2.07097961,0.06904476,1.81950710
-5.30965483,5.71650366,0.03242950,0.29158802,1.35002352,0.80444744,2.07576461,2.20398586,0.07473885,1.96132935
-5.30365183,6.10551472,0.03376910,0.31419060,1.44398724,0.86716273,2.23042839,2.33739084,0.08041354,2.10328787
-5.29764882,6.48896603,0.03519555,0.33636806,1.53552870,0.92915994,2.38351821,2.46930372,0.08598967,2.24343736
-5.29164582,6.86134549,0.03669057,0.35778827,1.62330632,0.98960164,2.53276706,2.59782021,0.09138518,2.37976691
-5.28564282,7.21719186,0.03823589,0.37811781,1.70599195,1.04764382,2.67588214,2.72108911,0.09651727,2.51025773
-5.27963982,7.55127367,0.03981403,0.39703209,1.78230963,1.10246151,2.81061538,2.83738121,0.10130476,2.63294502
-5.27363682,7.85877110,0.04140912,0.41422596,1.85107467,1.15327562,2.93483681,2.94515808,0.10567059,2.74598184
-5.26763382,8.13545365,0.04300769,0.42942419,1.91123156,1.19937983,3.04660796,3.04313777,0.10954427,2.84770238
-5.26163082,8.37784602,0.04459938,0.44239157,1.96188918,1.24016654,3.14425211,3.13035484,0.11286423,2.93668211
-5.25562781,8.58337495,0.04617750,0.45294195,2.00235172,1.27515075,3.22641840,3.20621181,0.11558000,3.01179215
-5.24962481,8.75048997,0.04773959,0.46094605,2.03214393,1.30399068,3.29213654,3.27051960,0.11765403,3.07224522
-5.24362181,8.87875183,0.04928769,0.46633731,2.05102951,1.32650419,3.34085963,3.32352467,0.11906320,3.11763113
-5.23761881,8.96888345,0.05082855,0.46911587,2.05902164,1.34268012,3.37249259,3.36592096,0.11979979,3.14793960
-5.23161581,9.02277969,0.05237360,0.46934999,2.05638501,1.35268382,3.38740451,3.39884530,0.11987199,3.16356921
-5.22561281,9.04347368,0.05393871,0.46717518,2.04362904,1.35685654,3.38642386,3.42385557,0.11930383,3.16532158
-5.21960980,9.03505939,0.05554375,0.46279077,2.02149246,1.35570832,3.37081627,3.44289150,0.11813458,3.15438039
-5.21360680,9.00257184,0.05721193,0.45645407,1.99091949,1.34990471,3.34224520,3.45821866,0.11641760,3.13227587
-5.20760380,8.95182839,0.05896891,0.44847235,1.95302877,1.34024743,3.30271701,3.47235697,0.11421869,3.10083570
-5.20160080,8.88923609,0.06084172,0.43919291,1.90907593,1.32764984,3.25451213,3.48799580,0.11161402,3.06212406
-5.19559780,8.82157185,0.06285755,0.42899168,1.86041133,1.31310797,3.20010530,3.50789823,0.10868769,3.01837113
-5.18959480,8.75574332,0.06504230,0.41826072,1.80843477,1.29766819,3.14207774,3.53479774,0.10552909,2.97189560
-5.18359180,8.69853971,0.06741921,0.40739519,1.75454881,1.28239280,3.08302507,3.57129098,0.10223001,2.92502344
-5.17758879,8.65638196,0.07000729,0.39678024,1.70011264,1.26832476,3.02546461,3.61973083,0.09888185,2.88000597
-5.17158579,8.63508226,0.07281991,0.38677849,1.64639844,1.25645297,2.97174582,3.68212370,0.09557275,2.83894051
-5.16558279,8.63962252,0.07586343,0.37771833,1.59455183,1.24767939,2.92396766,3.76003560,0.09238505,2.80369694
-5.15957979,8.67396069,0.07913605,0.36988369,1.54555802,1.24278912,2.88390604,3.85451082,0.08939289,2.77585284
-5.15357679,8.74087303,0.08262688,0.36350555,1.50021501,1.24242470,2.85295432,3.96600714,0.08666023,2.75663995
-5.14757379,8.84183866,0.08631530,0.35875548,1.45911463,1.24706526,2.83207898,4.09435051,0.08423925,2.74690375
-5.14157079,8.97697135,0.09017072,0.35574139,1.42263220,1.25701147,2.82179213,4.23871196,0.08216923,2.74707786
-5.13556778,9.14500126,0.09415269,0.35450554,1.39092488,1.27237647,2.82214156,4.39760810,0.08047585,2.75717384
-5.12956478,9.34330761,0.09821146,0.35502496,1.36393859,1.29308314,2.83271847,4.56892612,0.07917098,2.77678671
-5.12356178,9.56800074,0.10228887,0.35721397,1.34142292,1.31886758,2.85268207,4.74997274,0.07825295,2.80511552
-5.11755878,9.81405036,0.10631978,0.36092875,1.32295308,1.34928853,2.88079966,4.93754587,0.07770723,2.84099802
-5.11155578,10.07545457,0.11023364,0.36597376,1.30795780,1.38374226,2.91550024,5.12802647,0.07750743,2.88295761
-5.10555278,10.34544275,0.11395654,0.37210953,1.29575166,1.42148222,2.95493902,5.31748733,0.07761674,2.92926046
-5.09954977,10.61670409,0.11741336,0.37906172,1.28557025,1.46164273,2.99707011,5.50181451,0.07798949,2.97798043
-5.09354677,10.88163237,0.12053008,0.38653086,1.27660662,1.50326574,3.03972409,5.67683689,0.07857298,3.02706886
-5.08754377,11.13257740,0.12323611,0.39420254,1.26804734,1.54532968,3.08068740,5.83845846,0.07930940,3.07442665
-5.08154077,11.36209309,0.12546653,0.40175769,1.25910654,1.58677956,3.11778043,5.98278810,0.08013781,3.11797565
-5.07553777,11.56317295,0.12716423,0.40888249,1.24905675,1.62655706,3.14893133,6.10626177,0.08099611,3.15572678
-5.06953477,11.72946406,0.12828171,0.41527776,1.23725522,1.66362997,3.17224299,6.20575205,0.08182288,3.18584258
-5.06353177,11.85545222,0.12878261,0.42066737,1.22316492,1.69701996,3.18605100,6.27866100,0.08255919,3.20669201
-5.05752876,11.93661231,0.12864285,0.42480564,1.20636976,1.72582789,3.18897087,6.32299278,0.08315015,3.21689591
-5.05152576,11.96951936,0.12785130,0.42748344,1.18658359,1.74925609,3.17993339,6.33740364,0.08354634,3.21536207
-5.04552276,11.95191814,0.12641006,0.42853284,1.16365327,1.76662707,3.15820753,6.32122786,0.08370489,3.20130914
-5.03951976,11.88275051,0.12433426,0.42783036,1.13755603,1.77739811,3.12341072,6.27447952,0.08359048,3.17427907
-5.03351676,11.76214190,0.12165148,0.42529872,1.10839177,1.78117180,3.07550717,6.19783077,0.08317589,3.13413867
-5.02751376,11.59134981,0.11840072,0.42090714,1.07637117,1.77770205,3.01479486,6.09256874,0.08244244,3.08107065
-5.02151076,11.37267874,0.11463114,0.41467027,1.04180048,1.76689593,2.94188271,5.96053365,0.08138011,3.01555534
-5.01550775,11.10936694,0.11040044,0.40664593,1.00506404,1.74881126,2.85765941,5.80404188,0.07998739,2.93834442
-5.00950475,10.80545155,0.10577317,0.39693166,0.96660563,1.72365044,2.76325572,5.62579783,0.07827092,2.85042811
-5.00350175,10.46561865,0.10081885,0.38566049,0.92690955,1.69175081,2.66000208,5.42879891,0.07624497,2.75299763
-4.99749875,10.09504531,0.09561006,0.37299587,0.88648235,1.65357204,2.54938352,5.21623802,0.07393070,2.64740436
-4.99149575,9.69924015,0.09022067,0.35912618,0.84583606,1.60968122,2.43299360,4.99140757,0.07135525,2.53511776
-4.98549275,9.28388862,0.08472401,0.34425887,0.80547325,1.56073611,2.31248925,4.75760881,0.06855077,2.41768319
-4.97948974,8.85470806,0.07919141,0.32861454,0.76587460,1.50746734,2.18954770,4.51806945,0.06555334,2.29668139
-4.97348674,8.41731709,0.07369069,0.31242109,0.72748897,1.45066010,2.06582698,4.27587233,0.06240190,2.17369055
-4.96748374,7.97712224,0.06828510,0.29590814,0.69072600,1.39113589,1.94293080,4.03389638,0.05913711,2.05025209
-4.96148074,7.53922388,0.06303235,0.27930184,0.65595124,1.32973494,1.82237850,3.79477123,0.05580026,1.92784079
-4.95547774,7.10834230,0.05798394,0.26282019,0.62348331,1.26729975,1.70558028,3.56084518,0.05243231,1.80783968
-4.94947474,6.68876362,0.05318469,0.24666897,0.59359286,1.20465995,1.59381799,3.33416628,0.04907291,1.69151991
-4.94347174,6.28430425,0.04867251,0.23103838,0.56650290,1.14261901,1.48823106,3.11647520,0.04575958,1.58002548
-4.93746873,5.89829209,0.04447832,0.21610026,0.54238988,1.08194259,1.38980737,2.90920825,0.04252707,1.47436269
-4.93146573,5.53356183,0.04062616,0.20200610,0.52138534,1.02334889,1.29937830,2.71350880,0.03940673,1.37539378
-4.92546273,5.19246142,0.03713339,0.18888560,0.50357751,0.96750069,1.21761757,2.53024485,0.03642612,1.28383422
-4.91945973,4.87686696,0.03401099,0.17684588,0.48901275,0.91499897,1.14504287,2.36003077,0.03360871,1.20025313
-4.91345673,4.58820293,0.03126395,0.16597119,0.47769649,0.86637800,1.08201976,2.20325116,0.03097372,1.12507614
-4.90745373,4.32746533,0.02889164,0.15632310,0.46959364,0.82210154,1.02876716,2.06008521,0.02853607,1.05858999
-4.90145073,4.09524543,0.02688829,0.14794100,0.46462861,0.78255994,0.98536368,1.93053009,0.02630643,1.00094845
-4.89544772,3.89175277,0.02524336,0.14084296,0.46268476,0.74806784,0.95175463,1.81442237,0.02429140,0.95217896
-4.88944472,3.71683611,0.02394200,0.13502673,0.46360389,0.71886237,0.92775901,1.71145673,0.02249367,0.91218968
-4.88344172,3.57000212,0.02296543,0.13047097,0.46718567,0.69510166,0.91307654,1.62120197,0.02091233,0.88077664
-4.87743872,3.45043189,0.02229138,0.12713652,0.47318762,0.67686349,0.90729465,1.54311410,0.01954319,0.85763091
-4.87143572,3.35699589,0.02189449,0.12496777,0.48132575,0.66414431,0.90989528,1.47654724,0.01837905,0.84234574
-4.86543272,3.28826847,0.02174669,0.12389413,0.49127634,0.65685847,0.92026196,1.42076269,0.01741014,0.83442370
-4.85942971,3.24254302,0.02181768,0.12383143,0.50267890,0.65483800,0.93768706,1.37493706,0.01662437,0.83328409
-4.85342671,3.21784930,0.02207531,0.12468345,0.51514069,0.65783304,0.96137984,1.33817039,0.01600778,0.83827072
-4.84742371,3.21197420,0.02248613,0.12634353,0.52824272,0.66551320,0.99047518,1.30949470,0.01554482,0.84866025
-4.84142071,3.22248705,0.02301586,0.12869612,0.54154727,0.67747016,1.02404361,1.28788408,0.01521868,0.86367142
-4.83541771,3.24677032,0.02362995,0.13161856,0.55460679,0.69322161,1.06110257,1.27226642,0.01501170,0.88247524
-4.82941471,3.28205626,0.02429412,0.13498285,0.56697387,0.71221692,1.10062909,1.26153735,0.01490556,0.90420626
-4.82341171,3.32546931,0.02497501,0.13865756,0.57821200,0.73384455,1.14157394,1.25457628,0.01488172,0.92797496
-4.81740870,3.37407412,0.02564071,0.14250982,0.58790667,0.75744137,1.18287711,1.25026445,0.01492162,0.95288121
-4.81140570,3.42492799,0.02626140,0.14640739,0.59567631,0.78230374,1.22348443,1.24750447,0.01500703,0.97802862
-4.80540270,3.47513662,0.02680984,0.15022076,0.60118270,0.80770047,1.26236504,1.24524088,0.01512029,1.00253954
-4.79939970,3.52191150,0.02726195,0.15382533,0.60414020,0.83288709,1.29852933,1.24248085,0.01524462,1.02557037
-4.79339670,3.56262711,0.02759720,0.15710349,0.60432356,0.85712144,1.33104685,1.23831429,0.01536432,1.04632680
-4.78739370,3.59487581,0.02779894,0.15994672,0.60157374,0.87967992,1.35906371,1.23193244,0.01546505,1.06407858
-4.78139070,3.61651856,0.02785471,0.16225745,0.59580167,0.89987405,1.38181893,1.22264417,0.01553400,1.07817328
-4.77538769,3.62572957,0.02775632,0.16395088,0.58698963,0.91706671,1.39865926,1.20988913,0.01556008,1.08804864
-4.76938469,3.62103301,0.02749986,0.16495644,0.57519028,0.93068758,1.40905186,1.19324730,0.01553408,1.09324306
-4.76338169,3.60133063,0.02708563,0.16521905,0.56052338,0.94024708,1.41259447,1.17244445,0.01544872,1.09340385
-4.75737869,3.56591900,0.02651789,0.16470002,0.54317043,0.94534839,1.40902273,1.14735318,0.01529876,1.08829299
-4.75137569,3.51449602,0.02580451,0.16337761,0.52336740,0.94569709,1.39821421,1.11798970,0.01508098,1.07779001
-4.74537269,3.44715626,0.02495659,0.16124716,0.50139601,0.94110784,1.38018919,1.08450633,0.01479417,1.06189208
-4.73936968,3.36437564,0.02398792,0.15832090,0.47757389,0.93150805,1.35510792,1.04718029,0.01443902,1.04071113
-4.73336668,3.26698595,0.02291443,0.15462729,0.45224417,0.91693818,1.32326458,1.00639913,0.01401802,1.01446818
-4.72736368,3.15614047,0.02175363,0.15021007,0.42576482,0.89754881,1.28507801,0.96264355,0.01353527,0.98348494
-4.72136068,3.03327187,0.02052398,0.14512686,0.39849819,0.87359441,1.24107959,0.91646841,0.01299631,0.94817324
-4.71535768,2.90004426,0.01924438,0.13944758,0.37080121,0.84542424,1.19189858,0.86848254,0.01240783,0.90902231
-4.70935468,2.75830101,0.01793352,0.13325251,0.34301655,0.81347051,1.13824550,0.81932829,0.01177749,0.86658464
-4.70335168,2.61001042,0.01660950,0.12663026,0.31546486,0.77823461,1.08089400,0.76966165,0.01111362,0.82146082
-4.69734867,2.45721101,0.01528931,0.11967556,0.28843853,0.74027151,1.02066194,0.72013332,0.01042495,0.77428376
-4.69134567,2.30195831,0.01398855,0.11248704,0.26219686,0.70017339,0.95839215,0.67137172,0.00972036,0.72570303
-4.68534267,2.14627486,0.01272110,0.10516504,0.23696270,0.65855284,0.89493361,0.62396809,0.00900863,0.67636963
-4.67933967,1.99210481,0.01149897,0.09780946,0.21292062,0.61602624,0.83112353,0.57846426,0.00829822,0.62692177
-4.67333667,1.84127435,0.01033219,0.09051785,0.19021645,0.57319818,0.76777094,0.53534314,0.00759704,0.57797195
-4.66733367,1.69545892,0.00922873,0.08338365,0.16895803,0.53064707,0.70564206,0.49502216,0.00691235,0.53009582
-4.66133067,1.55615754,0.00819460,0.07649467,0.14921699,0.48891270,0.64544802,0.45784945,0.00625055,0.48382289
-4.65532766,1.42467486,0.00723391,0.06993186,0.13103140,0.44848581,0.58783485,0.42410282,0.00561715,0.43962932
-4.64932466,1.30211047,0.00634899,0.06376837,0.11440913,0.40980011,0.53337619,0.39399113,0.00501666,0.39793283
-4.64332166,1.18935538,0.00554062,0.05806886,0.09933157,0.37322669,0.48256841,0.36765774,0.00445263,0.35908969
