energy_ev,total_up,Si_p_up,Si_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,0.77011013,0.08233899,0.00000000,0.48464198,0.25066737,0.38814543,0.00000000
-5.99399700,0.72585226,0.07449622,0.00000000,0.46292569,0.23361188,0.36789051,0.00000000
-5.98799400,0.68042786,0.06701858,0.00000000,0.43954968,0.21657159,0.34672294,0.00000000
-5.98199100,0.63454943,0.05997725,0.00000000,0.41498854,0.19976746,0.32500532,0.00000000
-5.97598799,0.58892093,0.05343124,0.00000000,0.38973524,0.18340754,0.30310290,0.00000000
-5.96998499,0.54422569,0.04742831,0.00000000,0.36428998,0.16768481,0.28137598,0.00000000
-5.96398199,0.50111607,0.04200615,0.00000000,0.33914962,0.15277562,0.26017287,0.00000000
-5.95797899,0.46020487,0.03719404,0.00000000,0.31479817,0.13883896,0.23982384,0.00000000
-5.95197599,0.42205880,0.03301466,0.00000000,0.29169839,0.12601624,0.22063588,0.00000000
-5.94597299,0.38719381,0.02948604,0.00000000,0.27028482,0.11443185,0.20288853,0.00000000
-5.93996998,0.35607228,0.02662361,0.00000000,0.25095821,0.10419398,0.18683073,0.00000000
-5.93396698,0.32910172,0.02444210,0.00000000,0.23408121,0.09539595,0.17267853,0.00000000
-5.92796398,0.30663485,0.02295735,0.00000000,0.21997547,0.08811772,0.16061372,0.00000000
-5.92196098,0.28897050,0.02218786,0.00000000,0.20891964,0.08242745,0.15078309,0.00000000
-5.91595798,0.27635521,0.02215605,0.00000000,0.20114827,0.07838304,0.14329835,0.00000000
-5.90995498,0.26898489,0.02288909,0.00000000,0.19685128,0.07603351,0.13823631,0.00000000
-5.90395198,0.26700641,0.02441934,0.00000000,0.19617374,0.07542004,0.13563944,0.00000000
-5.89794897,0.27051872,0.02678432,0.00000000,0.19921581,0.07657664,0.13551648,0.00000000
-5.89194597,0.27957337,0.03002613,0.00000000,0.20603261,0.07953033,0.13784321,0.00000000
-5.88594297,0.29417415,0.03419035,0.00000000,0.21663389,0.08430089,0.14256314,0.00000000
-5.87993997,0.31427608,0.03932452,0.00000000,0.23098362,0.09089997,0.14958827,0.00000000
-5.87393697,0.33978354,0.04547597,0.00000000,0.24899934,0.09932984,0.15879994,0.00000000
-5.86793397,0.37054804,0.05268936,0.00000000,0.27055151,0.10958166,0.17004979,0.00000000
-5.86193097,0.40636558,0.06100374,0.00000000,0.29546301,0.12163338,0.18316103,0.00000000
-5.85592796,0.44697424,0.07044940,0.00000000,0.32350904,0.13544755,0.19793004,0.00000000
-5.84992496,0.49205222,0.08104456,0.00000000,0.35441758,0.15096895,0.21412854,0.00000000
-5.84392196,0.54121680,0.09279198,0.00000000,0.38787094,0.16812249,0.23150644,0.00000000
-5.83791896,0.59402475,0.10567584,0.00000000,0.42350829,0.18681132,0.24979533,0.00000000
-5.83191596,0.64997445,0.11965887,0.00000000,0.46092982,0.20691552,0.26871285,0.00000000
-5.82591296,0.70851016,0.13467999,0.00000000,0.49970238,0.22829146,0.28796791,0.00000000
-5.81990995,0.76902870,0.15065272,0.00000000,0.53936690,0.25077203,0.30726658,0.00000000
-5.81390695,0.83088863,0.16746438,0.00000000,0.57944752,0.27416791,0.32631876,0.00000000
-5.80790395,0.89342202,0.18497634,0.00000000,0.61946236,0.29826988,0.34484536,0.00000000
-5.80190095,0.95594859,0.20302539,0.00000000,0.65893574,0.32285236,0.36258573,0.00000000
-5.79589795,1.01779206,0.22142627,0.00000000,0.69741155,0.34767798,0.37930524,0.00000000
-5.78989495,1.07829810,0.23997546,0.00000000,0.73446727,0.37250329,0.39480259,0.00000000
-5.78389195,1.13685352,0.25845597,0.00000000,0.76972823,0.39708534,0.40891660,0.00000000
-5.77788894,1.19290568,0.27664330,0.00000000,0.80288151,0.42118890,0.42153216,0.00000000
-5.77188594,1.24598162,0.29431212,0.00000000,0.83368875,0.44459412,0.43258498,0.00000000
-5.76588294,1.29570571,0.31124358,0.00000000,0.86199727,0.46710425,0.44206496,0.00000000
-5.75987994,1.34181509,0.32723281,0.00000000,0.88774890,0.48855295,0.45001786,0.00000000
-5.75387694,1.38417185,0.34209651,0.00000000,0.91098572,0.50881096,0.45654506,0.00000000
-5.74787394,1.42277116,0.35567991,0.00000000,0.93185243,0.52779162,0.46180138,0.00000000
-5.74187094,1.45774458,0.36786309,0.00000000,0.95059460,0.54545486,0.46599088,0.00000000
-5.73586793,1.48935789,0.37856604,0.00000000,0.96755287,0.56180931,0.46936057,0.00000000
-5.72986493,1.51800325,0.38775238,0.00000000,0.98315267,0.57691247,0.47219236,0.00000000
-5.72386193,1.54418545,0.39543125,0.00000000,0.99788972,0.59086841,0.47479325,0.00000000
-5.71785893,1.56850242,0.40165744,0.00000000,1.01231159,0.60382340,0.47748410,0.00000000
-5.71185593,1.59162055,0.40652951,0.00000000,1.02699576,0.61595908,0.48058750,0.00000000
-5.70585293,1.61424564,0.41018603,0.00000000,1.04252490,0.62748387,0.48441486,0.00000000
-5.69984992,1.63709042,0.41279999,0.00000000,1.05946034,0.63862247,0.48925349,0.00000000
-5.69384692,1.66084010,0.41457173,0.00000000,1.07831473,0.64960428,0.49535398,0.00000000
-5.68784392,1.68611734,0.41572049,0.00000000,1.09952505,0.66065106,0.50291850,0.00000000
-5.68184092,1.71344846,0.41647521,0.00000000,1.12342733,0.67196452,0.51209047,0.00000000
-5.67583792,1.74323237,0.41706483,0.00000000,1.15023413,0.68371452,0.52294613,0.00000000
-5.66983492,1.77571401,0.41770861,0.00000000,1.18001628,0.69602834,0.53548845,0.00000000
-5.66383192,1.81096371,0.41860698,0.00000000,1.21268959,0.70898184,0.54964363,0.00000000
-5.65782891,1.84886379,0.41993324,0.00000000,1.24800776,0.72259290,0.56526059,0.00000000
-5.65182591,1.88910318,0.42182657,0.00000000,1.28556191,0.73681741,0.58211343,0.00000000
-5.64582291,1.93118083,0.42438660,0.00000000,1.32478711,0.75154835,0.59990701,0.00000000
-5.63981991,1.97441778,0.42766981,0.00000000,1.36497600,0.76661781,0.61828543,0.00000000
-5.63381691,2.01797769,0.43168781,0.00000000,1.40529910,0.78180186,0.63684311,0.00000000
-5.62781391,2.06089500,0.43640755,0.00000000,1.44483110,0.79682830,0.65513822,0.00000000
-5.62181091,2.10210952,0.44175340,0.00000000,1.48258221,0.81138651,0.67270775,0.00000000
