energy_ev,total_up,Ge_p_up,Ge_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.84392196,1.88068148,0.35120952,0.00000000,1.09418155,1.11047009,0.53523491,0.00000000
-5.83791896,1.89750441,0.35929293,0.00000000,1.09658207,1.13038311,0.52811418,0.00000000
-5.83191596,1.91314603,0.36680813,0.00000000,1.09798835,1.14961906,0.52085874,0.00000000
-5.82591296,1.92731196,0.37360985,0.00000000,1.09816766,1.16791094,0.51353916,0.00000000
-5.81990995,1.93970830,0.37956244,0.00000000,1.09688816,1.18499782,0.50621591,0.00000000
-5.81390695,1.95006153,0.38454411,0.00000000,1.09393034,1.20063874,0.49894213,0.00000000
-5.80790395,1.95813998,0.38845124,0.00000000,1.08909910,1.21462754,0.49176708,0.00000000
-5.80190095,1.96377531,0.39120272,0.00000000,1.08223560,1.22680755,0.48473985,0.00000000
-5.79589795,1.96688246,0.39274392,0.00000000,1.07322844,1.23708499,0.47791306,0.00000000
-5.78989495,1.96747653,0.39305011,0.00000000,1.06202344,1.24544019,0.47134613,0.00000000
-5.78389195,1.96568515,0.39212907,0.00000000,1.04863128,1.25193557,0.46510787,0.00000000
-5.77788894,1.96175512,0.39002259,0.00000000,1.03313260,1.25671953,0.45927808,0.00000000
-5.77188594,1.95605237,0.38680671,0.00000000,1.01568008,1.26002577,0.45394795,0.00000000
-5.76588294,1.94905477,0.38259055,0.00000000,0.99649713,1.26216761,0.44921901,0.00000000
-5.75987994,1.94133769,0.37751369,0.00000000,0.97587322,1.26352737,0.44520084,0.00000000
-5.75387694,1.93355275,0.37174205,0.00000000,0.95415587,1.26454117,0.44200724,0.00000000
-5.74787394,1.92640053,0.36546250,0.00000000,0.93173951,1.26567963,0.43975138,0.00000000
-5.74187094,1.92059864,0.35887620,0.00000000,0.90905187,1.26742555,0.43853989,0.00000000
-5.73586793,1.91684670,0.35219117,0.00000000,0.88653820,1.27024970,0.43846637,0.00000000
-5.72986493,1.91579020,0.34561424,0.00000000,0.86464443,1.27458596,0.43960464,0.00000000
-5.72386193,1.91798519,0.33934278,0.00000000,0.84379972,1.28080726,0.44200226,0.00000000
-5.71785893,1.92386594,0.33355676,0.00000000,0.82439961,1.28920382,0.44567455,0.00000000
-5.71185593,1.93371750,0.32841129,0.00000000,0.80679036,1.29996485,0.45059981,0.00000000
-5.70585293,1.94765479,0.32403025,0.00000000,0.79125533,1.31316494,0.45671586,0.00000000
-5.69984992,1.96560964,0.32050118,0.00000000,0.77800415,1.32875600,0.46391834,0.00000000
-5.69384692,1.98732664,0.31787183,0.00000000,0.76716509,1.34656531,0.47206091,0.00000000
-5.68784392,2.01236826,0.31614844,0.00000000,0.75878107,1.36629982,0.48095755,0.00000000
-5.68184092,2.04012898,0.31529587,0.00000000,0.75280936,1.38755676,0.49038677,0.00000000
-5.67583792,2.06985795,0.31523963,0.00000000,0.74912501,1.40983975,0.50009779,0.00000000
-5.66983492,2.10068892,0.31586968,0.00000000,0.74752773,1.43257976,0.50981821,0.00000000
-5.66383192,2.13167589,0.31704579,0.00000000,0.74775180,1.45515982,0.51926312,0.00000000
-5.65782891,2.16183267,0.31860416,0.00000000,0.74947847,1.47694202,0.52814486,0.00000000
-5.65182591,2.19017419,0.32036504,0.00000000,0.75235018,1.49729540,0.53618331,0.00000000
-5.64582291,2.21575748,0.32214099,0.00000000,0.75598588,1.51562333,0.54311593,0.00000000
-5.63981991,2.23772013,0.32374515,0.00000000,0.75999660,1.53138884,0.54870721,0.00000000
-5.63381691,2.25531436,0.32499949,0.00000000,0.76400073,1.54413658,0.55275703,0.00000000
-5.62781391,2.26793502,0.32574232,0.00000000,0.76763806,1.55351048,0.55510749,0.00000000
-5.62181091,2.27514023,0.32583489,0.00000000,0.77058223,1.55926610,0.55564795,0.00000000
-5.61580790,2.27666386,0.32516678,0.00000000,0.77255095,1.56127730,0.55431803,0.00000000
-5.60980490,2.27241938,0.32365983,0.00000000,0.77331371,1.55953700,0.55110848,0.00000000
-5.60380190,2.26249532,0.32127051,0.00000000,0.77269681,1.55415220,0.54605994,0.00000000
-5.59779890,2.24714280,0.31799063,0.00000000,0.77058558,1.54533366,0.53925969,0.00000000
-5.59179590,2.22675608,0.31384654,0.00000000,0.76692390,1.53338113,0.53083655,0.00000000
-5.58579290,2.20184748,0.30889676,0.00000000,0.76171131,1.51866494,0.52095443,0.00000000
-5.57978989,2.17301815,0.30322835,0.00000000,0.75499786,1.50160507,0.50980460,0.00000000
-5.57378689,2.14092641,0.29695221,0.00000000,0.74687722,1.48264899,0.49759733,0.00000000
-5.56778389,2.10625534,0.29019753,0.00000000,0.73747843,1.46224941,0.48455321,0.00000000
-5.56178089,2.06968128,0.28310580,0.00000000,0.72695678,1.44084310,0.47089457,0.00000000
-5.55577789,2.03184485,0.27582450,0.00000000,0.71548426,1.41883178,0.45683738,0.00000000
-5.54977489,1.99332575,0.26850099,0.00000000,0.70324012,1.39656612,0.44258405,0.00000000
-5.54377189,1.95462232,0.26127661,0.00000000,0.69040187,1.37433327,0.42831722,0.00000000
-5.53776888,1.91613679,0.25428149,0.00000000,0.67713716,1.35234861,0.41419500,0.00000000
-5.53176588,1.87816645,0.24763001,0.00000000,0.66359679,1.33075182,0.40034756,0.00000000
-5.52576288,1.84090088,0.24141732,0.00000000,0.64990914,1.30960718,0.38687525,0.00000000
-5.51975988,1.80442508,0.23571671,0.00000000,0.63617617,1.28890806,0.37384818,0.00000000
-5.51375688,1.76872792,0.23057815,0.00000000,0.62247103,1.26858498,0.36130727,0.00000000
-5.50775388,1.73371525,0.22602786,0.00000000,0.60883737,1.24851675,0.34926637,0.00000000
-5.50175088,1.69922664,0.22206882,0.00000000,0.59529016,1.22854399,0.33771565,0.00000000
-5.49574787,1.66505490,0.21868222,0.00000000,0.58181812,1.20848420,0.32662561,0.00000000
-5.48974487,1.63096709,0.21582967,0.00000000,0.56838723,1.18814756,0.31595181,0.00000000
-5.48374187,1.59672597,0.21345605,0.00000000,0.55494553,1.16735268,0.30563983,0.00000000
-5.47773887,1.56211086,0.21149282,0.00000000,0.54142844,1.14594157,0.29563036,0.00000000
-5.47173587,1.52693681,0.20986155,0.00000000,0.52776478,1.12379296,0.28586413,0.00000000
-5.46573287,1.49107133,0.20847769,0.00000000,0.51388283,1.10083354,0.27628639,0.00000000
-5.45972986,1.45444789,0.20725415,0.00000000,0.49971631,1.07704659,0.26685093,0.00000000
-5.45372686,1.41707558,0.20610478,0.00000000,0.48520988,1.05247765,0.25752332,0.00000000
-5.44772386,1.37904488,0.20494746,0.00000000,0.47032405,1.02723698,0.24828345,0.00000000
-5.44172086,1.34052897,0.20370672,0.00000000,0.45503905,1.00149892,0.23912712,0.00000000
-5.43571786,1.30178110,0.20231596,0.00000000,0.43935769,0.97549810,0.23006682,0.00000000
-5.42971486,1.26312788,0.20071892,0.00000000,0.42330701,0.94952279,0.22113164,0.00000000
-5.42371186,1.22495913,0.19887077,0.00000000,0.40693864,0.92390578,0.21236638,0.00000000
-5.41770885,1.18771476,0.19673846,0.00000000,0.39032796,0.89901317,0.20383002,0.00000000
-5.41170585,1.15186945,0.19430061,0.00000000,0.37357208,0.87523171,0.19559355,0.00000000
-5.40570285,1.11791567,0.19154698,0.00000000,0.35678680,0.85295510,0.18773742,0.00000000
-5.39969985,1.08634606,0.18847751,0.00000000,0.34010272,0.83257014,0.18034864,0.00000000
-5.39369685,1.05763590,0.18510107,0.00000000,0.32366074,0.81444296,0.17351774,0.00000000
-5.38769385,1.03222631,0.18143407,0.00000000,0.30760717,0.79890632,0.16733579,0.00000000
-5.38169085,1.01050905,0.17749903,0.00000000,0.29208869,0.78624808,0.16189145,0.00000000
-5.37568784,0.99281342,0.17332310,0.00000000,0.27724744,0.77670165,0.15726828,0.00000000
-5.36968484,0.97939573,0.16893672,0.00000000,0.26321643,0.77043842,0.15354242,0.00000000
-5.36368184,0.97043172,0.16437253,0.00000000,0.25011551,0.76756275,0.15078061,0.00000000
-5.35767884,0.96601204,0.15966442,0.00000000,0.23804793,0.76810921,0.14903867,0.00000000
-5.35167584,0.96614092,0.15484684,0.00000000,0.22709783,0.77204253,0.14836041,0.00000000
-5.34567284,0.97073780,0.14995444,0.00000000,0.21732846,0.77925970,0.14877701,0.00000000
-5.33966983,0.97964183,0.14502187,0.00000000,0.20878137,0.78959439,0.15030680,0.00000000
-5.33366683,0.99261876,0.14008380,0.00000000,0.20147639,0.80282311,0.15295548,0.00000000
-5.32766383,1.00936997,0.13517511,0.00000000,0.19541252,0.81867301,0.15671664,0.00000000
-5.32166083,1.02954303,0.13033119,0.00000000,0.19056938,0.83683074,0.16157266,0.00000000
-5.31565783,1.05274348,0.12558823,0.00000000,0.18690949,0.85695212,0.16749584,0.00000000
-5.30965483,1.07854725,0.12098353,0.00000000,0.18438089,0.87867228,0.17444974,0.00000000
-5.30365183,1.10651342,0.11655577,0.00000000,0.18292027,0.90161576,0.18239080,0.00000000
-5.29764882,1.13619686,0.11234508,0.00000000,0.18245634,0.92540650,0.19127007,0.00000000
-5.29164582,1.16716050,0.10839311,0.00000000,0.18291334,0.94967729,0.20103509,0.00000000
-5.28564282,1.19898692,0.10474282,0.00000000,0.18421471,0.97407868,0.21163192,0.00000000
-5.27963982,1.23128914,0.10143826,0.00000000,0.18628660,0.99828700,0.22300724,0.00000000
-5.27363682,1.26372037,0.09852405,0.00000000,0.18906134,1.02201163,0.23511049,0.00000000
-5.26763382,1.29598257,0.09604493,0.00000000,0.19248056,1.04500120,0.24789596,0.00000000
-5.26163082,1.32783377,0.09404500,0.00000000,0.19649815,1.06704889,0.26132486,0.00000000
-5.25562781,1.35909386,0.09256707,0.00000000,0.20108255,1.08799663,0.27536709,0.00000000
-5.24962481,1.38964881,0.09165177,0.00000000,0.20621871,1.10773809,0.29000281,0.00000000
-5.24362181,1.41945301,0.09133680,0.00000000,0.21190925,1.12622053,0.30522347,0.00000000
-5.23761881,1.44852960,0.09165594,0.00000000,0.21817498,1.14344523,0.32103233,0.00000000
-5.23161581,1.47696851,0.09263822,0.00000000,0.22505449,1.15946648,0.33744422,0.00000000
-5.22561281,1.50492201,0.09430691,0.00000000,0.23260287,1.17438892,0.35448448,0.00000000
-5.21960980,1.53259772,0.09667858,0.00000000,0.24088945,1.18836326,0.37218695,0.00000000
-5.21360680,1.56024884,0.09976211,0.00000000,0.24999455,1.20158020,0.39059101,0.00000000
-5.20760380,1.58816179,0.10355762,0.00000000,0.26000522,1.21426253,0.40973760,0.00000000
-5.20160080,1.61664138,0.10805548,0.00000000,0.27101018,1.22665577,0.42966436,0.00000000
-5.19559780,1.64599397,0.11323530,0.00000000,0.28309392,1.23901716,0.45039997,0.00000000
-5.18959480,1.67650898,0.11906498,0.00000000,0.29633027,1.25160366,0.47195798,0.00000000
-5.18359180,1.70843971,0.12549991,0.00000000,0.31077565,1.26465924,0.49433036,0.00000000
-5.17758879,1.74198412,0.13248223,0.00000000,0.32646232,1.27840195,0.51748108,0.00000000
-5.17158579,1.77726669,0.13994050,0.00000000,0.34339189,1.29301155,0.54134024,0.00000000
-5.16558279,1.81432231,0.14778956,0.00000000,0.36152958,1.30861814,0.56579905,0.00000000
-5.15957979,1.85308329,0.15593084,0.00000000,0.38079951,1.32529271,0.59070605,0.00000000
-5.15357679,1.89337045,0.16425309,0.00000000,0.40108131,1.34303995,0.61586507,0.00000000
-5.14757379,1.93488903,0.17263367,0.00000000,0.42220851,1.36179406,0.64103512,0.00000000
-5.14157079,1.97723008,0.18094032,0.00000000,0.44396882,1.38141788,0.66593246,0.00000000
-5.13556778,2.01987748,0.18903346,0.00000000,0.46610656,1.40170547,0.69023503,0.00000000
-5.12956478,2.06222086,0.19676909,0.00000000,0.48832710,1.42238830,0.71358914,0.00000000
-5.12356178,2.10357365,0.20400197,0.00000000,0.51030359,1.44314472,0.73561828,0.00000000
-5.11755878,2.14319599,0.21058929,0.00000000,0.53168540,1.46361236,0.75593388,0.00000000
-5.11155578,2.18032108,0.21639449,0.00000000,0.55210834,1.48340276,0.77414746,0.00000000
-5.10555278,2.21418409,0.22129114,0.00000000,0.57120600,1.50211766,0.78988370,0.00000000
-5.09954977,2.24405187,0.22516675,0.00000000,0.58862189,1.51936577,0.80279391,0.00000000
-5.09354677,2.26925215,0.22792636,0.00000000,0.60402172,1.53477940,0.81256920,0.00000000
-5.08754377,2.28920057,0.22949558,0.00000000,0.61710534,1.54802979,0.81895266,0.00000000
-5.08154077,2.30342414,0.22982317,0.00000000,0.62761769,1.55884049,0.82175006,0.00000000
-5.07553777,2.31158001,0.22888282,0.00000000,0.63535824,1.56699786,0.82083843,0.00000000
-5.06953477,2.31346839,0.22667416,0.00000000,0.64018839,1.57235840,0.81617204,0.00000000
-5.06353177,2.30903921,0.22322287,0.00000000,0.64203659,1.57485241,0.80778565,0.00000000
-5.05752876,2.29839223,0.21857990,0.00000000,0.64090075,1.57448398,0.79579459,0.00000000
-5.05152576,2.28177057,0.21281988,0.00000000,0.63684785,1.57132739,0.78039189,0.00000000
-5.04552276,2.25954849,0.20603864,0.00000000,0.63001094,1.56552042,0.76184251,0.00000000
-5.03951976,2.23221394,0.19835016,0.00000000,0.62058338,1.55725497,0.74047489,0.00000000
-5.03351676,2.20034712,0.18988288,0.00000000,0.60881096,1.54676578,0.71667038,0.00000000
-5.02751376,2.16459645,0.18077569,0.00000000,0.59498203,1.53431802,0.69085090,0.00000000
-5.02151076,2.12565298,0.17117372,0.00000000,0.57941629,1.52019460,0.66346548,0.00000000
-5.01550775,2.08422503,0.16122407,0.00000000,0.56245279,1.50468391,0.63497634,0.00000000
-5.00950475,2.04101410,0.15107176,0.00000000,0.54443762,1.48806883,0.60584498,0.00000000
-5.00350175,1.99669327,0.14085590,0.00000000,0.52571203,1.47061754,0.57651899,0.00000000
-4.99749875,1.95188905,0.13070639,0.00000000,0.50660135,1.45257657,0.54741997,0.00000000
-4.99149575,1.90716737,0.12074116,0.00000000,0.48740527,1.43416642,0.51893310,0.00000000
-4.98549275,1.86302405,0.11106400,0.00000000,0.46838982,1.41557976,0.49139865,0.00000000
-4.97948974,1.81987990,0.10176304,0.00000000,0.44978136,1.39698218,0.46510560,0.00000000
-4.97348674,1.77808025,0.09290999,0.00000000,0.43176264,1.37851525,0.44028755,0.00000000
-4.96748374,1.73789861,0.08455990,0.00000000,0.41447106,1.36030134,0.41712097,0.00000000
-4.96148074,1.69954363,0.07675159,0.00000000,0.39799900,1.34244998,0.39572549,0.00000000
-4.95547774,1.66316887,0.06950853,0.00000000,0.38239603,1.32506492,0.37616635,0.00000000
-4.94947474,1.62888436,0.06284017,0.00000000,0.36767286,1.30825153,0.35845850,0.00000000
-4.94347174,1.59676909,0.05674362,0.00000000,0.35380650,1.29212374,0.34257220,0.00000000
-4.93746873,1.56688356,0.05120544,0.00000000,0.34074650,1.27681019,0.32843977,0.00000000
-4.93146573,1.53928166,0.04620362,0.00000000,0.32842176,1.26245897,0.31596300,0.00000000
-4.92546273,1.51402094,0.04170962,0.00000000,0.31674755,1.24924058,0.30502112,0.00000000
-4.91945973,1.49117095,0.03769023,0.00000000,0.30563248,1.23734894,0.29547869,0.00000000
-4.91345673,1.47081896,0.03410941,0.00000000,0.29498500,1.22700017,0.28719336,0.00000000
-4.90745373,1.45307295,0.03092987,0.00000000,0.28471921,1.21842914,0.28002303,0.00000000
-4.90145073,1.43806170,0.02811452,0.00000000,0.27475986,1.21188389,0.27383223,0.00000000
-4.89544772,1.42593198,0.02562756,0.00000000,0.26504619,1.20761817,0.26849758,0.00000000
-4.88944472,1.41684311,0.02343546,0.00000000,0.25553483,1.20588224,0.26391209,0.00000000
-4.88344172,1.41095924,0.02150757,0.00000000,0.24620141,1.20691252,0.25998833,0.00000000
-4.87743872,1.40843979,0.01981658,0.00000000,0.23704116,1.21092041,0.25666028,0.00000000
-4.87143572,1.40942861,0.01833874,0.00000000,0.22806846,1.21808096,0.25388414,0.00000000
-4.86543272,1.41404257,0.01705393,0.00000000,0.21931553,1.22852175,0.25163783,0.00000000
-4.85942971,1.42236019,0.01594552,0.00000000,0.21083028,1.24231277,0.24991965,0.00000000
-4.85342671,1.43441103,0.01500016,0.00000000,0.20267369,1.25945767,0.24874598,0.00000000
-4.84742371,1.45016651,0.01420748,0.00000000,0.19491663,1.27988707,0.24814832,0.00000000
-4.84142071,1.46953277,0.01355972,0.00000000,0.18763662,1.30345421,0.24816992,0.00000000
-4.83541771,1.49234605,0.01305135,0.00000000,0.18091442,1.32993334,0.24886205,0.00000000
-4.82941471,1.51837102,0.01267862,0.00000000,0.17483076,1.35902117,0.25028030,0.00000000
-4.82341171,1.54730228,0.01243927,0.00000000,0.16946336,1.39034135,0.25248092,0.00000000
-4.81740870,1.57876907,0.01233210,0.00000000,0.16488425,1.42345190,0.25551754,0.00000000
-4.81140570,1.61234318,0.01235669,0.00000000,0.16115764,1.45785557,0.25943830,0.00000000
-4.80540270,1.64754968,0.01251321,0.00000000,0.15833820,1.49301253,0.26428352,0.00000000
-4.79939970,1.68388014,0.01280217,0.00000000,0.15646999,1.52835509,0.27008401,0.00000000
-4.79339670,1.72080764,0.01322433,0.00000000,0.15558592,1.56330369,0.27685997,0.00000000
-4.78739370,1.75780299,0.01378065,0.00000000,0.15570763,1.59728364,0.28462061,0.00000000
-4.78139070,1.79435136,0.01447226,0.00000000,0.15684602,1.62974172,0.29336425,0.00000000
-4.77538769,1.82996849,0.01530050,0.00000000,0.15900197,1.66016203,0.30307899,0.00000000
-4.76938469,1.86421575,0.01626701,0.00000000,0.16216749,1.68808038,0.31374375,0.00000000
-4.76338169,1.89671339,0.01737380,0.00000000,0.16632703,1.71309654,0.32532962,0.00000000
-4.75737869,1.92715124,0.01862338,0.00000000,0.17145884,1.73488399,0.33780134,0.00000000
-4.75137569,1.95529657,0.02001879,0.00000000,0.17753638,1.75319672,0.35111890,0.00000000
-4.74537269,1.98099861,0.02156371,0.00000000,0.18452953,1.76787295,0.36523894,0.00000000
-4.73936968,2.00418989,0.02326245,0.00000000,0.19240563,1.77883576,0.38011611,0.00000000
-4.73336668,2.02488412,0.02511990,0.00000000,0.20113031,1.78609077,0.39570413,0.00000000
-4.72736368,2.04317113,0.02714143,0.00000000,0.21066786,1.78972121,0.41195651,0.00000000
-4.72136068,2.05920907,0.02933267,0.00000000,0.22098138,1.78988074,0.42882696,0.00000000
-4.71535768,2.07321439,0.03169919,0.00000000,0.23203246,1.78678460,0.44626942,0.00000000
-4.70935468,2.08545024,0.03424620,0.00000000,0.24378063,1.78069965,0.46423768,0.00000000
-4.70335168,2.09621376,0.03697797,0.00000000,0.25618241,1.77193381,0.48268476,0.00000000
-4.69734867,2.10582299,0.03989736,0.00000000,0.26919017,1.76082549,0.50156183,0.00000000
-4.69134567,2.11460390,0.04300517,0.00000000,0.28275086,1.74773355,0.52081703,0.00000000
-4.68534267,2.12287812,0.04629945,0.00000000,0.29680456,1.73302803,0.54039397,0.00000000
-4.67933967,2.13095170,0.04977488,0.00000000,0.31128318,1.71708212,0.56023014,0.00000000
-4.67333667,2.13910538,0.05342204,0.00000000,0.32610921,1.70026540,0.58025540,0.00000000
-4.66733367,2.14758651,0.05722686,0.00000000,0.34119470,1.68293853,0.60039032,0.00000000
-4.66133067,2.15660276,0.06117004,0.00000000,0.35644062,1.66544920,0.62054486,0.00000000
-4.65532766,2.16631782,0.06522666,0.00000000,0.37173652,1.64812942,0.64061724,0.00000000
-4.64932466,2.17684892,0.06936599,0.00000000,0.38696082,1.63129382,0.66049316,0.00000000
-4.64332166,2.18826616,0.07355138,0.00000000,0.40198151,1.61523866,0.68004551,0.00000000
-4.63731866,2.20059356,0.07774049,0.00000000,0.41665747,1.60024156,0.69913468,0.00000000
-4.63131566,2.21381170,0.08188572,0.00000000,0.43084042,1.58656143,0.71760949,0.00000000
-4.62531266,2.22786161,0.08593487,0.00000000,0.44437733,1.57443843,0.73530885,0.00000000
-4.61930965,2.24264993,0.08983211,0.00000000,0.45711347,1.56409389,0.75206421,0.00000000
-4.61330665,2.25805495,0.09351910,0.00000000,0.46889582,1.55572980,0.76770277,0.00000000
-4.60730365,2.27393331,0.09693640,0.00000000,0.47957696,1.54952791,0.78205144,0.00000000
-4.60130065,2.29012707,0.10002504,0.00000000,0.48901906,1.54564824,0.79494149,0.00000000
-4.59529765,2.30647102,0.10272811,0.00000000,0.49709814,1.54422702,0.80621374,0.00000000
-4.58929465,2.32279959,0.10499256,0.00000000,0.50370816,1.54537396,0.81572418,0.00000000
-4.58329165,2.33895338,0.10677085,0.00000000,0.50876497,1.54916897,0.82334972,0.00000000
-4.57728864,2.35478474,0.10802255,0.00000000,0.51220984,1.55565837,0.82899393,0.00000000
-4.57128564,2.37016227,0.10871588,0.00000000,0.51401248,1.56485062,0.83259244,0.00000000
-4.56528264,2.38497386,0.10882887,0.00000000,0.51417331,1.57671184,0.83411773,0.00000000
-4.55927964,2.39912817,0.10835035,0.00000000,0.51272495,1.59116120,0.83358304,0.00000000
-4.55327664,2.41255435,0.10728058,0.00000000,0.50973270,1.60806651,0.83104512,0.00000000
-4.54727364,2.42520006,0.10563149,0.00000000,0.50529401,1.62724021,0.82660561,0.00000000
-4.54127064,2.43702781,0.10342657,0.00000000,0.49953690,1.64843614,0.82041084,0.00000000
-4.53526763,2.44800989,0.10070032,0.00000000,0.49261733,1.67134731,0.81264997,0.00000000
-4.52926463,2.45812216,0.09749740,0.00000000,0.48471547,1.69560521,0.80355144,0.00000000
-4.52326163,2.46733709,0.09387142,0.00000000,0.47603116,1.72078073,0.79337761,0.00000000
-4.51725863,2.47561651,0.08988338,0.00000000,0.46677849,1.74638716,0.78241801,0.00000000
-4.51125563,2.48290464,0.08559997,0.00000000,0.45717979,1.77188549,0.77098103,0.00000000
-4.50525263,2.48912178,0.08109168,0.00000000,0.44745922,1.79669190,0.75938459,0.00000000
-4.49924962,2.49415921,0.07643078,0.00000000,0.43783609,1.82018782,0.74794598,0.00000000
-4.49324662,2.49787560,0.07168940,0.00000000,0.42851826,1.84173200,0.73697127,0.00000000
-4.48724362,2.50009530,0.06693755,0.00000000,0.41969578,1.86067471,0.72674467,0.00000000
-4.48124062,2.50060864,0.06224139,0.00000000,0.41153500,1.87637339,0.71751834,0.00000000
-4.47523762,2.49917420,0.05766166,0.00000000,0.40417339,1.88820934,0.70950288,0.00000000
-4.46923462,2.49552305,0.05325231,0.00000000,0.39771526,1.89560471,0.70285907,0.00000000
-4.46323162,2.48936479,0.04905952,0.00000000,0.39222848,1.89803923,0.69769116,0.00000000
-4.45722861,2.48039486,0.04512089,0.00000000,0.38774242,1.89506578,0.69404195,0.00000000
-4.45122561,2.46830313,0.04146509,0.00000000,0.38424714,1.88632425,0.69188994,0.00000000
-4.44522261,2.45278298,0.03811172,0.00000000,0.38169378,1.87155284,0.69114876,0.00000000
-4.43921961,2.43354081,0.03507146,0.00000000,0.37999639,1.85059649,0.69166892,0.00000000
-4.43321661,2.41030545,0.03234660,0.00000000,0.37903492,1.82341193,0.69324189,0.00000000
-4.42721361,2.38283719,0.02993164,0.00000000,0.37865939,1.79006911,0.69560646,0.00000000
-4.42121061,2.35093624,0.02781422,0.00000000,0.37869512,1.75074908,0.69845713,0.00000000
-4.41520760,2.31445039,0.02597610,0.00000000,0.37894887,1.70573837,0.70145447,0.00000000
-4.40920460,2.27328177,0.02439432,0.00000000,0.37921560,1.65542034,0.70423684,0.00000000
-4.40320160,2.22739273,0.02304231,0.00000000,0.37928576,1.60026381,0.70643331,0.00000000
-4.39719860,2.17681060,0.02189114,0.00000000,0.37895275,1.54080964,0.70767722,0.00000000
-4.39119560,2.12163158,0.02091062,0.00000000,0.37802040,1.47765597,0.70761991,0.00000000
-4.38519260,2.06202343,0.02007041,0.00000000,0.37631008,1.41144263,0.70594400,0.00000000
-4.37918959,1.99822716,0.01934096,0.00000000,0.37366728,1.34283558,0.70237590,0.00000000
-4.37318659,1.93055745,0.01869444,0.00000000,0.36996734,1.27251174,0.69669679,0.00000000
-4.36718359,1.85940173,0.01810540,0.00000000,0.36512021,1.20114494,0.68875178,0.00000000
-4.36118059,1.78521777,0.01755138,0.00000000,0.35907382,1.12939323,0.67845680,0.00000000
-4.35517759,1.70852964,0.01701326,0.00000000,0.35181629,1.05788783,0.66580287,0.00000000
-4.34917459,1.62992187,0.01647560,0.00000000,0.34337643,0.98722398,0.65085753,0.00000000
-4.34317159,1.55003164,0.01592664,0.00000000,0.33382297,0.91795356,0.63376345,0.00000000
-4.33716858,1.46953916,0.01535833,0.00000000,0.32326210,0.85057950,0.61473403,0.00000000
-4.33116558,1.38915603,0.01476610,0.00000000,0.31183382,0.78555189,0.59404643,0.00000000
-4.32516258,1.30961192,0.01414862,0.00000000,0.29970690,0.72326549,0.57203199,0.00000000
-4.31915958,1.23163984,0.01350741,0.00000000,0.28707298,0.66405847,0.54906477,0.00000000
-4.31315658,1.15596024,0.01284643,0.00000000,0.27413976,0.60821223,0.52554837,0.00000000
-4.30715358,1.08326465,0.01217156,0.00000000,0.26112383,0.55595201,0.50190183,0.00000000
