energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.65503313,0.54523789,0.00180608,0.67594523,0.00000000,0.56018506,0.52583679
-5.99399700,1.62555584,0.53677083,0.00177497,0.66277289,0.00000000,0.54991528,0.51623841
-5.98799400,1.58779301,0.52525845,0.00173628,0.64623823,0.00000000,0.53800927,0.50384818
-5.98199100,1.54246309,0.51094329,0.00169055,0.62664896,0.00000000,0.52462332,0.48890600
-5.97598799,1.49042209,0.49411624,0.00163844,0.60437194,0.00000000,0.50994038,0.47169958
-5.96998499,1.43263560,0.47510688,0.00158075,0.57982159,0.00000000,0.49416435,0.45255514
-5.96398199,1.37014887,0.45427312,0.00151833,0.55344747,0.00000000,0.47751408,0.43182732
-5.95797899,1.30405624,0.43199045,0.00145211,0.52572153,0.00000000,0.46021738,0.40988890
-5.95197599,1.23547116,0.40864152,0.00138303,0.49712541,0.00000000,0.44250523,0.38712054
-5.94597299,1.16549778,0.38460602,0.00131205,0.46813839,0.00000000,0.42460654,0.36390097
-5.93996998,1.09520512,0.36025164,0.00124010,0.43922624,0.00000000,0.40674355,0.34059802
-5.93396698,1.02560445,0.33592600,0.00116805,0.41083132,0.00000000,0.38912800,0.31756060
-5.92796398,0.95763043,0.31194998,0.00109673,0.38336418,0.00000000,0.37195808,0.29511190
-5.92196098,0.89212607,0.28861242,0.00102689,0.35719660,0.00000000,0.35541618,0.27354394
-5.91595798,0.82983172,0.26616633,0.00095921,0.33265629,0.00000000,0.33966721,0.25311331
-5.90995498,0.77137773,0.24482643,0.00089424,0.31002305,0.00000000,0.32485755,0.23403835
-5.90395198,0.71728058,0.22476810,0.00083248,0.28952629,0.00000000,0.31111430,0.21649745
-5.89794897,0.66794191,0.20612741,0.00077431,0.27134377,0.00000000,0.29854472,0.20062840
-5.89194597,0.62365001,0.18900220,0.00072004,0.25560144,0.00000000,0.28723578,0.18652868
-5.88594297,0.58458326,0.17345391,0.00066987,0.24237399,0.00000000,0.27725365,0.17425657
-5.87993997,0.55081502,0.15951006,0.00062394,0.23168621,0.00000000,0.26864303,0.16383274
-5.87393697,0.52231952,0.14716710,0.00058228,0.22351479,0.00000000,0.26142633,0.15524237
-5.86793397,0.49897854,0.13639356,0.00054489,0.21779061,0.00000000,0.25560286,0.14843762
-5.86193097,0.48058851,0.12713333,0.00051167,0.21440139,0.00000000,0.25114786,0.14334031
-5.85592796,0.46686804,0.11930891,0.00048249,0.21319470,0.00000000,0.24801177,0.13984480
-5.84992496,0.45746581,0.11282474,0.00045715,0.21398139,0.00000000,0.24611971,0.13782110
-5.84392196,0.45196888,0.10757027,0.00043542,0.21653935,0.00000000,0.24537149,0.13711806
-5.83791896,0.44991147,0.10342313,0.00041701,0.22061789,0.00000000,0.24564221,0.13756676
-5.83191596,0.45078441,0.10025201,0.00040161,0.22594254,0.00000000,0.24678364,0.13898411
