energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.69984992,1.45905673,0.00774442,0.34393286,0.00623248,0.00000000,1.91859508,0.58958453,0.50291517,0.00000000
-5.69384692,1.55104373,0.00822980,0.36508650,0.00661567,0.00000000,2.03622331,0.62659234,0.53521625,0.00000000
-5.68784392,1.63788287,0.00868686,0.38479111,0.00697631,0.00000000,2.14585196,0.66143629,0.56603608,0.00000000
-5.68184092,1.71825063,0.00910847,0.40268393,0.00730898,0.00000000,2.24551453,0.69356182,0.59498396,0.00000000
-5.67583792,1.79093710,0.00948806,0.41842505,0.00760880,0.00000000,2.33337750,0.72245882,0.62171352,0.00000000
-5.66983492,1.85488816,0.00981991,0.43170844,0.00787159,0.00000000,2.40780066,0.74767919,0.64593589,0.00000000
-5.66383192,1.90924333,0.01009929,0.44227216,0.00809403,0.00000000,2.46739260,0.76885267,0.66743093,0.00000000
-5.65782891,1.95336699,0.01032271,0.44990732,0.00827377,0.00000000,2.51105884,0.78570020,0.68605580,0.00000000
-5.65182591,1.98687145,0.01048798,0.45446540,0.00840953,0.00000000,2.53804032,0.79804408,0.70175039,0.00000000
-5.64582291,2.00963029,0.01059433,0.45586347,0.00850113,0.00000000,2.54794006,0.80581431,0.71453909,0.00000000
-5.63981991,2.02178129,0.01064242,0.45408712,0.00854948,0.00000000,2.54073690,0.80905083,0.72452867,0.00000000
-5.63381691,2.02371847,0.01063430,0.44919094,0.00855654,0.00000000,2.51678538,0.80790140,0.73190239,0.00000000
-5.62781391,2.01607360,0.01057334,0.44129652,0.00852523,0.00000000,2.47680174,0.80261530,0.73691033,0.00000000
-5.62181091,1.99968797,0.01046405,0.43058804,0.00845927,0.00000000,2.42183691,0.79353300,0.73985654,0.00000000
-5.61580790,1.97557586,0.01031196,0.41730572,0.00836303,0.00000000,2.35323758,0.78107253,0.74108357,0.00000000
-5.60980490,1.94488161,0.01012334,0.40173740,0.00824133,0.00000000,2.27259746,0.76571306,0.74095518,0.00000000
-5.60380190,1.90883243,0.00990499,0.38420874,0.00809923,0.00000000,2.18170113,0.74797673,0.73983816,0.00000000
-5.59779890,1.86868963,0.00966398,0.36507245,0.00794182,0.00000000,2.08246315,0.72840947,0.73808429,0.00000000
-5.59179590,1.82570051,0.00940738,0.34469701,0.00777399,0.00000000,1.97686527,0.70756199,0.73601341,0.00000000
-5.58579290,1.78105365,0.00914208,0.32345552,0.00760028,0.00000000,1.86689487,0.68597183,0.73389853,0.00000000
-5.57978989,1.73583973,0.00887452,0.30171504,0.00742467,0.00000000,1.75448693,0.66414722,0.73195390,0.00000000
-5.57378689,1.69101960,0.00861056,0.27982691,0.00725050,0.00000000,1.64147233,0.64255366,0.73032667,0.00000000
-5.56778389,1.64740127,0.00835532,0.25811837,0.00708035,0.00000000,1.52953409,0.62160360,0.72909254,0.00000000
-5.56178089,1.60562637,0.00811316,0.23688575,0.00691599,0.00000000,1.42017312,0.60164973,0.72825573,0.00000000
-5.55577789,1.56616652,0.00788756,0.21638943,0.00675842,0.00000000,1.31468426,0.58298179,0.72775318,0.00000000
-5.54977489,1.52932912,0.00768124,0.19685061,0.00660787,0.00000000,1.21414283,0.56582690,0.72746261,0.00000000
-5.54377189,1.49527175,0.00749613,0.17844982,0.00646392,0.00000000,1.11940149,0.55035311,0.72721412,0.00000000
-5.53776888,1.46402374,0.00733354,0.16132717,0.00632559,0.00000000,1.03109638,0.53667555,0.72680441,0.00000000
-5.53176588,1.43551320,0.00719425,0.14558407,0.00619150,0.00000000,0.94966158,0.52486463,0.72601277,0.00000000
-5.52576288,1.40959750,0.00707866,0.13128615,0.00606002,0.00000000,0.87535010,0.51495550,0.72461810,0.00000000
-5.51975988,1.38609509,0.00698697,0.11846722,0.00592942,0.00000000,0.80825990,0.50695801,0.72241559,0.00000000
-5.51375688,1.36481659,0.00691929,0.10713389,0.00579807,0.00000000,0.74836305,0.50086643,0.71923241,0.00000000
-5.50775388,1.34559326,0.00687582,0.09727055,0.00566453,0.00000000,0.69553615,0.49666819,0.71494142,0.00000000
-5.50175088,1.32830117,0.00685695,0.08884454,0.00552775,0.00000000,0.64959059,0.49435111,0.70947205,0.00000000
-5.49574787,1.31287988,0.00686338,0.08181115,0.00538713,0.00000000,0.61030101,0.49390863,0.70281806,0.00000000
-5.48974487,1.29934467,0.00689616,0.07611825,0.00524263,0.00000000,0.57743086,0.49534287,0.69504155,0.00000000
-5.48374187,1.28779205,0.00695672,0.07171053,0.00509477,0.00000000,0.55075412,0.49866528,0.68627333,0.00000000
-5.47773887,1.27839853,0.00704693,0.06853301,0.00494472,0.00000000,0.53007254,0.50389509,0.67670965,0.00000000
-5.47173587,1.27141318,0.00716901,0.06653394,0.00479419,0.00000000,0.51522810,0.51105584,0.66660558,0.00000000
-5.46573287,1.26714481,0.00732550,0.06566692,0.00464550,0.00000000,0.50611063,0.52017021,0.65626556,0.00000000
-5.45972986,1.26594483,0.00751920,0.06589233,0.00450139,0.00000000,0.50266065,0.53125381,0.64603178,0.00000000
-5.45372686,1.26818722,0.00775304,0.06717805,0.00436505,0.00000000,0.50486785,0.54430841,0.63627088,0.00000000
-5.44772386,1.27424683,0.00803002,0.06949949,0.00423992,0.00000000,0.51276568,0.55931517,0.62736003,0.00000000
-5.44172086,1.28447744,0.00835306,0.07283908,0.00412965,0.00000000,0.52642246,0.57622847,0.61967273,0.00000000
-5.43571786,1.29919092,0.00872491,0.07718524,0.00403793,0.00000000,0.54592981,0.59497078,0.61356534,0.00000000
-5.42971486,1.31863834,0.00914800,0.08253082,0.00396843,0.00000000,0.57138886,0.61542898,0.60936460,0.00000000
-5.42371186,1.34299421,0.00962436,0.08887134,0.00392465,0.00000000,0.60289500,0.63745245,0.60735689,0.00000000
-5.41770885,1.37234400,0.01015551,0.09620279,0.00390981,0.00000000,0.64052165,0.66085304,0.60777923,0.00000000
-5.41170585,1.40667566,0.01074234,0.10451931,0.00392681,0.00000000,0.68430370,0.68540687,0.61081248,0.00000000
-5.40570285,1.44587488,0.01138500,0.11381071,0.00397807,0.00000000,0.73422127,0.71085802,0.61657664,0.00000000
-5.39969985,1.48972404,0.01208286,0.12406002,0.00406552,0.00000000,0.79018411,0.73692364,0.62512815,0.00000000
-5.39369685,1.53790441,0.01283436,0.13524094,0.00419051,0.00000000,0.85201736,0.76330036,0.63645914,0.00000000
-5.38769385,1.59000116,0.01363699,0.14731554,0.00435376,0.00000000,0.91944916,0.78967142,0.65049834,0.00000000
-5.38169085,1.64551047,0.01448719,0.16023214,0.00455535,0.00000000,0.99210046,0.81571428,0.66711340,0.00000000
-5.37568784,1.70384841,0.01538029,0.17392345,0.00479465,0.00000000,1.06947771,0.84110810,0.68611426,0.00000000
-5.36968484,1.76436066,0.01631047,0.18830513,0.00507034,0.00000000,1.15096864,0.86554082,0.70725752,0.00000000
-5.36368184,1.82633305,0.01727074,0.20327483,0.00538039,0.00000000,1.23584169,0.88871544,0.73025135,0.00000000
-5.35767884,1.88900213,0.01825296,0.21871178,0.00572208,0.00000000,1.32324931,0.91035518,0.75476091,0.00000000
-5.35167584,1.95156591,0.01924782,0.23447701,0.00609197,0.00000000,1.41223535,0.93020757,0.78041407,0.00000000
-5.34567284,2.01319443,0.02024493,0.25041418,0.00648602,0.00000000,1.50174651,0.94804704,0.80680746,0.00000000
-5.33966983,2.07304019,0.02123292,0.26635120,0.00689953,0.00000000,1.59064798,0.96367639,0.83351268,0.00000000
-5.33366683,2.13024863,0.02219957,0.28210245,0.00732728,0.00000000,1.67774284,0.97692701,0.86008280,0.00000000
-5.32766383,2.18396870,0.02313200,0.29747174,0.00776354,0.00000000,1.76179482,0.98765814,0.88605908,0.00000000
-5.32166083,2.23336370,0.02401689,0.31225580,0.00820218,0.00000000,1.84155399,0.99575545,0.91097803,0.00000000
-5.31565783,2.27762252,0.02484073,0.32624837,0.00863676,0.00000000,1.91578442,1.00112903,0.93437868,0.00000000
-5.30965483,2.31597139,0.02559013,0.33924464,0.00906067,0.00000000,1.98329308,1.00371137,0.95581027,0.00000000
-5.30365183,2.34768611,0.02625212,0.35104595,0.00946720,0.00000000,2.04295902,1.00345528,0.97484004,0.00000000
-5.29764882,2.37210476,0.02681449,0.36146464,0.00984969,0.00000000,2.09376162,1.00033227,0.99106134,0.00000000
-5.29164582,2.38864056,0.02726612,0.37032879,0.01020171,0.00000000,2.13480718,0.99433137,1.00410166,0.00000000
-5.28564282,2.39679485,0.02759730,0.37748678,0.01051714,0.00000000,2.16535261,0.98545858,1.01363055,0.00000000
-5.27963982,2.39616952,0.02780000,0.38281141,0.01079035,0.00000000,2.18482547,0.97373712,1.01936727,0.00000000
-5.27363682,2.38647875,0.02786819,0.38620348,0.01101636,0.00000000,2.19283963,0.95920820,1.02108782,0.00000000
-5.26763382,2.36755942,0.02779795,0.38759474,0.01119093,0.00000000,2.18920591,0.94193253,1.01863125,0.00000000
-5.26163082,2.33937984,0.02758772,0.38694999,0.01131071,0.00000000,2.17393743,0.92199215,1.01190489,0.00000000
-5.25562781,2.30204620,0.02723833,0.38426836,0.01137335,0.00000000,2.14724947,0.89949265,1.00088838,0.00000000
-5.24962481,2.25580648,0.02675299,0.37958364,0.01137757,0.00000000,2.10955402,0.87456533,0.98563631,0.00000000
-5.24362181,2.20105147,0.02613727,0.37296380,0.01132326,0.00000000,2.06144915,0.84736920,0.96627928,0.00000000
-5.23761881,2.13831253,0.02539898,0.36450948,0.01121150,0.00000000,2.00370380,0.81809257,0.94302328,0.00000000
-5.23161581,2.06825617,0.02454790,0.35435179,0.01104456,0.00000000,1.93723863,0.78695399,0.91614736,0.00000000
-5.22561281,1.99167535,0.02359560,0.34264928,0.01082593,0.00000000,1.86310359,0.75420238,0.88599966,0.00000000
-5.21960980,1.90947756,0.02255512,0.32958429,0.01056024,0.00000000,1.78245304,0.72011618,0.85299173,0.00000000
-5.21360680,1.82267008,0.02144059,0.31535885,0.01025321,0.00000000,1.69651941,0.68500149,0.81759140,0.00000000
-5.20760380,1.73234259,0.02026692,0.30019011,0.00991152,0.00000000,1.60658603,0.64918910,0.78031425,0.00000000
-5.20160080,1.63964767,0.01904943,0.28430559,0.00954274,0.00000000,1.51396017,0.61303051,0.74171392,0.00000000
-5.19559780,1.54577960,0.01780345,0.26793839,0.00915512,0.00000000,1.41994684,0.57689292,0.70237157,0.00000000
-5.18959480,1.45195211,0.01654399,0.25132237,0.00875747,0.00000000,1.32582410,0.54115341,0.66288457,0.00000000
-5.18359180,1.35937551,0.01528543,0.23468752,0.00835896,0.00000000,1.23282037,0.50619238,0.62385483,0.00000000
-5.17758879,1.26923378,0.01404123,0.21825569,0.00796892,0.00000000,1.14209414,0.47238652,0.58587695,0.00000000
-5.17158579,1.18266228,0.01282368,0.20223661,0.00759664,0.00000000,1.05471647,0.44010149,0.54952645,0.00000000
-5.16558279,1.10072641,0.01164373,0.18682443,0.00725115,0.00000000,0.97165628,0.40968446,0.51534836,0.00000000
-5.15957979,1.02440173,0.01051084,0.17219478,0.00694104,0.00000000,0.89376867,0.38145682,0.48384631,0.00000000
-5.15357679,0.95455605,0.00943288,0.15850239,0.00667424,0.00000000,0.82178620,0.35570728,0.45547237,0.00000000
-5.14757379,0.89193358,0.00841613,0.14587927,0.00645781,0.00000000,0.75631298,0.33268539,0.43061788,0.00000000
-5.14157079,0.83714171,0.00746527,0.13443348,0.00629780,0.00000000,0.69782158,0.31259589,0.40960534,0.00000000
-5.13556778,0.79064045,0.00658343,0.12424854,0.00619908,0.00000000,0.64665238,0.29559386,0.39268151,0.00000000
-5.12956478,0.75273478,0.00577228,0.11538331,0.00616516,0.00000000,0.60301540,0.28178090,0.38001201,0.00000000
-5.12356178,0.72357009,0.00503218,0.10787240,0.00619814,0.00000000,0.56699417,0.27120244,0.37167736,0.00000000
-5.11755878,0.70313076,0.00436228,0.10172715,0.00629857,0.00000000,0.53855164,0.26384622,0.36767078,0.00000000
-5.11155578,0.69124203,0.00376072,0.09693693,0.00646545,0.00000000,0.51753777,0.25964210,0.36789762,0.00000000
-5.10555278,0.68757516,0.00322476,0.09347089,0.00669620,0.00000000,0.50369874,0.25846316,0.37217684,0.00000000
-5.09954977,0.69165583,0.00275097,0.09128002,0.00698667,0.00000000,0.49668749,0.26012819,0.38024428,0.00000000
-5.09354677,0.70287583,0.00233541,0.09029950,0.00733126,0.00000000,0.49607548,0.26440546,0.39175805,0.00000000
-5.08754377,0.72050783,0.00197374,0.09045119,0.00772297,0.00000000,0.50136544,0.27101788,0.40630581,0.00000000
-5.08154077,0.74372307,0.00166142,0.09164639,0.00815363,0.00000000,0.51200482,0.27964931,0.42341403,0.00000000
-5.07553777,0.77161159,0.00139381,0.09378855,0.00861403,0.00000000,0.52739985,0.28995201,0.44255908,0.00000000
-5.06953477,0.80320475,0.00116627,0.09677607,0.00909421,0.00000000,0.54692976,0.30155508,0.46317984,0.00000000
-5.06353177,0.83749928,0.00097432,0.10050502,0.00958367,0.00000000,0.56996094,0.31407361,0.48469177,0.00000000
-5.05752876,0.87348256,0.00081363,0.10487170,0.01007172,0.00000000,0.59586068,0.32711837,0.50650183,0.00000000
-5.05152576,0.91015812,0.00068018,0.10977502,0.01054770,0.00000000,0.62401009,0.34030568,0.52802402,0.00000000
-5.04552276,0.94657077,0.00057021,0.11511861,0.01100137,0.00000000,0.65381590,0.35326732,0.54869500,0.00000000
-5.03951976,0.98183049,0.00048034,0.12081257,0.01142315,0.00000000,0.68472070,0.36565995,0.56798922,0.00000000
-5.03351676,1.01513433,0.00040753,0.12677485,0.01180443,0.00000000,0.71621138,0.37717383,0.58543311,0.00000000
-5.02751376,1.04578547,0.00034911,0.13293222,0.01213780,0.00000000,0.74782555,0.38754064,0.60061776,0.00000000
-5.02151076,1.07320896,0.00030279,0.13922079,0.01241727,0.00000000,0.77915571,0.39653989,0.61320967,0.00000000
-5.01550775,1.09696344,0.00026666,0.14558620,0.01263844,0.00000000,0.80985122,0.40400397,0.62295917,0.00000000
-5.00950475,1.11674873,0.00023918,0.15198328,0.01279859,0.00000000,0.83961812,0.40982151,0.62970621,0.00000000
-5.00350175,1.13240903,0.00021915,0.15837554,0.01289676,0.00000000,0.86821710,0.41393910,0.63338336,0.00000000
-4.99749875,1.14393186,0.00020574,0.16473432,0.01293372,0.00000000,0.89545989,0.41636130,0.63401607,0.00000000
-4.99149575,1.15144324,0.00019844,0.17103782,0.01291189,0.00000000,0.92120457,0.41714913,0.63172021,0.00000000
-4.98549275,1.15519933,0.00019712,0.17727008,0.01283528,0.00000000,0.94535037,0.41641716,0.62669720,0.00000000
-4.97948974,1.15557556,0.00020195,0.18342004,0.01270929,0.00000000,0.96783253,0.41432946,0.61922707,0.00000000
-4.97348674,1.15305372,0.00021346,0.18948076,0.01254051,0.00000000,0.98861774,0.41109465,0.60965991,0.00000000
-4.96748374,1.14820818,0.00023251,0.19544890,0.01233657,0.00000000,1.00770085,0.40696047,0.59840626,0.00000000
-4.96148074,1.14169173,0.00026033,0.20132450,0.01210583,0.00000000,1.02510306,0.40220807,0.58592686,0.00000000
-4.95547774,1.13422204,0.00029849,0.20711115,0.01185722,0.00000000,1.04087203,0.39714635,0.57272235,0.00000000
-4.94947474,1.12656917,0.00034896,0.21281648,0.01160001,0.00000000,1.05508398,0.39210657,0.55932340,0.00000000
-4.94347174,1.11954455,0.00041405,0.21845293,0.01134359,0.00000000,1.06784760,0.38743739,0.54628145,0.00000000
-4.93746873,1.11399160,0.00049647,0.22403879,0.01109732,0.00000000,1.07930959,0.38350052,0.53416048,0.00000000
-4.93146573,1.11077786,0.00059932,0.22959926,0.01087038,0.00000000,1.08966118,0.38066674,0.52352980,0.00000000
-4.92546273,1.11078833,0.00072606,0.23516756,0.01067165,0.00000000,1.09914511,0.37931253,0.51495781,0.00000000
-4.91945973,1.11491944,0.00088048,0.24078568,0.01050964,0.00000000,1.10806210,0.37981685,0.50900663,0.00000000
-4.91345673,1.12407300,0.00106672,0.24650494,0.01039237,0.00000000,1.11677612,0.38255805,0.50622727,0.00000000
-4.90745373,1.13914929,0.00128915,0.25238584,0.01032735,0.00000000,1.12571745,0.38791048,0.50715496,0.00000000
-4.90145073,1.16103854,0.00155236,0.25849735,0.01032155,0.00000000,1.13538270,0.39624079,0.51230427,0.00000000
-4.89544772,1.19061008,0.00186102,0.26491545,0.01038131,0.00000000,1.14633125,0.40790329,0.52216368,0.00000000
-4.88944472,1.22869851,0.00221980,0.27172085,0.01051229,0.00000000,1.15917753,0.42323457,0.53718902,0.00000000
-4.88344172,1.27608665,0.00263325,0.27899597,0.01071946,0.00000000,1.17457876,0.44254697,0.55779582,0.00000000
-4.87743872,1.33348515,0.00310563,0.28682122,0.01100692,0.00000000,1.19321852,0.46612094,0.58435017,0.00000000
-4.87143572,1.40150904,0.00364077,0.29527077,0.01137790,0.00000000,1.21578602,0.49419652,0.61715819,0.00000000
-4.86543272,1.48065185,0.00424189,0.30440794,0.01183456,0.00000000,1.24295215,0.52696389,0.65645430,0.00000000
-4.85942971,1.57125821,0.00491141,0.31428058,0.01237790,0.00000000,1.27534272,0.56455344,0.70238861,0.00000000
-4.85342671,1.67349614,0.00565082,0.32491648,0.01300763,0.00000000,1.31351040,0.60702587,0.75501397,0.00000000
-4.84742371,1.78733056,0.00646048,0.33631940,0.01372200,0.00000000,1.35790632,0.65436256,0.81427328,0.00000000
-4.84142071,1.91249945,0.00733948,0.34846570,0.01451769,0.00000000,1.40885288,0.70645701,0.87998788,0.00000000
-4.83541771,2.04849447,0.00828555,0.36130200,0.01538973,0.00000000,1.46651906,0.76310777,0.95184782,0.00000000
-4.82941471,2.19454744,0.00929495,0.37474398,0.01633141,0.00000000,1.53089957,0.82401345,1.02940485,0.00000000
-4.82341171,2.34962422,0.01036245,0.38867655,0.01733428,0.00000000,1.60179905,0.88877036,1.11206886,0.00000000
-4.81740870,2.51242690,0.01148133,0.40295528,0.01838815,0.00000000,1.67882227,0.95687309,1.19910853,0.00000000
-4.81140570,2.68140524,0.01264344,0.41740926,0.01948122,0.00000000,1.76137111,1.02771832,1.28965662,0.00000000
-4.80540270,2.85477747,0.01383933,0.43184517,0.02060020,0.00000000,1.84864861,1.10061214,1.38272023,0.00000000
-4.79939970,3.03056042,0.01505839,0.44605247,0.02173057,0.00000000,1.93967030,1.17478063,1.47719614,0.00000000
-4.79339670,3.20660820,0.01628909,0.45980931,0.02285678,0.00000000,2.03328255,1.24938368,1.57189086,0.00000000
-4.78739370,3.38065843,0.01751924,0.47288915,0.02396264,0.00000000,2.12818729,1.32353161,1.66554520,0.00000000
-4.78139070,3.55038429,0.01873628,0.48506747,0.02503166,0.00000000,2.22297233,1.39630414,1.75686239,0.00000000
-4.77538769,3.71345076,0.01992759,0.49612849,0.02604742,0.00000000,2.31614616,1.46677099,1.84453892,0.00000000
-4.76938469,3.86757276,0.02108081,0.50587140,0.02699400,0.00000000,2.40617594,1.53401361,1.92729704,0.00000000
-4.76338169,4.01057301,0.02218418,0.51411594,0.02785636,0.00000000,2.49152734,1.59714706,2.00391761,0.00000000
-4.75737869,4.14043752,0.02322682,0.52070709,0.02862074,0.00000000,2.57070473,1.65534141,2.07327202,0.00000000
-4.75137569,4.25536644,0.02419902,0.52551858,0.02927497,0.00000000,2.64229031,1.70784194,2.13435201,0.00000000
-4.74537269,4.35381863,0.02509246,0.52845531,0.02980881,0.00000000,2.70498098,1.75398746,2.18629614,0.00000000
-4.73936968,4.43454831,0.02590037,0.52945450,0.03021415,0.00000000,2.75762152,1.79322612,2.22841191,0.00000000
-4.73336668,4.49663279,0.02661767,0.52848568,0.03048522,0.00000000,2.79923335,1.82512846,2.26019276,0.00000000
-4.72736368,4.53949051,0.02724102,0.52554961,0.03061866,0.00000000,2.82903792,1.84939718,2.28132932,0.00000000
-4.72136068,4.56288935,0.02776880,0.52067637,0.03061357,0.00000000,2.84647419,1.86587366,2.29171464,0.00000000
-4.71535768,4.56694534,0.02820105,0.51392265,0.03047145,0.00000000,2.85121002,1.87454112,2.29144349,0.00000000
-4.70935468,4.55211237,0.02853936,0.50536864,0.03019612,0.00000000,2.84314725,1.87552446,2.28080572,0.00000000
-4.70335168,4.51916395,0.02878675,0.49511460,0.02979353,0.00000000,2.82242070,1.86908717,2.26027453,0.00000000
-4.69734867,4.46916812,0.02894743,0.48327735,0.02927156,0.00000000,2.78939136,1.85562532,2.23048996,0.00000000
-4.69134567,4.40345690,0.02902667,0.46998692,0.02863974,0.00000000,2.74463426,1.83565920,2.19223873,0.00000000
-4.68534267,4.32359150,0.02903056,0.45538344,0.02790903,0.00000000,2.68892165,1.80982278,2.14643125,0.00000000
-4.67933967,4.23132491,0.02896586,0.43961429,0.02709145,0.00000000,2.62320206,1.77885146,2.09407671,0.00000000
-4.67333667,4.12856277,0.02883986,0.42283173,0.02619985,0.00000000,2.54857604,1.74356833,2.03625729,0.00000000
-4.66733367,4.01732394,0.02866020,0.40519092,0.02524756,0.00000000,2.46626939,1.70486933,1.97410225,0.00000000
-4.66133067,3.89970131,0.02843486,0.38684823,0.02424816,0.00000000,2.37760444,1.66370747,1.90876283,0.00000000
-4.65532766,3.77782381,0.02817205,0.36795996,0.02321519,0.00000000,2.28397025,1.62107648,1.84138837,0.00000000
-4.64932466,3.65381983,0.02788021,0.34868122,0.02216194,0.00000000,2.18679242,1.57799385,1.77310426,0.00000000
-4.64332166,3.52978260,0.02756804,0.32916497,0.02110121,0.00000000,2.08750315,1.53548364,1.70499207,0.00000000
