energy_ev,total_up,In_p_up,In_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.62781391,0.49781494,0.05321009,0.00126751,0.36747604,0.32394393,0.00254446,0.04840250
-5.62181091,0.48038454,0.05377542,0.00110704,0.33797367,0.32701180,0.00225831,0.04229149
-5.61580790,0.46640618,0.05436404,0.00096334,0.31236093,0.33167078,0.00200251,0.03673812
-5.60980490,0.45580457,0.05495019,0.00083654,0.29063896,0.33788622,0.00177705,0.03174016
-5.60380190,0.44848540,0.05551047,0.00072656,0.27276219,0.34563593,0.00158139,0.02728484
-5.59779890,0.44435344,0.05602574,0.00063314,0.25865219,0.35492118,0.00141453,0.02335077
-5.59179590,0.44332973,0.05648291,0.00055591,0.24821125,0.36577696,0.00127513,0.01990990
-5.58579290,0.44536716,0.05687640,0.00049443,0.24133502,0.37828080,0.00116160,0.01692941
-5.57978989,0.45046368,0.05720944,0.00044825,0.23792379,0.39255989,0.00107219,0.01437347
-5.57378689,0.45867269,0.05749497,0.00041697,0.23789187,0.40879606,0.00100505,0.01220482
-5.56778389,0.47011018,0.05775613,0.00040022,0.24117494,0.42722841,0.00095833,0.01038613
-5.56178089,0.48495840,0.05802639,0.00039776,0.24773513,0.44815327,0.00093021,0.00888109
-5.55577789,0.50346597,0.05834923,0.00040945,0.25756381,0.47192170,0.00091897,0.00765535
-5.54977489,0.52594466,0.05877739,0.00043531,0.27068209,0.49893436,0.00092297,0.00667708
-5.54377189,0.55276277,0.05937174,0.00047548,0.28713930,0.52963401,0.00094073,0.00591744
-5.53776888,0.58433579,0.06019983,0.00053025,0.30700953,0.56449602,0.00097089,0.00535079
-5.53176588,0.62111456,0.06133403,0.00060006,0.33038670,0.60401701,0.00101222,0.00495471
-5.52576288,0.66357152,0.06284952,0.00068548,0.35737830,0.64870225,0.00106363,0.00470992
-5.51975988,0.71218562,0.06482207,0.00078716,0.38809838,0.69905226,0.00112412,0.00460007
-5.51375688,0.76742654,0.06732565,0.00090589,0.42265995,0.75554901,0.00119280,0.00461142
-5.50775388,0.82973871,0.07043008,0.00104248,0.46116736,0.81864226,0.00126883,0.00473254
-5.50175088,0.89952583,0.07419870,0.00119781,0.50370881,0.88873656,0.00135141,0.00495386
-5.49574787,0.97713627,0.07868609,0.00137275,0.55034953,0.96617928,0.00143980,0.00526735
-5.48974487,1.06285001,0.08393609,0.00156813,0.60112561,1.05125011,0.00153324,0.00566608
-5.48374187,1.15686734,0.08997998,0.00178474,0.65603900,1.14415222,0.00163097,0.00614393
-5.47773887,1.25929979,0.09683501,0.00202326,0.71505356,1.24500547,0.00173221,0.00669521
-5.47173587,1.37016346,0.10450332,0.00228421,0.77809252,1.35384175,0.00183618,0.00731446
-5.46573287,1.48937502,0.11297127,0.00256797,0.84503718,1.47060253,0.00194204,0.00799621
-5.45972986,1.61675035,0.12220922,0.00287472,0.91572702,1.59513874,0.00204894,0.00873487
-5.45372686,1.75200593,0.13217181,0.00320440,0.98996116,1.72721287,0.00215603,0.00952458
-5.44772386,1.89476307,0.14279871,0.00355670,1.06750099,1.86650316,0.00226242,0.01035928
-5.44172086,2.04455452,0.15401591,0.00393107,1.14807405,2.01260995,0.00236722,0.01123267
-5.43571786,2.20083373,0.16573738,0.00432666,1.23137893,2.16506373,0.00246957,0.01213838
-5.42971486,2.36298612,0.17786725,0.00474239,1.31709104,2.32333492,0.00256860,0.01307003
-5.42371186,2.53034223,0.19030228,0.00517690,1.40486916,2.48684486,0.00266350,0.01402147
-5.41770885,2.70219233,0.20293461,0.00562859,1.49436255,2.65497784,0.00275348,0.01498696
-5.41170585,2.87780180,0.21565469,0.00609568,1.58521829,2.82709364,0.00283782,0.01596137
-5.40570285,3.05642689,0.22835426,0.00657619,1.67708881,3.00254020,0.00291584,0.01694041
-5.39969985,3.23732997,0.24092926,0.00706801,1.76963912,3.18066567,0.00298695,0.01792080
-5.39369685,3.41979363,0.25328248,0.00756894,1.86255348,3.36082948,0.00305062,0.01890048
-5.38769385,3.60313272,0.26532593,0.00807675,1.95554120,3.54241154,0.00310644,0.01987864
-5.38169085,3.78670360,0.27698269,0.00858918,2.04834112,3.72481903,0.00315404,0.02085585
-5.37568784,3.96990978,0.28818822,0.00910401,2.14072444,3.90749017,0.00319318,0.02183400
-5.36968484,4.15220329,0.29889096,0.00961907,2.23249557,4.08989425,0.00322372,0.02281621
-5.36368184,4.33308137,0.30905232,0.01013228,2.32349061,4.27152771,0.00324560,0.02380668
-5.35767884,4.51207819,0.31864579,0.01064163,2.41357342,4.45190597,0.00325889,0.02481037
-5.35167584,4.68875157,0.32765553,0.01114517,2.50262905,4.63055109,0.00326376,0.02583274
-5.34567284,4.86266540,0.33607426,0.01164102,2.59055469,4.80697556,0.00326049,0.02687930
-5.33966983,5.03336816,0.34390063,0.01212729,2.67724842,4.98066308,0.00324949,0.02795518
-5.33366683,5.20036896,0.35113631,0.01260208,2.76259604,5.15104712,0.00323125,0.02906468
-5.32766383,5.36311256,0.35778286,0.01306340,2.84645690,5.31748888,0.00320639,0.03021076
-5.32166083,5.52095491,0.36383870,0.01350914,2.92864917,5.47925600,0.00317561,0.03139460
-5.31565783,5.67314147,0.36929630,0.01393701,3.00893585,5.63550396,0.00313972,0.03261520
-5.30965483,5.81878999,0.37413981,0.01434450,3.08701219,5.78526193,0.00309960,0.03386901
-5.30365183,5.95687985,0.37834341,0.01472886,3.16249585,5.92742485,0.00305620,0.03514975
-5.29764882,6.08624957,0.38187035,0.01508708,3.23492054,6.06075326,0.00301052,0.03644823
-5.29164582,6.20560375,0.38467297,0.01541592,3.30373414,6.18388211,0.00296359,0.03775241
-5.28564282,6.31353020,0.38669367,0.01571193,3.36830189,6.29533934,0.00291647,0.03904756
-5.27963982,6.40852756,0.38786676,0.01597151,3.42791489,6.39357414,0.00287020,0.04031651
-5.27363682,6.48904272,0.38812123,0.01619104,3.48180420,6.47699474,0.00282582,0.04154014
-5.26763382,6.55351696,0.38738428,0.01636690,3.52915998,6.54401428,0.00278430,0.04269792
-5.26163082,6.60043899,0.38558536,0.01649569,3.56915509,6.59310311,0.00274658,0.04376856
-5.25562781,6.62840234,0.38266062,0.01657429,3.60097228,6.62284531,0.00271352,0.04473075
-5.24962481,6.63616448,0.37855738,0.01660002,3.62383350,6.63199637,0.00268588,0.04556393
-5.24362181,6.62270434,0.37323850,0.01657079,3.63703001,6.61953944,0.00266434,0.04624908
-5.23761881,6.58727529,0.36668633,0.01648521,3.63995166,6.58473676,0.00264944,0.04676945
-5.23161581,6.52945048,0.35890598,0.01634269,3.63211378,6.52717352,0.00264163,0.04711127
-5.22561281,6.44915791,0.34992782,0.01614352,3.61318021,6.44679159,0.00264123,0.04726430
-5.21960980,6.34670308,0.33980895,0.01588892,3.58298120,6.34391096,0.00264842,0.04722234
-5.21360680,6.22277794,0.32863362,0.01558105,3.54152516,6.21923754,0.00266327,0.04698356
-5.20760380,6.07845528,0.31651255,0.01522300,3.48900372,6.07385674,0.00268571,0.04655064
-5.20160080,5.91516890,0.30358124,0.01481874,3.42578982,5.90921284,0.00271556,0.04593083
-5.19559780,5.73468037,0.28999723,0.01437302,3.35242904,5.72707528,0.00275254,0.04513583
-5.18959480,5.53903413,0.27593659,0.01389124,3.26962469,5.52949338,0.00279625,0.04418148
-5.18359180,5.33050327,0.26158975,0.01337936,3.17821769,5.31874179,0.00284622,0.04308740
-5.17758879,5.11152852,0.24715682,0.01284371,3.07916226,5.09725939,0.00290190,0.04187649
-5.17158579,4.88465360,0.23284273,0.01229084,2.97349885,4.86758461,0.00296269,0.04057434
-5.16558279,4.65245987,0.21885226,0.01172737,2.86232586,4.63229014,0.00302797,0.03920861
-5.15957979,4.41750310,0.20538525,0.01115980,2.74677125,4.39391982,0.00309710,0.03780835
-5.15357679,4.18225505,0.19263210,0.01059441,2.62796571,4.15493055,0.00316946,0.03640334
-5.14757379,3.94905189,0.18076974,0.01003710,2.50701820,3.91764107,0.00324446,0.03502340
-5.14157079,3.72005105,0.16995806,0.00949327,2.38499487,3.68418935,0.00332157,0.03369778
-5.13556778,3.49719746,0.16033700,0.00896778,2.26290187,3.45649959,0.00340033,0.03245451
-5.12956478,3.28219967,0.15202427,0.00846484,2.14167230,3.23625914,0.00348037,0.03131986
-5.12356178,3.07651545,0.14511360,0.00798797,2.02215728,3.02490521,0.00356141,0.03031782
-5.11755878,2.88134641,0.13967363,0.00754002,1.90512087,2.82362073,0.00364324,0.02946962
-5.11155578,2.69764049,0.13574735,0.00712312,1.79123838,2.63333816,0.00372578,0.02879328
-5.10555278,2.52610102,0.13335202,0.00673872,1.68109730,2.45475011,0.00380900,0.02830330
-5.09954977,2.36720090,0.13247949,0.00638761,1.57520041,2.28832500,0.00389294,0.02801031
-5.09354677,2.22120052,0.13309694,0.00606996,1.47397007,2.13432658,0.00397766,0.02792079
-5.08754377,2.08816808,0.13514802,0.00578539,1.37775327,1.99283559,0.00406326,0.02803691
-5.08154077,1.96800105,0.13855423,0.00553296,1.28682683,1.86377247,0.00414981,0.02835641
-5.07553777,1.86044793,0.14321668,0.00531129,1.20140217,1.74692012,0.00423734,0.02887250
-5.06953477,1.76512974,0.14901815,0.00511861,1.12162975,1.64194583,0.00432581,0.02957397
-5.06353177,1.68156061,0.15582546,0.00495280,1.04760267,1.54842210,0.00441511,0.03044533
-5.05752876,1.60916768,0.16349214,0.00481147,0.97935982,1.46584592,0.00450502,0.03146702
-5.05152576,1.54730994,0.17186142,0.00469202,0.91688856,1.39365675,0.00459525,0.03261589
-5.04552276,1.49529652,0.18076954,0.00459175,0.86012725,1.33125311,0.00468540,0.03386561
-5.03951976,1.45240453,0.19004933,0.00450789,0.80896790,1.27800818,0.00477503,0.03518741
-5.03351676,1.41789655,0.19953394,0.00443767,0.76325932,1.23328461,0.00486367,0.03655073
-5.02751376,1.39103818,0.20906088,0.00437847,0.72281101,1.19644878,0.00495087,0.03792416
-5.02151076,1.37111550,0.21847601,0.00432779,0.68739797,1.16688468,0.00503624,0.03927636
-5.01550775,1.35745236,0.22763758,0.00428343,0.65676669,1.14400738,0.00511955,0.04057705
-5.00950475,1.34942737,0.23642014,0.00424346,0.63064219,1.12727603,0.00520073,0.04179807
-5.00350175,1.34648997,0.24471820,0.00420635,0.60873614,1.11620610,0.00527999,0.04291443
-4.99749875,1.34817531,0.25244946,0.00417100,0.59075588,1.11038053,0.00535784,0.04390523
-4.99149575,1.35411695,0.25955769,0.00413676,0.57641390,1.10945927,0.00543517,0.04475469
-4.98549275,1.36405710,0.26601485,0.00410349,0.56543761,1.11318667,0.00551322,0.04545284
-4.97948974,1.37785338,0.27182265,0.00407152,0.55757882,1.12139627,0.00559368,0.04599627
-4.97348674,1.39548170,0.27701328,0.00404167,0.55262253,1.13401233,0.00567860,0.04638851
-4.96748374,1.41703472,0.28164940,0.00401521,0.55039457,1.15104790,0.00577043,0.04664039
-4.96148074,1.44271553,0.28582325,0.00399380,0.55076761,1.17259898,0.00587193,0.04677003
-4.95547774,1.47282652,0.28965501,0.00397944,0.55366518,1.19883477,0.00598611,0.04680270
-4.94947474,1.50775348,0.29329036,0.00397437,0.55906345,1.22998411,0.00611613,0.04677040
-4.94347174,1.54794540,0.29689733,0.00398099,0.56699034,1.26631843,0.00626523,0.04671122
-4.93746873,1.59389051,0.30066255,0.00400174,0.57752216,1.30813169,0.00643653,0.04666853
-4.93146573,1.64608942,0.30478688,0.00403903,0.59077752,1.35571816,0.00663299,0.04668990
-4.92546273,1.70502643,0.30948074,0.00409506,0.60690875,1.40934883,0.00685720,0.04682594
-4.91945973,1.77114006,0.31495897,0.00417178,0.62609115,1.46924755,0.00711133,0.04712894
-4.91345673,1.84479426,0.32143559,0.00427079,0.64851026,1.53556794,0.00739694,0.04765143
-4.90745373,1.92625135,0.32911842,0.00439320,0.67434784,1.60837226,0.00771494,0.04844470
-4.90145073,2.01564796,0.33820363,0.00453965,0.70376691,1.68761319,0.00806551,0.04955727
-4.89544772,2.11297524,0.34887053,0.00471016,0.73689657,1.77311960,0.00844800,0.05103335
-4.88944472,2.21806394,0.36127641,0.00490421,0.77381728,1.86458697,0.00886102,0.05291142
-4.88344172,2.33057527,0.37555168,0.00512063,0.81454709,1.96157296,0.00930234,0.05522282
-4.87743872,2.44999782,0.39179542,0.00535770,0.85902971,2.06349856,0.00976903,0.05799057
-4.87143572,2.57565068,0.41007128,0.00561313,0.90712467,2.16965470,0.01025749,0.06122828
-4.86543272,2.70669248,0.43040387,0.00588415,0.95860044,2.27921396,0.01076359,0.06493930
-4.85942971,2.84213587,0.45277578,0.00616755,1.01313051,2.39124692,0.01128277,0.06911606
-4.85342671,2.98086669,0.47712520,0.00645979,1.07029311,2.50474231,0.01181017,0.07373973
-4.84742371,3.12166687,0.50334429,0.00675708,1.12957428,2.61862984,0.01234082,0.07878011
-4.84142071,3.26323985,0.53127837,0.00705546,1.19037463,2.73180470,0.01286975,0.08419579
-4.83541771,3.40423746,0.56072598,0.00735094,1.25201939,2.84315250,0.01339215,0.08993470
-4.82941471,3.54328700,0.59144002,0.00763954,1.31377149,2.95157342,0.01390345,0.09593484
-4.82341171,3.67901747,0.62312981,0.00791741,1.37484734,3.05600459,0.01439948,0.10212535
-4.81740870,3.81008397,0.65546439,0.00818093,1.43443457,3.15543979,0.01487649,0.10842787
-4.81140570,3.93518955,0.68807686,0.00842670,1.49171122,3.24894574,0.01533122,0.11475814
-4.80540270,4.05310397,0.72056995,0.00865167,1.54586571,3.33567457,0.01576090,0.12102770
-4.79939970,4.16267924,0.75252264,0.00885315,1.59611674,3.41487240,0.01616326,0.12714595
-4.79339670,4.26286172,0.78349781,0.00902882,1.64173264,3.48588407,0.01653646,0.13302210
-4.78739370,4.35270129,0.81305082,0.00917676,1.68204926,3.54815447,0.01687905,0.13856733
-4.78139070,4.43135774,0.84073873,0.00929546,1.71648603,3.60122704,0.01718988,0.14369690
-4.77538769,4.49810524,0.86613015,0.00938380,1.74455956,3.64474016,0.01746806,0.14833214
-4.76938469,4.55233517,0.88881516,0.00944104,1.76589447,3.67842236,0.01771282,0.15240236
-4.76338169,4.59355834,0.90841528,0.00946681,1.78023113,3.70208701,0.01792349,0.15584657
-4.75737869,4.62140684,0.92459302,0.00946106,1.78743026,3.71562752,0.01809944,0.15861490
-4.75137569,4.63563620,0.93706069,0.00942408,1.78747427,3.71901342,0.01824001,0.16066982
-4.74537269,4.63612804,0.94558829,0.00935647,1.78046549,3.71228807,0.01834453,0.16198693
-4.73936968,4.62289337,0.95000994,0.00925909,1.76662151,3.69556808,0.01841232,0.16255551
-4.73336668,4.59607648,0.95022889,0.00913307,1.74626788,3.66904448,0.01844274,0.16237863
-4.72736368,4.55595890,0.94622062,0.00897979,1.71982849,3.63298557,0.01843523,0.16147297
-4.72136068,4.50296323,0.93803417,0.00880085,1.68781408,3.58774071,0.01838939,0.15986824
-4.71535768,4.43765595,0.92579134,0.00859810,1.65080920,3.53374482,0.01830511,0.15760634
-4.70935468,4.36074864,0.90968405,0.00837356,1.60945807,3.47152242,0.01818260,0.15474026
-4.70335168,4.27309675,0.88996971,0.00812947,1.56444975,3.40169065,0.01802252,0.15133263
-4.69734867,4.17569523,0.86696487,0.00786824,1.51650298,3.32496037,0.01782606,0.14745427
-4.69134567,4.06967048,0.84103741,0.00759243,1.46635100,3.24213447,0.01759498,0.14318247
-4.68534267,3.95626798,0.81259743,0.00730473,1.41472676,3.15410285,0.01733165,0.13859922
-4.67933967,3.83683561,0.78208719,0.00700792,1.36234876,3.06183363,0.01703907,0.13378952
-4.67333667,3.71280247,0.74997061,0.00670485,1.30990779,2.96636026,0.01672077,0.12883952
-4.66733367,3.58565367,0.71672242,0.00639841,1.25805484,2.86876477,0.01638084,0.12383496
-4.66133067,3.45690162,0.68281760,0.00609143,1.20739042,2.77015742,0.01602373,0.11885951
-4.65532766,3.32805470,0.64872131,0.00578671,1.15845549,2.67165338,0.01565417,0.11399334
-4.64932466,3.20058453,0.61487964,0.00548690,1.11172419,2.57434734,0.01527700,0.10931184
-4.64332166,3.07589302,0.58171156,0.00519451,1.06759864,2.47928717,0.01489698,0.10488449
-4.63731866,2.95528065,0.54960219,0.00491181,1.02640581,2.38744787,0.01451863,0.10077390
-4.63131566,2.83991758,0.51889763,0.00464084,0.98839665,2.29970703,0.01414604,0.09703503
-4.62531266,2.73081880,0.48990143,0.00438331,0.95374750,2.21682324,0.01378269,0.09371459
-4.61930965,2.62882468,0.46287266,0.00414062,0.92256382,2.13941857,0.01343138,0.09085060
-4.61330665,2.53458792,0.43802564,0.00391384,0.89488598,2.06796610,0.01309406,0.08847208
-4.60730365,2.44856768,0.41553115,0.00370367,0.87069698,2.00278339,0.01277179,0.08659897
-4.60130065,2.37103106,0.39551882,0.00351044,0.84993188,1.94403226,0.01246475,0.08524208
-4.59529765,2.30206209,0.37808074,0.00333414,0.83248828,1.89172502,0.01217229,0.08440324
-4.58929465,2.24157764,0.36327557,0.00317446,0.81823762,1.84573692,0.01189295,0.08407548
-4.58329165,2.18934934,0.35113328,0.00303077,0.80703653,1.80582414,0.01162466,0.08424343
-4.57728864,2.14503040,0.34165980,0.00290220,0.79873776,1.77164642,0.01136491,0.08488370
-4.57128564,2.10818578,0.33484153,0.00278768,0.79319989,1.74279311,0.01111088,0.08596538
-4.56528264,2.07832394,0.33064916,0.00268597,0.79029544,1.71881114,0.01085974,0.08745064
-4.55927964,2.05492839,0.32904079,0.00259576,0.78991666,1.69923338,0.01060882,0.08929539
-4.55327664,2.03748731,0.32996393,0.00251569,0.79197874,1.68360579,0.01035587,0.09144999
-4.54727364,2.02551944,0.33335643,0.00244439,0.79642005,1.67151178,0.01009921,0.09386007
-4.54127064,2.01859493,0.33914619,0.00238058,0.80319939,1.66259257,0.00983794,0.09646738
-4.53526763,2.01634993,0.34724973,0.00232306,0.81229039,1.65656212,0.00957204,0.09921070
-4.52926463,2.01849419,0.35756988,0.00227078,0.82367325,1.65321617,0.00930248,0.10202686
-4.52326163,2.02481149,0.36999260,0.00222286,0.83732440,1.65243466,0.00903121,0.10485172
-4.51725863,2.03515284,0.38438348,0.00217856,0.85320468,1.65417754,0.00876115,0.10762126
-4.51125563,2.04942326,0.40058401,0.00213736,0.87124691,1.65847440,0.00849611,0.11027269
-4.50525263,2.06756296,0.41840824,0.00209889,0.89134359,1.66540838,0.00824065,0.11274549
-4.49924962,2.08952434,0.43764003,0.00206297,0.91333574,1.67509563,0.00799989,0.11498255
-4.49324662,2.11524634,0.45803129,0.00202953,0.93700370,1.68766134,0.00777930,0.11693119
-4.48724362,2.14462791,0.47930162,0.00199864,0.96206063,1.70321404,0.00758443,0.11854416
-4.48124062,2.17750243,0.50113937,0.00197044,0.98814937,1.72181958,0.00742070,0.11978052
-4.47523762,2.21361463,0.52320450,0.00194511,1.01484313,1.74347652,0.00729306,0.12060644
-4.46923462,2.25260195,0.54513308,0.00192285,1.04165015,1.76809435,0.00720578,0.12099584
-4.46323162,2.29398134,0.56654351,0.00190382,1.06802237,1.79547600,0.00716220,0.12093088
-4.45722861,2.33714278,0.58704419,0.00188815,1.09336779,1.82530585,0.00716451,0.12040228
-4.45122561,2.38135014,0.60624243,0.00187585,1.11706608,1.85714400,0.00721360,0.11940947
-4.44522261,2.42574971,0.62375418,0.00186686,1.13848666,1.89042747,0.00730891,0.11796051
-4.43921961,2.46938621,0.63921425,0.00186099,1.15700859,1.92447858,0.00744841,0.11607186
-4.43321661,2.51122590,0.65228648,0.00185791,1.17204105,1.95852019,0.00762853,0.11376797
-4.42721361,2.55018582,0.66267356,0.00185719,1.18304368,1.99169747,0.00784430,0.11108067
-4.42121061,2.58516811,0.67012580,0.00185830,1.18954565,2.02310528,0.00808939,0.10804849
-4.41520760,2.61509777,0.67444878,0.00186059,1.19116264,2.05182008,0.00835630,0.10471576
-4.40920460,2.63896247,0.67550925,0.00186337,1.18761093,2.07693490,0.00863661,0.10113171
-4.40320160,2.65585246,0.67323934,0.00186591,1.17871801,2.09759591,0.00892119,0.09734942
-4.39719860,2.66499894,0.66763861,0.00186747,1.16442929,2.11303900,0.00920052,0.09342483
-4.39119560,2.66580915,0.65877422,0.00186736,1.14481073,2.12262446,0.00946500,0.08941560
-4.38519260,2.65789652,0.64677900,0.00186495,1.12004734,2.12586847,0.00970525,0.08538013
-4.37918959,2.64110457,0.63184770,0.00185973,1.09043784,2.12246954,0.00991244,0.08137650
-4.37318659,2.61552335,0.61423164,0.00185131,1.05638578,2.11232888,0.01007857,0.07746152
-4.36718359,2.58149765,0.59423189,0.00183949,1.01838766,2.09556358,0.01019673,0.07368982
-4.36118059,2.53962643,0.57219146,0.00182422,0.97701868,2.07251176,0.01026134,0.07011306
-4.35517759,2.49075330,0.54848670,0.00180568,0.93291677,2.04372949,0.01026828,0.06677917
-4.34917459,2.43594845,0.52351828,0.00178423,0.88676561,2.00997933,0.01021506,0.06373173
-4.34317159,2.37648243,0.49770210,0.00176043,0.83927737,1.97221091,0.01010081,0.06100949
-4.33716858,2.31379273,0.47146025,0.00173499,0.79117567,1.93153417,0.00992632,0.05864592
-4.33116558,2.24944451,0.44521253,0.00170880,0.74317945,1.88918646,0.00969394,0.05666899
-4.32516258,2.18508670,0.41936849,0.00168289,0.69598817,1.84649458,0.00940749,0.05510099
-4.31915958,2.12240524,0.39432019,0.00165833,0.65026868,1.80483334,0.00907208,0.05395850
-4.31315658,2.06307516,0.37043596,0.00163629,0.60664402,1.76558233,0.00869387,0.05325258
-4.30715358,2.00871311,0.34805500,0.00161792,0.56568431,1.73008259,0.00827988,0.05298899
