energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.86793397,3.35539964,0.00671005,0.25972589,0.59521616,0.29616615,1.79315060,2.08300867,0.81720629,0.00000000
-5.86193097,3.47984035,0.00711166,0.26286267,0.61153719,0.30593755,1.86300343,2.16763934,0.85453662,0.00000000
-5.85592796,3.61743988,0.00754129,0.26687513,0.63055549,0.31666592,1.93926988,2.26084286,0.89539532,0.00000000
-5.84992496,3.76724145,0.00799206,0.27176116,0.65188643,0.32824857,2.02098112,2.36219253,0.93928546,0.00000000
-5.84392196,3.92791867,0.00845631,0.27749624,0.67508341,0.34055767,2.10700334,2.47100878,0.98562340,0.00000000
-5.83791896,4.09777886,0.00892569,0.28403359,0.69964684,0.35343999,2.19605554,2.58635522,1.03374647,0.00000000
-5.83191596,4.27478219,0.00939136,0.29130545,0.72503550,0.36671799,2.28673448,2.70704529,1.08292438,0.00000000
-5.82591296,4.45657662,0.00984412,0.29922525,0.75067960,0.38019224,2.37754624,2.83165960,1.13237392,0.00000000
-5.81990995,4.64054818,0.01027464,0.30769072,0.77599554,0.39364518,2.46694364,2.95857397,1.18127684,0.00000000
-5.81390695,4.82388513,0.01067366,0.31658777,0.80040163,0.40684614,2.55336814,3.08599741,1.22880010,0.00000000
-5.80790395,5.00365380,0.01103231,0.32579499,0.82333427,0.41955738,2.63529483,3.21201874,1.27411817,0.00000000
-5.80190095,5.17688295,0.01134228,0.33518856,0.84426415,0.43154100,2.71127858,3.33466014,1.31643604,0.00000000
-5.79589795,5.34065349,0.01159612,0.34464719,0.86271148,0.44256626,2.77999953,3.45193536,1.35501258,0.00000000
-5.78989495,5.49218916,0.01178746,0.35405708,0.87826008,0.45241714,2.84030573,3.56191019,1.38918265,0.00000000
-5.78389195,5.62894444,0.01191120,0.36331639,0.89056930,0.46089966,2.89125097,3.66276241,1.41837758,0.00000000
-5.77788894,5.74868536,0.01196367,0.37233904,0.89938352,0.46784861,2.93212592,3.75283852,1.44214247,0.00000000
-5.77188594,5.84955932,0.01194275,0.38105769,0.90453878,0.47313340,2.96248103,3.83070470,1.46015003,0.00000000
-5.76588294,5.93015079,0.01184795,0.38942558,0.90596607,0.47666260,2.98213967,3.89518956,1.47220976,0.00000000
-5.75987994,5.98951986,0.01168040,0.39741722,0.90369131,0.47838711,2.99120083,3.94541682,1.47827241,0.00000000
-5.75387694,6.02722204,0.01144281,0.40502774,0.89783182,0.47830157,2.99003090,3.98082626,1.47842906,0.00000000
-5.74787394,6.04330819,0.01113936,0.41227100,0.88858960,0.47644411,2.97924471,4.00118238,1.47290512,0.00000000
-5.74187094,6.03830470,0.01077556,0.41917643,0.87624154,0.47289426,2.95967634,4.00657023,1.46204925,0.00000000
-5.73586793,6.01317508,0.01035806,0.42578490,0.86112712,0.46776931,2.93234111,3.99737890,1.44631768,0.00000000
-5.72986493,5.96926486,0.00989442,0.43214367,0.84363401,0.46121909,2.89839016,3.97427380,1.42625483,0.00000000
-5.72386193,5.90823267,0.00939286,0.43830073,0.82418233,0.45341959,2.85905988,3.93815916,1.40247082,0.00000000
-5.71785893,5.83197108,0.00886200,0.44429893,0.80320822,0.44456560,2.81561823,3.89013275,1.37561710,0.00000000
-5.71185593,5.74252123,0.00831059,0.45017013,0.78114741,0.43486284,2.76931077,3.83143537,1.34636117,0.00000000
-5.70585293,5.64198531,0.00774727,0.45592980,0.75841950,0.42451985,2.72130870,3.76339750,1.31536171,0.00000000
-5.69984992,5.53244139,0.00718034,0.46157230,0.73541366,0.41374014,2.67266147,3.68738580,1.28324497,0.00000000
-5.69384692,5.41586445,0.00661752,0.46706734,0.71247634,0.40271487,2.62425615,3.60475204,1.25058372,0.00000000
-5.68784392,5.29405734,0.00606584,0.47235763,0.68990135,0.39161640,2.57678552,3.51678672,1.21787939,0.00000000
-5.68184092,5.16859448,0.00553143,0.47735807,0.66792275,0.38059303,2.53072616,3.42467936,1.18554828,0.00000000
-5.67583792,5.04078071,0.00501951,0.48195664,0.64671080,0.36976510,2.48632761,3.32948704,1.15391218,0.00000000
-5.66983492,4.91162633,0.00453425,0.48601678,0.62637084,0.35922250,2.44361283,3.23211214,1.12319380,0.00000000
-5.66383192,4.78183900,0.00407886,0.48938149,0.60694519,0.34902386,2.40238979,3.13328980,1.09351678,0.00000000
-5.65782891,4.65183182,0.00365551,0.49187870,0.58841769,0.33919704,2.36227322,3.03358510,1.06491026,0.00000000
-5.65182591,4.52174632,0.00326545,0.49332791,0.57072064,0.32974116,2.32271539,2.93339923,1.03731745,0.00000000
-5.64582291,4.39148825,0.00290908,0.49354763,0.55374354,0.32062974,2.28304391,2.83298382,1.01060757,0.00000000
-5.63981991,4.26077346,0.00258603,0.49236331,0.53734327,0.31181483,2.24250459,2.73246187,0.98459046,0.00000000
-5.63381691,4.12918093,0.00229531,0.48961535,0.52135496,0.30323190,2.20030706,2.63185373,0.95903295,0.00000000
-5.62781391,3.99620948,0.00203539,0.48516683,0.50560318,0.29480507,2.15567063,2.53110613,0.93367607,0.00000000
-5.62181091,3.86133503,0.00180435,0.47891040,0.48991270,0.28645258,2.10786814,2.43012266,0.90825229,0.00000000
-5.61580790,3.72406509,0.00159997,0.47077427,0.47411849,0.27809200,2.05626577,2.32879356,0.88250194,0.00000000
-5.60980490,3.58398792,0.00141987,0.46072661,0.45807439,0.26964517,2.00035679,2.22702336,0.85618800,0.00000000
-5.60380190,3.44081383,0.00126162,0.44877851,0.44166027,0.26104250,1.93978797,2.12475503,0.82910878,0.00000000
-5.59779890,3.29440706,0.00112277,0.43498507,0.42478731,0.25222648,1.87437760,2.02198931,0.80110801,0.00000000
-5.59179590,3.14480702,0.00100097,0.41944475,0.40740143,0.24315441,1.80412468,1.91879868,0.77208202,0.00000000
-5.58579290,2.99223859,0.00089400,0.40229697,0.38948472,0.23380012,1.72920926,1.81533560,0.74198389,0.00000000
-5.57978989,2.83711164,0.00079983,0.38371808,0.37105503,0.22415483,1.64998441,1.71183486,0.71082481,0.00000000
-5.57378689,2.68001057,0.00071663,0.36391590,0.35216396,0.21422716,1.56696071,1.60861052,0.67867250,0.00000000
-5.56778389,2.52167507,0.00064278,0.34312327,0.33289337,0.20404223,1.48078449,1.50604797,0.64564740,0.00000000
-5.56178089,2.36297393,0.00057688,0.32159066,0.31335076,0.19364019,1.39221123,1.40459197,0.61191668,0.00000000
-5.55577789,2.20487357,0.00051776,0.29957848,0.29366392,0.18307422,1.30207581,1.30473167,0.57768676,0.00000000
-5.54977489,2.04840343,0.00046444,0.27734926,0.27397505,0.17240801,1.21126108,1.20698355,0.54319476,0.00000000
-5.54377189,1.89462007,0.00041611,0.25516014,0.25443475,0.16171312,1.12066654,1.11187358,0.50869932,0.00000000
-5.53776888,1.74457204,0.00037212,0.23325593,0.23519614,0.15106623,1.03117840,1.01991936,0.47447130,0.00000000
-5.53176588,1.59926679,0.00033198,0.21186298,0.21640945,0.14054630,0.94364236,0.93161333,0.44078472,0.00000000
-5.52576288,1.45964135,0.00029527,0.19118420,0.19821711,0.13023204,0.85883997,0.84740769,0.40790833,0.00000000
-5.51975988,1.32653738,0.00026169,0.17139514,0.18074961,0.12019949,0.77746944,0.76770161,0.37609804,0.00000000
-5.51375688,1.20068156,0.00023100,0.15264144,0.16412223,0.11051992,0.70013107,0.69283114,0.34559035,0.00000000
-5.50775388,1.08267137,0.00020300,0.13503739,0.14843263,0.10125809,0.62731758,0.62306204,0.31659698,0.00000000
-5.50175088,0.97296638,0.00017753,0.11866581,0.13375920,0.09247084,0.55940915,0.55858537,0.28930069,0.00000000
-5.49574787,0.87188466,0.00015445,0.10357894,0.12016035,0.08420610,0.49667283,0.49951593,0.26385226,0.00000000
-5.48974487,0.77960392,0.00013364,0.08980023,0.10767445,0.07650214,0.43926575,0.44589314,0.24036857,0.00000000
-5.48374187,0.69616661,0.00011498,0.07732696,0.09632039,0.06938724,0.38724151,0.39768400,0.21893175,0.00000000
-5.47773887,0.62148832,0.00009833,0.06613337,0.08609864,0.06287964,0.34055921,0.35478794,0.19958917,0.00000000
-5.47173587,0.55536876,0.00008359,0.05617414,0.07699277,0.05698769,0.29909410,0.31704284,0.18235424,0.00000000
-5.46573287,0.49750442,0.00007061,0.04738807,0.06897113,0.05171026,0.26264951,0.28423213,0.16720784,0.00000000
-5.45972986,0.44750242,0.00005926,0.03970181,0.06198877,0.04703735,0.23096921,0.25609235,0.15410034,0.00000000
-5.45372686,0.40489486,0.00004942,0.03303336,0.05598951,0.04295080,0.20374974,0.23232111,0.14295401,0.00000000
-5.44772386,0.36915328,0.00004094,0.02729542,0.05090787,0.03942517,0.18065232,0.21258493,0.13366586,0.00000000
-5.44172086,0.33970274,0.00003369,0.02239831,0.04667112,0.03642867,0.16131399,0.19652705,0.12611068,0.00000000
-5.43571786,0.31593543,0.00002753,0.01825256,0.04320114,0.03392422,0.14535770,0.18377483,0.12014442,0.00000000
-5.42971486,0.29722352,0.00002235,0.01477103,0.04041623,0.03187047,0.13240126,0.17394683,0.11560774,0.00000000
-5.42371186,0.28293129,0.00001803,0.01187059,0.03823281,0.03022299,0.12206523,0.16665949,0.11232969,0.00000000
-5.41770885,0.27242633,0.00001444,0.00947339,0.03656695,0.02893536,0.11397946,0.16153335,0.11013154,0.00000000
-5.41170585,0.26509001,0.00001150,0.00750773,0.03533584,0.02796034,0.10778868,0.15819891,0.10883066,0.00000000
-5.40570285,0.26032711,0.00000910,0.00590857,0.03445904,0.02725102,0.10315697,0.15630196,0.10824448,0.00000000
-5.39969985,0.25757460,0.00000716,0.00461777,0.03385974,0.02676191,0.09977138,0.15550865,0.10819432,0.00000000
-5.39369685,0.25630968,0.00000562,0.00358401,0.03346575,0.02645003,0.09734468,0.15551004,0.10850921,0.00000000
-5.38769385,0.25605686,0.00000440,0.00276261,0.03321048,0.02627596,0.09561745,0.15602619,0.10902944,0.00000000
-5.38169085,0.25639424,0.00000346,0.00211509,0.03303372,0.02620469,0.09435952,0.15680983,0.10960989,0.00000000
-5.37568784,0.25695864,0.00000275,0.00160876,0.03288233,0.02620655,0.09337080,0.15764936,0.11012296,0.00000000
-5.36968484,0.25744976,0.00000225,0.00121611,0.03271070,0.02625784,0.09248168,0.15837134,0.11046110,0.00000000
-5.36368184,0.25763309,0.00000191,0.00091429,0.03248114,0.02634146,0.09155292,0.15884217,0.11053871,0.00000000
-5.35767884,0.25734155,0.00000173,0.00068454,0.03216406,0.02644729,0.09047504,0.15896910,0.11029359,0.00000000
-5.35167584,0.25647576,0.00000171,0.00051161,0.03173795,0.02657249,0.08916741,0.15870035,0.10968765,0.00000000
-5.34567284,0.25500295,0.00000183,0.00038330,0.03118927,0.02672153,0.08757681,0.15802449,0.10870697,0.00000000
-5.33966983,0.25295447,0.00000210,0.00028994,0.03051209,0.02690619,0.08567576,0.15696884,0.10736123,0.00000000
-5.33366683,0.25042199,0.00000255,0.00022404,0.02970761,0.02714524,0.08346036,0.15559720,0.10568245,0.00000000
-5.32766383,0.24755245,0.00000320,0.00017987,0.02878357,0.02746406,0.08094799,0.15400665,0.10372320,0.00000000
-5.32166083,0.24454191,0.00000408,0.00015319,0.02775346,0.02789406,0.07817467,0.15232379,0.10155420,0.00000000
-5.31565783,0.24162845,0.00000525,0.00014099,0.02663574,0.02847205,0.07519225,0.15070032,0.09926158,0.00000000
-5.30965483,0.23908436,0.00000675,0.00014124,0.02545291,0.02923935,0.07206556,0.14930819,0.09694372,0.00000000
-5.30365183,0.23720774,0.00000866,0.00015277,0.02423058,0.03024092,0.06886940,0.14833436,0.09470791,0.00000000
-5.29764882,0.23631390,0.00001105,0.00017507,0.02299655,0.03152438,0.06568561,0.14797541,0.09266689,0.00000000
-5.29164582,0.23672647,0.00001403,0.00020819,0.02177989,0.03313894,0.06260022,0.14843204,0.09093536,0.00000000
-5.28564282,0.23876872,0.00001769,0.00025266,0.02061003,0.03513428,0.05970071,0.14990359,0.08962661,0.00000000
-5.27963982,0.24275498,0.00002215,0.00030941,0.01951603,0.03755940,0.05707347,0.15258271,0.08884930,0.00000000
-5.27363682,0.24898247,0.00002755,0.00037967,0.01852575,0.04046142,0.05480143,0.15665032,0.08870447,0.00000000
-5.26763382,0.25772351,0.00003402,0.00046494,0.01766530,0.04388434,0.05296195,0.16227068,0.08928282,0.00000000
-5.26163082,0.26921815,0.00004171,0.00056688,0.01695843,0.04786779,0.05162492,0.16958697,0.09066241,0.00000000
-5.25562781,0.28366743,0.00005077,0.00068730,0.01642608,0.05244571,0.05085112,0.17871712,0.09290654,0.00000000
-5.24962481,0.30122707,0.00006136,0.00082805,0.01608601,0.05764509,0.05069082,0.18975002,0.09606208,0.00000000
-5.24362181,0.32200173,0.00007363,0.00099096,0.01595244,0.06348457,0.05118251,0.20274216,0.10015811,0.00000000
-5.23761881,0.34603992,0.00008771,0.00117777,0.01603588,0.06997319,0.05235199,0.21771473,0.10520488,0.00000000
-5.23161581,0.37332947,0.00010374,0.00138999,0.01634289,0.07710902,0.05421154,0.23465108,0.11119308,0.00000000
-5.22561281,0.40379380,0.00012182,0.00162887,0.01687596,0.08487801,0.05675931,0.25349480,0.11809341,0.00000000
-5.21960980,0.43728907,0.00014202,0.00189527,0.01763344,0.09325279,0.05997900,0.27414838,0.12585653,0.00000000
-5.21360680,0.47360231,0.00016439,0.00218956,0.01860946,0.10219177,0.06383968,0.29647255,0.13441327,0.00000000
-5.20760380,0.51245084,0.00018891,0.00251153,0.01979398,0.11163839,0.06829592,0.32028645,0.14367521,0.00000000
-5.20160080,0.55348314,0.00021553,0.00286031,0.02117282,0.12152067,0.07328818,0.34536872,0.15353565,0.00000000
-5.19559780,0.59628142,0.00024414,0.00323432,0.02272783,0.13175116,0.07874350,0.37145969,0.16387097,0.00000000
-5.18959480,0.64036612,0.00027456,0.00363115,0.02443707,0.14222732,0.08457656,0.39826473,0.17454243,0.00000000
-5.18359180,0.68520247,0.00030656,0.00404762,0.02627514,0.15283234,0.09069112,0.42545883,0.18539843,0.00000000
-5.17758879,0.73020933,0.00033983,0.00447970,0.02821354,0.16343662,0.09698181,0.45269258,0.19627725,0.00000000
-5.17158579,0.77477021,0.00037401,0.00492259,0.03022122,0.17389967,0.10333633,0.47959936,0.20701026,0.00000000
-5.16558279,0.81824649,0.00040868,0.00537077,0.03226518,0.18407269,0.10963797,0.50580381,0.21742554,0.00000000
-5.15957979,0.85999255,0.00044337,0.00581809,0.03431120,0.19380161,0.11576853,0.53093136,0.22735190,0.00000000
-5.15357679,0.89937254,0.00047757,0.00625791,0.03632465,0.20293069,0.12161140,0.55461857,0.23662324,0.00000000
-5.14757379,0.93577825,0.00051074,0.00668325,0.03827142,0.21130640,0.12705487,0.57652405,0.24508295,0.00000000
-5.14157079,0.96864757,0.00054231,0.00708703,0.04011888,0.21878159,0.13199548,0.59633946,0.25258850,0.00000000
-5.13556778,0.99748267,0.00057175,0.00746221,0.04183681,0.22521983,0.13634132,0.61380028,0.25901576,0.00000000
-5.12956478,1.02186735,0.00059851,0.00780207,0.04339843,0.23049958,0.14001511,0.62869577,0.26426310,0.00000000
-5.12356178,1.04148260,0.00062211,0.00810045,0.04478129,0.23451817,0.14295706,0.64087775,0.26825493,0.00000000
-5.11755878,1.05611967,0.00064211,0.00835191,0.04596808,0.23719535,0.14512713,0.65026755,0.27094457,0.00000000
-5.11155578,1.06568988,0.00065814,0.00855205,0.04694731,0.23847623,0.14650687,0.65686099,0.27231629,0.00000000
-5.10555278,1.07023066,0.00066993,0.00869759,0.04771387,0.23833345,0.14710056,0.66073079,0.27238635,0.00000000
-5.09954977,1.06990729,0.00067730,0.00878665,0.04826927,0.23676851,0.14693560,0.66202627,0.27120303,0.00000000
-5.09354677,1.06501004,0.00068019,0.00881876,0.04862178,0.23381210,0.14606218,0.66097025,0.26884541,0.00000000
-5.08754377,1.05594680,0.00067864,0.00879505,0.04878628,0.22952350,0.14455220,0.65785312,0.26542122,0.00000000
-5.08154077,1.04323128,0.00067283,0.00871821,0.04878387,0.22398892,0.14249743,0.65302417,0.26106346,0.00000000
-5.07553777,1.02746716,0.00066305,0.00859252,0.04864126,0.21731898,0.14000698,0.64688062,0.25592619,0.00000000
-5.06953477,1.00932887,0.00064970,0.00842378,0.04839003,0.20964534,0.13720431,0.63985460,0.25017950,0.00000000
-5.06353177,0.98953968,0.00063330,0.00821922,0.04806562,0.20111670,0.13422359,0.63239862,0.24400390,0.00000000
-5.05752876,0.96884817,0.00061444,0.00798738,0.04770628,0.19189426,0.13120593,0.62497026,0.23758433,0.00000000
-5.05152576,0.94800379,0.00059381,0.00773787,0.04735192,0.18214692,0.12829530,0.61801655,0.23110413,0.00000000
-5.04552276,0.92773296,0.00057216,0.00748128,0.04704294,0.17204642,0.12563445,0.61195872,0.22473912,0.00000000
-5.03951976,0.90871623,0.00055026,0.00722889,0.04681908,0.16176258,0.12336092,0.60717812,0.21865209,0.00000000
-5.03351676,0.89156785,0.00052894,0.00699245,0.04671839,0.15145888,0.12160335,0.60400361,0.21298793,0.00000000
-5.02751376,0.87681829,0.00050900,0.00678401,0.04677628,0.14128856,0.12047806,0.60270122,0.20786953,0.00000000
-5.02151076,0.86490047,0.00049125,0.00661563,0.04702475,0.13139131,0.12008615,0.60346620,0.20339472,0.00000000
-5.01550775,0.85614008,0.00047644,0.00649921,0.04749184,0.12189074,0.12051106,0.60641794,0.19963424,0.00000000
-5.00950475,0.85075029,0.00046528,0.00644625,0.04820123,0.11289268,0.12181675,0.61159774,0.19663079,0.00000000
-5.00350175,0.84883086,0.00045840,0.00646769,0.04917210,0.10448421,0.12404646,0.61896957,0.19439929,0.00000000
-4.99749875,0.85037150,0.00045633,0.00657373,0.05041916,0.09673356,0.12722208,0.62842358,0.19292808,0.00000000
-4.99149575,0.85525908,0.00045952,0.00677369,0.05195288,0.08969074,0.13134405,0.63978214,0.19218119,0.00000000
-4.98549275,0.86328824,0.00046828,0.00707584,0.05377989,0.08338873,0.13639192,0.65280815,0.19210136,0.00000000
-4.97948974,0.87417477,0.00048282,0.00748734,0.05590351,0.07784531,0.14232537,0.66721512,0.19261372,0.00000000
-4.97348674,0.88757106,0.00050320,0.00801411,0.05832431,0.07306515,0.14908571,0.68267857,0.19363002,0.00000000
-4.96748374,0.90308293,0.00052937,0.00866078,0.06104081,0.06904228,0.15659781,0.69884831,0.19505300,0.00000000
-4.96148074,0.92028691,0.00056113,0.00943063,0.06405006,0.06576253,0.16477245,0.71536104,0.19678094,0.00000000
-4.95547774,0.93874765,0.00059817,0.01032558,0.06734830,0.06320606,0.17350895,0.73185290,0.19871207,0.00000000
-4.94947474,0.95803440,0.00064006,0.01134615,0.07093148,0.06134968,0.18269816,0.74797144,0.20074872,0.00000000
-4.94347174,0.97773635,0.00068627,0.01249154,0.07479567,0.06016892,0.19222565,0.76338669,0.20280106,0.00000000
-4.93746873,0.99747628,0.00073618,0.01375963,0.07893739,0.05963985,0.20197517,0.77780113,0.20479029,0.00000000
-4.93146573,1.01692211,0.00078911,0.01514711,0.08335381,0.05974047,0.21183222,0.79095813,0.20665133,0.00000000
-4.92546273,1.03579646,0.00084432,0.01664958,0.08804278,0.06045172,0.22168788,0.80264890,0.20833474,0.00000000
-4.91945973,1.05388373,0.00090107,0.01826173,0.09300285,0.06175817,0.23144263,0.81271777,0.20980817,0.00000000
-4.91345673,1.07103516,0.00095865,0.01997757,0.09823314,0.06364826,0.24101030,0.82106582,0.21105705,0.00000000
-4.90745373,1.08717165,0.00101636,0.02179063,0.10373321,0.06611432,0.25032205,0.82765286,0.21208476,0.00000000
-4.90145073,1.10228477,0.00107359,0.02369433,0.10950295,0.06915234,0.25933020,0.83249793,0.21291240,0.00000000
-4.89544772,1.11643602,0.00112984,0.02568232,0.11554251,0.07276147,0.26801203,0.83567828,0.21357796,0.00000000
-4.88944472,1.12975471,0.00118472,0.02774888,0.12185236,0.07694360,0.27637334,0.83732713,0.21413537,0.00000000
-4.88344172,1.14243475,0.00123798,0.02988938,0.12843350,0.08170281,0.28445164,0.83763027,0.21465321,0.00000000
-4.87743872,1.15473045,0.00128956,0.03210074,0.13528789,0.08704490,0.29231901,0.83682159,0.21521326,0.00000000
-4.87143572,1.16695170,0.00133955,0.03438197,0.14241903,0.09297710,0.30008436,0.83517786,0.21590907,0.00000000
-4.86543272,1.17945856,0.00138822,0.03673469,0.14983284,0.09950784,0.30789498,0.83301266,0.21684445,0.00000000
-4.85942971,1.19265550,0.00143600,0.03916358,0.15753864,0.10664680,0.31593737,0.83066975,0.21813196,0.00000000
-4.85342671,1.20698514,0.00148347,0.04167689,0.16555035,0.11440500,0.32443699,0.82851593,0.21989144,0.00000000
-4.84742371,1.22292156,0.00153136,0.04428679,0.17388772,0.12279511,0.33365698,0.82693345,0.22224852,0.00000000
-4.84142071,1.24096308,0.00158046,0.04700967,0.18257748,0.13183176,0.34389561,0.82631208,0.22533311,0.00000000
-4.83541771,1.26162423,0.00163167,0.04986627,0.19165444,0.14153184,0.35548225,0.82704089,0.22927773,0.00000000
-4.82941471,1.28542690,0.00168587,0.05288158,0.20116216,0.15191474,0.36877200,0.82949981,0.23421564,0.00000000
-4.82341171,1.31289031,0.00174395,0.05608464,0.21115326,0.16300220,0.38413859,0.83405106,0.24027881,0.00000000
-4.81740870,1.34451963,0.00180671,0.05950794,0.22168906,0.17481799,0.40196575,0.84103050,0.24759536,0.00000000
-4.81140570,1.38079325,0.00187487,0.06318663,0.23283858,0.18738703,0.42263688,0.85073895,0.25628675,0.00000000
-4.80540270,1.42214841,0.00194897,0.06715741,0.24467657,0.20073406,0.44652331,0.86343369,0.26646438,0.00000000
-4.79939970,1.46896550,0.00202938,0.07145714,0.25728079,0.21488165,0.47397107,0.87932012,0.27822581,0.00000000
-4.79339670,1.52155097,0.00211626,0.07612115,0.27072827,0.22984775,0.50528667,0.89854391,0.29165049,0.00000000
-4.78739370,1.58011939,0.00220952,0.08118129,0.28509076,0.24564261,0.54072202,0.92118364,0.30679514,0.00000000
-4.78139070,1.64477512,0.00230883,0.08666388,0.30042945,0.26226530,0.58045914,0.94724427,0.32368892,0.00000000
-4.77538769,1.71549426,0.00241360,0.09258748,0.31678916,0.27969996,0.62459507,0.97665167,0.34232859,0.00000000
-4.76938469,1.79210772,0.00252300,0.09896067,0.33419221,0.29791185,0.67312774,1.00924848,0.36267380,0.00000000
-4.76338169,1.87428652,0.00263593,0.10577998,0.35263241,0.31684365,0.72594339,1.04479146,0.38464291,0.00000000
-4.75737869,1.96153021,0.00275112,0.11302801,0.37206936,0.33641209,0.78280637,1.08295088,0.40810958,0.00000000
-4.75137569,2.05315960,0.00286709,0.12067190,0.39242363,0.35650529,0.84335206,1.12331196,0.43290044,0.00000000
-4.74537269,2.14831487,0.00298220,0.12866233,0.41357310,0.37698104,0.90708359,1.16537875,0.45879408,0.00000000
-4.73936968,2.24595987,0.00309471,0.13693308,0.43535080,0.39766630,0.97337294,1.20858067,0.48552177,0.00000000
-4.73336668,2.34489342,0.00320281,0.14540125,0.45754469,0.41835814,1.04146699,1.25228167,0.51277001,0.00000000
-4.72736368,2.44376809,0.00330466,0.15396829,0.47989948,0.43882622,1.11049870,1.29579218,0.54018500,0.00000000
-4.72136068,2.54111642,0.00339845,0.16252173,0.50212069,0.45881693,1.17950357,1.33838375,0.56737924,0.00000000
-4.71535768,2.63538443,0.00348241,0.17093769,0.52388097,0.47805914,1.24744109,1.37930598,0.59394000,0.00000000
-4.70935468,2.72497170,0.00355491,0.17908408,0.54482852,0.49627143,1.31322083,1.41780569,0.61943958,0.00000000
-4.70335168,2.80827677,0.00361445,0.18682440,0.56459740,0.51317060,1.37573221,1.45314749,0.64344706,0.00000000
-4.69734867,2.88374664,0.00365971,0.19402197,0.58281942,0.52848124,1.43387724,1.48463543,0.66554107,0.00000000
-4.69134567,2.94992819,0.00368962,0.20054447,0.59913697,0.54194574,1.48660469,1.51163485,0.68532317,0.00000000
-4.68534267,3.00551978,0.00370333,0.20626847,0.61321645,0.55333456,1.53294459,1.53359369,0.70243117,0.00000000
-4.67933967,3.04942054,0.00370026,0.21108396,0.62476147,0.56245618,1.57204129,1.55006240,0.71655190,0.00000000
-4.67333667,3.08077536,0.00368015,0.21489838,0.63352537,0.56916616,1.60318383,1.56071171,0.72743277,0.00000000
-4.66733367,3.09901328,0.00364303,0.21764024,0.63932240,0.57337507,1.62583207,1.56534740,0.73489152,0.00000000
-4.66133067,3.10387745,0.00358922,0.21926186,0.64203682,0.57505457,1.63963724,1.56392142,0.73882375,0.00000000
-4.65532766,3.09544517,0.00351937,0.21974137,0.64162985,0.57424167,1.64445602,1.55653880,0.73920769,0.00000000
-4.64932466,3.07413683,0.00343442,0.21908364,0.63814362,0.57104060,1.64035729,1.54346003,0.73610615,0.00000000
-4.64332166,3.04071315,0.00333561,0.21732027,0.63170239,0.56562234,1.62762123,1.52509861,0.72966517,0.00000000
