energy_ev,total_up,Mo_p_up,Mo_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-6.00000000,1.79116344,1.02261308,0.58299460,0.07883337,0.00143661,0.00424831,1.15766077
-5.99399700,1.76762895,1.03128701,0.56610142,0.07830492,0.00140840,0.00435507,1.14315449
-5.98799400,1.74446899,1.03906723,0.55141911,0.07750657,0.00138064,0.00447157,1.12908967
-5.98199100,1.72205373,1.04611113,0.53898690,0.07646746,0.00135392,0.00459848,1.11568150
-5.97598799,1.70074092,1.05259457,0.52880887,0.07522087,0.00132876,0.00473624,1.10313616
-5.96998499,1.68085520,1.05869527,0.52085193,0.07380264,0.00130559,0.00488494,1.09163782
-5.96398199,1.66266663,1.06457539,0.51504394,0.07224960,0.00128474,0.00504429,1.08133532
-5.95797899,1.64637019,1.07036430,0.51127221,0.07059796,0.00126645,0.00521353,1.07232921
-5.95197599,1.63206762,1.07614288,0.50938269,0.06888184,0.00125082,0.00539136,1.06466025
-5.94597299,1.61975309,1.08193052,0.50918031,0.06713190,0.00123781,0.00557594,1.05830050
-5.93996998,1.60930400,1.08767572,0.51043067,0.06537429,0.00122727,0.00576488,1.05314748
-5.93396698,1.60047786,1.09325119,0.51286344,0.06362980,0.00121892,0.00595528,1.04902249
-5.92796398,1.59291599,1.09845397,0.51617761,0.06191338,0.00121234,0.00614376,1.04567315
-5.92196098,1.58615413,1.10301077,0.52004852,0.06023397,0.00120703,0.00632659,1.04278066
-5.91595798,1.57964001,1.10658843,0.52413672,0.05859468,0.00120242,0.00649976,1.03997136
-5.90995498,1.57275691,1.10880907,0.52809831,0.05699325,0.00119784,0.00665915,1.03683244
-5.90395198,1.56485243,1.10926916,0.53159645,0.05542283,0.00119263,0.00680071,1.03293090
-5.89794897,1.55527094,1.10756152,0.53431362,0.05387292,0.00118610,0.00692055,1.02783496
-5.89194597,1.54338812,1.10329912,0.53596403,0.05233051,0.00117760,0.00701518,1.02113687
-5.88594297,1.52864567,1.09613923,0.53630558,0.05078127,0.00116652,0.00708163,1.01247575
-5.87993997,1.51058450,1.08580672,0.53515081,0.04921079,0.00115235,0.00711762,1.00155950
-5.87393697,1.48887453,1.07211511,0.53237632,0.04760573,0.00113467,0.00712166,0.98818433
-5.86793397,1.46333950,1.05498436,0.52793005,0.04595488,0.00111319,0.00709317,0.97225112
-5.86193097,1.43397558,1.03445426,0.52183601,0.04425002,0.00108774,0.00703248,0.95377752
-5.85592796,1.40096264,1.01069286,0.51419637,0.04248663,0.00105830,0.00694091,0.93290530
-5.84992496,1.36466788,0.98399953,0.50519043,0.04066429,0.00102501,0.00682073,0.90990250
-5.84392196,1.32564138,0.95480243,0.49507080,0.03878690,0.00098812,0.00667505,0.88516030
-5.83791896,1.28460409,0.92365068,0.48415673,0.03686263,0.00094801,0.00650779,0.85918480
