energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.48974487,1.32994178,0.04204396,0.00903195,0.09857369,0.00312348,0.15534758,0.09304494,0.93248930
-5.48374187,1.26925614,0.03970060,0.01024896,0.10079101,0.00286283,0.15782704,0.09673674,0.87142024
-5.47773887,1.21144692,0.03733349,0.01168769,0.10286004,0.00267480,0.16046049,0.10139454,0.81257960
-5.47173587,1.15656815,0.03495940,0.01336909,0.10484508,0.00255066,0.16335397,0.10713879,0.75577352
-5.46573287,1.10485228,0.03259840,0.01531369,0.10682293,0.00248315,0.16663105,0.11409258,0.70094589
-5.45972986,1.05666821,0.03027266,0.01754072,0.10888028,0.00246631,0.17042786,0.12237589,0.64814970
-5.45372686,1.01247774,0.02800536,0.02006701,0.11111068,0.00249536,0.17488744,0.13209936,0.59751820
-5.44772386,0.97279227,0.02581964,0.02290593,0.11361109,0.00256643,0.18015348,0.14335768,0.54923726
-5.44172086,0.93813143,0.02373768,0.02606620,0.11647806,0.00267644,0.18636386,0.15622293,0.50351984
-5.43571786,0.90898521,0.02177988,0.02955081,0.11980401,0.00282285,0.19364421,0.17073810,0.46058358
-5.42971486,0.88578097,0.01996426,0.03335596,0.12367344,0.00300350,0.20210184,0.18691113,0.42063193
-5.42371186,0.86885616,0.01830599,0.03747009,0.12815959,0.00321646,0.21182024,0.20470967,0.38383939
-5.41770885,0.85843770,0.01681710,0.04187325,0.13332146,0.00345986,0.22285468,0.22405711,0.35034070
-5.41170585,0.85462833,0.01550635,0.04653657,0.13920154,0.00373180,0.23522884,0.24482982,0.32022411
-5.40570285,0.85740015,0.01437926,0.05142216,0.14582426,0.00403026,0.24893297,0.26685622,0.29352835
-5.39969985,0.86659526,0.01343820,0.05648327,0.15319537,0.00435309,0.26392360,0.28991756,0.27024298
-5.39369685,0.88193300,0.01268266,0.06166494,0.16130217,0.00469798,0.28012480,0.31375070,0.25031155
-5.38769385,0.90302321,0.01210953,0.06690493,0.17011464,0.00506250,0.29743112,0.33805296,0.23363701
-5.38169085,0.92938456,0.01171345,0.07213510,0.17958749,0.00544415,0.31571197,0.36248876,0.22008883
-5.37568784,0.96046691,0.01148717,0.07728316,0.18966282,0.00584051,0.33481732,0.38669816,0.20951117
-5.36968484,0.99567630,0.01142191,0.08227462,0.20027349,0.00624925,0.35458435,0.41030680,0.20173145
-5.36368184,1.03440125,0.01150770,0.08703510,0.21134670,0.00666834,0.37484471,0.43293698,0.19656895
-5.35767884,1.07603888,0.01173371,0.09149263,0.22280781,0.00709609,0.39543204,0.45421947,0.19384273
-5.35167584,1.12001933,0.01208846,0.09558008,0.23458401,0.00753131,0.41618916,0.47380535,0.19337853
-5.34567284,1.16582711,0.01256011,0.09923742,0.24660754,0.00797335,0.43697456,0.49137761,0.19501441
-5.33966983,1.21301805,0.01313653,0.10241388,0.25881837,0.00842220,0.45766773,0.50666169,0.19860462
-5.33366683,1.26123083,0.01380547,0.10506961,0.27116604,0.00887843,0.47817288,0.51943459,0.20402177
-5.32766383,1.31019232,0.01455460,0.10717715,0.28361045,0.00934325,0.49842088,0.52953199,0.21115710
-5.32166083,1.35971613,0.01537153,0.10872221,0.29612162,0.00981832,0.51836904,0.53685318,0.21991889
-5.31565783,1.40969461,0.01624376,0.10970401,0.30867831,0.01030569,0.53799885,0.54136324,0.23022917
-5.30965483,1.46008433,0.01715874,0.11013503,0.32126562,0.01080760,0.55731157,0.54309264,0.24201892
-5.30365183,1.51088606,0.01810373,0.11004018,0.33387155,0.01132622,0.57632202,0.54213411,0.25522206
-5.29764882,1.56212022,0.01906585,0.10945543,0.34648296,0.01186346,0.59505086,0.53863700,0.26976865
-5.29164582,1.61379940,0.02003198,0.10842603,0.35908093,0.01242063,0.61351584,0.53279943,0.28557766
-5.28564282,1.66589966,0.02098885,0.10700437,0.37163611,0.01299821,0.63172258,0.52485867,0.30254987
-5.27963982,1.71833257,0.02192299,0.10524750,0.38410414,0.01359559,0.64965550,0.51508019,0.32056135
-5.27363682,1.77091981,0.02282087,0.10321466,0.39642166,0.01421080,0.66726964,0.50374615,0.33945795
-5.26763382,1.82337239,0.02366899,0.10096477,0.40850329,0.01484041,0.68448384,0.49114371,0.35905136
-5.26163082,1.87527612,0.02445401,0.09855407,0.42023962,0.01547933,0.70117603,0.47755390,0.37911699
-5.25562781,1.92608465,0.02516299,0.09603406,0.43149682,0.01612086,0.71718091,0.46324159,0.39939407
-5.24962481,1.97512107,0.02578355,0.09344977,0.44211766,0.01675668,0.73229054,0.44844697,0.41958800
-5.24362181,2.02158855,0.02630421,0.09083854,0.45192423,0.01737702,0.74625784,0.43337894,0.43937520
-5.23761881,2.06458993,0.02671455,0.08822925,0.46072232,0.01797090,0.75880304,0.41821065,0.45841017
-5.23161581,2.10315558,0.02700555,0.08564212,0.46830710,0.01852641,0.76962287,0.40307729,0.47633462
-5.22561281,2.13627847,0.02716982,0.08308894,0.47447011,0.01903113,0.77840214,0.38807607,0.49278841
-5.21960980,2.16295467,0.02720183,0.08057384,0.47900713,0.01947253,0.78482708,0.37326824,0.50742157
-5.21360680,2.18222737,0.02709811,0.07809443,0.48172645,0.01983847,0.78859982,0.35868296,0.51990721
-5.20760380,2.19323220,0.02685741,0.07564319,0.48245731,0.02011766,0.78945332,0.34432248,0.52995429
-5.20160080,2.19524129,0.02648081,0.07320917,0.48105781,0.02030012,0.78716580,0.33016841,0.53732002
-5.19559780,2.18770388,0.02597171,0.07077967,0.47742210,0.02037763,0.78157404,0.31618852,0.54182087
-5.18959480,2.17028119,0.02533584,0.06834197,0.47148629,0.02034407,0.77258480,0.30234366,0.54334196
-5.18359180,2.14287366,0.02458114,0.06588494,0.46323281,0.02019574,0.76018363,0.28859436,0.54184406
-5.17758879,2.10563907,0.02371763,0.06340046,0.45269299,0.01993152,0.74444067,0.27490677,0.53736796
-5.17158579,2.05900054,0.02275712,0.06088448,0.43994764,0.01955300,0.72551321,0.26125766,0.53003596
-5.16558279,2.00364399,0.02171300,0.05833788,0.42512578,0.01906446,0.70364462,0.24763817,0.52005025
-5.15957979,1.94050501,0.02059988,0.05576684,0.40840132,0.01847275,0.67915997,0.23405636,0.50768837
-5.15357679,1.87074595,0.01943325,0.05318298,0.38998812,0.01778706,0.65245837,0.22053834,0.49329579
-5.14757379,1.79572414,0.01822913,0.05060307,0.37013356,0.01701868,0.62400249,0.20712817,0.47727609
-5.14157079,1.71695291,0.01700369,0.04804845,0.34911096,0.01618056,0.59430576,0.19388659,0.46007898
-5.13556778,1.63605709,0.01577288,0.04554416,0.32721127,0.01528698,0.56391777,0.18088879,0.44218678
-5.12956478,1.55472497,0.01455214,0.04311795,0.30473447,0.01435305,0.53340872,0.16822135,0.42409992
-5.12356178,1.47465888,0.01335607,0.04079906,0.28198094,0.01339429,0.50335334,0.15597882,0.40632194
-5.11755878,1.39752633,0.01219821,0.03861701,0.25924336,0.01242623,0.47431515,0.14425983,0.38934472
-5.11155578,1.32491365,0.01109078,0.03660030,0.23679939,0.01146400,0.44683156,0.13316340,0.37363436
-5.10555278,1.25828379,0.01004463,0.03477531,0.21490535,0.01052198,0.42140043,0.12278533,0.35961824
-5.09954977,1.19893971,0.00906906,0.03316521,0.19379126,0.00961358,0.39846840,0.11321498,0.34767370
-5.09354677,1.14799453,0.00817186,0.03178911,0.17365722,0.00875099,0.37842154,0.10453270,0.33811865
-5.08754377,1.10634917,0.00735929,0.03066139,0.15467125,0.00794512,0.36157831,0.09680780,0.33120440
-5.08154077,1.07467799,0.00663616,0.02979131,0.13696850,0.00720552,0.34818523,0.09009733,0.32711087
-5.07553777,1.05342258,0.00600593,0.02918280,0.12065190,0.00654048,0.33841502,0.08444560,0.32594415
-5.06953477,1.04279368,0.00547084,0.02883460,0.10579387,0.00595706,0.33236740,0.07988446,0.32773663
-5.06353177,1.04278082,0.00503208,0.02874062,0.09243902,0.00546137,0.33007227,0.07643425,0.33244943
-5.05752876,1.05316917,0.00468995,0.02889052,0.08060773,0.00505873,0.33149517,0.07410552,0.33997701
-5.05152576,1.07356290,0.00444401,0.02927051,0.07030008,0.00475394,0.33654472,0.07290119,0.35015398
-5.04552276,1.10341416,0.00429325,0.02986444,0.06150025,0.00455163,0.34508187,0.07281928,0.36276354
-5.03951976,1.14205672,0.00423626,0.03065491,0.05418086,0.00445650,0.35693047,0.07385596,0.37754749
-5.03351676,1.18874321,0.00427133,0.03162457,0.04830726,0.00447369,0.37188907,0.07600884,0.39421749
-5.02751376,1.24268478,0.00439657,0.03275754,0.04384153,0.00460901,0.38974336,0.07928041,0.41246706
-5.02151076,1.30309192,0.00460995,0.03404080,0.04074594,0.00486927,0.41027896,0.08368139,0.43198409
-5.01550775,1.36921515,0.00490942,0.03546555,0.03898602,0.00526251,0.43329420,0.08923390,0.45246341
-5.00950475,1.44038427,0.00529287,0.03702859,0.03853285,0.00579817,0.45861235,0.09597441,0.47361893
-5.00350175,1.51604480,0.00575818,0.03873348,0.03936477,0.00648726,0.48609298,0.10395603,0.49519515
-4.99749875,1.59579020,0.00630315,0.04059164,0.04146847,0.00734245,0.51564186,0.11325040,0.51697739
-4.99149575,1.67938874,0.00692552,0.04262311,0.04483927,0.00837811,0.54721917,0.12394855,0.53880057
-4.98549275,1.76680365,0.00762288,0.04485719,0.04948095,0.00961028,0.58084541,0.13616108,0.56055603
-4.97948974,1.85820572,0.00839264,0.04733267,0.05540489,0.01105652,0.61660483,0.15001717,0.58219626
-4.97348674,1.95397736,0.00923202,0.05009781,0.06262877,0.01273583,0.65464593,0.16566252,0.60373727
-4.96748374,2.05470763,0.01013795,0.05320992,0.07117482,0.01466831,0.69517900,0.18325616,0.62525834
-4.96148074,2.16117809,0.01110712,0.05673462,0.08106773,0.01687492,0.73847041,0.20296599,0.64689938
-4.95547774,2.27433933,0.01213592,0.06074466,0.09233231,0.01937707,0.78483388,0.22496334,0.66885560
-4.94947474,2.39527885,0.01322053,0.06531852,0.10499098,0.02219618,0.83461868,0.24941630,0.69136994
-4.94347174,2.52518106,0.01435690,0.07053851,0.11906114,0.02535316,0.88819526,0.27648242,0.71472338
-4.93746873,2.66528052,0.01554090,0.07648868,0.13455256,0.02886789,0.94593858,0.30630056,0.73922334
-4.93146573,2.81680995,0.01676832,0.08325247,0.15146485,0.03275860,1.00820981,0.33898250,0.76519079
-4.92546273,2.98094486,0.01803509,0.09091011,0.16978507,0.03704122,1.07533702,0.37460451,0.79294641
-4.91945973,3.15874670,0.01933732,0.09953592,0.18948561,0.04172876,1.14759565,0.41319923,0.82279626
-4.91345673,3.35110670,0.02067148,0.10919556,0.21052232,0.04683068,1.22518949,0.45474833,0.85501752
-4.90745373,3.55869252,0.02203454,0.11994327,0.23283310,0.05235222,1.30823310,0.49917622,0.88984487
-4.90145073,3.78189985,0.02342405,0.13181925,0.25633681,0.05829382,1.39673645,0.54634538,0.92745786
-4.89544772,4.02081092,0.02483834,0.14484718,0.28093287,0.06465062,1.49059244,0.59605343,0.96796980
-4.88944472,4.27516169,0.02627655,0.15903204,0.30650123,0.07141198,1.58956809,0.64803236,1.01141859
-4.88344172,4.54431924,0.02773876,0.17435824,0.33290307,0.07856118,1.69329984,0.70195011,1.05775968
-4.87743872,4.82727044,0.02922604,0.19078819,0.35998211,0.08607519,1.80129341,0.75741445,1.10686156
-4.87143572,5.12262270,0.03074054,0.20826132,0.38756655,0.09392463,1.91292830,0.81397945,1.15850383
-4.86543272,5.42861719,0.03228551,0.22669369,0.41547173,0.10207387,2.02746717,0.87115407,1.21237801
-4.85942971,5.74315444,0.03386533,0.24597807,0.44350337,0.11048133,2.14406969,0.92841288,1.26809113
-4.85342671,6.06383183,0.03548561,0.26598476,0.47146148,0.11910000,2.26181070,0.98520857,1.32517192
-4.84742371,6.38799212,0.03715322,0.28656293,0.49914473,0.12787805,2.37970204,1.04098567,1.38307964
-4.84142071,6.71278176,0.03887637,0.30754270,0.52635530,0.13675969,2.49671744,1.09519508,1.44121525
-4.83541771,7.03521739,0.04066472,0.32873770,0.55290403,0.14568620,2.61181952,1.14730895,1.49893474
-4.82941471,7.35225852,0.04252946,0.34994838,0.57861567,0.15459705,2.72398812,1.19683515,1.55556424
-4.82341171,7.66088438,0.04448351,0.37096577,0.60333412,0.16343111,2.83224888,1.24333088,1.61041661
-4.81740870,7.95817231,0.04654157,0.39157569,0.62692746,0.17212797,2.93570093,1.28641488,1.66280909
-4.81140570,8.24137543,0.04872034,0.41156345,0.64929238,0.18062918,3.03354284,1.32577777,1.71208144
-4.80540270,8.50799669,0.05103849,0.43071871,0.67035805,0.18887957,3.12509561,1.36119004,1.75761420
-4.79939970,8.75585689,0.05351680,0.44884054,0.69008899,0.19682828,3.20982187,1.39250751,1.79884637
-4.79339670,8.98315409,0.05617801,0.46574251,0.70848679,0.20442983,3.28734044,1.41967401,1.83529201
-4.78739370,9.18851202,0.05904670,0.48125755,0.72559063,0.21164491,3.35743558,1.44272123,1.86655517
-4.78139070,9.37101549,0.06214890,0.49524257,0.74147625,0.21844084,3.42006046,1.46176577,1.89234243
-4.77538769,9.53023122,0.06551165,0.50758255,0.75625350,0.22479198,3.47533455,1.47700366,1.91247280
-4.76938469,9.66621277,0.06916229,0.51819401,0.77006234,0.23067961,3.52353491,1.48870248,1.92688409
-4.76338169,9.77948908,0.07312757,0.52702771,0.78306740,0.23609176,3.56508162,1.49719153,1.93563580
-4.75737869,9.87103669,0.07743261,0.53407043,0.79545127,0.24102260,3.60051784,1.50285046,1.93890790
-4.75137569,9.94223618,0.08209964,0.53934577,0.80740665,0.24547173,3.63048509,1.50609684,1.93699564
-4.74537269,9.99481437,0.08714666,0.54291384,0.81912772,0.24944316,3.65569480,1.50737309,1.93030029
-4.73936968,10.03077425,0.09258593,0.54486997,0.83080109,0.25294426,3.67689725,1.50713335,1.91931607
-4.73336668,10.05231518,0.09842250,0.54534220,0.84259663,0.25598454,3.69484897,1.50583061,1.90461367
-4.72736368,10.06174648,0.10465276,0.54448791,0.85465863,0.25857453,3.71028021,1.50390466,1.88682097
-4.72136068,10.06139788,0.11126305,0.54248943,0.86709776,0.26072457,3.72386353,1.50177105,1.86660152
-4.71535768,10.05353031,0.11822856,0.53954890,0.87998412,0.26244387,3.73618507,1.49981135,1.84463182
-4.70935468,10.04025080,0.12551239,0.53588249,0.89334180,0.26373965,3.74771958,1.49836494,1.82157807
-4.70335168,10.02343480,0.13306506,0.53171422,0.90714520,0.26461650,3.75881025,1.49772238,1.79807353
-4.69734867,10.00465923,0.14082437,0.52726951,0.92131734,0.26507600,3.76965427,1.49812032,1.77469732
-4.69134567,9.98514876,0.14871571,0.52276865,0.93573021,0.26511666,3.78029459,1.49973797,1.75195553
-4.68534267,9.96573751,0.15665291,0.51842056,0.95020732,0.26473404,3.79061821,1.50269498,1.73026548
-4.67933967,9.94684747,0.16453957,0.51441684,0.96452806,0.26392119,3.80036114,1.50705061,1.70994374
-4.67333667,9.92848427,0.17227085,0.51092639,0.97843412,0.26266932,3.80911950,1.51280404,1.69119825
-4.66733367,9.91025022,0.17973575,0.50809078,0.99163720,0.26096868,3.81636654,1.51989557,1.67412511
-4.66133067,9.89137373,0.18681975,0.50602051,1.00382810,0.25880960,3.82147460,1.52820881,1.65870969
-4.65532766,9.87075360,0.19340778,0.50479219,1.01468651,0.25618367,3.82374112,1.53757345,1.64483235
-4.64932466,9.84701605,0.19938742,0.50444683,1.02389123,0.25308498,3.82241769,1.54776892,1.63227807
-4.64332166,9.81858203,0.20465217,0.50498926,1.03113038,0.24951140,3.81674083,1.55852855,1.62074973
-4.63731866,9.78374185,0.20910469,0.50638860,1.03611111,0.24546582,3.80596343,1.56954462,1.60988426
-4.63131566,9.74073405,0.21265996,0.50857992,1.03856859,0.24095730,3.78938553,1.58047403,1.59927099
-4.62531266,9.68782543,0.21524809,0.51146692,1.03827388,0.23600216,3.76638346,1.59094495,1.58847123
-4.61930965,9.62338909,0.21681682,0.51492560,1.03504050,0.23062484,3.73643620,1.60056424,1.57703842
-4.61330665,9.54597769,0.21733349,0.51880871,1.02872949,0.22485857,3.69914813,1.60892590,1.56453784
-4.60730365,9.45438914,0.21678646,0.52295103,1.01925290,0.21874586,3.65426744,1.61562032,1.55056513
-4.60130065,9.34772266,0.21518588,0.52717508,1.00657574,0.21233865,3.60169970,1.62024439,1.53476292
-4.59529765,9.22542321,0.21256378,0.53129721,0.99071631,0.20569820,3.54151615,1.62241227,1.51683504
-4.58929465,9.08731299,0.20897350,0.53513384,0.97174521,0.19889473,3.47395659,1.62176645,1.49655762
-4.58329165,8.93360911,0.20448841,0.53850760,0.94978296,0.19200669,3.39942685,1.61798902,1.47378700
-4.57728864,8.76492704,0.19920000,0.54125312,0.92499655,0.18511971,3.31849101,1.61081240,1.44846411
-4.57128564,8.58226992,0.19321537,0.54322244,0.89759504,0.17832530,3.23185872,1.60002947,1.42061539
-4.56528264,8.38700439,0.18665423,0.54428958,0.86782436,0.17171926,3.14036806,1.58550228,1.39035025
-4.55927964,8.18082385,0.17964557,0.54435435,0.83596160,0.16539976,3.04496458,1.56716917,1.35785541
-4.55327664,7.96570067,0.17232389,0.54334506,0.80230885,0.15946536,2.94667712,1.54504968,1.32338650
-4.54727364,7.74382921,0.16482547,0.54122027,0.76718674,0.15401269,2.84659130,1.51924702,1.28725724
-4.54127064,7.51756156,0.15728448,0.53796929,0.73092800,0.14913415,2.74582149,1.48994783,1.24982684
-4.53526763,7.28933851,0.14982926,0.53361166,0.69387081,0.14491559,2.64548206,1.45741922,1.21148614
-4.52926463,7.06161821,0.14257883,0.52819550,0.65635255,0.14143390,2.54665900,1.42200298,1.17264310
-4.52326163,6.83680498,0.13563976,0.52179494,0.61870351,0.13875490,2.45038252,1.38410731,1.13370821
-4.51725863,6.61718107,0.12910350,0.51450677,0.58124115,0.13693130,2.35760186,1.34419637,1.09508038
-4.51125563,6.40484360,0.12304423,0.50644649,0.54426473,0.13600102,2.26916276,1.30277813,1.05713388
-4.50525263,6.20164914,0.11751739,0.49774389,0.50805045,0.13598583,2.18578850,1.26039101,1.02020677
-4.49924962,6.00916796,0.11255882,0.48853858,0.47284733,0.13689041,2.10806520,1.21759013,0.98459124
-4.49324662,5.82864945,0.10818457,0.47897548,0.43887375,0.13870189,2.03643151,1.17493368,0.95052615
