energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.60405663,0.02182172,0.00000000,0.02735596,0.29668707,0.40395850,0.58802134
-5.99399700,1.50112009,0.02144266,0.00000000,0.02488003,0.27891927,0.37552670,0.54744250
-5.98799400,1.41156157,0.02123503,0.00000000,0.02279611,0.26371823,0.34943817,0.51243252
-5.98199100,1.33520199,0.02118056,0.00000000,0.02111268,0.25107697,0.32574096,0.48288801
-5.97598799,1.27165747,0.02125887,0.00000000,0.01983242,0.24094813,0.30445794,0.45861539
-5.96998499,1.22036876,0.02144789,0.00000000,0.01895262,0.23324903,0.28558969,0.43934431
-5.96398199,1.18063073,0.02172454,0.00000000,0.01846556,0.22786662,0.26911678,0.42474131
-5.95797899,1.15162077,0.02206519,0.00000000,0.01835875,0.22466218,0.25500156,0.41442337
-5.95197599,1.13242519,0.02244630,0.00000000,0.01861529,0.22347559,0.24318918,0.40797062
-5.94597299,1.12206304,0.02284494,0.00000000,0.01921406,0.22412913,0.23360821,0.40493816
-5.93996998,1.11950709,0.02323931,0.00000000,0.02012994,0.22643073,0.22617065,0.40486654
-5.93396698,1.12370169,0.02360918,0.00000000,0.02133393,0.23017675,0.22077182,0.40729088
-5.92796398,1.13357792,0.02393630,0.00000000,0.02279342,0.23515440,0.21728997,0.41174862
-5.92196098,1.14806609,0.02420470,0.00000000,0.02447230,0.24114379,0.21558606,0.41778587
-5.91595798,1.16610622,0.02440092,0.00000000,0.02633131,0.24791985,0.21550372,0.42496255
-5.90995498,1.18665701,0.02451417,0.00000000,0.02832834,0.25525420,0.21686971,0.43285657
-5.90395198,1.20870376,0.02453638,0.00000000,0.03041894,0.26291709,0.21949478,0.44106711
-5.89794897,1.23126593,0.02446221,0.00000000,0.03255684,0.27067956,0.22317535,0.44921737
-5.89194597,1.25340470,0.02428893,0.00000000,0.03469473,0.27831591,0.22769580,0.45695684
-5.88594297,1.27423098,0.02401634,0.00000000,0.03678504,0.28560641,0.23283149,0.46396349
-5.87993997,1.29291404,0.02364652,0.00000000,0.03878088,0.29234047,0.23835249,0.46994578
-5.87393697,1.30869089,0.02318371,0.00000000,0.04063707,0.29831998,0.24402791,0.47464478
-5.86793397,1.32087633,0.02263399,0.00000000,0.04231122,0.30336300,0.24963071,0.47783624
-5.86193097,1.32887340,0.02200513,0.00000000,0.04376477,0.30730747,0.25494291,0.47933283
-5.85592796,1.33218400,0.02130635,0.00000000,0.04496403,0.31001496,0.25976086,0.47898624
-5.84992496,1.33041907,0.02054816,0.00000000,0.04588114,0.31137422,0.26390062,0.47668916
-5.84392196,1.32330801,0.01974215,0.00000000,0.04649487,0.31130436,0.26720305,0.47237698
-5.83791896,1.31070663,0.01890094,0.00000000,0.04679126,0.30975754,0.26953857,0.46602904
-5.83191596,1.29260330,0.01803806,0.00000000,0.04676405,0.30672103,0.27081131,0.45766930
-5.82591296,1.26912267,0.01716796,0.00000000,0.04641488,0.30221845,0.27096258,0.44736623
-5.81990995,1.24052673,0.01630595,0.00000000,0.04575330,0.29631018,0.26997358,0.43523192
-5.81390695,1.20721296,0.01546826,0.00000000,0.04479641,0.28909281,0.26786707,0.42142019
-5.80790395,1.16970939,0.01467214,0.00000000,0.04356840,0.28069776,0.26470821,0.40612390
-5.80190095,1.12866664,0.01393584,0.00000000,0.04209983,0.27128894,0.26060433,0.38957119
-5.79589795,1.08484710,0.01327876,0.00000000,0.04042668,0.26105958,0.25570370,0.37202106
-5.78989495,1.03911149,0.01272149,0.00000000,0.03858938,0.25022844,0.25019338,0.35375804
-5.78389195,0.99240309,0.01228580,0.00000000,0.03663161,0.23903535,0.24429612,0.33508644
-5.77788894,0.94573014,0.01199471,0.00000000,0.03459916,0.22773630,0.23826635,0.31632412
-5.77188594,0.90014674,0.01187236,0.00000000,0.03253870,0.21659825,0.23238547,0.29779600
-5.76588294,0.85673268,0.01194391,0.00000000,0.03049665,0.20589368,0.22695623,0.27982754
-5.75987994,0.81657255,0.01223530,0.00000000,0.02851804,0.19589515,0.22229656,0.26273830
-5.75387694,0.78073453,0.01277296,0.00000000,0.02664557,0.18686984,0.21873273,0.24683575
-5.74787394,0.75024907,0.01358334,0.00000000,0.02491869,0.17907419,0.21659193,0.23240933
-5.74187094,0.72608778,0.01469239,0.00000000,0.02337283,0.17274876,0.21619449,0.21972504
-5.73586793,0.70914257,0.01612489,0.00000000,0.02203879,0.16811325,0.21784554,0.20902042
-5.72986493,0.70020548,0.01790365,0.00000000,0.02094226,0.16536181,0.22182663,0.20050006
-5.72386193,0.69994923,0.02004870,0.00000000,0.02010340,0.16465868,0.22838701,0.19433170
-5.71785893,0.70890873,0.02257626,0.00000000,0.01953660,0.16613405,0.23773513,0.19064272
-5.71185593,0.72746406,0.02549780,0.00000000,0.01925033,0.16988045,0.25003031,0.18951739
-5.70585293,0.75582507,0.02881897,0.00000000,0.01924703,0.17594948,0.26537495,0.19099454
-5.69984992,0.79401829,0.03253870,0.00000000,0.01952319,0.18434914,0.28380763,0.19506593
-5.69384692,0.84187665,0.03664822,0.00000000,0.02006942,0.19504180,0.30529718,0.20167535
-5.68784392,0.89903263,0.04113035,0.00000000,0.02087061,0.20794297,0.32973841,0.21071840
-5.68184092,0.96491552,0.04595891,0.00000000,0.02190624,0.22292095,0.35694950,0.22204319
-5.67583792,1.03875343,0.05109843,0.00000000,0.02315071,0.23979755,0.38667152,0.23545196
-5.66983492,1.11958067,0.05650408,0.00000000,0.02457378,0.25835003,0.41857042,0.25070378
-5.66383192,1.20625084,0.06212199,0.00000000,0.02614114,0.27831417,0.45224145,0.26751827
-5.65782891,1.29745593,0.06788989,0.00000000,0.02781503,0.29938881,0.48721636,0.28558049
-5.65182591,1.39175138,0.07373813,0.00000000,0.02955501,0.32124161,0.52297320,0.30454702
-5.64582291,1.48758685,0.07959101,0.00000000,0.03131883,0.34351604,0.55894862,0.32405295
-5.63981991,1.58334200,0.08536851,0.00000000,0.03306333,0.36583959,0.59455242,0.34371996
-5.63381691,1.67736639,0.09098818,0.00000000,0.03474548,0.38783277,0.62918389,0.36316500
-5.62781391,1.76802225,0.09636732,0.00000000,0.03632338,0.40911877,0.66224943,0.38200954
-5.62181091,1.85372868,0.10142531,0.00000000,0.03775742,0.42933354,0.69318076,0.39988900
-5.61580790,1.93300550,0.10608585,0.00000000,0.03901124,0.44813562,0.72145304,0.41646205
-5.60980490,2.00451515,0.11027930,0.00000000,0.04005274,0.46521570,0.74660213,0.43141934
-5.60380190,2.06710068,0.11394474,0.00000000,0.04085498,0.48030524,0.76824011,0.44449149
-5.59779890,2.11981842,0.11703185,0.00000000,0.04139693,0.49318387,0.78606860,0.45545577
-5.59179590,2.16196358,0.11950245,0.00000000,0.04166401,0.50368537,0.79988887,0.46414138
-5.58579290,2.19308790,0.12133159,0.00000000,0.04164853,0.51170170,0.80960860,0.47043300
-5.57978989,2.21300838,0.12250831,0.00000000,0.04134978,0.51718516,0.81524470,0.47427247
-5.57378689,2.22180681,0.12303580,0.00000000,0.04077404,0.52014852,0.81692201,0.47565854
-5.56778389,2.21982018,0.12293114,0.00000000,0.03993421,0.52066295,0.81486809,0.47464475
-5.56178089,2.20762239,0.12222464,0.00000000,0.03884938,0.51885423,0.80940413,0.47133552
-5.55577789,2.18599840,0.12095866,0.00000000,0.03754408,0.51489703,0.80093237,0.46588072
-5.54977489,2.15591188,0.11918611,0.00000000,0.03604749,0.50900786,0.78992074,0.45846887
-5.54377189,2.11846802,0.11696870,0.00000000,0.03439239,0.50143685,0.77688526,0.44931951
-5.53776888,2.07487327,0.11437495,0.00000000,0.03261420,0.49245877,0.76237105,0.43867487
-5.53176588,2.02639374,0.11147801,0.00000000,0.03074982,0.48236376,0.74693270,0.42679144
-5.52576288,1.97431414,0.10835357,0.00000000,0.02883665,0.47144807,0.73111494,0.41393166
-5.51975988,1.91989886,0.10507775,0.00000000,0.02691155,0.46000523,0.71543436,0.40035611
-5.51375688,1.86435679,0.10172505,0.00000000,0.02500999,0.44831803,0.70036292,0.38631656
-5.50775388,1.80881103,0.09836663,0.00000000,0.02316522,0.43665150,0.68631379,0.37205002
-5.50175088,1.75427450,0.09506870,0.00000000,0.02140777,0.42524714,0.67363022,0.35777404
-5.49574787,1.70163200,0.09189123,0.00000000,0.01976495,0.41431864,0.66257761,0.34368334
-5.48974487,1.65162905,0.08888703,0.00000000,0.01826067,0.40404903,0.65333900,0.32994769
-5.48374187,1.60486742,0.08610106,0.00000000,0.01691536,0.39458936,0.64601413,0.31671123
-5.47773887,1.56180710,0.08357008,0.00000000,0.01574613,0.38605884,0.64062187,0.30409286
-5.47173587,1.52277397,0.08132269,0.00000000,0.01476700,0.37854631,0.63710577,0.29218776
-5.46573287,1.48797246,0.07937952,0.00000000,0.01398937,0.37211284,0.63534241,0.28106975
-5.45972986,1.45750224,0.07775377,0.00000000,0.01342250,0.36679537,0.63515204,0.27079429
-5.45372686,1.43137770,0.07645199,0.00000000,0.01307413,0.36261099,0.63631098,0.26140193
-5.44772386,1.40954910,0.07547487,0.00000000,0.01295106,0.35956168,0.63856511,0.25292190
-5.44172086,1.39192433,0.07481836,0.00000000,0.01305985,0.35763927,0.64164396,0.24537570
-5.43571786,1.37838985,0.07447466,0.00000000,0.01340728,0.35683019,0.64527451,0.23878045
-5.42971486,1.36882985,0.07443330,0.00000000,0.01400097,0.35711989,0.64919438,0.23315180
-5.42371186,1.36314264,0.07468218,0.00000000,0.01484967,0.35849657,0.65316354,0.22850625
-5.41770885,1.36125330,0.07520841,0.00000000,0.01596351,0.36095402,0.65697425,0.22486273
-5.41170585,1.36312199,0.07599909,0.00000000,0.01735408,0.36449338,0.66045870,0.22224345
-5.40570285,1.36874740,0.07704181,0.00000000,0.01903428,0.36912367,0.66349404,0.22067380
-5.39969985,1.37816515,0.07832492,0.00000000,0.02101796,0.37486104,0.66600469,0.22018151
-5.39369685,1.39144107,0.07983763,0.00000000,0.02331932,0.38172666,0.66796184,0.22079487
-5.38769385,1.40865973,0.08156973,0.00000000,0.02595221,0.38974344,0.66938014,0.22254033
-5.38169085,1.42990881,0.08351113,0.00000000,0.02892911,0.39893155,0.67031200,0.22543933
-5.37568784,1.45525992,0.08565127,0.00000000,0.03226003,0.40930311,0.67083966,0.22950477
-5.36968484,1.48474717,0.08797816,0.00000000,0.03595123,0.42085628,0.67106559,0.23473720
-5.36368184,1.51834454,0.09047754,0.00000000,0.04000399,0.43356905,0.67110181,0.24112080
