energy_ev,total_up,Bi_p_up,Bi_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.57378689,0.31883662,0.16490718,0.00123422,0.17481697,0.11311201,0.00021026,0.06961001
-5.56778389,0.30162591,0.15374012,0.00126316,0.16516315,0.10733047,0.00021038,0.06645375
-5.56178089,0.29151903,0.14598668,0.00133151,0.15956251,0.10417310,0.00021717,0.06477538
-5.55577789,0.28845139,0.14161075,0.00143952,0.15795135,0.10361600,0.00023061,0.06456515
-5.54977489,0.29233414,0.14056387,0.00158732,0.16025442,0.10562769,0.00025065,0.06580569
-5.54377189,0.30305038,0.14278434,0.00177496,0.16638299,0.11016760,0.00027725,0.06847103
-5.53776888,0.32044877,0.14819492,0.00200224,0.17623151,0.11718353,0.00031033,0.07252518
-5.53176588,0.34433510,0.15669973,0.00226868,0.18967303,0.12660825,0.00034976,0.07792035
-5.52576288,0.37446231,0.16818021,0.00257341,0.20655363,0.13835558,0.00039539,0.08459505
-5.51975988,0.41051991,0.18249079,0.00291501,0.22668661,0.15231614,0.00044697,0.09247210
-5.51375688,0.45212355,0.19945446,0.00329148,0.24984665,0.16835316,0.00050416,0.10145687
-5.50775388,0.49880564,0.21885867,0.00370014,0.27576464,0.18629867,0.00056654,0.11143581
-5.50175088,0.55000794,0.24045203,0.00413749,0.30412360,0.20595043,0.00063357,0.12227548
-5.49574787,0.60507706,0.26394203,0.00459928,0.33455621,0.22706992,0.00070457,0.13382234
-5.48974487,0.66326345,0.28899435,0.00508037,0.36664436,0.24938173,0.00077875,0.14590322
-5.48374187,0.72372462,0.31523391,0.00557485,0.39992098,0.27257450,0.00085520,0.15832680
-5.47773887,0.78553296,0.34224781,0.00607604,0.43387457,0.29630366,0.00093289,0.17088597
-5.47173587,0.84768834,0.36959049,0.00657661,0.46795618,0.32019601,0.00101067,0.18336118
-5.46573287,0.90913541,0.39679086,0.00706871,0.50158916,0.34385610,0.00108734,0.19552465
-5.45972986,0.96878514,0.42336144,0.00754412,0.53418105,0.36687436,0.00116160,0.20714537
-5.45372686,1.02554020,0.44880920,0.00799449,0.56513769,0.38883660,0.00123217,0.21799475
-5.44772386,1.07832294,0.47264770,0.00841152,0.59387857,0.40933466,0.00129775,0.22785259
-5.44172086,1.12610521,0.49441013,0.00878724,0.61985316,0.42797785,0.00135708,0.23651324
-5.43571786,1.16793845,0.51366263,0.00911421,0.64255733,0.44440441,0.00140899,0.24379168
-5.42971486,1.20298290,0.53001738,0.00938579,0.66154909,0.45829284,0.00145242,0.24952916
-5.42371186,1.23053437,0.54314469,0.00959633,0.67646298,0.46937226,0.00148649,0.25359812
-5.41770885,1.25004730,0.55278364,0.00974139,0.68702224,0.47743144,0.00151045,0.25590628
-5.41170585,1.26115301,0.55875065,0.00981785,0.69304830,0.48232594,0.00152381,0.25639959
-5.40570285,1.26367196,0.56094554,0.00982407,0.69446683,0.48398311,0.00152628,0.25506381
-5.39969985,1.25761955,0.55935466,0.00975990,0.69131022,0.48240446,0.00151778,0.25192486
-5.39369685,1.24320492,0.55405106,0.00962670,0.68371618,0.47766547,0.00149852,0.24704770
-5.38769385,1.22082284,0.54519150,0.00942733,0.67192246,0.46991261,0.00146889,0.24053387
-5.38169085,1.19103903,0.53301047,0.00916597,0.65625801,0.45935789,0.00142953,0.23251783
-5.37568784,1.15456944,0.51781153,0.00884805,0.63713089,0.44627097,0.00138125,0.22316225
-5.36968484,1.11225470,0.49995632,0.00848002,0.61501352,0.43096940,0.00132503,0.21265251
-5.36368184,1.06503072,0.47985178,0.00806913,0.59042594,0.41380730,0.00126198,0.20119057
-5.35767884,1.01389697,0.45793622,0.00762323,0.56391796,0.39516311,0.00119331,0.18898861
-5.35167584,0.95988387,0.43466481,0.00715051,0.53605083,0.37542688,0.00112029,0.17626267
-5.34567284,0.90402064,0.41049533,0.00665923,0.50737951,0.35498778,0.00104419,0.16322656
-5.33966983,0.84730520,0.38587451,0.00615752,0.47843610,0.33422230,0.00096629,0.15008626
-5.33366683,0.79067717,0.36122592,0.00565317,0.44971520,0.31348366,0.00088778,0.13703506
-5.32766383,0.73499511,0.33693952,0.00515343,0.42166186,0.29309280,0.00080981,0.12424956
-5.32166083,0.68101869,0.31336356,0.00466485,0.39466236,0.27333137,0.00073338,0.11188669
-5.31565783,0.62939636,0.29079882,0.00419322,0.36903822,0.25443674,0.00065940,0.10008168
-5.30965483,0.58065855,0.26949551,0.00374345,0.34504350,0.23659935,0.00058864,0.08894709
-5.30365183,0.53521648,0.24965258,0.00331953,0.32286526,0.21996212,0.00052170,0.07857281
-5.29764882,0.49336611,0.23141956,0.00292459,0.30262700,0.20462200,0.00045906,0.06902692
-5.29164582,0.45529660,0.21490038,0.00256087,0.28439468,0.19063329,0.00040104,0.06035729
-5.28564282,0.42110260,0.20015906,0.00222982,0.26818490,0.17801246,0.00034784,0.05259378
-5.27963982,0.39079935,0.18722665,0.00193216,0.25397461,0.16674423,0.00029954,0.04575082
-5.27363682,0.36433969,0.17610910,0.00166799,0.24171179,0.15678829,0.00025609,0.03983032
-5.26763382,0.34163188,0.16679552,0.00143688,0.23132652,0.14808651,0.00021737,0.03482460
-5.26163082,0.32255724,0.15926622,0.00123801,0.22274171,0.14057005,0.00018319,0.03071928
-5.25562781,0.30698679,0.15350034,0.00107024,0.21588308,0.13416612,0.00015327,0.02749593
-5.24962481,0.29479588,0.14948232,0.00093223,0.21068774,0.12880400,0.00012732,0.02513444
-5.24362181,0.28587627,0.14720717,0.00082253,0.20711105,0.12442017,0.00010500,0.02361492
-5.23761881,0.28014511,0.14668399,0.00073964,0.20513136,0.12096210,0.00008598,0.02291910
-5.23161581,0.27755038,0.14793775,0.00068209,0.20475249,0.11839089,0.00006990,0.02303124
-5.22561281,0.27807270,0.15100908,0.00064845,0.20600377,0.11668242,0.00005641,0.02393840
-5.21960980,0.28172352,0.15595216,0.00063739,0.20893771,0.11582715,0.00004521,0.02563022
-5.21360680,0.28853972,0.16283070,0.00064767,0.21362541,0.11582862,0.00003596,0.02809810
-5.20760380,0.29857521,0.17171226,0.00067812,0.22014989,0.11670079,0.00002841,0.03133400
-5.20160080,0.31188976,0.18266118,0.00072766,0.22859783,0.11846436,0.00002228,0.03532875
-5.19559780,0.32853590,0.19573033,0.00079523,0.23904991,0.12114232,0.00001734,0.04007009
-5.18959480,0.34854443,0.21095232,0.00087978,0.25157049,0.12475507,0.00001341,0.04554050
-5.18359180,0.37190948,0.22833035,0.00098021,0.26619691,0.12931522,0.00001029,0.05171496
-5.17758879,0.39857385,0.24782951,0.00109533,0.28292924,0.13482258,0.00000784,0.05855872
-5.17158579,0.42841557,0.26936869,0.00122382,0.30172085,0.14125938,0.00000593,0.06602534
-5.16558279,0.46123647,0.29281396,0.00136419,0.32247042,0.14858629,0.00000445,0.07405500
-5.15957979,0.49675347,0.31797357,0.00151475,0.34501600,0.15673916,0.00000332,0.08257322
-5.15357679,0.53459337,0.34459518,0.00167360,0.36913133,0.16562696,0.00000246,0.09149026
-5.14757379,0.57429146,0.37236562,0.00183861,0.39452499,0.17513098,0.00000181,0.10070106
-5.14157079,0.61529456,0.40091327,0.00200742,0.42084249,0.18510529,0.00000132,0.11008598
-5.13556778,0.65696836,0.42981337,0.00217747,0.44767136,0.19537867,0.00000096,0.11951231
-5.12956478,0.69860917,0.45859601,0.00234604,0.47454928,0.20575789,0.00000069,0.12883644
-5.12356178,0.73945977,0.48675673,0.00251029,0.50097490,0.21603226,0.00000049,0.13790686
-5.11755878,0.77872877,0.51376949,0.00266733,0.52642118,0.22597921,0.00000035,0.14656769
-5.11155578,0.81561282,0.53910127,0.00281426,0.55035055,0.23537090,0.00000025,0.15466280
-5.10555278,0.84932084,0.56222809,0.00294831,0.57223142,0.24398128,0.00000017,0.16204020
-5.09954977,0.87909916,0.58265149,0.00306685,0.59155537,0.25159362,0.00000012,0.16855667
-5.09354677,0.90425652,0.59991497,0.00316752,0.60785410,0.25800788,0.00000009,0.17408231
-5.08754377,0.92418784,0.61361946,0.00324831,0.62071556,0.26304786,0.00000007,0.17850487
-5.08154077,0.93839572,0.62343735,0.00330761,0.62979851,0.26656766,0.00000005,0.18173362
-5.07553777,0.94650851,0.62912423,0.00334426,0.63484469,0.26845719,0.00000005,0.18370269
-5.06953477,0.94829447,0.63052788,0.00335765,0.63568824,0.26864656,0.00000004,0.18437347
-5.06353177,0.94367103,0.62759416,0.00334772,0.63226191,0.26710914,0.00000005,0.18373628
-5.05752876,0.93270909,0.62036948,0.00331496,0.62459969,0.26386314,0.00000006,0.18181093
-5.05152576,0.91563211,0.60899975,0.00326046,0.61283595,0.25897181,0.00000008,0.17864639
-5.04552276,0.89281016,0.59372603,0.00318585,0.59720111,0.25254222,0.00000010,0.17431938
-5.03951976,0.86474935,0.57487704,0.00309331,0.57801410,0.24472272,0.00000014,0.16893216
-5.03351676,0.83207726,0.55285900,0.00298548,0.55567214,0.23569931,0.00000019,0.16260943
-5.02751376,0.79552520,0.52814331,0.00286544,0.53063824,0.22569122,0.00000025,0.15549466
-5.02151076,0.75590820,0.50125274,0.00273665,0.50342722,0.21494573,0.00000033,0.14774591
-5.01550775,0.71410367,0.47274671,0.00260288,0.47459078,0.20373276,0.00000044,0.13953140
-5.00950475,0.67102984,0.44320647,0.00246813,0.44470243,0.19233936,0.00000058,0.13102494
-5.00350175,0.62762470,0.41322065,0.00233660,0.41434282,0.18106426,0.00000076,0.12240146
-4.99749875,0.58482648,0.38337188,0.00221258,0.38408615,0.17021291,0.00000099,0.11383287
-4.99149575,0.54355601,0.35422483,0.00210044,0.35448803,0.16009288,0.00000128,0.10548414
-4.98549275,0.50470168,0.32631613,0.00200458,0.32607520,0.15100993,0.00000164,0.09750998
-4.97948974,0.46910703,0.30014613,0.00192935,0.29933728,0.14326461,0.00000209,0.09005205
-4.97348674,0.43756102,0.27617293,0.00187903,0.27472064,0.13714942,0.00000266,0.08323666
-4.96748374,0.41079097,0.25480819,0.00185781,0.25262430,0.13294646,0.00000336,0.07717315
-4.96148074,0.38945755,0.23641483,0.00186973,0.23339768,0.13092526,0.00000421,0.07195276
-4.95547774,0.37415163,0.22130628,0.00191867,0.21734002,0.13134090,0.00000526,0.06764792
-4.94947474,0.36539234,0.20974686,0.00200827,0.20470092,0.13443194,0.00000654,0.06431212
-4.94347174,0.36362575,0.20195299,0.00214193,0.19568191,0.14041820,0.00000808,0.06197999
-4.93746873,0.36922380,0.19809490,0.00232274,0.19043843,0.14949816,0.00000994,0.06066774
-4.93146573,0.38248290,0.19829845,0.00255340,0.18908202,0.16184581,0.00001216,0.06037380
-4.92546273,0.40362200,0.20264681,0.00283621,0.19168239,0.17760714,0.00001482,0.06107969
-4.91945973,0.43277990,0.21118172,0.00317295,0.19826910,0.19689599,0.00001798,0.06275094
-4.91345673,0.47001175,0.22390442,0.00356479,0.20883284,0.21978961,0.00002171,0.06533828
-4.90745373,0.51528511,0.24077594,0.00401230,0.22332607,0.24632395,0.00002612,0.06877885
-4.90145073,0.56847565,0.26171700,0.00451528,0.24166321,0.27648911,0.00003129,0.07299761
-4.89544772,0.62936303,0.28660767,0.00507277,0.26372043,0.31022491,0.00003735,0.07790889
-4.88944472,0.69762759,0.31528679,0.00568295,0.28933530,0.34741731,0.00004440,0.08341815
-4.88344172,0.77284823,0.34755166,0.00634316,0.31830629,0.38789569,0.00005259,0.08942385
-4.87743872,0.85450216,0.38315794,0.00704985,0.35039276,0.43143144,0.00006207,0.09581959
-4.87143572,0.94196704,0.42182032,0.00779861,0.38531527,0.47773817,0.00007299,0.10249637
-4.86543272,1.03452574,0.46321389,0.00858425,0.42275670,0.52647356,0.00008551,0.10934495
-4.85942971,1.13137404,0.50697651,0.00940081,0.46236426,0.57724323,0.00009982,0.11625835
-4.85342671,1.23163125,0.55271220,0.01024172,0.50375254,0.62960633,0.00011609,0.12313430
-4.84742371,1.33435358,0.59999560,0.01109987,0.54650752,0.68308294,0.00013451,0.12987756
-4.84142071,1.43854983,0.64837733,0.01196781,0.59019164,0.73716301,0.00015525,0.13640211
-4.83541771,1.54319880,0.69739016,0.01283785,0.63434977,0.79131637,0.00017847,0.14263293
-4.82941471,1.64726777,0.74655571,0.01370224,0.67851582,0.84500358,0.00020433,0.14850750
-4.82341171,1.74973111,0.79539141,0.01455334,0.72221984,0.89768693,0.00023294,0.15397666
-4.81740870,1.84958823,0.84341756,0.01538372,0.76499525,0.94884125,0.00026440,0.15900499
-4.81140570,1.94588002,0.89016390,0.01618631,0.80638598,0.99796389,0.00029874,0.16357055
-4.80540270,2.03770302,0.93517570,0.01695451,0.84595324,1.04458347,0.00033595,0.16766401
-4.79939970,2.12422071,0.97801908,0.01768222,0.88328161,1.08826705,0.00037595,0.17128722
-4.79339670,2.20467172,1.01828533,0.01836391,0.91798427,1.12862541,0.00041861,0.17445127
-4.78739370,2.27837459,1.05559428,0.01899462,0.94970739,1.16531632,0.00046369,0.17717416
-4.78139070,2.34472951,1.08959667,0.01956994,0.97813339,1.19804593,0.00051088,0.17947817
-4.77538769,2.40321714,1.11997573,0.02008594,1.00298328,1.22656825,0.00055978,0.18138721
-4.76938469,2.45339535,1.14644803,0.02053919,1.02401812,1.25068326,0.00060992,0.18292416
-4.76338169,2.49489452,1.16876396,0.02092659,1.04103972,1.27023381,0.00066072,0.18410846
-4.75737869,2.52741223,1.18670800,0.02124541,1.05389088,1.28510203,0.00071155,0.18495413
-4.75137569,2.55070836,1.20009911,0.02149320,1.06245519,1.29520553,0.00076171,0.18546830
-4.74537269,2.56460123,1.20879150,0.02166774,1.06665680,1.30049398,0.00081044,0.18565032
-4.73936968,2.56896553,1.21267574,0.02176709,1.06646022,1.30094652,0.00085697,0.18549164
-4.73336668,2.56373255,1.21168066,0.02178958,1.06187028,1.29657027,0.00090051,0.18497634
-4.72736368,2.54889280,1.20577570,0.02173387,1.05293240,1.28740006,0.00094030,0.18408235
-4.72136068,2.52450107,1.19497382,0.02159908,1.03973304,1.27349969,0.00097562,0.18278329
-4.71535768,2.49068353,1.17933468,0.02138483,1.02240044,1.25496423,0.00100581,0.18105080
-4.70935468,2.44764627,1.15896795,0.02109145,1.00110530,1.23192354,0.00103032,0.17885723
-4.70335168,2.39568463,1.13403618,0.02072004,0.97606147,1.20454632,0.00104872,0.17617848
-4.69734867,2.33519220,1.10475722,0.02027267,0.94752619,1.17304440,0.00106073,0.17299696
-4.69134567,2.26666879,1.07140558,0.01975244,0.91579990,1.13767679,0.00106622,0.16930425
-4.68534267,2.19072614,1.03431245,0.01916366,0.88122522,1.09875294,0.00106526,0.16510361
-4.67933967,2.10809085,0.99386429,0.01851181,0.84418504,1.05663477,0.00105810,0.16041190
-4.67333667,2.01960363,0.95049961,0.01780368,0.80509957,1.01173709,0.00104518,0.15526104
-4.66733367,1.92621453,0.90470408,0.01704725,0.76442228,0.96452617,0.00102716,0.14969879
-4.66133067,1.82897406,0.85700382,0.01625170,0.72263474,0.91551623,0.00100487,0.14378887
-4.65532766,1.72902012,0.80795722,0.01542726,0.68024045,0.86526394,0.00097933,0.13761042
-4.64932466,1.62756122,0.75814534,0.01458507,0.63775781,0.81436098,0.00095176,0.13125681
-4.64332166,1.52585650,0.70816139,0.01373696,0.59571238,0.76342489,0.00092349,0.12483385
-4.63731866,1.42519324,0.65859961,0.01289530,0.55462867,0.71308856,0.00089602,0.11845757
-4.63131566,1.32686270,0.61004389,0.01207265,0.51502172,0.66398878,0.00087094,0.11225150
-4.62531266,1.23213527,0.56305659,0.01128160,0.47738867,0.61675419,0.00084992,0.10634375
-4.61930965,1.14223552,0.51816803,0.01053443,0.44220059,0.57199314,0.00083471,0.10086380
-4.61330665,1.05831824,0.47586674,0.00984293,0.40989461,0.53028174,0.00082705,0.09593925
-4.60730365,0.98144589,0.43659098,0.00921804,0.38086675,0.49215262,0.00082868,0.09169252
-4.60130065,0.91256807,0.40072153,0.00866973,0.35546525,0.45808446,0.00084132,0.08823768
-4.59529765,0.85250344,0.36857593,0.00820671,0.33398467,0.42849262,0.00086658,0.08567731
-4.58929465,0.80192417,0.34040419,0.00783625,0.31666077,0.40372106,0.00090596,0.08409966
-4.58329165,0.76134322,0.31638596,0.00756404,0.30366604,0.38403541,0.00096079,0.08357595
-4.57728864,0.73110430,0.29662899,0.00739404,0.29510603,0.36961749,0.00103221,0.08415801
-4.57128564,0.71137465,0.28116892,0.00732833,0.29101645,0.36056106,0.00112109,0.08587626
-4.56528264,0.70214049,0.26997014,0.00736709,0.29136104,0.35686892,0.00122803,0.08873795
-4.55927964,0.70320518,0.26292772,0.00750850,0.29603026,0.35845140,0.00135329,0.09272601
-4.55327664,0.71419018,0.25987024,0.00774875,0.30484097,0.36512616,0.00149676,0.09779816
-4.54727364,0.73453882,0.26056355,0.00808202,0.31753718,0.37661944,0.00165792,0.10388672
-4.54127064,0.76352312,0.26471534,0.00850060,0.33379198,0.39256892,0.00183580,0.11089892
-4.53526763,0.80025373,0.27198054,0.00899488,0.35321093,0.41252817,0.00202900,0.11871787
-4.52926463,0.84369347,0.28196762,0.00955359,0.37533699,0.43597291,0.00223565,0.12720424
-4.52326163,0.89267423,0.29424572,0.01016392,0.39965705,0.46230922,0.00245342,0.13619859
-4.51725863,0.94591776,0.30835277,0.01081177,0.42561044,0.49088361,0.00267953,0.14552447
-4.51125563,1.00205996,0.32380435,0.01148201,0.45259899,0.52099519,0.00291082,0.15499220
-4.50525263,1.05967876,0.34010348,0.01215883,0.47999904,0.55190967,0.00314378,0.16440324
-4.49924962,1.11732498,0.35675107,0.01282603,0.50717479,0.58287506,0.00337462,0.17355510
-4.49324662,1.17355572,0.37325695,0.01346748,0.53349309,0.61313884,0.00359937,0.18224670
-4.48724362,1.22696932,0.38915119,0.01406744,0.55833895,0.64196609,0.00381393,0.19028384
-4.48124062,1.27624105,0.40399539,0.01461102,0.58113150,0.66865813,0.00401426,0.19748489
-4.47523762,1.32015810,0.41739372,0.01508457,0.60133972,0.69257094,0.00419644,0.20368612
-4.46923462,1.35765283,0.42900315,0.01547603,0.61849744,0.71313294,0.00435677,0.20874674
-4.46323162,1.38783279,0.43854264,0.01577529,0.63221684,0.72986107,0.00449195,0.21255333
-4.45722861,1.41000633,0.44580075,0.01597447,0.64219994,0.74237481,0.00459913,0.21502346
-4.45122561,1.42370259,0.45064148,0.01606813,0.64824752,0.75040739,0.00467605,0.21610826
-4.44522261,1.42868490,0.45300790,0.01605343,0.65026504,0.75381357,0.00472107,0.21579400
-4.43921961,1.42495697,0.45292344,0.01593021,0.64826518,0.75257378,0.00473328,0.21410238
-4.43321661,1.41276148,0.45049077,0.01570094,0.64236686,0.74679426,0.00471250,0.21108967
-4.42721361,1.39257096,0.44588811,0.01537064,0.63279077,0.73670326,0.00465935,0.20684464
-4.42121061,1.36507147,0.43936328,0.01494672,0.61985149,0.72264330,0.00457517,0.20148537
-4.41520760,1.33113963,0.43122561,0.01443870,0.60394664,0.70506003,0.00446202,0.19515514
-4.40920460,1.29181412,0.42183609,0.01385797,0.58554336,0.68448798,0.00432268,0.18801756
-4.40320160,1.24826284,0.41159604,0.01321740,0.56516294,0.66153407,0.00416047,0.18025105
-4.39719860,1.20174724,0.40093508,0.01253099,0.54336406,0.63685936,0.00397928,0.17204315
-4.39119560,1.15358538,0.39029856,0.01181351,0.52072547,0.61116011,0.00378340,0.16358460
-4.38519260,1.10511518,0.38013526,0.01108012,0.49782887,0.58514875,0.00357749,0.15506374
-4.37918959,1.05765951,0.37088565,0.01034601,0.47524262,0.55953574,0.00336641,0.14666120
-4.37318659,1.01249435,0.36297134,0.00962611,0.45350698,0.53501276,0.00315519,0.13854519
-4.36718359,0.97082108,0.35678598,0.00893481,0.43312131,0.51223812,0.00294896,0.13086762
-4.36118059,0.93374380,0.35268784,0.00828570,0.41453375,0.49182451,0.00275281,0.12376097
-4.35517759,0.90225209,0.35099440,0.00769143,0.39813361,0.47432962,0.00257182,0.11733612
-4.34917459,0.87720939,0.35197887,0.00716354,0.38424646,0.46024949,0.00241095,0.11168115
-4.34317159,0.85934679,0.35586854,0.00671241,0.37313207,0.45001466,0.00227508,0.10686093
-4.33716858,0.84926175,0.36284489,0.00634714,0.36498490,0.44398881,0.00216895,0.10291768
-4.33116558,0.84742108,0.37304511,0.00607559,0.35993678,0.44246949,0.00209716,0.09987214
-4.32516258,0.85416709,0.38656463,0.00590432,0.35806162,0.44569048,0.00206421,0.09772533
-4.31915958,0.86972604,0.40346041,0.00583860,0.35938140,0.45382521,0.00207445,0.09646082
-4.31315658,0.89421765,0.42375433,0.00588240,0.36387310,0.46699078,0.00213215,0.09604723
-4.30715358,0.92766468,0.44743656,0.00603836,0.37147616,0.48525185,0.00224143,0.09644079
