energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-4.42121061,5.36578214,0.23140539,0.00238193,0.02031293,3.81730028,3.29999660,2.06990245
-4.41520760,5.32685099,0.23688127,0.00239392,0.02033304,3.77674831,3.25964653,2.01969303
-4.40920460,5.30219596,0.24344725,0.00241318,0.02040574,3.74665598,3.23164773,1.97166172
-4.40320160,5.29068086,0.25087178,0.00243797,0.02051692,3.72668048,3.21542813,1.92597082
-4.39719860,5.29086074,0.25890501,0.00246655,0.02065349,3.71622577,3.21010688,1.88271464
-4.39119560,5.30102322,0.26728551,0.00249720,0.02080394,3.71445735,3.21451225,1.84192316
-4.38519260,5.31924360,0.27574720,0.00252832,0.02095895,3.72032903,3.22721396,1.80357099
-4.37918959,5.34345232,0.28402653,0.00255844,0.02111187,3.73262106,3.24656946,1.76759108
-4.37318659,5.37151260,0.29186959,0.00258631,0.02125907,3.74998845,3.27078273,1.73389263
-4.36718359,5.40130518,0.29903898,0.00261090,0.02140027,3.77101754,3.29797336,1.70238193
-4.36118059,5.43081670,0.30532027,0.00263150,0.02153865,3.79428823,3.32625306,1.67298491
-4.35517759,5.45822763,0.31052786,0.00264766,0.02168091,3.81843920,3.35380603,1.64566995
-4.34917459,5.48199561,0.31450995,0.00265931,0.02183713,3.84223265,3.37896939,1.62046938
-4.34317159,5.50093002,0.31715263,0.00266664,0.02202052,3.86461555,3.40030952,1.59749812
-4.33716858,5.51425375,0.31838272,0.00267020,0.02224711,3.88477397,3.41669048,1.57696816
-4.33116558,5.52164892,0.31816946,0.00267083,0.02253515,3.90217767,3.42733076,1.55919756
-4.32516258,5.52328351,0.31652487,0.00266961,0.02290462,3.91661240,3.43184514,1.54461313
-4.31915958,5.51981719,0.31350275,0.00266787,0.02337646,3.92819785,3.43026933,1.53374612
-4.31315658,5.51238523,0.30919644,0.00266710,0.02397182,3.93739010,3.42306562,1.52722072
-4.30715358,5.50256061,0.30373535,0.00266891,0.02471127,3.94496783,3.41110900,1.52573560
