energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,2.23779416,0.09237922,0.00061255,0.04109903,1.38021926,0.69009198,0.84472586
-5.99399700,2.18852497,0.08961101,0.00057642,0.04110338,1.35430495,0.65877853,0.84069269
-5.98799400,2.14007943,0.08667617,0.00054091,0.04108376,1.32926543,0.63031459,0.83675603
-5.98199100,2.09302246,0.08362487,0.00050638,0.04104783,1.30537739,0.60457375,0.83310869
-5.97598799,2.04787692,0.08050526,0.00047315,0.04100191,1.28288889,0.58143772,0.82991690
-5.96998499,2.00509937,0.07736188,0.00044156,0.04095061,1.26200670,0.56079255,0.82731322
-5.96398199,1.96506111,0.07423448,0.00041194,0.04089665,1.24288655,0.54252469,0.82539158
-5.95797899,1.92803481,0.07115715,0.00038456,0.04084081,1.22562661,0.52651728,0.82420469
-5.95197599,1.89418729,0.06815781,0.00035967,0.04078195,1.21026441,0.51264703,0.82376359
-5.94597299,1.86357801,0.06525806,0.00033750,0.04071723,1.19677704,0.50078199,0.82403927
-5.93996998,1.83616300,0.06247333,0.00031818,0.04064226,1.18508432,0.49078020,0.82496611
-5.93396698,1.81180336,0.05981326,0.00030183,0.04055149,1.17505452,0.48248931,0.82644662
-5.92796398,1.79027734,0.05728236,0.00028850,0.04043849,1.16651199,0.47574722,0.82835734
-5.92196098,1.77129525,0.05488076,0.00027820,0.04029630,1.15924634,0.47038349,0.83055529
-5.91595798,1.75451587,0.05260506,0.00027088,0.04011780,1.15302221,0.46622146,0.83288472
-5.90995498,1.73956359,0.05044923,0.00026649,0.03989596,1.14758952,0.46308091,0.83518383
-5.90395198,1.72604554,0.04840545,0.00026490,0.03962419,1.14269343,0.46078115,0.83729122
-5.89794897,1.71356777,0.04646492,0.00026599,0.03929649,1.13808375,0.45914427,0.83905179
-5.89194597,1.70175023,0.04461859,0.00026961,0.03890768,1.13352353,0.45799851,0.84032215
-5.88594297,1.69024005,0.04285771,0.00027562,0.03845351,1.12879672,0.45718159,0.84097524
-5.87993997,1.67872287,0.04117436,0.00028387,0.03793079,1.12371451,0.45654387,0.84090430
-5.87393697,1.66693218,0.03956176,0.00029420,0.03733740,1.11812068,0.45595130,0.84002606
-5.86793397,1.65465650,0.03801455,0.00030649,0.03667235,1.11189554,0.45528797,0.83828319
-5.86193097,1.64174446,0.03652894,0.00032062,0.03593581,1.10495869,0.45445826,0.83564594
-5.85592796,1.62810770,0.03510275,0.00033649,0.03512911,1.09727045,0.45338849,0.83211301
-5.84992496,1.61372165,0.03373547,0.00035403,0.03425471,1.08883206,0.45202797,0.82771148
-5.84392196,1.59862429,0.03242819,0.00037317,0.03331623,1.07968447,0.45034941,0.82249591
-5.83791896,1.58291276,0.03118355,0.00039388,0.03231841,1.06990586,0.44834871,0.81654643
-5.83191596,1.56673817,0.03000574,0.00041611,0.03126706,1.05960793,0.44604398,0.80996592
-5.82591296,1.55029862,0.02890042,0.00043985,0.03016908,1.04893098,0.44347401,0.80287620
-5.81990995,1.53383081,0.02787471,0.00046506,0.02903236,1.03803794,0.44069605,0.79541345
-5.81390695,1.51760066,0.02693724,0.00049173,0.02786571,1.02710774,0.43778323,0.78772291
-5.80790395,1.50189336,0.02609821,0.00051980,0.02667878,1.01632819,0.43482156,0.77995306
-5.80190095,1.48700355,0.02536951,0.00054924,0.02548194,1.00588885,0.43190685,0.77224977
-5.79589795,1.47322628,0.02476491,0.00057995,0.02428613,0.99597436,0.42914181,0.76475050
-5.78989495,1.46084955,0.02430026,0.00061186,0.02310274,0.98675876,0.42663335,0.75757916
-5.78389195,1.45014899,0.02399381,0.00064486,0.02194346,0.97840119,0.42449059,0.75084183
-5.77788894,1.44138540,0.02386649,0.00067884,0.02082005,0.97104359,0.42282352,0.74462388
-5.77188594,1.43480558,0.02394226,0.00071366,0.01974429,0.96481056,0.42174263,0.73898854
-5.76588294,1.43064666,0.02424849,0.00074921,0.01872774,0.95981170,0.42135956,0.73397740
-5.75987994,1.42914387,0.02481624,0.00078541,0.01778166,0.95614647,0.42178869,0.72961262
-5.75387694,1.43054148,0.02568062,0.00082220,0.01691691,0.95391129,0.42314961,0.72590095
-5.74787394,1.43510622,0.02688095,0.00085959,0.01614383,0.95320867,0.42557035,0.72283936
-5.74187094,1.44314216,0.02846087,0.00089764,0.01547216,0.95415760,0.42919086,0.72042177
-5.73586793,1.45500601,0.03046830,0.00093654,0.01491105,0.95690461,0.43416663,0.71864648
-5.72986493,1.47112125,0.03295515,0.00097656,0.01446894,0.96163450,0.44067184,0.71752383
-5.72386193,1.49198976,0.03597684,0.00101810,0.01415353,0.96857981,0.44890165,0.71708321
-5.71785893,1.51819945,0.03959155,0.00106170,0.01397177,0.97802801,0.45907311,0.71737904
-5.71185593,1.55042638,0.04385922,0.00110804,0.01392974,0.99032559,0.47142442,0.71849501
-5.70585293,1.58943053,0.04884017,0.00115791,0.01403255,1.00587811,0.48621206,0.72054613
-5.69984992,1.63604427,0.05459356,0.00121225,0.01428426,1.02514580,0.50370565,0.72367825
-5.69384692,1.69115317,0.06117547,0.00127212,0.01468773,1.04863428,0.52418051,0.72806485
-5.68784392,1.75566948,0.06863689,0.00133864,0.01524439,1.07688042,0.54790784,0.73390125
-5.68184092,1.83049882,0.07702148,0.00141303,0.01595411,1.11043374,0.57514296,0.74139637
-5.67583792,1.91650128,0.08636325,0.00149650,0.01681499,1.14983385,0.60611193,0.75076245
-5.66983492,2.01444874,0.09668438,0.00159028,0.01782314,1.19558506,0.64099716,0.76220354
-5.66383192,2.12498027,0.10799302,0.00169553,0.01897254,1.24812924,0.67992266,0.77590326
-5.65782891,2.24855811,0.12028143,0.00181332,0.02025490,1.30781842,0.72293981,0.79201281
-5.65182591,2.38542676,0.13352448,0.00194459,0.02165959,1.37488869,0.77001445,0.81064007
-5.64582291,2.53557747,0.14767853,0.00209007,0.02317365,1.44943692,0.82101618,0.83184059
-5.63981991,2.69872074,0.16268091,0.00225032,0.02478186,1.53140174,0.87571055,0.85561110
-5.63381691,2.87426861,0.17845000,0.00242560,0.02646696,1.62055025,0.93375501,0.88188628
-5.62781391,3.06132845,0.19488599,0.00261595,0.02820988,1.71647140,0.99469901,0.91053907
-5.62181091,3.25870916,0.21187220,0.00282109,0.02999017,1.81857679,1.05798863,0.94138457
-5.61580790,3.46494006,0.22927718,0.00304044,0.03178639,1.92610920,1.12297587,0.97418754
-5.60980490,3.67830205,0.24695722,0.00327315,0.03357669,2.03815883,1.18893242,1.00867315
-5.60380190,3.89687005,0.26475949,0.00351804,0.03533936,2.15368653,1.25506760,1.04454022
-5.59779890,4.11856464,0.28252545,0.00377372,0.03705339,2.27155324,1.32054967,1.08147634
-5.59179590,4.34121081,0.30009444,0.00403850,0.03869908,2.39055411,1.38452985,1.11917382
-5.58579290,4.56260073,0.31730742,0.00431050,0.04025853,2.50945577,1.44616794,1.15734551
-5.57978989,4.78055755,0.33401051,0.00458767,0.04171613,2.62703475,1.50465829,1.19573942
-5.57378689,4.99299697,0.35005825,0.00486780,0.04305894,2.74211519,1.55925515,1.23415106
-5.56778389,5.19798339,0.36531645,0.00514858,0.04427692,2.85360379,1.60929591,1.27243278
-5.56178089,5.39377784,0.37966452,0.00542762,0.04536304,2.96052021,1.65422134,1.31049928
-5.55577789,5.57887540,0.39299707,0.00570251,0.04631334,3.06202135,1.69359166,1.34832882
-5.54977489,5.75203021,0.40522491,0.00597083,0.04712672,3.15741828,1.72709787,1.38596000
-5.54377189,5.91226730,0.41627532,0.00623020,0.04780470,3.24618503,1.75456748,1.42348407
-5.53776888,6.05888098,0.42609165,0.00647828,0.04835111,3.32795908,1.77596476,1.46103318
-5.53176588,6.19142045,0.43463237,0.00671281,0.04877159,3.40253359,1.79138532,1.49876523
-5.52576288,6.30966425,0.44186966,0.00693163,0.04907314,3.46984221,1.80104541,1.53684606
-5.51975988,6.41358544,0.44778765,0.00713269,0.04926364,3.52993775,1.80526668,1.57543008
-5.51375688,6.50331050,0.45238061,0.00731406,0.04935132,3.58296601,1.80445717,1.61464054
-5.50775388,6.57907476,0.45565097,0.00747396,0.04934438,3.62913689,1.79908962,1.65455054
-5.50175088,6.64117769,0.45760770,0.00761078,0.04925058,3.66869458,1.78967838,1.69516603
-5.49574787,6.68994105,0.45826487,0.00772308,0.04907702,3.70188891,1.77675601,1.73641191
-5.48974487,6.72567285,0.45764065,0.00780964,0.04882991,3.72894964,1.76085095,1.77812212
-5.48374187,6.74863936,0.45575678,0.00786943,0.04851458,3.75006555,1.74246724,1.82003445
-5.47773887,6.75904690,0.45263858,0.00790171,0.04813546,3.76536938,1.72206744,1.86179057
-5.47173587,6.75703444,0.44831531,0.00790599,0.04769627,3.77492960,1.70005931,1.90294140
-5.46573287,6.74267710,0.44282109,0.00788208,0.04720019,3.77874951,1.67678687,1.94295784
-5.45972986,6.71600009,0.43619598,0.00783011,0.04665012,3.77677339,1.65252608,1.98124632
-5.45372686,6.67700168,0.42848732,0.00775055,0.04604899,3.76889935,1.62748504,2.01716863
-5.44772386,6.62568346,0.41975098,0.00764421,0.04540000,3.75499778,1.60180855,2.05006518
-5.44172086,6.56208542,0.41005257,0.00751227,0.04470688,3.73493423,1.57558627,2.07928066
-5.43571786,6.48632346,0.39946822,0.00735624,0.04397406,3.70859519,1.54886416,2.10419098
-5.42971486,6.39862665,0.38808507,0.00717796,0.04320681,3.67591516,1.52165801,2.12423037
-5.42371186,6.29937172,0.37600105,0.00697958,0.04241123,3.63690332,1.49396849,2.13891752
-5.41770885,6.18911278,0.36332424,0.00676352,0.04159419,3.59166851,1.46579668,2.14787968
-5.41170585,6.06860435,0.35017150,0.00653242,0.04076320,3.54044097,1.43715926,2.15087384
-5.40570285,5.93881661,0.33666661,0.00628909,0.03992617,3.48358990,1.40810265,2.14780425
-5.39969985,5.80094222,0.32293779,0.00603645,0.03909109,3.42163616,1.37871552,2.13873570
-5.39369685,5.65639453,0.30911501,0.00577749,0.03826573,3.35525955,1.34913908,2.12390210
-5.38769385,5.50679774,0.29532688,0.00551516,0.03745727,3.28530059,1.31957485,2.10371036
-5.38169085,5.35396963,0.28169758,0.00525236,0.03667194,3.21275698,1.29028982,2.07873927
-5.37568784,5.19989811,0.26834388,0.00499183,0.03591477,3.13877491,1.26161871,2.04973370
-5.36968484,5.04671269,0.25537233,0.00473618,0.03518929,3.06463582,1.23396352,2.01759429
-5.36368184,4.89665208,0.24287700,0.00448778,0.03449735,2.99173902,1.20779040,1.98336274
-5.35767884,4.75202918,0.23093759,0.00424874,0.03383911,2.92158068,1.18362393,1.94820326
-5.35167584,4.61519413,0.21961830,0.00402092,0.03321297,2.85572964,1.16203893,1.91338033
-5.34567284,4.48849608,0.20896725,0.00380593,0.03261576,2.79580035,1.14364999,1.88023318
-5.33966983,4.37424412,0.19901658,0.00360507,0.03204287,2.74342319,1.12909880,1.85014726
-5.33366683,4.27466714,0.18978320,0.00341939,0.03148861,2.70021229,1.11903939,1.82452316
-5.32766383,4.19187264,0.18127000,0.00324971,0.03094650,2.66773093,1.11412132,1.80474311
-5.32166083,4.12780415,0.17346753,0.00309660,0.03040969,2.64745462,1.11497114,1.79213564
-5.31565783,4.08419693,0.16635593,0.00296043,0.02987132,2.64073198,1.12217208,1.78793889
-5.30965483,4.06253197,0.15990705,0.00284138,0.02932496,2.64874382,1.13624240,1.79326294
-5.30365183,4.06398835,0.15408653,0.00273947,0.02876491,2.67246082,1.15761280,1.80905219
-5.29764882,4.08939472,0.14885577,0.00265458,0.02818656,2.71260076,1.18660327,1.83604848
-5.29164582,4.13918080,0.14417369,0.00258643,0.02758653,2.76958643,1.22340026,1.87475610
-5.28564282,4.21333077,0.13999809,0.00253460,0.02696290,2.84350560,1.26803490,1.92540994
-5.27963982,4.31134047,0.13628675,0.00249855,0.02631521,2.93407500,1.32036322,1.98794812
-5.27363682,4.43218107,0.13299805,0.00247759,0.02564441,3.04061028,1.38004964,2.06199051
-5.26763382,4.57427214,0.13009126,0.00247088,0.02495275,3.16200412,1.44655456,2.14682466
-5.26163082,4.73546702,0.12752646,0.00247741,0.02424360,3.29671471,1.51912753,2.24140050
-5.25562781,4.91305343,0.12526428,0.00249603,0.02352112,3.44276663,1.59680671,2.34433489
-5.24962481,5.10377187,0.12326540,0.00252537,0.02279005,3.59776601,1.67842575,2.45392720
-5.24362181,5.30385380,0.12149004,0.00256391,0.02205530,3.75893095,1.76262847,2.56818615
-5.23761881,5.50908064,0.11989745,0.00260993,0.02132170,3.92313813,1.84789178,2.68486820
-5.23161581,5.71486390,0.11844554,0.00266157,0.02059368,4.08698523,1.93255665,2.80152702
-5.22561281,5.91634515,0.11709077,0.00271680,0.01987504,4.24686827,2.01486650,2.91557292
-5.21960980,6.10851394,0.11578821,0.00277348,0.01916872,4.39907201,2.09301228,3.02434076
-5.21360680,6.28633991,0.11449197,0.00282942,0.01847673,4.53987060,2.16518245,3.12516420
-5.20760380,6.44491489,0.11315593,0.00288236,0.01780003,4.66563509,2.22961649,3.21545365
-5.20160080,6.57959943,0.11173474,0.00293011,0.01713860,4.77294358,2.28465946,3.29277517
-5.19559780,6.68616789,0.11018499,0.00297053,0.01649151,4.85868971,2.32881570,3.35492690
-5.18959480,6.76094570,0.10846661,0.00300166,0.01585703,4.92018457,2.36079903,3.40001016
-5.18359180,6.80093277,0.10654435,0.00302173,0.01523287,4.95524766,2.37957741,3.42649198
-5.17758879,6.80390706,0.10438916,0.00302924,0.01461635,4.96228261,2.38440975,3.43325625
-5.17158579,6.76850358,0.10197949,0.00302300,0.01400468,4.94033410,2.37487339,3.41964146
-5.16558279,6.69426480,0.09930243,0.00300218,0.01339515,4.88912326,2.35088067,3.38546306
-5.15957979,6.58166003,0.09635446,0.00296635,0.01278538,4.80905984,2.31268392,3.33101964
-5.15357679,6.43207281,0.09314197,0.00291545,0.01217349,4.70123053,2.26086868,3.25708271
-5.14757379,6.24775677,0.08968128,0.00284985,0.01155825,4.56736411,2.19633531,3.16487050
-5.14157079,6.03176226,0.08599835,0.00277030,0.01093917,4.40977496,2.12027011,3.05600730
-5.13556778,5.78783702,0.08212803,0.00267791,0.01031657,4.23128776,2.03410721,2.93247018
-5.12956478,5.52030577,0.07811299,0.00257411,0.00969159,4.03514698,1.93948299,2.79652562
-5.12356178,5.23393409,0.07400232,0.00246063,0.00906609,3.82491517,1.83818539,2.65065902
-5.11755878,4.93378293,0.06984986,0.00233938,0.00844261,3.60436478,1.73210001,2.49750021
-5.11155578,4.62505973,0.06571239,0.00221245,0.00782423,3.37736810,1.62315572,2.33974809
-5.10555278,4.31297259,0.06164770,0.00208200,0.00721442,3.14778978,1.51327168,2.18009752
-5.09954977,4.00259288,0.05771266,0.00195020,0.00661688,2.91938617,1.40430796,2.02117120
-5.09354677,3.69873133,0.05396133,0.00181919,0.00603539,2.69571496,1.29802146,1.86545883
-5.08754377,3.40583132,0.05044327,0.00169098,0.00547361,2.48005781,1.19602838,1.71526543
-5.08154077,3.12788232,0.04720201,0.00156743,0.00493500,2.27535811,1.09977428,1.57266997
-5.07553777,2.86835494,0.04427373,0.00145019,0.00442263,2.08417476,1.01051211,1.43949510
-5.06953477,2.63015807,0.04168631,0.00134066,0.00393911,1.90865232,0.92928827,1.31728771
-5.06353177,2.41561750,0.03945863,0.00123998,0.00348652,1.75050679,0.85693649,1.20731013
-5.05752876,2.22647434,0.03760018,0.00114902,0.00306637,1.61102593,0.79407869,1.11054073
-5.05152576,2.06390098,0.03611104,0.00106835,0.00267958,1.49108214,0.74113199,1.02768271
-5.04552276,1.92853173,0.03498209,0.00099828,0.00232647,1.39115573,0.69832081,0.95917939
-5.03951976,1.82050471,0.03419556,0.00093885,0.00200685,1.31136620,0.66569274,0.90523429
-5.03351676,1.73951200,0.03372581,0.00088989,0.00172001,1.25150895,0.64313708,0.86583415
-5.02751376,1.68485440,0.03354032,0.00085101,0.00146485,1.21109506,0.63040473,0.84077335
-5.02151076,1.65549812,0.03360085,0.00082166,0.00123990,1.18939181,0.62712852,0.82967797
-5.01550775,1.65013061,0.03386482,0.00080118,0.00104346,1.18546220,0.63284301,0.83202847
-5.00950475,1.66721341,0.03428671,0.00078880,0.00087363,1.19820188,0.64700300,0.84717989
-5.00350175,1.70503066,0.03481950,0.00078374,0.00072845,1.22637235,0.66900043,0.87437901
-4.99749875,1.76173203,0.03541627,0.00078522,0.00060594,1.26863001,0.69817925,0.91277826
-4.99149575,1.83536995,0.03603159,0.00079249,0.00050418,1.32355069,0.73384827,0.96144640
-4.98549275,1.92393116,0.03662302,0.00080491,0.00042141,1.38965004,0.77529225,1.01937653
-4.97948974,2.02536325,0.03715238,0.00082194,0.00035605,1.46540032,0.82178140,1.08549201
-4.97348674,2.13759726,0.03758697,0.00084322,0.00030678,1.54924460,0.87257994,1.15865130
-4.96748374,2.25856753,0.03790064,0.00086852,0.00027258,1.63960923,0.92695404,1.23765275
-4.96148074,2.38623037,0.03807468,0.00089785,0.00025277,1.73491606,0.98417999,1.32124046
-4.95547774,2.51858284,0.03809847,0.00093140,0.00024707,1.83359540,1.04355295,1.40811225
-4.94947474,2.65368316,0.03797002,0.00096957,0.00025560,1.93410082,1.10439688,1.49693076
-4.94347174,2.78967357,0.03769631,0.00101299,0.00027896,2.03492681,1.16607601,1.58633838
-4.93746873,2.92480669,0.03729340,0.00106245,0.00031820,2.13462968,1.22800795,1.67497644
-4.93146573,3.05747535,0.03678639,0.00111894,0.00037494,2.23185209,1.28967859,1.76150881
-4.92546273,3.18624590,0.03620929,0.00118362,0.00045130,2.32535088,1.35065832,1.84464962
-4.91945973,3.30989407,0.03560462,0.00125773,0.00055003,2.41402768,1.41061927,1.92319446
-4.91345673,3.42744214,0.03502303,0.00134261,0.00067443,2.49696116,1.46935271,1.99605397
-4.90745373,3.53819560,0.03452271,0.00143964,0.00082848,2.57343942,1.52678569,2.06228837
-4.90145073,3.64177719,0.03416876,0.00155018,0.00101675,2.64299092,1.58299577,2.12114142
-4.89544772,3.73815570,0.03403246,0.00167553,0.00124449,2.70541168,1.63822270,2.17207175
-4.88944472,3.82766717,0.03419040,0.00181685,0.00151752,2.76078688,1.69287567,2.21477970
-4.88344172,3.91102574,0.03472359,0.00197515,0.00184230,2.80950462,1.74753497,2.24922780
-4.87743872,3.98932208,0.03571636,0.00215119,0.00222579,2.85226007,1.80294705,2.27565308
-4.87143572,4.06400747,0.03725516,0.00234548,0.00267539,2.89004840,1.86001210,2.29456988
-4.86543272,4.13686236,0.03942722,0.00255817,0.00319885,2.92414547,1.91976361,2.30676201
-4.85942971,4.20994889,0.04231895,0.00278909,0.00380408,2.95607577,1.98333996,2.31326388
-4.85342671,4.28554794,0.04601417,0.00303766,0.00449900,2.98756784,2.05194824,2.31533056
-4.84742371,4.36608176,0.05059220,0.00330293,0.00529129,3.02049811,2.12682128,2.31439748
-4.84142071,4.45402478,0.05612560,0.00358350,0.00618815,3.05682483,2.20916911,2.31203092
-4.83541771,4.55180545,0.06267788,0.00387758,0.00719603,3.09851436,2.30012672,2.30987130
-4.82941471,4.66170316,0.07030099,0.00418302,0.00832031,3.14746289,2.40070020,2.30957129
-4.82341171,4.78574457,0.07903281,0.00449727,0.00956498,3.20541691,2.51171390,2.31273160
-4.81740870,4.92560439,0.08889462,0.00481749,0.01093234,3.27389618,2.63376101,2.32083725
-4.81140570,5.08251533,0.09988881,0.00514055,0.01242269,3.35412290,2.76716056,2.33519722
-4.80540270,5.25719216,0.11199683,0.00546314,0.01403404,3.44696093,2.91192311,2.35689053
-4.79939970,5.44977426,0.12517756,0.00578177,0.01576190,3.55286817,3.06772760,2.38672116
-4.79339670,5.65979016,0.13936627,0.00609291,0.01759911,3.67186511,3.23391117,2.42518425
-4.78739370,5.88614690,0.15447435,0.00639302,0.01953575,3.80352142,3.40947316,2.47244512
-4.78139070,6.12714563,0.17038979,0.00667864,0.02155914,3.94696186,3.59309388,2.52833229
-4.77538769,6.38052381,0.18697864,0.00694647,0.02365396,4.10089157,3.78316795,2.59234484
-4.76938469,6.64352265,0.20408739,0.00719345,0.02580245,4.26364005,3.97785111,2.66367365
-4.76338169,6.91297746,0.22154633,0.00741679,0.02798476,4.43322175,4.17511876,2.74123565
-4.75737869,7.18542694,0.23917385,0.00761410,0.03017934,4.60741055,4.37283356,2.82371912
-4.75137569,7.45723654,0.25678142,0.00778338,0.03236353,4.78382455,4.56881894,2.90963783
-4.74537269,7.72473005,0.27417927,0.00792311,0.03451411,4.96001676,4.76093490,2.99739135
-4.73936968,7.98432296,0.29118236,0.00803228,0.03660797,5.13356723,4.94715223,3.08532830
-4.73336668,8.23265111,0.30761646,0.00811038,0.03862280,5.30217189,5.12562111,3.17180960
-4.72736368,8.46668795,0.32332404,0.00815747,0.04053774,5.46372349,5.29473072,3.25526860
-4.72136068,8.68384483,0.33816958,0.00817414,0.04233404,5.61638062,5.45315631,3.33426522
-4.71535768,8.88204894,0.35204402,0.00816149,0.04399560,5.75862157,5.59989159,3.40753180
-4.70935468,9.05979551,0.36486813,0.00812115,0.04550944,5.88928037,5.73426448,3.47400874
-4.70335168,9.21617168,0.37659445,0.00805516,0.04686600,6.00756392,5.85593586,3.53286874
-4.69734867,9.35085154,0.38720775,0.00796599,0.04805935,6.11304976,5.96488155,3.58352914
-4.69134567,9.46406327,0.39672381,0.00785643,0.04908718,6.20566570,6.06135897,3.62565251
-4.68534267,9.55653093,0.40518668,0.00772950,0.04995065,6.28565307,6.14586096,3.65913635
-4.67933967,9.62939507,0.41266434,0.00758840,0.05065412,6.35351676,6.21905977,3.68409325
-4.67333667,9.68411716,0.41924316,0.00743637,0.05120466,6.40996563,6.28174508,3.70082349
-4.66733367,9.72237400,0.42502128,0.00727662,0.05161150,6.45584730,6.33475989,3.70978220
-4.66133067,9.74594856,0.43010141,0.00711223,0.05188542,6.49208176,6.37893854,3.71154327
-4.65532766,9.75662352,0.43458338,0.00694602,0.05203802,6.51959779,6.41505049,3.70676262
-4.64932466,9.75608374,0.43855692,0.00678053,0.05208102,6.53927585,6.44375320,3.69614255
-4.64332166,9.74583268,0.44209503,0.00661790,0.05202564,6.55190064,6.46555655,3.68039935
-4.63731866,9.72712696,0.44524855,0.00645981,0.05188197,6.55812533,6.48080063,3.66023529
-4.63131566,9.70093180,0.44804198,0.00630747,0.05165852,6.55844888,6.48964734,3.63631602
-4.62531266,9.66789863,0.45047112,0.00616159,0.05136183,6.55320661,6.49208561,3.60925390
-4.61930965,9.62836458,0.45250248,0.00602240,0.05099635,6.54257346,6.48794894,3.57959695
-4.61330665,9.58237245,0.45407466,0.00588966,0.05056432,6.52657832,6.47694319,3.54782328
-4.60730365,9.52970830,0.45510156,0.00576269,0.05006597,6.50512745,6.45868211,3.51433990
-4.60130065,9.46995299,0.45547734,0.00564050,0.04949975,6.47803436,6.43272749,3.47948518
-4.59529765,9.40254340,0.45508272,0.00552181,0.04886277,6.44505330,6.39863095,3.44353355
-4.58929465,9.32683886,0.45379243,0.00540514,0.04815131,6.40591381,6.35597442,3.40670170
-4.58329165,9.24218822,0.45148333,0.00528898,0.04736136,6.36035366,6.30440665,3.36915501
-4.57728864,9.14799372,0.44804263,0.00517180,0.04648929,6.30814835,6.24367395,3.33101364
-4.57128564,9.04376797,0.44337597,0.00505220,0.04553238,6.24913546,6.17364349,3.29235772
-4.56528264,8.92918176,0.43741475,0.00492896,0.04448947,6.18323314,6.09431881,3.25323143
-4.55927964,8.80410082,0.43012234,0.00480115,0.04336134,6.11045249,6.00584746,3.21364608
-4.55327664,8.66861088,0.42149893,0.00466816,0.04215118,6.03090416,5.90852152,3.17358244
-4.54727364,8.52303117,0.41158471,0.00452976,0.04086473,5.94479985,5.80277217,3.13299275
-4.54127064,8.36791717,0.40046115,0.00438608,0.03951049,5.85245016,5.68916002,3.09180313
-4.53526763,8.20405405,0.38825054,0.00423766,0.03809959,5.75425973,5.56836263,3.04991673
-4.52926463,8.03244246,0.37511370,0.00408539,0.03664562,5.65072118,5.44116109,3.00721823
-4.52326163,7.85427863,0.36124593,0.00393049,0.03516431,5.54240893,5.30842704,2.96357997
-4.51725863,7.67093036,0.34687164,0.00377446,0.03367305,5.42997365,5.17111102,2.91886985
-4.51125563,7.48391051,0.33223769,0.00361902,0.03219039,5.31413787,5.03023300,2.87296068
-4.50525263,7.29484912,0.31760593,0.00346603,0.03073535,5.19569273,4.88687487,2.82574091
-4.49924962,7.10546477,0.30324519,0.00331740,0.02932686,5.07549547,4.74217473,2.77712580
-4.49324662,6.91753557,0.28942304,0.00317506,0.02798302,4.95446689,4.59732180,2.72706851
-4.48724362,6.73286965,0.27639770,0.00304082,0.02672052,4.83358787,4.45355110,2.67557003
-4.48124062,6.55327479,0.26441036,0.00291638,0.02555403,4.71389363,4.31213615,2.62268725
-4.47523762,6.38052683,0.25367812,0.00280319,0.02449574,4.59646480,4.17437868,2.56853823
-4.46923462,6.21633639,0.24438785,0.00270245,0.02355491,4.48241425,4.04159385,2.51330403
-4.46323162,6.06231367,0.23669099,0.00261506,0.02273764,4.37286904,3.91509028,2.45722670
-4.45722861,5.91993155,0.23069954,0.00254159,0.02204670,4.26894732,3.79614448,2.40060333
-4.45122561,5.79048739,0.22648323,0.00248225,0.02148150,4.17173044,3.68596973,2.34377618
-4.44522261,5.67506459,0.22406787,0.00243693,0.02103825,4.08223095,3.58568038,2.28711966
-4.43921961,5.57449534,0.22343496,0.00240515,0.02071018,4.00135800,3.49625282,2.23102461
-4.43321661,5.48932637,0.22452248,0.00238614,0.02048788,3.92988170,3.41848507,2.17588116
-4.42721361,5.41978993,0.22722675,0.00237883,0.02035985,3.86839855,3.35295740,2.12206132
