energy_ev,total_up,Cu_p_up,Cu_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,1.17541318,0.33349769,0.47965575,0.32354156,0.00007349,0.28677609,0.00000000
-5.99399700,1.21311349,0.34675384,0.50225986,0.33591027,0.00007970,0.28880692,0.00000000
-5.98799400,1.25075500,0.35915979,0.52507556,0.34762180,0.00008595,0.29096400,0.00000000
-5.98199100,1.28810726,0.37060433,0.54792124,0.35854994,0.00009216,0.29329460,0.00000000
-5.97598799,1.32491788,0.38099572,0.57060361,0.36858007,0.00009827,0.29582993,0.00000000
-5.96998499,1.36092445,0.39026495,0.59292480,0.37761338,0.00010421,0.29858586,0.00000000
-5.96398199,1.39586732,0.39836811,0.61468994,0.38557072,0.00010989,0.30156437,0.00000000
-5.95797899,1.42950269,0.40528809,0.63571471,0.39239574,0.00011527,0.30475568,0.00000000
-5.95197599,1.46161472,0.41103513,0.65583253,0.39805729,0.00012027,0.30814082,0.00000000
-5.94597299,1.49202621,0.41564654,0.67490080,0.40255074,0.00012484,0.31169450,0.00000000
-5.93996998,1.52060682,0.41918540,0.69280592,0.40589828,0.00012896,0.31538800,0.00000000
-5.93396698,1.54727848,0.42173834,0.70946674,0.40814814,0.00013259,0.31919191,0.00000000
-5.92796398,1.57201743,0.42341261,0.72483619,0.40937261,0.00013573,0.32307857,0.00000000
-5.92196098,1.59485305,0.42433253,0.73890114,0.40966514,0.00013837,0.32702406,0.00000000
-5.91595798,1.61586327,0.42463550,0.75168037,0.40913660,0.00014054,0.33100962,0.00000000
-5.90995498,1.63516733,0.42446781,0.76322096,0.40791081,0.00014226,0.33502261,0.00000000
-5.90395198,1.65291613,0.42398041,0.77359327,0.40611969,0.00014358,0.33905683,0.00000000
-5.89794897,1.66928121,0.42332499,0.78288500,0.40389826,0.00014454,0.34311241,0.00000000
-5.89194597,1.68444308,0.42265028,0.79119467,0.40137976,0.00014522,0.34719534,0.00000000
-5.88594297,1.69857979,0.42209900,0.79862506,0.39869105,0.00014568,0.35131664,0.00000000
-5.87993997,1.71185670,0.42180531,0.80527704,0.39594870,0.00014599,0.35549149,0.00000000
-5.87393697,1.72441811,0.42189304,0.81124415,0.39325580,0.00014623,0.35973829,0.00000000
-5.86793397,1.73638130,0.42247448,0.81660837,0.39069961,0.00014648,0.36407781,0.00000000
-5.86193097,1.74783351,0.42364978,0.82143731,0.38835023,0.00014680,0.36853252,0.00000000
-5.85592796,1.75883168,0.42550698,0.82578278,0.38626016,0.00014728,0.37312615,0.00000000
-5.84992496,1.76940522,0.42812228,0.82968099,0.38446472,0.00014796,0.37788357,0.00000000
-5.84392196,1.77956102,0.43156069,0.83315406,0.38298321,0.00014893,0.38283082,0.00000000
-5.83791896,1.78929060,0.43587673,0.83621273,0.38182066,0.00015022,0.38799539,0.00000000
-5.83191596,1.79857831,0.44111516,0.83885990,0.38096990,0.00015189,0.39340673,0.00000000
-5.82591296,1.80741018,0.44731151,0.84109472,0.38041385,0.00015397,0.39909670,0.00000000
-5.81990995,1.81578235,0.45449246,0.84291680,0.38012774,0.00015650,0.40510011,0.00000000
-5.81390695,1.82370864,0.46267595,0.84433018,0.38008119,0.00015950,0.41145514,0.00000000
-5.80790395,1.83122637,0.47187099,0.84534674,0.38023990,0.00016299,0.41820355,0.00000000
-5.80190095,1.83840024,0.48207729,0.84598885,0.38056701,0.00016700,0.42539073,0.00000000
-5.79589795,1.84532385,0.49328473,0.84629095,0.38102395,0.00017152,0.43306535,0.00000000
-5.78989495,1.85211881,0.50547275,0.84630014,0.38157099,0.00017656,0.44127885,0.00000000
-5.78389195,1.85893156,0.51860981,0.84607563,0.38216738,0.00018213,0.45008445,0.00000000
-5.77788894,1.86592822,0.53265298,0.84568720,0.38277126,0.00018821,0.45953593,0.00000000
-5.77188594,1.87328780,0.54754783,0.84521287,0.38333957,0.00019480,0.46968606,0.00000000
-5.76588294,1.88119424,0.56322861,0.84473588,0.38382790,0.00020190,0.48058479,0.00000000
-5.75987994,1.88982793,0.57961880,0.84434128,0.38419060,0.00020949,0.49227716,0.00000000
-5.75387694,1.89935710,0.59663201,0.84411240,0.38438109,0.00021754,0.50480101,0.00000000
-5.74787394,1.90992962,0.61417332,0.84412732,0.38435264,0.00022605,0.51818457,0.00000000
-5.74187094,1.92166567,0.63214078,0.84445569,0.38405938,0.00023499,0.53244401,0.00000000
-5.73586793,1.93465146,0.65042719,0.84515596,0.38345787,0.00024433,0.54758087,0.00000000
-5.72986493,1.94893448,0.66892196,0.84627324,0.38250881,0.00025406,0.56357969,0.00000000
-5.72386193,1.96452013,0.68751293,0.84783775,0.38117908,0.00026413,0.58040577,0.00000000
