energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-3.02851426,0.55891785,-0.94827775,0.03166073,-0.08951161,0.40507546,-0.34657224,0.00005550,-0.00008389,0.05658521,-0.23059670,0.00186779,-0.01018114,0.07121630,-0.22831457,0.07384201,-0.27026922,0.04217244,-0.11348380
-3.02251126,0.55187906,-0.87758435,0.02931057,-0.08281445,0.41456815,-0.32100686,0.00005978,-0.00007329,0.04911212,-0.21530796,0.00157400,-0.00921293,0.06497296,-0.21267891,0.06540584,-0.25014908,0.04083840,-0.10371904
-3.01650825,0.54829909,-0.80830828,0.02730198,-0.07625635,0.42494211,-0.29592568,0.00006538,-0.00006357,0.04240351,-0.20007798,0.00132351,-0.00828625,0.05960726,-0.19720179,0.05807842,-0.23022615,0.04006686,-0.09437816
-3.01050525,0.54777391,-0.74097148,0.02561670,-0.06988971,0.43588820,-0.27151944,0.00007231,-0.00005476,0.03643566,-0.18502749,0.00111282,-0.00740782,0.05509164,-0.18200670,0.05179585,-0.21070155,0.03982415,-0.08550839
-3.00450225,0.54989544,-0.67603524,0.02423675,-0.06376107,0.44710694,-0.24795828,0.00008062,-0.00004685,0.03117812,-0.17026950,0.00093852,-0.00658275,0.05139437,-0.16720834,0.04648753,-0.19175324,0.04007554,-0.07714645
-2.99849925,0.55426777,-0.61389975,0.02314549,-0.05791102,0.45832016,-0.22539162,0.00009035,-0.00003982,0.02659528,-0.15590821,0.00079739,-0.00581465,0.04848157,-0.15291195,0.04207909,-0.17353438,0.04078626,-0.06931948
-2.99249625,0.56052256,-0.55490481,0.02232852,-0.05237438,0.46928191,-0.20394844,0.00010158,-0.00003362,0.02264799,-0.14203792,0.00068648,-0.00510567,0.04631929,-0.13921279,0.03849510,-0.15617260,0.04192248,-0.06204613
-2.98649325,0.56833295,-0.49933161,0.02177444,-0.04718038,0.47978845,-0.18373798,0.00011439,-0.00002823,0.01929499,-0.12874220,0.00060319,-0.00445663,0.04487522,-0.12619584,0.03566135,-0.13976988,0.04345227,-0.05533771
-2.98049025,0.57742569,-0.44740557,0.02147546,-0.04235300,0.48968663,-0.16485088,0.00012890,-0.00002357,0.01649429,-0.11609313,0.00054525,-0.00386723,0.04412026,-0.11393556,0.03350696,-0.12440326,0.04534644,-0.04919935
-2.97448724,0.58759075,-0.39929995,0.02142773,-0.03791136,0.49888041,-0.14736057,0.00014523,-0.00001961,0.01420434,-0.10415082,0.00051077,-0.00333615,0.04402978,-0.10249591,0.03196592,-0.11012601,0.04757932,-0.04363108
-2.96848424,0.59868821,-0.35514023,0.02163152,-0.03387018,0.50733520,-0.13132508,0.00016354,-0.00001627,0.01238501,-0.09296315,0.00049823,-0.00286125,0.04458442,-0.09193054,0.03097839,-0.09696932,0.05012930,-0.03862894
-2.96248124,0.61065204,-0.31500904,0.02209109,-0.03024025,0.51507974,-0.11678902,0.00018398,-0.00001351,0.01099835,-0.08256571,0.00050648,-0.00243973,0.04577061,-0.08228303,0.03049162,-0.08494441,0.05297931,-0.03418593
-2.95647824,0.62349054,-0.27895154,0.02281437,-0.02702894,0.52220544,-0.10378582,0.00020675,-0.00001127,0.01000912,-0.07298210,0.00053468,-0.00206831,0.04758060,-0.07358746,0.03046038,-0.07404477,0.05611694,-0.03029294
-2.95047524,0.63728347,-0.24698104,0.02381240,-0.02424073,0.52886305,-0.09234008,0.00023203,-0.00000949,0.00938516,-0.06422434,0.00058232,-0.00174336,0.05001207,-0.06586899,0.03084725,-0.06424874,0.05953441,-0.02693950
-2.94447224,0.65217570,-0.21908476,0.02509860,-0.02187762,0.53525679,-0.08247004,0.00026002,-0.00000813,0.00909747,-0.05629361,0.00064911,-0.00146107,0.05306735,-0.05914453,0.03162243,-0.05552197,0.06322824,-0.02411448
-2.93846923,0.66836785,-0.19522938,0.02668779,-0.01993962,0.54163610,-0.07418992,0.00029091,-0.00000715,0.00912019,-0.04918117,0.00073497,-0.00121752,0.05675224,-0.05342350,0.03276330,-0.04781998,0.06719859,-0.02180658
-2.93246623,0.68610388,-0.17536635,0.02859518,-0.01842504,0.54828521,-0.06751226,0.00032486,-0.00000651,0.00943038,-0.04286941,0.00083996,-0.00100882,0.06107457,-0.04870857,0.03425385,-0.04109058,0.07144836,-0.02000478
-2.92646323,0.70565638,-0.15943669,0.03083514,-0.01733085,0.55551103,-0.06244995,0.00036205,-0.00000619,0.01000768,-0.03733301,0.00096424,-0.00083119,0.06604239,-0.04499636,0.03608370,-0.03527612,0.07598199,-0.01869858
-2.92046023,0.72731002,-0.14737500,0.03342011,-0.01665276,0.56362968,-0.05901793,0.00040258,-0.00000615,0.01083392,-0.03254015,0.00110796,-0.00068102,0.07166212,-0.04227799,0.03824716,-0.03031551,0.08080406,-0.01787806
-2.91445723,0.75134370,-0.13911273,0.03635931,-0.01638538,0.57295235,-0.05723458,0.00044652,-0.00000639,0.01189262,-0.02845379,0.00127125,-0.00055491,0.07793652,-0.04053955,0.04074203,-0.02614602,0.08591766,-0.01753392
-2.90845423,0.77801238,-0.13458038,0.03965777,-0.01652213,0.58377082,-0.05712239,0.00049390,-0.00000689,0.01316849,-0.02503282,0.00145414,-0.00044972,0.08486277,-0.03976241,0.04356840,-0.02270481,0.09132269,-0.01765723
-2.90245123,0.80752933,-0.13370859,0.04331528,-0.01705515,0.59634357,-0.05870828,0.00054464,-0.00000765,0.01464698,-0.02223322,0.00165650,-0.00036258,0.09243066,-0.03992328,0.04672746,-0.01993016,0.09701412,-0.01823914
-2.89644822,0.84004945,-0.13642823,0.04732570,-0.01797506,0.61088277,-0.06202307,0.00059861,-0.00000867,0.01631382,-0.02000903,0.00187801,-0.00029091,0.10062105,-0.04099418,0.05022026,-0.01776244,0.10298033,-0.01927044
-2.89044522,0.87565476,-0.14266936,0.05167640,-0.01927069,0.62754293,-0.06710048,0.00065559,-0.00000994,0.01815465,-0.01831324,0.00211811,-0.00023243,0.10940465,-0.04294221,0.05404668,-0.01614481,0.10920163,-0.02074104
-2.88444222,0.91434260,-0.15235914,0.05634805,-0.02092871,0.64641165,-0.07397534,0.00071524,-0.00001147,0.02015474,-0.01709854,0.00237598,-0.00018512,0.11874126,-0.04572920,0.05820440,-0.01502370,0.11564907,-0.02263937
-2.87843922,0.95601723,-0.16541911,0.06131463,-0.02293334,0.66750292,-0.08268133,0.00077713,-0.00001328,0.02229881,-0.01631794,0.00265052,-0.00014725,0.12857954,-0.04931135,0.06268817,-0.01434903,0.12228359,-0.02495177
-2.87243622,1.00048528,-0.18176167,0.06654384,-0.02526597,0.69075327,-0.09324814,0.00084076,-0.00001539,0.02457094,-0.01592519,0.00294034,-0.00011732,0.13885726,-0.05363881,0.06748919,-0.01407435,0.12905567,-0.02766189
-2.86643322,1.04745548,-0.20128641,0.07199769,-0.02790497,0.71602106,-0.10569831,0.00090549,-0.00001780,0.02695456,-0.01587521,0.00324376,-0.00009412,0.14950211,-0.05865543,0.07259481,-0.01415675,0.13590549,-0.03075016
-2.86043022,1.09654263,-0.22387632,0.07763348,-0.03082544,0.74308887,-0.12004379,0.00097063,-0.00002055,0.02943263,-0.01612430,0.00355883,-0.00007662,0.16043308,-0.06429854,0.07798833,-0.01455676,0.14276363,-0.03419334
-2.85442721,1.14727574,-0.24939439,0.08340485,-0.03399927,0.77166894,-0.13628256,0.00103541,-0.00002367,0.03198777,-0.01663039,0.00388335,-0.00006403,0.17156222,-0.07049913,0.08364921,-0.01523813,0.14955234,-0.03796430
-2.84842421,1.19911005,-0.27768083,0.08926315,-0.03739519,0.80141147,-0.15439537,0.00109900,-0.00002718,0.03460249,-0.01735319,0.00421493,-0.00005575,0.18279678,-0.07718217,0.08955335,-0.01616767,0.15618732,-0.04203192
-2.84242121,1.25144232,-0.30855126,0.09515878,-0.04097912,0.83191534,-0.17434288,0.00116053,-0.00003114,0.03725952,-0.01825435,0.00455098,-0.00005135,0.19404168,-0.08426738,0.09567365,-0.01731502,0.16257995,-0.04636124
-2.83641821,1.30362869,-0.34179622,0.10104257,-0.04471465,0.86274080,-0.19606352,0.00121915,-0.00003559,0.03994202,-0.01929762,0.00488879,-0.00005058,0.20520194,-0.09167031,0.10198070,-0.01865253,0.16863992,-0.05091390
-2.83041521,1.35500423,-0.37718203,0.10686711,-0.04856371,0.89342352,-0.21947204,0.00127400,-0.00004061,0.04263383,-0.02044903,0.00522556,-0.00005336,0.21618521,-0.09930378,0.10844355,-0.02015518,0.17427807,-0.05564877
-2.82441221,1.40490323,-0.41445334,0.11258789,-0.05248740,0.92348938,-0.24445922,0.00132427,-0.00004627,0.04531969,-0.02167708,0.00555845,-0.00005976,0.22690401,-0.10707968,0.11503057,-0.02180057,0.17940933,-0.06052291
-2.81840920,1.45267923,-0.45333727,0.11816423,-0.05644700,0.95246932,-0.27089258,0.00136921,-0.00005266,0.04798532,-0.02295299,0.00588462,-0.00007001,0.23727770,-0.11491107,0.12171028,-0.02356897,0.18395563,-0.06549267
-2.81240620,1.49772376,-0.49354905,0.12355993,-0.06040498,0.97991349,-0.29861839,0.00140817,-0.00005989,0.05061746,-0.02425096,0.00620125,-0.00008446,0.24723393,-0.12271438,0.12845211,-0.02544346,0.18784857,-0.07051501
-2.80640320,1.53948309,-0.53479908,0.12874357,-0.06432615,1.00540429,-0.32746485,0.00144060,-0.00006810,0.05320378,-0.02554835,0.00650562,-0.00010363,0.25670964,-0.13041176,0.13522706,-0.02741011,0.19103179,-0.07554891
-2.80040020,1.57747194,-0.57680105,0.13368856,-0.06817873,1.02856756,-0.35724640,0.00146610,-0.00007743,0.05573273,-0.02682601,0.00679508,-0.00012817,0.26565142,-0.13793339,0.14200818,-0.02945819,0.19346281,-0.08055684
-2.79439720,1.61128394,-0.61928061,0.13837276,-0.07193536,1.04908160,-0.38776907,0.00148439,-0.00008805,0.05819328,-0.02806841,0.00706709,-0.00015887,0.27401523,-0.14521956,0.14877083,-0.03158038,0.19511437,-0.08550617
-2.78839420,1.64059823,-0.66198433,0.14277788,-0.07557390,1.06668377,-0.41883650,0.00149535,-0.00010015,0.06057459,-0.02926379,0.00731925,-0.00019665,0.28176565,-0.15222245,0.15549277,-0.03377295,0.19597505,-0.09037039
-2.78239120,1.66518222,-0.70468820,0.14688861,-0.07907813,1.08117436,-0.45025646,0.00149902,-0.00011394,0.06286566,-0.03040423,0.00754930,-0.00024255,0.28887459,-0.15890749,0.16215395,-0.03603591,0.19604932,-0.09513022
-2.77638819,1.68489056,-0.74720527,0.15069165,-0.08243809,1.09241799,-0.48184752,0.00149556,-0.00012964,0.06505495,-0.03148561,0.00775515,-0.00029774,0.29531961,-0.16525414,0.16873611,-0.03837304,0.19535687,-0.09977425
-2.77038519,1.69966079,-0.78939175,0.15417456,-0.08565014,1.10034237,-0.51344529,0.00148531,-0.00014750,0.06713006,-0.03250740,0.00793485,-0.00036346,0.30108211,-0.17125605,0.17522218,-0.04079185,0.19393133,-0.10429928
-2.76438219,1.70950595,-0.83115117,0.15732477,-0.08871678,1.10493504,-0.54490815,0.00146870,-0.00016774,0.06907744,-0.03347245,0.00808663,-0.00044107,0.30614537,-0.17692054,0.18159547,-0.04330335,0.19181855,-0.10871024
-2.75837919,1.71450512,-0.87243616,0.16012864,-0.09164604,1.10623805,-0.57612173,0.00144628,-0.00019063,0.07088220,-0.03438653,0.00820893,-0.00053196,0.31049275,-0.18226742,0.18783882,-0.04592176,0.18907438,-0.11301958
-2.75237619,1.71479234,-0.91324752,0.16257071,-0.09445065,1.10434142,-0.60700208,0.00141869,-0.00021638,0.07252809,-0.03525784,0.00830041,-0.00063756,0.31410613,-0.18732713,0.19393357,-0.04866403,0.18576223,-0.11724619
-2.74637319,1.71054491,-0.95363055,0.16463330,-0.09714691,1.09937556,-0.63749707,0.00138662,-0.00024522,0.07399758,-0.03609643,0.00835994,-0.00075930,0.31696482,-0.19213834,0.19985870,-0.05154920,0.18195044,-0.12141397
-2.74037019,1.70197181,-0.99366856,0.16629644,-0.09975338,1.09150327,-0.66758595,0.00135081,-0.00027732,0.07527209,-0.03691349,0.00838669,-0.00089855,0.31904494,-0.19674510,0.20558990,-0.05459773,0.17770970,-0.12554989
-2.73436718,1.68930282,-1.03347382,0.16753811,-0.10228941,1.08091181,-0.69727686,0.00131201,-0.00031283,0.07633242,-0.03772067,0.00838015,-0.00105659,0.32031937,-0.20119374,0.21109893,-0.05783066,0.17311056,-0.12968188
-2.72836418,1.67277912,-1.07317639,0.16833495,-0.10477365,1.06780539,-0.72660252,0.00127094,-0.00035183,0.07715927,-0.03852936,0.00834014,-0.00123458,0.32075845,-0.20552953,0.21635313,-0.06126878,0.16822122,-0.13383643
-2.72236118,1.65264579,-1.11291123,0.16866321,-0.10722253,1.05239854,-0.75561409,0.00122829,-0.00039436,0.07773395,-0.03935003,0.00826689,-0.00143346,0.32033110,-0.20979353,0.22131522,-0.06493168,0.16310565,-0.13803625
-2.71635818,1.62914643,-1.15280440,0.16850012,-0.10964894,1.03491054,-0.78437364,0.00118472,-0.00044034,0.07803910,-0.04019156,0.00816104,-0.00165394,0.31900660,-0.21401960,0.22594358,-0.06883697,0.15782214,-0.14229790
-2.71035518,1.60252012,-1.19295902,0.16782533,-0.11206105,1.01556121,-0.81294552,0.00114078,-0.00048964,0.07805951,-0.04106075,0.00802372,-0.00189641,0.31675673,-0.21823182,0.23019273,-0.07299946,0.15242229,-0.14662972
-2.70435218,1.57300079,-1.23344182,0.16662267,-0.11446140,0.99456810,-0.84138718,0.00109697,-0.00054203,0.07778292,-0.04196193,0.00785651,-0.00216092,0.31355823,-0.22244252,0.23401443,-0.07743048,0.14695051,-0.15103013
-2.69834917,1.54081870,-1.27427109,0.16488172,-0.11684631,0.97214509,-0.86973999,0.00105369,-0.00059717,0.07720080,-0.04289664,0.00766154,-0.00244710,0.30939532,-0.22665091,0.23735900,-0.08213737,0.14144390,-0.15548632
-2.69234617,1.50620374,-1.31540672,0.16259953,-0.11920567,0.94850242,-0.89802062,0.00101123,-0.00065464,0.07630900,-0.04386352,0.00744142,-0.00275415,0.30426229,-0.23084246,0.24017722,-0.08712304,0.13593260,-0.15997357
-2.68634317,1.46939032,-1.35674301,0.15978195,-0.12152301,0.92384782,-0.92621338,0.00096983,-0.00071390,0.07510834,-0.04485829,0.00719926,-0.00308076,0.29816571,-0.23498909,0.24242244,-0.09238588,0.13044048,-0.16445521
-2.68034017,1.43062317,-1.39810470,0.15644485,-0.12377603,0.89838871,-0.95426431,0.00092960,-0.00077433,0.07360498,-0.04587395,0.00693866,-0.00342516,0.29112643,-0.23905003,0.24405305,-0.09791965,0.12498606,-0.16888319
-2.67433717,1.39016373,-1.43924656,0.15261489,-0.12593732,0.87233512,-0.98207711,0.00089060,-0.00083525,0.07181060,-0.04690098,0.00666362,-0.00378502,0.28318100,-0.24297337,0.24503513,-0.10371371,0.11958370,-0.17319925
-2.66833417,1.34829642,-1.47985654,0.14832994,-0.12797543,0.84590300,-1.00951141,0.00085281,-0.00089588,0.06974246,-0.04792772,0.00637855,-0.00415755,0.27438248,-0.24669824,0.24534511,-0.10975335,0.11424483,-0.17733682
-2.66233117,1.30533440,-1.51956248,0.14363901,-0.12985614,0.81931761,-1.03638343,0.00081615,-0.00095542,0.06742318,-0.04894079,0.00608815,-0.00453943,0.26480068,-0.25015731,0.24497250,-0.11602018,0.10897920,-0.18122322
-2.65632816,1.26162430,-1.55794205,0.13860181,-0.13154380,0.79281675,-1.06246910,0.00078052,-0.00101303,0.06488033,-0.04992558,0.00579735,-0.00492692,0.25452165,-0.25327970,0.24392226,-0.12249275,0.10379610,-0.18478243
-2.65032516,1.21754948,-1.59453536,0.13328776,-0.13300280,0.76665334,-1.08750944,0.00074577,-0.00106787,0.06214594,-0.05086672,0.00551124,-0.00531587,0.24364653,-0.25599392,0.24221696,-0.12914709,0.09870546,-0.18793795
-2.64432216,1.17353147,-1.62885960,0.12777472,-0.13419893,0.74109722,-1.11121803,0.00071176,-0.00111911,0.05925571,-0.05174858,0.00523492,-0.00570180,0.23228986,-0.25823077,0.23989837,-0.13595734,0.09371874,-0.19061591
-2.63831916,1.13002938,-1.66042510,0.12214732,-0.13510072,0.71643580,-1.13329004,0.00067833,-0.00116598,0.05624829,-0.05255570,0.00497349,-0.00608000,0.22057729,-0.25992610,0.23702843,-0.14289624,0.08884965,-0.19274795
-2.63231616,1.08753709,-1.68875181,0.11649501,-0.13568060,0.69297339,-1.15341252,0.00064535,-0.00120777,0.05316429,-0.05327324,0.00473185,-0.00644559,0.20864295,-0.26102324,0.23368951,-0.14993568,0.08411457,-0.19427405
-2.62631316,1.04657817,-1.71338555,0.11090999,-0.13591581,0.67102923,-1.17127522,0.00061271,-0.00124387,0.05004542,-0.05388728,0.00451468,-0.00679368,0.19662655,-0.26147491,0.22998381,-0.15704700,0.07953281,-0.19514487
-2.62031016,1.00769864,-1.73391311,0.10548494,-0.13578914,0.65093390,-1.18658153,0.00058031,-0.00127376,0.04693354,-0.05438517,0.00432630,-0.00711942,0.18467030,-0.26124478,0.22603187,-0.16420122,0.07512660,-0.19532371
-2.61430715,0.97145780,-1.74997566,0.10031088,-0.13528939,0.63302445,-1.19905895,0.00054812,-0.00129705,0.04386976,-0.05475571,0.00417058,-0.00741817,0.17291584,-0.26030838,0.22197020,-0.17136910,0.07092080,-0.19478789
-2.60830415,0.93841731,-1.76127977,0.09547499,-0.13441158,0.61763823,-1.20846854,0.00051613,-0.00131349,0.04089365,-0.05498935,0.00405086,-0.00768557,0.16150134,-0.25865358,0.21794805,-0.17852106,0.06694257,-0.19352954
-2.60230115,0.90912913,-1.76760575,0.09105867,-0.13315691,0.60510568,-1.21461298,0.00048435,-0.00132297,0.03804248,-0.05507831,0.00396990,-0.00791771,0.15055875,-0.25628048,0.21412335,-0.18562693,0.06322075,-0.19155573
-2.59629815,0.88412266,-1.76881296,0.08713582,-0.13153251,0.59574248,-1.21734287,0.00045285,-0.00132552,0.03535067,-0.05501664,0.00392975,-0.00811118,0.14021152,-0.25320094,0.21065802,-0.19265563,0.05978522,-0.18888801
-2.59029515,0.86389177,-1.76484205,0.08377142,-0.12955102,0.58984139,-1.21656109,0.00042173,-0.00132129,0.03284927,-0.05480026,0.00393174,-0.00826317,0.13057255,-0.24943766,0.20771274,-0.19957474,0.05666622,-0.18556141
-2.58429215,0.84888228,-1.75571428,0.08102049,-0.12723005,0.58766421,-1.21222511,0.00039111,-0.00131058,0.03056565,-0.05442698,0.00397642,-0.00837158,0.12174283,-0.24502300,0.20544145,-0.20635010,0.05389357,-0.18162292
-2.57828914,0.83948059,-1.74152813,0.07892741,-0.12459148,0.58943445,-1.20434724,0.00036112,-0.00129379,0.02852331,-0.05389652,0.00406352,-0.00843505,0.11381036,-0.23999764,0.20398571,-0.21294537,0.05149603,-0.17712962
-2.57228614,0.83600402,-1.72245350,0.07752570,-0.12166076,0.59533104,-1.19299302,0.00033191,-0.00127140,0.02674180,-0.05321045,0.00419193,-0.00845301,0.10684975,-0.23440904,0.20346930,-0.21932178,0.04950064,-0.17214646
-2.56628314,0.83869341,-1.69872416,0.07683811,-0.11846618,0.60548360,-1.17827791,0.00030364,-0.00124399,0.02523681,-0.05237217,0.00435972,-0.00842570,0.10092216,-0.22830994,0.20399314,-0.22543801,0.04793227,-0.16674399
-2.56028014,0.84770849,-1.67062884,0.07687725,-0.11503816,0.61996960,-1.16036270,0.00027645,-0.00121218,0.02402034,-0.05138689,0.00456415,-0.00835414,0.09607584,-0.22175691,0.20563089,-0.23125027,0.04681317,-0.16099596
-2.55427714,0.86312632,-1.63850163,0.07764651,-0.11140860,0.63881366,-1.13944784,0.00025049,-0.00117662,0.02310092,-0.05026154,0.00480170,-0.00824016,0.09234688,-0.21480895,0.20842550,-0.23671274,0.04616275,-0.15497704
-2.54827414,0.88494286,-1.60271216,0.07914127,-0.10761025,0.66198917,-1.11576727,0.00022588,-0.00113797,0.02248401,-0.04900472,0.00506815,-0.00808631,0.08976046,-0.20752625,0.21238666,-0.24177827,0.04599751,-0.14876076
-2.54227114,0.91307779,-1.56365623,0.08135047,-0.10367623,0.68942208,-1.08958198,0.00020273,-0.00109687,0.02217234,-0.04762664,0.00535863,-0.00789582,0.08833221,-0.19996917,0.21748959,-0.24639950,0.04633101,-0.14241758
-2.53626813,0.94738215,-1.52174726,0.08425829,-0.09963963,0.72099684,-1.06117384,0.00018111,-0.00105396,0.02216632,-0.04613894,0.00566776,-0.00767250,0.08806973,-0.19219733,0.22367506,-0.25053027,0.04717408,-0.13601345
-2.53026513,0.98764852,-1.47740891,0.08784590,-0.09553318,0.75656395,-1.03083980,0.00016108,-0.00100979,0.02246442,-0.04455460,0.00598974,-0.00742070,0.08897423,-0.18426897,0.23085075,-0.25412745,0.04853504,-0.12960866
-2.52426213,1.03362300,-1.43106921,0.09209331,-0.09138902,0.79594879,-0.99888695,0.00014267,-0.00096490,0.02306360,-0.04288781,0.00631850,-0.00714518,0.09104198,-0.17624047,0.23889387,-0.25715300,0.05041996,-0.12325701
-2.51825913,1.08501822,-1.38315629,0.09698099,-0.08723863,0.83896102,-0.96562848,0.00012588,-0.00091973,0.02395960,-0.04115371,0.00664785,-0.00685100,0.09426566,-0.16816597,0.24765506,-0.25957624,0.05283299,-0.11700552
-2.51225613,1.14152648,-1.33409570,0.10249130,-0.08311272,0.88540378,-0.93138062,0.00011068,-0.00087468,0.02514721,-0.03936827,0.00697160,-0.00654344,0.09863546,-0.16009725,0.25696326,-0.26137634,0.05577661,-0.11089431
-2.50625313,1.20283209,-1.28430924,0.10860968,-0.07904129,0.93508209,-0.89646073,0.00009704,-0.00083005,0.02662043,-0.03754804,0.00728378,-0.00622791,0.10413979,-0.15208364,0.26663143,-0.26254466,0.05925180,-0.10495696
-2.50025013,1.26862187,-1.23421507,0.11532526,-0.07505367,0.98780960,-0.86118619,0.00008489,-0.00078610,0.02837257,-0.03570990,0.00757875,-0.00590982,0.11076557,-0.14417205,0.27646288,-0.26308701,0.06325808,-0.09922104
-2.49424712,1.33859303,-1.18422877,0.12263117,-0.07117866,1.04341301,-0.82587418,0.00007416,-0.00074302,0.03039621,-0.03387087,0.00785133,-0.00559454,0.11849806,-0.13640710,0.28625788,-0.26302565,0.06779339,-0.09370881
-2.48824412,1.41245760,-1.13476500,0.13052414,-0.06744461,1.10173374,-0.79084198,0.00006475,-0.00070095,0.03268305,-0.03204782,0.00809696,-0.00528727,0.12732023,-0.12883117,0.29582031,-0.26240066,0.07285377,-0.08843815
-2.48224112,1.48994299,-1.08623926,0.13900362,-0.06387956,1.16262642,-0.75640759,0.00005656,-0.00065997,0.03522366,-0.03025730,0.00831179,-0.00499300,0.13721156,-0.12148461,0.30496398,-0.26127092,0.07843284,-0.08342341
-2.47623812,1.57078844,-1.03906941,0.14807039,-0.06051132,1.22595402,-0.72289031,0.00004949,-0.00062014,0.03800711,-0.02851528,0.00849276,-0.00471645,0.14814644,-0.11440582,0.31351839,-0.25971410,0.08452105,-0.07867641
-2.47023512,1.65473727,-0.99367642,0.15772455,-0.05736752,1.29157992,-0.69061110,0.00004344,-0.00058149,0.04102060,-0.02683697,0.00863766,-0.00446200,0.16009223,-0.10763133,0.32133377,-0.25782597,0.09110474,-0.07420724
-2.46423212,1.74152557,-0.95048413,0.16796317,-0.05447564,1.35935713,-0.65989232,0.00003830,-0.00054403,0.04424890,-0.02523663,0.00874510,-0.00423367,0.17300693,-0.10119583,0.32828493,-0.25571870,0.09816510,-0.07002500
-2.45822911,1.83086784,-0.90991758,0.17877761,-0.05186290,1.42911540,-0.63105677,0.00003398,-0.00050776,0.04767392,-0.02372739,0.00881459,-0.00403504,0.18683679,-0.09513217,0.33427420,-0.25351822,0.10567694,-0.06613841
-2.45222611,1.92244071,-0.87239988,0.19015072,-0.04955617,1.50064712,-0.60442568,0.00003038,-0.00047269,0.05127418,-0.02232115,0.00884638,-0.00386925,0.20151388,-0.08947125,0.33923292,-0.25136072,0.11360753,-0.06255620
-2.44622311,2.01586589,-0.83834750,0.20205402,-0.04758171,1.57369294,-0.58031585,0.00002742,-0.00043880,0.05502436,-0.02102841,0.00884150,-0.00373895,0.21695392,-0.08424192,0.34312191,-0.24938822,0.12191540,-0.05928739
-2.44022011,2.11069392,-0.80816402,0.21444512,-0.04596494,1.64792843,-0.55903562,0.00002502,-0.00040613,0.05889501,-0.01985825,0.00880160,-0.00364629,0.23305434,-0.07947072,0.34593057,-0.24774362,0.13054935,-0.05634135
-2.43421711,2.20638997,-0.78223270,0.22726553,-0.04473001,1.72295284,-0.54088003,0.00002312,-0.00037468,0.06285234,-0.01881822,0.00872886,-0.00359284,0.24969305,-0.07518178,0.34767513,-0.24656510,0.13944768,-0.05372770
-2.42821411,2.30232334,-0.76090801,0.24043904,-0.04389947,1.79828120,-0.52612530,0.00002165,-0.00034448,0.06685814,-0.01791434,0.00862587,-0.00357963,0.26672779,-0.07139652,0.34839585,-0.24598041,0.14853774,-0.05145613
-2.42221111,2.39776183,-0.74450683,0.25387092,-0.04349381,1.87334071,-0.51502273,0.00002057,-0.00031557,0.07087003,-0.01715107,0.00849551,-0.00360706,0.28399640,-0.06813355,0.34815362,-0.24610112,0.15773590,-0.04953610
-2.41620810,2.49187212,-0.73329961,0.26744791,-0.04353103,1.94747221,-0.50779269,0.00001984,-0.00028799,0.07484180,-0.01653140,0.00834083,-0.00367491,0.30131806,-0.06540848,0.34702611,-0.24701723,0.16694800,-0.04797652
-2.41020510,2.58372670,-0.72750221,0.28103924,-0.04402622,2.01993726,-0.50461872,0.00001942,-0.00026179,0.07872407,-0.01605690,0.00816493,-0.00378233,0.31849550,-0.06323396,0.34510367,-0.24879238,0.17607033,-0.04678546
-2.40420210,2.67231792,-0.72726898,0.29449860,-0.04499124,2.08993089,-0.50564247,0.00001929,-0.00023703,0.08246514,-0.01572784,0.00797086,-0.00392778,0.33531823,-0.06161972,0.34248522,-0.25145996,0.18499113,-0.04596978
-2.39819910,2.75657870,-0.73268771,0.30766707,-0.04643448,2.15659992,-0.51095956,0.00001944,-0.00021373,0.08601209,-0.01554338,0.00776156,-0.00410909,0.35156676,-0.06057280,0.33927435,-0.25502034,0.19359260,-0.04553505
-2.39219610,2.83540950,-0.74377679,0.32037699,-0.04836069,2.21906610,-0.52061702,0.00001985,-0.00019194,0.08931199,-0.01550172,0.00753976,-0.00432339,0.36701757,-0.06009799,0.33557574,-0.25943951,0.20175348,-0.04548538
-2.38619310,2.90771034,-0.76048509,0.33245651,-0.05077103,2.27645326,-0.53461243,0.00002052,-0.00017169,0.09231330,-0.01560039,0.00730795,-0.00456721,0.38144882,-0.06019828,0.33149207,-0.26464909,0.20935191,-0.04582349
-2.38019010,2.97241653,-0.78269477,0.34373468,-0.05366328,2.32791711,-0.55289493,0.00002143,-0.00015299,0.09496736,-0.01583651,0.00706839,-0.00483648,0.39464645,-0.06087558,0.32712145,-0.27054794,0.21626870,-0.04655092
-2.37418709,3.02853619,-0.81022699,0.35404685,-0.05703214,2.37267624,-0.57536831,0.00002261,-0.00013585,0.09722985,-0.01620708,0.00682306,-0.00512659,0.40641039,-0.06213153,0.32255539,-0.27700526,0.22239069,-0.04766833
-2.36818409,3.07518774,-0.84285052,0.36324012,-0.06086981,2.41004271,-0.60189612,0.00002403,-0.00012026,0.09906223,-0.01670927,0.00657369,-0.00543249,0.41656075,-0.06396836,0.31787728,-0.28386509,0.22761419,-0.04917589
