energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.80190095,1.72646075,0.00128649,0.18581409,0.36774559,0.20587744,0.31994993,1.02897535,0.01231694,0.26754756
-5.79589795,1.68543334,0.00124936,0.17744168,0.36651328,0.19719838,0.31553353,1.00654598,0.01263131,0.26095406
-5.78989495,1.64777098,0.00121696,0.16999125,0.36584582,0.18941372,0.31244729,0.98520747,0.01286995,0.25526864
-5.78389195,1.61301039,0.00118895,0.16338214,0.36558802,0.18246354,0.31046849,0.96478824,0.01302712,0.25037646
-5.77788894,1.58071142,0.00116499,0.15753143,0.36559174,0.17628425,0.30937648,0.94513575,0.01309887,0.24616350
-5.77188594,1.55046259,0.00114472,0.15235479,0.36571715,0.17081071,0.30895512,0.92611669,0.01308309,0.24251923
-5.76588294,1.52188375,0.00112777,0.14776722,0.36583358,0.16597815,0.30899479,0.90761553,0.01297963,0.23933892
-5.75987994,1.49462644,0.00111376,0.14368375,0.36581966,0.16172381,0.30929412,0.88953171,0.01279027,0.23652535
-5.75387694,1.46837240,0.00110226,0.14002021,0.36556318,0.15798830,0.30966155,0.87177590,0.01251863,0.23399002
-5.74787394,1.44283100,0.00109286,0.13669391,0.36496075,0.15471674,0.30991684,0.85426583,0.01217004,0.23165383
-5.74187094,1.41773607,0.00108508,0.13362456,0.36391740,0.15185959,0.30989251,0.83692227,0.01175133,0.22944734
-5.73586793,1.39284298,0.00107843,0.13073512,0.36234632,0.14937331,0.30943540,0.81966546,0.01127059,0.22731069
-5.72986493,1.36792639,0.00107241,0.12795283,0.36016885,0.14722090,0.30840822,0.80241242,0.01073689,0.22519325
-5.72386193,1.34277915,0.00106649,0.12521028,0.35731476,0.14537229,0.30669120,0.78507557,0.01015998,0.22305310
-5.71785893,1.31721271,0.00106012,0.12244641,0.35372292,0.14380474,0.30418374,0.76756263,0.00954997,0.22085649
-5.71185593,1.29105899,0.00105279,0.11960765,0.34934233,0.14250318,0.30080599,0.74977790,0.00891707,0.21857732
-5.70585293,1.26417388,0.00104397,0.11664881,0.34413333,0.14146065,0.29650029,0.73162500,0.00827122,0.21619670
-5.69984992,1.23644190,0.00103317,0.11353398,0.33806915,0.14067864,0.29123245,0.71301063,0.00762193,0.21370266
-5.69384692,1.20778183,0.00101996,0.11023719,0.33113735,0.14016751,0.28499250,0.69384925,0.00697800,0.21109008
-5.68784392,1.17815271,0.00100396,0.10674285,0.32334131,0.13994683,0.27779521,0.67406821,0.00634733,0.20836068
-5.68184092,1.14755964,0.00098488,0.10304590,0.31470139,0.14004567,0.26967987,0.65361306,0.00573685,0.20552319
-5.67583792,1.11605887,0.00096249,0.09915175,0.30525574,0.14050263,0.26070964,0.63245239,0.00515237,0.20259364
-5.66983492,1.08376153,0.00093670,0.09507578,0.29506060,0.14136572,0.25097009,0.61058208,0.00459859,0.19959552
-5.66383192,1.05083555,0.00090747,0.09084269,0.28419001,0.14269186,0.24056727,0.58802849,0.00407905,0.19656004
-5.65782891,1.01750527,0.00087490,0.08648544,0.27273489,0.14454594,0.22962499,0.56485021,0.00359625,0.19352607
-5.65182591,0.98404870,0.00083918,0.08204399,0.26080143,0.14699954,0.21828170,0.54113848,0.00315163,0.19053998
-5.64582291,0.95079198,0.00080059,0.07756383,0.24850888,0.15012907,0.20668681,0.51701588,0.00274572,0.18765513
-5.63981991,0.91810146,0.00075950,0.07309436,0.23598679,0.15401338,0.19499679,0.49263357,0.00237825,0.18493101
-5.63381691,0.88637330,0.00071633,0.06868717,0.22337175,0.15873099,0.18337096,0.46816703,0.00204826,0.18243201
-5.62781391,0.85602122,0.00067157,0.06439427,0.21080389,0.16435680,0.17196735,0.44381061,0.00175424,0.18022586
-5.62181091,0.82746260,0.00062574,0.06026648,0.19842318,0.17095856,0.16093864,0.41977110,0.00149422,0.17838168
-5.61580790,0.80110388,0.00057937,0.05635175,0.18636566,0.17859307,0.15042839,0.39626068,0.00126594,0.17696771
-5.60980490,0.77732553,0.00053301,0.05269383,0.17475989,0.18730239,0.14056769,0.37348957,0.00106693,0.17604889
-5.60380190,0.75646757,0.00048717,0.04933102,0.16372368,0.19711016,0.13147223,0.35165873,0.00089461,0.17568426
-5.59779890,0.73881618,0.00044233,0.04629525,0.15336118,0.20801832,0.12324014,0.33095303,0.00074638,0.17592440
-5.59179590,0.72459200,0.00039894,0.04361139,0.14376052,0.22000428,0.11595033,0.31153506,0.00061967,0.17680894
-5.58579290,0.71394077,0.00035738,0.04129689,0.13499205,0.23301890,0.10966156,0.29353997,0.00051201,0.17836434
-5.57978989,0.70692667,0.00031797,0.03936161,0.12710718,0.24698528,0.10441220,0.27707143,0.00042108,0.18060208
-5.57378689,0.70352871,0.00028096,0.03780804,0.12013790,0.26179865,0.10022061,0.26219891,0.00034471,0.18351730
-5.56778389,0.70364028,0.00024655,0.03663165,0.11409692,0.27732727,0.09708602,0.24895638,0.00028093,0.18708803
-5.56178089,0.70707204,0.00021485,0.03582149,0.10897837,0.29341452,0.09498994,0.23734231,0.00022793,0.19127500
-5.55577789,0.71355771,0.00018592,0.03536092,0.10475913,0.30988205,0.09389801,0.22732106,0.00018413,0.19602224
-5.54977489,0.72276284,0.00015977,0.03522851,0.10140044,0.32653394,0.09376196,0.21882541,0.00014811,0.20125825
-5.54377189,0.73429584,0.00013632,0.03539894,0.09885006,0.34316169,0.09452190,0.21176013,0.00011863,0.20689781
-5.53776888,0.74772095,0.00011550,0.03584395,0.09704454,0.35954985,0.09610857,0.20600648,0.00009462,0.21284433
-5.53176588,0.76257244,0.00009717,0.03653328,0.09591170,0.37548201,0.09844557,0.20142722,0.00007516,0.21899269
-5.52576288,0.77836952,0.00008117,0.03743554,0.09537322,0.39074698,0.10145149,0.19787212,0.00005947,0.22523233
-5.51975988,0.79463119,0.00006733,0.03851896,0.09534703,0.40514472,0.10504181,0.19518355,0.00004689,0.23145054
-5.51375688,0.81089057,0.00005545,0.03975212,0.09574981,0.41849184,0.10913064,0.19320211,0.00003685,0.23753580
-5.50775388,0.82670800,0.00004536,0.04110448,0.09649910,0.43062651,0.11363213,0.19177198,0.00002890,0.24338090
-5.50175088,0.84168264,0.00003684,0.04254681,0.09751530,0.44141239,0.11846168,0.19074584,0.00002267,0.24888591
-5.49574787,0.85546213,0.00002973,0.04405152,0.09872333,0.45074163,0.12353689,0.18998932,0.00001783,0.25396073
-5.48974487,0.86775013,0.00002384,0.04559291,0.10005406,0.45853670,0.12877836,0.18938477,0.00001416,0.25852725
-5.48374187,0.87831177,0.00001900,0.04714730,0.10144540,0.46475121,0.13411028,0.18883433,0.00001145,0.26252095
-5.47773887,0.88697691,0.00001508,0.04869311,0.10284313,0.46936968,0.13946099,0.18826241,0.00000958,0.26589209
-5.47173587,0.89364168,0.00001194,0.05021095,0.10420153,0.47240643,0.14476354,0.18761735,0.00000845,0.26860636
-5.46573287,0.89826820,0.00000945,0.05168366,0.10548371,0.47390370,0.14995620,0.18687257,0.00000800,0.27064518
-5.45972986,0.90088327,0.00000753,0.05309643,0.10666182,0.47392934,0.15498318,0.18602712,0.00000822,0.27200555
-5.45372686,0.90157596,0.00000608,0.05443686,0.10771709,0.47257410,0.15979536,0.18510573,0.00000915,0.27269969
-5.44772386,0.90049473,0.00000505,0.05569521,0.10863982,0.46994896,0.16435118,0.18415853,0.00001085,0.27275442
-5.44172086,0.89784430,0.00000437,0.05686451,0.10942919,0.46618242,0.16861770,0.18326040,0.00001344,0.27221047
-5.43571786,0.89388247,0.00000402,0.05794089,0.11009312,0.46141810,0.17257164,0.18251012,0.00001708,0.27112167
-5.42971486,0.88891693,0.00000396,0.05892383,0.11064799,0.45581266,0.17620051,0.18202924,0.00002200,0.26955405
-5.42371186,0.88330233,0.00000419,0.05981644,0.11111836,0.44953405,0.17950361,0.18196088,0.00002846,0.26758501
-5.41770885,0.87743712,0.00000471,0.06062566,0.11153658,0.44276007,0.18249292,0.18246822,0.00003680,0.26530230
-5.41170585,0.87176040,0.00000553,0.06136250,0.11194234,0.43567717,0.18519367,0.18373281,0.00004743,0.26280304
-5.40570285,0.86674809,0.00000667,0.06204206,0.11238207,0.42847937,0.18764455,0.18595255,0.00006085,0.26019242
-5.39969985,0.86290846,0.00000817,0.06268346,0.11290824,0.42136713,0.18989742,0.18933938,0.00007761,0.25758237
-5.39369685,0.86077644,0.00001008,0.06330968,0.11357846,0.41454595,0.19201656,0.19411639,0.00009838,0.25508979
-5.38769385,0.86090659,0.00001244,0.06394705,0.11445442,0.40822466,0.19407716,0.20051453,0.00012390,0.25283453
-5.38169085,0.86386434,0.00001532,0.06462475,0.11560066,0.40261316,0.19616336,0.20876858,0.00015501,0.25093703
-5.37568784,0.87021557,0.00001879,0.06537396,0.11708313,0.39791963,0.19836563,0.21911258,0.00019264,0.24951550
-5.36968484,0.88051433,0.00002290,0.06622689,0.11896762,0.39434699,0.20077757,0.23177448,0.00023781,0.24868289
-5.36368184,0.89528899,0.00002774,0.06721572,0.12131815,0.39208892,0.20349241,0.24697020,0.00029160,0.24854350
-5.35767884,0.91502695,0.00003339,0.06837136,0.12419516,0.39132519,0.20659904,0.26489705,0.00035515,0.24918948
-5.35167584,0.94015847,0.00003990,0.06972216,0.12765382,0.39221678,0.21017809,0.28572670,0.00042967,0.25069728
-5.34567284,0.97104005,0.00004736,0.07129266,0.13174236,0.39490067,0.21429793,0.30959780,0.00051635,0.25312425
-5.33966983,1.00793800,0.00005582,0.07310233,0.13650053,0.39948482,0.21901089,0.33660853,0.00061639,0.25650550
-5.33366683,1.05101294,0.00006532,0.07516448,0.14195820,0.40604336,0.22435004,0.36680921,0.00073092,0.26085125
-5.32766383,1.10030587,0.00007590,0.07748529,0.14813425,0.41461236,0.23032634,0.40019544,0.00086101,0.26614480
-5.32166083,1.15572655,0.00008757,0.08006308,0.15503572,0.42518637,0.23692675,0.43670183,0.00100756,0.27234131
-5.31565783,1.21704479,0.00010031,0.08288779,0.16265722,0.43771604,0.24411301,0.47619686,0.00117131,0.27936737
-5.30965483,1.28388523,0.00011410,0.08594081,0.17098057,0.45210684,0.25182142,0.51847908,0.00135274,0.28712163
-5.30365183,1.35572609,0.00012885,0.08919500,0.17997487,0.46821909,0.25996364,0.56327484,0.00155209,0.29547635
-5.29764882,1.43190202,0.00014448,0.09261510,0.18959662,0.48586937,0.26842831,0.61023802,0.00176924,0.30427993
-5.29164582,1.51161140,0.00016086,0.09615838,0.19979018,0.50483322,0.27708370,0.65895177,0.00200370,0.31336038
-5.28564282,1.59392797,0.00017782,0.09977557,0.21048834,0.52484923,0.28578110,0.70893245,0.00225458,0.32252950
-5.27963982,1.67781655,0.00019518,0.10341202,0.22161295,0.54562418,0.29435895,0.75963593,0.00252055,0.33158778
-5.27363682,1.76215261,0.00021270,0.10700901,0.23307573,0.56683936,0.30264746,0.81046602,0.00279985,0.34032980
-5.26763382,1.84574519,0.00023016,0.11050534,0.24477905,0.58815758,0.31047362,0.86078512,0.00309023,0.34854979
-5.26163082,1.92736252,0.00024729,0.11383887,0.25661675,0.60923092,0.31766645,0.90992680,0.00338905,0.35604746
-5.25562781,2.00575971,0.00026380,0.11694819,0.26847505,0.62970878,0.32406215,0.95720987,0.00369320,0.36263351
-5.24962481,2.07970757,0.00027943,0.11977426,0.28023344,0.64924613,0.32950914,1.00195389,0.00399924,0.36813495
-5.24362181,2.14802196,0.00029389,0.12226205,0.29176577,0.66751166,0.33387272,1.04349528,0.00430339,0.37239987
-5.23761881,2.20959257,0.00030691,0.12436196,0.30294138,0.68419567,0.33703921,1.08120378,0.00460165,0.37530160
-5.23161581,2.26341038,0.00031824,0.12603122,0.31362651,0.69901743,0.33891943,1.11449863,0.00488985,0.37674195
-5.22561281,2.30859298,0.00032768,0.12723499,0.32368599,0.71173186,0.33945145,1.14286388,0.00516376,0.37665378
-5.21960980,2.34440697,0.00033502,0.12794732,0.33298513,0.72213544,0.33860239,1.16586231,0.00541921,0.37500236
-5.21360680,2.37028669,0.00034014,0.12815180,0.34139213,0.73007112,0.33636942,1.18314745,0.00565216,0.37178602
-5.20760380,2.38584884,0.00034295,0.12784196,0.34878069,0.73543226,0.33277976,1.19447318,0.00585886,0.36703558
-5.20160080,2.39090243,0.00034341,0.12702138,0.35503309,0.73816547,0.32788975,1.19970067,0.00603592,0.36081301
-5.19559780,2.38545398,0.00034153,0.12570353,0.36004357,0.73827233,0.32178308,1.19880218,0.00618041,0.35320916
-5.18959480,2.36970756,0.00033741,0.12391129,0.36372191,0.73581008,0.31456812,1.19186184,0.00629000,0.34434067
-5.18359180,2.34406012,0.00033118,0.12167622,0.36599724,0.73089121,0.30637463,1.17907309,0.00636298,0.33434629
-5.17758879,2.30909202,0.00032305,0.11903763,0.36682184,0.72368217,0.29734979,1.16073314,0.00639836,0.32338263
-5.17158579,2.26555347,0.00031326,0.11604136,0.36617487,0.71440119,0.28765388,1.13723446,0.00639592,0.31161957
-5.16558279,2.21434721,0.00030213,0.11273850,0.36406585,0.70331538,0.27745561,1.10905383,0.00635621,0.29923541
-5.15957979,2.15650835,0.00029001,0.10918393,0.36053779,0.69073733,0.26692742,1.07673926,0.00628061,0.28641200
-5.15357679,2.09318207,0.00027731,0.10543480,0.35566976,0.67702129,0.25624085,1.04089535,0.00617126,0.27333003
-5.14757379,2.02560013,0.00026446,0.10154908,0.34957885,0.66255920,0.24556220,1.00216770,0.00603108,0.26016452
-5.14157079,1.95505704,0.00025194,0.09758412,0.34242146,0.64777669,0.23504861,0.96122689,0.00586372,0.24708079
-5.13556778,1.88288686,0.00024027,0.09359533,0.33439369,0.63312917,0.22484481,0.91875275,0.00567350,0.23423094
-5.12956478,1.81044143,0.00022999,0.08963509,0.32573105,0.61909837,0.21508049,0.87541936,0.00546534,0.22175102
-5.12356178,1.73907075,0.00022166,0.08575181,0.31670720,0.60618909,0.20586861,0.83188144,0.00524467,0.20975894
-5.11755878,1.67010605,0.00021588,0.08198927,0.30763203,0.59492655,0.19730447,0.78876242,0.00501738,0.19835307
-5.11155578,1.60484605,0.00021329,0.07838628,0.29884886,0.58585410,0.18946574,0.74664470,0.00478970,0.18761179
-5.10555278,1.54454644,0.00021451,0.07497650,0.29073098,0.57953137,0.18241323,0.70606212,0.00456814,0.17759366
-5.09954977,1.49041264,0.00022023,0.07178865,0.28367756,0.57653263,0.17619251,0.66749496,0.00435937,0.16833838
-5.09354677,1.44359553,0.00023114,0.06884690,0.27810889,0.57744517,0.17083609,0.63136729,0.00417016,0.15986842
-5.08754377,1.40518963,0.00024795,0.06617148,0.27446114,0.58286755,0.16636607,0.59804657,0.00400727,0.15219112
-5.08154077,1.37623305,0.00027137,0.06377941,0.27318050,0.59340716,0.16279712,0.56784529,0.00387737,0.14530121
-5.07553777,1.35770849,0.00030215,0.06168540,0.27471686,0.60967703,0.16013943,0.54102425,0.00378697,0.13918359
-5.06953477,1.35054412,0.00034099,0.05990269,0.27951693,0.63229132,0.15840162,0.51779708,0.00374231,0.13381619
-5.06353177,1.35561359,0.00038859,0.05844388,0.28801685,0.66185926,0.15759319,0.49833549,0.00374927,0.12917280
-5.05752876,1.37373415,0.00044561,0.05732167,0.30063419,0.69897720,0.15772647,0.48277488,0.00381333,0.12522565
-5.05152576,1.40566198,0.00051266,0.05654936,0.31775949,0.74421859,0.15881787,0.47121960,0.00393941,0.12194769
-5.04552276,1.45208421,0.00059025,0.05614119,0.33974718,0.79812180,0.16088823,0.46374764,0.00413181,0.11931442
-5.03951976,1.51360711,0.00067877,0.05611233,0.36690621,0.86117581,0.16396233,0.46041426,0.00439409,0.11730514
-5.03351676,1.59074032,0.00077849,0.05647866,0.39949021,0.93380397,0.16806739,0.46125428,0.00472898,0.11590369
-5.02751376,1.68387750,0.00088949,0.05725614,0.43768759,1.01634619,0.17323079,0.46628280,0.00513827,0.11509851
-5.02151076,1.79327376,0.00101168,0.05846003,0.48161187,1.10904015,0.17947690,0.47549447,0.00562268,0.11488216
-5.01550775,1.91902093,0.00114472,0.06010369,0.53129232,1.21200219,0.18682337,0.48886114,0.00618180,0.11525031
-5.00950475,2.06102183,0.00128803,0.06219733,0.58666561,1.32520882,0.19527698,0.50632829,0.00681396,0.11620022
-5.00350175,2.21896517,0.00144077,0.06474654,0.64756869,1.44847968,0.20482934,0.52781045,0.00751617,0.11772892
-4.99749875,2.39230255,0.00160183,0.06775079,0.71373351,1.58146310,0.21545270,0.55318607,0.00828408,0.11983118
-4.99149575,2.58022962,0.00176982,0.07120199,0.78478393,1.72362527,0.22709617,0.58229229,0.00911196,0.12249737
-4.98549275,2.78167287,0.00194309,0.07508316,0.86023540,1.87424386,0.23968269,0.61492017,0.00999268,0.12571140
-4.97948974,2.99528394,0.00211977,0.07936737,0.93949768,2.03240714,0.25310682,0.65081091,0.01091779,0.12944887
-4.97348674,3.21944260,0.00229777,0.08401693,1.02188085,2.19701910,0.26723389,0.68965354,0.01187758,0.13367561
-4.96748374,3.45226952,0.00247483,0.08898308,1.10660488,2.36681101,0.28190029,0.73108451,0.01286126,0.13834661
-4.96148074,3.69164927,0.00264861,0.09420605,1.19281263,2.54035961,0.29691539,0.77468949,0.01385711,0.14340556
-4.95547774,3.93526365,0.00281670,0.09961562,1.27958612,2.71611170,0.31206476,0.82000765,0.01485269,0.14878497
-4.94947474,4.18063473,0.00297674,0.10513219,1.36596567,2.89241448,0.32711487,0.86653834,0.01583516,0.15440693
-4.94347174,4.42517636,0.00312646,0.11066839,1.45097145,3.06755100,0.34181906,0.91375020,0.01679148,0.16018447
-4.93746873,4.66625276,0.00326376,0.11613097,1.53362655,3.23977940,0.35592448,0.96109223,0.01770879,0.16602351
-4.93146573,4.90124177,0.00338680,0.12142328,1.61298097,3.40737460,0.36917983,1.00800664,0.01857471,0.17182527
-4.92546273,5.12760044,0.00349406,0.12644783,1.68813533,3.56867092,0.38134348,1.05394273,0.01937762,0.17748908
-4.91945973,5.34293031,0.00358438,0.13110916,1.75826358,3.72210387,0.39219167,1.09837122,0.02010702,0.18291540
-4.91345673,5.54503952,0.00365703,0.13531672,1.82263364,3.86624962,0.40152633,1.14079839,0.02075374,0.18800897
-4.90745373,5.73199910,0.00371171,0.13898762,1.88062505,3.99986039,0.40918217,1.18077920,0.02131022,0.19268184
-4.90145073,5.90219112,0.00374860,0.14204934,1.93174307,4.12189451,0.41503279,1.21792892,0.02177066,0.19685626
-4.89544772,6.05434661,0.00376834,0.14444191,1.97562849,4.23153996,0.41899528,1.25193237,0.02213117,0.20046714
-4.88944472,6.18757170,0.00377198,0.14611990,2.01206283,4.32823059,0.42103340,1.28255064,0.02238980,0.20346407
-4.88344172,6.30136115,0.00376099,0.14705373,2.04096890,4.41165451,0.42115888,1.30962466,0.02254658,0.20581278
-4.87743872,6.39559889,0.00373717,0.14723050,2.06240670,4.48175457,0.41943108,1.33307571,0.02260340,0.20749597
-4.87143572,6.47054591,0.00370260,0.14665428,2.07656510,4.53872120,0.41595475,1.35290271,0.02256392,0.20851344
-4.86543272,6.52681656,0.00365955,0.14534570,2.08374972,4.58297806,0.41087627,1.36917663,0.02243339,0.20888161
-4.85942971,6.56534447,0.00361043,0.14334111,2.08436786,4.61516158,0.40437841,1.38203235,0.02221841,0.20863240
-4.85342671,6.58734022,0.00355765,0.14069107,2.07891114,4.63609512,0.39667392,1.39165844,0.02192665,0.20781161
-4.84742371,6.59424261,0.00350357,0.13745857,2.06793680,4.64675924,0.38799825,1.39828552,0.02156663,0.20647678
-4.84142071,6.58766604,0.00345044,0.13371675,2.05204848,4.64825912,0.37860178,1.40217395,0.02114739,0.20469482
-4.83541771,6.56934613,0.00340031,0.12954651,2.03187733,4.64179048,0.36874182,1.40360133,0.02067822,0.20253927
-4.82941471,6.54108568,0.00335495,0.12503384,2.00806414,4.62860500,0.35867477,1.40285072,0.02016838,0.20008768
-4.82341171,6.50470297,0.00331586,0.12026725,1.98124303,4.60997650,0.34864870,1.40019996,0.01962688,0.19741880
-4.81740870,6.46198388,0.00328420,0.11533516,1.95202722,4.58716845,0.33889668,1.39591265,0.01906224,0.19461008
-4.81140570,6.41463899,0.00326080,0.11032350,1.92099697,4.56140374,0.32963094,1.39023123,0.01848235,0.19173531
-4.80540270,6.36426656,0.00324614,0.10531354,1.88868995,4.53383717,0.32103805,1.38337203,0.01789428,0.18886260
-4.79939970,6.31232173,0.00324039,0.10038001,1.85559395,4.50553089,0.31327527,1.37552271,0.01730427,0.18605269
-4.79339670,6.26009204,0.00324339,0.09558952,1.82214161,4.47743332,0.30646799,1.36684165,0.01671760,0.18335768
-4.78739370,6.20867916,0.00325474,0.09099940,1.78870719,4.45036133,0.30070821,1.35745915,0.01613863,0.18082009
-4.78139070,6.15898647,0.00327378,0.08665686,1.75560493,4.42498624,0.29605415,1.34748015,0.01557077,0.17847239
-4.77538769,6.11171192,0.00329967,0.08259853,1.72308868,4.40182323,0.29253069,1.33698787,0.01501660,0.17633678
-4.76938469,6.06734582,0.00333140,0.07885036,1.69135270,4.38122471,0.29013065,1.32604804,0.01447787,0.17442539
-4.76338169,6.02617301,0.00336786,0.07542776,1.66053327,4.36337736,0.28881675,1.31471324,0.01395561,0.17274075
-4.75737869,5.98827901,0.00340785,0.07233618,1.63071105,4.34830322,0.28852410,1.30302686,0.01345024,0.17127641
-4.75137569,5.95355987,0.00345011,0.06957171,1.60191400,4.33586477,0.28916317,1.29102646,0.01296166,0.17001789
-4.74537269,5.92173551,0.00349336,0.06712208,1.57412109,4.32577415,0.29062302,1.27874612,0.01248937,0.16894375
-4.73936968,5.89236634,0.00353631,0.06496771,1.54726645,4.31760656,0.29277490,1.26621783,0.01203251,0.16802671
-4.73336668,5.86487321,0.00357766,0.06308290,1.52124446,4.31081761,0.29547589,1.25347173,0.01159006,0.16723500
-4.72736368,5.83856029,0.00361617,0.06143710,1.49591548,4.30476461,0.29857281,1.24053540,0.01116081,0.16653366
-4.72136068,5.81264104,0.00365059,0.05999621,1.47111246,4.29873129,0.30190612,1.22743227,0.01074352,0.16588595
-4.71535768,5.78626662,0.00367973,0.05872392,1.44664841,4.29195533,0.30531389,1.21417952,0.01033695,0.16525477
-4.70935468,5.75855657,0.00370243,0.05758301,1.42232454,4.28365820,0.30863579,1.20078567,0.00993993,0.16460396
-4.70335168,5.72863097,0.00371763,0.05653654,1.39793912,4.27307606,0.31171696,1.18724825,0.00955137,0.16389972
-4.69734867,5.69564327,0.00372430,0.05554905,1.37329662,4.25949090,0.31441184,1.17355189,0.00917034,0.16311182
-4.69134567,5.65881307,0.00372154,0.05458761,1.34821697,4.24226075,0.31658777,1.15966701,0.00879609,0.16221472
-4.68534267,5.61745742,0.00370852,0.05362270,1.32254461,4.22084761,0.31812839,1.14554952,0.00842802,0.16118856
-4.67933967,5.57101993,0.00368459,0.05262901,1.29615675,4.19484207,0.31893666,1.13114154,0.00806575,0.16001993
-4.67333667,5.51909622,0.00364921,0.05158604,1.26897070,4.16398358,0.31893748,1.11637342,0.00770907,0.15870241
-4.66733367,5.46145499,0.00360203,0.05047851,1.24094968,4.12817536,0.31807979,1.10116685,0.00735797,0.15723688
-4.66133067,5.39805356,0.00354292,0.04929660,1.21210692,4.08749336,0.31633812,1.08543919,0.00701261,0.15563154
-4.65532766,5.32904745,0.00347194,0.04803602,1.18250772,4.04218890,0.31371343,1.06910877,0.00667333,0.15390163
-4.64932466,5.25479340,0.00338938,0.04669783,1.15226942,3.99268479,0.31023328,1.05210095,0.00634060,0.15206889
-4.64332166,5.17584576,0.00329576,0.04528821,1.12155913,3.93956524,0.30595127,1.03435467,0.00601502,0.15016077
