energy_ev,total_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.26863432,1.45171089,0.11963922,0.31901554,0.97579820,0.72633013,0.00088333,0.00961781,0.00312140,0.06553659
-3.26263132,1.33312687,0.10820609,0.28545405,0.90400856,0.67423865,0.00081640,0.00841253,0.00287416,0.05789485
-3.25662831,1.22045488,0.09732347,0.25423999,0.83423711,0.62448618,0.00075101,0.00732053,0.00263080,0.05089138
-3.25062531,1.11422287,0.08706264,0.22543972,0.76703867,0.57731514,0.00068760,0.00633970,0.00239367,0.04452379
-3.24462231,1.01479683,0.07747666,0.19907726,0.70286451,0.53289520,0.00062657,0.00546679,0.00216484,0.03878094
-3.23861931,0.92239224,0.06860107,0.17513998,0.64206239,0.49132796,0.00056825,0.00469768,0.00194612,0.03364455
-3.23261631,0.83708918,0.06045525,0.15358479,0.58487982,0.45265358,0.00051290,0.00402768,0.00173896,0.02909083
-3.22661331,0.75885024,0.05304404,0.13434463,0.53147013,0.41685884,0.00046074,0.00345186,0.00154454,0.02509218
-3.22061031,0.68754056,0.04635965,0.11733499,0.48190082,0.38388634,0.00041191,0.00296529,0.00136370,0.02161871
-3.21460730,0.62294890,0.04038380,0.10246033,0.43616374,0.35364442,0.00036651,0.00256332,0.00119701,0.01863970
-3.20860430,0.56480918,0.03508984,0.08962007,0.39418638,0.32601735,0.00032461,0.00224181,0.00104477,0.01612497
-3.20260130,0.51282151,0.03044497,0.07871419,0.35584393,0.30087556,0.00028621,0.00199736,0.00090705,0.01404599
-3.19659830,0.46667219,0.02641229,0.06964815,0.32097136,0.27808530,0.00025131,0.00182747,0.00078372,0.01237693
-3.19059530,0.42605198,0.02295272,0.06233716,0.28937525,0.25751777,0.00021985,0.00173070,0.00067449,0.01109546
-3.18459230,0.39067228,0.02002675,0.05670962,0.26084480,0.23905713,0.00019177,0.00170675,0.00057898,0.01018333
-3.17858929,0.36027863,0.01759589,0.05270970,0.23516186,0.22260741,0.00016701,0.00175657,0.00049671,0.00962685
-3.17258629,0.33466150,0.01562387,0.05029914,0.21210960,0.20809812,0.00014547,0.00188238,0.00042721,0.00941704
-3.16658329,0.31366403,0.01407760,0.04945803,0.19147971,0.19548840,0.00012708,0.00208763,0.00037001,0.00954965
-3.16058029,0.29718668,0.01292777,0.05018475,0.17307811,0.18476978,0.00011178,0.00237697,0.00032471,0.01002493
-3.15457729,0.28518885,0.01214923,0.05249496,0.15672908,0.17596747,0.00009950,0.00275612,0.00029099,0.01084726
-3.14857429,0.27768757,0.01172105,0.05641971,0.14227800,0.16914028,0.00009023,0.00323170,0.00026871,0.01202447
-3.14257129,0.27475334,0.01162639,0.06200270,0.12959265,0.16437925,0.00008394,0.00381104,0.00025785,0.01356706
-3.13656828,0.27650355,0.01185210,0.06929671,0.11856341,0.16180502,0.00008067,0.00450192,0.00025861,0.01548721
-3.13056528,0.28309352,0.01238818,0.07835936,0.10910243,0.16156422,0.00008049,0.00531225,0.00027141,0.01779763
-3.12456228,0.29470577,0.01322702,0.08924824,0.10114196,0.16382483,0.00008348,0.00624972,0.00029689,0.02051030
-3.11855928,0.31153769,0.01436255,0.10201559,0.09463214,0.16877082,0.00008979,0.00732143,0.00033595,0.02363509
-3.11255628,0.33378822,0.01578935,0.11670270,0.08953832,0.17659603,0.00009959,0.00853350,0.00038972,0.02717840
-3.10655328,0.36164384,0.01750167,0.13333426,0.08583813,0.18749763,0.00011307,0.00989066,0.00045959,0.03114171
-3.10055028,0.39526449,0.01949243,0.15191285,0.08351850,0.20166915,0.00013047,0.01139583,0.00054717,0.03552027
-3.09454727,0.43476975,0.02175236,0.17241387,0.08257260,0.21929331,0.00015202,0.01304979,0.00065429,0.04030190
-3.08854427,0.48022596,0.02426911,0.19478114,0.08299702,0.24053471,0.00017799,0.01485083,0.00078297,0.04546599
-3.08254127,0.53163463,0.02702661,0.21892350,0.08478898,0.26553261,0.00020860,0.01679450,0.00093535,0.05098272
-3.07653827,0.58892259,0.03000445,0.24471256,0.08794392,0.29439391,0.00024409,0.01887344,0.00111368,0.05681267
-3.07053527,0.65193437,0.03317762,0.27198191,0.09245321,0.32718644,0.00028463,0.02107734,0.00132021,0.06290670
-3.06453227,0.72042708,0.03651633,0.30052788,0.09830216,0.36393276,0.00033037,0.02339295,0.00155718,0.06920634
-3.05852926,0.79406808,0.03998613,0.33011205,0.10546834,0.40460466,0.00038134,0.02580429,0.00182669,0.07564454
-3.05252626,0.87243552,0.04354830,0.36046543,0.11392005,0.44911836,0.00043753,0.02829293,0.00213061,0.08214685
-3.04652326,0.95502198,0.04716039,0.39129437,0.12361510,0.49733080,0.00049880,0.03083844,0.00247053,0.08863307
-3.04052026,1.04124094,0.05077710,0.42228790,0.13449976,0.54903690,0.00056490,0.03341894,0.00284762,0.09501915
-3.03451726,1.13043606,0.05435122,0.45312645,0.14650798,0.60396821,0.00063543,0.03601171,0.00326257,0.10121952
-3.02851426,1.22189278,0.05783485,0.48349150,0.15956082,0.66179274,0.00070990,0.03859395,0.00371543,0.10714953
-3.02251126,1.31485209,0.06118064,0.51307576,0.17356609,0.72211641,0.00078764,0.04114351,0.00420563,0.11272807
-3.01650825,1.40852581,0.06434312,0.54159354,0.18841828,0.78448595,0.00086787,0.04363967,0.00473181,0.11788017
-3.01050525,1.50211280,0.06728000,0.56879074,0.20399876,0.84839338,0.00094970,0.04606389,0.00529182,0.12253945
-3.00450225,1.59481577,0.06995344,0.59445404,0.22017630,0.91328210,0.00103213,0.04840046,0.00588265,0.12665041
-2.99849925,1.68585781,0.07233110,0.61841876,0.23680795,0.97855452,0.00111409,0.05063707,0.00650046,0.13017030
-2.99249625,1.77449833,0.07438713,0.64057508,0.25374029,1.04358126,0.00119448,0.05276524,0.00714056,0.13307063
-2.98649325,1.86004785,0.07610284,0.66087220,0.27081112,1.10771162,0.00127217,0.05478060,0.00779747,0.13533813
-2.98049025,1.94188119,0.07746713,0.67932032,0.28785153,1.17028538,0.00134612,0.05668294,0.00846500,0.13697516
-2.97448724,2.01944881,0.07847672,0.69599012,0.30468852,1.23064564,0.00141533,0.05847611,0.00913635,0.13799957
-2.96848424,2.09228610,0.07913600,0.71101003,0.32114790,1.28815239,0.00147900,0.06016772,0.00980423,0.13844399
-2.96248124,2.16002052,0.07945668,0.72456113,0.33705770,1.34219662,0.00153647,0.06176861,0.01046108,0.13835462
-2.95647824,2.22237655,0.07945723,0.73687011,0.35225184,1.39221464,0.00158738,0.06329223,0.01109916,0.13778955
-2.95047524,2.27917865,0.07916206,0.74820062,0.36657408,1.43770218,0.00163164,0.06475385,0.01171084,0.13681673
-2.94447224,2.33035238,0.07860062,0.75884337,0.37988209,1.47822790,0.00166952,0.06616968,0.01228874,0.13551172
-2.93846923,2.37592381,0.07780640,0.76910557,0.39205152,1.51344601,0.00170169,0.06755593,0.01282600,0.13395523
-2.93246623,2.41601757,0.07681586,0.77930017,0.40297993,1.54310735,0.00172921,0.06892795,0.01331641,0.13223074
-2.92646323,2.45085385,0.07566749,0.78973547,0.41259045,1.56706883,0.00175360,0.07029932,0.01375471,0.13042213
-2.92046023,2.48074430,0.07440083,0.80070569,0.42083491,1.58530064,0.00177684,0.07168111,0.01413665,0.12861154
-2.91445723,2.50608738,0.07305570,0.81248265,0.42769643,1.59789090,0.00180136,0.07308131,0.01445924,0.12687753
-2.90845423,2.52736295,0.07167151,0.82530936,0.43319117,1.60504763,0.00183001,0.07450433,0.01472080,0.12529351
-2.90245123,2.54512638,0.07028681,0.83939529,0.43736925,1.60709759,0.00186606,0.07595088,0.01492109,0.12392658
-2.89644822,2.56000195,0.06893895,0.85491377,0.44031465,1.60448214,0.00191313,0.07741790,0.01506133,0.12283675
-2.89044522,2.57267569,0.06766388,0.87200140,0.44214408,1.59774981,0.00197516,0.07889881,0.01514421,0.12207650
-2.88444222,2.58388721,0.06649609,0.89075921,0.44300478,1.58754586,0.00205628,0.08038399,0.01517385,0.12169064
-2.87843922,2.59442052,0.06546870,0.91125548,0.44307131,1.57459887,0.00216075,0.08186135,0.01515573,0.12171642
-2.87243622,2.60509359,0.06461346,0.93352963,0.44254127,1.55970475,0.00229285,0.08331713,0.01509657,0.12218386
-2.86643322,2.61674630,0.06396087,0.95759695,0.44163028,1.54370841,0.00245673,0.08473677,0.01500418,0.12311614
-2.86043022,2.63022673,0.06354017,0.98345333,0.44056612,1.52748371,0.00265631,0.08610578,0.01488727,0.12452996
-2.85442721,2.64637560,0.06337931,1.01107975,0.43958236,1.51191211,0.00289508,0.08741068,0.01475526,0.12643594
-2.84842421,2.66600885,0.06350471,1.04044582,0.43891162,1.49786078,0.00317600,0.08863977,0.01461803,0.12883878
-2.84242121,2.68989847,0.06394094,1.07151201,0.43877871,1.48616059,0.00350130,0.08978384,0.01448565,0.13173734
-2.83641821,2.71875186,0.06471022,1.10423010,0.43939390,1.47758499,0.00387235,0.09083660,0.01436820,0.13512445
-2.83041521,2.75319017,0.06583177,1.13854179,0.44094640,1.47283014,0.00428952,0.09179501,0.01427541,0.13898654
-2.82441221,2.79372619,0.06732104,1.17437533,0.44359859,1.47249717,0.00475205,0.09265926,0.01421647,0.14330316
-2.81840920,2.84074262,0.06918885,1.21164023,0.44748083,1.47707712,0.00525793,0.09343257,0.01419974,0.14804624
-2.81240620,2.89447163,0.07144046,1.25022050,0.45268735,1.48693901,0.00580387,0.09412068,0.01423256,0.15317947
-2.80640320,2.95497671,0.07407472,1.28996682,0.45927326,1.50232160,0.00638520,0.09473118,0.01432096,0.15865751
-2.80040020,3.02213801,0.07708322,1.33068820,0.46725270,1.52332908,0.00699593,0.09527267,0.01446955,0.16442553
-2.79439720,3.09564210,0.08044966,1.37214408,0.47659843,1.54993085,0.00762881,0.09575376,0.01468131,0.17041879
-2.78839420,3.17497718,0.08414939,1.41403740,0.48724271,1.58196536,0.00827538,0.09618206,0.01495752,0.17656267
-2.78239120,3.25943466,0.08814922,1.45600972,0.49907944,1.61914795,0.00892615,0.09656319,0.01529763,0.18277303
-2.77638819,3.34811752,0.09240757,1.49763896,0.51196764,1.66108220,0.00957085,0.09689991,0.01569932,0.18895703
-2.77038519,3.43995582,0.09687485,1.53844050,0.52573593,1.70727438,0.01019858,0.09719133,0.01615842,0.19501445
-2.76438219,3.53372932,0.10149434,1.57787206,0.54018800,1.75715035,0.01079819,0.09743251,0.01666906,0.20083952
-2.75837919,3.62809659,0.10620325,1.61534270,0.55510868,1.81007400,0.01135853,0.09761410,0.01722377,0.20632319
-2.75237619,3.72162987,0.11093419,1.65022581,0.57027053,1.86536662,0.01186878,0.09772253,0.01781364,0.21135582
-2.74637319,3.81285451,0.11561679,1.68187592,0.58544046,1.92232611,0.01231882,0.09774027,0.01842851,0.21583015
-2.74037019,3.90029123,0.12017957,1.70964875,0.60038625,1.98024517,0.01269951,0.09764654,0.01905726,0.21964451
-2.73436718,3.98249977,0.12455191,1.73292370,0.61488266,2.03842790,0.01300301,0.09741820,0.01968803,0.22270602
-2.72836418,4.05812174,0.12866597,1.75112780,0.62871679,2.09620379,0.01322299,0.09703085,0.02030854,0.22493376
-2.72236118,4.12592101,0.13245859,1.76375995,0.64169260,2.15293889,0.01335490,0.09646010,0.02090639,0.22626162
-2.71635818,4.18481964,0.13587304,1.77041423,0.65363433,2.20804367,0.01339608,0.09568287,0.02146932,0.22664079
-2.71035518,4.23392797,0.13886049,1.77080102,0.66438878,2.26097754,0.01334582,0.09467871,0.02198555,0.22604169
-2.70435218,4.27256736,0.14138122,1.76476473,0.67382648,2.31125025,0.01320543,0.09343101,0.02244401,0.22445532
-2.69834917,4.30028494,0.14340547,1.75229718,0.68184171,2.35842039,0.01297810,0.09192808,0.02283459,0.22189383
-2.69234617,4.31685975,0.14491390,1.73354569,0.68835153,2.40209168,0.01266884,0.09016394,0.02314838,0.21839039
-2.68634317,4.32230033,0.14589773,1.70881533,0.69329411,2.44190772,0.01228425,0.08813896,0.02337781,0.21399828
-2.68034017,4.31683431,0.14635845,1.67856519,0.69662637,2.47754596,0.01183228,0.08586013,0.02351680,0.20878929
-2.67433717,4.30089070,0.14630725,1.64339839,0.69832146,2.50871181,0.01132199,0.08334097,0.02356086,0.20285144
-2.66833417,4.27507621,0.14576416,1.60404646,0.69836611,2.53513358,0.01076320,0.08060133,0.02350711,0.19628624
-2.66233117,4.24014694,0.14475691,1.56134841,0.69675824,2.55655902,0.01016621,0.07766669,0.02335431,0.18920543
-2.65632816,4.19697694,0.14331972,1.51622561,0.69350507,2.57275402,0.00954144,0.07456739,0.02310287,0.18172752
-2.65032516,4.14652539,0.14149193,1.46965320,0.68862171,2.58350366,0.00889919,0.07133762,0.02275469,0.17397417
-2.64432216,4.08980375,0.13931663,1.42262945,0.68213064,2.58861592,0.00824933,0.06801424,0.02231320,0.16606663
-2.63831916,4.02784431,0.13683931,1.37614418,0.67406178,2.58792771,0.00760107,0.06463561,0.02178312,0.15812232
-2.63231616,3.96167125,0.13410660,1.33114752,0.66445345,2.58131309,0.00696280,0.06124039,0.02117041,0.15025168
-2.62631316,3.89227522,0.13116511,1.28852021,0.65335380,2.56869284,0.00634189,0.05786631,0.02048208,0.14255549
-2.62031016,3.82059190,0.12806044,1.24904661,0.64082279,2.55004504,0.00574463,0.05454917,0.01972602,0.13512260
-2.61430715,3.74748494,0.12483635,1.21339126,0.62693437,2.52541545,0.00517620,0.05132191,0.01891086,0.12802825
-2.60830415,3.67373353,0.12153405,1.18207997,0.61177869,2.49492728,0.00464060,0.04821380,0.01804576,0.12133292
-2.60230115,3.60002425,0.11819171,1.15548597,0.59546412,2.45878921,0.00414079,0.04524995,0.01714023,0.11508182
-2.59629815,3.52694711,0.11484410,1.13382144,0.57811873,2.41730110,0.00367864,0.04245089,0.01620400,0.10930482
-2.59029515,3.45499542,0.11152231,1.11713485,0.55989118,2.37085691,0.00325513,0.03983245,0.01524679,0.10401709
-2.58429215,3.38456888,0.10825368,1.10531385,0.54095079,2.31994419,0.00287041,0.03740574,0.01427817,0.09921996
-2.57828914,3.31597956,0.10506175,1.09809367,0.52148671,2.26514025,0.00252393,0.03517738,0.01330742,0.09490244
-2.57228614,3.24946024,0.10196634,1.09507063,0.50170609,2.20710473,0.00221459,0.03314978,0.01234336,0.09104285
-2.56628314,3.18517456,0.09898369,1.09572003,0.48183138,2.14656907,0.00194086,0.03132168,0.01139426,0.08761077
-2.56028014,3.12322857,0.09612660,1.09941798,0.46209677,2.08432301,0.00170092,0.02968860,0.01046771,0.08456921
-2.55427714,3.06368322,0.09340474,1.10546606,0.44274390,2.02119879,0.00149272,0.02824354,0.00957052,0.08187670
-2.54827414,3.00656733,0.09082487,1.11311810,0.42401703,1.95805371,0.00131416,0.02697753,0.00870868,0.07948950
-2.54227114,2.95189050,0.08839121,1.12160794,0.40615783,1.89575152,0.00116312,0.02588036,0.00788730,0.07736364
-2.53626813,2.89965565,0.08610571,1.13017721,0.38940008,1.83514361,0.00103754,0.02494112,0.00711058,0.07545684
-2.53026513,2.84987052,0.08396852,1.13810210,0.37396435,1.77705048,0.00093551,0.02414884,0.00638180,0.07373020
-2.52426213,2.80255781,0.08197827,1.14471807,0.36005299,1.72224415,0.00085526,0.02349294,0.00570337,0.07214961
-2.51825913,2.75776343,0.08013250,1.14944169,0.34784549,1.67143201,0.00079523,0.02296374,0.00507683,0.07068687
-2.51225613,2.71556239,0.07842797,1.15178876,0.33749444,1.62524269,0.00075407,0.02255275,0.00450291,0.06932045
-2.50625313,2.67606214,0.07686104,1.15138806,0.32912213,1.58421409,0.00073064,0.02225292,0.00398161,0.06803594
-2.50025013,2.63940289,0.07542791,1.14799030,0.32281794,1.54878397,0.00072404,0.02205882,0.00351225,0.06682612
-2.49424712,2.60575501,0.07412484,1.14147200,0.31863652,1.51928318,0.00073353,0.02196665,0.00309360,0.06569069
-2.48824412,2.57531347,0.07294830,1.13183429,0.31659683,1.49593163,0.00075860,0.02197422,0.00272392,0.06463572
-2.48224112,2.54828956,0.07189501,1.11919671,0.31668200,1.47883706,0.00079888,0.02208079,0.00240107,0.06367278
-2.47623812,2.52490027,0.07096196,1.10378659,0.31884007,1.46799654,0.00085415,0.02228685,0.00212263,0.06281788
-2.47023512,2.50535608,0.07014630,1.08592447,0.32298553,1.46330053,0.00092430,0.02259384,0.00188593,0.06209021
-2.46423212,2.48984769,0.06944512,1.06600634,0.32900162,1.46453964,0.00100931,0.02300385,0.00168818,0.06151081
-2.45822911,2.47853267,0.06885534,1.04448369,0.33674343,1.47141353,0.00110921,0.02351926,0.00152653,0.06110114
-2.45222611,2.47152292,0.06837338,1.02184228,0.34604169,1.48354213,0.00122405,0.02414237,0.00139811,0.06088174
-2.44622311,2.46887372,0.06799498,0.99858068,0.35670709,1.50047861,0.00135388,0.02487510,0.00130013,0.06087095
-2.44022011,2.47057535,0.06771496,0.97518957,0.36853527,1.52172396,0.00149872,0.02571869,0.00122991,0.06108375
-2.43421711,2.47654779,0.06752706,0.95213274,0.38131220,1.54674266,0.00165853,0.02667340,0.00118491,0.06153087
-2.42821411,2.48663904,0.06742392,0.92983058,0.39481979,1.57497906,0.00183318,0.02773843,0.00116276,0.06221809
-2.42221111,2.50062740,0.06739704,0.90864678,0.40884182,1.60587397,0.00202246,0.02891175,0.00116130,0.06314579
-2.41620810,2.51822744,0.06743695,0.88887859,0.42316970,1.63888076,0.00222605,0.03019011,0.00117859,0.06430885
-2.41020510,2.53909970,0.06753344,0.87075096,0.43760815,1.67348059,0.00244352,0.03156911,0.00121292,0.06569676
-2.40420210,2.56286321,0.06767593,0.85441463,0.45198040,1.70919596,0.00267431,0.03304332,0.00126279,0.06729400
-2.39819910,2.58911047,0.06785390,0.83994789,0.46613279,1.74560224,0.00291776,0.03460653,0.00132693,0.06908066
-2.39219610,2.61742359,0.06805738,0.82736176,0.47993861,1.78233643,0.00317312,0.03625191,0.00140431,0.07103323
-2.38619310,2.64739084,0.06827750,0.81660806,0.49330083,1.81910303,0.00343954,0.03797238,0.00149407,0.07312554
-2.38019010,2.67862252,0.06850697,0.80758971,0.50615383,1.85567658,0.00371614,0.03976082,0.00159557,0.07532974
-2.37418709,2.71076514,0.06874059,0.80017248,0.51846382,1.89190080,0.00400197,0.04161036,0.00170833,0.07761733
-2.36818409,2.74351305,0.06897560,0.79419770,0.53022795,1.92768457,0.00429613,0.04351460,0.00183199,0.07996016
-2.36218109,2.77661707,0.06921194,0.78949486,0.54147229,1.96299481,0.00459773,0.04546777,0.00196635,0.08233136
-2.35617809,2.80988956,0.06945237,0.78589374,0.55224850,1.99784692,0.00490595,0.04746483,0.00211128,0.08470606
-2.35017509,2.84320585,0.06970241,0.78323533,0.56262966,2.03229332,0.00522008,0.04950148,0.00226671,0.08706214
-2.34417209,2.87650230,0.06997011,0.78138107,0.57270521,2.06641084,0.00553955,0.05157410,0.00243261,0.08938062
-2.33816908,2.90977128,0.07026567,0.78022023,0.58257543,2.10028786,0.00586395,0.05367960,0.00260895,0.09164604
-2.33216608,2.94305377,0.07060091,0.77967500,0.59234570,2.13401196,0.00619304,0.05581524,0.00279567,0.09384659
-2.32616308,2.97643033,0.07098862,0.77970351,0.60212092,2.16765912,0.00652679,0.05797833,0.00299267,0.09597418
-2.32016008,3.01001140,0.07144189,0.78030066,0.61200027,2.20128488,0.00686531,0.06016595,0.00319981,0.09802435
-2.31415708,3.04392763,0.07197330,0.78149703,0.62207272,2.23491843,0.00720893,0.06237466,0.00341684,0.09999609
-2.30815408,3.07832125,0.07259428,0.78335613,0.63241349,2.26855970,0.00755806,0.06460021,0.00364346,0.10189171
-2.30215108,3.11333898,0.07331443,0.78597036,0.64308153,2.30217982,0.00791323,0.06683730,0.00387927,0.10371660
-2.29614807,3.14912707,0.07414098,0.78945596,0.65411825,2.33572480,0.00827500,0.06907938,0.00412382,0.10547902
-2.29014507,3.18582866,0.07507847,0.79394746,0.66554740,2.36912200,0.00864388,0.07131856,0.00437659,0.10719001
-2.28414207,3.22358349,0.07612852,0.79959186,0.67737599,2.40228907,0.00902028,0.07354557,0.00463706,0.10886317
-2.27813907,3.26252957,0.07728983,0.80654294,0.68959626,2.43514428,0.00940440,0.07574989,0.00490467,0.11051466
-2.27213607,3.30280659,0.07855839,0.81495595,0.70218822,2.46761764,0.00979617,0.07791988,0.00517889,0.11216308
-2.26613307,3.34456011,0.07992788,0.82498287,0.71512269,2.49966161,0.01019515,0.08004307,0.00545926,0.11382940
-2.26013007,3.38794600,0.08139016,0.83676837,0.72836441,2.53126060,0.01060050,0.08210651,0.00574536,0.11553688
-2.25412706,3.43313407,0.08293596,0.85044657,0.74187499,2.56243815,0.01101089,0.08409717,0.00603688,0.11731091
-2.24812406,3.48031033,0.08455562,0.86613852,0.75561534,2.59326116,0.01142449,0.08600237,0.00633360,0.11917870
-2.24212106,3.52967686,0.08623980,0.88395037,0.76954737,2.62384047,0.01183895,0.08781025,0.00663538,0.12116895
-2.23611806,3.58144900,0.08798021,0.90397212,0.78363492,2.65432762,0.01225145,0.08951019,0.00694221,0.12331129
-2.23011506,3.63584926,0.08977024,0.92627672,0.79784349,2.68490742,0.01265872,0.09109321,0.00725410,0.12563554
-2.22411206,3.69309806,0.09160544,0.95091945,0.81213922,2.71578694,0.01305712,0.09255227,0.00757111,0.12817088
-2.21810905,3.75340126,0.09348380,0.97793723,0.82648680,2.74718110,0.01344276,0.09388256,0.00789325,0.13094478
-2.21210605,3.81693509,0.09540588,1.00734788,0.84084682,2.77929594,0.01381160,0.09508158,0.00822048,0.13398184
-2.20610305,3.88382900,0.09737462,1.03914901,0.85517251,2.81231025,0.01415959,0.09614919,0.00855258,0.13730252
-2.20010005,3.95414748,0.09939503,1.07331646,0.86940647,2.84635704,0.01448283,0.09708748,0.00888911,0.14092178
-2.19409705,4.02787187,0.10147358,1.10980238,0.88347753,2.88150587,0.01477767,0.09790060,0.00922936,0.14484781
-2.18809405,4.10488327,0.10361742,1.14853273,0.89729819,2.91774732,0.01504088,0.09859442,0.00957224,0.14908076
-2.18209105,4.18494784,0.10583352,1.18940442,0.91076283,2.95498086,0.01526972,0.09917606,0.00991626,0.15361163
-2.17608804,4.26770560,0.10812761,1.23228224,0.92374721,2.99300698,0.01546206,0.09965351,0.01025945,0.15842142
-2.17008504,4.35266375,0.11050321,1.27699572,0.93610919,3.03152445,0.01561641,0.10003499,0.01059936,0.16348047
-2.16408204,4.43919529,0.11296060,1.32333613,0.94769091,3.07013315,0.01573192,0.10032845,0.01093306,0.16874819
-2.15807904,4.52654356,0.11549594,1.37105410,0.95832245,3.10834256,0.01580842,0.10054100,0.01125714,0.17417318
-2.15207604,4.61383286,0.11810060,1.41985794,0.96782681,3.14558579,0.01584630,0.10067840,0.01156776,0.17969367
-2.14607304,4.70008511,0.12076058,1.46941315,0.97602598,3.18123851,0.01584648,0.10074464,0.01186071,0.18523848
-2.14007004,4.78424205,0.12345636,1.51934327,0.98274784,3.21464187,0.01581030,0.10074153,0.01213154,0.19072826
-2.13406703,4.86519221,0.12616292,1.56923240,0.98783346,3.24512829,0.01573937,0.10066850,0.01237562,0.19607723
-2.12806403,4.94180151,0.12885009,1.61862946,0.99114441,3.27204869,0.01563550,0.10052248,0.01258832,0.20119516
-2.12206103,5.01294621,0.13148327,1.66705431,0.99256949,3.29479963,0.01550051,0.10029786,0.01276511,0.20598967
-2.11605803,5.07754655,0.13402428,1.71400567,0.99203067,3.31284878,0.01533620,0.09998672,0.01290176,0.21036866
-2.11005503,5.13459966,0.13643262,1.75897062,0.98948752,3.32575726,0.01514420,0.09957904,0.01299444,0.21424286
-2.10405203,5.18320991,0.13866674,1.80143555,0.98494007,3.33319749,0.01492594,0.09906316,0.01303987,0.21752844
-2.09804902,5.22261528,0.14068551,1.84089806,0.97842970,3.33496546,0.01468261,0.09842622,0.01303549,0.22014941
-2.09204602,5.25220844,0.14244971,1.87687942,0.97003796,3.33098653,0.01441514,0.09765480,0.01297950,0.22203985
-2.08604302,5.27155145,0.14392347,1.90893704,0.95988337,3.32131465,0.01412426,0.09673549,0.01287097,0.22314591
-2.08004002,5.28038333,0.14507558,1.93667642,0.94811628,3.30612464,0.01381052,0.09565560,0.01270993,0.22342739
-2.07403702,5.27862026,0.14588063,1.95976197,0.93491208,3.28569825,0.01347438,0.09440372,0.01249729,0.22285881
-2.06803402,5.26634847,0.14631987,1.97792626,0.92046307,3.26040471,0.01311631,0.09297039,0.01223493,0.22143017
-2.06203102,5.24381021,0.14638185,1.99097717,0.90496957,3.23067692,0.01273685,0.09134859,0.01192560,0.21914703
-2.05602801,5.21138393,0.14606263,1.99880246,0.88863060,3.19698473,0.01233672,0.08953414,0.01157281,0.21603024
-2.05002501,5.16955957,0.14536578,2.00137180,0.87163480,3.15980694,0.01191691,0.08752611,0.01118082,0.21211505
-2.04402201,5.11891065,0.14430198,1.99873583,0.85415205,3.11960371,0.01147872,0.08532693,0.01075443,0.20744992
-2.03801901,5.06006471,0.14288836,1.99102239,0.83632636,3.07679109,0.01102383,0.08294254,0.01029889,0.20209485
-2.03201601,4.99367371,0.14114759,1.97843025,0.81827029,3.03171907,0.01055429,0.08038229,0.00981972,0.19611951
-2.02601301,4.92038620,0.13910680,1.96122036,0.80006135,2.98465460,0.01007255,0.07765878,0.00932259,0.18960111
-2.02001001,4.84082266,0.13679634,1.93970535,0.78174056,2.93577056,0.00958141,0.07478762,0.00881317,0.18262219
-2.01400700,4.75555530,0.13424848,1.91423770,0.76331313,2.88514111,0.00908396,0.07178700,0.00829697,0.17526838
-2.00800400,4.66509341,0.13149624,1.88519717,0.74475134,2.83274391,0.00858353,0.06867734,0.00777925,0.16762631
-2.00200100,4.56987491,0.12857215,1.85297829,0.72599932,2.77846874,0.00808361,0.06548077,0.00726493,0.15978160
-1.99599800,4.47026430,0.12550726,1.81797853,0.70697944,2.72213209,0.00758775,0.06222064,0.00675845,0.15181714
-1.98999500,4.36655702,0.12233038,1.78058768,0.68760002,2.66349671,0.00709951,0.05892108,0.00626379,0.14381165
-1.98399200,4.25898977,0.11906747,1.74117921,0.66776375,2.60229494,0.00662232,0.05560648,0.00578439,0.13583858
-1.97798899,4.14775605,0.11574134,1.70010394,0.64737646,2.53825431,0.00615950,0.05230113,0.00532317,0.12796531
-1.97198599,4.03302579,0.11237167,1.65768631,0.62635566,2.47112400,0.00571412,0.04902884,0.00488249,0.12025277
-1.96598299,3.91496807,0.10897520,1.61422367,0.60463842,2.40070062,0.00528904,0.04581262,0.00446425,0.11275534
-1.95997999,3.79377537,0.10556620,1.56998823,0.58218825,2.32685187,0.00488683,0.04267455,0.00406987,0.10552103
-1.95397699,3.66968820,0.10215719,1.52523183,0.55900051,2.24953679,0.00450982,0.03963554,0.00370039,0.09859198
-1.94797399,3.54301858,0.09875970,1.48019308,0.53510621,2.16882170,0.00416011,0.03671533,0.00335649,0.09200511
-1.94197099,3.41417115,0.09538524,1.43510629,0.51057403,2.08489099,0.00383957,0.03393248,0.00303859,0.08579290
-1.93596798,3.28366089,0.09204625,1.39021179,0.48551063,1.99805250,0.00354993,0.03130442,0.00274691,0.07998432
-1.92996498,3.15212643,0.08875702,1.34576671,0.46005910,1.90873720,0.00329278,0.02884758,0.00248151,0.07460571
-1.92396198,3.02033820,0.08553455,1.30205560,0.43439597,1.81749356,0.00306965,0.02657751,0.00224238,0.06968168
-1.91795898,2.88920102,0.08239928,1.25940007,0.40872683,1.72497703,0.00288204,0.02450907,0.00202950,0.06523586
-1.91195598,2.75975088,0.07937560,1.21816663,0.38328089,1.63193520,0.00273146,0.02265660,0.00184286,0.06129161
-1.90595298,2.63314569,0.07649218,1.17877208,0.35830485,1.53918966,0.00261947,0.02103410,0.00168253,0.05787243
