energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.80790395,6.23982133,0.00558233,1.61013422,0.09834629,2.22665251,3.18701175,1.32676261
-5.80190095,6.21129606,0.00556783,1.61545035,0.09799397,2.20261992,3.17722749,1.30890728
-5.79589795,6.17987391,0.00554798,1.62044466,0.09771882,2.17762396,3.16745427,1.29109782
-5.78989495,6.14634312,0.00552313,1.62510898,0.09752272,2.15223868,3.15783431,1.27369879
-5.78389195,6.11154959,0.00549374,1.62945698,0.09740555,2.12704397,3.14851141,1.25707415
-5.77788894,6.07636966,0.00546033,1.63352391,0.09736520,2.10260672,3.13962794,1.24157665
-5.77188594,6.04168121,0.00542343,1.63736516,0.09739764,2.07946242,3.13132188,1.22753746
-5.76588294,6.00833400,0.00538360,1.64105357,0.09749702,2.05809783,3.12372376,1.21525639
-5.75987994,5.97712006,0.00534139,1.64467570,0.09765572,2.03893527,3.11695341,1.20499296
-5.75387694,5.94874511,0.00529732,1.64832679,0.09786462,2.02231912,3.11111637,1.19695855
-5.74787394,5.92380176,0.00525183,1.65210480,0.09811318,2.00850493,3.10629995,1.19130979
-5.74187094,5.90274543,0.00520532,1.65610360,0.09838973,1.99765136,3.10256897,1.18814348
-5.73586793,5.88587368,0.00515811,1.66040566,0.09868167,1.98981532,3.09996114,1.18749293
-5.72986493,5.87330992,0.00511042,1.66507445,0.09897570,1.98495026,3.09848236,1.18932595
-5.72386193,5.86499188,0.00506240,1.67014708,0.09925804,1.98290767,3.09810204,1.19354451
-5.71785893,5.86066575,0.00501411,1.67562748,0.09951469,1.98344178,3.09874886,1.19998594
-5.71185593,5.85988614,0.00496556,1.68148057,0.09973161,1.98621704,3.10030725,1.20842575
-5.70585293,5.86202246,0.00491667,1.68762789,0.09989488,1.99081846,3.10261491,1.21858199
-5.69984992,5.86627163,0.00486730,1.69394490,0.09999090,1.99676418,3.10546194,1.23012094
-5.69384692,5.87167719,0.00481730,1.70026034,0.10000654,2.00352006,3.10859166,1.24266422
-5.68784392,5.87715446,0.00476647,1.70635792,0.09992918,2.01051587,3.11170365,1.25579699
-5.68184092,5.88152128,0.00471459,1.71198025,0.09974693,2.01716250,3.11445910,1.26907726
-5.67583792,5.88353354,0.00466144,1.71683521,0.09944865,2.02286984,3.11648850,1.28204596
-5.66983492,5.88192461,0.00460681,1.72060452,0.09902409,2.02706467,3.11740184,1.29423783
-5.66383192,5.87544747,0.00455049,1.72295431,0.09846404,2.02920821,3.11680087,1.30519264
-5.65782891,5.86291821,0.00449228,1.72354734,0.09776045,2.02881269,3.11429337,1.31446678
-5.65182591,5.84325959,0.00443203,1.72205646,0.09690664,2.02545649,3.10950890,1.32164481
-5.64582291,5.81554312,0.00436958,1.71817880,0.09589745,2.01879749,3.10211548,1.32635088
-5.63981991,5.77902817,0.00430484,1.71165017,0.09472955,2.00858408,3.09183664,1.32825958
-5.63381691,5.73319684,0.00423775,1.70225901,0.09340168,1.99466367,3.07846814,1.32710607
-5.62781391,5.67778316,0.00416830,1.68985954,0.09191491,1.97698835,3.06189374,1.32269528
-5.62181091,5.61279576,0.00409653,1.67438326,0.09027299,1.95561752,3.04209932,1.31490975
-5.61580790,5.53853288,0.00402257,1.65584864,0.08848257,1.93071761,3.01918461,1.30371595
-5.60980490,5.45558939,0.00394662,1.63436837,0.08655348,1.90255871,2.99337226,1.28916893
-5.60380190,5.36485537,0.00386901,1.61015397,0.08449895,1.87150840,2.96501344,1.27141495
-5.59779890,5.26750620,0.00379014,1.58351741,0.08233572,1.83802296,2.93459002,1.25069200
-5.59179590,5.16498458,0.00371057,1.55486987,0.08008413,1.80263632,2.90271271,1.22732820
-5.58579290,5.05897493,0.00363098,1.52471728,0.07776805,1.76594711,2.87011553,1.20173785
-5.57978989,4.95137085,0.00355221,1.49365311,0.07541473,1.72860418,2.83764636,1.17441531
-5.57378689,4.84423689,0.00347525,1.46234831,0.07305454,1.69129125,2.80625389,1.14592671
-5.56778389,4.73976546,0.00340121,1.43153892,0.07072053,1.65471095,2.77697137,1.11689968
-5.56178089,4.64023029,0.00333137,1.40201147,0.06844796,1.61956884,2.75089743,1.08801127
-5.55577789,4.54793771,0.00326709,1.37458680,0.06627366,1.58655785,2.72917455,1.05997436
-5.54977489,4.46517691,0.00320986,1.35010260,0.06423525,1.55634348,2.71296573,1.03352294
-5.54377189,4.39417046,0.00316122,1.32939514,0.06237042,1.52955010,2.70342991,1.00939639
-5.53776888,4.33702623,0.00312274,1.31328069,0.06071599,1.50674863,2.70169666,0.98832339
-5.53176588,4.29569162,0.00309595,1.30253704,0.05930704,1.48844580,2.70884070,0.97100570
-5.52576288,4.27191100,0.00308234,1.29788551,0.05817601,1.47507504,2.72585687,0.95810208
-5.51975988,4.26718706,0.00308328,1.29997381,0.05735183,1.46698913,2.75363584,0.95021292
-5.51375688,4.28274652,0.00309997,1.30936010,0.05685906,1.46445446,2.79294102,0.94786575
-5.50775388,4.31951076,0.00313342,1.32649850,0.05671717,1.46764709,2.84438716,0.95150189
-5.50175088,4.37807156,0.00318436,1.35172629,0.05693990,1.47665017,2.90842079,0.96146472
-5.49574787,4.45867218,0.00325323,1.38525301,0.05753467,1.49145300,2.98530295,0.97798950
-5.48974487,4.56119408,0.00334015,1.42715162,0.05850228,1.51195123,3.07509439,1.00119529
-5.48374187,4.68514934,0.00344489,1.47735198,0.05983659,1.53794850,3.17764370,1.03107883
-5.47773887,4.82967897,0.00356685,1.53563669,0.06152452,1.56915908,3.29257858,1.06751085
-5.47173587,4.99355743,0.00370506,1.60163955,0.06354608,1.60521174,3.41930072,1.11023476
-5.46573287,5.17520347,0.00385821,1.67484673,0.06587466,1.64565469,3.55698464,1.15886792
-5.45972986,5.37269758,0.00402463,1.75460103,0.06847744,1.68996162,3.70458093,1.21290573
-5.45372686,5.58380634,0.00420234,1.84010902,0.07131594,1.73753889,3.86082429,1.27172841
-5.44772386,5.80601373,0.00438910,1.93045162,0.07434674,1.78773388,4.02424682,1.33461068
-5.44172086,6.03655961,0.00458242,2.02459783,0.07752229,1.83984454,4.19319676,1.40073433
-5.43571786,6.27248506,0.00477966,2.12142185,0.08079183,1.89313007,4.36586292,1.46920345
-5.42971486,6.51068442,0.00497805,2.21972341,0.08410239,1.94682280,4.54030477,1.53906231
-5.42371186,6.74796335,0.00517478,2.31825100,0.08739986,2.00014104,4.71448796,1.60931551
-5.41770885,6.98110186,0.00536703,2.41572783,0.09063001,2.05230285,4.88632472,1.67895000
-5.41170585,7.20692112,0.00555208,2.51087967,0.09373963,2.10254047,5.05371836,1.74695849
-5.40570285,7.42235236,0.00572730,2.60246423,0.09667750,2.15011499,5.21461078,1.81236355
-5.39969985,7.62450595,0.00589027,2.68930087,0.09939546,2.19433112,5.36703160,1.87424175
-5.39369685,7.81073832,0.00603878,2.77029989,0.10184924,2.23455143,5.50914717,1.93174694
-5.38769385,7.97871456,0.00617089,2.84449027,0.10399932,2.27020977,5.63930777,1.98413188
-5.38169085,8.12646417,0.00628492,2.91104467,0.10581157,2.30082328,5.75609101,2.03076729
-5.37568784,8.25242764,0.00637954,2.96930072,0.10725786,2.32600268,5.85833956,2.07115765
-5.36968484,8.35549189,0.00645369,3.01877749,0.10831640,2.34546029,5.94519130,2.10495288
-5.36368184,8.43501274,0.00650665,3.05918643,0.10897205,2.35901558,6.01610061,2.13195545
-5.35767884,8.49082335,0.00653799,3.09043604,0.10921638,2.36659794,6.07084933,2.15212251
-5.35167584,8.52322794,0.00654758,3.11262997,0.10904763,2.36824648,6.10954691,2.16556285
-5.34567284,8.53298089,0.00653555,3.12605862,0.10847053,2.36410702,6.13261937,2.17252883
-5.33966983,8.52125213,0.00650227,3.13118438,0.10749600,2.35442612,6.14078758,2.17340357
-5.33366683,8.48958017,0.00644833,3.12862128,0.10614068,2.33954276,6.13503578,2.16868400
-5.32766383,8.43981497,0.00637452,3.11910995,0.10442644,2.31987761,6.11657178,2.15896056
-5.32166083,8.37405335,0.00628178,3.10348909,0.10237974,2.29592070,6.08678086,2.14489449
-5.31565783,8.29456986,0.00617121,3.08266491,0.10003104,2.26821782,6.04717560,2.12719383
-5.30965483,8.20374634,0.00604404,3.05757988,0.09741405,2.23735629,5.99934425,2.10658918
-5.30365183,8.10400340,0.00590159,3.02918257,0.09456507,2.20395057,5.94490011,2.08381049
-5.29764882,7.99773683,0.00574529,2.99839969,0.09152228,2.16862843,5.88543439,2.05956580
-5.29164582,7.88726138,0.00557665,2.96611192,0.08832506,2.13201794,5.82247477,2.03452281
-5.28564282,7.77476417,0.00539728,2.93313424,0.08501333,2.09473582,5.75745131,2.00929412
-5.27963982,7.66226879,0.00520884,2.90020156,0.08162697,2.05737730,5.69167100,1.98442637
-5.27363682,7.55161087,0.00501306,2.86796001,0.07820525,2.02050771,5.62630149,1.96039368
-5.26763382,7.44442480,0.00481175,2.83696369,0.07478631,1.98465572,5.56236390,1.93759505
-5.26163082,7.34214055,0.00460673,2.80767645,0.07140672,1.95030821,5.50073410,1.91635567
-5.25562781,7.24598915,0.00439988,2.78047803,0.06810108,1.91790640,5.44215111,1.89693118
-5.24962481,7.15701446,0.00419309,2.75567341,0.06490164,1.88784313,5.38723098,1.87951443
-5.24362181,7.07608900,0.00398822,2.73350414,0.06183799,1.86046071,5.33648394,1.86424373
-5.23761881,7.00393101,0.00378713,2.71416051,0.05893681,1.83604916,5.29033284,1.85121164
-5.23161581,6.94112045,0.00359159,2.69779297,0.05622161,1.81484450,5.24913056,1.84047345
-5.22561281,6.88811167,0.00340327,2.68452199,0.05371257,1.79702665,5.21317441,1.83205454
-5.21960980,6.84524110,0.00322373,2.67444507,0.05142630,1.78271708,5.18271607,1.82595596
-5.21360680,6.81272885,0.00305434,2.66764047,0.04937578,1.77197593,5.15796579,1.82215786
-5.20760380,6.79067397,0.00289628,2.66416723,0.04757026,1.76479880,5.13909045,1.82062042
-5.20160080,6.77904380,0.00275052,2.66406143,0.04601517,1.76111351,5.12620548,1.82128255
-5.19559780,6.77765846,0.00261776,2.66732923,0.04471217,1.76077706,5.11936151,1.82405847
-5.18959480,6.78617244,0.00249845,2.67393728,0.04365915,1.76357336,5.11852692,1.82883284
-5.18359180,6.80405542,0.00239274,2.68380149,0.04285038,1.76921218,5.12356804,1.83545497
-5.17758879,6.83057500,0.00230052,2.69677535,0.04227668,1.77732988,5.13422924,1.84373308
-5.17158579,6.86478395,0.00222140,2.71263909,0.04192561,1.78749235,5.15011490,1.85342931
-5.16558279,6.90551452,0.00215474,2.73109089,0.04178184,1.79920067,5.17067575,1.86425647
-5.15957979,6.95138200,0.00209964,2.75174127,0.04182748,1.81189964,5.19520133,1.87587703
-5.15357679,7.00079909,0.00205504,2.77411181,0.04204249,1.82498934,5.22282038,1.88790515
-5.14757379,7.05200204,0.00201966,2.79763870,0.04240519,1.83783966,5.25251035,1.89991204
-5.14157079,7.10308866,0.00199215,2.82168158,0.04289275,1.84980738,5.28311642,1.91143463
-5.13556778,7.15206737,0.00197105,2.84553771,0.04348173,1.86025547,5.31338002,1.92198773
-5.12956478,7.19691587,0.00195486,2.86846109,0.04414860,1.86857375,5.34197607,1.93107894
-5.12356178,7.23564697,0.00194212,2.88968578,0.04487027,1.87420017,5.36755753,1.93822598
-5.11755878,7.26637874,0.00193140,2.90845249,0.04562459,1.87664178,5.38880526,1.94297549
-5.11155578,7.28740553,0.00192138,2.92403707,0.04639079,1.87549431,5.40448079,1.94492234
-5.10555278,7.29726647,0.00191087,2.93577951,0.04714984,1.87045955,5.41347937,1.94372853
-5.09954977,7.29480759,0.00189884,2.94311194,0.04788480,1.86135951,5.41488045,1.93914051
-5.09354677,7.27923448,0.00188445,2.94558407,0.04858101,1.84814666,5.40799286,1.93100406
-5.08754377,7.25015238,0.00186704,2.94288466,0.04922626,1.83090966,5.39239210,1.91927570
-5.08154077,7.20759151,0.00184615,2.93485785,0.04981083,1.80987429,5.36794765,1.90403015
-5.07553777,7.15201604,0.00182154,2.92151330,0.05032752,1.78539934,5.33483849,1.88546316
-5.06953477,7.08431593,0.00179313,2.90302952,0.05077152,1.75796778,5.29355590,1.86388950
-5.06353177,7.00578185,0.00176105,2.87975008,0.05114032,1.72817338,5.24489296,1.83973624
-5.05752876,6.91806412,0.00172555,2.85217273,0.05143354,1.69670351,5.18992105,1.81353135
-5.05152576,6.82311755,0.00168704,2.82093193,0.05165276,1.66431884,5.12995424,1.78588822
-5.04552276,6.72313450,0.00164602,2.78677544,0.05180132,1.63183078,5.06650302,1.75748680
-5.03951976,6.62046929,0.00160307,2.75053609,0.05188413,1.60007767,5.00121945,1.72905197
-5.03351676,6.51755731,0.00155882,2.71309997,0.05190757,1.56990070,4.93583612,1.70133032
-5.02751376,6.41683230,0.00151392,2.67537261,0.05187933,1.54212047,4.87210172,1.67506608
-5.02151076,6.32064549,0.00146902,2.63824453,0.05180834,1.51751513,4.81171594,1.65097737
-5.01550775,6.23118995,0.00142473,2.60255790,0.05170473,1.49680076,4.75626678,1.62973354
-5.00950475,6.15043310,0.00138164,2.56907567,0.05157982,1.48061469,4.70717283,1.61193461
-5.00350175,6.08006011,0.00134027,2.53845457,0.05144612,1.46950214,4.66563319,1.59809339
-4.99749875,6.02143020,0.00130106,2.51122321,0.05131736,1.46390644,4.63258687,1.58862103
-4.99149575,5.97554696,0.00126440,2.48776604,0.05120851,1.46416302,4.60868360,1.58381631
-4.98549275,5.94304371,0.00123056,2.46831382,0.05113579,1.47049690,4.59426692,1.58385893
-4.97948974,5.92418360,0.00119979,2.45294093,0.05111662,1.48302373,4.58937012,1.58880698
-4.97348674,5.91887384,0.00117221,2.44156931,0.05116954,1.50175380,4.59372507,1.59859844
-4.96748374,5.92669283,0.00114790,2.43397892,0.05131404,1.52659874,4.60678309,1.61305645
-4.96148074,5.94692836,0.00112689,2.42982375,0.05157033,1.55738042,4.62774694,1.63189814
-4.95547774,5.97862462,0.00110914,2.42865276,0.05195896,1.59384140,4.65561213,1.65474637
-4.94947474,6.02063561,0.00109459,2.42993449,0.05250042,1.63565654,4.68921565,1.68114397
-4.94347174,6.07168224,0.00108313,2.43308424,0.05321458,1.68244510,4.72728988,1.71056985
-4.93746873,6.13041042,0.00107465,2.43749238,0.05412007,1.73378292,4.76851921,1.74245625
-4.93146573,6.19544771,0.00106902,2.44255266,0.05523356,1.78921413,4.81159697,1.77620658
-4.92546273,6.26545582,0.00106610,2.44768915,0.05656901,1.84826207,4.85528020,1.81121324
-4.91945973,6.33917724,0.00106578,2.45238075,0.05813684,1.91043903,4.89844010,1.84687460
-4.91345673,6.41547400,0.00106793,2.45618227,0.05994321,1.97525459,4.94010603,1.88261088
-4.90745373,6.49335742,0.00107244,2.45874123,0.06198922,2.04222235,4.97950138,1.91787814
-4.90145073,6.57200799,0.00107923,2.45980996,0.06427025,2.11086498,5.01607012,1.95218026
-4.89544772,6.65078507,0.00108819,2.45925238,0.06677547,2.18071768,5.04949283,1.98507830
-4.88944472,6.72922645,0.00109924,2.45704564,0.06948743,2.25132999,5.07969194,2.01619723
-4.88344172,6.80703839,0.00111232,2.45327641,0.07238193,2.32226621,5.10682593,2.04522983
-4.87743872,6.88407717,0.00112733,2.44813224,0.07542806,2.39310474,5.13127296,2.07193775
-4.87143572,6.96032323,0.00114420,2.44188851,0.07858856,2.46343647,5.15360457,2.09614986
-4.86543272,7.03584958,0.00116281,2.43489142,0.08182039,2.53286274,5.17455060,2.11775809
-4.85942971,7.11078630,0.00118305,2.42753789,0.08507560,2.60099319,5.19495684,2.13671107
-4.85342671,7.18528276,0.00120477,2.42025320,0.08830242,2.66744376,5.21573695,2.15300598
-4.84742371,7.25946967,0.00122779,2.41346723,0.09144660,2.73183538,5.23782088,2.16667905
-4.84142071,7.33342272,0.00125190,2.40759033,0.09445290,2.79379355,5.26210165,2.17779527
-4.83541771,7.40712962,0.00127685,2.40298984,0.09726671,2.85294906,5.28938284,2.18643782
-4.82941471,7.48046207,0.00130237,2.39996807,0.09983571,2.90894004,5.32032902,2.19269785
-4.82341171,7.55315412,0.00132815,2.39874284,0.10211156,2.96141542,5.35542121,2.19666498
-4.81740870,7.62478792,0.00135386,2.39943139,0.10405144,3.01003973,5.39491954,2.19841925
-4.81140570,7.69478776,0.00137914,2.40203827,0.10561954,3.05449915,5.43883468,2.19802466
-4.80540270,7.76242265,0.00140362,2.40644802,0.10678823,3.09450853,5.48690971,2.19552479
-4.79939970,7.82681768,0.00142695,2.41242285,0.10753899,3.12981912,5.53861345,2.19094068
-4.79339670,7.88697373,0.00144877,2.41960575,0.10786307,3.16022657,5.59314574,2.18427098
-4.78739370,7.94179486,0.00146875,2.42752884,0.10776176,3.18557887,5.64945498,2.17549433
-4.78139070,7.99012247,0.00148660,2.43562694,0.10724628,3.20578371,5.70626731,2.16457388
-4.77538769,8.03077466,0.00150208,2.44325574,0.10633741,3.22081489,5.76212660,2.15146355
-4.76938469,8.06258949,0.00151499,2.44971397,0.10506468,3.23071736,5.81544367,2.13611572
-4.76338169,8.08447016,0.00152523,2.45426871,0.10346534,3.23561071,5.86455277,2.11848984
-4.75737869,8.09543023,0.00153276,2.45618273,0.10158306,3.23569072,5.90777318,2.09856147
-4.75137569,8.09463709,0.00153760,2.45474283,0.09946647,3.23122887,5.94347301,2.07633122
-4.74537269,8.08145164,0.00153990,2.44928774,0.09716751,3.22256992,5.97013271,2.05183308
-4.73936968,8.05546255,0.00153985,2.43923460,0.09473981,3.21012739,5.98640542,2.02514160
-4.73336668,8.01651350,0.00153774,2.42410264,0.09223705,3.19437727,5.99117141,1.99637759
-4.72736368,7.96472225,0.00153392,2.40353314,0.08971139,3.17585009,5.98358438,1.96571191
-4.72136068,7.90049048,0.00152881,2.37730472,0.08721209,3.15512159,5.96310739,1.93336713
-4.71535768,7.82450397,0.00152287,2.34534336,0.08478423,3.13280236,5.92953702,1.89961701
-4.70935468,7.73772292,0.00151659,2.30772664,0.08246772,3.10952663,5.88301467,1.86478364
-4.70335168,7.64136264,0.00151048,2.26468221,0.08029657,3.08594059,5.82402461,1.82923233
-4.69734867,7.53686519,0.00150506,2.21658049,0.07829829,3.06269043,5.75337890,1.79336451
-4.69134567,7.42586283,0.00150081,2.16392210,0.07649367,3.04041023,5.67219005,1.75760882
-4.68534267,7.31013462,0.00149819,2.10732056,0.07489676,3.01971005,5.58183258,1.72241061
-4.67933967,7.19155756,0.00149759,2.04748122,0.07351498,3.00116410,5.48389532,1.68822041
-4.67333667,7.07205377,0.00149935,1.98517722,0.07234950,2.98529927,5.38012646,1.65548158
-4.66733367,6.95353574,0.00150372,1.92122373,0.07139577,2.97258399,5.27237384,1.62461768
-4.66133067,6.83785111,0.00151088,1.85645145,0.07064405,2.96341757,5.16252269,1.59601989
-4.65532766,6.72672919,0.00152090,1.79168054,0.07008011,2.95812013,5.05243366,1.57003503
-4.64932466,6.62173066,0.00153377,1.72769596,0.06968596,2.95692326,4.94388327,1.54695442
-4.64332166,6.52420243,0.00154939,1.66522519,0.06944056,2.95996179,4.83850918,1.52700414
-4.63731866,6.43523915,0.00156758,1.60491907,0.06932048,2.96726685,4.73776225,1.51033699
-4.63131566,6.35565274,0.00158808,1.54733642,0.06930067,2.97876066,4.64286690,1.49702644
-4.62531266,6.28595126,0.00161059,1.49293277,0.06935501,2.99425358,4.55479130,1.48706290
-4.61930965,6.22632802,0.00163478,1.44205355,0.06945699,3.01344376,4.47422802,1.48035261
-4.61330665,6.17666157,0.00166029,1.39493172,0.06958024,3.03592000,4.40158573,1.47671910
-4.60730365,6.13652691,0.00168681,1.35168969,0.06969907,3.06116809,4.33699190,1.47590763
-4.60130065,6.10521785,0.00171403,1.31234529,0.06978897,3.08858103,4.28030619,1.47759226
-4.59529765,6.08177996,0.00174176,1.27682129,0.06982713,3.11747321,4.23114364,1.48138576
-4.58929465,6.06505318,0.00176986,1.24495792,0.06979287,3.14709860,4.18890655,1.48685181
-4.58329165,6.05372280,0.00179835,1.21652781,0.06966810,3.17667250,4.15282358,1.49351948
-4.57728864,6.04637674,0.00182737,1.19125242,0.06943776,3.20539640,4.12199432,1.50089925
-4.57128564,6.04156716,0.00185723,1.16881946,0.06909019,3.23248519,4.09543735,1.50850021
-4.56528264,6.03787375,0.00188843,1.14890033,0.06861746,3.25719554,4.07213975,1.51584760
-4.55927964,6.03396591,0.00192161,1.13116693,0.06801569,3.27885437,4.05110593,1.52250015
-4.55327664,6.02866096,0.00195760,1.11530707,0.06728523,3.29688594,4.03140359,1.52806627
-4.54727364,6.02097574,0.00199741,1.10103794,0.06643069,3.31083615,4.01220494,1.53221851
-4.54127064,6.01016868,0.00204214,1.08811704,0.06546100,3.32039272,3.99282139,1.53470539
-4.53526763,5.99577038,0.00209303,1.07635016,0.06438914,3.32539996,3.97273016,1.53536017
-4.52926463,5.97760082,0.00215136,1.06559619,0.06323189,3.32586702,3.95159184,1.53410589
-4.52326163,5.95577204,0.00221844,1.05576867,0.06200931,3.32196907,3.92925817,1.53095644
-4.51725863,5.93067603,0.00229551,1.04683397,0.06074412,3.31404086,3.90576986,1.52601360
-4.51125563,5.90295825,0.00238372,1.03880646,0.05946096,3.30256289,3.88134488,1.51945991
-4.50525263,5.87347792,0.00248405,1.03174094,0.05818553,3.28814062,3.85635787,1.51154798
-4.49924962,5.84325708,0.00259725,1.02572284,0.05694366,3.27147768,3.83131206,1.50258646
-4.49324662,5.81342125,0.00272376,1.02085670,0.05576030,3.25334439,3.80680536,1.49292365
-4.48724362,5.78513463,0.00286369,1.01725369,0.05465859,3.23454322,3.78349244,1.48292932
-4.48124062,5.75953355,0.00301674,1.01501886,0.05365889,3.21587300,3.76204515,1.47297598
-4.47523762,5.73766180,0.00318219,1.01423883,0.05277800,3.19809389,3.74311330,1.46342037
-4.46923462,5.72041144,0.00335887,1.01497057,0.05202839,3.18189495,3.72728804,1.45458630
-4.46323162,5.70847225,0.00354514,1.01723193,0.05141774,3.16786605,3.71506980,1.44674966
-4.45722861,5.70229280,0.00373894,1.02099449,0.05094855,3.15647573,3.70684238,1.44012650
-4.45122561,5.70205495,0.00393778,1.02617895,0.05061801,3.14805600,3.70285436,1.43486452
-4.44522261,5.70766318,0.00413881,1.03265343,0.05041814,3.14279485,3.70320875,1.43103871
-4.43921961,5.71874904,0.00433887,1.04023459,0.05033606,3.14073666,3.70786094,1.42865089
-4.43321661,5.73469004,0.00453460,1.04869157,0.05035454,3.14179019,3.71662472,1.42763332
-4.42721361,5.75464176,0.00472247,1.05775246,0.05045264,3.14574349,3.72918561,1.42785585
-4.42121061,5.77758072,0.00489893,1.06711274,0.05060660,3.15228444,3.74512032,1.42913613
-4.41520760,5.80235539,0.00506052,1.07644541,0.05079077,3.16102560,3.76392074,1.43125215
-4.40920460,5.82774212,0.00520392,1.08541203,0.05097857,3.17153149,3.78502087,1.43395620
-4.40320160,5.85250254,0.00532610,1.09367415,0.05114354,3.18334668,3.80782473,1.43698944
-4.39719860,5.87543921,0.00542439,1.10090452,0.05126031,3.19602282,3.83173368,1.44009612
-4.39119560,5.89544640,0.00549657,1.10679748,0.05130548,3.20914301,3.85617138,1.44303665
-4.38519260,5.91155348,0.00554095,1.11107817,0.05125848,3.22234217,3.88060512,1.44559876
-4.37918959,5.92295878,0.00555640,1.11351011,0.05110212,3.23532234,3.90456270,1.44760629
-4.37318659,5.92905286,0.00554236,1.11390097,0.05082319,3.24786225,3.92764394,1.44892510
-4.36718359,5.92943043,0.00549894,1.11210641,0.05041271,3.25982093,3.94952701,1.44946612
-4.36118059,5.92389136,0.00542680,1.10803212,0.04986608,3.27113552,3.96996949,1.44918531
-4.35517759,5.91243142,0.00532720,1.10163402,0.04918309,3.28181379,3.98880485,1.44808107
-4.34917459,5.89522446,0.00520193,1.09291711,0.04836773,3.29192220,4.00593515,1.44618920
-4.34317159,5.87259764,0.00505325,1.08193297,0.04742784,3.30157063,4.02132087,1.44357607
-4.33716858,5.84500207,0.00488380,1.06877653,0.04637474,3.31089492,4.03496904,1.44033051
-4.33116558,5.81298089,0.00469657,1.05358225,0.04522267,3.32003860,4.04692069,1.43655505
-4.32516258,5.77713705,0.00449475,1.03652000,0.04398829,3.32913487,4.05723865,1.43235716
-4.31915958,5.73810261,0.00428169,1.01779101,0.04269001,3.33829027,4.06599652,1.42784096
-4.31315658,5.69651130,0.00406078,0.99762395,0.04134748,3.34757062,4.07326939,1.42309997
-4.30715358,5.65297534,0.00383539,0.97627126,0.03998096,3.35699032,4.07912687,1.41821111
