energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.66383192,4.18799425,0.02148958,0.00000000,0.00783350,0.45655499,1.51321259,1.52799253,0.01613255,2.21906614
-5.65782891,4.20509548,0.02165689,0.00000000,0.00758230,0.45603365,1.52892687,1.53370786,0.01572833,2.23137795
-5.65182591,4.20341475,0.02173143,0.00000000,0.00732426,0.45316217,1.53699044,1.53248235,0.01526418,2.23440282
-5.64582291,4.18280606,0.02171097,0.00000000,0.00705918,0.44801854,1.53727720,1.52430238,0.01474756,2.22795713
-5.63981991,4.14363071,0.02159584,0.00000000,0.00678770,0.44073942,1.52985669,1.50934902,0.01418736,2.21211053
-5.63381691,4.08674682,0.02138899,0.00000000,0.00651128,0.43151639,1.51499218,1.48799360,0.01359358,2.18718288
-5.62781391,4.01348318,0.02109580,0.00000000,0.00623220,0.42059043,1.49313229,1.46078710,0.01297705,2.15373359
-5.62181091,3.92559841,0.02072401,0.00000000,0.00595351,0.40824490,1.46489659,1.42844396,0.01234907,2.11254345
-5.61580790,3.82522718,0.02028342,0.00000000,0.00567888,0.39479723,1.43105564,1.39182074,0.01172109,2.06459000
-5.60980490,3.71481534,0.01978562,0.00000000,0.00541254,0.38058965,1.39250632,1.35189055,0.01110443,2.01101719
-5.60380190,3.59704630,0.01924362,0.00000000,0.00515916,0.36597928,1.35024347,1.30971398,0.01050990,1.95310052
-5.59779890,3.47476141,0.01867147,0.00000000,0.00492368,0.35132786,1.30532873,1.26640760,0.00994759,1.89220877
-5.59179590,3.35087671,0.01808382,0.00000000,0.00471119,0.33699155,1.25885797,1.22311109,0.00942660,1.82976371
-5.58579290,3.22829912,0.01749548,0.00000000,0.00452676,0.32331110,1.21192837,1.18095393,0.00895481,1.76719902
-5.57978989,3.10984443,0.01692104,0.00000000,0.00437533,0.31060271,1.16560639,1.14102266,0.00853874,1.70591976
-5.57378689,2.99815978,0.01637438,0.00000000,0.00426154,0.29914980,1.12089769,1.10432985,0.00818345,1.64726361
-5.56778389,2.89565284,0.01586837,0.00000000,0.00418960,0.28919603,1.07872004,1.07178548,0.00789240,1.59246499
-5.56178089,2.80442961,0.01541445,0.00000000,0.00416317,0.28093968,1.03988005,1.04417156,0.00766748,1.54262311
-5.55577789,2.72624257,0.01502241,0.00000000,0.00418525,0.27452949,1.00505432,1.02212080,0.00750895,1.49867477
-5.54977489,2.66245038,0.01470012,0.00000000,0.00425811,0.27006213,0.97477564,1.00609978,0.00741557,1.46137260
-5.54377189,2.61399004,0.01445343,0.00000000,0.00438313,0.26758122,0.94942427,0.99639709,0.00738462,1.43126928
-5.53776888,2.58136191,0.01428600,0.00000000,0.00456082,0.26707791,0.92922462,0.99311671,0.00741204,1.40870794
-5.53176588,2.56462767,0.01419936,0.00000000,0.00479070,0.26849293,0.91424692,0.99617693,0.00749258,1.39381888
-5.52576288,2.56342095,0.01419293,0.00000000,0.00507130,0.27171988,0.90441374,1.00531453,0.00761998,1.38652250
-5.51975988,2.57696980,0.01426410,0.00000000,0.00540015,0.27660980,0.89951075,1.02009440,0.00778715,1.38653818
-5.51375688,2.60412998,0.01440844,0.00000000,0.00577375,0.28297659,0.89920112,1.03992403,0.00798637,1.39339846
-5.50775388,2.64342776,0.01461987,0.00000000,0.00618764,0.29060315,0.90304284,1.06407255,0.00820951,1.40646809
-5.50175088,2.69311053,0.01489093,0.00000000,0.00663642,0.29924815,0.91050804,1.09169374,0.00844824,1.42496700
-5.49574787,2.75120339,0.01521301,0.00000000,0.00711384,0.30865289,0.92100362,1.12185217,0.00869426,1.44799642
-5.48974487,2.81556986,0.01557662,0.00000000,0.00761286,0.31854833,0.93389222,1.15355173,0.00893947,1.47456711
-5.48374187,2.88397448,0.01597172,0.00000000,0.00812581,0.32866193,0.94851276,1.18576556,0.00917614,1.50362871
-5.47773887,2.95414541,0.01638790,0.00000000,0.00864451,0.33872410,0.96419991,1.21746643,0.00939713,1.53409933
-5.47173587,3.02383502,0.01681469,0.00000000,0.00916043,0.34847414,0.98030177,1.24765645,0.00959597,1.56489430
-5.46573287,3.09087659,0.01724174,0.00000000,0.00966485,0.35766560,0.99619531,1.27539530,0.00976702,1.59495327
-5.45972986,3.15323560,0.01765903,0.00000000,0.01014904,0.36607081,1.01129925,1.29982579,0.00990549,1.62326495
-5.45372686,3.20905421,0.01805703,0.00000000,0.01060448,0.37348469,1.02508415,1.32019615,0.01000757,1.64888879
-5.44772386,3.25668801,0.01842684,0.00000000,0.01102300,0.37972766,1.03707974,1.33587818,0.01007038,1.67097330
-5.44172086,3.29473425,0.01876026,0.00000000,0.01139702,0.38464779,1.04687950,1.34638078,0.01009201,1.68877046
-5.43571786,3.32205141,0.01904987,0.00000000,0.01171968,0.38812216,1.05414280,1.35135859,0.01007146,1.70164646
-5.42971486,3.33777006,0.01928910,0.00000000,0.01198501,0.39005746,1.05859484,1.35061545,0.01000862,1.70908846
-5.42371186,3.34129544,0.01947224,0.00000000,0.01218808,0.39038993,1.06002492,1.34410304,0.00990417,1.71070788
-5.41770885,3.33230250,0.01959446,0.00000000,0.01232508,0.38908480,1.05828330,1.33191465,0.00975950,1.70624029
-5.41170585,3.31072423,0.01965181,0.00000000,0.01239343,0.38613515,1.05327729,1.31427486,0.00957663,1.69554242
-5.40570285,3.27673440,0.01964126,0.00000000,0.01239181,0.38156049,1.04496675,1.29152557,0.00935809,1.67858682
-5.39969985,3.23072599,0.01956066,0.00000000,0.01232015,0.37540492,1.03335958,1.26410920,0.00910686,1.65545447
-5.39369685,3.17328636,0.01940875,0.00000000,0.01217964,0.36773513,1.01850733,1.23254981,0.00882623,1.62632605
-5.38769385,3.10517042,0.01918519,0.00000000,0.01197267,0.35863827,1.00050122,1.19743307,0.00851973,1.59147217
-5.38169085,3.02727292,0.01889056,0.00000000,0.01170274,0.34821960,0.97946857,1.15938577,0.00819104,1.55124301
-5.37568784,2.94060070,0.01852633,0.00000000,0.01137433,0.33660018,0.95556976,1.11905579,0.00784395,1.50605778
-5.36968484,2.84624573,0.01809490,0.00000000,0.01099278,0.32391446,0.92899556,1.07709300,0.00748224,1.45639414
-5.36368184,2.74535952,0.01759960,0.00000000,0.01056416,0.31030789,0.89996478,1.03413187,0.00710968,1.40277786
-5.35767884,2.63912930,0.01704460,0.00000000,0.01009507,0.29593451,0.86872193,0.99077604,0.00672996,1.34577278
-5.35167584,2.52875629,0.01643498,0.00000000,0.00959248,0.28095458,0.83553490,0.94758532,0.00634668,1.28597123
-5.34567284,2.41543603,0.01577659,0.00000000,0.00906358,0.26553222,0.80069230,0.90506512,0.00596330,1.22398478
-5.33966983,2.30034100,0.01507606,0.00000000,0.00851560,0.24983315,0.76450038,0.86365850,0.00558313,1.16043550
-5.33366683,2.18460525,0.01434063,0.00000000,0.00795564,0.23402241,0.72727942,0.82374081,0.00520934,1.09594755
-5.32766383,2.06931116,0.01357812,0.00000000,0.00739055,0.21826227,0.68935964,0.78561669,0.00484491,1.03113923
-5.32166083,1.95547810,0.01279675,0.00000000,0.00682678,0.20271014,0.65107641,0.74951940,0.00449265,0.96661536
-5.31565783,1.84405297,0.01200504,0.00000000,0.00627031,0.18751674,0.61276514,0.71561207,0.00415521,0.90296021
-5.30965483,1.73590248,0.01121162,0.00000000,0.00572651,0.17282429,0.57475585,0.68399087,0.00383502,0.84073079
-5.30365183,1.63180723,0.01042513,0.00000000,0.00520013,0.15876503,0.53736755,0.65468966,0.00353436,0.78045077
-5.29764882,1.53245757,0.00965399,0.00000000,0.00469521,0.14545979,0.50090285,0.62768590,0.00325528,0.72260497
-5.29164582,1.43845102,0.00890634,0.00000000,0.00421510,0.13301692,0.46564288,0.60290763,0.00299963,0.66763465
-5.28564282,1.35029154,0.00818983,0.00000000,0.00376242,0.12153134,0.43184273,0.58024125,0.00276905,0.61593351
-5.27963982,1.26839035,0.00751151,0.00000000,0.00333912,0.11108384,0.39972777,0.55953978,0.00256494,0.56784453
-5.27363682,1.19306828,0.00687774,0.00000000,0.00294647,0.10174061,0.36949086,0.54063148,0.00238847,0.52365779
-5.26763382,1.12455955,0.00629408,0.00000000,0.00258514,0.09355298,0.34129052,0.52332849,0.00224053,0.48360909
-5.26163082,1.06301671,0.00576524,0.00000000,0.00225522,0.08655727,0.31525030,0.50743535,0.00212176,0.44787950
-5.25562781,1.00851660,0.00529502,0.00000000,0.00195632,0.08077490,0.29145910,0.49275707,0.00203246,0.41659574
-5.24962481,0.96106692,0.00488630,0.00000000,0.00168763,0.07621256,0.26997254,0.47910665,0.00197266,0.38983126
-5.24362181,0.92061320,0.00454101,0.00000000,0.00144798,0.07286256,0.25081515,0.46631169,0.00194203,0.36760805
-5.23761881,0.88704590,0.00426017,0.00000000,0.00123592,0.07070323,0.23398327,0.45422014,0.00193992,0.34989895
-5.23161581,0.86020719,0.00404389,0.00000000,0.00104979,0.06969949,0.21944852,0.44270475,0.00196529,0.33663045
-5.22561281,0.83989744,0.00389145,0.00000000,0.00088778,0.06980345,0.20716150,0.43166643,0.00201677,0.32768585
-5.21960980,0.82588101,0.00380130,0.00000000,0.00074800,0.07095516,0.19705574,0.42103621,0.00209260,0.32290871
-5.21360680,0.81789139,0.00377113,0.00000000,0.00062850,0.07308345,0.18905157,0.41077593,0.00219069,0.32210651
-5.20760380,0.81563557,0.00379796,0.00000000,0.00052738,0.07610690,0.18305980,0.40087769,0.00230859,0.32505456
-5.20160080,0.81879779,0.00387816,0.00000000,0.00044276,0.07993495,0.17898513,0.39136213,0.00244355,0.33150001
-5.19559780,0.82704270,0.00400754,0.00000000,0.00037285,0.08446919,0.17672916,0.38227568,0.00259255,0.34116610
-5.18959480,0.84001810,0.00418143,0.00000000,0.00031598,0.08960477,0.17619292,0.37368705,0.00275232,0.35375651
-5.18359180,0.85735753,0.00439472,0.00000000,0.00027055,0.09523200,0.17727901,0.36568300,0.00291944,0.36896001
-5.17758879,0.87868275,0.00464198,0.00000000,0.00023515,0.10123805,0.17989308,0.35836376,0.00309037,0.38645508
-5.17158579,0.90360635,0.00491748,0.00000000,0.00020846,0.10750887,0.18394501,0.35183823,0.00326155,0.40591483
-5.16558279,0.93173462,0.00521531,0.00000000,0.00018929,0.11393107,0.18934951,0.34621917,0.00342945,0.42701192
-5.15957979,0.96267069,0.00552947,0.00000000,0.00017662,0.12039393,0.19602627,0.34161852,0.00359067,0.44942344
-5.15357679,0.99601784,0.00585392,0.00000000,0.00016949,0.12679131,0.20389982,0.33814305,0.00374202,0.47283572
-5.14757379,1.03138307,0.00618269,0.00000000,0.00016710,0.13302354,0.21289884,0.33589040,0.00388059,0.49694882
-5.14157079,1.06838063,0.00650996,0.00000000,0.00016872,0.13899907,0.22295528,0.33494549,0.00400379,0.52148068
-5.13556778,1.10663539,0.00683018,0.00000000,0.00017373,0.14463593,0.23400307,0.33537752,0.00410949,0.54617062
-5.12956478,1.14578573,0.00713808,0.00000000,0.00018155,0.14986290,0.24597657,0.33723737,0.00419595,0.57078215
-5.12356178,1.18548596,0.00742884,0.00000000,0.00019169,0.15462026,0.25880887,0.34055545,0.00426196,0.59510492
-5.11755878,1.22540774,0.00769810,0.00000000,0.00020372,0.15886028,0.27242981,0.34533998,0.00430678,0.61895567
-5.11155578,1.26524078,0.00794204,0.00000000,0.00021723,0.16254722,0.28676397,0.35157574,0.00433017,0.64217827
-5.10555278,1.30469239,0.00815743,0.00000000,0.00023186,0.16565693,0.30172867,0.35922308,0.00433239,0.66464261
-5.09954977,1.34348615,0.00834168,0.00000000,0.00024728,0.16817621,0.31723203,0.36821741,0.00431409,0.68624266
-5.09354677,1.38135975,0.00849283,0.00000000,0.00026315,0.17010171,0.33317123,0.37846902,0.00427637,0.70689361
-5.08754377,1.41806223,0.00860960,0.00000000,0.00027920,0.17143869,0.34943118,0.38986339,0.00422064,0.72652842
-5.08154077,1.45335087,0.00869133,0.00000000,0.00029512,0.17219957,0.36588355,0.40226195,0.00414859,0.74509388
-5.07553777,1.48698820,0.00873801,0.00000000,0.00031067,0.17240244,0.38238645,0.41550336,0.00406212,0.76254650
-5.06953477,1.51873930,0.00875019,0.00000000,0.00032559,0.17206952,0.39878480,0.42940546,0.00396325,0.77884854
-5.06353177,1.54837002,0.00872897,0.00000000,0.00033964,0.17122578,0.41491138,0.44376779,0.00385411,0.79396433
-5.05752876,1.57564630,0.00867590,0.00000000,0.00035261,0.16989772,0.43058880,0.45837489,0.00373682,0.80785729
-5.05152576,1.60033487,0.00859296,0.00000000,0.00036432,0.16811236,0.44563220,0.47300021,0.00361345,0.82048775
-5.04552276,1.62220561,0.00848246,0.00000000,0.00037460,0.16589655,0.45985280,0.48741074,0.00348602,0.83181185
-5.03951976,1.64103556,0.00834695,0.00000000,0.00038333,0.16327650,0.47306211,0.50137226,0.00335642,0.84178156
-5.03351676,1.65661461,0.00818922,0.00000000,0.00039044,0.16027769,0.48507676,0.51465497,0.00322644,0.85034585
-5.02751376,1.66875268,0.00801213,0.00000000,0.00039588,0.15692497,0.49572371,0.52703962,0.00309770,0.85745314
-5.02151076,1.67728800,0.00781866,0.00000000,0.00039968,0.15324294,0.50484578,0.53832366,0.00297171,0.86305472
-5.01550775,1.68209636,0.00761176,0.00000000,0.00040190,0.14925642,0.51230710,0.54832743,0.00284985,0.86710914
-5.00950475,1.68310055,0.00739438,0.00000000,0.00040267,0.14499111,0.51799840,0.55690001,0.00273337,0.86958720
-5.00350175,1.68027976,0.00716939,0.00000000,0.00040220,0.14047421,0.52184192,0.56392459,0.00262345,0.87047749
-4.99749875,1.67367817,0.00693957,0.00000000,0.00040072,0.13573500,0.52379560,0.56932303,0.00252116,0.86979193
-4.99149575,1.66341230,0.00670759,0.00000000,0.00039855,0.13080534,0.52385649,0.57305952,0.00242752,0.86757114
-4.98549275,1.64967665,0.00647598,0.00000000,0.00039607,0.12571999,0.52206318,0.57514303,0.00234348,0.86388927
-4.97948974,1.63274704,0.00624718,0.00000000,0.00039368,0.12051677,0.51849712,0.57562839,0.00226993,0.85885802
-4.97348674,1.61298145,0.00602346,0.00000000,0.00039185,0.11523644,0.51328275,0.57461600,0.00220770,0.85262945
-4.96748374,1.59081799,0.00580697,0.00000000,0.00039107,0.10992244,0.50658644,0.57224995,0.00215754,0.84539748
-4.96148074,1.56676984,0.00559975,0.00000000,0.00039184,0.10462037,0.49861420,0.56871468,0.00212014,0.83739774
-4.95547774,1.54141724,0.00540368,0.00000000,0.00039469,0.09937734,0.48960827,0.56423002,0.00209605,0.82890573
-4.94947474,1.51539646,0.00522053,0.00000000,0.00040010,0.09424115,0.47984258,0.55904497,0.00208568,0.82023315
-4.94347174,1.48938607,0.00505194,0.00000000,0.00040856,0.08925941,0.46961732,0.55343012,0.00208929,0.81172239
-4.93746873,1.46409078,0.00489940,0.00000000,0.00042049,0.08447862,0.45925258,0.54766901,0.00210693,0.80373936
-4.93146573,1.44022335,0.00476424,0.00000000,0.00043626,0.07994326,0.44908136,0.54204880,0.00213842,0.79666459
-4.92546273,1.41848500,0.00464762,0.00000000,0.00045614,0.07569493,0.43944212,0.53685028,0.00218333,0.79088315
-4.91945973,1.39954504,0.00455052,0.00000000,0.00048032,0.07177160,0.43067087,0.53233783,0.00224094,0.78677330
-4.91345673,1.38402029,0.00447370,0.00000000,0.00050887,0.06820697,0.42309316,0.52874955,0.00231026,0.78469460
-4.90745373,1.37245520,0.00441768,0.00000000,0.00054173,0.06502998,0.41701611,0.52628792,0.00239001,0.78497565
-4.90145073,1.36530318,0.00438273,0.00000000,0.00057871,0.06226450,0.41272059,0.52511150,0.00247860,0.78790205
-4.89544772,1.36291012,0.00436882,0.00000000,0.00061950,0.05992906,0.41045383,0.52532789,0.00257421,0.79370503
-4.88944472,1.36550061,0.00437563,0.00000000,0.00066363,0.05803684,0.41042257,0.52698839,0.00267475,0.80255119
-4.88344172,1.37316768,0.00440253,0.00000000,0.00071051,0.05659569,0.41278698,0.53008467,0.00277795,0.81453393
-4.87743872,1.38586645,0.00444857,0.00000000,0.00075942,0.05560829,0.41765549,0.53454751,0.00288137,0.82966689
-4.87143572,1.40341211,0.00451248,0.00000000,0.00080953,0.05507232,0.42508068,0.54024799,0.00298250,0.84787978
-4.86543272,1.42548259,0.00459270,0.00000000,0.00085992,0.05498073,0.43505641,0.54700100,0.00307878,0.86901696
-4.85942971,1.45162578,0.00468739,0.00000000,0.00090961,0.05532204,0.44751624,0.55457100,0.00316767,0.89283875
-4.85342671,1.48127134,0.00479446,0.00000000,0.00095758,0.05608059,0.46233331,0.56268002,0.00324674,0.91902571
-4.84742371,1.51374657,0.00491164,0.00000000,0.00100279,0.05723683,0.47932169,0.57101742,0.00331375,0.94718565
-4.84142071,1.54829593,0.00503650,0.00000000,0.00104423,0.05876765,0.49823923,0.57925123,0.00336666,0.97686323
-4.83541771,1.58410342,0.00516653,0.00000000,0.00108094,0.06064656,0.51879181,0.58704036,0.00340373,1.00755180
-4.82941471,1.62031699,0.00529919,0.00000000,0.00111205,0.06284402,0.54063912,0.59404745,0.00342357,1.03870703
-4.82341171,1.65607392,0.00543199,0.00000000,0.00113680,0.06532766,0.56340160,0.59995152,0.00342515,1.06976177
-4.81740870,1.69052626,0.00556253,0.00000000,0.00115456,0.06806255,0.58666855,0.60446006,0.00340787,1.10014161
-4.81140570,1.72286517,0.00568859,0.00000000,0.00116487,0.07101149,0.61000717,0.60731993,0.00337155,1.12928047
-4.80540270,1.75234331,0.00580814,0.00000000,0.00116744,0.07413525,0.63297224,0.60832653,0.00331642,1.15663562
-4.79939970,1.77829425,0.00591943,0.00000000,0.00116216,0.07739293,0.65511626,0.60733098,0.00324315,1.18170156
-4.79339670,1.80014837,0.00602098,0.00000000,0.00114911,0.08074224,0.67599963,0.60424486,0.00315278,1.20402222
-4.78739370,1.81744451,0.00611162,0.00000000,0.00112854,0.08413991,0.69520079,0.59904247,0.00304671,1.22320113
-4.78139070,1.82983724,0.00619049,0.00000000,0.00110090,0.08754204,0.71232575,0.59176045,0.00292668,1.23890912
-4.77538769,1.83709958,0.00625703,0.00000000,0.00106675,0.09090450,0.72701704,0.58249494,0.00279465,1.25088955
-4.76938469,1.83912130,0.00631096,0.00000000,0.00102683,0.09418340,0.73896150,0.57139642,0.00265280,1.25896082
-4.76338169,1.83590324,0.00635228,0.00000000,0.00098196,0.09733546,0.74789702,0.55866259,0.00250345,1.26301640
-4.75737869,1.82754820,0.00638117,0.00000000,0.00093305,0.10031855,0.75361778,0.54452978,0.00234898,1.26302250
-4.75137569,1.81424898,0.00639804,0.00000000,0.00088106,0.10309206,0.75597802,0.52926314,0.00219179,1.25901361
-4.74537269,1.79627450,0.00640340,0.00000000,0.00082698,0.10561746,0.75489421,0.51314636,0.00203424,1.25108648
-4.73936968,1.77395479,0.00639789,0.00000000,0.00077179,0.10785870,0.75034559,0.49647131,0.00187859,1.23939265
-4.73336668,1.74766566,0.00638222,0.00000000,0.00071645,0.10978276,0.74237316,0.47952806,0.00172695,1.22413035
-4.72736368,1.71781381,0.00635712,0.00000000,0.00066186,0.11136007,0.73107714,0.46259577,0.00158128,1.20553586
-4.72136068,1.68482321,0.00632338,0.00000000,0.00060885,0.11256504,0.71661304,0.44593475,0.00144331,1.18387495
-4.71535768,1.64912296,0.00628176,0.00000000,0.00055818,0.11337649,0.69918653,0.42977997,0.00131458,1.15943476
-4.70935468,1.61113736,0.00623306,0.00000000,0.00051050,0.11377810,0.67904735,0.41433622,0.00119638,1.13251623
-4.70335168,1.57127817,0.00617808,0.00000000,0.00046637,0.11375884,0.65648229,0.39977493,0.00108977,1.10342754
-4.69734867,1.52993907,0.00611766,0.00000000,0.00042624,0.11331330,0.63180776,0.38623259,0.00099562,1.07247851
-4.69134567,1.48749232,0.00605267,0.00000000,0.00039047,0.11244200,0.60536189,0.37381075,0.00091455,1.03997600
-4.68534267,1.44428719,0.00598405,0.00000000,0.00035932,0.11115157,0.57749661,0.36257726,0.00084700,1.00622039
-4.67933967,1.40064981,0.00591280,0.00000000,0.00033296,0.10945483,0.54856975,0.35256865,0.00079323,0.97150295
-4.67333667,1.35688408,0.00584000,0.00000000,0.00031147,0.10737073,0.51893757,0.34379322,0.00075332,0.93610388
-4.66733367,1.31327298,0.00576682,0.00000000,0.00029486,0.10492415,0.48894763,0.33623459,0.00072720,0.90029098
-4.66133067,1.27007989,0.00569449,0.00000000,0.00028309,0.10214550,0.45893233,0.32985549,0.00071466,0.86431864
-4.65532766,1.22754959,0.00562429,0.00000000,0.00027603,0.09907018,0.42920324,0.32460140,0.00071537,0.82842694
-4.64932466,1.18590843,0.00555751,0.00000000,0.00027352,0.09573786,0.40004614,0.32040391,0.00072886,0.79284083
-4.64332166,1.14536358,0.00549540,0.00000000,0.00027533,0.09219157,0.37171704,0.31718359,0.00075452,0.75776905
