energy_ev,total_up,Nb_p_up,Nb_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,1.15264315,0.80116273,0.43136317,0.13869023,0.00200742,0.00350983,0.68506991
-5.99399700,1.14577300,0.81097613,0.42413207,0.14214875,0.00194970,0.00352893,0.67731966
-5.98799400,1.13773375,0.81972650,0.41656795,0.14553157,0.00188923,0.00355726,0.66887960
-5.98199100,1.12879366,0.82736751,0.40879705,0.14887573,0.00182680,0.00359359,0.65989297
-5.97598799,1.11925520,0.83389326,0.40095053,0.15222527,0.00176322,0.00363686,0.65051875
-5.96998499,1.10944720,0.83933910,0.39316147,0.15562930,0.00169933,0.00368626,0.64092835
-5.96398199,1.09971735,0.84378182,0.38556216,0.15914000,0.00163599,0.00374122,0.63130264
-5.95797899,1.09042527,0.84733926,0.37828209,0.16281045,0.00157407,0.00380142,0.62182943
-5.95197599,1.08193633,0.85016917,0.37144635,0.16669270,0.00151442,0.00386686,0.61270133
-5.94597299,1.07461633,0.85246752,0.36517480,0.17083592,0.00145790,0.00393783,0.60411412
-5.93996998,1.06882721,0.85446583,0.35958168,0.17528489,0.00140536,0.00401492,0.59626541
-5.93396698,1.06492351,0.85642787,0.35477590,0.18007890,0.00135763,0.00409899,0.58935360
-5.92796398,1.06324978,0.85864537,0.35086166,0.18525091,0.00131554,0.00419119,0.58357694
-5.92196098,1.06413854,0.86143300,0.34793947,0.19082729,0.00127991,0.00429290,0.57913266
-5.91595798,1.06790879,0.86512236,0.34610738,0.19682791,0.00125156,0.00440568,0.57621599
-5.90995498,1.07486477,0.87005542,0.34546225,0.20326656,0.00123128,0.00453126,0.57501903
-5.90395198,1.08529486,0.87657717,0.34610096,0.21015177,0.00121990,0.00467142,0.57572934
-5.89794897,1.09947034,0.88502788,0.34812138,0.21748783,0.00121818,0.00482799,0.57852826
-5.89194597,1.11764387,0.89573507,0.35162305,0.22527589,0.00122691,0.00500271,0.58358888
-5.88594297,1.14004764,0.90900544,0.35670727,0.23351516,0.00124681,0.00519725,0.59107372
-5.87993997,1.16689088,0.92511695,0.36347678,0.24220398,0.00127859,0.00541305,0.60113217
-5.87393697,1.19835686,0.94431132,0.37203470,0.25134064,0.00132286,0.00565132,0.61389767
-5.86793397,1.23459926,0.96678719,0.38248291,0.26092400,0.00138019,0.00591293,0.62948471
-5.86193097,1.27573781,0.99269409,0.39491974,0.27095362,0.00145103,0.00619841,0.64798582
-5.85592796,1.32185355,1.02212743,0.40943701,0.28142958,0.00153570,0.00650785,0.66946849
-5.84992496,1.37298345,1.05512464,0.42611664,0.29235174,0.00163438,0.00684090,0.69397219
-5.84392196,1.42911484,1.09166256,0.44502676,0.30371864,0.00174710,0.00719671,0.72150555
-5.83791896,1.49017974,1.13165612,0.46621757,0.31552599,0.00187366,0.00757395,0.75204382
-5.83191596,1.55604927,1.17495841,0.48971712,0.32776480,0.00201371,0.00797077,0.78552665
-5.82591296,1.62652862,1.22136200,0.51552718,0.34041934,0.00216665,0.00838481,0.82185632
-5.81990995,1.70135272,1.27060168,0.54361947,0.35346498,0.00233165,0.00881324,0.86089655
