energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up
-5.61580790,2.46425132,0.21818885,2.23617836,0.01759511,0.00868061,0.03978463,0.03874093,0.20729356,0.00000000
-5.60980490,2.38405077,0.21220871,2.16253342,0.01671949,0.00874351,0.03854458,0.03785908,0.20104699,0.00000000
-5.60380190,2.30062473,0.20611976,2.08583441,0.01578143,0.00883260,0.03718492,0.03700531,0.19467247,0.00000000
-5.59779890,2.21663631,0.20016699,2.00849717,0.01479644,0.00896074,0.03574518,0.03622264,0.18839820,0.00000000
-5.59179590,2.13477276,0.19459779,1.93295690,0.01378006,0.00914126,0.03426664,0.03555533,0.18245435,0.00000000
-5.58579290,2.05767222,0.18965466,1.86160225,0.01274748,0.00938764,0.03279103,0.03504747,0.17706641,0.00000000
-5.57978989,1.98785245,0.18556821,1.79671116,0.01171314,0.00971312,0.03135941,0.03474170,0.17244876,0.00000000
-5.57378689,1.92764391,0.18255034,1.74039051,0.01069044,0.01013036,0.03001095,0.03467799,0.16879866,0.00000000
-5.56778389,1.87912900,0.18078802,1.69452147,0.00969147,0.01065107,0.02878185,0.03489255,0.16629072,0.00000000
-5.56178089,1.84408957,0.18043777,1.66071208,0.00872683,0.01128570,0.02770439,0.03541703,0.16507216,0.00000000
-5.55577789,1.82396423,0.18162098,1.64025877,0.00780546,0.01204321,0.02680610,0.03627778,0.16525881,0.00000000
-5.54977489,1.81981671,0.18442029,1.63411777,0.00693464,0.01293080,0.02610906,0.03749545,0.16693221,0.00000000
-5.54377189,1.83231642,0.18887712,1.64288751,0.00611991,0.01395384,0.02562945,0.03908484,0.17013767,0.00000000
-5.53776888,1.86173183,0.19499045,1.66680263,0.00536518,0.01511576,0.02537722,0.04105491,0.17488349,0.00000000
-5.53176588,1.90793708,0.20271688,1.70573984,0.00467278,0.01641812,0.02535603,0.04340918,0.18114142,0.00000000
-5.52576288,1.97043164,0.21197209,1.75923570,0.00404363,0.01786068,0.02556329,0.04614625,0.18884817,0.00000000
-5.51975988,2.04837277,0.22263359,1.82651591,0.00347737,0.01944162,0.02599050,0.04926065,0.19790816,0.00000000
-5.51375688,2.14061975,0.23454471,1.90653538,0.00297259,0.02115781,0.02662368,0.05274377,0.20819726,0.00000000
-5.50775388,2.24578865,0.24751980,1.99802794,0.00252695,0.02300513,0.02744402,0.05658504,0.21956752,0.00000000
-5.50175088,2.36231592,0.26135039,2.09956419,0.00213744,0.02497882,0.02842863,0.06077304,0.23185267,0.00000000
-5.49574787,2.48852861,0.27581213,2.20961555,0.00180053,0.02707393,0.02955148,0.06529679,0.24487422,0.00000000
-5.48974487,2.62271871,0.29067237,2.32662222,0.00151236,0.02928563,0.03078435,0.07014687,0.25844796,0.00000000
-5.48374187,2.76321871,0.30569787,2.44906257,0.00126888,0.03160964,0.03209791,0.07531642,0.27239058,0.00000000
-5.47773887,2.90847538,0.32066261,2.57552107,0.00106601,0.03404246,0.03346285,0.08080202,0.28652613,0.00000000
-5.47173587,3.05711834,0.33535515,2.70475177,0.00089974,0.03658162,0.03485089,0.08660421,0.30069211,0.00000000
-5.46573287,3.20802050,0.34958539,2.83573451,0.00076624,0.03922577,0.03623593,0.09272784,0.31474495,0.00000000
-5.45972986,3.36034703,0.36319029,2.96772090,0.00066191,0.04197463,0.03759497,0.09918193,0.32856454,0.00000000
-5.45372686,3.51359040,0.37603844,3.10026745,0.00058345,0.04482888,0.03890907,0.10597938,0.34205772,0.00000000
-5.44772386,3.66758913,0.38803311,3.23325388,0.00052794,0.04778980,0.04016402,0.11313622,0.35516059,0.00000000
-5.44172086,3.82252874,0.39911384,3.36688485,0.00049276,0.05085886,0.04135104,0.12067066,0.36783952,0.00000000
-5.43571786,3.97892422,0.40925627,3.50167433,0.00047574,0.05403719,0.04246715,0.12860194,0.38009087,0.00000000
-5.42971486,4.13758396,0.41847046,3.63841250,0.00047504,0.05732493,0.04351543,0.13694903,0.39193950,0.00000000
-5.42371186,4.29955634,0.42679763,3.77811593,0.00048924,0.06072057,0.04450513,0.14572939,0.40343620,0.00000000
-5.41770885,4.46606094,0.43430562,3.92196279,0.00051730,0.06422023,0.04545150,0.15495773,0.41465419,0.00000000
-5.41170585,4.63840708,0.44108327,4.07121548,0.00055859,0.06781702,0.04637551,0.16464510,0.42568503,0.00000000
-5.40570285,4.81790359,0.44723405,4.22713405,0.00061284,0.07150045,0.04730340,0.17479824,0.43663403,0.00000000
-5.39969985,5.00576374,0.45286935,4.39088429,0.00068018,0.07525598,0.04826612,0.18541937,0.44761569,0.00000000
-5.39369685,5.20301021,0.45810165,4.56344480,0.00076116,0.07906474,0.04929859,0.19650642,0.45874917,0.00000000
-5.38769385,5.41038485,0.46303819,4.74551780,0.00085671,0.08290341,0.05043900,0.20805379,0.47015430,0.00000000
-5.38169085,5.62826794,0.46777514,4.93744820,0.00096818,0.08674437,0.05172789,0.22005354,0.48194805,0.00000000
-5.37568784,5.85661141,0.47239290,5.13915548,0.00109734,0.09055599,0.05320739,0.23249707,0.49424185,0.00000000
-5.36968484,6.09488987,0.47695256,5.35008221,0.00124642,0.09430327,0.05492031,0.24537699,0.50713964,0.00000000
-5.36368184,6.34207253,0.48149363,5.56916274,0.00141804,0.09794855,0.05690937,0.25868934,0.52073677,0.00000000
-5.35767884,6.59661806,0.48603337,5.79481424,0.00161530,0.10145250,0.05921634,0.27243563,0.53511950,0.00000000
-5.35167584,6.85649351,0.49056733,6.02495177,0.00184171,0.10477520,0.06188132,0.28662486,0.55036521,0.00000000
-5.34567284,7.11921698,0.49507136,6.25702746,0.00210125,0.10787736,0.06494207,0.30127510,0.56654288,0.00000000
-5.33966983,7.38192300,0.49950467,6.48809310,0.00239829,0.11072157,0.06843331,0.31641453,0.58371381,0.00000000
-5.33366683,7.64144799,0.50381393,6.71488410,0.00273762,0.11327356,0.07238617,0.33208183,0.60193225,0.00000000
-5.32766383,7.89443257,0.50793793,6.93392171,0.00312440,0.11550337,0.07682763,0.34832574,0.62124588,0.00000000
-5.32166083,8.13743639,0.51181277,7.14162956,0.00356419,0.11738653,0.08178003,0.36520376,0.64169580,0.00000000
-5.31565783,8.36706072,0.51537707,7.33445969,0.00406286,0.11890493,0.08726062,0.38278004,0.66331607,0.00000000
-5.30965483,8.58007357,0.51857708,7.50902289,0.00462662,0.12004771,0.09328114,0.40112245,0.68613275,0.00000000
-5.30365183,8.77353179,0.52137143,7.66221751,0.00526199,0.12081179,0.09984750,0.42029898,0.71016237,0.00000000
-5.29764882,8.94489512,0.52373522,7.79135138,0.00597578,0.12120221,0.10695943,0.44037372,0.73541008,0.00000000
-5.29164582,9.09212702,0.52566341,7.89425129,0.00677509,0.12123233,0.11461027,0.46140254,0.76186747,0.00000000
-5.28564282,9.21377805,0.52717325,7.96935507,0.00766732,0.12092360,0.12278682,0.48342885,0.78951047,0.00000000
-5.27963982,9.30904807,0.52830583,8.01578227,0.00866015,0.12030530,0.13146920,0.50647958,0.81829730,0.00000000
-5.27363682,9.37782459,0.52912655,8.03337999,0.00976158,0.11941385,0.14063091,0.53056172,0.84816697,0.00000000
-5.26763382,9.42069553,0.52972464,8.02274167,0.01097985,0.11829201,0.15023892,0.55565959,0.87903825,0.00000000
-5.26163082,9.43893561,0.53021164,7.98519786,0.01232348,0.11698786,0.16025387,0.58173305,0.91080949,0.00000000
-5.25562781,9.43446690,0.53071901,7.92277908,0.01380116,0.11555355,0.17063039,0.60871669,0.94335921,0.00000000
-5.24962481,9.40979481,0.53139480,7.83815201,0.01542169,0.11404394,0.18131752,0.63652009,0.97654750,0.00000000
-5.24362181,9.36792189,0.53239957,7.73453160,0.01719382,0.11251506,0.19225915,0.66502898,1.01021820,0.00000000
-5.23761881,9.31224266,0.53390155,7.61557242,0.01912605,0.11102253,0.20339463,0.69410739,1.04420163,0.00000000
-5.23161581,9.24642331,0.53607128,7.48524367,0.02122632,0.10961989,0.21465928,0.72360029,1.07831763,0.00000000
-5.22561281,9.17427077,0.53907563,7.34769264,0.02350173,0.10835694,0.22598502,0.75333672,1.11237874,0.00000000
-5.21960980,9.09959588,0.54307160,7.20710203,0.02595805,0.10727810,0.23730092,0.78313312,1.14619306,0.00000000
-5.21360680,9.02607581,0.54819978,7.06754681,0.02859926,0.10642088,0.24853373,0.81279644,1.17956671,0.00000000
-5.20760380,8.95712065,0.55457792,6.93285592,0.03142703,0.10581449,0.25960836,0.84212694,1.21230547,0.00000000
-5.20160080,8.89574924,0.56229458,6.80648431,0.03444007,0.10547869,0.27044824,0.87092047,1.24421560,0.00000000
-5.19559780,8.84447876,0.57140325,6.69140004,0.03763363,0.10542284,0.28097571,0.89897012,1.27510367,0.00000000
-5.18959480,8.80523231,0.58191719,6.58999056,0.04099885,0.10564530,0.29111225,0.92606712,1.30477552,0.00000000
-5.18359180,8.77926809,0.59380510,6.50399174,0.04452233,0.10613318,0.30077874,0.95200120,1.33303446,0.00000000
-5.17758879,8.76713300,0.60698819,6.43444192,0.04818567,0.10686244,0.30989570,0.97656048,1.35967906,0.00000000
-5.17158579,8.76864269,0.62133860,6.38166255,0.05196527,0.10779846,0.31838361,0.99953114,1.38450088,0.00000000
-5.16558279,8.78288919,0.63667964,6.34526595,0.05583223,0.10889693,0.32616331,1.02069709,1.40728255,0.00000000
-5.15957979,8.80827621,0.65278792,6.32418937,0.05975252,0.11010519,0.33315650,1.03984012,1.42779665,0.00000000
-5.15357679,8.84258120,0.66939753,6.31675389,0.06368739,0.11136391,0.33928655,1.05674069,1.44580594,0.00000000
-5.14757379,8.88304221,0.68620630,6.32074561,0.06759404,0.11260911,0.34447942,1.07117963,1.46106518,0.00000000
-5.14157079,8.92646656,0.70288411,6.33351555,0.07142657,0.11377434,0.34866492,1.08294115,1.47332496,0.00000000
-5.13556778,8.96935747,0.71908303,6.35209440,0.07513714,0.11479317,0.35177817,1.09181710,1.48233759,0.00000000
-5.12956478,9.00805398,0.73444906,6.37331728,0.07867745,0.11560162,0.35376136,1.09761247,1.48786504,0.00000000
-5.12356178,9.03887883,0.74863505,6.39395363,0.08200029,0.11614066,0.35456565,1.10015227,1.48968886,0.00000000
-5.11755878,9.05828845,0.76131444,6.41083713,0.08506127,0.11635861,0.35415325,1.09928918,1.48762143,0.00000000
-5.11155578,9.06301936,0.77219505,6.42099049,0.08782062,0.11621327,0.35249957,1.09491197,1.48151842,0.00000000
-5.10555278,9.05022487,0.78103260,6.42174046,0.09024488,0.11567386,0.34959528,1.08695401,1.47129133,0.00000000
-5.09954977,9.01759672,0.78764314,6.41081868,0.09230852,0.11472255,0.34544828,1.07540141,1.45691974,0.00000000
-5.09354677,8.96346659,0.79191383,6.38644484,0.09399536,0.11335560,0.34008539,1.06030037,1.43846227,0.00000000
-5.08754377,8.88688360,0.79381164,6.34738922,0.09529965,0.11158413,0.33355371,1.04176301,1.41606555,0.00000000
-5.08154077,8.78766453,0.79338930,6.29301290,0.09622686,0.10943435,0.32592148,1.01997137,1.38997039,0.00000000
-5.07553777,8.66641510,0.79078829,6.22328455,0.09679394,0.10694741,0.31727845,0.99517909,1.36051472,0.00000000
-5.06953477,8.52452166,0.78623851,6.13877411,0.09702925,0.10417879,0.30773571,0.96771047,1.32813270,0.00000000
-5.06353177,8.36411406,0.78005470,6.04062436,0.09697192,0.10119742,0.29742482,0.93795685,1.29334994,0.00000000
-5.05752876,8.18800163,0.77262941,5.93050235,0.09667078,0.09808431,0.28649638,0.90637020,1.25677465,0.00000000
-5.05152576,7.99958547,0.76442298,5.81053357,0.09618280,0.09493104,0.27511810,0.87345413,1.21908500,0.00000000
-5.04552276,7.80275100,0.75595072,5.68322206,0.09557123,0.09183798,0.26347222,0.83975267,1.18101313,0.00000000
-5.03951976,7.60174548,0.74776781,5.55136034,0.09490331,0.08891239,0.25175252,0.80583703,1.14332639,0.00000000
-5.03351676,7.40104581,0.74045241,5.41793316,0.09424787,0.08626636,0.24016104,0.77229114,1.10680646,0.00000000
-5.02751376,7.20522179,0.73458771,5.28601885,0.09367266,0.08401476,0.22890441,0.73969627,1.07222734,0.00000000
-5.02151076,7.01880018,0.73074344,5.15869240,0.09324181,0.08227307,0.21819009,0.70861562,1.04033303,0.00000000
-5.01550775,6.84613435,0.72945767,5.03893330,0.09301328,0.08115524,0.20822246,0.67957917,1.01181582,0.00000000
-5.00950475,6.69128378,0.73121931,4.92954142,0.09303656,0.08077152,0.19919892,0.65306973,0.98729607,0.00000000
-5.00350175,6.55790701,0.73645209,4.83306292,0.09335068,0.08122630,0.19130610,0.62951033,0.96730420,0.00000000
-4.99749875,6.44917070,0.74550038,4.75172813,0.09398253,0.08261586,0.18471609,0.60925373,0.95226566,0.00000000
-4.99149575,6.36767653,0.75861736,4.68740227,0.09494580,0.08502615,0.17958296,0.59257405,0.94248917,0.00000000
-4.98549275,6.31540694,0.77595570,4.64154926,0.09624026,0.08853056,0.17603941,0.57966094,0.93815877,0.00000000
-4.97948974,6.29368974,0.79756120,4.61520866,0.09785164,0.09318761,0.17419369,0.57061632,0.93932971,0.00000000
-4.97348674,6.30318099,0.82336917,4.60898487,0.09975212,0.09903870,0.17412681,0.56545366,0.94592822,0.00000000
-4.96748374,6.34386514,0.85320388,4.62304756,0.10190119,0.10610593,0.17589007,0.56409966,0.95775493,0.00000000
-4.96148074,6.41507059,0.88678077,4.65714216,0.10424708,0.11439005,0.17950300,0.56639826,0.97449179,0.00000000
-4.95547774,6.51549914,0.92371149,4.71060892,0.10672860,0.12386859,0.18495173,0.57211650,0.99571187,0.00000000
-4.94947474,6.64326738,0.96351146,4.78240921,0.10927723,0.13449439,0.19218783,0.58095227,1.02089187,0.00000000
-4.94347174,6.79595801,1.00560971,4.87115767,0.11181951,0.14619449,0.20112785,0.59254318,1.04942652,0.00000000
-4.93746873,6.97067964,1.04936096,4.97515916,0.11427957,0.15886966,0.21165348,0.60647672,1.08064457,0.00000000
-4.93146573,7.16413329,1.09405939,5.09244944,0.11658164,0.17239457,0.22361251,0.62230086,1.11382574,0.00000000
-4.92546273,7.37268437,1.13895409,5.22083878,0.11865255,0.18661873,0.23682065,0.63953531,1.14821817,0.00000000
-4.91945973,7.59243900,1.18326568,5.35795791,0.12042402,0.20136837,0.25106429,0.65768271,1.18305591,0.00000000
-4.91345673,7.81932349,1.22620403,5.50130581,0.12183477,0.21644913,0.26610415,0.67623977,1.21757608,0.00000000
-4.90745373,8.04916617,1.26698642,5.64829880,0.12283228,0.23164976,0.28167992,0.69470810,1.25103532,0.00000000
-4.90145073,8.27778048,1.30485622,5.79632052,0.12337416,0.24674663,0.29751576,0.71260448,1.28272520,0.00000000
-4.89544772,8.50104820,1.33910126,5.94277236,0.12342921,0.26150905,0.31332655,0.72947048,1.31198649,0.00000000
-4.88944472,8.71500171,1.36907185,6.08512350,0.12297801,0.27570522,0.32882481,0.74488124,1.33822191,0.00000000
-4.88344172,8.91590377,1.39419784,6.22096009,0.12201308,0.28910858,0.34372804,0.75845341,1.36090731,0.00000000
-4.87743872,9.10032319,1.41400428,6.34803228,0.12053871,0.30150446,0.35776618,0.76985199,1.37960109,0.00000000
-4.87143572,9.26520487,1.42812526,6.46429847,0.11857039,0.31269659,0.37068907,0.77879618,1.39395175,0.00000000
-4.86543272,9.40793208,1.43631553,6.56796520,0.11613396,0.32251336,0.38227349,0.78506398,1.40370359,0.00000000
-4.85942971,9.52637947,1.43845938,6.65752196,0.11326444,0.33081347,0.39232957,0.78849568,1.40870031,0.00000000
-4.85342671,9.61895499,1.43457653,6.73176946,0.11000477,0.33749072,0.40070627,0.78899600,1.40888662,0.00000000
-4.84742371,9.68462938,1.42482462,6.78984067,0.10640427,0.34247779,0.40729570,0.78653504,1.40430783,0.00000000
-4.84142071,9.72295221,1.40949823,6.83121379,0.10251715,0.34574872,0.41203615,0.78114789,1.39510748,0.00000000
-4.83541771,9.73405378,1.38902422,6.85571678,0.09840092,0.34732004,0.41491358,0.77293307,1.38152299,0.00000000
-4.82941471,9.71863299,1.36395344,6.86352329,0.09411489,0.34725051,0.41596164,0.76204967,1.36387957,0.00000000
-4.82341171,9.67793158,1.33494906,6.85514036,0.08971867,0.34563938,0.41526023,0.74871345,1.34258247,0.00000000
-4.81740870,9.61369578,1.30277159,6.83138849,0.08527092,0.34262329,0.41293250,0.73319185,1.31810779,0.00000000
-4.81140570,9.52812684,1.26826113,6.79337498,0.08082807,0.33837204,0.40914069,0.71579809,1.29099210,0.00000000
-4.80540270,9.42382235,1.23231726,6.74246165,0.07644339,0.33308312,0.40408081,0.69688461,1.26182106,0.00000000
-4.79939970,9.30371041,1.19587711,6.68022844,0.07216611,0.32697555,0.39797650,0.67683569,1.23121738,0.00000000
-4.79339670,9.17097882,1.15989226,6.60843400,0.06804077,0.32028305,0.39107226,0.65605983,1.19982830,0.00000000
-4.78739370,9.02900147,1.12530502,6.52897471,0.06410678,0.31324684,0.38362639,0.63498163,1.16831284,0.00000000
-4.78139070,8.88126390,1.09302486,6.44384332,0.06039812,0.30610839,0.37590382,0.61403360,1.13732919,0.00000000
-4.77538769,8.73128966,1.06390551,6.35508808,0.05694322,0.29910226,0.36816913,0.59364790,1.10752222,0.00000000
-4.76938469,8.58256903,1.03872339,6.26477299,0.05376501,0.29244935,0.36067998,0.57424814,1.07951140,0.00000000
-4.76338169,8.43849086,1.01815791,6.17493993,0.05088104,0.28635070,0.35368101,0.55624130,1.05387934,0.00000000
-4.75737869,8.30227845,1.00277416,6.08757244,0.04830378,0.28098204,0.34739852,0.54000995,1.03116089,0.00000000
-4.75137569,8.17692983,0.99300837,6.00456161,0.04604098,0.27648918,0.34203587,0.52590473,1.01183307,0.00000000
-4.74537269,8.06516259,0.98915658,5.92767373,0.04409608,0.27298438,0.33776969,0.51423721,0.99630584,0.00000000
-4.73936968,7.96936373,0.99136682,5.85851968,0.04246868,0.27054379,0.33474696,0.50527319,0.98491386,0.00000000
-4.73336668,7.89154447,0.99963491,5.79852618,0.04115503,0.26920590,0.33308295,0.49922657,0.97790934,0.00000000
-4.72736368,7.83330072,1.01380424,5.74890878,0.04014855,0.26897119,0.33285987,0.49625380,0.97545615,0.00000000
-4.72136068,7.79577955,1.03356935,5.71064717,0.03944027,0.26980278,0.33412638,0.49644916,0.97762532,0.00000000
-4.71535768,7.77965286,1.05848356,5.68446322,0.03901930,0.27162815,0.33689776,0.49984093,0.98439219,0.00000000
-4.70935468,7.78509899,1.08797025,5.67080269,0.03887322,0.27434193,0.34115680,0.50638870,0.99563535,0.00000000
-4.70335168,7.81179392,1.12133789,5.66982145,0.03898844,0.27780952,0.34685528,0.51598193,1.01113759,0.00000000
-4.69734867,7.85891322,1.15779820,5.68137761,0.03935048,0.28187167,0.35391605,0.52844011,1.03058915,0.00000000
-4.69134567,7.92514616,1.19648727,5.70503044,0.03994417,0.28634966,0.36223568,0.54351450,1.05359324,0.00000000
-4.68534267,8.00872304,1.23648887,5.74004743,0.04075387,0.29105111,0.37168758,0.56089178,1.07967404,0.00000000
-4.67933967,8.10745661,1.27685960,5.78542020,0.04176349,0.29577626,0.38212561,0.58019963,1.10828720,0.00000000
-4.67333667,8.21879754,1.31665480,5.83988984,0.04295660,0.30032442,0.39338804,0.60101431,1.13883266,0.00000000
-4.66733367,8.33990371,1.35495481,5.90198180,0.04431641,0.30450048,0.40530190,0.62287021,1.17066961,0.00000000
-4.66133067,8.46772191,1.39089038,5.97004988,0.04582576,0.30812129,0.41768746,0.64527121,1.20313323,0.00000000
-4.65532766,8.59907992,1.42366671,6.04232828,0.04746709,0.31102159,0.43036289,0.66770355,1.23555281,0.00000000
-4.64932466,8.73078621,1.45258504,6.11699017,0.04922241,0.31305948,0.44314891,0.68965008,1.26727056,0.00000000
-4.64332166,8.85973355,1.47706115,6.19221053,0.05107328,0.31412099,0.45587322,0.71060514,1.29766052,0.00000000
