energy_ev,total_up,Ge_p_up,Ge_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,0.81068911,0.07727510,0.00000000,0.23530546,0.22338131,0.01486504,0.10179692
-5.99399700,0.80291481,0.07764861,0.00000000,0.23106900,0.22007141,0.01478768,0.09886311
-5.98799400,0.79194905,0.07767716,0.00000000,0.22604257,0.21597112,0.01462775,0.09567746
-5.98199100,0.77790503,0.07735019,0.00000000,0.22026640,0.21112051,0.01438845,0.09224854
-5.97598799,0.76096939,0.07666584,0.00000000,0.21379962,0.20558040,0.01407424,0.08859390
-5.96998499,0.74139568,0.07563107,0.00000000,0.20671827,0.19942993,0.01369076,0.08473929
-5.96398199,0.71949580,0.07426150,0.00000000,0.19911296,0.19276354,0.01324463,0.08071754
-5.95797899,0.69562961,0.07258094,0.00000000,0.19108610,0.18568742,0.01274335,0.07656734
-5.95197599,0.67019312,0.07062067,0.00000000,0.18274879,0.17831569,0.01219503,0.07233181
-5.94597299,0.64360564,0.06841841,0.00000000,0.17421756,0.17076632,0.01160822,0.06805700
-5.93996998,0.61629645,0.06601715,0.00000000,0.16561096,0.16315704,0.01099170,0.06379034
-5.93396698,0.58869138,0.06346370,0.00000000,0.15704615,0.15560142,0.01035428,0.05957911
-5.92796398,0.56119987,0.06080725,0.00000000,0.14863568,0.14820513,0.00970459,0.05546895
-5.92196098,0.53420287,0.05809770,0.00000000,0.14048436,0.14106272,0.00905087,0.05150257
-5.91595798,0.50804224,0.05538414,0.00000000,0.13268653,0.13425484,0.00840088,0.04771849
-5.90995498,0.48301173,0.05271330,0.00000000,0.12532366,0.12784618,0.00776167,0.04415008
-5.90395198,0.45935007,0.05012810,0.00000000,0.11846251,0.12188402,0.00713952,0.04082475
-5.89794897,0.43723633,0.04766645,0.00000000,0.11215363,0.11639756,0.00653987,0.03776345
-5.89194597,0.41678758,0.04536019,0.00000000,0.10643060,0.11139796,0.00596721,0.03498026
-5.88594297,0.39805904,0.04323429,0.00000000,0.10130972,0.10687910,0.00542510,0.03248239
-5.87993997,0.38104644,0.04130640,0.00000000,0.09679034,0.10281892,0.00491618,0.03027032
-5.87393697,0.36569059,0.03958657,0.00000000,0.09285567,0.09918142,0.00444218,0.02833811
-5.86793397,0.35188380,0.03807739,0.00000000,0.08947419,0.09591905,0.00400400,0.02667399
-5.86193097,0.33947786,0.03677431,0.00000000,0.08660142,0.09297539,0.00360178,0.02526102
-5.85592796,0.32829311,0.03566630,0.00000000,0.08418214,0.09028811,0.00323500,0.02407795
-5.84992496,0.31812834,0.03473670,0.00000000,0.08215289,0.08779196,0.00290258,0.02310012
-5.84392196,0.30877089,0.03396423,0.00000000,0.08044461,0.08542167,0.00260301,0.02230044
-5.83791896,0.30000668,0.03332423,0.00000000,0.07898546,0.08311471,0.00233444,0.02165038
-5.83191596,0.29162964,0.03278989,0.00000000,0.07770359,0.08081368,0.00209481,0.02112097
-5.82591296,0.28345031,0.03233358,0.00000000,0.07652979,0.07846841,0.00188195,0.02068373
-5.81990995,0.27530313,0.03192811,0.00000000,0.07539994,0.07603753,0.00169367,0.02031155
-5.81390695,0.26705240,0.03154797,0.00000000,0.07425725,0.07348962,0.00152786,0.01997947
-5.80790395,0.25859657,0.03117041,0.00000000,0.07305402,0.07080383,0.00138253,0.01966532
-5.80190095,0.24987090,0.03077634,0.00000000,0.07175308,0.06796998,0.00125589,0.01935026
-5.79589795,0.24084842,0.03035112,0.00000000,0.07032876,0.06498829,0.00114638,0.01901918
-5.78989495,0.23153928,0.02988505,0.00000000,0.06876737,0.06186861,0.00105269,0.01866090
-5.78389195,0.22198869,0.02937362,0.00000000,0.06706720,0.05862935,0.00097378,0.01826829
-5.77788894,0.21227353,0.02881764,0.00000000,0.06523817,0.05529621,0.00090889,0.01783821
-5.77188594,0.20249791,0.02822298,0.00000000,0.06330091,0.05190061,0.00085750,0.01737133
-5.76588294,0.19278796,0.02760025,0.00000000,0.06128559,0.04847811,0.00081933,0.01687183
-5.75987994,0.18328607,0.02696412,0.00000000,0.05923046,0.04506683,0.00079433,0.01634700
-5.75387694,0.17414487,0.02633268,0.00000000,0.05718005,0.04170588,0.00078262,0.01580680
-5.74787394,0.16552121,0.02572648,0.00000000,0.05518334,0.03843394,0.00078447,0.01526333
-5.74187094,0.15757037,0.02516764,0.00000000,0.05329180,0.03528804,0.00080029,0.01473029
-5.73586793,0.15044074,0.02467880,0.00000000,0.05155745,0.03230251,0.00083058,0.01422244
-5.72986493,0.14426908,0.02428219,0.00000000,0.05003108,0.02950825,0.00087591,0.01375509
-5.72386193,0.13917665,0.02399862,0.00000000,0.04876050,0.02693218,0.00093689,0.01334363
-5.71785893,0.13526613,0.02384667,0.00000000,0.04778919,0.02459697,0.00101419,0.01300315
-5.71185593,0.13261955,0.02384192,0.00000000,0.04715505,0.02252103,0.00110849,0.01274809
-5.70585293,0.13129722,0.02399637,0.00000000,0.04688965,0.02071870,0.00122051,0.01259202
-5.69984992,0.13133764,0.02431798,0.00000000,0.04701764,0.01920059,0.00135099,0.01254751
-5.69384692,0.13275833,0.02481050,0.00000000,0.04755667,0.01797415,0.00150074,0.01262610
-5.68784392,0.13555754,0.02547335,0.00000000,0.04851751,0.01704428,0.00167063,0.01283833
-5.68184092,0.13971677,0.02630181,0.00000000,0.04990459,0.01641401,0.00186161,0.01319389
-5.67583792,0.14520379,0.02728732,0.00000000,0.05171671,0.01608523,0.00207476,0.01370180
-5.66983492,0.15197617,0.02841798,0.00000000,0.05394805,0.01605940,0.00231127,0.01437063
-5.66383192,0.15998502,0.02967912,0.00000000,0.05658925,0.01633815,0.00257252,0.01520878
-5.65782891,0.16917875,0.03105404,0.00000000,0.05962857,0.01692380,0.00286001,0.01622467
-5.65182591,0.17950657,0.03252472,0.00000000,0.06305305,0.01781978,0.00317542,0.01742695
-5.64582291,0.19092156,0.03407264,0.00000000,0.06684953,0.01903082,0.00352056,0.01882460
-5.63981991,0.20338306,0.03567949,0.00000000,0.07100550,0.02056298,0.00389731,0.02042699
