energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-5.21960980,1.16328331,-0.93561705,0.68970005,-0.50834690,0.30075885,-0.20574676,0.01428688,-0.01368414,0.46907622,-0.41329824,0.21865170,-0.14899634,0.00000000,-0.00000000
-5.21360680,1.20116575,-0.96786329,0.71999225,-0.53244165,0.31447302,-0.21417459,0.01428428,-0.01377201,0.48087199,-0.42576108,0.22974831,-0.15580677,0.00000000,-0.00000000
-5.20760380,1.23561534,-0.99974290,0.74947262,-0.55726649,0.32777404,-0.22324705,0.01421825,-0.01389848,0.49062664,-0.43696491,0.24091446,-0.16366126,0.00000000,-0.00000000
-5.20160080,1.26632950,-1.03081095,0.77799531,-0.58269832,0.34051576,-0.23283380,0.01408843,-0.01404459,0.49825874,-0.44677727,0.25205058,-0.17243984,0.00000000,-0.00000000
-5.19559780,1.29306569,-1.06067959,0.80542541,-0.60863360,0.35255496,-0.24281085,0.01389649,-0.01419300,0.50372394,-0.45509767,0.26305472,-0.18202469,0.00000000,-0.00000000
-5.18959480,1.31563911,-1.08902234,0.83163666,-0.63498709,0.36375175,-0.25306119,0.01364603,-0.01432831,0.50701423,-0.46185920,0.27382210,-0.19230073,0.00000000,-0.00000000
-5.18359180,1.33391978,-1.11557556,0.85650976,-0.66168941,0.37397043,-0.26347473,0.01334225,-0.01443739,0.50815643,-0.46702907,0.28424504,-0.20315575,0.00000000,-0.00000000
-5.17758879,1.34782929,-1.14013729,0.87993158,-0.68868339,0.38308076,-0.27394769,0.01299169,-0.01450949,0.50720997,-0.47060798,0.29421356,-0.21447994,0.00000000,-0.00000000
-5.17158579,1.35733789,-1.16256350,0.90179557,-0.71591951,0.39095968,-0.28438146,0.01260195,-0.01453641,0.50426401,-0.47262843,0.30361667,-0.22616516,0.00000000,-0.00000000
-5.16558279,1.36246198,-1.18276233,0.92200351,-0.74335096,0.39749353,-0.29468121,0.01218132,-0.01451250,0.49943440,-0.47315201,0.31234432,-0.23810393,0.00000000,-0.00000000
-5.15957979,1.36326248,-1.20068678,0.94046875,-0.77092850,0.40258078,-0.30475419,0.01173857,-0.01443460,0.49286021,-0.47226600,0.32029000,-0.25018834,0.00000000,-0.00000000
-5.15357679,1.35984411,-1.21632639,0.95712074,-0.79859574,0.40613501,-0.31450828,0.01128259,-0.01430196,0.48470043,-0.47007917,0.32735396,-0.26230912,0.00000000,-0.00000000
-5.14757379,1.35235557,-1.22969865,0.97191075,-0.82628517,0.40808823,-0.32385054,0.01082218,-0.01411602,0.47513064,-0.46671738,0.33344679,-0.27435488,0.00000000,-0.00000000
-5.14157079,1.34099059,-1.24084072,0.98481836,-0.85391545,0.40839411,-0.33268636,0.01036583,-0.01388017,0.46433990,-0.46231893,0.33849331,-0.28621185,0.00000000,-0.00000000
-5.13556778,1.32598937,-1.24980216,0.99585830,-0.88139016,0.40703120,-0.34091906,0.00992154,-0.01359950,0.45252792,-0.45702998,0.34243645,-0.29776416,0.00000000,-0.00000000
-5.12956478,1.30764038,-1.25663922,1.00508715,-0.90859844,0.40400575,-0.34845029,0.00949673,-0.01328048,0.43990252,-0.45100041,0.34524083,-0.30889473,0.00000000,-0.00000000
-5.12356178,1.28628179,-1.26141097,1.01260926,-0.93541741,0.39935393,-0.35518110,0.00909812,-0.01293064,0.42667731,-0.44438012,0.34689602,-0.31948689,0.00000000,-0.00000000
-5.11755878,1.26230237,-1.26417786,1.01858147,-0.96171665,0.39314341,-0.36101389,0.00873173,-0.01255825,0.41306975,-0.43731608,0.34741895,-0.32942663,0.00000000,-0.00000000
-5.11155578,1.23614131,-1.26500239,1.02321603,-0.98736429,0.38547399,-0.36585508,0.00840286,-0.01217205,0.39929932,-0.42995018,0.34685548,-0.33860553,0.00000000,-0.00000000
-5.10555278,1.20828663,-1.26395225,1.02678138,-1.01223464,0.37647728,-0.36961842,0.00811614,-0.01178091,0.38558597,-0.42241794,0.34528095,-0.34692408,0.00000000,-0.00000000
-5.09954977,1.17927210,-1.26110526,1.02960057,-1.03621676,0.36631534,-0.37222880,0.00787562,-0.01139363,0.37214867,-0.41484813,0.34279954,-0.35429542,0.00000000,-0.00000000
-5.09354677,1.14967239,-1.25655600,1.03204716,-1.05922363,0.35517839,-0.37362634,0.00768481,-0.01101873,0.35920408,-0.40736319,0.33954249,-0.36064903,0.00000000,-0.00000000
-5.08754377,1.12009660,-1.25042334,1.03453874,-1.08120117,0.34328149,-0.37377047,0.00754685,-0.01066428,0.34696534,-0.40008037,0.33566523,-0.36593446,0.00000000,-0.00000000
