energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-3.66483242,1.53099793,-1.15272587,1.35856017,-1.24998155,1.14086258,-0.69422966,0.00437750,-0.01596240,0.15394159,-0.22614594,0.81848621,-0.38398439,0.00000000,-0.00000000
-3.65882941,1.56339589,-1.15236957,1.41490119,-1.21977757,1.16155907,-0.70980818,0.00383974,-0.01448705,0.15661054,-0.21676067,0.84133145,-0.40769104,0.00000000,-0.00000000
-3.65282641,1.59545319,-1.16226116,1.47596342,-1.20306964,1.17995282,-0.73135781,0.00340439,-0.01313718,0.16039049,-0.20920528,0.86207973,-0.43553844,0.00000000,-0.00000000
-3.64682341,1.62671556,-1.18191112,1.54090225,-1.19966646,1.19591380,-0.75856872,0.00306112,-0.01190521,0.16513391,-0.20336201,0.88067220,-0.46731159,0.00000000,-0.00000000
-3.64082041,1.65682401,-1.21069013,1.60887885,-1.20922153,1.20939339,-0.79101832,0.00280056,-0.01078375,0.17070456,-0.19911087,0.89710334,-0.50271152,0.00000000,-0.00000000
-3.63481741,1.68550894,-1.24784077,1.67906184,-1.23124252,1.22041750,-0.82817868,0.00261433,-0.00976575,0.17697795,-0.19633194,0.91141538,-0.54135949,0.00000000,-0.00000000
-3.62881441,1.71258241,-1.29249059,1.75062977,-1.26509995,1.22907785,-0.86942627,0.00249502,-0.00884454,0.18384147,-0.19490704,0.92369186,-0.58280314,0.00000000,-0.00000000
-3.62281141,1.73792918,-1.34366676,1.82277511,-1.31003526,1.23552220,-0.91405391,0.00243614,-0.00801396,0.19119424,-0.19472078,0.93405051,-0.62652467,0.00000000,-0.00000000
-3.61680840,1.76149742,-1.40031218,1.89470974,-1.36516846,1.23994407,-0.96128507,0.00243210,-0.00726832,0.19894679,-0.19566107,0.94263610,-0.67195074,0.00000000,-0.00000000
-3.61080540,1.78328942,-1.46130314,1.96567211,-1.42950608,1.24257259,-1.01029006,0.00247813,-0.00660239,0.20702043,-0.19761917,0.94961352,-0.71846419,0.00000000,-0.00000000
-3.60480240,1.80335305,-1.52546850,2.03493586,-1.50194975,1.24366292,-1.06020412,0.00257021,-0.00601142,0.21534654,-0.20048937,0.95516146,-0.76541724,0.00000000,-0.00000000
-3.59879940,1.82177419,-1.59161010,2.10181960,-1.58130614,1.24348762,-1.11014691,0.00270500,-0.00549103,0.22386563,-0.20416847,0.95946695,-0.81214583,0.00000000,-0.00000000
-3.59279640,1.83867028,-1.65852451,2.16569729,-1.66629879,1.24232936,-1.15924299,0.00287974,-0.00503720,0.23252637,-0.20855512,0.96272083,-0.85798493,0.00000000,-0.00000000
-3.58679340,1.85418530,-1.72502545,2.22600881,-1.75558231,1.24047497,-1.20664279,0.00309222,-0.00464624,0.24128451,-0.21354917,0.96511438,-0.90228430,0.00000000,-0.00000000
-3.58079040,1.86848585,-1.78996676,2.28226981,-1.84775930,1.23821095,-1.25154341,0.00334066,-0.00431469,0.25010178,-0.21905116,0.96683680,-0.94442421,0.00000000,-0.00000000
-3.57478739,1.88175834,-1.85226530,2.33408061,-1.94140005,1.23582033,-1.29320874,0.00362370,-0.00403936,0.25894476,-0.22496201,0.96807376,-0.98383082,0.00000000,-0.00000000
-3.56878439,1.89420705,-1.91092319,2.38113320,-2.03506505,1.23358071,-1.33098806,0.00394029,-0.00381724,0.26778392,-0.23118308,0.96900658,-1.01999049,0.00000000,-0.00000000
-3.56278139,1.90605279,-1.96504882,2.42321616,-2.12732984,1.23176322,-1.36433269,0.00428972,-0.00364557,0.27659260,-0.23761649,0.96981208,-1.05246281,0.00000000,-0.00000000
-3.55677839,1.91753181,-2.01387596,2.46021713,-2.21681172,1.23063228,-1.39280994,0.00467154,-0.00352180,0.28534637,-0.24416594,0.97066266,-1.08089165,0.00000000,-0.00000000
-3.55077539,1.92889490,-2.05678038,2.49212255,-2.30219749,1.23044562,-1.41611390,0.00508557,-0.00344363,0.29402235,-0.25073783,0.97172665,-1.10501394,0.00000000,-0.00000000
-3.54477239,1.94040623,-2.09329330,2.51901491,-2.38227131,1.23145463,-1.43407270,0.00553192,-0.00340908,0.30259902,-0.25724283,0.97316851,-1.12466595,0.00000000,-0.00000000
-3.53876938,1.95234199,-2.12311123,2.54106747,-2.45594150,1.23390449,-1.44665192,0.00601098,-0.00341652,0.31105606,-0.26359766,0.97514896,-1.13978661,0.00000000,-0.00000000
-3.53276638,1.96498852,-2.14610180,2.55853684,-2.52226525,1.23803414,-1.45395402,0.00652345,-0.00346471,0.31937470,-0.26972726,0.97782474,-1.15041793,0.00000000,-0.00000000
-3.52676338,1.97863996,-2.16230535,2.57175379,-2.58047006,1.24407570,-1.45621386,0.00707038,-0.00355296,0.32753816,-0.27556693,0.98134795,-1.15670241,0.00000000,-0.00000000
-3.52076038,1.99359538,-2.17193200,2.58111270,-2.62997091,1.25225344,-1.45379041,0.00765323,-0.00368111,0.33553247,-0.28106470,0.98586504,-1.15887751,0.00000000,-0.00000000
-3.51475738,2.01015528,-2.17535456,2.58706011,-2.67038228,1.26278202,-1.44715507,0.00827384,-0.00384969,0.34334746,-0.28618352,0.99151526,-1.15726747,0.00000000,-0.00000000
-3.50875438,2.02861752,-2.17309723,2.59008262,-2.70152442,1.27586404,-1.43687708,0.00893454,-0.00405997,0.35097790,-0.29090332,0.99842868,-1.15227268,0.00000000,-0.00000000
-3.50275138,2.04927260,-2.16582067,2.59069472,-2.72342352,1.29168685,-1.42360642,0.00963815,-0.00431405,0.35842473,-0.29522282,1.00672371,-1.14435717,0.00000000,-0.00000000
-3.49674837,2.07239829,-2.15430386,2.58942643,-2.73630565,1.31041856,-1.40805516,0.01038796,-0.00461493,0.36569625,-0.29916097,1.01650422,-1.13403453,0.00000000,-0.00000000
-3.49074537,2.09825357,-2.13942349,2.58681123,-2.74058488,1.33220331,-1.39097775,0.01118775,-0.00496657,0.37280923,-0.30275790,1.02785620,-1.12185287,0.00000000,-0.00000000
-3.48474237,2.12707175,-2.12213163,2.58337405,-2.73684594,1.35715580,-1.37315103,0.01204177,-0.00537398,0.37978975,-0.30607539,1.04084400,-1.10837947,0.00000000,-0.00000000
-3.47873937,2.15905293,-2.10343226,2.57961940,-2.72582245,1.38535507,-1.35535480,0.01295468,-0.00584319,0.38667377,-0.30919679,1.05550635,-1.09418556,0.00000000,-0.00000000
-3.47273637,2.19435561,-2.08435774,2.57601971,-2.70837156,1.41683783,-1.33835338,0.01393142,-0.00638127,0.39350719,-0.31222624,1.07185200,-1.07983183,0.00000000,-0.00000000
-3.46673337,2.23308770,-2.06594563,2.57300358,-2.68544621,1.45159123,-1.32287896,0.01497717,-0.00699634,0.40034550,-0.31528733,1.08985528,-1.06585511,0.00000000,-0.00000000
-3.46073037,2.27529694,-2.04921670,2.57094421,-2.65806635,1.48954556,-1.30961697,0.01609712,-0.00769744,0.40725279,-0.31852112,1.10945164,-1.05275675,0.00000000,-0.00000000
-3.45472736,2.32096107,-2.03515454,2.57014786,-2.62729001,1.53056695,-1.29919387,0.01729636,-0.00849444,0.41430023,-0.32208338,1.13053342,-1.04099280,0.00000000,-0.00000000
-3.44872436,2.36997803,-2.02468710,2.57084278,-2.59418565,1.57445052,-1.29216752,0.01857961,-0.00939787,0.42156385,-0.32614140,1.15294598,-1.03096635,0.00000000,-0.00000000
-3.44272136,2.42215667,-2.01867036,2.57316867,-2.55980635,1.62091443,-1.28902003,0.01995099,-0.01041868,0.42912183,-0.33086998,1.17648462,-1.02302198,0.00000000,-0.00000000
-3.43671836,2.47720843,-2.01787426,2.57716726,-2.52516691,1.66959514,-1.29015297,0.02141379,-0.01156794,0.43705121,-0.33644696,1.20089241,-1.01744234,0.00000000,-0.00000000
-3.43071536,2.53474060,-2.02297056,2.58277446,-2.49122386,1.72004448,-1.29588469,0.02297012,-0.01285650,0.44542417,-0.34304820,1.22585936,-1.01444669,0.00000000,-0.00000000
-3.42471236,2.59425177,-2.03452259,2.58981475,-2.45885902,1.77172892,-1.30644927,0.02462064,-0.01429455,0.45430403,-0.35084209,1.25102325,-1.01419106,0.00000000,-0.00000000
-3.41870935,2.65513006,-2.05297643,2.59799830,-2.42886622,1.82403148,-1.32199677,0.02636425,-0.01589116,0.46374097,-0.35998367,1.27597221,-1.01676981,0.00000000,-0.00000000
-3.41270635,2.71665454,-2.07865336,2.60692143,-2.40194103,1.87625654,-1.34259420,0.02819780,-0.01765371,0.47376789,-0.37060856,1.30024942,-1.02221815,0.00000000,-0.00000000
-3.40670335,2.77800050,-2.11174298,2.61607099,-2.37867317,1.92763792,-1.36822680,0.03011581,-0.01958739,0.48439634,-0.38282674,1.32335995,-1.03051525,0.00000000,-0.00000000
-3.40070035,2.83824862,-2.15229703,2.62483279,-2.35954093,1.97735014,-1.39879931,0.03211020,-0.02169456,0.49561282,-0.39671638,1.34477977,-1.04158762,0.00000000,-0.00000000
-3.39469735,2.89639831,-2.20022367,2.63250446,-2.34490720,2.02452294,-1.43413680,0.03417013,-0.02397421,0.50737576,-0.41231796,1.36396677,-1.05531233,0.00000000,-0.00000000
-3.38869435,2.95138510,-2.25528221,2.63831240,-2.33501655,2.06825871,-1.47398509,0.03628182,-0.02642139,0.51961314,-0.42962891,1.38037362,-1.07152006,0.00000000,-0.00000000
-3.38269135,3.00210179,-2.31707853,2.64143275,-2.32999303,2.10765242,-1.51801064,0.03842854,-0.02902678,0.53222114,-0.44859893,1.39346198,-1.08999752,0.00000000,-0.00000000
-3.37668834,3.04742287,-2.38506163,2.64101554,-2.32983843,2.14181356,-1.56580003,0.04059061,-0.03177622,0.54506383,-0.46912639,1.40271774,-1.11048954,0.00000000,-0.00000000
-3.37068534,3.08623159,-2.45852172,2.63621146,-2.33443090,2.16988928,-1.61685947,0.04274554,-0.03465052,0.55797417,-0.49105594,1.40766659,-1.13270059,0.00000000,-0.00000000
-3.36468234,3.11744882,-2.53659060,2.62620013,-2.34352422,2.19108791,-1.67061463,0.04486828,-0.03762531,0.57075628,-0.51417763,1.40788928,-1.15629617,0.00000000,-0.00000000
-3.35867934,3.14006276,-2.61824510,2.61021878,-2.35674783,2.20470211,-1.72641136,0.04693160,-0.04067110,0.58318907,-0.53822784,1.40303602,-1.18090408,0.00000000,-0.00000000
-3.35267634,3.15315849,-2.70231415,2.58759016,-2.37360822,2.21013055,-1.78351791,0.04890655,-0.04375355,0.59503125,-0.56289200,1.39283935,-1.20611606,0.00000000,-0.00000000
-3.34667334,3.15594633,-2.78749036,2.55774848,-2.39349219,2.20689740,-1.84112907,0.05076307,-0.04683391,0.60602756,-0.58780937,1.37712472,-1.23149000,0.00000000,-0.00000000
-3.34067034,3.14778790,-2.87234659,2.52026224,-2.41567251,2.19466880,-1.89837297,0.05247066,-0.04986972,0.61591620,-0.61257983,1.35581853,-1.25655310,0.00000000,-0.00000000
-3.33466733,3.12821907,-2.95535769,2.47485298,-2.43931665,2.17326554,-1.95432071,0.05399920,-0.05281566,0.62443712,-0.63677265,1.32895299,-1.28080637,0.00000000,-0.00000000
-3.32866433,3.09696876,-3.03492779,2.42140907,-2.46349888,2.14267160,-2.00799920,0.05531973,-0.05562462,0.63134106,-0.65993699,1.29666776,-1.30373046,0.00000000,-0.00000000
-3.32266133,3.05397302,-3.10942254,2.35999401,-2.48721623,2.10303794,-2.05840732,0.05640536,-0.05824888,0.63639891,-0.68161404,1.25920806,-1.32479320,0.00000000,-0.00000000
-3.31665833,2.99938378,-3.17720601,2.29084890,-2.50940820,2.05468168,-2.10453508,0.05723210,-0.06064144,0.63941108,-0.70135021,1.21691946,-1.34345868,0.00000000,-0.00000000
-3.31065533,2.93357202,-3.23668123,2.21438902,-2.52898012,1.99808038,-2.14538561,0.05777974,-0.06275739,0.64021655,-0.71871117,1.17023950,-1.35919789,0.00000000,-0.00000000
-3.30465233,2.85712498,-3.28633305,2.13119474,-2.54482983,1.93386194,-2.17999921,0.05803252,-0.06455531,0.63870114,-0.73329605,1.11968652,-1.37150052,0.00000000,-0.00000000
-3.29864932,2.77083780,-3.32477208,2.04199722,-2.55587684,1.86279026,-2.20747880,0.05797982,-0.06599858,0.63480467,-0.74475133,1.06584610,-1.37988778,0.00000000,-0.00000000
-3.29264632,2.67569949,-3.35077780,1.94765957,-2.56109311,1.78574742,-2.22701579,0.05761668,-0.06705662,0.62852660,-0.75278386,1.00935577,-1.38392560,0.00000000,-0.00000000
-3.28664332,2.57287386,-3.36333922,1.84915429,-2.55953441,1.70371284,-2.23791525,0.05694409,-0.06770598,0.61992991,-0.75717246,0.95088858,-1.38323772,0.00000000,-0.00000000
-3.28064032,2.46367592,-3.36169129,1.74753807,-2.55037084,1.61774038,-2.23961936,0.05596914,-0.06793116,0.60914293,-0.75777751,0.89113611,-1.37751811,0.00000000,-0.00000000
-3.27463732,2.34954446,-3.34534530,1.64392484,-2.53291537,1.52893395,-2.23172804,0.05470502,-0.06772521,0.59635893,-0.75454814,0.83079164,-1.36654220,0.00000000,-0.00000000
-3.26863432,2.23201155,-3.31411187,1.53945812,-2.50664905,1.43842263,-2.21401567,0.05317068,-0.06709008,0.58183349,-0.74752671,0.77053407,-1.35017618,0.00000000,-0.00000000
-3.26263132,2.11266990,-3.26811523,1.43528386,-2.47124168,1.34733594,-2.18644308,0.05139048,-0.06603658,0.56587947,-0.73685023,0.71101304,-1.32838396,0.00000000,-0.00000000
-3.25662831,1.99313901,-3.20779801,1.33252440,-2.42656688,1.25678012,-2.14916413,0.04939349,-0.06458419,0.54885998,-0.72274868,0.65283583,-1.30123150,0.00000000,-0.00000000
-3.25062531,1.87503097,-3.13391597,1.23225462,-2.37271097,1.16781589,-2.10252636,0.04721277,-0.06276037,0.53117923,-0.70554022,0.59655620,-1.26888797,0.00000000,-0.00000000
-3.24462231,1.75991677,-3.04752277,1.13548068,-2.30997478,1.08143844,-2.04706554,0.04488444,-0.06059981,0.51327182,-0.68562347,0.54266561,-1.23162376,0.00000000,-0.00000000
-3.23861931,1.64929416,-2.94994510,1.04312205,-2.23886867,0.99855996,-1.98349430,0.04244670,-0.05814336,0.49559070,-0.66346701,0.49158674,-1.18980537,0.00000000,-0.00000000
-3.23261631,1.54455764,-2.84274896,0.95599696,-2.16010041,0.91999503,-1.91268492,0.03993885,-0.05543673,0.47859423,-0.63959669,0.44366942,-1.14388707,0.00000000,-0.00000000
-3.22661331,1.44697139,-2.72769847,0.87481155,-2.07455677,0.84644914,-1.83564725,0.03740021,-0.05252920,0.46273281,-0.61458098,0.39918890,-1.09439999,0.00000000,-0.00000000
-3.22061031,1.35764578,-2.60670850,0.80015254,-1.98327928,0.77851040,-1.75350221,0.03486918,-0.04947211,0.44843568,-0.58901511,0.35834624,-1.04193871,0.00000000,-0.00000000
-3.21460730,1.27751783,-2.48179301,0.73248348,-1.88743537,0.71664442,-1.66745216,0.03238226,-0.04631751,0.43609813,-0.56350434,0.32127058,-0.98714605,0.00000000,-0.00000000
-3.20860430,1.20733611,-2.35501098,0.67214412,-1.78828584,0.66119219,-1.57874910,0.02997332,-0.04311669,0.42606981,-0.53864720,0.28802300,-0.93069663,0.00000000,-0.00000000
-3.20260130,1.14765035,-2.22841182,0.61935263,-1.68715022,0.61237097,-1.48866193,0.02767282,-0.03991894,0.41864447,-0.51501907,0.25860179,-0.87327975,0.00000000,-0.00000000
-3.19659830,1.09880575,-2.10398232,0.57421026,-1.58537121,0.57027770,-1.39844404,0.02550733,-0.03677037,0.41405145,-0.49315676,0.23294859,-0.81558236,0.00000000,-0.00000000
-3.19059530,1.06094224,-1.98359672,0.53670799,-1.48427959,0.53489487,-1.30930228,0.02349912,-0.03371298,0.41244931,-0.47354447,0.21095523,-0.75827257,0.00000000,-0.00000000
-3.18459230,1.03399842,-1.86897187,0.50673470,-1.38516093,0.50609841,-1.22236844,0.02166591,-0.03078387,0.41392177,-0.45660176,0.19247097,-0.70198448,0.00000000,-0.00000000
-3.17858929,1.01772006,-1.76162844,0.48408642,-1.28922515,0.48366729,-1.13867420,0.02002082,-0.02801472,0.41847612,-0.44267357,0.17730987,-0.64730461,0.00000000,-0.00000000
-3.17258629,1.01167291,-1.66285973,0.46847635,-1.19757991,0.46729454,-1.05913013,0.01857239,-0.02543141,0.42604407,-0.43202280,0.16525794,-0.59476052,0.00000000,-0.00000000
-3.16658329,1.01525930,-1.57370842,0.45954518,-1.11120853,0.45659931,-0.98450952,0.01732479,-0.02305396,0.43648514,-0.42482557,0.15608012,-0.54481175,0.00000000,-0.00000000
-3.16058029,1.02773822,-1.49495203,0.45687152,-1.03095291,0.45113975,-0.91543716,0.01627809,-0.02089657,0.44959225,-0.42116909,0.14952673,-0.49784330,0.00000000,-0.00000000
-3.15457729,1.04824821,-1.42709700,0.45998220,-0.95750172,0.45042618,-0.85238328,0.01542861,-0.01896786,0.46509946,-0.42105234,0.14533940,-0.45416186,0.00000000,-0.00000000
-3.14857429,1.07583238,-1.37038125,0.46836216,-0.89138374,0.45393457,-0.79566260,0.01476941,-0.01727129,0.48269151,-0.42438928,0.14325645,-0.41399438,0.00000000,-0.00000000
-3.14257129,1.10946510,-1.32478477,0.48146404,-0.83296627,0.46111970,-0.74543812,0.01429067,-0.01580562,0.50201473,-0.43101463,0.14301750,-0.37748922,0.00000000,-0.00000000
-3.13656828,1.14807930,-1.29004739,0.49871723,-0.78245810,0.47142809,-0.70172929,0.01398027,-0.01456554,0.52268896,-0.44069174,0.14436762,-0.34471939,0.00000000,-0.00000000
-3.13056528,1.19059396,-1.26569281,0.51953640,-0.73991645,0.48431009,-0.66442389,0.01382419,-0.01354225,0.54432011,-0.45312248,0.14706067,-0.31568761,0.00000000,-0.00000000
-3.12456228,1.23594068,-1.25105778,0.54332958,-0.70525735,0.49923119,-0.63329304,0.01380704,-0.01272416,0.56651267,-0.46795858,0.15086216,-0.29033293,0.00000000,-0.00000000
-3.11855928,1.28308891,-1.24532512,0.56950581,-0.67826867,0.51568217,-0.60800858,0.01391249,-0.01209747,0.58888195,-0.48481428,0.15555155,-0.26853844,0.00000000,-0.00000000
-3.11255628,1.33106880,-1.24755932,0.59748223,-0.65862501,0.53318798,-0.58816192,0.01412368,-0.01164684,0.61106541,-0.50327958,0.16092394,-0.25013973,0.00000000,-0.00000000
-3.10655328,1.37899130,-1.25674333,0.62669091,-0.64590390,0.55131508,-0.57328374,0.01442360,-0.01135592,0.63273276,-0.52293388,0.16679136,-0.23493375,0.00000000,-0.00000000
-3.10055028,1.42606474,-1.27181521,0.65658524,-0.63960252,0.56967727,-0.56286369,0.01479540,-0.01120785,0.65359444,-0.54335939,0.17298360,-0.22268765,0.00000000,-0.00000000
-3.09454727,1.47160755,-1.29170347,0.68664584,-0.63915444,0.58793979,-0.55636945,0.01522269,-0.01118572,0.67340817,-0.56415397,0.17934865,-0.21314743,0.00000000,-0.00000000
-3.08854427,1.51505685,-1.31535994,0.71638616,-0.64394589,0.60582171,-0.55326449,0.01568982,-0.01127290,0.69198347,-0.58494291,0.18575275,-0.20604600,0.00000000,-0.00000000
-3.08254127,1.55597269,-1.34178911,0.74535758,-0.65333117,0.62309663,-0.55302401,0.01618201,-0.01145337,0.70918387,-0.60538932,0.19208012,-0.20111060,0.00000000,-0.00000000
-3.07653827,1.59403800,-1.37007324,0.77315391,-0.66664704,0.63959168,-0.55514878,0.01668560,-0.01171188,0.72492696,-0.62520271,0.19823238,-0.19806926,0.00000000,-0.00000000
-3.07053527,1.62905455,-1.39939263,0.79941534,-0.68322578,0.65518511,-0.55917632,0.01718816,-0.01203416,0.73918233,-0.64414563,0.20412776,-0.19665643,0.00000000,-0.00000000
-3.06453227,1.66093517,-1.42904049,0.82383170,-0.70240689,0.66980249,-0.56468954,0.01767859,-0.01240701,0.75196755,-0.66203804,0.20969996,-0.19661754,0.00000000,-0.00000000
-3.05852926,1.68969284,-1.45843250,0.84614491,-0.72354750,0.68341181,-0.57132255,0.01814727,-0.01281834,0.76334255,-0.67875941,0.21489698,-0.19771258,0.00000000,-0.00000000
-3.05252626,1.71542733,-1.48711080,0.86615063,-0.74603135,0.69601784,-0.57876383,0.01858607,-0.01325720,0.77340272,-0.69424850,0.21967965,-0.19971877,0.00000000,-0.00000000
-3.04652326,1.73831019,-1.51474288,0.88369898,-0.76927661,0.70765590,-0.58675681,0.01898846,-0.01371377,0.78227112,-0.70850089,0.22402019,-0.20243234,0.00000000,-0.00000000
-3.04052026,1.75856882,-1.54111573,0.89869443,-0.79274238,0.71838558,-0.59509819,0.01934953,-0.01417937,0.79009030,-0.72156452,0.22790066,-0.20566950,0.00000000,-0.00000000
-3.03451726,1.77647064,-1.56612576,0.91109478,-0.81593424,0.72828450,-0.60363422,0.01966602,-0.01464638,0.79701419,-0.73353334,0.23131148,-0.20926675,0.00000000,-0.00000000
-3.02851426,1.79230795,-1.58976538,0.92090929,-0.83840854,0.73744261,-0.61225538,0.01993633,-0.01510822,0.80320036,-0.74453960,0.23425002,-0.21308063,0.00000000,-0.00000000
-3.02251126,1.80638452,-1.61210691,0.92819610,-0.85977590,0.74595720,-0.62088977,0.02016051,-0.01555932,0.80880327,-0.75474495,0.23671930,-0.21698698,0.00000000,-0.00000000
-3.01650825,1.81900417,-1.63328485,0.93305896,-0.87970362,0.75392889,-0.62949580,0.02034026,-0.01599511,0.81396861,-0.76433093,0.23872694,-0.22087986,0.00000000,-0.00000000
-3.01050525,1.83046208,-1.65347738,0.93564350,-0.89791717,0.76145866,-0.63805447,0.02047885,-0.01641194,0.81882904,-0.77348924,0.24028429,-0.22467026,0.00000000,-0.00000000
-3.00450225,1.84103882,-1.67288787,0.93613301,-0.91420082,0.76864608,-0.64656164,0.02058108,-0.01680714,0.82350150,-0.78241217,0.24140582,-0.22828461,0.00000000,-0.00000000
-2.99849925,1.85099729,-1.69172753,0.93474408,-0.92839725,0.77558856,-0.65502089,0.02065317,-0.01717892,0.82808608,-0.79128363,0.24210884,-0.23166323,0.00000000,-0.00000000
-2.99249625,1.86058229,-1.71019960,0.93172194,-0.94040641,0.78238175,-0.66343703,0.02070263,-0.01752642,0.83266623,-0.80027118,0.24241337,-0.23475881,0.00000000,-0.00000000
-2.98649325,1.87002229,-1.72848603,0.92733588,-0.95018340,0.78912052,-0.67181081,0.02073813,-0.01784964,0.83731036,-0.80951932,0.24234236,-0.23753496,0.00000000,-0.00000000
-2.98049025,1.87953285,-1.74673690,0.92187453,-0.95773563,0.79590058,-0.68013485,0.02076930,-0.01814949,0.84207425,-0.81914425,0.24192200,-0.23996480,0.00000000,-0.00000000
-2.97448724,1.88932098,-1.76506304,0.91564122,-0.96311924,0.80282026,-0.68839106,0.02080651,-0.01842767,0.84700415,-0.82923028,0.24118217,-0.24202982,0.00000000,-0.00000000
-2.96848424,1.89958958,-1.78353192,0.90894934,-0.96643489,0.80998198,-0.69654962,0.02086059,-0.01868669,0.85214007,-0.83982790,0.24015699,-0.24371882,0.00000000,-0.00000000
-2.96248124,1.91054125,-1.80216681,0.90211764,-0.96782309,0.81749333,-0.70456935,0.02094263,-0.01892979,0.85751881,-0.85095354,0.23888520,-0.24502709,0.00000000,-0.00000000
-2.95647824,1.92238060,-1.82094902,0.89546548,-0.96745913,0.82546723,-0.71239961,0.02106355,-0.01916085,0.86317648,-0.86259082,0.23741054,-0.24595574,0.00000000,-0.00000000
-2.95047524,1.93531460,-1.83982271,0.88930795,-0.96554778,0.83402094,-0.71998334,0.02123386,-0.01938430,0.86915010,-0.87469316,0.23578181,-0.24651126,0.00000000,-0.00000000
-2.94447224,1.94955026,-1.85870206,0.88395072,-0.96231791,0.84327385,-0.72726111,0.02146328,-0.01960500,0.87547804,-0.88718744,0.23405268,-0.24670521,0.00000000,-0.00000000
-2.93846923,1.96528977,-1.87747988,0.87968485,-0.95801713,0.85334388,-0.73417594,0.02176036,-0.01982813,0.88219929,-0.89997847,0.23228115,-0.24655402,0.00000000,-0.00000000
-2.93246623,1.98272284,-1.89603723,0.87678122,-0.95290653,0.86434268,-0.74067835,0.02213220,-0.02005900,0.88935135,-0.91295395,0.23052863,-0.24607887,0.00000000,-0.00000000
-2.92646323,2.00201677,-1.91425325,0.87548501,-0.94725564,0.87636969,-0.74673157,0.02258402,-0.02030291,0.89696702,-0.92598954,0.22885865,-0.24530566,0.00000000,-0.00000000
-2.92046023,2.02330464,-1.93201459,0.87601002,-0.94133759,0.88950543,-0.75231630,0.02311898,-0.02056499,0.90507030,-0.93895382,0.22733519,-0.24426492,0.00000000,-0.00000000
-2.91445723,2.04667257,-1.94922376,0.87853322,-0.93542459,0.90380452,-0.75743485,0.02373785,-0.02085005,0.91367159,-0.95171289,0.22602076,-0.24299164,0.00000000,-0.00000000
-2.90845423,2.07214690,-1.96580591,0.88318956,-0.92978358,0.91928871,-0.76211428,0.02443884,-0.02116235,0.92276278,-0.96413433,0.22497419,-0.24152500,0.00000000,-0.00000000
-2.90245123,2.09968234,-1.98171369,0.89006740,-0.92467219,0.93594065,-0.76640832,0.02521752,-0.02150553,0.93231255,-0.97609044,0.22424841,-0.23990803,0.00000000,-0.00000000
-2.89644822,2.12915219,-1.99692983,0.89920468,-0.92033479,0.95369881,-0.77039787,0.02606677,-0.02188241,0.94226231,-0.98746069,0.22388811,-0.23818692,0.00000000,-0.00000000
-2.89044522,2.16034154,-2.01146737,0.91058622,-0.91699876,0.97245407,-0.77418997,0.02697685,-0.02229491,0.95252336,-0.99813336,0.22392764,-0.23641032,0.00000000,-0.00000000
-2.88444222,2.19294434,-2.02536759,0.92414211,-0.91487084,0.99204832,-0.77791525,0.02793557,-0.02274392,0.96297540,-1.00800646,0.22438908,-0.23462828,0.00000000,-0.00000000
-2.87843922,2.22656485,-2.03869592,0.93974768,-0.91413354,1.01227549,-0.78172383,0.02892857,-0.02322930,0.97346683,-1.01698796,0.22528079,-0.23289113,0.00000000,-0.00000000
-2.87243622,2.26072391,-2.05153585,0.95722484,-0.91494170,1.03288503,-0.78577996,0.02993964,-0.02374978,0.98381694,-1.02499564,0.22659630,-0.23124813,0.00000000,-0.00000000
-2.86643322,2.29486989,-2.06398166,0.97634509,-0.91741912,1.05358786,-0.79025545,0.03095122,-0.02430302,0.99381989,-1.03195653,0.22831387,-0.22974602,0.00000000,-0.00000000
-2.86043022,2.32839413,-2.07613010,0.99683395,-0.92165536,1.07406465,-0.79532228,0.03194485,-0.02488563,1.00325059,-1.03780632,0.23039660,-0.22842750,0.00000000,-0.00000000
-2.85442721,2.36065024,-2.08807172,1.01837688,-0.92770279,1.09397610,-0.80114469,0.03290181,-0.02549320,1.01187203,-1.04248869,0.23279312,-0.22732979,0.00000000,-0.00000000
-2.84842421,2.39097633,-2.09988239,1.04062633,-0.93557401,1.11297470,-0.80787106,0.03380367,-0.02612047,1.01944387,-1.04595496,0.23543897,-0.22648314,0.00000000,-0.00000000
-2.84242121,2.41871921,-2.11161544,1.06320989,-0.94523973,1.13071744,-0.81562610,0.03463290,-0.02676141,1.02573174,-1.04816382,0.23825847,-0.22590958,0.00000000,-0.00000000
-2.83641821,2.44325924,-2.12329492,1.08573905,-0.95662737,1.14687894,-0.82450356,0.03537354,-0.02740936,1.03051697,-1.04908157,0.24116708,-0.22562182,0.00000000,-0.00000000
-2.83041521,2.46403475,-2.13491038,1.10781841,-0.96962027,1.16116410,-0.83455999,0.03601167,-0.02805722,1.03360610,-1.04868262,0.24407418,-0.22562240,0.00000000,-0.00000000
-2.82441221,2.48056474,-2.14641358,1.12905502,-0.98405808,1.17331987,-0.84580974,0.03653598,-0.02869763,1.03483976,-1.04695034,0.24688606,-0.22590326,0.00000000,-0.00000000
