energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,V_p_up,V_d_up
-5.80790395,3.71431929,0.05703305,1.99596625,0.13283543,0.00026270,1.48618436,1.22871102
-5.80190095,3.79625406,0.05714683,2.04307352,0.13511476,0.00026747,1.52649044,1.25648351
-5.79589795,3.86730234,0.05717209,2.08572693,0.13702006,0.00027085,1.56164313,1.28230448
-5.78989495,3.92688520,0.05712367,2.12362381,0.13854328,0.00027283,1.59090276,1.30616543
-5.78389195,3.97472088,0.05701697,2.15660243,0.13968545,0.00027344,1.61369187,1.32811528
-5.77788894,4.01083996,0.05686769,2.18465061,0.14045739,0.00027273,1.62961125,1.34826174
-5.77188594,4.03559005,0.05669154,2.20790912,0.14088010,0.00027078,1.63845030,1.36677039
-5.76588294,4.04962881,0.05650406,2.22666919,0.14098476,0.00026772,1.64019101,1.38386108
-5.75987994,4.05390452,0.05632025,2.24136355,0.14081234,0.00026370,1.63500519,1.39980144
-5.75387694,4.04962419,0.05615434,2.25255082,0.14041262,0.00025887,1.62324471,1.41489726
-5.74787394,4.03820963,0.05601941,2.26089343,0.13984294,0.00025343,1.60542507,1.42947997
-5.74187094,4.02124295,0.05592710,2.26712966,0.13916633,0.00024756,1.58220296,1.44389145
-5.73586793,4.00040329,0.05588716,2.27204074,0.13844935,0.00024146,1.55434846,1.45846676
-5.72986493,3.97739743,0.05590712,2.27641441,0.13775960,0.00023532,1.52271340,1.47351542
-5.72386193,3.95388725,0.05599190,2.28100647,0.13716300,0.00022935,1.48819705,1.48930227
-5.71785893,3.93141737,0.05614348,2.28650231,0.13672106,0.00022370,1.45171077,1.50602879
-5.71185593,3.91134640,0.05636059,2.29348015,0.13648817,0.00021852,1.41414328,1.52381596
-5.70585293,3.89478531,0.05663855,2.30237807,0.13650905,0.00021396,1.37632803,1.54268979
-5.69984992,3.88254591,0.05696913,2.31346664,0.13681662,0.00021010,1.33901422,1.56257036
-5.69384692,3.87510236,0.05734062,2.32682870,0.13743028,0.00020701,1.30284264,1.58326532
-5.68784392,3.87256760,0.05773801,2.34234750,0.13835473,0.00020474,1.26832740,1.60446841
-5.68184092,3.87468639,0.05814328,2.35970428,0.13957948,0.00020327,1.23584417,1.62576339
-5.67583792,3.88084533,0.05853589,2.37838540,0.14107903,0.00020259,1.20562530,1.64663354
-5.66983492,3.89009980,0.05889343,2.39769916,0.14281375,0.00020262,1.17776177,1.66647653
-5.66383192,3.90121678,0.05919232,2.41680170,0.14473145,0.00020330,1.15221165,1.68462408
-5.65782891,3.91273159,0.05940867,2.43473081,0.14676955,0.00020449,1.12881439,1.70036592
-5.65182591,3.92301617,0.05951913,2.45044634,0.14885783,0.00020609,1.10730999,1.71297678
-5.64582291,3.93035575,0.05950190,2.46287541,0.15092154,0.00020794,1.08736201,1.72174556
-5.63981991,3.93303041,0.05933756,2.47096021,0.15288479,0.00020991,1.06858294,1.72600507
-5.63381691,3.92939793,0.05900995,2.47370643,0.15467410,0.00021185,1.05056084,1.72516136
-5.62781391,3.91797394,0.05850690,2.47022984,0.15622179,0.00021361,1.03288569,1.71872095
-5.62181091,3.89750592,0.05782085,2.45979910,0.15746921,0.00021508,1.01517433,1.70631501
-5.61580790,3.86703766,0.05694929,2.44187259,0.15836954,0.00021614,0.99709268,1.68771917
-5.60980490,3.82596126,0.05589500,2.41612784,0.15889008,0.00021671,0.97837439,1.66286821
-5.60380190,3.77405441,0.05466608,2.38248192,0.15901380,0.00021673,0.95883515,1.63186477
-5.59779890,3.71150153,0.05327579,2.34110214,0.15874025,0.00021616,0.93838199,1.59498189
-5.59179590,3.63889764,0.05174218,2.29240650,0.15808557,0.00021501,0.91701760,1.55265908
-5.58579290,3.55723526,0.05008748,2.23705400,0.15708173,0.00021331,0.89483942,1.50549219
-5.57978989,3.46787487,0.04833740,2.17592518,0.15577501,0.00021110,0.87203385,1.45421753
-5.57378689,3.37250053,0.04652025,2.11009410,0.15422371,0.00020849,0.84886614,1.39969085
-5.56778389,3.27306264,0.04466593,2.04079288,0.15249532,0.00020558,0.82566650,1.34286212
-5.56178089,3.17171061,0.04280497,1.96937054,0.15066318,0.00020249,0.80281335,1.28474724
-5.55577789,3.07071836,0.04096739,1.89724803,0.14880286,0.00019938,0.78071464,1.22639765
-5.54977489,2.97240588,0.03918181,1.82587148,0.14698846,0.00019640,0.75978820,1.16886928
-5.54377189,2.87906027,0.03747442,1.75666560,0.14528893,0.00019371,0.74044213,1.11319184
-5.53776888,2.79285939,0.03586817,1.69098928,0.14376467,0.00019145,0.72305616,1.06033972
-5.53176588,2.71580119,0.03438213,1.63009514,0.14246461,0.00018979,0.70796493,1.01120548
-5.52576288,2.64964135,0.03303092,1.57509453,0.14142375,0.00018885,0.69544377,0.96657688
-5.51975988,2.59584139,0.03182442,1.52692930,0.14066150,0.00018875,0.68569771,0.92711807
-5.51375688,2.55552899,0.03076758,1.48635109,0.14018077,0.00018957,0.67885399,0.89335562
-5.50775388,2.52947141,0.02986049,1.45390862,0.13996780,0.00019138,0.67495837,0.86566954
-5.50175088,2.51806269,0.02909861,1.42994319,0.13999289,0.00019422,0.67397512,0.84428956
-5.49574787,2.52132432,0.02847317,1.41459192,0.14021179,0.00019809,0.67579066,0.82929651
-5.48974487,2.53891872,0.02797167,1.40779816,0.14056786,0.00020296,0.68022036,0.82062852
-5.48374187,2.57017440,0.02757857,1.40932821,0.14099467,0.00020879,0.68701807,0.81809166
-5.47773887,2.61412118,0.02727601,1.41879298,0.14141911,0.00021548,0.69588777,0.82137438
-5.47173587,2.66953339,0.02704460,1.43567338,0.14176471,0.00022292,0.70649659,0.83006506
-5.46573287,2.73497916,0.02686423,1.45934802,0.14195497,0.00023100,0.71848866,0.84367188
-5.45972986,2.80887317,0.02671481,1.48912160,0.14191675,0.00023955,0.73149876,0.86164411
-5.45372686,2.88953082,0.02657708,1.52425271,0.14158324,0.00024843,0.74516548,0.88339395
-5.44772386,2.97522142,0.02643323,1.56397971,0.14089675,0.00025747,0.75914289,0.90831798
-5.44172086,3.06421828,0.02626746,1.60754354,0.13981077,0.00026649,0.77311053,0.93581740
-5.43571786,3.15484404,0.02606647,1.65420663,0.13829169,0.00027533,0.78678118,0.96531615
-5.42971486,3.24550957,0.02581975,1.70326727,0.13631976,0.00028384,0.79990623,0.99627635
-5.42371186,3.33474529,0.02551977,1.75406907,0.13388942,0.00029186,0.81227850,1.02821033
-5.41770885,3.42122434,0.02516207,1.80600559,0.13100908,0.00029927,0.82373264,1.06068898
-5.41170585,3.50377720,0.02474516,1.85852030,0.12770027,0.00030595,0.83414330,1.09334609
-5.40570285,3.58139796,0.02427036,1.91110255,0.12399632,0.00031181,0.84342134,1.12587872
-5.39969985,3.65324283,0.02374147,1.96328019,0.11994063,0.00031678,0.85150848,1.15804378
-5.39369685,3.71862205,0.02316445,2.01461000,0.11558466,0.00032081,0.85837105,1.18965130
-5.38769385,3.77698626,0.02254692,2.06466693,0.11098570,0.00032387,0.86399312,1.22055488
-5.38169085,3.82790926,0.02189775,2.11303339,0.10620463,0.00032596,0.86836974,1.25064029
-5.37568784,3.87106861,0.02122652,2.15928986,0.10130367,0.00032709,0.87150083,1.27981292
-5.36968484,3.90622624,0.02054305,2.20300782,0.09634434,0.00032728,0.87338597,1.30798532
-5.36368184,3.93321052,0.01985693,2.24374603,0.09138555,0.00032658,0.87402078,1.33506566
-5.35767884,3.95190167,0.01917714,2.28105087,0.08648210,0.00032503,0.87339492,1.36094814
-5.35167584,3.96222171,0.01851167,2.31446134,0.08168346,0.00032268,0.87149199,1.38550630
-5.34567284,3.96412990,0.01786728,2.34351862,0.07703293,0.00031961,0.86829140,1.40858970
-5.33966983,3.95762431,0.01724933,2.36778037,0.07256720,0.00031586,0.86377197,1.43002457
-5.33366683,3.94274948,0.01666165,2.38683886,0.06831629,0.00031151,0.85791720,1.44961857
-5.32766383,3.91960977,0.01610659,2.40034251,0.06430381,0.00030661,0.85072172,1.46716944
-5.32166083,3.88838740,0.01558510,2.40801940,0.06054754,0.00030123,0.84219872,1.48247720
-5.31565783,3.84936404,0.01509688,2.40970167,0.05706024,0.00029543,0.83238756,1.49535920
-5.30965483,3.80294400,0.01464063,2.40534925,0.05385071,0.00028926,0.82136137,1.50566703
-5.30365183,3.74967742,0.01421434,2.39507148,0.05092485,0.00028280,0.80923393,1.51330423
-5.29764882,3.69028125,0.01381558,2.37914513,0.04828692,0.00027611,0.79616538,1.51824361
-5.29164582,3.62565617,0.01344183,2.35802754,0.04594065,0.00026925,0.78236635,1.52054286
-5.28564282,3.55689772,0.01309083,2.33236372,0.04389038,0.00026232,0.76810028,1.52035754
-5.27963982,3.48530000,0.01276082,2.30298666,0.04214196,0.00025540,0.75368343,1.51795013
-5.27363682,3.41235097,0.01245081,2.27091025,0.04070359,0.00024859,0.73948274,1.51369460
-5.26763382,3.33971865,0.01216075,2.23731481,0.03958629,0.00024200,0.72591138,1.50807594
-5.26163082,3.26922802,0.01189170,2.20352536,0.03880427,0.00023576,0.71342208,1.50168430
-5.25562781,3.20282905,0.01164581,2.17098318,0.03837495,0.00022999,0.70249858,1.49520399
-5.24962481,3.14255669,0.01142631,2.14121169,0.03831878,0.00022483,0.69364534,1.48939766
-5.24362181,3.09048390,0.01123742,2.11577763,0.03865874,0.00022043,0.68737598,1.48508622
-5.23761881,3.04866958,0.01108414,2.09624896,0.03941975,0.00021694,0.68420073,1.48312550
-5.23161581,3.01910289,0.01097200,2.08415083,0.04062780,0.00021450,0.68461344,1.48438049
-5.22561281,3.00364618,0.01090679,2.08092116,0.04230901,0.00021323,0.68907839,1.48969823
-5.21960980,3.00397839,0.01089425,2.08786720,0.04448865,0.00021327,0.69801744,1.49988050
-5.21360680,3.02154078,0.01093968,2.10612441,0.04719008,0.00021471,0.71179765,1.51565716
-5.20760380,3.05748698,0.01104764,2.13661884,0.05043384,0.00021763,0.73071985,1.53766114
-5.20160080,3.11263864,0.01122166,2.18003405,0.05423681,0.00022208,0.75500827,1.56640571
-5.19559780,3.18744833,0.01146392,2.23678341,0.05861155,0.00022807,0.78480144,1.60226464
-5.18959480,3.28197050,0.01177507,2.30698833,0.06356590,0.00023557,0.82014455,1.64545567
-5.18359180,3.39584154,0.01215405,2.39046303,0.06910278,0.00024451,0.86098328,1.69602755
-5.17758879,3.52826928,0.01259805,2.48670607,0.07522030,0.00025481,0.90715934,1.75385075
-5.17158579,3.67803247,0.01310249,2.59489898,0.08191206,0.00026630,0.95840771,1.81861189
-5.16558279,3.84349033,0.01366114,2.71391183,0.08916776,0.00027879,1.01435577,1.88981206
-5.15957979,4.02260204,0.01426624,2.84231613,0.09697389,0.00029207,1.07452432,1.96676882
-5.15357679,4.21295613,0.01490879,2.97840464,0.10531459,0.00030589,1.13833079,2.04862210
-5.14757379,4.41180925,0.01557881,3.12021825,0.11417248,0.00031995,1.20509463,2.13434394
-5.14157079,4.61613397,0.01626567,3.26557945,0.12352942,0.00033396,1.27404508,2.22275221
-5.13556778,4.82267482,0.01695847,3.41213235,0.13336707,0.00034760,1.34433144,2.31252838
-5.12956478,5.02801176,0.01764637,3.55738850,0.14366721,0.00036057,1.41503584,2.40223943
-5.12356178,5.22862995,0.01831899,3.69877808,0.15441162,0.00037256,1.48518866,2.49036385
-5.11755878,5.42099456,0.01896666,3.83370557,0.16558163,0.00038326,1.55378631,2.57532171
-5.11155578,5.60162915,0.01958071,3.95960874,0.17715710,0.00039243,1.61981138,2.65550846
-5.10555278,5.76719568,0.02015370,4.07401994,0.18911506,0.00039981,1.68225474,2.72933198
-5.09954977,5.91457447,0.02067948,4.17462794,0.20142788,0.00040522,1.74013919,2.79525229
-5.09354677,6.04094175,0.02115331,4.25933896,0.21406114,0.00040849,1.79254416,2.85182289
-5.08754377,6.14384292,0.02157180,4.32633477,0.22697136,0.00040954,1.83863078,2.89773267
-5.08154077,6.22125898,0.02193283,4.37412637,0.24010370,0.00040830,1.87766652,2.93184701
-5.07553777,6.27166436,0.02223540,4.40160111,0.25338986,0.00040479,1.90904879,2.95324667
-5.06953477,6.29407408,0.02247941,4.40806173,0.26674636,0.00039905,1.93232652,2.96126285
-5.06353177,6.28807857,0.02266546,4.39325573,0.28007346,0.00039121,1.94721898,2.95550701
-5.05752876,6.25386500,0.02279464,4.35739376,0.29325487,0.00038141,1.95363118,2.93589402
-5.05152576,6.19222413,0.02286826,4.30115622,0.30615843,0.00036986,1.95166511,2.90265742
-5.04552276,6.10454243,0.02288765,4.22568755,0.31863781,0.00035679,1.94162634,2.85635584
-5.03951976,5.99277952,0.02285408,4.13257811,0.33053539,0.00034247,1.92402563,2.79786999
-5.03351676,5.85943143,0.02276858,4.02383415,0.34168620,0.00032720,1.89957526,2.72838998
-5.02751376,5.70748085,0.02263195,3.90183654,0.35192280,0.00031128,1.86918003,2.64939314
-5.02151076,5.54033566,0.02244478,3.76928960,0.36108104,0.00029504,1.83392314,2.56261274
-5.01550775,5.36175738,0.02220754,3.62916134,0.36900632,0.00027878,1.79504701,2.46999872
-5.00950475,5.17578161,0.02192074,3.48461708,0.37556017,0.00026284,1.75392956,2.37367134
-5.00350175,4.98663218,0.02158511,3.33894811,0.38062668,0.00024749,1.71205634,2.27586939
-4.99749875,4.79863142,0.02120184,3.19549748,0.38411857,0.00023304,1.67098922,2.17889444
-4.99149575,4.61610828,0.02077281,3.05758475,0.38598244,0.00021975,1.63233209,2.08505279
-4.98549275,4.44330637,0.02030082,2.92843164,0.38620291,0.00020784,1.59769448,1.99659694
-4.97948974,4.28429384,0.01978981,2.81109026,0.38480540,0.00019753,1.56865381,1.91566809
-4.97348674,4.14287673,0.01924508,2.70837551,0.38185735,0.00018900,1.54671692,1.84424144
-4.96748374,4.02251737,0.01867336,2.62280292,0.37746772,0.00018237,1.53328202,1.78407547
-4.96148074,3.92625962,0.01808295,2.55653345,0.37178482,0.00017776,1.52960164,1.73666680
-4.95547774,3.85666201,0.01748371,2.51132588,0.36499240,0.00017525,1.53674770,1.70321153
-4.94947474,3.81574057,0.01688705,2.48849817,0.35730440,0.00017486,1.55557948,1.68457408
-4.94347174,3.80492233,0.01630577,2.48889812,0.34895831,0.00017660,1.58671560,1.68126433
-4.93746873,3.82501100,0.01575396,2.51288438,0.34020768,0.00018044,1.63051070,1.69342369
-4.93146573,3.87616582,0.01524677,2.56031797,0.33131395,0.00018632,1.68703798,1.72082043
-4.92546273,3.95789457,0.01480018,2.63056502,0.32253810,0.00019416,1.75607817,1.76285453
-4.91945973,4.06906158,0.01443068,2.72251060,0.31413238,0.00020384,1.83711578,1.81857220
-4.91345673,4.20791091,0.01415499,2.83458393,0.30633253,0.00021522,1.92934303,1.88668967
-4.90745373,4.37210506,0.01398977,2.96479439,0.29935072,0.00022815,2.03167188,1.96562600
-4.90145073,4.55877838,0.01395122,3.11077803,0.29336956,0.00024245,2.14275408,2.05354416
-4.89544772,4.76460443,0.01405482,3.26985345,0.28853727,0.00025796,2.26100906,2.14839932
-4.88944472,4.98587560,0.01431490,3.43908589,0.28496413,0.00027447,2.38465914,2.24799322
-4.88344172,5.21859283,0.01474437,3.61535786,0.28272031,0.00029178,2.51177105,2.35003310
-4.87743872,5.45856286,0.01535434,3.79544438,0.28183508,0.00030972,2.64030273,2.45219332
-4.87143572,5.70149991,0.01615376,3.97609056,0.28229713,0.00032807,2.76815390,2.55217791
-4.86543272,5.94312839,0.01714910,4.15408910,0.28405625,0.00034665,2.89321875,2.64778182
-4.85942971,6.17928317,0.01834400,4.32635527,0.28702584,0.00036529,3.01343904,2.73694897
-4.85342671,6.40600409,0.01973897,4.48999684,0.29108631,0.00038380,3.12685573,2.81782493
-4.84742371,6.61962136,0.02133107,4.64237667,0.29608925,0.00040203,3.23165745,2.88880247
-4.84142071,6.81682928,0.02311365,4.78116606,0.30186193,0.00041982,3.32622407,2.94855848
-4.83541771,6.99474608,0.02507616,4.90438721,0.30821232,0.00043704,3.40916415,2.99608089
-4.82941471,7.15095844,0.02720400,5.01044377,0.31493427,0.00045354,3.47934502,3.03068496
-4.82341171,7.28355024,0.02947845,5.09813913,0.32181273,0.00046920,3.53591482,3.05201868
-4.81740870,7.39111553,0.03187675,5.16668243,0.32862902,0.00048389,3.57831622,3.06005740
-4.81140570,7.47275692,0.03437224,5.21568308,0.33516602,0.00049751,3.60629175,3.05508843
-4.80540270,7.52807096,0.03693467,5.24513514,0.34121309,0.00050993,3.61988121,3.03768690
-4.79939970,7.55712277,0.03953061,5.25539307,0.34657079,0.00052105,3.61941198,3.00868425
-4.79339670,7.56041240,0.04212403,5.24714095,0.35105525,0.00053075,3.60548310,2.96913121
-4.78739370,7.53883576,0.04467699,5.22135720,0.35450214,0.00053893,3.57894440,2.92025729
-4.78139070,7.49364270,0.04715045,5.17927703,0.35677015,0.00054550,3.54087186,2.86342872
-4.77538769,7.42639461,0.04950515,5.12235438,0.35774391,0.00055034,3.49254053,2.80010666
-4.76938469,7.33892355,0.05170262,5.05222525,0.35733637,0.00055337,3.43539610,2.73180760
-4.76338169,7.23329435,0.05370610,4.97067351,0.35549036,0.00055453,3.37102613,2.66006711
-4.75737869,7.11177040,0.05548163,4.87960007,0.35217960,0.00055374,3.30113168,2.58640819
-4.75137569,6.97678340,0.05699888,4.78099573,0.34740884,0.00055097,3.22749985,2.51231472
-4.74537269,6.83090650,0.05823211,4.67691751,0.34121325,0.00054621,3.15197739,2.43921027
-4.73936968,6.67683000,0.05916084,4.56946792,0.33365713,0.00053947,3.07644544,2.36844222
-4.73336668,6.51733824,0.05977047,4.46077620,0.32483185,0.00053080,3.00279507,2.30127041
-4.72736368,6.35528618,0.06005269,4.35298044,0.31485317,0.00052028,2.93290324,2.23885994
-4.72136068,6.19357410,0.06000569,4.24820934,0.30385804,0.00050801,2.86860872,2.18227669
-4.71535768,6.03511904,0.05963418,4.14856252,0.29200101,0.00049415,2.81168739,2.13248496
-4.70935468,5.88282193,0.05894923,4.05608825,0.27945029,0.00047889,2.76382669,2.09034579
-4.70335168,5.73952983,0.05796790,3.97275825,0.26638374,0.00046243,2.72659881,2.05661540
-4.69734867,5.60799311,0.05671274,3.90043895,0.25298486,0.00044503,2.70143280,2.03194266
-4.69134567,5.49081830,0.05521111,3.84085970,0.23943898,0.00042696,2.68958572,2.01686538
-4.68534267,5.39041770,0.05349444,3.79557850,0.22592967,0.00040850,2.69211364,2.01180506
-4.67933967,5.30895744,0.05159737,3.76594643,0.21263564,0.00038997,2.70984325,2.01706019
-4.67333667,5.24830640,0.04955694,3.75307223,0.19972813,0.00037168,2.74334533,2.03279861
-4.66733367,5.20998821,0.04741165,3.75778903,0.18736876,0.00035395,2.79291154,2.05904953
-4.66133067,5.19513937,0.04520069,3.78062514,0.17570814,0.00033711,2.85853601,2.09569600
-4.65532766,5.20447583,0.04296314,3.82178093,0.16488484,0.00032147,2.93990339,2.14246890
-4.64932466,5.23827062,0.04073726,3.88111384,0.15502510,0.00030735,3.03638476,2.19894345
-4.64332166,5.29634452,0.03855991,3.95813302,0.14624285,0.00029503,3.14704271,2.26453917
-4.63731866,5.37807097,0.03646601,4.05200492,0.13864022,0.00028480,3.27064645,2.33852412
-4.63131566,5.48239607,0.03448818,4.16157043,0.13230833,0.00027692,3.40569747,2.42002395
-4.62531266,5.60787342,0.03265641,4.28537362,0.12732818,0.00027165,3.55046560,2.50803616
-4.61930965,5.75271264,0.03099785,4.42170145,0.12377174,0.00026920,3.70303473,2.60144926
-4.61330665,5.91483992,0.02953666,4.56863308,0.12170287,0.00026978,3.86135706,2.69906666
-4.60730365,6.09196769,0.02829397,4.72409685,0.12117819,0.00027357,4.02331373,2.79963436
-4.60130065,6.28167038,0.02728781,4.88593255,0.12224770,0.00028073,4.18677974,2.90187122
-4.59529765,6.48146252,0.02653318,5.05195588,0.12495511,0.00029141,4.34969010,3.00450075
-4.58929465,6.68887525,0.02604202,5.22002232,0.12933785,0.00030570,4.51010443,3.10628263
-4.58329165,6.90152746,0.02582332,5.38808710,0.13542672,0.00032369,4.66626676,3.20604251
-4.57728864,7.11718814,0.02588314,5.55425858,0.14324523,0.00034543,4.81665776,3.30269869
-4.57128564,7.33382675,0.02622467,5.71684228,0.15280857,0.00037094,4.96003662,3.39528412
-4.56528264,7.54964952,0.02684833,5.87437384,0.16412232,0.00040020,5.09547061,3.48296295
-4.55927964,7.76312031,0.02775178,6.02563952,0.17718092,0.00043314,5.22235068,3.56504069
-4.55327664,7.97296550,0.02893002,6.16968372,0.19196607,0.00046966,5.34039253,3.64096786
-4.54727364,8.17816365,0.03037550,6.30580374,0.20844489,0.00050962,5.44962304,3.71033720
-4.54127064,8.37792143,0.03207816,6.43353299,0.22656829,0.00055282,5.55035295,3.77287494
-4.53526763,8.57163802,0.03402564,6.55261402,0.24626927,0.00059900,5.64313738,3.82842713
-4.52926463,8.75886115,0.03620334,6.66296396,0.26746148,0.00064787,5.72872631,3.87694222
-4.52326163,8.93923790,0.03859467,6.76463456,0.29003802,0.00069907,5.80800775,3.91845110
-4.51725863,9.11246393,0.04118121,6.85776989,0.31387053,0.00075221,5.88194654,3.95304634
-4.51125563,9.27823456,0.04394290,6.94256416,0.33880869,0.00080685,5.95152188,3.98086179
-4.50525263,9.43620064,0.04685834,7.01922235,0.36468009,0.00086249,6.01766662,4.00205398
-4.49924962,9.58593200,0.04990493,7.08792559,0.39129066,0.00091863,6.08121111,4.01678622
-4.49324662,9.72689017,0.05305915,7.14880300,0.41842545,0.00097470,6.14283406,4.02521633
-4.48724362,9.85841179,0.05629670,7.20191112,0.44585008,0.00103016,6.20302225,4.02748810
-4.48124062,9.97970286,0.05959268,7.24722120,0.47331256,0.00108441,6.26204048,4.02372689
-4.47523762,10.08984372,0.06292172,7.28461451,0.50054571,0.00113689,6.31991263,4.01403876
-4.46923462,10.18780374,0.06625804,7.31388484,0.52727011,0.00118702,6.37641392,3.99851279
-4.46323162,10.27246420,0.06957550,7.33474745,0.55319744,0.00123424,6.43107407,3.97722592
-4.45722861,10.34264774,0.07284756,7.34685307,0.57803440,0.00127804,6.48319075,3.95024917
-4.45122561,10.39715228,0.07604730,7.34980560,0.60148696,0.00131792,6.53185204,3.91765478
-4.44522261,10.43478757,0.07914735,7.34318224,0.62326498,0.00135344,6.57596667,3.87952315
-4.43921961,10.45441247,0.08211987,7.32655455,0.64308715,0.00138421,6.61430051,3.83594912
-4.43321661,10.45497140,0.08493654,7.29950959,0.66068609,0.00140990,6.64551782,3.78704698
-4.42721361,10.43552867,0.08756866,7.26167004,0.67581351,0.00143023,6.66822556,3.73295413
-4.42121061,10.39529981,0.08998723,7.21271289,0.68824540,0.00144501,6.68101962,3.67383313
-4.41520760,10.33367923,0.09216325,7.15238616,0.69778697,0.00145410,6.68253119,3.60987259
-4.40920460,10.25026394,0.09406800,7.08052379,0.70427732,0.00145744,6.67147255,3.54128693
-4.40320160,10.14487328,0.09567350,6.99705845,0.70759362,0.00145504,6.64668073,3.46831580
-4.39719860,10.01756466,0.09695310,6.90203274,0.70765464,0.00144699,6.60715845,3.39122337
-4.39119560,9.86864568,0.09788212,6.79560870,0.70442356,0.00143344,6.55211129,3.31029816
-4.38519260,9.69868250,0.09843856,6.67807605,0.69790985,0.00141460,6.48098040,3.22585381
-4.37918959,9.50850499,0.09860388,6.54985919,0.68817018,0.00139076,6.39347015,3.13823105
-4.37318659,9.29920828,0.09836375,6.41152289,0.67530823,0.00136224,6.28957005,3.04780093
-4.36718359,9.07215106,0.09770882,6.26377679,0.65947338,0.00132944,6.16957051,2.95496943
-4.36118059,8.82895018,0.09663532,6.10747834,0.64085836,0.00129278,6.03407198,2.86018302
-4.35517759,8.57147156,0.09514560,5.94363382,0.61969570,0.00125272,5.88398716,2.76393487
-4.34917459,8.30181693,0.09324848,5.77339725,0.59625331,0.00120974,5.72053602,2.66677110
-4.34317159,8.02230634,0.09095942,5.59806661,0.57082912,0.00116434,5.54523359,2.56929630
-4.33716858,7.73545618,0.08830045,5.41907697,0.54374501,0.00111704,5.35987053,2.47217787
-4.33116558,7.44395249,0.08529989,5.23799027,0.51534030,0.00106835,5.16648675,2.37614805
-4.32516258,7.15061985,0.08199186,5.05648138,0.48596478,0.00101876,4.96733840,2.28200340
-4.31915958,6.85838575,0.07841556,4.87632031,0.45597180,0.00096875,4.76485878,2.19060081
-4.31315658,6.57024101,0.07461439,4.69935063,0.42571134,0.00091879,4.56161403,2.10284993
-4.30715358,6.28919671,0.07063494,4.52746411,0.39552353,0.00086931,4.36025440,2.01970157
