energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-3.44272136,0.52621860,0.00008248,0.00812869,0.05262561,0.40996768,0.00079095,0.08973061,0.03177211,0.06600852
-3.43671836,0.54621290,0.00009572,0.00808295,0.05665760,0.42685272,0.00091766,0.09359810,0.03468213,0.06542996
-3.43071536,0.57127771,0.00011030,0.00811036,0.06129723,0.44768864,0.00105719,0.09841173,0.03800926,0.06534259
-3.42471236,0.60158419,0.00012621,0.00821757,0.06655139,0.47259077,0.00120938,0.10420915,0.04176009,0.06578463
-3.41870935,0.63715380,0.00014339,0.00840917,0.07241031,0.50155709,0.00137374,0.11100183,0.04593054,0.06677802
-3.41270635,0.67784794,0.00016178,0.00868743,0.07884625,0.53446046,0.00154947,0.11877283,0.05050495,0.06832739
-3.40670335,0.72336210,0.00018123,0.00905223,0.08581271,0.57104441,0.00173539,0.12747529,0.05545524,0.07041966
-3.40070035,0.77322497,0.00020160,0.00950090,0.09324421,0.61092283,0.00192995,0.13703181,0.06074059,0.07302408
-3.39469735,0.82680277,0.00022268,0.01002827,0.10105662,0.65358382,0.00213122,0.14733466,0.06630744,0.07609280
-3.38869435,0.88330916,0.00024423,0.01062666,0.10914826,0.69839789,0.00233691,0.15824709,0.07208990,0.07956200
-3.38269135,0.94182056,0.00026597,0.01128603,0.11740160,0.74463041,0.00254442,0.16960556,0.07801073,0.08335349
-3.37668834,1.00129674,0.00028762,0.01199421,0.12568563,0.79145821,0.00275085,0.18122298,0.08398265,0.08737676
-3.37068534,1.06060622,0.00030883,0.01273710,0.13385887,0.83798989,0.00295309,0.19289295,0.08991022,0.09153151
-3.36468234,1.11855588,0.00032928,0.01349905,0.14177294,0.88328927,0.00314786,0.20439480,0.09569205,0.09571045
-3.35867934,1.17392373,0.00034860,0.01426326,0.14927653,0.92640141,0.00333185,0.21549941,0.10122342,0.09980237
-3.35267634,1.22549401,0.00036646,0.01501219,0.15621966,0.96638012,0.00350174,0.22597552,0.10639914,0.10369543
-3.34667334,1.27209313,0.00038251,0.01572807,0.16245818,1.00231617,0.00365435,0.23559639,0.11111659,0.10728044
-3.34067034,1.31262531,0.00039645,0.01639342,0.16785813,1.03336501,0.00378673,0.24414656,0.11527880,0.11045413
-3.33466733,1.34610642,0.00040800,0.01699153,0.17229997,1.05877300,0.00389624,0.25142846,0.11879751,0.11312220
-3.32866433,1.37169467,0.00041693,0.01750697,0.17568242,1.07790098,0.00398064,0.25726852,0.12159595,0.11520219
-3.32266133,1.38871688,0.00042304,0.01792607,0.17792571,1.09024428,0.00403819,0.26152263,0.12361138,0.11662581
-3.31665833,1.39668930,0.00042622,0.01823730,0.17897418,1.09544830,0.00406765,0.26408070,0.12479714,0.11734095
-3.31065533,1.39533188,0.00042638,0.01843164,0.17879805,1.09331897,0.00406842,0.26487003,0.12512416,0.11731300
-3.30465233,1.38457565,0.00042354,0.01850287,0.17739428,1.08382767,0.00404046,0.26385748,0.12458196,0.11652567
-3.29864932,1.36456276,0.00041774,0.01844766,0.17478655,1.06711045,0.00398436,0.26105020,0.12317890,0.11498113
-3.29264632,1.33563926,0.00040911,0.01826571,0.17102426,1.04346154,0.00390129,0.25649507,0.12094181,0.11269950
-3.28664332,1.29834100,0.00039782,0.01795967,0.16618070,1.01332168,0.00379297,0.25027666,0.11791503,0.10971782
-3.28064032,1.25337342,0.00038412,0.01753503,0.16035039,0.97726153,0.00366160,0.24251401,0.11415876,0.10608842
-3.27463732,1.20158614,0.00036826,0.01699984,0.15364583,0.93596136,0.00350981,0.23335631,0.10974703,0.10187685
-3.26863432,1.14394347,0.00035056,0.01636445,0.14619368,0.89018759,0.00334053,0.22297763,0.10476513,0.09715942
-3.26263132,1.08149243,0.00033136,0.01564109,0.13813061,0.84076748,0.00315695,0.21157103,0.09930685,0.09202057
-3.25662831,1.01532934,0.00031099,0.01484342,0.12959910,0.78856303,0.00296237,0.19934233,0.09347149,0.08654996
-3.25062531,0.94656671,0.00028981,0.01398612,0.12074313,0.73444508,0.00276015,0.18650363,0.08736088,0.08083974
-3.24462231,0.87630161,0.00026816,0.01308437,0.11170419,0.67926882,0.00255358,0.17326714,0.08107644,0.07498176
-3.23861931,0.80558660,0.00024639,0.01215341,0.10261756,0.62385137,0.00234580,0.15983929,0.07471656,0.06906509
-3.23261631,0.73540452,0.00022478,0.01120807,0.09360915,0.56895249,0.00213976,0.14641547,0.06837414,0.06317378
-3.22661331,0.66664749,0.00020363,0.01026246,0.08479281,0.51525858,0.00193812,0.13317557,0.06213463,0.05738500
-3.22061031,0.60010094,0.00018318,0.00932955,0.07626838,0.46337075,0.00174321,0.12028036,0.05607449,0.05176766
-3.21460730,0.53643270,0.00016363,0.00842096,0.06812033,0.41379668,0.00155705,0.10786891,0.05026014,0.04638133
-3.20860430,0.47618721,0.00014517,0.00754675,0.06041703,0.36694656,0.00138124,0.09605691,0.04474735,0.04127577
-3.20260130,0.41978450,0.00012793,0.00671531,0.05321073,0.32313270,0.00121708,0.08493596,0.03958118,0.03649077
-3.19659830,0.36752362,0.00011199,0.00593329,0.04653798,0.28257239,0.00106547,0.07457376,0.03479630,0.03205646
-3.19059530,0.31958982,0.00009743,0.00520567,0.04042061,0.24539375,0.00092703,0.06501510,0.03041774,0.02799390
-3.18459230,0.27606477,0.00008428,0.00453576,0.03486705,0.21164375,0.00080206,0.05628344,0.02646198,0.02431608
-3.17858929,0.23693914,0.00007254,0.00392540,0.02987391,0.18129802,0.00069064,0.04838301,0.02293830,0.02102903
-3.17258629,0.20212677,0.00006220,0.00337508,0.02542784,0.15427166,0.00059266,0.04130135,0.01985029,0.01813319
-3.16658329,0.17147960,0.00005323,0.00288416,0.02150736,0.13043071,0.00050785,0.03501195,0.01719757,0.01562485
-3.16058029,0.14480282,0.00004559,0.00245107,0.01808481,0.10960358,0.00043587,0.02947708,0.01497744,0.01349761
-3.15457729,0.12186955,0.00003924,0.00207351,0.01512814,0.09159211,0.00037630,0.02465050,0.01318670,0.01174389
-3.14857429,0.10243463,0.00003412,0.00174873,0.01260265,0.07618185,0.00032878,0.02048010,0.01182317,0.01035631
-3.14257129,0.08624717,0.00003019,0.00147364,0.01047254,0.06315135,0.00029296,0.01691027,0.01088729,0.00932898
-3.13656828,0.07306145,0.00002743,0.00124513,0.00870223,0.05228025,0.00026861,0.01388406,0.01038341,0.00865863
-3.13056528,0.06264615,0.00002580,0.00106014,0.00725747,0.04335608,0.00025560,0.01134499,0.01032092,0.00834561
-3.12456228,0.05479180,0.00002529,0.00091588,0.00610631,0.03617973,0.00025396,0.00923858,0.01071510,0.00839455
-3.11855928,0.04931627,0.00002591,0.00080998,0.00521970,0.03056964,0.00026388,0.00751351,0.01158765,0.00881491
-3.11255628,0.04606866,0.00002768,0.00074054,0.00457204,0.02636478,0.00028574,0.00612257,0.01296695,0.00962122
-3.10655328,0.04493130,0.00003062,0.00070632,0.00414140,0.02342652,0.00032009,0.00502323,0.01488787,0.01083300
-3.10055028,0.04582035,0.00003479,0.00070677,0.00390969,0.02163956,0.00036767,0.00417806,0.01739132,0.01247447
-3.09454727,0.04868480,0.00004025,0.00074209,0.00386259,0.02091194,0.00042936,0.00355492,0.02052332,0.01457392
-3.08854427,0.05350429,0.00004705,0.00081329,0.00398939,0.02117446,0.00050621,0.00312691,0.02433369,0.01716280
-3.08254127,0.06028580,0.00005528,0.00092227,0.00428273,0.02237944,0.00059937,0.00287233,0.02887436,0.02027453
-3.07653827,0.06905927,0.00006502,0.00107177,0.00473826,0.02449906,0.00071005,0.00277438,0.03419736,0.02394302
-3.07053527,0.07987256,0.00007632,0.00126543,0.00535416,0.02752341,0.00083951,0.00282092,0.04035241,0.02820103
-3.06453227,0.09278567,0.00008925,0.00150778,0.00613076,0.03145818,0.00098899,0.00300409,0.04738427,0.03307821
-3.05852926,0.10786463,0.00010386,0.00180423,0.00706996,0.03632230,0.00115966,0.00331998,0.05532997,0.03859916
-3.05252626,0.12517507,0.00012016,0.00216101,0.00817473,0.04214536,0.00135255,0.00376815,0.06421583,0.04478128
-3.04652326,0.14477582,0.00013816,0.00258516,0.00944862,0.04896509,0.00156850,0.00435131,0.07405469,0.05163281
-3.04052026,0.16671265,0.00015782,0.00308443,0.01089519,0.05682470,0.00180811,0.00507483,0.08484318,0.05915084
-3.03451726,0.19101241,0.00017907,0.00366715,0.01251753,0.06577036,0.00207164,0.00594634,0.09655938,0.06731963
-3.02851426,0.21767792,0.00020179,0.00434218,0.01431781,0.07584871,0.00235904,0.00697530,0.10916105,0.07610929
-3.02251126,0.24668355,0.00022582,0.00511864,0.01629683,0.08710438,0.00266983,0.00817252,0.12258437,0.08547486
-3.01650825,0.27797201,0.00025098,0.00600576,0.01845369,0.09957777,0.00300307,0.00954971,0.13674364,0.09535599
-3.01050525,0.31145235,0.00027702,0.00701265,0.02078544,0.11330289,0.00335741,0.01111902,0.15153178,0.10567723
-3.00450225,0.34699931,0.00030367,0.00814795,0.02328690,0.12830538,0.00373100,0.01289247,0.16682198,0.11634906
-2.99849925,0.38445430,0.00033062,0.00941955,0.02595049,0.14460081,0.00412151,0.01488154,0.18247031,0.12726966
-2.99249625,0.42362787,0.00035757,0.01083422,0.02876619,0.16219318,0.00452620,0.01709658,0.19831953,0.13832745
-2.98649325,0.46430385,0.00038417,0.01239721,0.03172157,0.18107376,0.00494190,0.01954635,0.21420395,0.14940439
-2.98049025,0.50624493,0.00041010,0.01411187,0.03480196,0.20122028,0.00536509,0.02223751,0.22995515,0.16037988
-2.97448724,0.54919973,0.00043505,0.01597921,0.03799066,0.22259645,0.00579194,0.02517422,0.24540865,0.17113535
-2.96848424,0.59291109,0.00045875,0.01799754,0.04126930,0.24515209,0.00621841,0.02835776,0.26041108,0.18155914
-2.96248124,0.63712537,0.00048099,0.02016208,0.04461829,0.26882356,0.00664033,0.03178620,0.27482775,0.19155177
-2.95647824,0.68160252,0.00050160,0.02246468,0.04801731,0.29353491,0.00705348,0.03545432,0.28855028,0.20103119
-2.95047524,0.72612648,0.00052053,0.02489360,0.05144597,0.31919949,0.00745368,0.03935346,0.30150398,0.20993789
-2.94447224,0.77051577,0.00053781,0.02743335,0.05488446,0.34572223,0.00783692,0.04347172,0.31365465,0.21823969
-2.93846923,0.81463366,0.00055359,0.03006471,0.05831429,0.37300247,0.00819944,0.04779416,0.32501454,0.22593583
-2.93246623,0.85839770,0.00056813,0.03276485,0.06171906,0.40093733,0.00853781,0.05230328,0.33564702,0.23306033
-2.92646323,0.90178812,0.00058182,0.03550759,0.06508527,0.42942561,0.00884903,0.05697960,0.34566981,0.23968434
-2.92046023,0.94485475,0.00059517,0.03826386,0.06840310,0.45837199,0.00913062,0.06180236,0.35525655,0.24591722
-2.91445723,0.98772206,0.00060883,0.04100223,0.07166714,0.48769145,0.00938069,0.06675042,0.36463635,0.25190646
-2.90845423,1.03059191,0.00062355,0.04368969,0.07487710,0.51731369,0.00959796,0.07180312,0.37409139,0.25783607
-2.90245123,1.07374375,0.00064017,0.04629244,0.07803835,0.54718736,0.00978189,0.07694128,0.38395242,0.26392364
-2.89644822,1.11753194,0.00065962,0.04877686,0.08116239,0.57728366,0.00993261,0.08214805,0.39459211,0.27041588
-2.89044522,1.16237991,0.00068288,0.05111051,0.08426712,0.60759928,0.01005103,0.08740978,0.40641650,0.27758283
-2.88444222,1.20877115,0.00071095,0.05326311,0.08737686,0.63815811,0.01013879,0.09271663,0.41985451,0.28571078
-2.87843922,1.25723670,0.00074482,0.05520760,0.09052222,0.66901173,0.01019827,0.09806305,0.43534586,0.29509410
-2.87243622,1.30833958,0.00078545,0.05692098,0.09373956,0.70023825,0.01023255,0.10344790,0.45332763,0.30602606
-2.86643322,1.36265592,0.00083369,0.05838519,0.09707034,0.73193931,0.01024534,0.10887435,0.47421986,0.31878902
-2.86043022,1.42075351,0.00089027,0.05958770,0.10056004,0.76423545,0.01024096,0.11434941,0.49841049,0.33364424
-2.85442721,1.48316800,0.00095578,0.06052199,0.10425684,0.79725943,0.01022421,0.11988309,0.52624021,0.35082153
-2.84842421,1.55037751,0.00103059,0.06118771,0.10821001,0.83114801,0.01020026,0.12548731,0.55798758,0.37050919
-2.84242121,1.62277653,0.00111484,0.06159076,0.11246813,0.86603222,0.01017455,0.13117449,0.59385508,0.39284445
-2.83641821,1.70064989,0.00120841,0.06174292,0.11707699,0.90202652,0.01015261,0.13695591,0.63395642,0.41790498
-2.83041521,1.78414806,0.00131090,0.06166141,0.12207753,0.93921731,0.01013994,0.14284002,0.67830575,0.44570160
-2.82441221,1.87326463,0.00142163,0.06136815,0.12750358,0.97765144,0.01014181,0.14883056,0.72680918,0.47617260
-2.81840920,1.96781747,0.00153962,0.06088886,0.13337974,1.01732502,0.01016311,0.15492488,0.77925910,0.50918007
-2.81240620,2.06743423,0.00166357,0.06025203,0.13971930,1.05817355,0.01020815,0.16111236,0.83533160,0.54450828
-2.80640320,2.17154354,0.00179196,0.05948774,0.14652249,1.10006363,0.01028052,0.16737308,0.89458729,0.58186450
-2.80040020,2.27937249,0.00192297,0.05862653,0.15377494,1.14278699,0.01038290,0.17367688,0.95647569,0.62088220
-2.79439720,2.38995107,0.00205463,0.05769821,0.16144661,1.18605732,0.01051697,0.17998288,1.02034325,0.66112683
-2.78839420,2.50212389,0.00218478,0.05673078,0.16949117,1.22951012,0.01068325,0.18623938,1.08544491,0.70210390
-2.78239120,2.61456923,0.00231118,0.05574942,0.17784591,1.27270601,0.01088106,0.19238443,1.15095894,0.74326942
-2.77638819,2.72582505,0.00243154,0.05477573,0.18643225,1.31513734,0.01110846,0.19834679,1.21600475,0.78404221
-2.77038519,2.83432142,0.00254364,0.05382706,0.19515678,1.35623816,0.01136226,0.20404745,1.27966321,0.82381803
-2.76438219,2.93841841,0.00264533,0.05291610,0.20391302,1.39539725,0.01163806,0.20940161,1.34099881,0.86198474
-2.75837919,3.03644826,0.00273468,0.05205072,0.21258355,1.43197380,0.01193034,0.21432096,1.39908300,0.89793832
-2.75237619,3.12676048,0.00280999,0.05123399,0.22104277,1.46531515,0.01223261,0.21871630,1.45301798,0.93109910
-2.74637319,3.20776822,0.00286985,0.05046441,0.22916005,1.49477611,0.01253754,0.22250035,1.50196019,0.96092758
-2.74037019,3.27799440,0.00291327,0.04973637,0.23680317,1.51973897,0.01283724,0.22559052,1.54514257,0.98693947
-2.73436718,3.33611584,0.00293962,0.04904074,0.24384197,1.53963355,0.01312344,0.22791173,1.58189507,1.00871927
-2.72836418,3.38100387,0.00294872,0.04836562,0.25015214,1.55395655,0.01338777,0.22939904,1.61166245,1.02593205
-2.72236118,3.41176007,0.00294085,0.04769711,0.25561886,1.56228944,0.01362205,0.22999993,1.63401906,1.03833300
-2.71635818,3.42774566,0.00291673,0.04702021,0.26014033,1.56431419,0.01381853,0.22967636,1.64867990,1.04577441
-2.71035518,3.42860378,0.00287752,0.04631971,0.26363095,1.55982639,0.01397017,0.22840627,1.65550780,1.04820995
-2.70435218,3.41427382,0.00282477,0.04558096,0.26602409,1.54874514,0.01407087,0.22618471,1.65451641,1.04569613
-2.69834917,3.38499744,0.00276040,0.04479074,0.26727429,1.53111952,0.01411572,0.22302439,1.64586907,1.03839091
-2.69234617,3.34131619,0.00268662,0.04393787,0.26735891,1.50713123,0.01410110,0.21895576,1.62987365,1.02654969
-2.68634317,3.28406089,0.00260585,0.04301384,0.26627904,1.47709357,0.01402490,0.21402659,1.60697357,1.01051879
-2.68034017,3.21433338,0.00252069,0.04201324,0.26405982,1.44144663,0.01388652,0.20830103,1.57773553,0.99072674
-2.67433717,3.13348129,0.00243378,0.04093404,0.26074994,1.40074893,0.01368694,0.20185836,1.54283428,0.96767383
-2.66833417,3.04306695,0.00234776,0.03977782,0.25642057,1.35566599,0.01342865,0.19479122,1.50303514,0.94192021
-2.66233117,2.94483151,0.00226516,0.03854972,0.25116363,1.30695597,0.01311562,0.18720373,1.45917482,0.91407305
-2.65632816,2.84065550,0.00218831,0.03725843,0.24508954,1.25545319,0.01275313,0.17920925,1.41214126,0.88477326
-2.65032516,2.73251742,0.00211932,0.03591596,0.23832452,1.20204997,0.01234758,0.17092814,1.36285307,0.85468204
-2.64432216,2.62245136,0.00205994,0.03453732,0.23100756,1.14767734,0.01190636,0.16248536,1.31223925,0.82446781
-2.63831916,2.51250525,0.00201157,0.03314020,0.22328714,1.09328551,0.01143752,0.15400819,1.26121978,0.79479388
-2.63231616,2.40470082,0.00197518,0.03174453,0.21531791,1.03982444,0.01094959,0.14562397,1.21068749,0.76630694
-2.62631316,2.30099629,0.00195131,0.03037205,0.20725733,0.98822536,0.01045129,0.13745811,1.16149173,0.73962691
-2.62031016,2.20325274,0.00194003,0.02904581,0.19926241,0.93938351,0.00995131,0.12963212,1.11442412,0.71533805
-2.61430715,2.11320472,0.00194098,0.02778975,0.19148667,0.89414275,0.00945803,0.12226208,1.07020658,0.69398146
-2.60830415,2.03243553,0.00195334,0.02662819,0.18407738,0.85328215,0.00897937,0.11545716,1.02948179,0.67604900
-2.60230115,1.96235733,0.00197591,0.02558546,0.17717304,0.81750493,0.00852255,0.10931847,0.99280602,0.66197855
-2.59629815,1.90419596,0.00200713,0.02468543,0.17090130,0.78742965,0.00809397,0.10393816,0.96064435,0.65215041
-2.59029515,1.85898021,0.00204515,0.02395114,0.16537709,0.76358368,0.00769908,0.09939861,0.93336801,0.64688463
-2.58429215,1.82753492,0.00208789,0.02340441,0.16070119,0.74639871,0.00734232,0.09577182,0.91125374,0.64643921
-2.57828914,1.81047739,0.00213311,0.02306547,0.15695902,0.73620805,0.00702709,0.09311891,0.89448473,0.65100871
-2.57228614,1.80821625,0.00217848,0.02295258,0.15421974,0.73324526,0.00675571,0.09148962,0.88315299,0.66072316
-2.56628314,1.82095205,0.00222171,0.02308169,0.15253553,0.73764388,0.00652948,0.09092183,0.87726271,0.67564706
-2.56028014,1.84867889,0.00226054,0.02346600,0.15194102,0.74943774,0.00634874,0.09144103,0.87673438,0.69577823
-2.55427714,1.89118634,0.00229289,0.02411561,0.15245296,0.76856144,0.00621291,0.09305971,0.88140937,0.72104642
-2.54827414,1.94806127,0.00231690,0.02503707,0.15406982,0.79485089,0.00612061,0.09577671,0.89105466,0.75131166
-2.54227114,2.01868926,0.00233098,0.02623298,0.15677169,0.82804357,0.00606975,0.09957643,0.90536766,0.78636234
-2.53626813,2.10225568,0.00233385,0.02770158,0.16052009,0.86777850,0.00605763,0.10442801,0.92398091,0.82591320
-2.53026513,2.19774653,0.00232459,0.02943630,0.16525799,0.91359608,0.00608104,0.11028460,0.94646664,0.86960341
-2.52426213,2.30394967,0.00230266,0.03142549,0.17090997,0.96493798,0.00613635,0.11708257,0.97234127,0.91699502
-2.51825913,2.41945722,0.00226789,0.03365205,0.17738256,1.02114743,0.00621959,0.12474097,1.00106986,0.96757223
-2.51225613,2.54266998,0.00222046,0.03609330,0.18456479,1.08147050,0.00632656,0.13316126,1.03207079,1.02074172
-2.50625313,2.67180490,0.00216091,0.03872086,0.19232918,1.14505889,0.00645285,0.14222735,1.06472080,1.07583469
-2.50025013,2.80490684,0.00209009,0.04150079,0.20053294,1.21097480,0.00659392,0.15180611,1.09836061,1.13211084
-2.49424712,2.93986554,0.00200911,0.04439381,0.20901972,1.27819847,0.00674515,0.16174849,1.13230148,1.18876478
-2.48824412,3.07443861,0.00191930,0.04735579,0.21762182,1.34563888,0.00690189,0.17189116,1.16583277,1.24493503
-2.48224112,3.20628120,0.00182215,0.05033837,0.22616277,1.41214796,0.00705949,0.18205883,1.19823083,1.29971594
-2.47623812,3.33298249,0.00171926,0.05328989,0.23446057,1.47653837,0.00721334,0.19206726,1.22876915,1.35217243
-2.47023512,3.45210889,0.00161226,0.05615638,0.24233117,1.53760487,0.00735891,0.20172685,1.25672992,1.40135743
-2.46423212,3.56125305,0.00150279,0.05888284,0.24959246,1.59414892,0.00749182,0.21084673,1.28141680,1.44633172
-2.45822911,3.65808771,0.00139243,0.06141458,0.25606846,1.64500573,0.00760789,0.21923934,1.30216869,1.48618565
-2.45222611,3.74042258,0.00128265,0.06369868,0.26159363,1.68907324,0.00770317,0.22672524,1.31837415,1.52006202
-2.44622311,3.80626236,0.00117480,0.06568549,0.26601726,1.72534159,0.00777404,0.23313801,1.32948603,1.54717940
-2.44022011,3.85386342,0.00107006,0.06733008,0.26920752,1.75292219,0.00781728,0.23832904,1.33503573,1.56685483
-2.43421711,3.88178672,0.00096944,0.06859361,0.27105534,1.77107485,0.00783013,0.24217199,1.33464652,1.57852500
-2.42821411,3.88894451,0.00087375,0.06944460,0.27147760,1.77923177,0.00781035,0.24456673,1.32804522,1.58176500
-2.42221111,3.87463824,0.00078361,0.06985992,0.27041972,1.77701715,0.00775630,0.24544256,1.31507167,1.57630350
-2.41620810,3.83858586,0.00069949,0.06982557,0.26785749,1.76426131,0.00766700,0.24476053,1.29568548,1.56203380
-2.41020510,3.78093662,0.00062163,0.06933716,0.26379783,1.74100845,0.00754216,0.24251479,1.26996942,1.53901987
-2.40420210,3.70227244,0.00055017,0.06840006,0.25827879,1.70751764,0.00738218,0.23873279,1.23812934,1.50749722
-2.39819910,3.60359540,0.00048508,0.06702923,0.25136833,1.66425667,0.00718824,0.23347450,1.20049024,1.46786818
-2.39219610,3.48630149,0.00042623,0.06524874,0.24316239,1.61188895,0.00696216,0.22683039,1.15748871,1.42069186
-2.38619310,3.35214169,0.00037340,0.06309096,0.23378185,1.55125411,0.00670648,0.21891858,1.10966174,1.36666900
-2.38019010,3.20317186,0.00032630,0.06059551,0.22336894,1.48334286,0.00642433,0.20988103,1.05763239,1.30662247
-2.37418709,3.04169360,0.00028459,0.05780802,0.21208287,1.40926746,0.00611938,0.19987908,1.00209290,1.24147408
-2.36818409,2.87018854,0.00024792,0.05477866,0.20009516,1.33022893,0.00579576,0.18908850,0.94378574,1.17221877
-2.36218109,2.69124897,0.00021591,0.05156069,0.18758471,1.24748252,0.00545790,0.17769428,0.88348359,1.09989727
-2.35617809,2.50750766,0.00018822,0.04820886,0.17473279,1.16230290,0.00511051,0.16588535,0.82196885,1.02556832
-2.35017509,2.32156969,0.00016449,0.04477796,0.16171825,1.07595046,0.00475839,0.15384951,0.76001364,0.95028163
-2.34417209,2.13594898,0.00014443,0.04132140,0.14871309,0.98964013,0.00440635,0.14176871,0.69836104,0.87505250
-2.33816908,1.95301181,0.00012776,0.03788995,0.13587851,0.90451366,0.00405910,0.12981483,0.63770818,0.80083921
-2.33216608,1.77492902,0.00011426,0.03453070,0.12336154,0.82161644,0.00372117,0.11814616,0.57869182,0.72852374
-2.32616308,1.60363829,0.00010374,0.03128622,0.11129248,0.74187930,0.00339682,0.10690463,0.52187686,0.65889633
-2.32016008,1.44081717,0.00009609,0.02819392,0.09978300,0.66610566,0.00308998,0.09621380,0.46774795,0.59264441
-2.31415708,1.28786689,0.00009121,0.02528571,0.08892502,0.59496409,0.00280421,0.08617766,0.41670436,0.53034560
-2.30815408,1.14590672,0.00008908,0.02258784,0.07879040,0.52898591,0.00254269,0.07688018,0.36905809,0.47246509
-2.30215108,1.01577786,0.00008971,0.02012096,0.06943119,0.46856756,0.00230819,0.06838557,0.32503485,0.41935667
-2.29614807,0.89805567,0.00009316,0.01790040,0.06088053,0.41397685,0.00210310,0.06073909,0.28477784,0.37126725
-2.29014507,0.79306874,0.00009953,0.01593650,0.05315407,0.36536263,0.00192945,0.05396833,0.24835362,0.32834408
-2.28414207,0.70092320,0.00010895,0.01423518,0.04625168,0.32276668,0.00178896,0.04808493,0.21575982,0.29064418
-2.27813907,0.62153036,0.00012159,0.01279849,0.04015948,0.28613732,0.00168304,0.04308642,0.18693405,0.25814516
-2.27213607,0.55463621,0.00013763,0.01162526,0.03485199,0.25534370,0.00161291,0.03895822,0.16176358,0.23075692
-2.26613307,0.49985124,0.00015728,0.01071169,0.03029432,0.23019013,0.00157956,0.03567567,0.14009525,0.20833348
-2.26013007,0.45667907,0.00018077,0.01005199,0.02644430,0.21042978,0.00158388,0.03320594,0.12174515,0.19068450
-2.25412706,0.42454308,0.00020833,0.00963891,0.02325450,0.19577731,0.00162665,0.03150979,0.10650787,0.17758603
-2.24812406,0.40281003,0.00024017,0.00946423,0.02067406,0.18592003,0.00170856,0.03054317,0.09416474,0.16879009
-2.24212106,0.39081025,0.00027651,0.00951918,0.01865024,0.18052734,0.00183026,0.03025855,0.08449117,0.16403297
-2.23611806,0.38785410,0.00031753,0.00979472,0.01712983,0.17925844,0.00199236,0.03060603,0.07726264,0.16304204
-2.23011506,0.39324471,0.00036341,0.01028180,0.01606019,0.18176828,0.00219539,0.03153422,0.07225957,0.16554105
-2.22411206,0.40628709,0.00041424,0.01097144,0.01539013,0.18771180,0.00243979,0.03299089,0.06927084,0.17125401
-2.21810905,0.42629406,0.00047012,0.01185481,0.01507052,0.19674682,0.00272589,0.03492347,0.06809614,0.17990769
-2.21210605,0.45258926,0.00053103,0.01292314,0.01505471,0.20853562,0.00305383,0.03727933,0.06854725,0.19123304
-2.20610305,0.48450794,0.00059693,0.01416763,0.01529879,0.22274559,0.00342350,0.04000606,0.07044832,0.20496552
-2.20010005,0.52139595,0.00066768,0.01557926,0.01576169,0.23904917,0.00383446,0.04305151,0.07363543,0.22084471
-2.19409705,0.56260738,0.00074308,0.01714858,0.01640516,0.25712336,0.00428587,0.04636393,0.07795542,0.23861334
-2.18809405,0.60750163,0.00082283,0.01886537,0.01719375,0.27664897,0.00477636,0.04989197,0.08326436,0.25801597
-2.18209105,0.65544009,0.00090657,0.02071845,0.01809463,0.29730991,0.00530399,0.05358474,0.08942571,0.27879744
-2.17608804,0.70578302,0.00099386,0.02269531,0.01907747,0.31879261,0.00586614,0.05739186,0.09630835,0.30070144
-2.17008504,0.75788701,0.00108418,0.02478184,0.02011427,0.34078573,0.00645943,0.06126352,0.10378464,0.32346910
-2.16408204,0.81110324,0.00117700,0.02696211,0.02117920,0.36298028,0.00707967,0.06515063,0.11172866,0.34683807
-2.15807904,0.86477692,0.00127172,0.02921811,0.02224848,0.38507024,0.00772182,0.06900489,0.12001478,0.37054194
-2.15207604,0.91824808,0.00136776,0.03152963,0.02330023,0.40675360,0.00837997,0.07277905,0.12851649,0.39431028
-2.14607304,0.97085390,0.00146457,0.03387420,0.02431442,0.42773407,0.00904737,0.07642706,0.13710582,0.41786938
-2.14007004,1.02193272,0.00156168,0.03622709,0.02527279,0.44772321,0.00971646,0.07990440,0.14565318,0.44094374
-2.13406703,1.07082974,0.00165871,0.03856151,0.02615879,0.46644314,0.01037898,0.08316838,0.15402774,0.46325833
-2.12806403,1.11690450,0.00175546,0.04084881,0.02695763,0.48362975,0.01102609,0.08617847,0.16209841,0.48454181
-2.12206103,1.15953997,0.00185193,0.04305891,0.02765625,0.49903621,0.01164853,0.08889680,0.16973524,0.50453044
-2.11605803,1.19815310,0.00194839,0.04516082,0.02824341,0.51243698,0.01223684,0.09128856,0.17681133,0.52297286
-2.11005503,1.23220667,0.00204542,0.04712322,0.02870969,0.52363190,0.01278153,0.09332257,0.18320517,0.53963552
-2.10405203,1.26122190,0.00214396,0.04891525,0.02904761,0.53245044,0.01327341,0.09497181,0.18880312,0.55430862
-2.09804902,1.28479152,0.00224536,0.05050728,0.02925168,0.53875591,0.01370380,0.09621402,0.19350226,0.56681229
-2.09204602,1.30259275,0.00235137,0.05187179,0.02931851,0.54244943,0.01406482,0.09703231,0.19721312,0.57700288
-2.08604302,1.31439948,0.00246421,0.05298425,0.02924685,0.54347345,0.01434965,0.09741572,0.19986238,0.58477898
-2.08004002,1.32009315,0.00258653,0.05382399,0.02903768,0.54181476,0.01455277,0.09735976,0.20139534,0.59008683
