energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-3.58079040,0.16679596,-0.16681252,0.00000005,-0.00000005,0.05133035,-0.05133523,0.03050989,-0.03051280,0.07489751,-0.07490531,0.00426837,-0.00426895,0.02458311,-0.02458538,0.00162085,-0.00162101,0.01045069,-0.01045173
-3.57478739,0.19104786,-0.19106613,0.00000006,-0.00000006,0.05884300,-0.05884837,0.03503036,-0.03503356,0.08583637,-0.08584501,0.00512267,-0.00512335,0.02798184,-0.02798431,0.00185910,-0.00185927,0.01195315,-0.01195429
-3.56878439,0.21765487,-0.21767484,0.00000007,-0.00000007,0.06709144,-0.06709731,0.04000114,-0.04000464,0.09785542,-0.09786489,0.00612883,-0.00612963,0.03166117,-0.03166383,0.00212214,-0.00212233,0.01360166,-0.01360291
-3.56278139,0.24659166,-0.24661330,0.00000009,-0.00000009,0.07607145,-0.07607780,0.04542437,-0.04542817,0.11094617,-0.11095648,0.00730243,-0.00730336,0.03560486,-0.03560769,0.00241001,-0.00241022,0.01539331,-0.01539466
-3.55677839,0.27780113,-0.27782438,0.00000011,-0.00000011,0.08576930,-0.08577612,0.05129712,-0.05130120,0.12508607,-0.12509719,0.00865945,-0.00866052,0.03979096,-0.03979395,0.00272246,-0.00272268,0.01732313,-0.01732458
-3.55077539,0.31119198,-0.31121677,0.00000014,-0.00000014,0.09616101,-0.09616827,0.05761094,-0.05761530,0.14023714,-0.14024904,0.01021576,-0.01021698,0.04419177,-0.04419488,0.00305894,-0.00305918,0.01938385,-0.01938540
-3.54477239,0.34663748,-0.34666371,0.00000017,-0.00000017,0.10721196,-0.10721962,0.06435175,-0.06435638,0.15634530,-0.15635795,0.01198651,-0.01198790,0.04877397,-0.04877719,0.00341863,-0.00341888,0.02156588,-0.02156750
-3.53876938,0.38397540,-0.38400292,0.00000022,-0.00000022,0.11887685,-0.11888488,0.07149978,-0.07150465,0.17334007,-0.17335340,0.01398548,-0.01398704,0.05349912,-0.05350242,0.00380033,-0.00380059,0.02385717,-0.02385887
-3.53276638,0.42300910,-0.42303776,0.00000027,-0.00000027,0.13110000,-0.13110834,0.07902975,-0.07903484,0.19113485,-0.19114882,0.01622437,-0.01622611,0.05832428,-0.05832762,0.00420254,-0.00420282,0.02624336,-0.02624512
-3.52676338,0.46350977,-0.46353940,0.00000034,-0.00000034,0.14381594,-0.14382455,0.08691117,-0.08691645,0.20962773,-0.20964224,0.01871202,-0.01871394,0.06320294,-0.06320628,0.00462345,-0.00462374,0.02870786,-0.02870967
-3.52076038,0.50521965,-0.50525003,0.00000042,-0.00000042,0.15695035,-0.15695916,0.09510881,-0.09511425,0.22870261,-0.22871759,0.02145365,-0.02145576,0.06808609,-0.06808940,0.00506091,-0.00506121,0.03123208,-0.03123393
-3.51475738,0.54785600,-0.54788693,0.00000052,-0.00000052,0.17042114,-0.17043009,0.10358322,-0.10358880,0.24823089,-0.24824622,0.02445006,-0.02445235,0.07292344,-0.07292668,0.00551250,-0.00551281,0.03379570,-0.03379757
-3.50875438,0.59111579,-0.59114702,0.00000063,-0.00000063,0.18413980,-0.18414881,0.11229134,-0.11229701,0.26807327,-0.26808887,0.02769693,-0.02769940,0.07766477,-0.07766791,0.00597555,-0.00597586,0.03637699,-0.03637887
-3.50275138,0.63468068,-0.63471197,0.00000076,-0.00000076,0.19801271,-0.19802172,0.12118708,-0.12119281,0.28808195,-0.28809769,0.03118416,-0.03118680,0.08226125,-0.08226425,0.00644716,-0.00644747,0.03895320,-0.03895507
-3.49674837,0.67822219,-0.67825327,0.00000091,-0.00000091,0.21194266,-0.21195158,0.13022190,-0.13022765,0.30810280,-0.30811856,0.03489534,-0.03489813,0.08666672,-0.08666954,0.00692421,-0.00692452,0.04150092,-0.04150276
-3.49074537,0.72140676,-0.72143740,0.00000109,-0.00000109,0.22583017,-0.22583892,0.13934534,-0.13935106,0.32797765,-0.32799332,0.03880739,-0.03881031,0.09083892,-0.09084154,0.00740346,-0.00740377,0.04399650,-0.04399829
-3.48474237,0.76390063,-0.76393056,0.00000129,-0.00000129,0.23957482,-0.23958334,0.14850540,-0.14851106,0.34754653,-0.34756197,0.04289040,-0.04289343,0.09474047,-0.09474286,0.00788152,-0.00788182,0.04641648,-0.04641820
-3.47873937,0.80537416,-0.80540313,0.00000152,-0.00000152,0.25307645,-0.25308466,0.15764890,-0.15765446,0.36664977,-0.36666486,0.04710771,-0.04711081,0.09833972,-0.09834185,0.00835491,-0.00835521,0.04873793,-0.04873956
-3.47273637,0.84550577,-0.84553353,0.00000178,-0.00000178,0.26623620,-0.26624401,0.16672167,-0.16672709,0.38513003,-0.38514466,0.05141622,-0.05141936,0.10161124,-0.10161311,0.00882010,-0.00882038,0.05093887,-0.05094040
-3.46673337,0.88398524,-0.88401155,0.00000206,-0.00000206,0.27895733,-0.27896468,0.17566871,-0.17567394,0.40283411,-0.40284815,0.05576705,-0.05577018,0.10453613,-0.10453772,0.00927350,-0.00927377,0.05299858,-0.05299999
-3.46073037,0.92051650,-0.92054115,0.00000238,-0.00000238,0.29114607,-0.29115289,0.18443424,-0.18443924,0.41961461,-0.41962796,0.06010641,-0.06010949,0.10710199,-0.10710329,0.00971155,-0.00971180,0.05489791,-0.05489918
-3.45472736,0.95482007,-0.95484285,0.00000273,-0.00000273,0.30271223,-0.30271846,0.19296173,-0.19296647,0.43533154,-0.43534408,0.06437676,-0.06437976,0.10930260,-0.10930361,0.01013071,-0.01013094,0.05661956,-0.05662069
-3.44872436,0.98663502,-0.98665574,0.00000310,-0.00000310,0.31356981,-0.31357538,0.20119407,-0.20119850,0.44985372,-0.44986534,0.06851829,-0.06852116,0.11113741,-0.11113814,0.01052748,-0.01052769,0.05814832,-0.05814929
-3.44272136,1.01572095,-1.01573944,0.00000351,-0.00000351,0.32363762,-0.32364248,0.20907366,-0.20907774,0.46306024,-0.46307086,0.07247050,-0.07247319,0.11261082,-0.11261127,0.01089849,-0.01089868,0.05947128,-0.05947209
-3.43671836,1.04185988,-1.04187598,0.00000394,-0.00000394,0.33283997,-0.33284408,0.21654276,-0.21654646,0.47484188,-0.47485142,0.07617401,-0.07617647,0.11373130,-0.11373147,0.01124050,-0.01124066,0.06057800,-0.06057864
-3.43071536,1.06485829,-1.06487189,0.00000440,-0.00000440,0.34110745,-0.34111076,0.22354400,-0.22354729,0.48510263,-0.48511102,0.07957243,-0.07957462,0.11451045,-0.11451036,0.01155045,-0.01155058,0.06146069,-0.06146115
-3.42471236,1.08454958,-1.08456057,0.00000488,-0.00000488,0.34837785,-0.34838034,0.23002108,-0.23002393,0.49376117,-0.49376835,0.08261424,-0.08261614,0.11496205,-0.11496171,0.01182552,-0.01182563,0.06211432,-0.06211460
-3.41870935,1.10079669,-1.10080501,0.00000538,-0.00000538,0.35459730,-0.35459894,0.23591974,-0.23592211,0.50075256,-0.50075848,0.08525463,-0.08525619,0.11510123,-0.11510065,0.01206320,-0.01206328,0.06253675,-0.06253685
-3.41270635,1.11349523,-1.11350082,0.00000589,-0.00000589,0.35972146,-0.35972223,0.24118892,-0.24119079,0.50602988,-0.50603452,0.08745712,-0.08745833,0.11494361,-0.11494282,0.01226134,-0.01226138,0.06272882,-0.06272874
-3.40670335,1.12257677,-1.12257963,0.00000642,-0.00000642,0.36371696,-0.36371685,0.24578218,-0.24578353,0.50956587,-0.50956923,0.08919503,-0.08919587,0.11450479,-0.11450379,0.01241820,-0.01241821,0.06269439,-0.06269414
-3.40070035,1.12801229,-1.12801246,0.00000696,-0.00000696,0.36656276,-0.36656179,0.24965920,-0.24966003,0.51135456,-0.51135663,0.09045253,-0.09045300,0.11379987,-0.11379869,0.01253256,-0.01253253,0.06244040,-0.06243998
-3.39469735,1.12981553,-1.12981305,0.00000750,-0.00000750,0.36825162,-0.36824980,0.25278742,-0.25278771,0.51141253,-0.51141335,0.09122542,-0.09122552,0.11284329,-0.11284193,0.01260372,-0.01260367,0.06197680,-0.06197622
-3.38869435,1.12804578,-1.12804076,0.00000805,-0.00000805,0.36879128,-0.36878865,0.25514359,-0.25514334,0.50977998,-0.50977959,0.09152142,-0.09152115,0.11164876,-0.11164724,0.01263161,-0.01263153,0.06131653,-0.06131581
-3.38269135,1.12281015,-1.12280272,0.00000859,-0.00000859,0.36820555,-0.36820215,0.25671524,-0.25671446,0.50652128,-0.50651975,0.09136002,-0.09135942,0.11022949,-0.11022783,0.01261680,-0.01261669,0.06047533,-0.06047448
-3.37668834,1.11426455,-1.11425487,0.00000913,-0.00000913,0.36653485,-0.36653072,0.25750186,-0.25750057,0.50172485,-0.50172225,0.09077191,-0.09077100,0.10859846,-0.10859667,0.01256052,-0.01256038,0.05947155,-0.05947058
-3.37068534,1.10261338,-1.10260166,0.00000966,-0.00000966,0.36383636,-0.36383157,0.25751579,-0.25751402,0.49550242,-0.49549886,0.08979790,-0.08979671,0.10676881,-0.10676691,0.01246467,-0.01246450,0.05832585,-0.05832478
-3.36468234,1.08810754,-1.08809401,0.00001019,-0.00001019,0.36018355,-0.36017819,0.25678260,-0.25678038,0.48798740,-0.48798299,0.08848748,-0.08848606,0.10475430,-0.10475229,0.01233180,-0.01233161,0.05706079,-0.05705965
-3.35867934,1.07104058,-1.07102549,0.00001070,-0.00001070,0.35566507,-0.35565921,0.25534094,-0.25533831,0.47933242,-0.47932728,0.08689705,-0.08689544,0.10256970,-0.10256760,0.01216508,-0.01216486,0.05570042,-0.05569922
-3.35267634,1.05174287,-1.05172651,0.00001120,-0.00001120,0.35038288,-0.35037660,0.25324187,-0.25323888,0.46970598,-0.46970025,0.08508779,-0.08508604,0.10023111,-0.10022894,0.01196818,-0.01196795,0.05426965,-0.05426841
-3.34667334,1.03057401,-1.03055667,0.00001168,-0.00001168,0.34444975,-0.34444316,0.25054752,-0.25054422,0.45928836,-0.45928217,0.08312342,-0.08312158,0.09775625,-0.09775402,0.01174525,-0.01174501,0.05279373,-0.05279247
-3.34067034,1.00791337,-1.00789533,0.00001216,-0.00001216,0.33798616,-0.33797935,0.24732925,-0.24732571,0.44826672,-0.44826023,0.08106785,-0.08106597,0.09516443,-0.09516217,0.01150072,-0.01150047,0.05129750,-0.05129624
-3.33466733,0.98414935,-0.98413091,0.00001262,-0.00001262,0.33111665,-0.33110971,0.24366530,-0.24366157,0.43682982,-0.43682315,0.07898281,-0.07898094,0.09247653,-0.09247424,0.01123924,-0.01123897,0.04980477,-0.04980352
-3.32866433,0.95966765,-0.95964908,0.00001307,-0.00001307,0.32396581,-0.32395884,0.23963800,-0.23963414,0.42516227,-0.42515555,0.07692564,-0.07692381,0.08971464,-0.08971234,0.01096545,-0.01096519,0.04833760,-0.04833639
-3.32266133,0.93483906,-0.93482062,0.00001351,-0.00001351,0.31665415,-0.31664722,0.23533077,-0.23532683,0.41343884,-0.41343220,0.07494724,-0.07494549,0.08690169,-0.08689939,0.01068392,-0.01068365,0.04691566,-0.04691449
-3.31665833,0.91000757,-0.90998948,0.00001393,-0.00001393,0.30929392,-0.30928712,0.23082500,-0.23082104,0.40181896,-0.40181250,0.07309037,-0.07308874,0.08406081,-0.08405853,0.01039892,-0.01039866,0.04555563,-0.04555453
-3.31065533,0.88547916,-0.88546161,0.00001434,-0.00001434,0.30198535,-0.30197872,0.22619706,-0.22619312,0.39044171,-0.39043552,0.07138832,-0.07138682,0.08121470,-0.08121246,0.01011431,-0.01011406,0.04427072,-0.04426968
-3.30465233,0.86151221,-0.86149536,0.00001474,-0.00001474,0.29481323,-0.29480683,0.22151549,-0.22151162,0.37942159,-0.37941574,0.06986394,-0.06986259,0.07838492,-0.07838273,0.00983344,-0.00983319,0.04307028,-0.04306931
-3.29864932,0.83830993,-0.83829387,0.00001512,-0.00001512,0.28784434,-0.28783820,0.21683877,-0.21683499,0.36884541,-0.36883995,0.06852922,-0.06852802,0.07559121,-0.07558907,0.00955898,-0.00955874,0.04195958,-0.04195868
-3.29264632,0.81601538,-0.81600018,0.00001548,-0.00001548,0.28112573,-0.28111987,0.21221354,-0.21220987,0.35877031,-0.35876525,0.06738530,-0.06738426,0.07285085,-0.07284877,0.00929291,-0.00929268,0.04093975,-0.04093893
-3.28664332,0.79470952,-0.79469518,0.00001582,-0.00001582,0.27468401,-0.27467842,0.20767372,-0.20767017,0.34922326,-0.34921862,0.06642298,-0.06642208,0.07017819,-0.07017618,0.00903647,-0.00903625,0.04000791,-0.04000716
-3.28064032,0.77441237,-0.77439887,0.00001613,-0.00001613,0.26852582,-0.26852050,0.20324034,-0.20323691,0.34020200,-0.34019774,0.06562363,-0.06562286,0.06758435,-0.06758241,0.00879012,-0.00878991,0.03915745,-0.03915676
-3.27463732,0.75508756,-0.75507481,0.00001641,-0.00001641,0.26263943,-0.26263435,0.19892226,-0.19891895,0.33167743,-0.33167352,0.06496055,-0.06495988,0.06507711,-0.06507524,0.00855363,-0.00855343,0.03837849,-0.03837784
-3.26863432,0.73664987,-0.73663778,0.00001664,-0.00001664,0.25699742,-0.25699254,0.19471781,-0.19471460,0.32359741,-0.32359380,0.06440060,-0.06440000,0.06266100,-0.06265920,0.00832613,-0.00832593,0.03765851,-0.03765791
-3.26263132,0.71897574,-0.71896419,0.00001684,-0.00001684,0.25156040,-0.25155568,0.19061715,-0.19061401,0.31589176,-0.31588838,0.06390612,-0.06390558,0.06033765,-0.06033592,0.00810619,-0.00810600,0.03698310,-0.03698253
-3.25662831,0.70191602,-0.70190485,0.00001698,-0.00001698,0.24628154,-0.24627693,0.18660534,-0.18660225,0.30847828,-0.30847506,0.06343703,-0.06343651,0.05810638,-0.05810471,0.00789198,-0.00789180,0.03633681,-0.03633626
-3.25062531,0.68531050,-0.68529957,0.00001707,-0.00001707,0.24111174,-0.24110721,0.18266602,-0.18266297,0.30126947,-0.30126634,0.06295291,-0.06295238,0.05596489,-0.05596328,0.00768143,-0.00768125,0.03570406,-0.03570352
-3.24462231,0.66900348,-0.66899266,0.00001709,-0.00001709,0.23600521,-0.23600070,0.17878537,-0.17878233,0.29417963,-0.29417651,0.06241512,-0.06241456,0.05391014,-0.05390858,0.00747236,-0.00747218,0.03507005,-0.03506950
-3.23861931,0.65285962,-0.65284879,0.00001705,-0.00001705,0.23092504,-0.23092052,0.17495626,-0.17495322,0.28713198,-0.28712882,0.06178884,-0.06178821,0.05193937,-0.05193786,0.00726266,-0.00726248,0.03442169,-0.03442113
-3.23261631,0.63677914,-0.63676821,0.00001694,-0.00001694,0.22584870,-0.22584414,0.17118230,-0.17117926,0.28006553,-0.28006227,0.06104476,-0.06104406,0.05005103,-0.05004956,0.00705046,-0.00705028,0.03374843,-0.03374785
-3.22661331,0.62071183,-0.62070074,0.00001677,-0.00001677,0.22077302,-0.22076842,0.16748170,-0.16747865,0.27294123,-0.27293783,0.06016067,-0.06015987,0.04824582,-0.04824440,0.00683426,-0.00683407,0.03304302,-0.03304241
-3.22061031,0.60466894,-0.60465768,0.00001653,-0.00001652,0.21571844,-0.21571381,0.16389049,-0.16388745,0.26574720,-0.26574366,0.05912261,-0.05912170,0.04652754,-0.04652616,0.00661306,-0.00661287,0.03230206,-0.03230142
-3.21460730,0.58873252,-0.58872113,0.00001622,-0.00001622,0.21073239,-0.21072774,0.16046522,-0.16046222,0.25850279,-0.25849910,0.05792566,-0.05792465,0.04490384,-0.04490250,0.00638649,-0.00638630,0.03152651,-0.03152585
-3.20860430,0.57306161,-0.57305018,0.00001585,-0.00001585,0.20589144,-0.20588682,0.15728472,-0.15728181,0.25126117,-0.25125736,0.05657442,-0.05657330,0.04338677,-0.04338549,0.00615482,-0.00615463,0.03072192,-0.03072123
-3.20260130,0.55789508,-0.55788374,0.00001543,-0.00001543,0.20130234,-0.20129782,0.15445100,-0.15444823,0.24411051,-0.24410664,0.05508297,-0.05508176,0.04199313,-0.04199191,0.00591905,-0.00591885,0.02989845,-0.02989774
-3.19659830,0.54355083,-0.54353977,0.00001496,-0.00001496,0.19710169,-0.19709734,0.15208906,-0.15208650,0.23717354,-0.23716968,0.05347459,-0.05347330,0.04074452,-0.04074338,0.00568087,-0.00568067,0.02907082,-0.02907011
-3.19059530,0.53042151,-0.53041098,0.00001446,-0.00001446,0.19345429,-0.19345021,0.15034572,-0.15034345,0.23060557,-0.23060182,0.05178103,-0.05177968,0.03966715,-0.03966609,0.00544264,-0.00544244,0.02825796,-0.02825724
-3.18459230,0.51896680,-0.51895707,0.00001394,-0.00001394,0.19055027,-0.19054657,0.14938738,-0.14938551,0.22459107,-0.22458756,0.05004151,-0.05004012,0.03879138,-0.03879043,0.00520733,-0.00520713,0.02748248,-0.02748179
-3.17858929,0.50970253,-0.50969391,0.00001341,-0.00001340,0.18860099,-0.18859779,0.14939684,-0.14939546,0.21933900,-0.21933584,0.04830148,-0.04830009,0.03815102,-0.03815020,0.00497841,-0.00497821,0.02677012,-0.02676946
-3.17258629,0.50318718,-0.50318000,0.00001287,-0.00001287,0.18783397,-0.18783141,0.15056918,-0.15056840,0.21507691,-0.21507426,0.04661120,-0.04660983,0.03778239,-0.03778171,0.00475975,-0.00475956,0.02614891,-0.02614830
-3.16658329,0.50000611,-0.50000071,0.00001236,-0.00001236,0.18848692,-0.18848512,0.15310693,-0.15310686,0.21204428,-0.21204228,0.04502413,-0.04502282,0.03772316,-0.03772264,0.00455548,-0.00455530,0.02564836,-0.02564782
-3.16058029,0.50075420,-0.50075093,0.00001187,-0.00001187,0.19080108,-0.19080018,0.15721457,-0.15721533,0.21048516,-0.21048396,0.04359535,-0.04359413,0.03801110,-0.03801077,0.00436985,-0.00436968,0.02529851,-0.02529806
-3.15457729,0.50601742,-0.50601662,0.00001143,-0.00001143,0.19501418,-0.19501431,0.16309265,-0.16309433,0.21064043,-0.21064020,0.04237989,-0.04237879,0.03868264,-0.03868252,0.00420708,-0.00420692,0.02512899,-0.02512865
-3.14857429,0.51635397,-0.51635595,0.00001104,-0.00001104,0.20135310,-0.20135438,0.17093156,-0.17093427,0.21274007,-0.21274093,0.04143114,-0.04143019,0.03977148,-0.03977157,0.00407122,-0.00407108,0.02516809,-0.02516787
-3.14257129,0.53227560,-0.53228065,0.00001072,-0.00001072,0.21002654,-0.21002907,0.18090525,-0.18090907,0.21699538,-0.21699748,0.04079941,-0.04079864,0.04130707,-0.04130739,0.00396601,-0.00396588,0.02544181,-0.02544173
-3.13656828,0.55422972,-0.55423807,0.00001047,-0.00001047,0.22121794,-0.22122181,0.19316509,-0.19317009,0.22359179,-0.22359525,0.04053049,-0.04052993,0.04331327,-0.04331383,0.00389476,-0.00389465,0.02597303,-0.02597309
-3.13056528,0.58258268,-0.58259454,0.00001029,-0.00001029,0.23507874,-0.23508401,0.20783395,-0.20784019,0.23268211,-0.23268701,0.04066454,-0.04066421,0.04580704,-0.04580786,0.00386024,-0.00386015,0.02678070,-0.02678093
-3.12456228,0.61760494,-0.61762045,0.00001021,-0.00001020,0.25172228,-0.25172902,0.22500080,-0.22500831,0.24438059,-0.24438703,0.04123501,-0.04123492,0.04879735,-0.04879841,0.00386458,-0.00386452,0.02787920,-0.02787959
-3.11855928,0.65945829,-0.65947751,0.00001020,-0.00001020,0.27121849,-0.27122670,0.24471593,-0.24472473,0.25875799,-0.25876601,0.04226783,-0.04226800,0.05228418,-0.05228549,0.00390923,-0.00390919,0.02927775,-0.02927831
-3.11255628,0.70818558,-0.70820852,0.00001029,-0.00001029,0.29358940,-0.29359909,0.26698694,-0.26699701,0.27583753,-0.27584716,0.04378080,-0.04378123,0.05625793,-0.05625948,0.00399487,-0.00399485,0.03097999,-0.03098073
-3.10655328,0.76370322,-0.76372982,0.00001045,-0.00001045,0.31880578,-0.31881689,0.29177562,-0.29178692,0.29559210,-0.29560333,0.04578308,-0.04578378,0.06069896,-0.06070072,0.00412141,-0.00412142,0.03298369,-0.03298459
-3.10055028,0.82579661,-0.82582672,0.00001070,-0.00001070,0.34678476,-0.34679725,0.31899586,-0.31900833,0.31794255,-0.31795534,0.04827500,-0.04827597,0.06557746,-0.06557942,0.00428799,-0.00428802,0.03528055,-0.03528162
-3.09454727,0.89411858,-0.89415200,0.00001101,-0.00001101,0.37738879,-0.37740256,0.34851263,-0.34852617,0.34275725,-0.34277155,0.05124792,-0.05124914,0.07085373,-0.07085586,0.00449297,-0.00449301,0.03785625,-0.03785748
-3.08854427,0.96819090,-0.96822734,0.00001139,-0.00001139,0.41042563,-0.41044055,0.38014207,-0.38015658,0.36985280,-0.36986852,0.05468428,-0.05468574,0.07647863,-0.07648090,0.00473397,-0.00473403,0.04069048,-0.04069185
-3.08254127,1.04740884,-1.04744796,0.00001181,-0.00001181,0.44564966,-0.44566558,0.41365273,-0.41366806,0.39899588,-0.39901289,0.05855784,-0.05855953,0.08239443,-0.08239680,0.00500793,-0.00500800,0.04375725,-0.04375876
-3.07653827,1.13104858,-1.13108997,0.00001228,-0.00001228,0.48276433,-0.48278109,0.44876792,-0.44878392,0.42990626,-0.42992442,0.06283405,-0.06283594,0.08853591,-0.08853835,0.00531117,-0.00531125,0.04702523,-0.04702684
-3.07053527,1.21827738,-1.21832058,0.00001277,-0.00001277,0.52142577,-0.52144316,0.48516912,-0.48518560,0.46226077,-0.46227990,0.06747047,-0.06747253,0.09483179,-0.09483425,0.00563944,-0.00563953,0.05045821,-0.05045991
-3.06453227,1.30816626,-1.30821074,0.00001327,-0.00001327,0.56124739,-0.56126520,0.52250042,-0.52251719,0.49569824,-0.49571816,0.07241742,-0.07241962,0.10120628,-0.10120872,0.00598802,-0.00598813,0.05401573,-0.05401750
-3.05852926,1.39970483,-1.39975005,0.00001377,-0.00001377,0.60180554,-0.60182354,0.56037384,-0.56039067,0.52982527,-0.52984577,0.07761871,-0.07762101,0.10758093,-0.10758330,0.00635183,-0.00635193,0.05765369,-0.05765550
-3.05252626,1.49181811,-1.49186348,0.00001426,-0.00001426,0.64264594,-0.64266388,0.59837539,-0.59839207,0.56422267,-0.56424353,0.08301244,-0.08301481,0.11387651,-0.11387877,0.00672546,-0.00672557,0.06132513,-0.06132696
-3.04652326,1.58338485,-1.58342977,0.00001472,-0.00001472,0.68329088,-0.68330850,0.63607188,-0.63608818,0.59845250,-0.59847348,0.08853205,-0.08853444,0.12001509,-0.12001718,0.00710334,-0.00710345,0.06498106,-0.06498288
-3.04052026,1.67325705,-1.67330089,0.00001514,-0.00001514,0.72324699,-0.72326403,0.67301809,-0.67303377,0.63206555,-0.63208640,0.09410730,-0.09410968,0.12592202,-0.12592391,0.00747980,-0.00747990,0.06857122,-0.06857300
-3.03451726,1.76028030,-1.76032245,0.00001551,-0.00001551,0.76201346,-0.76202966,0.70876440,-0.70877924,0.66460911,-0.66462960,0.09966555,-0.09966787,0.13152800,-0.13152964,0.00784914,-0.00784923,0.07204507,-0.07204678
-3.02851426,1.84331457,-1.84335442,0.00001582,-0.00001582,0.79909057,-0.79910568,0.74286457,-0.74287833,0.69563499,-0.69565486,0.10513304,-0.10513526,0.13677100,-0.13677235,0.00820579,-0.00820587,0.07535259,-0.07535421
-3.02251126,1.92125507,-1.92129203,0.00001607,-0.00001607,0.83398835,-0.83400213,0.77488352,-0.77489599,0.72470746,-0.72472648,0.11043629,-0.11043835,0.14159804,-0.14159907,0.00854435,-0.00854441,0.07844525,-0.07844676
-3.01650825,1.99305274,-1.99308626,0.00001624,-0.00001624,0.86623523,-0.86624744,0.80440506,-0.80441604,0.75141120,-0.75142915,0.11550358,-0.11550544,0.14596688,-0.14596755,0.00885968,-0.00885973,0.08127685,-0.08127821
-3.01050525,2.05773413,-2.05776370,0.00001635,-0.00001635,0.89538651,-0.89539694,0.83103930,-0.83104860,0.77535899,-0.77537564,0.12026653,-0.12026816,0.14984738,-0.14984767,0.00914702,-0.00914705,0.08380437,-0.08380557
-3.00450225,2.11442014,-2.11444530,0.00001639,-0.00001639,0.92103254,-0.92104099,0.85442970,-0.85443717,0.79619898,-0.79621414,0.12466166,-0.12466301,0.15322273,-0.15322261,0.00940201,-0.00940202,0.08598880,-0.08598981
-2.99849925,2.16234341,-2.16236378,0.00001636,-0.00001636,0.94280635,-0.94281267,0.87425959,-0.87426509,0.81362154,-0.81363504,0.12863196,-0.12863299,0.15609028,-0.15608974,0.00962078,-0.00962077,0.08779585,-0.08779665
-2.99249625,2.20086391,-2.20087915,0.00001628,-0.00001628,0.96039071,-0.96039475,0.89025799,-0.89026141,0.82736545,-0.82737715,0.13212842,-0.13212911,0.15846217,-0.15846120,0.00980001,-0.00979998,0.08919663,-0.08919721
-2.98649325,2.22948232,-2.22949218,0.00001614,-0.00001614,0.97352432,-0.97352598,0.90220467,-0.90220593,0.83722328,-0.83723306,0.13511146,-0.13511177,0.16036559,-0.16036417,0.00993699,-0.00993693,0.09016821,-0.09016856
-2.98049025,2.24785104,-2.24785536,0.00001597,-0.00001597,0.98200705,-0.98200627,0.90993436,-0.90993342,0.84304593,-0.84305371,0.13755217,-0.13755208,0.16184268,-0.16184082,0.01002961,-0.01002953,0.09069410,-0.09069421
-2.97448724,2.25578233,-2.25578103,0.00001578,-0.00001578,0.98570412,-0.98570086,0.91333994,-0.91333678,0.84474609,-0.84475182,0.13943339,-0.13943288,0.16295011,-0.16294781,0.01007645,-0.01007635,0.09076456,-0.09076442
-2.96848424,2.25325334,-2.25324643,0.00001558,-0.00001558,0.98454898,-0.98454325,0.91237451,-0.91236915,0.84230062,-0.84230429,0.14075048,-0.14074954,0.16375825,-0.16375552,0.01007673,-0.01007661,0.09037683,-0.09037645
-2.96248124,2.24040786,-2.24039544,0.00001539,-0.00001539,0.97854485,-0.97853669,0.90705245,-0.90704495,0.83575166,-0.83575330,0.14151177,-0.14151040,0.16435002,-0.16434688,0.01003037,-0.01003022,0.08953518,-0.08953457
-2.95647824,2.21755442,-2.21753669,0.00001523,-0.00001523,0.96776489,-0.96775439,0.89744912,-0.89743956,0.82520642,-0.82520609,0.14173873,-0.14173694,0.16481926,-0.16481572,0.00993794,-0.00993778,0.08825086,-0.08825001
-2.95047524,2.18516086,-2.18513809,0.00001514,-0.00001514,0.95235077,-0.95233803,0.88369946,-0.88368796,0.81083565,-0.81083346,0.14146562,-0.14146340,0.16526881,-0.16526489,0.00980067,-0.00980049,0.08654179,-0.08654071
-2.94447224,2.14384511,-2.14381766,0.00001512,-0.00001512,0.93250982,-0.93249500,0.86599535,-0.86598205,0.79287071,-0.79286680,0.14073880,-0.14073618,0.16580814,-0.16580387,0.00962040,-0.00962020,0.08443224,-0.08443096
-2.93846923,2.09436252,-2.09433083,0.00001521,-0.00001521,0.90851069,-0.90849397,0.84458173,-0.84456681,0.77159931,-0.77159385,0.13961566,-0.13961267,0.16655070,-0.16654611,0.00939953,-0.00939931,0.08195226,-0.08195079
-2.93246623,2.03758973,-2.03755430,0.00001542,-0.00001542,0.88067766,-0.88065924,0.81975170,-0.81973536,0.74735996,-0.74735316,0.13816311,-0.13815976,0.16761091,-0.16760604,0.00914097,-0.00914074,0.07913705,-0.07913541
-2.92646323,1.97450559,-1.97446700,0.00001580,-0.00001580,0.84938363,-0.84936373,0.79184055,-0.79182300,0.72053532,-0.72052740,0.13645570,-0.13645204,0.16910091,-0.16909580,0.00884812,-0.00884788,0.07602612,-0.07602433
-2.92046023,1.90616958,-1.90612843,0.00001635,-0.00001635,0.81504213,-0.81502099,0.76121899,-0.76120045,0.69154447,-0.69153570,0.13457354,-0.13456961,0.17112719,-0.17112188,0.00852471,-0.00852446,0.07266247,-0.07266056
