energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.84992496,3.80830747,0.00821201,1.06934249,0.19380835,0.04091614,1.02672033,1.09530076,1.49789999
-5.84392196,3.88020647,0.00837517,1.08656360,0.19334330,0.04194878,1.05235259,1.11957408,1.51921848
-5.83791896,3.94624859,0.00853457,1.10205337,0.19234921,0.04294612,1.07652432,1.14225040,1.53763694
-5.83191596,4.00649617,0.00869285,1.11576422,0.19087415,0.04392072,1.09930241,1.16327402,1.55308034
-5.82591296,4.06122215,0.00885290,1.12771397,0.18897967,0.04488733,1.12080158,1.18263453,1.56557335
-5.81990995,4.11089230,0.00901779,1.13798414,0.18673839,0.04586237,1.14117625,1.20036540,1.57523669
-5.81390695,4.15613978,0.00919065,1.14671574,0.18423114,0.04686344,1.16061095,1.21654071,1.58227943
-5.80790395,4.19773279,0.00937452,1.15410229,0.18154388,0.04790863,1.17930960,1.23127021,1.58698776
-5.80190095,4.23653638,0.00957228,1.16038049,0.17876433,0.04901586,1.19748424,1.24469279,1.58971033
-5.79589795,4.27346996,0.00978643,1.16581871,0.17597862,0.05020220,1.21534366,1.25696866,1.59084096
-5.78989495,4.30946199,0.01001904,1.17070372,0.17326798,0.05148313,1.23308240,1.26827051,1.59079930
-5.78389195,4.34540384,0.01027157,1.17532631,0.17070571,0.05287183,1.25087057,1.27877411,1.59001030
-5.77788894,4.38210467,0.01054476,1.17996626,0.16835448,0.05437851,1.26884489,1.28864868,1.58888337
-5.77188594,4.42024924,0.01083859,1.18487758,0.16626413,0.05600982,1.28710127,1.29804752,1.58779239
-5.76588294,4.46036056,0.01115214,1.19027452,0.16447007,0.05776836,1.30568920,1.30709941,1.58705726
-5.75987994,4.50276923,0.01148361,1.19631932,0.16299223,0.05965223,1.32460808,1.31590112,1.58692821
-5.75387694,4.54759070,0.01183029,1.20311218,0.16183480,0.06165483,1.34380560,1.32451151,1.58757346
-5.74787394,4.59471193,0.01218859,1.21068418,0.16098660,0.06376470,1.36317818,1.33294753,1.58907106
-5.74187094,4.64378805,0.01255410,1.21899359,0.16042211,0.06596559,1.38257338,1.34118234,1.59140530
-5.73586793,4.69424955,0.01292168,1.22792577,0.16010313,0.06823668,1.40179409,1.34914579,1.59446798
-5.72986493,4.74531977,0.01328562,1.23729700,0.15998094,0.07055296,1.42060450,1.35672715,1.59806458
-5.72386193,4.79604239,0.01363977,1.24686188,0.15999891,0.07288578,1.43873741,1.36378031,1.60192508
-5.71785893,4.84531769,0.01397772,1.25632433,0.16009537,0.07520351,1.45590273,1.37013091,1.60571889
-5.71185593,4.89194635,0.01429304,1.26535145,0.16020670,0.07747240,1.47179691,1.37558551,1.60907334
-5.70585293,4.93467905,0.01457942,1.27358977,0.16027038,0.07965748,1.48611306,1.37994213,1.61159474
-5.69984992,4.97226963,0.01483093,1.28068305,0.16022799,0.08172349,1.49855122,1.38300193,1.61289100
-5.69384692,5.00352985,0.01504220,1.28629084,0.16002799,0.08363594,1.50882887,1.38458139,1.61259472
-5.68784392,5.02738318,0.01520860,1.29010673,0.15962804,0.08536207,1.51669101,1.38452456,1.61038570
-5.68184092,5.04291542,0.01532641,1.29187557,0.15899703,0.08687178,1.52191977,1.38271485,1.60601158
-5.67583792,5.04941993,0.01539294,1.29140865,0.15811653,0.08813850,1.52434313,1.37908563,1.59930578
-5.66983492,5.04643545,0.01540663,1.28859620,0.15698159,0.08913994,1.52384252,1.37362951,1.59020168
-5.66383192,5.03377488,0.01536710,1.28341647,0.15560116,0.08985860,1.52035903,1.36640546,1.57874255
-5.65782891,5.01154375,0.01527516,1.27594101,0.15399772,0.09028227,1.51389803,1.35754367,1.56508656
-5.65182591,4.98014747,0.01513279,1.26633597,0.15220647,0.09040421,1.50453191,1.34724785,1.54950669
-5.64582291,4.94028714,0.01494306,1.25485921,0.15027403,0.09022322,1.49240096,1.33579467,1.53238556
-5.63981991,4.89294400,0.01471001,1.24185340,0.14825661,0.08974351,1.47771208,1.32353037,1.51420540
-5.63381691,4.83935314,0.01443855,1.22773563,0.14621795,0.08897442,1.46073547,1.31086460,1.49553353
-5.62781391,4.78096762,0.01413429,1.21298373,0.14422688,0.08793000,1.44179931,1.29826160,1.47700412
-5.62181091,4.71941441,0.01380332,1.19812008,0.14235479,0.08662844,1.42128241,1.28622897,1.45929686
-5.61580790,4.65644397,0.01345209,1.18369374,0.14067308,0.08509148,1.39960524,1.27530450,1.44311355
-5.60980490,4.59387546,0.01308717,1.17026132,0.13925054,0.08334375,1.37721947,1.26604132,1.42915361
-5.60380190,4.53353973,0.01271509,1.15836780,0.13815099,0.08141204,1.35459642,1.25899200,1.41808930
-5.59779890,4.47722226,0.01234218,1.14852772,0.13743109,0.07932466,1.33221477,1.25469213,1.41054184
-5.59179590,4.42660810,0.01197439,1.14120760,0.13713839,0.07711081,1.31054802,1.25364380,1.40705917
-5.58579290,4.38323089,0.01161722,1.13681020,0.13730989,0.07479999,1.29005203,1.25629976,1.40809615
-5.57978989,4.34842748,0.01127554,1.13566110,0.13797080,0.07242149,1.27115329,1.26304862,1.41399801
-5.57378689,4.32329972,0.01095358,1.13799796,0.13913390,0.07000400,1.25423809,1.27420162,1.42498736
-5.56778389,4.30868441,0.01065486,1.14396279,0.14079920,0.06757518,1.23964312,1.28998145,1.44115529
-5.56178089,4.30513220,0.01038217,1.15359733,0.14295410,0.06516147,1.22764776,1.31051341,1.46245662
-5.55577789,4.31289567,0.01013756,1.16684151,0.14557391,0.06278783,1.21846834,1.33581919,1.48870945
-5.54977489,4.33192664,0.00992236,1.18353500,0.14862273,0.06047753,1.21225432,1.36581339,1.51959883
-5.54377189,4.36188235,0.00973725,1.20342154,0.15205468,0.05825210,1.20908675,1.40030295,1.55468428
-5.53776888,4.40213981,0.00958227,1.22615580,0.15581534,0.05613110,1.20897864,1.43898928,1.59341079
-5.53176588,4.45181742,0.00945687,1.25131257,0.15984344,0.05413209,1.21187740,1.48147316,1.63512285
-5.52576288,4.50980288,0.00936003,1.27839768,0.16407263,0.05227047,1.21766888,1.52726205,1.67908093
-5.51975988,4.57478600,0.00929025,1.30686042,0.16843340,0.05055931,1.22618305,1.57577962,1.72447982
-5.51375688,4.64529531,0.00924566,1.33610698,0.17285491,0.04900926,1.23720079,1.62637719,1.77046819
-5.50775388,4.71973720,0.00922406,1.36551454,0.17726689,0.04762837,1.25046156,1.67834669,1.81616884
-5.50175088,4.79643620,0.00922298,1.39444560,0.18160142,0.04642189,1.26567174,1.73093487,1.86069890
-5.49574787,4.87367558,0.00923971,1.42226222,0.18579454,0.04539218,1.28251317,1.78335834,1.90318958
-5.48974487,4.94973698,0.00927140,1.44833978,0.18978782,0.04453854,1.30065179,1.83481915,1.94280495
-5.48374187,5.02293847,0.00931505,1.47208016,0.19352966,0.04385713,1.31974607,1.88452052,1.97875923
-5.47773887,5.09167026,0.00936761,1.49292386,0.19697653,0.04334098,1.33945501,1.93168260,2.01033246
-5.47173587,5.15442743,0.00942598,1.51036109,0.20009395,0.04297996,1.35944574,1.97555784,2.03688410
-5.46573287,5.20983954,0.00948710,1.52394153,0.20285736,0.04276098,1.37940041,2.01544580,2.05786451
-5.45972986,5.25669649,0.00954798,1.53328272,0.20525281,0.04266817,1.39902247,2.05070724,2.07282417
-5.45372686,5.29397074,0.00960578,1.53807697,0.20727747,0.04268322,1.41804228,2.08077714,2.08142061
-5.44772386,5.32083552,0.00965786,1.53809671,0.20894003,0.04278579,1.43622188,2.10517666,2.08342295
-5.44172086,5.33667900,0.00970186,1.53319826,0.21026091,0.04295402,1.45335909,2.12352357,2.07871437
-5.43571786,5.34111429,0.00973577,1.52332398,0.21127227,0.04316509,1.46929086,2.13554112,2.06729219
-5.42971486,5.33398512,0.00975797,1.50850281,0.21201790,0.04339590,1.48389570,2.14106505,2.04926601
-5.42371186,5.31536714,0.00976734,1.48884917,0.21255282,0.04362375,1.49709532,2.14004844,2.02485377
-5.41770885,5.28556463,0.00976330,1.46456021,0.21294268,0.04382697,1.50885527,2.13256427,1.99437595
-5.41170585,5.24510253,0.00974581,1.43591153,0.21326287,0.04398567,1.51918468,2.11880533,1.95824795
-5.40570285,5.19471377,0.00971548,1.40325125,0.21359734,0.04408233,1.52813479,2.09908147,1.91697090
-5.39969985,5.13532188,0.00967352,1.36699273,0.21403707,0.04410234,1.53579646,2.07381386,1.87112082
-5.39369685,5.06801901,0.00962173,1.32760581,0.21467826,0.04403450,1.54229651,2.04352636,1.82133651
-5.38769385,4.99403961,0.00956250,1.28560689,0.21562009,0.04387131,1.54779295,2.00883406,1.76830628
-5.38169085,4.91473036,0.00949871,1.24154793,0.21696229,0.04360925,1.55246911,1.97042899,1.71275371
-5.37568784,4.83151671,0.00943365,1.19600461,0.21880239,0.04324878,1.55652696,1.92906345,1.65542281
-5.36968484,4.74586721,0.00937095,1.14956399,0.22123276,0.04279433,1.56017965,1.88553135,1.59706274
-5.36368184,4.65925637,0.00931440,1.10281189,0.22433760,0.04225406,1.56364361,1.84064797,1.53841273
-5.35767884,4.57312728,0.00926785,1.05632028,0.22818995,0.04163955,1.56713054,1.79522895,1.48018719
-5.35167584,4.48885537,0.00923506,1.01063521,0.23284877,0.04096534,1.57083962,1.75006903,1.42306178
-5.34567284,4.40771439,0.00921955,0.96626539,0.23835641,0.04024845,1.57495032,1.70592147,1.36766062
-5.33966983,4.33084611,0.00922445,0.92367198,0.24473639,0.03950777,1.57961614,1.66347879,1.31454505
-5.33366683,4.25923476,0.00925243,0.88325972,0.25199183,0.03876344,1.58495975,1.62335561,1.26420432
-5.32766383,4.19368729,0.00930553,0.84536982,0.26010442,0.03803624,1.59106961,1.58607428,1.21704853
-5.32166083,4.13482026,0.00938514,0.81027466,0.26903421,0.03734698,1.59799852,1.55205379,1.17340387
-5.31565783,4.08305370,0.00949194,0.77817470,0.27872020,0.03671590,1.60576395,1.52160244,1.13351044
-5.30965483,4.03861227,0.00962587,0.74919728,0.28908164,0.03616219,1.61435039,1.49491441,1.09752258
-5.30365183,4.00153340,0.00978617,0.72339778,0.30002019,0.03570352,1.62371347,1.47207050,1.06551162
-5.29764882,3.97168195,0.00997140,0.70076262,0.31142263,0.03535563,1.63378554,1.45304261,1.03747098
-5.29164582,3.94877049,0.01017954,0.68121422,0.32316427,0.03513208,1.64448257,1.43770195,1.01332311
-5.28564282,3.93238411,0.01040809,0.66461759,0.33511264,0.03504397,1.65571175,1.42583038,0.99292828
-5.27963982,3.92200847,0.01065414,0.65078828,0.34713142,0.03509982,1.66737940,1.41713424,0.97609441
-5.27363682,3.91705954,0.01091452,0.63950139,0.35908440,0.03530545,1.67939866,1.41126012,0.96258793
-5.26763382,3.91691371,0.01118589,0.63050124,0.37083922,0.03566394,1.69169640,1.40781164,0.95214479
-5.26163082,3.92093666,0.01146490,0.62351150,0.38227076,0.03617563,1.70421898,1.40636665,0.94448161
-5.25562781,3.92850984,0.01174821,0.61824515,0.39326391,0.03683817,1.71693642,1.40649394,0.93930620
-5.24962481,3.93905329,0.01203266,0.61441428,0.40371580,0.03764657,1.72984464,1.40776894,0.93632734
-5.24362181,3.95204415,0.01231524,0.61173915,0.41353714,0.03859332,1.74296577,1.40978764,0.93526337
-5.23761881,3.96703016,0.01259324,0.60995640,0.42265287,0.03966848,1.75634632,1.41217854,0.93584952
-5.23161581,3.98363789,0.01286415,0.60882612,0.43100204,0.04085986,1.77005349,1.41461202,0.93784368
-5.22561281,4.00157596,0.01312579,0.60813776,0.43853699,0.04215320,1.78416977,1.41680718,0.94103062
-5.21960980,4.02063333,0.01337620,0.60771453,0.44522199,0.04353237,1.79878616,1.41853613,0.94522471
-5.21360680,4.04067342,0.01361369,0.60741644,0.45103148,0.04497963,1.81399455,1.41962560,0.95027109
-5.20760380,4.06162474,0.01383677,0.60714199,0.45594808,0.04647597,1.82987963,1.41995647,0.95604551
-5.20160080,4.08346892,0.01404417,0.60682832,0.45996056,0.04800141,1.84651090,1.41946116,0.96245298
-5.19559780,4.10622707,0.01423482,0.60645017,0.46306191,0.04953541,1.86393521,1.41811953,0.96942533
-5.18959480,4.12994537,0.01440782,0.60601763,0.46524780,0.05105733,1.88217033,1.41595359,0.97691809
-5.18359180,4.15468078,0.01456247,0.60557286,0.46651529,0.05254687,1.90119988,1.41302134,0.98490658
-5.17758879,4.18048761,0.01469828,0.60518590,0.46686220,0.05398456,1.92096987,1.40941033,0.99338178
-5.17158579,4.20740557,0.01481503,0.60494985,0.46628690,0.05535229,1.94138706,1.40523112,1.00234590
-5.16558279,4.23544987,0.01491276,0.60497555,0.46478869,0.05663373,1.96231923,1.40061104,1.01180795
-5.15957979,4.26460353,0.01499188,0.60538593,0.46236860,0.05781487,1.98359725,1.39568839,1.02177946
-5.15357679,4.29481230,0.01505319,0.60631035,0.45903057,0.05888433,2.00501893,1.39060734,1.03227050
-5.14757379,4.32598210,0.01509791,0.60787892,0.45478295,0.05983377,2.02635446,1.38551364,1.04328608
-5.14157079,4.35797899,0.01512778,0.61021717,0.44964002,0.06065808,2.04735304,1.38055100,1.05482318
-5.13556778,4.39063152,0.01514502,0.61344109,0.44362357,0.06135553,2.06775072,1.37585844,1.06686827
-5.12956478,4.42373529,0.01515237,0.61765278,0.43676426,0.06192785,2.08727886,1.37156826,1.07939564
-5.12356178,4.45705929,0.01515307,0.62293668,0.42910273,0.06238007,2.10567302,1.36780466,1.09236642
-5.11755878,4.49035388,0.01515083,0.62935659,0.42069031,0.06272038,2.12268203,1.36468299,1.10572831
-5.11155578,4.52335982,0.01514974,0.63695346,0.41158927,0.06295978,2.13807675,1.36230926,1.11941617
-5.10555278,4.55581817,0.01515420,0.64574397,0.40187264,0.06311171,2.15165847,1.36078004,1.13335321
-5.09954977,4.58748034,0.01516879,0.65571991,0.39162343,0.06319150,2.16326641,1.36018235,1.14745288
-5.09354677,4.61811803,0.01519814,0.66684827,0.38093354,0.06321587,2.17278421,1.36059364,1.16162134
-5.08754377,4.64753247,0.01524679,0.67907204,0.36990215,0.06320227,2.18014516,1.36208160,1.17576023
-5.08154077,4.67556256,0.01531902,0.69231160,0.35863387,0.06316829,2.18533590,1.36470369,1.18976987
-5.07553777,4.70209135,0.01541869,0.70646659,0.34723661,0.06313104,2.18839840,1.36850647,1.20355246
-5.06953477,4.72705070,0.01554910,0.72141820,0.33581939,0.06310652,2.18943021,1.37352457,1.21701530
-5.06353177,4.75042358,0.01571282,0.73703181,0.32449006,0.06310910,2.18858267,1.37977933,1.23007376
-5.05752876,4.77224403,0.01591160,0.75315978,0.31335319,0.06315104,2.18605743,1.38727727,1.24265399
-5.05152576,4.79259468,0.01614626,0.76964444,0.30250802,0.06324209,2.18210091,1.39600831,1.25469502
-5.04552276,4.81160186,0.01641660,0.78632118,0.29204678,0.06338922,2.17699729,1.40594405,1.26615050
-5.03951976,4.82942871,0.01672141,0.80302148,0.28205317,0.06359644,2.17105992,1.41703612,1.27698964
-5.03351676,4.84626648,0.01705845,0.81957608,0.27260132,0.06386477,2.16462169,1.42921494,1.28719771
-5.02751376,4.86232470,0.01742450,0.83581794,0.26375499,0.06419224,2.15802454,1.44238890,1.29677579
-5.02151076,4.87782060,0.01781547,0.85158529,0.25556721,0.06457416,2.15160877,1.45644430,1.30574004
-5.01550775,4.89296861,0.01822650,0.86672451,0.24808026,0.06500336,2.14570227,1.47124605,1.31412049
-5.00950475,4.90797019,0.01865214,0.88109288,0.24132586,0.06547058,2.14061040,1.48663930,1.32195936
-5.00350175,4.92300486,0.01908651,0.89456116,0.23532579,0.06596496,2.13660674,1.50245206,1.32930910
-4.99749875,4.93822258,0.01952348,0.90701597,0.23009254,0.06647453,2.13392511,1.51849872,1.33623022
-4.99149575,4.95373790,0.01995696,0.91836184,0.22563022,0.06698680,2.13275309,1.53458430,1.34278887
-4.98549275,4.96962591,0.02038100,0.92852291,0.22193548,0.06748928,2.13322733,1.55050945,1.34905435
-4.97948974,4.98592005,0.02079006,0.93744412,0.21899846,0.06797008,2.13543059,1.56607575,1.35509665
-4.97348674,5.00261162,0.02117915,0.94509199,0.21680359,0.06841834,2.13939059,1.58109109,1.36098382
-4.96748374,5.01965069,0.02154395,0.95145464,0.21533040,0.06882474,2.14508052,1.59537491,1.36677947
-4.96148074,5.03694808,0.02188098,0.95654136,0.21455404,0.06918182,2.15242113,1.60876284,1.37254029
-4.95547774,5.05437815,0.02218757,0.96038144,0.21444566,0.06948423,2.16128408,1.62111062,1.37831367
-4.94947474,5.07178201,0.02246193,0.96302237,0.21497259,0.06972892,2.17149636,1.63229690,1.38413544
-4.94347174,5.08897091,0.02270312,0.96452756,0.21609824,0.06991515,2.18284562,1.64222501,1.39002787
-4.93746873,5.10572966,0.02291092,0.96497355,0.21778193,0.07004443,2.19508598,1.65082333,1.39599798
-4.93146573,5.12182013,0.02308580,0.96444691,0.21997856,0.07012039,2.20794436,1.65804462,1.40203622
-4.92546273,5.13698464,0.02322869,0.96304104,0.22263815,0.07014854,2.22112698,1.66386424,1.40811573
-4.91945973,5.15094970,0.02334092,0.96085285,0.22570547,0.07013596,2.23432608,1.66827749,1.41419215
-4.91345673,5.16343008,0.02342397,0.95797978,0.22911970,0.07009094,2.24722663,1.67129643,1.42020425
-4.90745373,5.17413358,0.02347939,0.95451707,0.23281424,0.07002263,2.25951305,1.67294644,1.42607526
-4.90145073,5.18276656,0.02350859,0.95055556,0.23671683,0.06994067,2.27087595,1.67326286,1.43171505
-4.89544772,5.18904051,0.02351279,0.94618007,0.24074979,0.06985480,2.28101872,1.67228800,1.43702312
-4.88944472,5.19267964,0.02349291,0.94146844,0.24483077,0.06977455,2.28966398,1.67006881,1.44189228
-4.88344172,5.19342924,0.02344953,0.93649119,0.24887369,0.06970893,2.29655984,1.66665534,1.44621297
-4.87743872,5.19106481,0.02338290,0.93131183,0.25279014,0.06966620,2.30148573,1.66210018,1.44987791
-4.87143572,5.18540132,0.02329298,0.92598762,0.25649096,0.06965364,2.30425777,1.65645875,1.45278704
-4.86543272,5.17630231,0.02317950,0.92057081,0.25988821,0.06967740,2.30473342,1.64979052,1.45485234
-4.85942971,5.16368819,0.02304208,0.91511008,0.26289724,0.06974241,2.30281522,1.64216083,1.45600237
-4.85342671,5.14754315,0.02288036,0.90965199,0.26543889,0.06985229,2.29845352,1.63364325,1.45618621
-4.84742371,5.12792028,0.02269411,0.90424255,0.26744173,0.07000930,2.29164794,1.62432208,1.45537668
-4.84142071,5.10494440,0.02248338,0.89892838,0.26884415,0.07021434,2.28244748,1.61429479,1.45357256
-4.83541771,5.07881240,0.02224861,0.89375778,0.26959632,0.07046697,2.27094927,1.60367416,1.45079980
-4.82941471,5.04979099,0.02199075,0.88878127,0.26966185,0.07076541,2.25729599,1.59258989,1.44711166
-4.82341171,5.01821202,0.02171132,0.88405196,0.26901915,0.07110660,2.24167196,1.58118959,1.44258769
-4.81740870,4.98446566,0.02141243,0.87962541,0.26766234,0.07148627,2.22429823,1.56963890,1.43733197
-4.81140570,4.94899195,0.02109684,0.87555932,0.26560181,0.07189904,2.20542682,1.55812102,1.43147038
-4.80540270,4.91227137,0.02076791,0.87191310,0.26286427,0.07233855,2.18533447,1.54683547,1.42514742
-4.79939970,4.87481493,0.02042953,0.86874721,0.25949242,0.07279760,2.16431616,1.53599629,1.41852270
-4.79339670,4.83715474,0.02008602,0.86612275,0.25554424,0.07326836,2.14267880,1.52582984,1.41176728
-4.78739370,4.79983530,0.01974209,0.86410099,0.25109185,0.07374260,2.12073534,1.51657241,1.40506018
-4.78139070,4.76340632,0.01940264,0.86274322,0.24622010,0.07421195,2.09879959,1.50846759,1.39858513
-4.77538769,4.72841709,0.01907267,0.86211082,0.24102497,0.07466820,2.07718181,1.50176383,1.39252782
-4.76938469,4.69541268,0.01875714,0.86226544,0.23561166,0.07510366,2.05618535,1.49671196,1.38707351
-4.76338169,4.66493163,0.01846086,0.86326951,0.23009264,0.07551142,2.03610413,1.49356289,1.38240517
-4.75737869,4.63750502,0.01818836,0.86518661,0.22458558,0.07588573,2.01722100,1.49256534,1.37870199
-4.75137569,4.61365625,0.01794377,0.86808200,0.21921121,0.07622230,1.99980677,1.49396352,1.37613815
-4.74537269,4.59390089,0.01773081,0.87202271,0.21409126,0.07651855,1.98411959,1.49799468,1.37488164
-4.73936968,4.57874601,0.01755265,0.87707752,0.20934632,0.07677380,1.97040463,1.50488622,1.37509304
-4.73336668,4.56868824,0.01741191,0.88331624,0.20509381,0.07698948,1.95889350,1.51485237,1.37692399
-4.72736368,4.56420992,0.01731061,0.89080851,0.20144596,0.07716911,1.94980334,1.52809012,1.38051524
-4.72136068,4.56577294,0.01725018,0.89962192,0.19850790,0.07731833,1.94333534,1.54477448,1.38599410
-4.71535768,4.57380993,0.01723142,0.90981938,0.19637575,0.07744473,1.93967238,1.56505293,1.39347132
-4.70935468,4.58871273,0.01725454,0.92145590,0.19513483,0.07755767,1.93897592,1.58903905,1.40303733
-4.70335168,4.61081841,0.01731917,0.93457471,0.19485797,0.07766795,1.94138198,1.61680572,1.41475789
-4.69734867,4.64039313,0.01742433,0.94920303,0.19560387,0.07778742,1.94699632,1.64837784,1.42866945
-4.69134567,4.67761460,0.01756852,0.96534761,0.19741564,0.07792857,1.95588910,1.68372505,1.44477427
-4.68534267,4.72255392,0.01774968,0.98299026,0.20031943,0.07810398,1.96808906,1.72275485,1.46303562
-4.67933967,4.77515779,0.01796526,1.00208368,0.20432332,0.07832585,1.98357778,1.76530643,1.48337351
-4.67333667,4.83523215,0.01821221,1.02254789,0.20941632,0.07860540,2.00228416,1.81114585,1.50566107
-4.66733367,4.90242836,0.01848700,1.04426748,0.21556777,0.07895240,2.02407950,1.85996284,1.52972206
-4.66133067,4.97623298,0.01878569,1.06709000,0.22272690,0.07937464,2.04877373,1.91136980,1.55532977
-4.65532766,5.05596211,0.01910392,1.09082568,0.23082288,0.07987748,2.07611290,1.96490323,1.58220768
-4.64932466,5.14076113,0.01943699,1.11524865,0.23976515,0.08046345,2.10577841,2.02002802,1.61003186
-4.64332166,5.22961046,0.01977986,1.14009985,0.24944421,0.08113199,2.13738819,2.07614453,1.63843555
-4.63731866,5.32133770,0.02012724,1.16509149,0.25973289,0.08187918,2.17049998,2.13259869,1.66701570
-4.63131566,5.41463631,0.02047362,1.18991322,0.27048803,0.08269767,2.20461692,2.18869492,1.69534151
-4.62531266,5.50809058,0.02081335,1.21423971,0.28155268,0.08357669,2.23919535,2.24371156,1.72296484
-4.61930965,5.60020651,0.02114073,1.23773955,0.29275866,0.08450218,2.27365487,2.29691850,1.74943206
-4.61330665,5.68944767,0.02145006,1.26008503,0.30392964,0.08545702,2.30739033,2.34759637,1.77429716
-4.60730365,5.77427507,0.02173575,1.28096257,0.31488453,0.08642145,2.33978569,2.39505666,1.79713544
-4.60130065,5.85318968,0.02199239,1.30008330,0.32544113,0.08737350,2.37022905,2.43866210,1.81755739
-4.59529765,5.92477595,0.02221489,1.31719331,0.33542008,0.08828962,2.39812868,2.47784627,1.83522207
-4.58929465,5.98774476,0.02239851,1.33208313,0.34464882,0.08914533,2.42292929,2.51213186,1.84984943
-4.58329165,6.04097388,0.02253900,1.34459594,0.35296559,0.08991592,2.44412803,2.54114652,1.86123089
-4.57728864,6.08354410,0.02263269,1.35463404,0.36022329,0.09057729,2.46128949,2.56463563,1.86923768
-4.57128564,6.11476947,0.02267653,1.36216322,0.36629309,0.09110662,2.47405907,2.58247131,1.87382641
-4.56528264,6.13421980,0.02266820,1.36721468,0.37106760,0.09148321,2.48217413,2.59465701,1.87504143
-4.55927964,6.14173440,0.02260613,1.36988434,0.37446359,0.09168910,2.48547224,2.60132744,1.87301378
-4.55327664,6.13742590,0.02248957,1.37032938,0.37642404,0.09170967,2.48389611,2.60274350,1.86795660
-4.54727364,6.12167381,0.02231856,1.36876213,0.37691960,0.09153416,2.47749494,2.59928241,1.86015704
-4.54127064,6.09510756,0.02209396,1.36544138,0.37594914,0.09115596,2.46642176,2.59142310,1.84996486
-4.53526763,6.05857967,0.02181742,1.36066155,0.37353963,0.09057285,2.45092703,2.57972755,1.83777830
-4.52926463,6.01312991,0.02149130,1.35474003,0.36974519,0.08978692,2.43134840,2.56481864,1.82402749
-4.52326163,5.95994191,0.02111863,1.34800327,0.36464539,0.08880452,2.40809726,2.54735546,1.80915640
-4.51725863,5.90029403,0.02070299,1.34077234,0.35834286,0.08763584,2.38164236,2.52800710,1.79360391
-4.51125563,5.83550683,0.02024843,1.33334840,0.35096030,0.08629452,2.35249145,2.50742616,1.77778498
-4.50525263,5.76688942,0.01975936,1.32599901,0.34263698,0.08479703,2.32117159,2.48622297,1.76207271
-4.49924962,5.69568720,0.01924040,1.31894581,0.33352499,0.08316200,2.28820907,2.46494197,1.74678229
-4.49324662,5.62303364,0.01869630,1.31235419,0.32378513,0.08140947,2.25411000,2.44404107,1.73215739
