energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.88594297,1.12621999,0.00592612,0.15807822,0.24363424,0.21124139,0.10030537,0.14565202,0.07565082,0.46292680
-5.87993997,1.14394021,0.00626265,0.15524840,0.23476950,0.20921093,0.10789104,0.14865069,0.07902992,0.48392702
-5.87393697,1.16601608,0.00661072,0.15415829,0.22770030,0.20973442,0.11547006,0.15193773,0.08240864,0.50515971
-5.86793397,1.19255355,0.00696717,0.15504428,0.22268391,0.21314904,0.12295336,0.15548105,0.08572884,0.52632365
-5.86193097,1.22360394,0.00732893,0.15813208,0.21995436,0.21977915,0.13025456,0.15924209,0.08892930,0.54710538
-5.85592796,1.25917888,0.00769315,0.16363377,0.21972178,0.22993117,0.13729377,0.16317910,0.09194800,0.56719272
-5.84992496,1.29926662,0.00805734,0.17174456,0.22217187,0.24388795,0.14400141,0.16725067,0.09472440,0.58628902
-5.84392196,1.34384767,0.00841950,0.18263914,0.22746539,0.26190237,0.15032200,0.17141925,0.09720182,0.60412750
-5.83791896,1.39290854,0.00877826,0.19646753,0.23573742,0.28419011,0.15621754,0.17565446,0.09932970,0.62048467
-5.83191596,1.44645176,0.00913297,0.21335029,0.24709593,0.31092157,0.16167048,0.17993590,0.10106569,0.63519233
-5.82591296,1.50450140,0.00948370,0.23337326,0.26161982,0.34221306,0.16668589,0.18425528,0.10237739,0.64814709
-5.81990995,1.56710284,0.00983130,0.25658174,0.27935608,0.37811741,0.17129291,0.18861773,0.10324359,0.65931712
-5.81390695,1.63431680,0.01017730,0.28297452,0.30031629,0.41861445,0.17554510,0.19304206,0.10365513,0.66874546
-5.80790395,1.70620747,0.01052385,0.31249786,0.32447249,0.46360169,0.17951984,0.19756005,0.10361514,0.67654976
-5.80190095,1.78282545,0.01087355,0.34503986,0.35175267,0.51288589,0.18331666,0.20221475,0.10313877,0.68291834
-5.79589795,1.86418663,0.01122927,0.38042558,0.38203623,0.56617607,0.18705459,0.20705777,0.10225231,0.68810282
-5.78989495,1.95024840,0.01159391,0.41841337,0.41514980,0.62307860,0.19086859,0.21214585,0.10099193,0.69240762
-5.78389195,2.04088510,0.01197019,0.45869288,0.45086386,0.68309512,0.19490527,0.21753680,0.09940193,0.69617693
-5.77788894,2.13586474,0.01236035,0.50088505,0.48889051,0.74562375,0.19931804,0.22328520,0.09753272,0.69977996
-5.77188594,2.23482898,0.01276594,0.54454454,0.52888301,0.80996410,0.20426204,0.22943799,0.09543859,0.70359514
-5.76588294,2.33727844,0.01318761,0.58916475,0.57043726,0.87532642,0.20988896,0.23603029,0.09317549,0.70799443
-5.75987994,2.44256500,0.01362487,0.63418563,0.61309567,0.94084500,0.21634215,0.24308186,0.09079875,0.71332829
-5.75387694,2.54989251,0.01407602,0.67900422,0.65635345,1.00559560,0.22375220,0.25059429,0.08836111,0.71991250
-5.74787394,2.65832658,0.01453807,0.72298776,0.69966743,1.06861669,0.23223315,0.25854920,0.08591097,0.72801728
-5.74187094,2.76681383,0.01500669,0.76548895,0.74246724,1.12893383,0.24187970,0.26690767,0.08349099,0.73785939
-5.73586793,2.87421001,0.01547634,0.80586300,0.78416856,1.18558631,0.25276525,0.27561082,0.08113723,0.74959752
-5.72986493,2.97931602,0.01594041,0.84348569,0.82418801,1.23765506,0.26494109,0.28458178,0.07887858,0.76333109
-5.72386193,3.08091995,0.01639140,0.87777185,0.86195913,1.28429075,0.27843649,0.29372862,0.07673678,0.77910234
-5.71785893,3.17784314,0.01682120,0.90819327,0.89694865,1.32474062,0.29325967,0.30294848,0.07472681,0.79690139
-5.71185593,3.26898737,0.01722142,0.93429536,0.92867245,1.35837299,0.30939959,0.31213225,0.07285762,0.81667363
-5.70585293,3.35338052,0.01758370,0.95571167,0.95671033,1.38469805,0.32682804,0.32116983,0.07113318,0.83832884
-5.69984992,3.43021775,0.01790006,0.97217551,0.98071886,1.40338400,0.34550214,0.32995548,0.06955369,0.86175115
-5.69384692,3.49889538,0.01816326,0.98352817,1.00044161,1.41426762,0.36536662,0.33839289,0.06811693,0.88680891
-5.68784392,3.55903527,0.01836706,0.98972310,1.01571625,1.41735861,0.38635587,0.34639972,0.06681949,0.91336375
-5.68184092,3.61049767,0.01850651,0.99082597,1.02647801,1.41283755,0.40839534,0.35391125,0.06565802,0.94127788
-5.67583792,3.65338144,0.01857815,0.98701040,1.03275932,1.40104729,0.43140226,0.36088291,0.06463014,0.97041911
-5.66983492,3.68801136,0.01858013,0.97854968,1.03468569,1.38247838,0.45528541,0.36729141,0.06373520,1.00066315
-5.66383192,3.71491271,0.01851224,0.96580474,1.03246787,1.35774900,0.47994402,0.37313459,0.06297461,1.03189293
-5.65782891,3.73477470,0.01837593,0.94920904,1.02639084,1.32758048,0.50526591,0.37842980,0.06235192,1.06399500
-5.65182591,3.74840459,0.01817415,0.92925104,1.01680011,1.29276955,0.53112492,0.38321091,0.06187248,1.09685347
-5.64582291,3.75667526,0.01791123,0.90645519,1.00408619,1.25415865,0.55737804,0.38752437,0.06154284,1.13034186
-5.63981991,3.76046946,0.01759263,0.88136232,0.98866790,1.21260572,0.58386257,0.39142433,0.06136988,1.16431377
-5.63381691,3.76062421,0.01722465,0.85451043,0.97097569,1.16895489,0.61039357,0.39496730,0.06135971,1.19859333
-5.62781391,3.75787887,0.01681418,0.82641664,0.95143552,1.12400942,0.63676225,0.39820674,0.06151650,1.23296630
-5.62181091,3.75283031,0.01636836,0.79756140,0.93045455,1.07850797,0.66273555,0.40118793,0.06184126,1.26717303
-5.61580790,3.74589814,0.01589429,0.76837526,0.90840899,1.03310530,0.68805731,0.40394351,0.06233070,1.30090410
-5.60980490,3.73730241,0.01539878,0.73922907,0.88563495,0.98835800,0.71245134,0.40649004,0.06297624,1.33379956
-5.60380190,3.72705533,0.01488809,0.71042767,0.86242261,0.94471561,0.73562649,0.40882592,0.06376331,1.36545220
-5.59779890,3.71496786,0.01436780,0.68220731,0.83901380,0.90251738,0.75728385,0.41093072,0.06467093,1.39541539
-5.59179590,3.70067083,0.01384260,0.65473666,0.81560305,0.86199427,0.77712574,0.41276611,0.06567157,1.42321514
-5.58579290,3.68364946,0.01331631,0.62812108,0.79234181,0.82327588,0.79486644,0.41427841,0.06673156,1.44836643
-5.57978989,3.66328934,0.01279184,0.60240981,0.76934532,0.78640152,0.81024402,0.41540251,0.06781168,1.47039276
-5.57378689,3.63893097,0.01227122,0.57760533,0.74670168,0.75133457,0.82303275,0.41606698,0.06886826,1.48884827
-5.56778389,3.60992955,0.01175572,0.55367442,0.72448215,0.71797913,0.83305549,0.41620013,0.06985455,1.50334096
-5.56178089,3.57571637,0.01124599,0.53055998,0.70275205,0.68619793,0.84019521,0.41573648,0.07072225,1.51355587
-5.55577789,3.53585790,0.01074219,0.50819308,0.68158145,0.65583044,0.84440494,0.41462334,0.07142332,1.51927668
-5.54977489,3.49010891,0.01024420,0.48650446,0.66105474,0.62671025,0.84571551,0.41282701,0.07191181,1.52040428
-5.54377189,3.43845628,0.00975176,0.46543493,0.64127850,0.59868083,0.84424035,0.41033821,0.07214569,1.51697111
-5.53776888,3.38115079,0.00926469,0.44494413,0.62238705,0.57160908,0.84017699,0.40717623,0.07208852,1.50915016
-5.53176588,3.31872483,0.00878299,0.42501737,0.60454543,0.54539604,0.83380490,0.40339175,0.07171096,1.49725772
-5.52576288,3.25199484,0.00830699,0.40567030,0.58794933,0.51998457,0.82547953,0.39906787,0.07099200,1.48174966
-5.51975988,3.18204835,0.00783744,0.38695129,0.57282228,0.49536396,0.81562277,0.39431934,0.06991985,1.46321094
-5.51375688,3.11021637,0.00737559,0.36894171,0.55941001,0.47157134,0.80471007,0.38929010,0.06849244,1.44233884
-5.50775388,3.03803253,0.00692318,0.35175415,0.54797253,0.44869050,0.79325478,0.38414901,0.06671752,1.41992062
-5.50175088,2.96718155,0.00648249,0.33552900,0.53877431,0.42684818,0.78179050,0.37908433,0.06461240,1.39680654
-5.49574787,2.89943990,0.00605623,0.32042967,0.53207322,0.40620863,0.77085209,0.37429691,0.06220329,1.37387984
-5.48974487,2.83661204,0.00564759,0.30663684,0.52810896,0.38696676,0.76095653,0.36999287,0.05952436,1.35202498
-5.48374187,2.78046581,0.00526004,0.29434227,0.52709168,0.36934064,0.75258439,0.36637586,0.05661646,1.33209593
-5.47773887,2.73267052,0.00489737,0.28374239,0.52919140,0.35356382,0.74616295,0.36363957,0.05352570,1.31488620
-5.47173587,2.69474115,0.00456349,0.27503226,0.53452911,0.33987801,0.74205181,0.36196094,0.05030191,1.30110203
-5.46573287,2.66799130,0.00426240,0.26839996,0.54316985,0.32852645,0.74053170,0.36149434,0.04699700,1.29134029
-5.45972986,2.65349731,0.00399809,0.26402191,0.55511835,0.31974843,0.74179706,0.36236719,0.04366344,1.28607200
-5.45372686,2.65207510,0.00377443,0.26205906,0.57031751,0.31377507,0.74595264,0.36467717,0.04035272,1.28563234
-5.44772386,2.66427025,0.00359511,0.26265418,0.58864966,0.31082637,0.75301429,0.36849126,0.03711405,1.29021742
-5.44172086,2.69036136,0.00346358,0.26593009,0.60994085,0.31110968,0.76291379,0.37384657,0.03399325,1.29988782
-5.43571786,2.73037565,0.00338299,0.27198900,0.63396759,0.31481920,0.77550722,0.38075289,0.03103184,1.31457830
-5.42971486,2.78411521,0.00335614,0.28091261,0.66046594,0.32213651,0.79058639,0.38919668,0.02826636,1.33411298
-5.42371186,2.85119162,0.00338543,0.29276288,0.68914239,0.33323164,0.80789252,0.39914641,0.02572799,1.35822477
-5.41770885,2.93106614,0.00347283,0.30758330,0.71968585,0.34826449,0.82713125,0.41055859,0.02344235,1.38657763
-5.41170585,3.02309269,0.00361988,0.32540052,0.75178030,0.36738616,0.84798809,0.42338420,0.02142950,1.41879018
-5.40570285,3.12656042,0.00382762,0.34622597,0.78511727,0.39073999,0.87014325,0.43757512,0.01970417,1.45445897
-5.39969985,3.24073316,0.00409657,0.37005749,0.81940771,0.41846183,0.89328509,0.45308983,0.01827607,1.49318002
-5.39369685,3.36488311,0.00442670,0.39688075,0.85439253,0.45067966,0.91712124,0.46989821,0.01715030,1.53456716
-5.38769385,3.49831680,0.00481741,0.42667045,0.88985149,0.48751206,0.94138697,0.48798487,0.01632787,1.57826603
-5.38169085,3.64039194,0.00526748,0.45939112,0.92561003,0.52906590,0.96585027,0.50735080,0.01580614,1.62396303
-5.37568784,3.79052439,0.00577503,0.49499773,0.96154375,0.57543302,0.99031356,0.52801302,0.01557930,1.67138876
-5.36968484,3.94818542,0.00633749,0.53343606,0.99758069,0.62668623,1.01461206,0.55000237,0.01563884,1.72031582
-5.36368184,4.11288994,0.00695157,0.57464286,1.03370128,0.68287500,1.03860929,0.57335921,0.01597384,1.77055149
-5.35767884,4.28417731,0.00761319,0.61854612,1.06993621,0.74402083,1.06218997,0.59812737,0.01657131,1.82192593
-5.35167584,4.46158649,0.00831752,0.66506534,1.10636254,0.81011305,1.08525139,0.62434664,0.01741635,1.87427694
-5.34567284,4.64462814,0.00905893,0.71411204,1.14309843,0.88110516,1.10769378,0.65204409,0.01849229,1.92743262
-5.33966983,4.83275617,0.00983096,0.76559063,1.18029674,0.95691210,1.12941073,0.68122483,0.01978074,1.98119334
-5.33366683,5.02534126,0.01062642,0.81939953,1.21813806,1.03740874,1.15028048,0.71186266,0.02126160,2.03531456
-5.32766383,5.22164890,0.01143733,0.87543264,1.25682342,1.12242975,1.17015898,0.74389122,0.02291305,2.08949181
-5.32166083,5.42082393,0.01225506,0.93358110,1.29656702,1.21177083,1.18887525,0.77719622,0.02471153,2.14334937
-5.31565783,5.62188308,0.01307036,0.99373503,1.33758911,1.30519137,1.20622968,0.81160938,0.02663175,2.19643341
-5.30965483,5.82371649,0.01387351,1.05578524,1.38010917,1.40241802,1.22199539,0.84690432,0.02864672,2.24821066
-5.30365183,6.02509829,0.01465440,1.11962450,1.42433939,1.50314916,1.23592287,0.88279515,0.03072791,2.29807277
-5.29764882,6.22470580,0.01540273,1.18514813,1.47047833,1.60705940,1.24774748,0.91893769,0.03284546,2.34534654
-5.29164582,6.42114617,0.01610816,1.25225353,1.51870455,1.71380394,1.25719957,0.95493374,0.03496844,2.38930955
-5.28564282,6.61298859,0.01676054,1.32083851,1.56917019,1.82302185,1.26401643,0.99033820,0.03706530,2.42921068
-5.27963982,6.79880003,0.01735005,1.39079797,1.62199395,1.93433798,1.26795542,1.02466898,0.03910434,2.46429424
-5.27363682,6.97718193,0.01786749,1.46201900,1.67725371,2.04736290,1.26880734,1.05741939,0.04105433,2.49382670
-5.26763382,7.14680531,0.01830444,1.53437420,1.73497838,2.16169052,1.26640919,1.08807245,0.04288513,2.51712453
-5.26163082,7.30644202,0.01865349,1.60771342,1.79513912,2.27689331,1.26065539,1.11611671,0.04456840,2.53358154
-5.25562781,7.45498994,0.01890844,1.68185418,1.85764010,2.39251523,1.25150680,1.14106282,0.04607831,2.54269450
-5.24962481,7.59149057,0.01906448,1.75657115,1.92230914,2.50806264,1.23899683,1.16246000,0.04739223,2.54408541
-5.24362181,7.71513813,0.01911831,1.83158543,1.98888859,2.62299384,1.22323419,1.17991198,0.04849142,2.53751951
-5.23761881,7.82527966,0.01906830,1.90655414,2.05702716,2.73670819,1.20440211,1.19309125,0.04936153,2.52291776
-5.23161581,7.92140690,0.01891449,1.98106138,2.12627335,2.84853558,1.18275404,1.20175129,0.04999312,2.50036358
-5.22561281,8.00314071,0.01865870,2.05461124,2.19607130,2.95772777,1.15860592,1.20573595,0.05038200,2.47010310
-5.21960980,8.07020996,0.01830447,2.12662384,2.26575982,3.06345247,1.13232557,1.20498567,0.05052941,2.43253939
-5.21360680,8.12242706,0.01785697,2.19643508,2.33457525,3.16479158,1.10431974,1.19954014,0.05044211,2.38822061
-5.20760380,8.15966242,0.01732296,2.26330086,2.40165879,3.26074443,1.07501946,1.18953731,0.05013228,2.33782320
-5.20160080,8.18182065,0.01671055,2.32640608,2.46606876,3.35023686,1.04486464,1.17520878,0.04961735,2.28213062
-5.19559780,8.18882069,0.01602907,2.38487862,2.52679770,3.43213656,1.01428855,1.15687190,0.04891964,2.22200907
-5.18959480,8.18058218,0.01528882,2.43780826,2.58279442,3.50527475,0.98370319,1.13491888,0.04806605,2.15838136
-5.18359180,8.15701968,0.01450083,2.48426996,2.63299040,3.56847368,0.95348608,1.10980357,0.04708755,2.09220013
-5.17758879,8.11804572,0.01367661,2.52335091,2.67632976,3.62057934,0.92396922,1.08202651,0.04601878,2.02442193
-5.17158579,8.06358311,0.01282783,2.55418014,2.71180183,3.66049796,0.89543067,1.05211912,0.04489763,1.95598318
-5.16558279,7.99358601,0.01196613,2.57595964,2.73847497,3.68723487,0.86808902,1.02062763,0.04376486,1.88777917
-5.15957979,7.90806870,0.01110283,2.58799543,2.75553018,3.69993375,0.84210090,0.98809772,0.04266379,1.82064682
-5.15357679,7.80714016,0.01024872,2.58972701,2.76229302,3.69791448,0.81756149,0.95506039,0.04164012,1.75535185
-5.14757379,7.69104235,0.00941384,2.58075393,2.75826216,3.68070731,0.79450781,0.92201978,0.04074180,1.69258067
-5.14157079,7.56018927,0.00860735,2.56085784,2.74313321,3.64808176,0.77292438,0.88944327,0.04001900,1.63293688
-5.13556778,7.41520412,0.00783738,2.53001891,2.71681657,3.60006834,0.75275094,0.85775431,0.03952420,1.57694215
-5.12956478,7.25695168,0.00711097,2.48842572,2.67944824,3.53697188,0.73389142,0.82732791,0.03931217,1.52504107
-5.12356178,7.08656320,0.00643397,2.43647798,2.63139302,3.45937550,0.71622385,0.79848883,0.03944015,1.47760891
-5.11755878,6.90545174,0.00581112,2.37478177,2.57323978,3.36813501,0.69961045,0.77151232,0.03996776,1.43496177
-5.11155578,6.71531604,0.00524600,2.30413762,2.50578897,3.26436350,0.68390736,0.74662682,0.04095696,1.39736779
-5.10555278,6.51813199,0.00474111,2.22552175,2.43003290,3.14940717,0.66897365,0.72401834,0.04247171,1.36505859
-5.09954977,6.31613136,0.00429799,2.14006148,2.34712965,3.02481307,0.65467905,0.70383595,0.04457748,1.33823976
-5.09354677,6.11176809,0.00391724,2.04900585,2.25837183,2.89229054,0.64091033,0.68619765,0.04734038,1.31709974
-5.08754377,5.90767320,0.00359873,1.95369286,2.16515168,2.75366795,0.62757602,0.67119626,0.05082607,1.30181608
-5.08154077,5.70660013,0.00334162,1.85551473,2.06892397,2.61084670,0.61460948,0.65890459,0.05509818,1.29255876
-5.07553777,5.51136250,0.00314455,1.75588279,1.97116843,2.46575452,0.60197055,0.64937971,0.06021649,1.28949009
-5.06953477,5.32476715,0.00300571,1.65619330,1.87335322,2.32030004,0.58964572,0.64266574,0.06623466,1.29276131
-5.06353177,5.14954498,0.00292298,1.55779566,1.77690091,2.17633031,0.57764727,0.63879519,0.07319771,1.30250598
-5.05752876,4.98828271,0.00289398,1.46196405,1.68315820,2.03559288,0.56601169,0.63778868,0.08113927,1.31883068
-5.05152576,4.84335825,0.00291617,1.36987334,1.59337032,1.89970356,0.55479749,0.63965318,0.09007862,1.34180368
-5.04552276,4.71688229,0.00298692,1.28257994,1.50866075,1.77012076,0.54408302,0.64437905,0.10001780,1.37144242
-5.03951976,4.61064837,0.00310354,1.20100776,1.43001658,1.64812660,0.53396430,0.65193605,0.11093880,1.40770084
-5.03351676,4.52609319,0.00326331,1.12593934,1.35827948,1.53481509,0.52455330,0.66226901,0.12280103,1.45045753
-5.02751376,4.46426860,0.00346354,1.05801184,1.29414195,1.43108677,0.51597662,0.67529334,0.13553926,1.49950576
-5.02151076,4.42582580,0.00370150,0.99771744,1.23814828,1.33764930,0.50837480,0.69089105,0.14906214,1.55454640
-5.01550775,4.41101211,0.00397450,0.94540734,1.19069942,1.25502311,0.50190221,0.70890766,0.16325156,1.61518452
-5.00950475,4.41967992,0.00427983,0.90129882,1.15206086,1.18355089,0.49672729,0.72915046,0.17796280,1.68093030
-5.00350175,4.45130693,0.00461477,0.86548425,1.12237248,1.12341005,0.49303319,0.75138835,0.19302580,1.75120476
-4.99749875,4.50502637,0.00497658,0.83794140,1.10165943,1.07462676,0.49101847,0.77535352,0.20824741,1.82535017
-4.99149575,4.57966558,0.00536247,0.81854423,1.08984320,1.03709061,0.49089756,0.80074506,0.22341472,1.90264529
-4.98549275,4.67379090,0.00576956,0.80707354,1.08675193,1.01056905,0.49290088,0.82723438,0.23829942,1.98232466
-4.97948974,4.78575688,0.00619493,0.80322689,1.09212959,0.99472076,0.49727426,0.85447236,0.25266312,2.06360123
-4.97348674,4.91375745,0.00663555,0.80662752,1.10564347,0.98910745,0.50427735,0.88209776,0.26626332,2.14569147
-4.96748374,5.05587701,0.00708829,0.81683214,1.12688995,0.99320392,0.51418102,0.90974667,0.27886008,2.22784134
-4.96148074,5.21013928,0.00754992,0.83333747,1.15539852,1.00640630,0.52726348,0.93706240,0.29022284,2.30935213
-4.95547774,5.37455224,0.00801709,0.85558585,1.19063439,1.02803862,0.54380498,0.96370532,0.30013740,2.38960442
-4.94947474,5.54714742,0.00848634,0.88297007,1.23200009,1.05735809,0.56408131,0.98936213,0.30841249,2.46807894
-4.94347174,5.72601263,0.00895408,0.91483792,1.27883666,1.09355976,0.58835590,1.01375411,0.31488589,2.54437288
-4.93746873,5.90931715,0.00941663,0.95049677,1.33042498,1.13578086,0.61687084,1.03664380,0.31942963,2.61821072
-4.93146573,6.09532928,0.00987022,0.98921875,1.38598801,1.18310581,0.64983687,1.05783995,0.32195411,2.68944857
-4.92546273,6.28242609,0.01031100,1.03024677,1.44469450,1.23457211,0.68742282,1.07720034,0.32241096,2.75807168
-4.91945973,6.46909613,0.01073506,1.07280182,1.50566459,1.28917797,0.72974447,1.09463245,0.32079447,2.82418501
-4.91345673,6.65393566,0.01113851,1.11609170,1.56797782,1.34589180,0.77685354,1.11009200,0.31714155,2.88799700
-4.90745373,6.83563973,0.01151747,1.15932116,1.63068362,1.40366382,0.82872692,1.12357952,0.31153019,2.94979744
-4.90145073,7.01298928,0.01186816,1.20170349,1.69281429,1.46143984,0.88525676,1.13513512,0.30407659,3.00993030
-4.89544772,7.18483565,0.01218692,1.24247327,1.75340029,1.51817690,0.94624169,1.14483195,0.29493099,3.06876286
-4.88944472,7.35008403,0.01247036,1.28089977,1.81148725,1.57286040,1.01137966,1.15276862,0.28427252,3.12665280
-4.88344172,7.50767699,0.01271534,1.31630075,1.86615434,1.62452218,1.08026287,1.15906104,0.27230320,3.18391485
-4.87743872,7.65657951,0.01291913,1.34805578,1.91653296,1.67225869,1.15237507,1.16383417,0.25924151,3.24078868
-4.87143572,7.79576634,0.01307942,1.37561870,1.96182516,1.71524854,1.22709166,1.16721406,0.24531563,3.29740986
-4.86543272,7.92421258,0.01319445,1.39852843,2.00132076,1.75276861,1.30368284,1.16932051,0.23075685,3.35378526
-4.85942971,8.04088791,0.01326304,1.41641764,2.03441242,1.78420775,1.38132009,1.17026071,0.21579324,3.40977427
-4.85342671,8.14475486,0.01328465,1.42901871,2.06060785,1.80907759,1.45908590,1.17012397,0.20064389,3.46507683
-4.84742371,8.23477120,0.01325943,1.43616675,2.07953859,1.82701966,1.53598705,1.16897791,0.18551390,3.51922898
-4.84142071,8.30989635,0.01318821,1.43779942,2.09096499,1.83780858,1.61097109,1.16686587,0.17059025,3.57160618
-4.83541771,8.36910163,0.01307249,1.43395346,2.09477706,1.84135109,1.68294584,1.16380587,0.15603864,3.62143444
-4.82941471,8.41138410,0.01291445,1.42475828,2.09099138,1.83768108,1.75080158,1.15979081,0.14200131,3.66780885
-4.82341171,8.43578359,0.01271685,1.41042682,2.07974433,1.82695084,1.81343529,1.15479009,0.12859588,3.70971874
-4.81740870,8.44140269,0.01248298,1.39124422,2.06128195,1.80941904,1.86977645,1.14875228,0.11591505,3.74607865
-4.81140570,8.42742918,0.01221657,1.36755496,2.03594734,1.78543623,1.91881345,1.14160890,0.10402718,3.77576381
-4.80540270,8.39316062,0.01192168,1.33974905,2.00416624,1.75542862,1.95961986,1.13327923,0.09297754,3.79764878
-4.79939970,8.33803058,0.01160257,1.30824815,1.96643172,1.71988097,1.99137975,1.12367580,0.08279017,3.81064794
-4.79339670,8.26163612,0.01126365,1.27349220,1.92328876,1.67931957,2.01341095,1.11271068,0.07347007,3.81375622
-4.78739370,8.16376573,0.01090928,1.23592731,1.87531970,1.63429612,2.02518543,1.10030227,0.06500578,3.80608866
-4.78139070,8.04442720,0.01054378,1.19599525,1.82313113,1.58537324,2.02634612,1.08638252,0.05737206,3.78691739
-4.77538769,7.90387437,0.01017126,1.15412525,1.76734289,1.53311214,2.01671922,1.07090434,0.05053254,3.75570470
-4.76938469,7.74263186,0.00979560,1.11072798,1.70857948,1.47806298,1.99632158,1.05384909,0.04444240,3.71213111
-4.76338169,7.56151646,0.00942043,1.06619209,1.64746402,1.42075790,1.96536281,1.03523375,0.03905084,3.65611728
-4.75737869,7.36165408,0.00904907,1.02088298,1.58461487,1.36170696,1.92424185,1.01511765,0.03430330,3.58783915
-4.75137569,7.14449080,0.00868453,0.97514373,1.52064444,1.30139658,1.87353812,0.99360832,0.03014348,3.50773558
-4.74537269,6.91179680,0.00832960,0.92929766,1.45615991,1.24029030,1.81399749,0.97086619,0.02651504,3.41650813
-4.73936968,6.66566203,0.00798677,0.88365218,1.39176527,1.17883118,1.74651368,0.94710773,0.02336303,3.31511295
-4.73336668,6.40848251,0.00765838,0.83850334,1.32806402,1.11744554,1.67210563,0.92260682,0.02063499,3.20474476
-4.72736368,6.14293674,0.00734659,0.79414059,1.26566183,1.05654714,1.59189175,0.89769380,0.01828185,3.08681344
-4.72136068,5.87195184,0.00705346,0.75085117,1.20516845,0.99654153,1.50706205,0.87275228,0.01625846,2.96291367
-4.71535768,5.59865942,0.00678096,0.70892380,1.14719840,0.93782974,1.41884911,0.84821329,0.01452402,2.83478856
-4.70935468,5.32634206,0.00653098,0.66865108,1.09236973,0.88081107,1.32849893,0.82454682,0.01304224,2.70428834
-4.70335168,5.05837109,0.00630538,0.63033060,1.04130064,0.82588458,1.23724273,0.80225088,0.01178130,2.57332513
-4.69734867,4.79813752,0.00610590,0.59426435,0.99460361,0.77344898,1.14627050,0.78183819,0.01071376,2.44382541
-4.69134567,4.54897788,0.00593418,0.56075648,0.95287717,0.72390093,1.05670720,0.76382090,0.00981629,2.31768151
-4.68534267,4.31409733,0.00579168,0.53010949,0.91669531,0.67763173,0.96959214,0.74869389,0.00906931,2.19670365
-4.67933967,4.09649257,0.00567962,0.50261896,0.88659491,0.63502251,0.88586213,0.73691711,0.00845664,2.08257416
-4.67333667,3.89887732,0.00559890,0.47856706,0.86306157,0.59643820,0.80633847,0.72889789,0.00796499,1.97680526
-4.66733367,3.72361296,0.00555001,0.45821517,0.84651457,0.56222057,0.73171807,0.72497371,0.00758357,1.88070200
-4.66133067,3.57264718,0.00553295,0.44179590,0.83729148,0.53268056,0.66256847,0.72539663,0.00730356,1.79533137
-4.65532766,3.44746291,0.00554717,0.42950496,0.83563322,0.50809050,0.59932657,0.73031978,0.00711771,1.72149892
-4.64932466,3.34903979,0.00559149,0.42149325,0.84167030,0.48867637,0.54230071,0.73978696,0.00701984,1.65973354
-4.64332166,3.27782985,0.00566407,0.41785941,0.85541103,0.47461059,0.49167566,0.75372597,0.00700453,1.61028108
