energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.69384692,0.83447934,0.25534287,0.12314293,0.00009239,0.13001489,0.25045238,0.36588562,0.01375027,0.13234302
-5.68784392,0.78239676,0.24110721,0.11172115,0.00009045,0.12172862,0.23258928,0.34618845,0.01350487,0.12317513
-5.68184092,0.73248213,0.22739567,0.10121366,0.00009037,0.11370350,0.21564797,0.32707137,0.01317669,0.11446719
-5.67583792,0.68490448,0.21427632,0.09163755,0.00009231,0.10594807,0.19962004,0.30865123,0.01277134,0.10622814
-5.66983492,0.63985599,0.20182984,0.08300302,0.00009641,0.09847396,0.18450183,0.29106215,0.01229603,0.09846929
-5.66383192,0.59755568,0.19014994,0.07531581,0.00010289,0.09129638,0.17029652,0.27445567,0.01175927,0.09120535
-5.65782891,0.55825079,0.17934305,0.06857942,0.00011196,0.08443441,0.15701538,0.25899984,0.01117065,0.08445505
-5.65182591,0.52221601,0.16952709,0.06279713,0.00012388,0.07791083,0.14467830,0.24487725,0.01054054,0.07824140
-5.64582291,0.48975050,0.16082945,0.05797379,0.00013894,0.07175176,0.13331361,0.23228207,0.00987974,0.07259164
-5.63981991,0.46117297,0.15338423,0.05411710,0.00015741,0.06598607,0.12295740,0.22141616,0.00919917,0.06753684
-5.63381691,0.43681492,0.14732885,0.05123862,0.00017959,0.06064459,0.11365218,0.21248442,0.00850959,0.06311121
-5.62781391,0.41701234,0.14280011,0.04935428,0.00020577,0.05575921,0.10544524,0.20568944,0.00782129,0.05935124
-5.62181091,0.40209632,0.13992979,0.04848446,0.00023619,0.05136192,0.09838667,0.20122561,0.00714383,0.05629457
-5.61580790,0.39238255,0.13884005,0.04865359,0.00027110,0.04748383,0.09252716,0.19927297,0.00648587,0.05397879
-5.60980490,0.38816044,0.13963851,0.04988943,0.00031066,0.04415419,0.08791569,0.19999077,0.00585499,0.05244007
-5.60380190,0.38968175,0.14241341,0.05222181,0.00035498,0.04139951,0.08459716,0.20351112,0.00525756,0.05171178
-5.59779890,0.39714941,0.14722885,0.05568117,0.00040409,0.03924268,0.08261006,0.20993282,0.00469872,0.05182302
-5.59179590,0.41070667,0.15412026,0.06029663,0.00045793,0.03770222,0.08198420,0.21931556,0.00418233,0.05279724
-5.58579290,0.43042689,0.16309032,0.06609397,0.00051633,0.03679165,0.08273858,0.23167470,0.00371099,0.05465083
-5.57978989,0.45630445,0.17410546,0.07309334,0.00057900,0.03651882,0.08487947,0.24697692,0.00328615,0.05739181
-5.57378689,0.48824702,0.18709315,0.08130691,0.00064554,0.03688555,0.08839868,0.26513679,0.00290815,0.06101861
-5.56778389,0.52606961,0.20194000,0.09073655,0.00071543,0.03788715,0.09327217,0.28601466,0.00257638,0.06551906
-5.56178089,0.56949073,0.21849111,0.10137158,0.00078804,0.03951220,0.09945895,0.30941587,0.00228937,0.07086949
-5.55577789,0.61813105,0.23655050,0.11318677,0.00086261,0.04174235,0.10690049,0.33509158,0.00204496,0.07703415
-5.54977489,0.67151475,0.25588289,0.12614069,0.00093830,0.04455233,0.11552047,0.36274131,0.00184044,0.08396490
-5.54377189,0.72907398,0.27621696,0.14017443,0.00101421,0.04791002,0.12522515,0.39201722,0.00167267,0.09160117
-5.53776888,0.79015639,0.29724992,0.15521096,0.00108934,0.05177670,0.13590427,0.42253021,0.00153823,0.09987038
-5.53176588,0.85403584,0.31865348,0.17115504,0.00116273,0.05610752,0.14743254,0.45385769,0.00143354,0.10868872
-5.52576288,0.91992628,0.34008109,0.18789388,0.00123336,0.06085209,0.15967176,0.48555294,0.00135496,0.11796231
-5.51975988,0.98699834,0.36117623,0.20529851,0.00130029,0.06595530,0.17247344,0.51715582,0.00129892,0.12758883
-5.51375688,1.05439836,0.38158149,0.22322591,0.00136264,0.07135825,0.18568200,0.54820433,0.00126193,0.13745951
-5.50775388,1.12126918,0.40094818,0.24152180,0.00141962,0.07699947,0.19913841,0.57824692,0.00124074,0.14746139
-5.50175088,1.18677203,0.41894604,0.26002415,0.00147057,0.08281613,0.21268401,0.60685474,0.00123230,0.15748000
-5.49574787,1.25010858,0.43527268,0.27856711,0.00151500,0.08874545,0.22616462,0.63363355,0.00123387,0.16740202
-5.48974487,1.31054228,0.44966234,0.29698535,0.00155257,0.09472611,0.23943446,0.65823468,0.00124299,0.17711818
-5.48374187,1.36741794,0.46189354,0.31511858,0.00158313,0.10069963,0.25235995,0.68036450,0.00125755,0.18652599
-5.47773887,1.42017867,0.47179525,0.33281602,0.00160673,0.10661166,0.26482296,0.69979195,0.00127573,0.19553231
-5.47173587,1.46837933,0.47925131,0.34994059,0.00162358,0.11241316,0.27672354,0.71635382,0.00129605,0.20405560
-5.46573287,1.51169564,0.48420283,0.36637267,0.00163408,0.11806125,0.28798176,0.72995732,0.00131729,0.21202778
-5.45972986,1.54992858,0.48664846,0.38201314,0.00163879,0.12351990,0.29853872,0.74057997,0.00133855,0.21939549
-5.45372686,1.58300373,0.48664245,0.39678548,0.00163835,0.12876020,0.30835655,0.74826671,0.00135914,0.22612076
-5.44772386,1.61096547,0.48429073,0.41063700,0.00163355,0.13376034,0.31741734,0.75312438,0.00137860,0.23218108
-5.44172086,1.63396645,0.47974499,0.42353884,0.00162520,0.13850522,0.32572129,0.75531386,0.00139662,0.23756873
-5.43571786,1.65225283,0.47319531,0.43548495,0.00161414,0.14298576,0.33328382,0.75504028,0.00141306,0.24228963
-5.42971486,1.66614607,0.46486152,0.44648997,0.00160119,0.14719787,0.34013222,0.75254195,0.00142785,0.24636151
-5.42371186,1.67602236,0.45498385,0.45658618,0.00158709,0.15114135,0.34630175,0.74807841,0.00144099,0.24981177
-5.41770885,1.68229090,0.44381336,0.46581973,0.00157254,0.15481849,0.35183157,0.74191849,0.00145251,0.25267503
-5.41170585,1.68537219,0.43160248,0.47424627,0.00155806,0.15823284,0.35676092,0.73432890,0.00146241,0.25499054
-5.40570285,1.68567780,0.41859637,0.48192648,0.00154409,0.16138790,0.36112552,0.72556395,0.00147070,0.25679968
-5.39969985,1.68359257,0.40502523,0.48892153,0.00153087,0.16428614,0.36495473,0.71585712,0.00147732,0.25814366
-5.39369685,1.67946052,0.39109815,0.49528905,0.00151852,0.16692821,0.36826960,0.70541471,0.00148216,0.25906163
-5.38769385,1.67357507,0.37699848,0.50107964,0.00150698,0.16931254,0.37108189,0.69441191,0.00148505,0.25958926
-5.38169085,1.66617421,0.36288104,0.50633436,0.00149607,0.17143535,0.37339425,0.68299156,0.00148576,0.25975799
-5.37568784,1.65744068,0.34887113,0.51108327,0.00148548,0.17329104,0.37520154,0.67126526,0.00148403,0.25959478
-5.36968484,1.64750713,0.33506519,0.51534517,0.00147482,0.17487306,0.37649314,0.65931700,0.00147953,0.25912271
-5.36368184,1.63646564,0.32153301,0.51912856,0.00146361,0.17617505,0.37725621,0.64720858,0.00147197,0.25836194
-5.35767884,1.62438086,0.30832118,0.52243374,0.00145137,0.17719231,0.37747953,0.63498664,0.00146105,0.25733136
-5.35167584,1.61130568,0.29545747,0.52525588,0.00143759,0.17792344,0.37715775,0.62269057,0.00144649,0.25605046
-5.34567284,1.59729825,0.28295583,0.52758889,0.00142184,0.17837195,0.37629563,0.61036069,0.00142809,0.25454143
-5.33966983,1.58243894,0.27082152,0.52942978,0.00140371,0.17854787,0.37491199,0.59804612,0.00140572,0.25283124
-5.33366683,1.56684590,0.25905617,0.53078301,0.00138290,0.17846907,0.37304299,0.58581174,0.00137936,0.25095354
-5.32766383,1.55068812,0.24766243,0.53166484,0.00135923,0.17816218,0.37074449,0.57374360,0.00134910,0.24895010
-5.32166083,1.53419466,0.23664781,0.53210692,0.00133262,0.17766315,0.36809318,0.56195250,0.00131516,0.24687180
-5.31565783,1.51765937,0.22602773,0.53215906,0.00130315,0.17701712,0.36518642,0.55057531,0.00127786,0.24477887
-5.30965483,1.50144057,0.21582753,0.53189093,0.00127100,0.17627775,0.36214062,0.53977397,0.00123767,0.24274039
-5.30365183,1.48595541,0.20608336,0.53139230,0.00123647,0.17550599,0.35908816,0.52973210,0.00119516,0.24083300
-5.29764882,1.47166908,0.19684222,0.53077200,0.00119999,0.17476813,0.35617311,0.52064943,0.00115102,0.23913887
-5.29164582,1.45907944,0.18816086,0.53015536,0.00116204,0.17413349,0.35354573,0.51273434,0.00110602,0.23774293
-5.28564282,1.44869778,0.18010412,0.52968045,0.00112317,0.17367161,0.35135624,0.50619486,0.00106099,0.23672960
-5.27963982,1.44102687,0.17274248,0.52949316,0.00108398,0.17344925,0.34974804,0.50122881,0.00101681,0.23617909
-5.27363682,1.43653749,0.16614939,0.52974150,0.00104504,0.17352721,0.34885084,0.49801344,0.00097438,0.23616351
-5.26763382,1.43564487,0.16039831,0.53056940,0.00100693,0.17395728,0.34877405,0.49669534,0.00093462,0.23674302
-5.26163082,1.43868642,0.15555982,0.53211055,0.00097016,0.17477943,0.34960081,0.49738122,0.00089842,0.23796221
-5.25562781,1.44590209,0.15169893,0.53448239,0.00093518,0.17601933,0.35138299,0.50012993,0.00086663,0.23984694
-5.24962481,1.45741863,0.14887276,0.53778100,0.00090234,0.17768652,0.35413757,0.50494646,0.00084007,0.24240181
-5.24362181,1.47323857,0.14712861,0.54207698,0.00087190,0.17977314,0.35784436,0.51177807,0.00081950,0.24560846
-5.23761881,1.49323494,0.14650263,0.54741266,0.00084401,0.18225343,0.36244551,0.52051302,0.00080559,0.24942473
-5.23161581,1.51715180,0.14701905,0.55380099,0.00081873,0.18508402,0.36784660,0.53098178,0.00079898,0.25378486
-5.22561281,1.54461096,0.14868983,0.56122607,0.00079598,0.18820498,0.37391945,0.54296097,0.00080020,0.25860064
-5.21960980,1.57512453,0.15151498,0.56964536,0.00077563,0.19154159,0.38050636,0.55617971,0.00080974,0.26376353
-5.21360680,1.60811269,0.15548317,0.57899357,0.00075745,0.19500678,0.38742571,0.57032814,0.00082799,0.26914762
-5.20760380,1.64292604,0.16057272,0.58918800,0.00074117,0.19850408,0.39447858,0.58506785,0.00085530,0.27461342
-5.20160080,1.67887129,0.16675291,0.60013503,0.00072648,0.20193101,0.40145608,0.60004360,0.00089195,0.28001211
-5.19559780,1.71523927,0.17398536,0.61173747,0.00071307,0.20518271,0.40814703,0.61489586,0.00093814,0.28519032
-5.18959480,1.75133381,0.18222558,0.62390242,0.00070065,0.20815557,0.41434566,0.62927375,0.00099402,0.28999497
-5.18359180,1.78650034,0.19142455,0.63654919,0.00068896,0.21075091,0.41985895,0.64284754,0.00105968,0.29427821
-5.17758879,1.82015278,0.20153030,0.64961691,0.00067781,0.21287826,0.42451334,0.65532050,0.00113514,0.29790208
-5.17158579,1.85179772,0.21248945,0.66307152,0.00066711,0.21445840,0.42816047,0.66643934,0.00122035,0.30074278
-5.16558279,1.88105481,0.22424881,0.67691163,0.00065685,0.21542573,0.43068176,0.67600295,0.00131519,0.30269443
-5.15957979,1.90767256,0.23675690,0.69117320,0.00064714,0.21573017,0.43199167,0.68386909,0.00141947,0.30367201
-5.15357679,1.93153913,0.24996562,0.70593272,0.00063822,0.21533835,0.43203953,0.68995878,0.00153291,0.30361364
-5.14757379,1.95268762,0.26383189,0.72130870,0.00063044,0.21423407,0.43080998,0.69425825,0.00165518,0.30248190
-5.14157079,1.97129586,0.27831935,0.73746158,0.00062427,0.21241812,0.42832199,0.69681836,0.00178586,0.30026432
-5.13556778,1.98768097,0.29340028,0.75459186,0.00062029,0.20990748,0.42462661,0.69775170,0.00192446,0.29697298
-5.12956478,2.00228884,0.30905735,0.77293677,0.00061918,0.20673387,0.41980363,0.69722738,0.00207045,0.29264329
-5.12356178,2.01567926,0.32528559,0.79276536,0.00062169,0.20294189,0.41395734,0.69546383,0.00222324,0.28733205
-5.11755878,2.02850720,0.34209408,0.81437237,0.00062864,0.19858674,0.40721162,0.69271990,0.00238223,0.28111489
-5.11155578,2.04150116,0.35950756,0.83807099,0.00064087,0.19373174,0.39970466,0.68928462,0.00254682,0.27408322
-5.10555278,2.05543927,0.37756762,0.86418474,0.00065923,0.18844567,0.39158347,0.68546599,0.00271642,0.26634083
-5.09954977,2.07112411,0.39633345,0.89303878,0.00068455,0.18280022,0.38299857,0.68157928,0.00289048,0.25800030
-5.09354677,2.08935704,0.41588185,0.92495071,0.00071761,0.17686744,0.37409895,0.67793518,0.00306854,0.24917939
-5.08754377,2.11091275,0.43630656,0.96022137,0.00075911,0.17071756,0.36502759,0.67482828,0.00325021,0.23999750
-5.08154077,2.13651504,0.45771657,0.99912561,0.00080962,0.16441704,0.35591761,0.67252624,0.00343521,0.23057243
-5.07553777,2.16681425,0.48023349,1.04190353,0.00086959,0.15802709,0.34688928,0.67126000,0.00362337,0.22101742
-5.06953477,2.20236725,0.50398795,1.08875221,0.00093931,0.15160252,0.33804779,0.67121537,0.00381466,0.21143869
-5.06353177,2.24362031,0.52911502,1.13981839,0.00101890,0.14519115,0.32948196,0.67252630,0.00400915,0.20193341
-5.05752876,2.29089554,0.55574889,1.19519222,0.00110825,0.13883357,0.32126376,0.67526999,0.00420701,0.19258829
-5.05152576,2.34438120,0.58401691,1.25490237,0.00120709,0.13256333,0.31344853,0.67946401,0.00440853,0.18347862
-5.04552276,2.40412624,0.61403334,1.31891283,0.00131490,0.12640747,0.30607601,0.68506557,0.00461403,0.17466792
-5.03951976,2.47003930,0.64589311,1.38712149,0.00143099,0.12038733,0.29917174,0.69197295,0.00482387,0.16620797
-5.03351676,2.54189221,0.67966600,1.45936084,0.00155444,0.11451957,0.29274904,0.70002896,0.00503838,0.15813937
-5.02751376,2.61932819,0.71539155,1.53540078,0.00168416,0.10881724,0.28681111,0.70902641,0.00525786,0.15049234
-5.02151076,2.70187424,0.75307505,1.61495379,0.00181892,0.10329097,0.28135331,0.71871547,0.00548252,0.14328787
-5.01550775,2.78895780,0.79268498,1.69768226,0.00195734,0.09795004,0.27636545,0.72881240,0.00571242,0.13653894
-5.00950475,2.87992686,0.83415210,1.78320798,0.00209796,0.09280334,0.27183383,0.73900966,0.00594747,0.13025195
-5.00350175,2.97407305,0.87737022,1.87112338,0.00223926,0.08786018,0.26774323,0.74898680,0.00618739,0.12442805
-4.99749875,3.07065678,0.92219875,1.96100435,0.00237970,0.08313085,0.26407839,0.75842188,0.00643171,0.11906447
-4.99149575,3.16893338,0.96846689,2.05242382,0.00251781,0.07862695,0.26082526,0.76700282,0.00667974,0.11415565
-4.98549275,3.26817923,1.01597907,2.14496571,0.00265217,0.07436147,0.25797176,0.77443846,0.00693058,0.10969433
-4.97948974,3.36771642,1.06452143,2.23823836,0.00278147,0.07034864,0.25550823,0.78046864,0.00718314,0.10567228
-4.97348674,3.46693498,1.11386877,2.33188673,0.00290460,0.06660355,0.25342739,0.78487309,0.00743617,0.10208089
-4.96748374,3.56531114,1.16379144,2.42560245,0.00302062,0.06314158,0.25172395,0.78747873,0.00768826,0.09891155
-4.96148074,3.66242070,1.21406167,2.51913116,0.00312879,0.05997767,0.25039395,0.78816498,0.00793793,0.09615577
-4.95547774,3.75794663,1.26445876,2.61227626,0.00322864,0.05712559,0.24943374,0.78686704,0.00818362,0.09380506
-4.94947474,3.85168019,1.31477278,2.70489882,0.00331992,0.05459704,0.24883884,0.78357686,0.00842375,0.09185079
-4.94347174,3.94351530,1.36480633,2.79691325,0.00340262,0.05240084,0.24860260,0.77834192,0.00865679,0.09028369
-4.93746873,4.03343649,1.41437431,2.88827883,0.00347696,0.05054217,0.24871487,0.77126189,0.00888123,0.08909346
-4.93146573,4.12150078,1.46330165,2.97898742,0.00354335,0.04902191,0.24916066,0.76248332,0.00909570,0.08826824
-4.92546273,4.20781472,1.51141916,3.06904796,0.00360239,0.04783610,0.24991898,0.75219272,0.00929889,0.08779401
-4.91945973,4.29250784,1.55855793,3.15846880,0.00365481,0.04697562,0.25096180,0.74060846,0.00948968,0.08765418
-4.91345673,4.37570451,1.60454282,3.24723893,0.00370143,0.04642602,0.25225345,0.72797179,0.00966706,0.08782915
-4.90745373,4.45749594,1.64918564,3.33530952,0.00374313,0.04616760,0.25375023,0.71453768,0.00983020,0.08829605
-4.90145073,4.53791472,1.69227878,3.42257742,0.00378080,0.04617570,0.25540056,0.70056571,0.00997841,0.08902863
-4.89544772,4.61691378,1.73359018,3.50887181,0.00381530,0.04642118,0.25714555,0.68631178,0.01011114,0.08999734
-4.88944472,4.69435173,1.77285999,3.59394569,0.00384743,0.04687115,0.25892014,0.67202079,0.01022800,0.09116963
-4.88344172,4.76998616,1.80980002,3.67747300,0.00387792,0.04748982,0.26065458,0.65792079,0.01032877,0.09251047
-4.87743872,4.84347595,1.84409591,3.75905253,0.00390737,0.04823960,0.26227658,0.64421885,0.01041333,0.09398308
-4.87143572,4.91439295,1.87541257,3.83821858,0.00393626,0.04908222,0.26371365,0.63109869,0.01048174,0.09554983
-4.86543272,4.98224299,1.90340280,3.91445856,0.00396498,0.04998000,0.26489593,0.61872014,0.01053421,0.09717334
-4.85942971,5.04649511,1.92771867,3.98723668,0.00399379,0.05089714,0.26575907,0.60722037,0.01057114,0.09881769
-4.85342671,5.10661759,1.94802532,4.05602249,0.00402284,0.05180098,0.26624724,0.59671655,0.01059310,0.10044965
-4.84742371,5.16211838,1.96401638,4.12032289,0.00405221,0.05266322,0.26631601,0.58730968,0.01060087,0.10203996
-4.84142071,5.21258747,1.97543002,4.17971524,0.00408191,0.05346097,0.26593496,0.57908918,0.01059547,0.10356453
-4.83541771,5.25773805,1.98206475,4.23387959,0.00411192,0.05417773,0.26508983,0.57213780,0.01057817,0.10500545
-4.82941471,5.29744345,1.98379382,4.28262755,0.00414218,0.05480405,0.26378417,0.56653631,0.01055048,0.10635184
-4.82341171,5.33176681,1.98057724,4.32592551,0.00417264,0.05533803,0.26204020,0.56236757,0.01051420,0.10760040
-4.81740870,5.36098100,1.97247054,4.36391018,0.00420324,0.05578545,0.25989893,0.55971952,0.01047134,0.10875566
-4.81140570,5.38557640,1.95962947,4.39689488,0.00423394,0.05615973,0.25741942,0.55868682,0.01042417,0.10982982
-4.80540270,5.40625535,1.94231028,4.42536535,0.00426469,0.05648144,0.25467718,0.55937078,0.01037515,0.11084229
-4.79939970,5.42391265,1.92086518,4.44996474,0.00429544,0.05677762,0.25176174,0.56187747,0.01032688,0.11181877
-4.79339670,5.43960223,1.89573331,4.47146800,0.00432613,0.05708076,0.24877351,0.56631417,0.01028201,0.11279006
-4.78739370,5.45449151,1.86742725,4.49074653,0.00435665,0.05742754,0.24581999,0.57278400,0.01024320,0.11379053
-4.78139070,5.46980519,1.83651604,4.50872488,0.00438681,0.05785735,0.24301154,0.58137922,0.01021302,0.11485633
-4.77538769,5.48676157,1.80360530,4.52633157,0.00441636,0.05841067,0.24045692,0.59217336,0.01019381,0.11602351
-4.76938469,5.50650465,1.76931555,4.54444680,0.00444493,0.05912734,0.23825870,0.60521281,0.01018763,0.11732596
-4.76338169,5.53003576,1.73425988,4.56384997,0.00447201,0.06004475,0.23650889,0.62050818,0.01019613,0.11879346
-4.75737869,5.55814879,1.69902209,4.58517014,0.00449696,0.06119613,0.23528485,0.63802611,0.01022045,0.12044983
-4.75137569,5.59137272,1.66413640,4.60884237,0.00451900,0.06260890,0.23464584,0.65768200,0.01026118,0.12231129
-4.74537269,5.62992507,1.63006969,4.63507279,0.00453721,0.06430317,0.23463015,0.67933421,0.01031822,0.12438512
-4.73936968,5.67367923,1.59720727,4.66381454,0.00455053,0.06629052,0.23525318,0.70278019,0.01039082,0.12666871
-4.73336668,5.72214799,1.56584260,4.69475649,0.00455784,0.06857303,0.23650638,0.72775489,0.01047751,0.12914903
-4.72736368,5.77448461,1.53617158,4.72732565,0.00455793,0.07114262,0.23835724,0.75393176,0.01057611,0.13180261
-4.72136068,5.82950202,1.50829139,4.76070351,0.00454954,0.07398084,0.24075015,0.78092649,0.01068378,0.13459592
-4.71535768,5.88570974,1.48220388,4.79385593,0.00453149,0.07705891,0.24360834,0.80830349,0.01079709,0.13748634
-4.70935468,5.94136689,1.45782321,4.82557523,0.00450260,0.08033829,0.24683662,0.83558501,0.01091207,0.14042342
-4.70335168,5.99454926,1.43498714,4.85453262,0.00446186,0.08377159,0.25032488,0.86226268,0.01102438,0.14335070
-4.69734867,6.04322725,1.41347134,4.87933833,0.00440839,0.08730376,0.25395226,0.88781099,0.01112940,0.14620767
-4.69134567,6.08535118,1.39300585,4.89860666,0.00434152,0.09087375,0.25759169,0.91170240,0.01122240,0.14893212
-4.68534267,6.11893983,1.37329288,4.91102266,0.00426084,0.09441636,0.26111480,0.93342331,0.01129870,0.15146247
-4.67933967,6.14216813,1.35402498,4.91540703,0.00416618,0.09786428,0.26439682,0.95249037,0.01135384,0.15374023
-4.67333667,6.15344973,1.33490266,4.91077618,0.00405766,0.10115034,0.26732138,0.96846639,0.01138373,0.15571231
-4.66733367,6.15151051,1.31565081,4.89639422,0.00393569,0.10420975,0.26978505,0.98097527,0.01138479,0.15733313
-4.66133067,6.13544957,1.29603287,4.87181448,0.00380099,0.10698231,0.27170125,0.98971510,0.01135414,0.15856652
-4.65532766,6.10478468,1.27586253,4.83690826,0.00365452,0.10941452,0.27300366,0.99446904,0.01128964,0.15938716
-4.64932466,6.05948005,1.25501223,4.79187961,0.00349751,0.11146143,0.27364875,0.99511334,0.01119006,0.15978158
-4.64332166,5.99995515,1.23341832,4.73726511,0.00333138,0.11308824,0.27361737,0.99162222,0.01105507,0.15974879
