energy_ev,total_up,Al_p_up,Al_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,1.71432366,0.24960536,0.00000000,0.55250118,0.84675158,0.51078235,0.00000000
-5.99399700,1.70785553,0.25412367,0.00000000,0.55013532,0.84175377,0.51422195,0.00000000
-5.98799400,1.70218781,0.25905596,0.00000000,0.54847219,0.83661807,0.51839365,0.00000000
-5.98199100,1.69704058,0.26423389,0.00000000,0.54729903,0.83131893,0.52314225,0.00000000
-5.97598799,1.69211534,0.26948758,0.00000000,0.54639223,0.82582887,0.52829759,0.00000000
-5.96998499,1.68710144,0.27465041,0.00000000,0.54552473,0.82011745,0.53367827,0.00000000
-5.96398199,1.68168287,0.27956341,0.00000000,0.54447333,0.81415060,0.53909548,0.00000000
-5.95797899,1.67554516,0.28407940,0.00000000,0.54302562,0.80789016,0.54435705,0.00000000
-5.95197599,1.66838251,0.28806652,0.00000000,0.54098649,0.80129388,0.54927156,0.00000000
-5.94597299,1.65990476,0.29141124,0.00000000,0.53818389,0.79431592,0.55365242,0.00000000
-5.93996998,1.64984444,0.29402069,0.00000000,0.53447376,0.78690782,0.55732185,0.00000000
-5.93396698,1.63796347,0.29582436,0.00000000,0.52974414,0.77901990,0.56011477,0.00000000
-5.92796398,1.62405963,0.29677517,0.00000000,0.52391816,0.77060330,0.56188242,0.00000000
-5.92196098,1.60797250,0.29684983,0.00000000,0.51695604,0.76161228,0.56249576,0.00000000
-5.91595798,1.58958904,0.29604875,0.00000000,0.50885611,0.75200703,0.56184852,0.00000000
-5.90995498,1.56884840,0.29439533,0.00000000,0.49965473,0.74175670,0.55985996,0.00000000
-5.90395198,1.54574618,0.29193485,0.00000000,0.48942536,0.73084272,0.55647713,0.00000000
-5.89794897,1.52033772,0.28873297,0.00000000,0.47827661,0.71926208,0.55167680,0.00000000
-5.89194597,1.49274072,0.28487397,0.00000000,0.46634965,0.70703072,0.54546683,0.00000000
-5.88594297,1.46313662,0.28045868,0.00000000,0.45381481,0.69418655,0.53788706,0.00000000
-5.87993997,1.43177097,0.27560228,0.00000000,0.44086760,0.68079225,0.52900959,0.00000000
-5.87393697,1.39895245,0.27043188,0.00000000,0.42772422,0.66693745,0.51893842,0.00000000
-5.86793397,1.36505046,0.26508400,0.00000000,0.41461664,0.65274017,0.50780850,0.00000000
-5.86193097,1.33049105,0.25970188,0.00000000,0.40178733,0.63834740,0.49578392,0.00000000
-5.85592796,1.29575112,0.25443268,0.00000000,0.38948371,0.62393458,0.48305549,0.00000000
-5.84992496,1.26135083,0.24942453,0.00000000,0.37795244,0.60970384,0.46983743,0.00000000
-5.84392196,1.22784395,0.24482341,0.00000000,0.36743356,0.59588105,0.45636339,0.00000000
-5.83791896,1.19580651,0.24076991,0.00000000,0.35815464,0.58271137,0.44288163,0.00000000
-5.83191596,1.16582346,0.23739589,0.00000000,0.35032497,0.57045358,0.42964958,0.00000000
-5.82591296,1.13847396,0.23482108,0.00000000,0.34412997,0.55937310,0.41692785,0.00000000
-5.81990995,1.11431523,0.23314955,0.00000000,0.33972586,0.54973395,0.40497370,0.00000000
-5.81390695,1.09386570,0.23246647,0.00000000,0.33723486,0.54178984,0.39403425,0.00000000
-5.80790395,1.07758781,0.23283487,0.00000000,0.33674087,0.53577473,0.38433962,0.00000000
-5.80190095,1.06587111,0.23429285,0.00000000,0.33828610,0.53189316,0.37609617,0.00000000
-5.79589795,1.05901640,0.23685123,0.00000000,0.34186847,0.53031081,0.36948007,0.00000000
-5.78989495,1.05722153,0.24049177,0.00000000,0.34744022,0.53114573,0.36463150,0.00000000
-5.78389195,1.06056968,0.24516628,0.00000000,0.35490773,0.53446065,0.36164965,0.00000000
-5.77788894,1.06902067,0.25079645,0.00000000,0.36413263,0.54025674,0.36058883,0.00000000
-5.77188594,1.08240593,0.25727485,0.00000000,0.37493445,0.54846933,0.36145576,0.00000000
-5.76588294,1.10042765,0.26446685,0.00000000,0.38709455,0.55896581,0.36420833,0.00000000
-5.75987994,1.12266233,0.27221363,0.00000000,0.40036154,0.57154594,0.36875584,0.00000000
-5.75387694,1.14856888,0.28033631,0.00000000,0.41445792,0.58594477,0.37496086,0.00000000
-5.74787394,1.17750127,0.28864086,0.00000000,0.42908789,0.60183811,0.38264265,0.00000000
-5.74187094,1.20872537,0.29692394,0.00000000,0.44394594,0.61885053,0.39158204,0.00000000
-5.73586793,1.24143950,0.30497928,0.00000000,0.45872609,0.63656557,0.40152779,0.00000000
-5.72986493,1.27479819,0.31260439,0.00000000,0.47313132,0.65453804,0.41220404,0.00000000
-5.72386193,1.30793804,0.31960748,0.00000000,0.48688295,0.67230769,0.42331880,0.00000000
-5.71785893,1.34000502,0.32581406,0.00000000,0.49972944,0.68941398,0.43457299,0.00000000
-5.71185593,1.37018198,0.33107320,0.00000000,0.51145438,0.70541138,0.44566991,0.00000000
-5.70585293,1.39771538,0.33526301,0.00000000,0.52188332,0.71988440,0.45632468,0.00000000
-5.69984992,1.42194020,0.33829510,0.00000000,0.53088899,0.73246199,0.46627329,0.00000000
-5.69384692,1.44230195,0.34011801,0.00000000,0.53839491,0.74283062,0.47528097,0.00000000
-5.68784392,1.45837508,0.34071918,0.00000000,0.54437705,0.75074547,0.48314959,0.00000000
-5.68184092,1.46987684,0.34012563,0.00000000,0.54886358,0.75603946,0.48972371,0.00000000
-5.67583792,1.47667631,0.33840317,0.00000000,0.55193270,0.75862950,0.49489515,0.00000000
-5.66983492,1.47879810,0.33565428,0.00000000,0.55370860,0.75852000,0.49860588,0.00000000
-5.66383192,1.47642073,0.33201473,0.00000000,0.55435590,0.75580334,0.50084909,0.00000000
-5.65782891,1.46986983,0.32764907,0.00000000,0.55407267,0.75065737,0.50166856,0.00000000
-5.65182591,1.45960646,0.32274527,0.00000000,0.55308245,0.74334006,0.50115619,0.00000000
-5.64582291,1.44621125,0.31750874,0.00000000,0.55162569,0.73418159,0.49944796,0.00000000
-5.63981991,1.43036483,0.31215590,0.00000000,0.54995088,0.72357418,0.49671846,0.00000000
-5.63381691,1.41282566,0.30690773,0.00000000,0.54830585,0.71196009,0.49317423,0.00000000
-5.62781391,1.39440596,0.30198332,0.00000000,0.54692961,0.69981825,0.48904620,0.00000000
-5.62181091,1.37594683,0.29759396,0.00000000,0.54604496,0.68765013,0.48458151,0.00000000
-5.61580790,1.35829330,0.29393765,0.00000000,0.54585234,0.67596523,0.48003510,0.00000000
-5.60980490,1.34227034,0.29119443,0.00000000,0.54652491,0.66526671,0.47566131,0.00000000
-5.60380190,1.32866049,0.28952247,0.00000000,0.54820506,0.65603776,0.47170587,0.00000000
-5.59779890,1.31818371,0.28905509,0.00000000,0.55100246,0.64872881,0.46839843,0.00000000
-5.59179590,1.31147993,0.28989871,0.00000000,0.55499354,0.64374623,0.46594598,0.00000000
-5.58579290,1.30909468,0.29213154,0.00000000,0.56022219,0.64144246,0.46452724,0.00000000
-5.57978989,1.31146781,0.29580322,0.00000000,0.56670173,0.64210794,0.46428820,0.00000000
-5.57378689,1.31892546,0.30093503,0.00000000,0.57441764,0.64596480,0.46533879,0.00000000
-5.56778389,1.33167509,0.30752067,0.00000000,0.58333105,0.65316237,0.46775081,0.00000000
-5.56178089,1.34980338,0.31552759,0.00000000,0.59338248,0.66377449,0.47155702,0.00000000
-5.55577789,1.37327680,0.32489851,0.00000000,0.60449569,0.67779848,0.47675128,0.00000000
-5.54977489,1.40194444,0.33555321,0.00000000,0.61658140,0.69515580,0.48328977,0.00000000
-5.54377189,1.43554307,0.34739045,0.00000000,0.62954055,0.71569414,0.49109306,0.00000000
-5.53776888,1.47370394,0.36028994,0.00000000,0.64326706,0.73919104,0.50004898,0.00000000
-5.53176588,1.51596128,0.37411439,0.00000000,0.65765000,0.76535879,0.51001615,0.00000000
-5.52576288,1.56176236,0.38871152,0.00000000,0.67257506,0.79385072,0.52082806,0.00000000
-5.51975988,1.61047903,0.40391631,0.00000000,0.68792539,0.82426870,0.53229758,0.00000000
-5.51375688,1.66142074,0.41955323,0.00000000,0.70358199,0.85617193,0.54422192,0.00000000
-5.50775388,1.71384901,0.43543879,0.00000000,0.71942373,0.88908703,0.55638779,0.00000000
-5.50175088,1.76699341,0.45138433,0.00000000,0.73532719,0.92251916,0.56857686,0.00000000
-5.49574787,1.82006901,0.46719915,0.00000000,0.75116655,0.95596439,0.58057136,0.00000000
-5.48974487,1.87229519,0.48269405,0.00000000,0.76681379,0.98892296,0.59215983,0.00000000
-5.48374187,1.92291559,0.49768523,0.00000000,0.78213927,1.02091327,0.60314286,0.00000000
-5.47773887,1.97121897,0.51199853,0.00000000,0.79701293,1.05148634,0.61333879,0.00000000
-5.47173587,2.01656036,0.52547398,0.00000000,0.81130619,1.08024030,0.62258933,0.00000000
-5.46573287,2.05838206,0.53797042,0.00000000,0.82489455,1.10683455,0.63076476,0.00000000
-5.45972986,2.09623358,0.54937011,0.00000000,0.83766082,1.13100279,0.63776879,0.00000000
-5.45372686,2.12978988,0.55958309,0.00000000,0.84949894,1.15256470,0.64354279,0.00000000
-5.44772386,2.15886667,0.56855100,0.00000000,0.86031807,1.17143532,0.64806916,0.00000000
-5.44172086,2.18343222,0.57625015,0.00000000,0.87004684,1.18763168,0.65137371,0.00000000
-5.43571786,2.20361441,0.58269357,0.00000000,0.87863726,1.20127614,0.65352695,0.00000000
-5.42971486,2.21970253,0.58793188,0.00000000,0.88606823,1.21259594,0.65464384,0.00000000
-5.42371186,2.23214302,0.59205267,0.00000000,0.89234812,1.22191865,0.65488218,0.00000000
-5.41770885,2.24152889,0.59517841,0.00000000,0.89751618,1.22966338,0.65443937,0.00000000
-5.41170585,2.24858264,0.59746278,0.00000000,0.90164269,1.23632776,0.65354748,0.00000000
-5.40570285,2.25413303,0.59908548,0.00000000,0.90482749,1.24247109,0.65246683,0.00000000
-5.39969985,2.25908612,0.60024569,0.00000000,0.90719700,1.24869384,0.65147802,0.00000000
-5.39369685,2.26439164,0.60115432,0.00000000,0.90889962,1.25561461,0.65087270,0.00000000
-5.38769385,2.27100577,0.60202550,0.00000000,0.91009987,1.26384496,0.65094335,0.00000000
-5.38169085,2.27985195,0.60306760,0.00000000,0.91097129,1.27396358,0.65197243,0.00000000
-5.37568784,2.29178131,0.60447411,0.00000000,0.91168859,1.28649053,0.65422116,0.00000000
-5.36968484,2.30753448,0.60641510,0.00000000,0.91241947,1.30186299,0.65791868,0.00000000
-5.36368184,2.32770673,0.60902943,0.00000000,0.91331649,1.32041357,0.66325173,0.00000000
-5.35767884,2.35271803,0.61241826,0.00000000,0.91450949,1.34235226,0.67035557,0.00000000
-5.35167584,2.38278969,0.61664020,0.00000000,0.91609903,1.36775296,0.67930648,0.00000000
-5.34567284,2.41792876,0.62170841,0.00000000,0.91815131,1.39654533,0.69011628,0.00000000
-5.33966983,2.45792123,0.62758977,0.00000000,0.92069470,1.42851247,0.70272912,0.00000000
-5.33366683,2.50233437,0.63420620,0.00000000,0.92371832,1.46329465,0.71702092,0.00000000
-5.32766383,2.55052848,0.64143817,0.00000000,0.92717268,1.50039902,0.73280140,0.00000000
-5.32166083,2.60167744,0.64913010,0.00000000,0.93097227,1.53921499,0.74981879,0.00000000
-5.31565783,2.65479736,0.65709751,0.00000000,0.93500011,1.57903450,0.76776711,0.00000000
-5.30965483,2.70878196,0.66513542,0.00000000,0.93911388,1.61907659,0.78629562,0.00000000
-5.30365183,2.76244311,0.67302768,0.00000000,0.94315326,1.65851484,0.80502024,0.00000000
-5.29764882,2.81455469,0.68055672,0.00000000,0.94694812,1.69650674,0.82353632,0.00000000
-5.29164582,2.86389774,0.68751312,0.00000000,0.95032698,1.73222357,0.84143224,0.00000000
-5.28564282,2.90930485,0.69370475,0.00000000,0.95312539,1.76487950,0.85830334,0.00000000
-5.27963982,2.94970178,0.69896471,0.00000000,0.95519354,1.79375866,0.87376546,0.00000000
-5.27363682,2.98414460,0.70315803,0.00000000,0.95640297,1.81823909,0.88746753,0.00000000
-5.26763382,3.01185070,0.70618658,0.00000000,0.95665177,1.83781257,0.89910273,0.00000000
-5.26163082,3.03222255,0.70799222,0.00000000,0.95586827,1.85209968,0.90841773,0.00000000
-5.25562781,3.04486352,0.70855787,0.00000000,0.95401296,1.86085961,0.91521963,0.00000000
-5.24962481,3.04958520,0.70790683,0.00000000,0.95107870,1.86399442,0.91938047,0.00000000
-5.24362181,3.04640652,0.70610018,0.00000000,0.94708926,1.86154800,0.92083913,0.00000000
-5.23761881,3.03554506,0.70323278,0.00000000,0.94209653,1.85369995,0.91960070,0.00000000
-5.23161581,3.01740137,0.69942787,0.00000000,0.93617652,1.84075485,0.91573345,0.00000000
-5.22561281,2.99253755,0.69483091,0.00000000,0.92942458,1.82312781,0.90936380,0.00000000
-5.21960980,2.96165124,0.68960284,0.00000000,0.92195021,1.80132697,0.90066942,0.00000000
-5.21360680,2.92554674,0.68391314,0.00000000,0.91387180,1.77593397,0.88987111,0.00000000
-5.20760380,2.88510442,0.67793322,0.00000000,0.90531155,1.74758325,0.87722379,0.00000000
-5.20160080,2.84125014,0.67183019,0.00000000,0.89639110,1.71694112,0.86300707,0.00000000
-5.19559780,2.79492573,0.66576151,0.00000000,0.88722775,1.68468545,0.84751591,0.00000000
-5.18959480,2.74706178,0.65987056,0.00000000,0.87793174,1.65148654,0.83105164,0.00000000
-5.18359180,2.69855345,0.65428327,0.00000000,0.86860441,1.61798999,0.81391376,0.00000000
-5.17758879,2.65024009,0.64910593,0.00000000,0.85933742,1.58480179,0.79639273,0.00000000
-5.17158579,2.60288884,0.64442409,0.00000000,0.85021274,1.55247599,0.77876390,0.00000000
-5.16558279,2.55718242,0.64030247,0.00000000,0.84130344,1.52150521,0.76128268,0.00000000
-5.15957979,2.51371111,0.63678586,0.00000000,0.83267505,1.49231374,0.74418102,0.00000000
-5.15357679,2.47296845,0.63390067,0.00000000,0.82438718,1.46525356,0.72766499,0.00000000
-5.14757379,2.43535059,0.63165719,0.00000000,0.81649539,1.44060268,0.71191358,0.00000000
-5.14157079,2.40115859,0.63005218,0.00000000,0.80905291,1.41856600,0.69707840,0.00000000
-5.13556778,2.37060340,0.62907175,0.00000000,0.80211221,1.39927812,0.68328424,0.00000000
-5.12956478,2.34381299,0.62869435,0.00000000,0.79572620,1.38280815,0.67063031,0.00000000
