energy_ev,total_up,As_p_up,As_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,2.47553462,0.06796093,0.00000000,1.25663869,0.58527215,0.03221484,1.56269136
-5.99399700,2.38255442,0.06505027,0.00000000,1.20679933,0.56477656,0.03125441,1.50524370
-5.98799400,2.28338080,0.06204272,0.00000000,1.15294415,0.54278702,0.03019596,1.44381886
-5.98199100,2.17962778,0.05899553,0.00000000,1.09589803,0.51966540,0.02905268,1.37941403
-5.97598799,2.07292608,0.05596375,0.00000000,1.03650192,0.49578168,0.02783904,1.31304060
-5.96998499,1.96487851,0.05299875,0.00000000,0.97559119,0.47150380,0.02657046,1.24569637
-5.96398199,1.85701799,0.05014681,0.00000000,0.91397551,0.44718774,0.02526284,1.17833935
-5.95797899,1.75076952,0.04744800,0.00000000,0.85242063,0.42316833,0.02393225,1.11186375
-5.95197599,1.64741747,0.04493527,0.00000000,0.79163284,0.39975112,0.02259442,1.04707928
-5.94597299,1.54807898,0.04263385,0.00000000,0.73224638,0.37720548,0.02126447,0.98469407
-5.93996998,1.45368442,0.04056096,0.00000000,0.67481409,0.35575921,0.01995650,0.92530186
-5.93396698,1.36496494,0.03872579,0.00000000,0.61980142,0.33559478,0.01868334,0.86937373
-5.92796398,1.28244750,0.03712976,0.00000000,0.56758367,0.31684726,0.01745632,0.81725422
-5.92196098,1.20645689,0.03576706,0.00000000,0.51844635,0.29960392,0.01628513,0.76916201
-5.91595798,1.13712426,0.03462536,0.00000000,0.47258818,0.28390544,0.01517765,0.72519462
-5.90995498,1.07440157,0.03368681,0.00000000,0.43012654,0.26974863,0.01413999,0.68533687
-5.90395198,1.01808076,0.03292903,0.00000000,0.39110479,0.25709045,0.01317645,0.64947234
-5.89794897,0.96781681,0.03232629,0.00000000,0.35550092,0.24585298,0.01228962,0.61739742
-5.89194597,0.92315332,0.03185074,0.00000000,0.32323714,0.23592933,0.01148052,0.58883700
-5.88594297,0.88354970,0.03147351,0.00000000,0.29418993,0.22718999,0.01074869,0.56346126
-5.87993997,0.84840848,0.03116587,0.00000000,0.26820001,0.21948946,0.01009243,0.54090271
-5.87393697,0.81710207,0.03090025,0.00000000,0.24508198,0.21267278,0.00950893,0.52077289
-5.86793397,0.78899767,0.03065112,0.00000000,0.22463334,0.20658188,0.00899452,0.50267814
-5.86193097,0.76347989,0.03039572,0.00000000,0.20664257,0.20106136,0.00854484,0.48623387
-5.85592796,0.73997013,0.03011464,0.00000000,0.19089623,0.19596362,0.00815500,0.47107700
-5.84992496,0.71794265,0.02979218,0.00000000,0.17718496,0.19115320,0.00781978,0.45687625
-5.84392196,0.69693688,0.02941659,0.00000000,0.16530839,0.18651021,0.00753378,0.44334018
-5.83791896,0.67656601,0.02898011,0.00000000,0.15507912,0.18193283,0.00729154,0.43022288
-5.83191596,0.65652209,0.02847885,0.00000000,0.14632561,0.17733889,0.00708765,0.41732746
-5.82591296,0.63657779,0.02791263,0.00000000,0.13889441,0.17266663,0.00691686,0.40450743
-5.81990995,0.61658531,0.02728461,0.00000000,0.13265165,0.16787465,0.00677418,0.39166622
-5.81390695,0.59647294,0.02660096,0.00000000,0.12748398,0.16294114,0.00665491,0.37875522
-5.80790395,0.57623965,0.02587041,0.00000000,0.12329911,0.15786268,0.00655472,0.36577054
-5.80190095,0.55594848,0.02510387,0.00000000,0.12002607,0.15265251,0.00646973,0.35274890
-5.79589795,0.53571904,0.02431401,0.00000000,0.11761516,0.14733868,0.00639652,0.33976296
-5.78989495,0.51571963,0.02351490,0.00000000,0.11603769,0.14196188,0.00633220,0.32691635
-5.78389195,0.49615941,0.02272171,0.00000000,0.11528564,0.13657343,0.00627443,0.31433870
-5.77788894,0.47728090,0.02195045,0.00000000,0.11537099,0.13123315,0.00622150,0.30218076
-5.77188594,0.45935293,0.02121783,0.00000000,0.11632486,0.12600751,0.00617231,0.29060993
-5.76588294,0.44266433,0.02054104,0.00000000,0.11819637,0.12096788,0.00612641,0.27980606
-5.75987994,0.42751813,0.01993780,0.00000000,0.12105113,0.11618896,0.00608404,0.26995771
-5.75387694,0.41422650,0.01942621,0.00000000,0.12496931,0.11174750,0.00604610,0.26125880
-5.74787394,0.40310605,0.01902485,0.00000000,0.13004324,0.10772115,0.00601415,0.25390553
-5.74187094,0.39447360,0.01875269,0.00000000,0.13637456,0.10418742,0.00599037,0.24809360
-5.73586793,0.38864205,0.01862915,0.00000000,0.14407079,0.10122291,0.00597754,0.24401557
-5.72986493,0.38591632,0.01867405,0.00000000,0.15324148,0.09890248,0.00597898,0.24185822
-5.72386193,0.38658920,0.01890753,0.00000000,0.16399392,0.09729856,0.00599847,0.24179997
-5.71785893,0.39093699,0.01934993,0.00000000,0.17642846,0.09648045,0.00604016,0.24400818
-5.71185593,0.39921485,0.02002168,0.00000000,0.19063362,0.09651360,0.00610850,0.24863628
-5.70585293,0.41165187,0.02094300,0.00000000,0.20668116,0.09745886,0.00620815,0.25582084
-5.69984992,0.42844599,0.02213364,0.00000000,0.22462116,0.09937169,0.00634383,0.26567848
-5.69384692,0.44975865,0.02361252,0.00000000,0.24447735,0.10230133,0.00652027,0.27830272
-5.68784392,0.47570952,0.02539735,0.00000000,0.26624298,0.10628991,0.00674207,0.29376090
-5.68184092,0.50637132,0.02750413,0.00000000,0.28987718,0.11137154,0.00701361,0.31209113
-5.67583792,0.54176503,0.02994672,0.00000000,0.31530223,0.11757142,0.00733896,0.33329954
-5.66983492,0.58185559,0.03273628,0.00000000,0.34240171,0.12490488,0.00772173,0.35735786
-5.66383192,0.62654836,0.03588075,0.00000000,0.37101979,0.13337659,0.00816507,0.38420142
-5.65782891,0.67568656,0.03938438,0.00000000,0.40096161,0.14297973,0.00867145,0.41372787
