energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,5.45710436,0.00294186,0.93124496,0.53948835,0.00000000,4.05204725,2.62635350,1.60437688,0.00000000
-5.99399700,5.55708641,0.00332746,0.93549912,0.56780265,0.00000000,4.06599451,2.67850206,1.66639115,0.00000000
-5.98799400,5.65749470,0.00375571,0.93829574,0.59593907,0.00000000,4.07980656,2.72988133,1.73163852,0.00000000
-5.98199100,5.75727733,0.00422756,0.93960611,0.62353079,0.00000000,4.09288429,2.78008446,1.79939335,0.00000000
-5.97598799,5.85508185,0.00474402,0.93938835,0.65018221,0.00000000,4.10441253,2.82858355,1.86876735,0.00000000
-5.96998499,5.94927770,0.00530620,0.93758754,0.67547754,0.00000000,4.11338839,2.87473384,1.93872524,0.00000000
-5.96398199,6.03799262,0.00591539,0.93413703,0.69899101,0.00000000,4.11865810,2.91778421,2.00810688,0.00000000
-5.95797899,6.11916212,0.00657308,0.92896079,0.72029819,0.00000000,4.11896105,2.95689380,2.07565552,0.00000000
-5.95197599,6.19059011,0.00728106,0.92197676,0.73898826,0.00000000,4.11297928,2.99115409,2.14005098,0.00000000
-5.94597299,6.25001870,0.00804149,0.91310115,0.75467652,0.00000000,4.09939059,3.01961577,2.19994688,0.00000000
-5.93996998,6.29520425,0.00885692,0.90225331,0.76701685,0.00000000,4.07692319,3.04131923,2.25401031,0.00000000
-5.93396698,6.32399671,0.00973039,0.88936119,0.77571341,0.00000000,4.04440959,3.05532761,2.30096264,0.00000000
-5.92796398,6.33441885,0.01066536,0.87436693,0.78053119,0.00000000,4.00083763,3.06076075,2.33961967,0.00000000
-5.92196098,6.32474195,0.01166572,0.85723240,0.78130482,0.00000000,3.94539636,3.05682888,2.36892964,0.00000000
-5.91595798,6.29355472,0.01273567,0.83794436,0.77794532,0.00000000,3.87751480,3.04286429,2.38800742,0.00000000
-5.90995498,6.23982228,0.01387956,0.81651896,0.77044431,0.00000000,3.79689206,3.01834971,2.39616355,0.00000000
-5.90395198,6.16293263,0.01510169,0.79300531,0.75887561,0.00000000,3.70351716,2.98294209,2.39292689,0.00000000
-5.89794897,6.06272857,0.01640601,0.76748795,0.74339409,0.00000000,3.59767808,2.93649073,2.37806003,0.00000000
-5.89194597,5.93952371,0.01779579,0.74008794,0.72423173,0.00000000,3.47995937,2.87904895,2.35156680,0.00000000
-5.88594297,5.79410197,0.01927321,0.71096268,0.70169116,0.00000000,3.35122865,2.81087882,2.31369181,0.00000000
-5.87993997,5.62770074,0.02083896,0.68030419,0.67613704,0.00000000,3.21261275,2.73244881,2.26491203,0.00000000
-5.87393697,5.44197886,0.02249178,0.64833611,0.64798541,0.00000000,3.06546458,2.64442454,2.20592117,0.00000000
-5.86793397,5.23897089,0.02422806,0.61530948,0.61769192,0.00000000,2.91132244,2.54765311,2.13760746,0.00000000
-5.86193097,5.02103020,0.02604140,0.58149751,0.58573906,0.00000000,2.75186378,2.44314189,2.06102617,0.00000000
-5.85592796,4.79076358,0.02792237,0.54718948,0.55262331,0.00000000,2.58885555,2.33203263,1.97736819,0.00000000
-5.84992496,4.55096043,0.02985818,0.51268427,0.51884249,0.00000000,2.42410338,2.21557228,1.88792596,0.00000000
-5.84392196,4.30451979,0.03183268,0.47828366,0.48488405,0.00000000,2.25940198,2.09508162,1.79405858,0.00000000
-5.83791896,4.05437836,0.03382633,0.44428569,0.45121462,0.00000000,2.09648873,1.97192322,1.69715719,0.00000000
-5.83191596,3.80344231,0.03581646,0.41097845,0.41827116,0.00000000,1.93700232,1.84746975,1.59861239,0.00000000
-5.82591296,3.55452557,0.03777761,0.37863455,0.38645413,0.00000000,1.78244801,1.72307413,1.49978444,0.00000000
-5.81990995,3.31029644,0.03968211,0.34750631,0.35612255,0.00000000,1.63417033,1.60004220,1.40197754,0.00000000
-5.81390695,3.07323407,0.04150079,0.31782206,0.32759126,0.00000000,1.49333406,1.47960891,1.30641854,0.00000000
-5.80790395,2.84559558,0.04320382,0.28978334,0.30113001,0.00000000,1.36091349,1.36291861,1.21424071,0.00000000
-5.80190095,2.62939395,0.04476168,0.26356330,0.27696438,0.00000000,1.23768963,1.25100963,1.12647234,0.00000000
-5.79589795,2.42638639,0.04614620,0.23930603,0.25527814,0.00000000,1.12425482,1.14480332,1.04403018,0.00000000
-5.78989495,2.23807206,0.04733160,0.21712686,0.23621679,0.00000000,1.02102358,1.04509752,0.96771723,0.00000000
-5.78389195,2.06569797,0.04829554,0.19711340,0.21989179,0.00000000,0.92824855,0.95256391,0.89822410,0.00000000
-5.77788894,1.91027137,0.04902008,0.17932732,0.20638520,0.00000000,0.84604014,0.86774900,0.83613327,0.00000000
-5.77188594,1.77257665,0.04949250,0.16380644,0.19575424,0.00000000,0.77438848,0.79107810,0.78192544,0.00000000
-5.76588294,1.65319513,0.04970599,0.15056721,0.18803558,0.00000000,0.71318615,0.72286146,0.73598682,0.00000000
-5.75987994,1.55252579,0.04966007,0.13960726,0.18324885,0.00000000,0.66225069,0.66330225,0.69861693,0.00000000
-5.75387694,1.47080540,0.04936090,0.13090791,0.18139933,0.00000000,0.62134550,0.61250540,0.67003572,0.00000000
-5.74787394,1.40812677,0.04882121,0.12443657,0.18247962,0.00000000,0.59019861,0.57048694,0.65038973,0.00000000
-5.74187094,1.36445422,0.04806009,0.12014893,0.18647020,0.00000000,0.56851836,0.53718330,0.63975676,0.00000000
-5.73586793,1.33963561,0.04710250,0.11799086,0.19333891,0.00000000,0.55600604,0.51246014,0.63814865,0.00000000
-5.72986493,1.33341087,0.04597861,0.11790015,0.20303955,0.00000000,0.55236511,0.49612057,0.64551241,0.00000000
-5.72386193,1.34541732,0.04472293,0.11980803,0.21550963,0.00000000,0.55730741,0.48791251,0.66172952,0.00000000
-5.71785893,1.37519213,0.04337334,0.12364052,0.23066769,0.00000000,0.57055645,0.48753537,0.68661397,0.00000000
-5.71185593,1.42217301,0.04197007,0.12931980,0.24841032,0.00000000,0.59184857,0.49464592,0.71990931,0.00000000
-5.70585293,1.48569793,0.04055454,0.13676568,0.26860924,0.00000000,0.62093227,0.50886382,0.76128529,0.00000000
-5.69984992,1.56500512,0.03916836,0.14589708,0.29110880,0.00000000,0.65756655,0.52977671,0.81033482,0.00000000
-5.69384692,1.65923424,0.03785225,0.15663395,0.31572411,0.00000000,0.70151859,0.55694549,0.86657158,0.00000000
-5.68784392,1.76742993,0.03664519,0.16889925,0.34224010,0.00000000,0.75256156,0.58990963,0.92942921,0.00000000
-5.68184092,1.88854821,0.03558353,0.18262135,0.37041170,0.00000000,0.81047267,0.62819309,0.99826223,0.00000000
-5.67583792,2.02146651,0.03470040,0.19773663,0.39996534,0.00000000,0.87503188,0.67131066,1.07234939,0.00000000
-5.66983492,2.16499717,0.03402512,0.21419219,0.43060170,0.00000000,0.94602123,0.71877503,1.15089943,0.00000000
-5.66383192,2.31790459,0.03358286,0.23194865,0.46199981,0.00000000,1.02322476,0.77010424,1.23305960,0.00000000
-5.65782891,2.47892523,0.03339428,0.25098266,0.49382244,0.00000000,1.10642872,0.82482965,1.31792664,0.00000000
-5.65182591,2.64678973,0.03347546,0.27128914,0.52572248,0.00000000,1.19542179,0.88250391,1.40456018,0.00000000
-5.64582291,2.82024611,0.03383769,0.29288271,0.55735018,0.00000000,1.28999469,0.94270866,1.49199812,0.00000000
-5.63981991,2.99808266,0.03448752,0.31579839,0.58836098,0.00000000,1.38993887,1.00506162,1.57927350,0.00000000
-5.63381691,3.17914927,0.03542664,0.34009102,0.61842350,0.00000000,1.49504364,1.06922248,1.66543233,0.00000000
-5.62781391,3.36237571,0.03665197,0.36583338,0.64722751,0.00000000,1.60509144,1.13489719,1.74955169,0.00000000
-5.62181091,3.54678573,0.03815556,0.39311278,0.67449141,0.00000000,1.71985086,1.20184029,1.83075750,0.00000000
-5.61580790,3.73150575,0.03992461,0.42202607,0.69996890,0.00000000,1.83906738,1.26985479,1.90824126,0.00000000
-5.60980490,3.91576764,0.04194141,0.45267303,0.72345461,0.00000000,1.96245183,1.33878957,1.98127515,0.00000000
-5.60380190,4.09890491,0.04418336,0.48514832,0.74478836,0.00000000,2.08966691,1.40853399,2.04922503,0.00000000
-5.59779890,4.28034259,0.04662297,0.51953215,0.76385788,0.00000000,2.22031237,1.47900990,2.11156074,0.00000000
-5.59179590,4.45958104,0.04922792,0.55588004,0.78059986,0.00000000,2.35390953,1.55016134,2.16786354,0.00000000
-5.58579290,4.63617481,0.05196122,0.59421210,0.79499920,0.00000000,2.48988613,1.62194214,2.21783039,0.00000000
-5.57978989,4.80970766,0.05478154,0.63450230,0.80708656,0.00000000,2.62756271,1.69430229,2.26127499,0.00000000
-5.57378689,4.97976546,0.05764358,0.67666843,0.81693426,0.00000000,2.76614158,1.76717360,2.29812568,0.00000000
-5.56778389,5.14590892,0.06049867,0.72056330,0.82465066,0.00000000,2.90469976,1.84045563,2.32842043,0.00000000
-5.56178089,5.30764810,0.06329561,0.76596774,0.83037328,0.00000000,3.04218687,1.91400276,2.35229915,0.00000000
-5.55577789,5.46442084,0.06598154,0.81258617,0.83426094,0.00000000,3.17742913,1.98761341,2.36999386,0.00000000
-5.54977489,5.61557701,0.06850314,0.86004508,0.83648527,0.00000000,3.30914009,2.06102226,2.38181712,0.00000000
-5.54377189,5.76037047,0.07080786,0.90789489,0.83722197,0.00000000,3.43593863,2.13389635,2.38814939,0.00000000
-5.53776888,5.89795977,0.07284529,0.95561550,0.83664220,0.00000000,3.55637423,2.20583560,2.38942589,0.00000000
