energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.86193097,4.69645611,0.89823739,2.41281091,0.00415004,0.91115004,0.02282548,0.40437437,1.52256820,0.76410676
-5.85592796,4.70163467,0.89699608,2.40605689,0.00388129,0.92009870,0.02292154,0.40125099,1.53017277,0.77139874
-5.84992496,4.69797304,0.89396820,2.39554804,0.00361800,0.92653081,0.02296842,0.39787982,1.53340900,0.77706121
-5.84392196,4.68532625,0.88922171,2.38129656,0.00336218,0.93037293,0.02295751,0.39422988,1.53227657,0.78102255
-5.83791896,4.66367485,0.88284270,2.36335704,0.00311559,0.93159600,0.02288178,0.39027306,1.52684801,0.78323652
-5.83191596,4.63312536,0.87493114,2.34182599,0.00287971,0.93021608,0.02273597,0.38598500,1.51726491,0.78368362
-5.82591296,4.59390999,0.86559719,2.31684258,0.00265579,0.92629379,0.02251664,0.38134615,1.50373253,0.78237176
-5.81990995,4.54638585,0.85495820,2.28859037,0.00244474,0.91993247,0.02222220,0.37634291,1.48651323,0.77933598
-5.81390695,4.49103343,0.84313657,2.25729998,0.00224723,0.91127542,0.02185293,0.37096896,1.46591893,0.77463773
-5.80790395,4.42845441,0.83025838,2.22325206,0.00206363,0.90050211,0.02141097,0.36522654,1.44230304,0.76836332
-5.80190095,4.35936851,0.81645292,2.18678044,0.00189405,0.88782381,0.02090020,0.35912764,1.41605220,0.76062207
-5.79589795,4.28460943,0.80185285,2.14827482,0.00173836,0.87347877,0.02032617,0.35269517,1.38757822,0.75154407
-5.78989495,4.20511939,0.78659504,2.10818256,0.00159622,0.85772721,0.01969593,0.34596379,1.35731060,0.74127776
-5.78389195,4.12194233,0.77082175,2.06700902,0.00146710,0.84084639,0.01901785,0.33898051,1.32568966,0.72998746
-5.77788894,4.03621530,0.75468200,2.02531623,0.00135033,0.82312586,0.01830146,0.33180495,1.29316080,0.71785097
-5.77188594,3.94915802,0.73833300,1.98371924,0.00124513,0.80486314,0.01755718,0.32450908,1.26016967,0.70505722
-5.76588294,3.86206020,0.72194117,1.94288012,0.00115064,0.78635986,0.01679613,0.31717665,1.22715839,0.69180417
-5.75987994,3.77626656,0.70568281,1.90349935,0.00106596,0.76791830,0.01602990,0.30990203,1.19456271,0.67829678
-5.75387694,3.69315935,0.68974402,1.86630463,0.00099016,0.74983850,0.01527031,0.30278865,1.16280985,0.66474507
-5.74787394,3.61413821,0.67431981,1.83203707,0.00092234,0.73241568,0.01452919,0.29594696,1.13231689,0.65136228
-5.74187094,3.54059763,0.65961232,1.80143513,0.00086164,0.71593781,0.01381820,0.28949193,1.10348927,0.63836281
-5.73586793,3.47390182,0.64582797,1.77521669,0.00080724,0.70068344,0.01314864,0.28354026,1.07671925,0.62596010
-5.72986493,3.41535762,0.63317367,1.75405951,0.00075839,0.68691931,0.01253128,0.27820724,1.05238394,0.61436413
-5.72386193,3.36618576,0.62185216,1.73858105,0.00071442,0.67489788,0.01197624,0.27360342,1.03084269,0.60377863
-5.71785893,3.32749116,0.61205652,1.72931800,0.00067476,0.66485452,0.01149287,0.26983123,1.01243381,0.59439784
-5.71185593,3.30023329,0.60396423,1.72670658,0.00063889,0.65700434,0.01108966,0.26698151,0.99747027,0.58640297
-5.70585293,3.28519740,0.59773089,1.73106440,0.00060640,0.65153875,0.01077416,0.26513036,0.98623469,0.57995829
-5.69984992,3.28296802,0.59348403,1.74257464,0.00057694,0.64862171,0.01055298,0.26433615,0.97897359,0.57520700
-5.69384692,3.29390591,0.59131728,1.76127358,0.00055022,0.64838583,0.01043166,0.26463701,0.97589114,0.57226716
-5.68784392,3.31812965,0.59128531,1.78704212,0.00052602,0.65092846,0.01041474,0.26604887,0.97714274,0.57122768
-5.68184092,3.35550324,0.59339985,1.81960207,0.00050415,0.65630803,0.01050566,0.26856418,0.98282871,0.57214472
-5.67583792,3.40563059,0.59762713,1.85851767,0.00048448,0.66454080,0.01070683,0.27215137,0.99298854,0.57503876
-5.66983492,3.46785785,0.60388697,1.90320261,0.00046688,0.67559823,0.01101956,0.27675521,1.00759598,0.57989231
-5.66383192,3.54128391,0.61205374,1.95293273,0.00045125,0.68940518,0.01144407,0.28229799,1.02655539,0.58664883
-5.65782891,3.62477934,0.62195921,2.00686416,0.00043748,0.70583910,0.01197954,0.28868160,1.04969950,0.59521256
-5.65182591,3.71701333,0.63339742,2.06405642,0.00042550,0.72473037,0.01262403,0.29579048,1.07678899,0.60544967
-5.64582291,3.81648808,0.64613128,2.12349977,0.00041519,0.74586369,0.01337458,0.30349526,1.10751374,0.61719059
-5.63981991,3.92157938,0.65990078,2.18414597,0.00040647,0.76898073,0.01422717,0.31165709,1.14149606,0.63023343
-5.63381691,4.03058196,0.67443250,2.24494107,0.00039922,0.79378383,0.01517678,0.32013241,1.17829562,0.64434852
-5.62781391,4.14175794,0.68944996,2.30485921,0.00039334,0.81994075,0.01621741,0.32877803,1.21741609,0.65928374
-5.62181091,4.25338643,0.70468435,2.36293574,0.00038874,0.84709025,0.01734217,0.33745627,1.25831320,0.67477054
-5.61580790,4.36381223,0.71988516,2.41829858,0.00038530,0.87484841,0.01854333,0.34603990,1.30040413,0.69053039
-5.60980490,4.47149168,0.73483021,2.47019614,0.00038294,0.90281551,0.01981245,0.35441676,1.34307779,0.70628135
-5.60380190,4.57503394,0.74933452,2.51802094,0.00038159,0.93058323,0.02114046,0.36249376,1.38570588,0.72174462
-5.59779890,4.67323585,0.76325758,2.56132756,0.00038120,0.95774202,0.02251787,0.37020005,1.42765433,0.73665079
-5.59179590,4.76510931,0.77650875,2.59984441,0.00038173,0.98388862,0.02393486,0.37748924,1.46829497,0.75074557
-5.58579290,4.84990006,0.78905026,2.63347867,0.00038319,1.00863328,0.02538154,0.38434059,1.50701713,0.76379491
-5.57978989,4.92709737,0.80089790,2.66231422,0.00038560,1.03160686,0.02684810,0.39075894,1.54323894,0.77558930
-5.57378689,4.99643442,0.81211908,2.68660266,0.00038903,1.05246748,0.02832504,0.39677353,1.57641807,0.78594728
-5.56778389,5.05787965,0.82282851,2.70674790,0.00039355,1.07090665,0.02980337,0.40243565,1.60606177,0.79471798
-5.56178089,5.11161961,0.83318146,2.72328480,0.00039927,1.08665480,0.03127482,0.40781516,1.63173594,0.80178279
-5.55577789,5.15803416,0.84336508,2.73685290,0.00040634,1.09948605,0.03273202,0.41299615,1.65307302,0.80705609
-5.54977489,5.19766516,0.85358792,2.74816633,0.00041488,1.10922204,0.03416865,0.41807184,1.66977843,0.81048516
-5.54377189,5.23118003,0.86406832,2.75798101,0.00042506,1.11573485,0.03557959,0.42313886,1.68163547,0.81204916
-5.53776888,5.25933162,0.87502196,2.76706047,0.00043702,1.11894872,0.03696096,0.42829139,1.68850836,0.81175749
-5.53176588,5.28291580,0.88664926,2.77614173,0.00045089,1.11884059,0.03831015,0.43361514,1.69034330,0.80964731
-5.52576288,5.30272865,0.89912309,2.78590230,0.00046681,1.11543937,0.03962585,0.43918169,1.68716746,0.80578057
-5.51975988,5.31952453,0.91257733,2.79692983,0.00048485,1.10882380,0.04090788,0.44504327,1.67908576,0.80024046
-5.51375688,5.33397669,0.92709691,2.80969516,0.00050506,1.09911907,0.04215712,0.45122840,1.66627562,0.79312746
-5.50775388,5.34664183,0.94270955,2.82453009,0.00052745,1.08649215,0.04337526,0.45773839,1.64897962,0.78455510
-5.50175088,5.35792978,0.95937982,2.84161031,0.00055197,1.07114596,0.04456461,0.46454510,1.62749633,0.77464558
-5.49574787,5.36807962,0.97700570,2.86094432,0.00057852,1.05331264,0.04572779,0.47158990,1.60216980,0.76352540
-5.48974487,5.37714279,0.99541777,2.88236848,0.00060692,1.03324606,0.04686744,0.47878404,1.57337775,0.75132105
-5.48374187,5.38497418,1.01438129,2.90554851,0.00063695,1.01121397,0.04798589,0.48601030,1.54151932,0.73815511
-5.47773887,5.39123133,1.03360094,2.92998709,0.00066832,0.98748994,0.04908485,0.49312598,1.50700260,0.72414270
-5.47173587,5.39538193,1.05272819,2.95503746,0.00070069,0.96234566,0.05016514,0.49996708,1.47023257,0.70938860
-5.46573287,5.39671930,1.07137106,2.97992229,0.00073365,0.93604363,0.05122632,0.50635339,1.43160005,0.69398504
-5.45972986,5.39438537,1.08910572,3.00375727,0.00076676,0.90883084,0.05226656,0.51209452,1.39147201,0.67801030
-5.45372686,5.38740026,1.10548980,3.02557830,0.00079953,0.88093346,0.05328234,0.51699635,1.35018364,0.66152814
-5.44772386,5.37469735,1.12007655,3.04437157,0.00083145,0.85255282,0.05426840,0.52086781,1.30803258,0.64458813
-5.44172086,5.35516248,1.13242961,3.05910515,0.00086200,0.82386282,0.05521764,0.52352764,1.26527536,0.62722674
-5.43571786,5.32767574,1.14213756,3.06876114,0.00089064,0.79500879,0.05612112,0.52481083,1.22212618,0.60946925
-5.42971486,5.29115432,1.14882790,3.07236730,0.00091687,0.76610773,0.05696813,0.52457457,1.17875788,0.59133218
-5.42371186,5.24459453,1.15217978,3.06902692,0.00094018,0.73724986,0.05774639,0.52270335,1.13530496,0.57282626
-5.41770885,5.18711170,1.15193509,3.05794608,0.00096013,0.70850124,0.05844223,0.51911314,1.09186823,0.55395968
-5.41170585,5.11797610,1.14790751,3.03845756,0.00097629,0.67990737,0.05904093,0.51375449,1.04852091,0.53474133
-5.40570285,5.03664399,1.13998921,3.01004044,0.00098833,0.65149729,0.05952708,0.50661434,1.00531544,0.51518409
-5.39969985,4.94278231,1.12815498,2.97233526,0.00099597,0.62328815,0.05988502,0.49771675,0.96229083,0.49530772
-5.39369685,4.83628666,1.11246370,2.92515409,0.00099901,0.59528972,0.06009931,0.48712227,0.91947989,0.47514134
-5.38769385,4.71729173,1.09305724,2.86848563,0.00099735,0.56750889,0.06015525,0.47492632,0.87691605,0.45472530
-5.38169085,4.58617434,1.07015672,2.80249536,0.00099094,0.53995359,0.06003940,0.46125645,0.83463923,0.43411246
-5.37568784,4.44354903,1.04405656,2.72752089,0.00097987,0.51263633,0.05974017,0.44626872,0.79270077,0.41336864
-5.36968484,4.29025674,1.01511630,2.64406306,0.00096429,0.48557683,0.05924825,0.43014340,0.75116688,0.39257243
-5.36368184,4.12734714,0.98375076,2.55277305,0.00094442,0.45880411,0.05855719,0.41308010,0.71012074,0.37181419
-5.35767884,3.95605564,0.95041873,2.45443641,0.00092060,0.43235758,0.05766374,0.39529255,0.66966319,0.35119455
-5.35167584,3.77777582,0.91561066,2.34995441,0.00089321,0.40628748,0.05656826,0.37700319,0.62991194,0.33082224
-5.34567284,3.59402867,0.87983568,2.24032344,0.00086270,0.38065460,0.05527493,0.35843777,0.59099969,0.31081158
-5.33966983,3.40642942,0.84360844,2.12661333,0.00082955,0.35552934,0.05379191,0.33982011,0.55307113,0.29127966
-5.33366683,3.21665350,0.80743600,2.00994499,0.00079431,0.33099029,0.05213135,0.32136717,0.51627916,0.27234337
-5.32766383,3.02640229,0.77180536,1.89146822,0.00075752,0.30712253,0.05030928,0.30328449,0.48078060,0.25411648
-5.32166083,2.83737005,0.73717178,1.77234020,0.00071973,0.28401552,0.04834543,0.28576226,0.44673170,0.23670676
-5.31565783,2.65121271,0.70394833,1.65370518,0.00068150,0.26176103,0.04626279,0.26897188,0.41428356,0.22021347
-5.30965483,2.46951943,0.67249697,1.53667578,0.00064335,0.24045102,0.04408722,0.25306330,0.38357788,0.20472510
-5.30365183,2.29378755,0.64312134,1.42231640,0.00060578,0.22017559,0.04184690,0.23816302,0.35474320,0.19031765
-5.29764882,2.12540150,0.61606152,1.31162887,0.00056924,0.20102119,0.03957166,0.22437289,0.32789167,0.17705329
-5.29164582,1.96561594,0.59149099,1.20554056,0.00053413,0.18306893,0.03729235,0.21176960,0.30311673,0.16497963
-5.28564282,1.81554349,0.56951576,1.10489519,0.00050080,0.16639333,0.03504013,0.20040497,0.28049144,0.15412950
-5.27963982,1.67614683,0.55017581,1.01044618,0.00046954,0.15106123,0.03284579,0.19030695,0.26006787,0.14452123
-5.27363682,1.54823532,0.53344872,0.92285252,0.00044057,0.13713103,0.03073909,0.18148124,0.24187715,0.13615938
-5.26763382,1.43246563,0.51925549,0.84267706,0.00041407,0.12465219,0.02874814,0.17391355,0.22593043,0.12903596
-5.26163082,1.32934615,0.50746815,0.77038696,0.00039017,0.11366497,0.02689886,0.16757229,0.21222039,0.12313189
-5.25562781,1.23924443,0.49791902,0.70635593,0.00036892,0.10420038,0.02521451,0.16241173,0.20072346,0.11841881
-5.24962481,1.16239722,0.49041128,0.65086809,0.00035039,0.09628024,0.02371534,0.15837538,0.19140228,0.11486096
-5.24362181,1.09892225,0.48473019,0.60412290,0.00033459,0.08991741,0.02241829,0.15539945,0.18420851,0.11241718
-5.23761881,1.04883109,0.48065474,0.56624093,0.00032151,0.08511608,0.02133686,0.15341636,0.17908569,0.11104283
-5.23161581,1.01204238,0.47796905,0.53727002,0.00031118,0.08187205,0.02048094,0.15235807,0.17597203,0.11069161
-5.22561281,0.98839464,0.47647305,0.51719152,0.00030359,0.08017311,0.01985691,0.15215904,0.17480294,0.11131715
-5.21960980,0.97765821,0.47599190,0.50592631,0.00029879,0.07999937,0.01946765,0.15275886,0.17551330,0.11287430
-5.21360680,0.97954566,0.47638376,0.50334029,0.00029684,0.08132355,0.01931274,0.15410418,0.17803919,0.11532009
-5.20760380,0.99372042,0.47754551,0.50924936,0.00029784,0.08411134,0.01938862,0.15615018,0.18231919,0.11861435
-5.20160080,1.01980334,0.47941601,0.52342352,0.00030195,0.08832165,0.01968890,0.15886119,0.18829504,0.12271989
-5.19559780,1.05737714,0.48197697,0.54559030,0.00030934,0.09390696,0.02020460,0.16221069,0.19591179,0.12760237
-5.18959480,1.10598871,0.48525114,0.57543735,0.00032025,0.10081359,0.02092451,0.16618057,0.20511731,0.13322974
-5.18359180,1.16514963,0.48929802,0.61261451,0.00033496,0.10898206,0.02183554,0.17075973,0.21586139,0.13957147
-5.17758879,1.23433498,0.49420728,0.65673524,0.00035378,0.11834745,0.02292302,0.17594213,0.22809425,0.14659741
-5.17158579,1.31298098,0.50009025,0.70737773,0.00037704,0.12883974,0.02417114,0.18172430,0.24176472,0.15427661
-5.16558279,1.40048179,0.50706978,0.76408585,0.00040509,0.14038420,0.02556325,0.18810260,0.25681813,0.16257593
-5.15957979,1.49618590,0.51526915,0.82636996,0.00043829,0.15290183,0.02708222,0.19507021,0.27319394,0.17145868
-5.15357679,1.59939253,0.52480045,0.89370794,0.00047697,0.16630964,0.02871077,0.20261419,0.29082328,0.18088329
-5.14757379,1.70934841,0.53575310,0.96554632,0.00052146,0.18052099,0.03043181,0.21071256,0.30962646,0.19080216
-5.14157079,1.82524535,0.54818307,1.04130183,0.00057200,0.19544579,0.03222861,0.21933178,0.32951057,0.20116066
-5.13556778,1.94621870,0.56210331,1.12036319,0.00062881,0.21099063,0.03408514,0.22842464,0.35036726,0.21189636
-5.12956478,2.07134712,0.57747600,1.20209336,0.00069203,0.22705872,0.03598613,0.23792866,0.37207076,0.22293864
-5.12356178,2.19965364,0.59420690,1.28583213,0.00076169,0.24354972,0.03791725,0.24776527,0.39447635,0.23420853
-5.11755878,2.33010821,0.61214217,1.37089911,0.00083776,0.26035951,0.03986516,0.25783962,0.41741915,0.24561897
-5.11155578,2.46163181,0.63106786,1.45659704,0.00092006,0.27737971,0.04181748,0.26804122,0.44071362,0.25707531
-5.10555278,2.59310208,0.65071213,1.54221552,0.00100835,0.29449728,0.04376271,0.27824535,0.46415361,0.26847626
-5.09954977,2.72336055,0.67075017,1.62703506,0.00110224,0.31159400,0.04569019,0.28831519,0.48751312,0.27971504
-5.09354677,2.85122150,0.69081157,1.71033149,0.00120124,0.32854612,0.04758985,0.29810464,0.51054790,0.29068084
-5.08754377,2.97548234,0.71048998,1.79138090,0.00130476,0.34522408,0.04945210,0.30746172,0.53299783,0.30126054
-5.08154077,3.09493554,0.72935450,1.86946494,0.00141212,0.36149255,0.05126758,0.31623239,0.55459025,0.31134054
-5.07553777,3.20838203,0.74696253,1.94387673,0.00152253,0.37721075,0.05302699,0.32426469,0.57504399,0.32080879
-5.06953477,3.31464602,0.76287342,2.01392735,0.00163514,0.39223320,0.05472088,0.33141299,0.59407440,0.32955678
-5.06353177,3.41259092,0.77666239,2.07895290,0.00174903,0.40641093,0.05633951,0.33754225,0.61139893,0.33748164
-5.05752876,3.50113638,0.78793418,2.13832223,0.00186324,0.41959319,0.05787275,0.34253203,0.62674346,0.34448807
-5.05152576,3.57927599,0.79633588,2.19144526,0.00197677,0.43162970,0.05930999,0.34628013,0.63984892,0.35049023
-5.04552276,3.64609541,0.80156846,2.23778174,0.00208860,0.44237327,0.06064019,0.34870578,0.65047822,0.35541339
-5.03951976,3.70079041,0.80339650,2.27685048,0.00219772,0.45168298,0.06185192,0.34975212,0.65842312,0.35919543
-5.03351676,3.74268451,0.80165583,2.30823870,0.00230313,0.45942749,0.06293352,0.34938799,0.66351079,0.36178796
-5.02751376,3.77124559,0.79625879,2.33161142,0.00240386,0.46548874,0.06387327,0.34760895,0.66560983,0.36315729
-5.02151076,3.78610109,0.78719703,2.34672052,0.00249898,0.46976551,0.06465966,0.34443749,0.66463543,0.36328496
-5.01550775,3.78705120,0.77454177,2.35341322,0.00258759,0.47217699,0.06528165,0.33992242,0.66055350,0.36216814
-5.00950475,3.77407970,0.75844156,2.35163984,0.00266890,0.47266608,0.06572904,0.33413761,0.65338346,0.35981952
-5.00350175,3.74736201,0.73911785,2.34146025,0.00274217,0.47120217,0.06599274,0.32717997,0.64319968,0.35626713
-4.99749875,3.70727008,0.71685850,2.32304904,0.00280674,0.46778351,0.06606516,0.31916703,0.63013130,0.35155379
-4.99149575,3.65437411,0.69200970,2.29669907,0.00286207,0.46243882,0.06594052,0.31023398,0.61436063,0.34573645
-4.98549275,3.58944067,0.66496654,2.26282309,0.00290773,0.45522819,0.06561516,0.30053057,0.59611996,0.33888525
-4.97948974,3.51342751,0.63616284,2.22195353,0.00294341,0.44624313,0.06508778,0.29021779,0.57568703,0.33108260
-4.97348674,3.42747482,0.60606040,2.17474004,0.00296892,0.43560594,0.06435973,0.27946459,0.55337928,0.32242203
-4.96748374,3.33289332,0.57513837,2.12194501,0.00298426,0.42346809,0.06343517,0.26844477,0.52954717,0.31300709
-4.96148074,3.23114909,0.54388284,2.06443674,0.00298954,0.41000803,0.06232117,0.25733399,0.50456674,0.30295015
-4.95547774,3.12384557,0.51277702,2.00318052,0.00298507,0.39542824,0.06102780,0.24630714,0.47883167,0.29237118
-4.94947474,3.01270267,0.48229238,1.93922738,0.00297134,0.37995165,0.05956812,0.23553599,0.45274526,0.28139644
-4.94347174,2.89953343,0.45288071,1.87370078,0.00294901,0.36381767,0.05795811,0.22518717,0.42671241,0.27015726
-4.93746873,2.78621820,0.42496726,1.80778101,0.00291897,0.34727776,0.05621649,0.21542040,0.40113191,0.25878855
-4.93146573,2.67467659,0.39894507,1.74268768,0.00288225,0.33059074,0.05436455,0.20638702,0.37638923,0.24742740
-4.92546273,2.56683739,0.37517023,1.67966009,0.00284013,0.31401796,0.05242581,0.19822866,0.35284986,0.23621145
-4.91945973,2.46460654,0.35395814,1.61993585,0.00279404,0.29781832,0.05042563,0.19107604,0.33085347,0.22527710
-4.91345673,2.36983349,0.33558061,1.56472780,0.00274559,0.28224335,0.04839080,0.18504773,0.31070864,0.21475765
-4.90745373,2.28427612,0.32026358,1.51519955,0.00269659,0.26753236,0.04634900,0.18024897,0.29268847,0.20478121
-4.90145073,2.20956478,0.30818530,1.47243997,0.00264895,0.25390775,0.04432823,0.17677030,0.27702680,0.19546846
-4.89544772,2.14716582,0.29947502,1.43743711,0.00260472,0.24157046,0.04235618,0.17468615,0.26391514,0.18693029
-4.88944472,2.09834549,0.29421177,1.41105204,0.00256607,0.23069586,0.04045962,0.17405329,0.25350012,0.17926540
-4.88344172,2.06413489,0.29242354,1.39399347,0.00253521,0.22142986,0.03866368,0.17490913,0.24588158,0.17255788
-4.87743872,2.04529715,0.29408646,1.38679363,0.00251440,0.21388555,0.03699127,0.17727008,0.24111108,0.16687479
-4.87143572,2.04229797,0.29912441,1.38978666,0.00250592,0.20814033,0.03546242,0.18112992,0.23919101,0.16226406
-4.86543272,2.05528079,0.30740884,1.40309020,0.00251198,0.20423361,0.03409372,0.18645836,0.24007417,0.15875258
-4.85942971,2.08404797,0.31875909,1.42659124,0.00253477,0.20216535,0.03289790,0.19319986,0.24366401,0.15634465
-4.85342671,2.12804937,0.33294333,1.45993727,0.00257635,0.20189527,0.03188340,0.20127299,0.24981550,0.15502105
-4.84742371,2.18637953,0.34968035,1.50253350,0.00263863,0.20334306,0.03105420,0.21057023,0.25833682,0.15473864
-4.84142071,2.25778461,0.36864231,1.55354697,0.00272333,0.20638950,0.03040967,0.22095857,0.26899198,0.15543062
-4.83541771,2.34067990,0.38945866,1.61191821,0.00283194,0.21087872,0.02994467,0.23228082,0.28150443,0.15700759
-4.82941471,2.43317833,0.41172135,1.67638053,0.00296566,0.21662139,0.02964976,0.24435788,0.29556175,0.15935936
-4.82341171,2.53313010,0.43499139,1.74548723,0.00312536,0.22339912,0.02951159,0.25699178,0.31082150,0.16235753
-4.81740870,2.63817296,0.45880677,1.81764618,0.00331151,0.23096976,0.02951342,0.26996966,0.32691825,0.16585876
-4.81140570,2.74579213,0.48269172,1.89116124,0.00352416,0.23907370,0.02963584,0.28306859,0.34347154,0.16970874
-4.80540270,2.85338851,0.50616700,1.96427939,0.00376287,0.24744083,0.02985746,0.29606091,0.36009496,0.17374669
-4.79939970,2.95835296,0.52876117,2.03524218,0.00402665,0.25579816,0.03015585,0.30872029,0.37640570,0.17781016
-4.79339670,3.05814443,0.55002231,2.10233982,0.00431395,0.26387770,0.03050839,0.32082795,0.39203474,0.18174016
-4.78739370,3.15036901,0.56953002,2.16396600,0.00462262,0.27142441,0.03089319,0.33217903,0.40663696,0.18538619
-4.78139070,3.23285688,0.58690700,2.21867124,0.00494987,0.27820389,0.03128996,0.34258874,0.41990100,0.18861118
-4.77538769,3.30373416,0.60183000,2.26521280,0.00529229,0.28400948,0.03168082,0.35189809,0.43155838,0.19129592
-4.76938469,3.36148641,0.61403942,2.30259879,0.00564585,0.28866857,0.03205096,0.35997889,0.44139154,0.19334299
-4.76338169,3.40501119,0.62334732,2.33012476,0.00600595,0.29204769,0.03238918,0.36673787,0.44924028,0.19467988
-4.75737869,3.43365704,0.62964329,2.34740098,0.00636748,0.29405631,0.03268828,0.37211956,0.45500641,0.19526121
-4.75137569,3.44724721,0.63289792,2.35436902,0.00672490,0.29464910,0.03294520,0.37610799,0.45865626,0.19506989
-4.74537269,3.44608670,0.63316365,2.35130692,0.00707233,0.29382649,0.03316099,0.37872692,0.46022097,0.19411733
-4.73936968,3.43095218,0.63057285,2.33882233,0.00740373,0.29163365,0.03334063,0.38003875,0.45979439,0.19244245
-4.73336668,3.40306516,0.62533325,2.31783403,0.00771302,0.28815780,0.03349257,0.38014192,0.45752872,0.19010971
-4.72736368,3.36404923,0.61772063,2.28954214,0.00799422,0.28352407,0.03362816,0.37916724,0.45362812,0.18720624
-4.72136068,3.31587335,0.60806941,2.25538856,0.00824168,0.27789006,0.03376096,0.37727292,0.44834045,0.18383814
-4.71535768,3.26078337,0.59676110,2.21700891,0.00845021,0.27143940,0.03390592,0.37463889,0.44194760,0.18012616
-4.70935468,3.20122487,0.58421146,2.17617811,0.00861530,0.26437463,0.03407852,0.37146038,0.43475487,0.17620102
-4.70335168,3.13976047,0.57085656,2.13475167,0.00873321,0.25690966,0.03429393,0.36794129,0.42707979,0.17219846
-4.69734867,3.07898497,0.55713866,2.09460512,0.00880119,0.24926225,0.03456617,0.36428748,0.41924112,0.16825440
-4.69134567,3.02144192,0.54349221,2.05757390,0.00881753,0.24164682,0.03490740,0.36070032,0.41154820,0.16450034
-4.68534267,2.96954467,0.53033065,2.02539596,0.00878167,0.23426785,0.03532735,0.35737081,0.40429144,0.16105917
-4.67933967,2.92550499,0.51803457,1.99965909,0.00869425,0.22731419,0.03583286,0.35447452,0.39773409,0.15804163
-4.67333667,2.89127148,0.50694157,1.98175486,0.00855708,0.22095443,0.03642770,0.35216735,0.39210573,0.15554350
-4.66733367,2.86847990,0.49733812,1.97284047,0.00837318,0.21533349,0.03711248,0.35058257,0.38759755,0.15364364
-4.66133067,2.85841638,0.48945381,1.97380953,0.00814664,0.21057051,0.03788488,0.34982879,0.38435963,0.15240286
-4.65532766,2.86199428,0.48345792,1.98527243,0.00788255,0.20675788,0.03873998,0.34998924,0.38250006,0.15186364
-4.64932466,2.87974448,0.47945830,2.00754625,0.00758689,0.20396162,0.03967083,0.35112197,0.38208576,0.15205071
-4.64332166,2.91181854,0.47750261,2.04065421,0.00726633,0.20222259,0.04066908,0.35326108,0.38314486,0.15297223
