energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,2.40848499,0.00564372,0.58168454,0.92400825,0.00000000,0.48478861,0.64136072
-5.99399700,2.25267040,0.00525961,0.53828881,0.86899845,0.00000000,0.45053586,0.59579471
-5.98799400,2.09560402,0.00488001,0.49572290,0.81256800,0.00000000,0.41659690,0.55066427
-5.98199100,1.93879154,0.00450715,0.45424264,0.75539354,0.00000000,0.38322769,0.50631302
-5.97598799,1.78373469,0.00414342,0.41408976,0.69816082,0.00000000,0.35067687,0.46307151
-5.96998499,1.63189408,0.00379130,0.37548699,0.64154715,0.00000000,0.31918030,0.42125035
-5.96398199,1.48465472,0.00345329,0.33863344,0.58620510,0.00000000,0.28895604,0.38113400
-5.95797899,1.34329562,0.00313184,0.30370056,0.53274830,0.00000000,0.26019989,0.34297539
-5.95197599,1.20896490,0.00282929,0.27082892,0.48173970,0.00000000,0.23308188,0.30699178
-5.94597299,1.08266118,0.00254780,0.24012598,0.43368272,0.00000000,0.20774380,0.27336182
-5.93996998,0.96522177,0.00228932,0.21166493,0.38901550,0.00000000,0.18429771,0.24222410
-5.93396698,0.85731748,0.00205558,0.18548473,0.34810802,0.00000000,0.16282567,0.21367710
-5.92796398,0.75945374,0.00184802,0.16159117,0.31126194,0.00000000,0.14338043,0.18778043
-5.92196098,0.67197727,0.00166785,0.13995899,0.27871281,0.00000000,0.12598701,0.16455721
-5.91595798,0.59508719,0.00151599,0.12053485,0.25063404,0.00000000,0.11064509,0.14399745
-5.90995498,0.52884941,0.00139315,0.10324095,0.22714220,0.00000000,0.09733185,0.12606205
-5.90395198,0.47321308,0.00129978,0.08797922,0.20830293,0.00000000,0.08600526,0.11068734
-5.89794897,0.42802777,0.00123612,0.07463574,0.19413693,0.00000000,0.07660740,0.09778964
-5.89194597,0.39306029,0.00120223,0.06308528,0.18462559,0.00000000,0.06906778,0.08726993
-5.88594297,0.36801014,0.00119793,0.05319583,0.17971573,0.00000000,0.06330643,0.07901807
