energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.48703829,0.02229188,0.00000000,0.00060671,0.28910709,0.24813635,0.11616705
-5.99399700,0.48974037,0.02261895,0.00000000,0.00061518,0.29090769,0.24897103,0.11671330
-5.98799400,0.49008592,0.02281921,0.00000000,0.00062104,0.29127698,0.24864872,0.11667477
-5.98199100,0.48800973,0.02289471,0.00000000,0.00062448,0.29018051,0.24712102,0.11602833
-5.97598799,0.48354352,0.02285214,0.00000000,0.00062588,0.28764096,0.24438926,0.11477375
-5.96998499,0.47681485,0.02270272,0.00000000,0.00062582,0.28373743,0.24050396,0.11293330
-5.96398199,0.46804323,0.02246202,0.00000000,0.00062508,0.27860312,0.23556308,0.11055066
-5.95797899,0.45753379,0.02214963,0.00000000,0.00062463,0.27242153,0.22970894,0.10768934
-5.95197599,0.44566840,0.02178868,0.00000000,0.00062568,0.26542106,0.22312411,0.10443049
-5.94597299,0.43289484,0.02140528,0.00000000,0.00062961,0.25786852,0.21602621,0.10087038
-5.93996998,0.41971406,0.02102782,0.00000000,0.00063802,0.25006141,0.20866202,0.09711741
-5.93396698,0.40666624,0.02068631,0.00000000,0.00065268,0.24231956,0.20130096,0.09328890
-5.92796398,0.39431594,0.02041145,0.00000000,0.00067555,0.23497605,0.19422819,0.08950775
-5.92196098,0.38323684,0.02023392,0.00000000,0.00070873,0.22836810,0.18773764,0.08589904
-5.91595798,0.37399655,0.02018344,0.00000000,0.00075443,0.22282777,0.18212502,0.08258666
-5.90995498,0.36714184,0.02028799,0.00000000,0.00081498,0.21867307,0.17768111,0.07969017
-5.90395198,0.36318473,0.02057301,0.00000000,0.00089274,0.21619952,0.17468547,0.07732181
-5.89794897,0.36258974,0.02106066,0.00000000,0.00099008,0.21567239,0.17340052,0.07558381
-5.89194597,0.36576256,0.02176920,0.00000000,0.00110930,0.21731988,0.17406637,0.07456611
-5.88594297,0.37304032,0.02271244,0.00000000,0.00125258,0.22132722,0.17689614,0.07434439
-5.87993997,0.38468374,0.02389931,0.00000000,0.00142192,0.22783196,0.18207197,0.07497848
-5.87393697,0.40087120,0.02533364,0.00000000,0.00161903,0.23692047,0.18974177,0.07651130
-5.86793397,0.42169487,0.02701399,0.00000000,0.00184525,0.24862573,0.20001646,0.07896805
-5.86193097,0.44715888,0.02893368,0.00000000,0.00210148,0.26292642,0.21296804,0.08235599
-5.85592796,0.47717980,0.03108105,0.00000000,0.00238811,0.27974746,0.22862814,0.08666455
-5.84992496,0.51158912,0.03343976,0.00000000,0.00270491,0.29896186,0.24698731,0.09186585
-5.84392196,0.55013799,0.03598937,0.00000000,0.00305096,0.32039405,0.26799486,0.09791577
-5.83791896,0.59250404,0.03870596,0.00000000,0.00342466,0.34382452,0.29155942,0.10475527
-5.83191596,0.63830019,0.04156298,0.00000000,0.00382361,0.36899579,0.31755008,0.11231231
-5.82591296,0.68708539,0.04453212,0.00000000,0.00424468,0.39561963,0.34579828,0.12050409
-5.81990995,0.73837699,0.04758431,0.00000000,0.00468399,0.42338533,0.37610035,0.12923967
-5.81390695,0.79166459,0.05069070,0.00000000,0.00513696,0.45196895,0.40822079,0.13842301
-5.80790395,0.84642493,0.05382373,0.00000000,0.00559842,0.48104326,0.44189618,0.14795633
-5.80190095,0.90213756,0.05695805,0.00000000,0.00606271,0.51028816,0.47683989,0.15774366
-5.79589795,0.95830073,0.06007143,0.00000000,0.00652380,0.53940120,0.51274734,0.16769464
-5.78989495,1.01444714,0.06314551,0.00000000,0.00697551,0.56810796,0.54930185,0.17772829
-5.78389195,1.07015886,0.06616643,0.00000000,0.00741164,0.59617188,0.58618098,0.18777680
-5.77788894,1.12508097,0.06912516,0.00000000,0.00782625,0.62340311,0.62306326,0.19778907
-5.77188594,1.17893343,0.07201774,0.00000000,0.00821375,0.64966613,0.65963509,0.20773384
-5.76588294,1.23152050,0.07484518,0.00000000,0.00856922,0.67488566,0.69559769,0.21760242
-5.75987994,1.28273744,0.07761316,0.00000000,0.00888849,0.69905063,0.73067400,0.22741063
-5.75387694,1.33257402,0.08033152,0.00000000,0.00916836,0.72221591,0.76461520,0.23719997
-5.74787394,1.38111448,0.08301344,0.00000000,0.00940669,0.74450162,0.79720669,0.24703781
-5.74187094,1.42853401,0.08567451,0.00000000,0.00960246,0.76608995,0.82827345,0.25701658
-5.73586793,1.47509146,0.08833162,0.00000000,0.00975586,0.78721940,0.85768442,0.26725186
-5.72986493,1.52111862,0.09100171,0.00000000,0.00986818,0.80817668,0.88535588,0.27787929
-5.72386193,1.56700618,0.09370050,0.00000000,0.00994183,0.82928637,0.91125347,0.28905049
-5.71785893,1.61318691,0.09644119,0.00000000,0.00998013,0.85089870,0.93539301,0.30092799
-5.71185593,1.66011649,0.09923324,0.00000000,0.00998724,0.87337586,0.95783975,0.31367926
-5.70585293,1.70825271,0.10208123,0.00000000,0.00996787,0.89707729,0.97870610,0.32747017
-5.69984992,1.75803381,0.10498397,0.00000000,0.00992713,0.92234460,0.99814783,0.34245800
-5.69384692,1.80985667,0.10793371,0.00000000,0.00987029,0.94948658,1.01635873,0.35878431
-5.68784392,1.86405587,0.11091580,0.00000000,0.00980251,0.97876493,1.03356380,0.37656791
-5.68184092,1.92088421,0.11390844,0.00000000,0.00972865,1.01038140,1.05001113,0.39589831
-5.67583792,1.98049573,0.11688295,0.00000000,0.00965308,1.04446670,1.06596254,0.41682984
-5.66983492,2.04293175,0.11980426,0.00000000,0.00957950,1.08107172,1.08168338,0.43937671
-5.66383192,2.10811068,0.12263177,0.00000000,0.00951084,1.12016141,1.09743160,0.46350934
-5.65782891,2.17582186,0.12532049,0.00000000,0.00944918,1.16161164,1.11344660,0.48915190
-5.65182591,2.24572398,0.12782249,0.00000000,0.00939571,1.20520895,1.12993796,0.51618148
-5.64582291,2.31734798,0.13008856,0.00000000,0.00935081,1.25065346,1.14707483,0.54442866
-5.63981991,2.39010448,0.13207000,0.00000000,0.00931405,1.29756456,1.16497601,0.57367970
-5.63381691,2.46329549,0.13372049,0.00000000,0.00928435,1.34548931,1.18370148,0.60368013
-5.62781391,2.53612999,0.13499803,0.00000000,0.00926009,1.39391305,1.20324552,0.63413964
-5.62181091,2.60774282,0.13586671,0.00000000,0.00923928,1.44227199,1.22353200,0.66473824
-5.61580790,2.67721630,0.13629835,0.00000000,0.00921974,1.48996710,1.24441211,0.69513324
-5.60980490,2.74360385,0.13627389,0.00000000,0.00919924,1.53637892,1.26566471,0.72496704
-5.60380190,2.80595474,0.13578445,0.00000000,0.00917565,1.58088285,1.28699964,0.75387539
-5.59779890,2.86333934,0.13483203,0.00000000,0.00914711,1.62286428,1.30806386,0.78149586
-5.59179590,2.91487407,0.13342980,0.00000000,0.00911211,1.66173334,1.32845060,0.80747635
-5.58579290,2.95974533,0.13160195,0.00000000,0.00906956,1.69693878,1.34771110,0.83148333
-5.57978989,2.99723175,0.12938310,0.00000000,0.00901886,1.72798071,1.36536888,0.85320972
-5.57378689,3.02672437,0.12681734,0.00000000,0.00895986,1.75442199,1.38093592,0.87238217
-5.56778389,3.04774403,0.12395694,0.00000000,0.00889288,1.77589813,1.39393036,0.88876754
-5.56178089,3.05995587,0.12086069,0.00000000,0.00881864,1.79212545,1.40389492,0.90217859
-5.55577789,3.06318039,0.11759211,0.00000000,0.00873820,1.80290762,1.41041553,0.91247859
-5.54977489,3.05740108,0.11421750,0.00000000,0.00865284,1.80814033,1.41313924,0.91958490
-5.54377189,3.04276819,0.11080397,0.00000000,0.00856401,1.80781418,1.41179068,0.92347138
-5.53776888,3.01959882,0.10741753,0.00000000,0.00847318,1.80201571,1.40618635,0.92416946
-5.53176588,2.98837301,0.10412133,0.00000000,0.00838183,1.79092652,1.39624609,0.92176808
-5.52576288,2.94972600,0.10097408,0.00000000,0.00829129,1.77482048,1.38200096,0.91641210
-5.51975988,2.90443666,0.09802875,0.00000000,0.00820273,1.75405900,1.36359733,0.90829947
-5.51375688,2.85341219,0.09533161,0.00000000,0.00811710,1.72908438,1.34129664,0.89767703
-5.50775388,2.79766933,0.09292154,0.00000000,0.00803513,1.70041118,1.31547087,0.88483499
-5.50175088,2.73831247,0.09082962,0.00000000,0.00795728,1.66861585,1.28659375,0.87010017
-5.49574787,2.67650892,0.08907916,0.00000000,0.00788376,1.63432457,1.25522798,0.85382826
-5.48974487,2.61346212,0.08768577,0.00000000,0.00781460,1.59819973,1.22200895,0.83639508
-5.48374187,2.55038327,0.08665786,0.00000000,0.00774961,1.56092512,1.18762560,0.81818722
-5.47773887,2.48846237,0.08599719,0.00000000,0.00768846,1.52319037,1.15279921,0.79959239
-5.47173587,2.42883946,0.08569953,0.00000000,0.00763071,1.48567511,1.11826098,0.78098957
-5.46573287,2.37257713,0.08575545,0.00000000,0.00757585,1.44903324,1.08472948,0.76273963
-5.45972986,2.32063532,0.08615107,0.00000000,0.00752331,1.41387795,1.05288873,0.74517650
-5.45372686,2.27384934,0.08686890,0.00000000,0.00747249,1.38076814,1.02336804,0.72859939
-5.44772386,2.23291224,0.08788853,0.00000000,0.00742283,1.35019661,0.99672442,0.71326639
-5.44172086,2.19836212,0.08918737,0.00000000,0.00737372,1.32258075,0.97342812,0.69938967
-5.43571786,2.17057517,0.09074135,0.00000000,0.00732461,1.29825587,0.95385214,0.68713252
-5.42971486,2.14976474,0.09252552,0.00000000,0.00727496,1.27747175,0.93826581,0.67660834
-5.42371186,2.13598653,0.09451470,0.00000000,0.00722423,1.26039233,0.92683265,0.66788170
-5.41770885,2.12914975,0.09668408,0.00000000,0.00717192,1.24709857,0.91961261,0.66097127
-5.41170585,2.12903368,0.09900979,0.00000000,0.00711757,1.23759438,0.91656807,0.65585450
-5.40570285,2.13530867,0.10146950,0.00000000,0.00706074,1.23181512,0.91757342,0.65247386
-5.39969985,2.14756076,0.10404301,0.00000000,0.00700105,1.22963826,0.92242742,0.65074414
-5.39369685,2.16531821,0.10671280,0.00000000,0.00693821,1.23089548,0.93086754,0.65056047
-5.38769385,2.18807880,0.10946449,0.00000000,0.00687200,1.23538559,0.94258555,0.65180664
-5.38169085,2.21533606,0.11228732,0.00000000,0.00680235,1.24288741,0.95724330,0.65436304
-5.37568784,2.24660311,0.11517444,0.00000000,0.00672933,1.25317182,0.97448796,0.65811404
-5.36968484,2.28143264,0.11812306,0.00000000,0.00665318,1.26601239,0.99396591,0.66295408
-5.36368184,2.31943175,0.12113443,0.00000000,0.00657434,1.28119385,1.01533447,0.66879235
-5.35767884,2.36027095,0.12421359,0.00000000,0.00649343,1.29851800,1.03827109,0.67555561
-5.35167584,2.40368656,0.12736887,0.00000000,0.00641128,1.31780671,1.06247958,0.68318911
-5.34567284,2.44947659,0.13061119,0.00000000,0.00632889,1.33890191,1.08769323,0.69165552
-5.33966983,2.49749018,0.13395305,0.00000000,0.00624739,1.36166267,1.11367485,0.70093194
-5.33366683,2.54761144,0.13740732,0.00000000,0.00616801,1.38595967,1.14021402,0.71100526
-5.32766383,2.59973878,0.14098593,0.00000000,0.00609202,1.41166748,1.16712192,0.72186612
-5.32166083,2.65376098,0.14469830,0.00000000,0.00602066,1.43865532,1.19422436,0.73350193
-5.31565783,2.70953184,0.14854989,0.00000000,0.00595504,1.46677711,1.22135358,0.74588943
-5.30965483,2.76684510,0.15254063,0.00000000,0.00589610,1.49586143,1.24833979,0.75898730
-5.30365183,2.82541146,0.15666357,0.00000000,0.00584452,1.52570244,1.27500287,0.77272931
-5.29764882,2.88483955,0.16090373,0.00000000,0.00580063,1.55605254,1.30114537,0.78701869
-5.29164582,2.94462250,0.16523724,0.00000000,0.00576439,1.58661727,1.32654715,0.80172390
-5.28564282,3.00413123,0.16963082,0.00000000,0.00573532,1.61705350,1.35096245,0.81667649
-5.27963982,3.06261571,0.17404171,0.00000000,0.00571250,1.64697087,1.37411962,0.83167113
-5.27363682,3.11921453,0.17841813,0.00000000,0.00569459,1.67593710,1.39572401,0.84646804
-5.26763382,3.17297302,0.18270009,0.00000000,0.00567980,1.70348707,1.41546375,0.86079779
-5.26163082,3.22286930,0.18682081,0.00000000,0.00566600,1.72913544,1.43301857,0.87436850
-5.25562781,3.26784761,0.19070845,0.00000000,0.00565076,1.75239247,1.44807118,0.88687504
-5.24962481,3.30685734,0.19428835,0.00000000,0.00563146,1.77278243,1.46032070,0.89800992
-5.24362181,3.33889617,0.19748543,0.00000000,0.00560536,1.78986374,1.46949759,0.90747546
-5.23761881,3.36305528,0.20022685,0.00000000,0.00556975,1.80324995,1.47537911,0.91499653
-5.23161581,3.37856420,0.20244473,0.00000000,0.00552203,1.81263044,1.47780463,0.92033345
-5.22561281,3.38483318,0.20407879,0.00000000,0.00545986,1.81778985,1.47668977,0.92329418
-5.21960980,3.38149068,0.20507884,0.00000000,0.00538124,1.81862493,1.47203844,0.92374533
-5.21360680,3.36841375,0.20540693,0.00000000,0.00528458,1.81515805,1.46395209,0.92162131
-5.20760380,3.34574952,0.20503911,0.00000000,0.00516881,1.80754614,1.45263526,0.91693115
-5.20160080,3.31392628,0.20396666,0.00000000,0.00503342,1.79608456,1.43839700,0.90976248
-5.19559780,3.27365310,0.20219676,0.00000000,0.00487845,1.78120522,1.42164757,0.90028243
-5.18959480,3.22590747,0.19975255,0.00000000,0.00470454,1.76346867,1.40289051,0.88873529
