energy_ev,total_up,Cr_p_up,Cr_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.85592796,3.11418276,1.74491573,0.30095623,1.11850641,0.52674507,0.01177138,0.39711327,0.09575820,1.55892270
-5.84992496,2.98887580,1.60506928,0.27561837,1.20458091,0.53236234,0.01139116,0.42194490,0.09017008,1.45421856
-5.84392196,2.89096257,1.47262731,0.25213363,1.31001943,0.54589079,0.01114976,0.45385075,0.08498750,1.35909385
-5.83791896,2.82250292,1.34891147,0.23069462,1.43551728,0.56759831,0.01105489,0.49307846,0.08029249,1.27463843
-5.83191596,2.78500974,1.23500662,0.21145097,1.58146524,0.59764480,0.01111156,0.53977721,0.07615227,1.20170111
-5.82591296,2.77939988,1.13175218,0.19450945,1.74789308,0.63606512,0.01132188,0.59397897,0.07261782,1.14087775
-5.81990995,2.80595726,1.03974133,0.17993528,1.93441884,0.68275368,0.01168494,0.65558115,0.06972293,1.09250576
-5.81390695,2.86430972,0.95932735,0.16775448,2.14020710,0.73745150,0.01219670,0.72433169,0.06748376,1.05666503
-5.80790395,2.95342080,0.89063645,0.15795710,2.36393882,0.79973651,0.01285000,0.79981756,0.06589882,1.03318506
-5.80190095,3.07159783,0.83358632,0.15050129,2.60379562,0.86901798,0.01363452,0.88145759,0.06494948,1.02165799
-5.79589795,3.21651714,0.78790936,0.14531787,2.85746098,0.94453576,0.01453694,0.96850053,0.06460088,1.02145724
-5.78989495,3.38526722,0.75317979,0.14231548,3.12214013,1.02536507,0.01554105,1.06002905,0.06480332,1.03176134
-5.78389195,3.57440984,0.72884344,0.14138598,3.39459991,1.11042726,0.01662801,1.15497031,0.06549397,1.05158244
-5.77788894,3.78005902,0.71424952,0.14241008,3.67122904,1.19850683,0.01777671,1.25211321,0.06659895,1.07979894
-5.77188594,3.99797647,0.70868321,0.14526302,3.94811805,1.28827467,0.01896412,1.35013251,0.06803567,1.11519153
-5.76588294,4.22368195,0.71139827,0.14982013,4.22115730,1.37831714,0.02016584,1.44761917,0.06971541,1.15648179
-5.75987994,4.45257576,0.72164881,0.15596220,4.48615018,1.46717045,0.02135660,1.54311643,0.07154600,1.20237252
-5.75387694,4.68006986,0.73871919,0.16358051,4.73893779,1.55335912,0.02251094,1.63516033,0.07343464,1.25158852
-5.74787394,4.90172363,0.76195146,0.17258129,4.97553031,1.63543743,0.02360381,1.72232326,0.07529065,1.30291676
-5.74187094,5.11337913,0.79076938,0.18288949,5.19223959,1.71203213,0.02461129,1.80325893,0.07702821,1.35524460
-5.73586793,5.31129095,0.82469830,0.19445180,5.38580714,1.78188471,0.02551127,1.87674673,0.07856884,1.40759473
-5.72986493,5.49224505,0.86338027,0.20723866,5.55352129,1.84389137,0.02628406,1.94173350,0.07984375,1.45915537
-5.72386193,5.65366130,0.90658367,0.22124515,5.69331796,1.89713876,0.02691305,1.99737072,0.08079581,1.50930463
-5.71785893,5.79367488,0.95420697,0.23649070,5.80385941,1.94093385,0.02738516,2.04304517,0.08138112,1.55762775
-5.71185593,5.91119234,1.00627613,0.25301751,5.88458680,1.97482622,0.02769126,2.07840149,0.08157026,1.60392636
-5.70585293,6.00591915,1.06293569,0.27088771,5.93574325,1.99862174,0.02782651,2.10335526,0.08134896,1.64821912
-5.69984992,6.07835671,1.12443330,0.29017918,5.95836556,2.01238672,0.02779044,2.11809576,0.08071835,1.69073347
-5.69384692,6.12976846,1.19109835,0.31098025,5.95424438,2.01644218,0.02758695,2.12307801,0.07969472,1.73188863
-5.68784392,6.16211595,1.26331500,0.33338330,5.92585422,2.01134846,0.02722422,2.11900433,0.07830878,1.77227021
-5.68184092,6.17796736,1.34149061,0.35747763,5.87625627,1.99788077,0.02671437,2.10679604,0.07660454,1.81259770
-5.67583792,6.18038248,1.42602069,0.38334171,5.80897846,1.97699689,0.02607302,2.08755660,0.07463774,1.85368581
-5.66983492,6.17277917,1.51725172,0.41103524,5.72787826,1.94979845,0.02531883,2.06252778,0.07247398,1.89640158
-5.66383192,6.15878749,1.61544355,0.44059136,5.63699494,1.91748773,0.02447279,2.03304099,0.07018665,1.94161901
-5.65782891,6.14209825,1.72073286,0.47200933,5.54039804,1.88132211,0.02355762,2.00046602,0.06785456,1.99017350
-5.65182591,6.12631289,1.83309984,0.50524819,5.44203947,1.84256825,0.02259701,1.96615957,0.06555969,2.04281791
-5.64582291,6.11480179,1.95233949,0.54022156,5.34561581,1.80245810,0.02161489,1.93141599,0.06338470,2.10018263
-5.63981991,6.11057701,2.07803952,0.57679407,5.25444724,1.76214893,0.02063481,1.89742246,0.06141073,2.16274134
-5.63381691,6.11618539,2.20956601,0.61477961,5.17137800,1.72268874,0.01967924,1.86522055,0.05971519,2.23078406
-5.62781391,6.13362590,2.34605816,0.65394152,5.09870250,1.68498874,0.01876904,1.83567580,0.05836982,2.30439877
-5.62181091,6.16429447,2.48643268,0.69399488,5.03811924,1.64980351,0.01792298,1.80945639,0.05743903,2.38346229
-5.61580790,6.20895754,2.62939829,0.73461085,4.99071360,1.61771942,0.01715737,1.78702143,0.05697844,2.46764072
-5.60980490,6.26775423,2.77347989,0.77542285,4.95696858,1.58915126,0.01648581,1.76861917,0.05703376,2.55639906
-5.60380190,6.34022538,2.91705181,0.81603459,4.93680135,1.56434651,0.01591901,1.75429444,0.05764004,2.64901952
-5.59779890,6.42536654,3.05837892,0.85602933,4.92962226,1.54339649,0.01546473,1.74390454,0.05882107,2.74462709
-5.59179590,6.52170067,3.19566386,0.89498022,4.93441157,1.52625300,0.01512785,1.73714226,0.06058923,2.84222100
-5.58579290,6.62736556,3.32709853,0.93246122,4.94980889,1.51274922,0.01491041,1.73356434,0.06294550,2.94071016
-5.57978989,6.74021053,3.45091733,0.96805808,4.97420965,1.50262319,0.01481185,1.73262362,0.06587966,3.03895071
-5.57378689,6.85789667,3.56545005,1.00137894,5.00586279,1.49554230,0.01482917,1.73370296,0.06937081,3.13578357
-5.56778389,6.97799523,3.66917168,1.03206417,5.04296459,1.49112733,0.01495721,1.73614904,0.07338793,3.23007016
-5.56178089,7.09807902,3.76074707,1.05979484,5.08374353,1.48897474,0.01518889,1.73930430,0.07789060,3.32072455
-5.55577789,7.21580293,3.83906833,1.08429980,5.12653247,1.48867610,0.01551546,1.74253553,0.08282983,3.40674052
-5.54977489,7.32897000,3.90328323,1.10536076,5.16982508,1.48983380,0.01592680,1.74525796,0.08814892,3.48721266
-5.54377189,7.43558123,3.95281361,1.12281546,5.21231471,1.49207280,0.01641160,1.74695393,0.09378434,3.56135062
-5.53776888,7.53386815,3.98736285,1.13655885,5.25291522,1.49504797,0.01695762,1.74718570,0.09966671,3.62848657
-5.53176588,7.62230837,4.00691262,1.14654218,5.29076413,1.49844748,0.01755190,1.74560235,0.10572174,3.68807596
-5.52576288,7.69962558,4.01170908,1.15277034,5.32520983,1.50199252,0.01818092,1.74194105,0.11187122,3.73969234
-5.51975988,7.76477622,4.00223981,1.15529760,5.35578524,1.50543404,0.01883081,1.73602321,0.11803399,3.78301724
-5.51375688,7.81692582,3.97920275,1.15422208,5.38217121,1.50854737,0.01948749,1.72774645,0.12412702,3.81782643
-5.50775388,7.85541859,3.94346906,1.14967932,5.40415329,1.51112562,0.02013685,1.71707333,0.13006644,3.84397409
-5.50175088,7.87974386,3.89604208,1.14183540,5.42157576,1.51297273,0.02076493,1.70401805,0.13576877,3.86137634
-5.49574787,7.88950305,3.83801452,1.13087996,5.43429682,1.51389714,0.02135809,1.68863219,0.14115209,3.86999587
-5.48974487,7.88438057,3.77052618,1.11701955,5.44214849,1.51370678,0.02190321,1.67099059,0.14613735,3.86982883
-5.48374187,7.86412152,3.69472430,1.10047159,5.44490445,1.51220609,0.02238789,1.65117851,0.15064978,3.86089541
-5.47773887,7.82851821,3.61172840,1.08145945,5.44225813,1.50919534,0.02280067,1.62928066,0.15462031,3.84323475
-5.47173587,7.77740704,3.52260111,1.06020848,5.43381291,1.50447274,0.02313126,1.60537290,0.15798711,3.81690486
-5.46573287,7.71067606,3.42832605,1.03694353,5.41908513,1.49783903,0.02337074,1.57951695,0.16069711,3.78198753
-5.45972986,7.62828283,3.32979351,1.01188767,5.39751998,1.48910467,0.02351179,1.55175827,0.16270747,3.73859803
-5.45372686,7.53028138,3.22779385,0.98526218,5.36851916,1.47809902,0.02354889,1.52212697,0.16398702,3.68689888
-5.44772386,7.41685621,3.12301847,0.95728774,5.33147888,1.46468113,0.02347849,1.49064163,0.16451757,3.62711670
-5.44172086,7.28836064,3.01606755,0.92818630,5.28583552,1.44875137,0.02329912,1.45731546,0.16429493,3.55956084
-5.43571786,7.14535679,2.90746332,0.89818366,5.23111627,1.43026330,0.02301151,1.42216420,0.16332982,3.48464234
-5.42971486,6.98865357,2.79766770,0.86751222,5.16699144,1.40923483,0.02261861,1.38521521,0.16164828,3.40289169
-5.42371186,6.81933978,2.68710254,0.83641360,5.09332499,1.38575813,0.02212551,1.34651687,0.15929182,3.31497382
-5.41770885,6.63880904,2.57617091,0.80514078,5.01022004,1.36000738,0.02153943,1.30614765,0.15631710,3.22169879
-5.41170585,6.44877399,2.46527791,0.77395940,4.91805616,1.33224387,0.02086950,1.26422415,0.15279515,3.12402719
-5.40570285,6.25126765,2.35484945,0.74314805,4.81751586,1.30281799,0.02012653,1.22090753,0.14881017,3.02306898
-5.39969985,6.04863044,2.24534782,0.71299717,4.70959806,1.27216756,0.01932279,1.17640780,0.14445784,2.92007536
-5.39369685,5.84348230,2.13728304,0.68380667,4.59561715,1.24081255,0.01847162,1.13098563,0.13984321,2.81642341
-5.38769385,5.63868005,2.03121947,0.65588200,4.47718704,1.20934612,0.01758711,1.08495155,0.13507830,2.71359359
-5.38169085,5.43726087,1.92777720,0.62952893,4.35619029,1.17842209,0.01668372,1.03866239,0.13027929,2.61314074
-5.37568784,5.24237395,1.82762846,0.60504719,4.23473329,1.14873926,0.01577584,0.99251521,0.12556363,2.51665958
-5.36968484,5.05720241,1.73148937,0.58272305,4.11508921,1.12102313,0.01487746,0.94693888,0.12104690,2.42574581
-5.36368184,4.88487890,1.64010754,0.56282149,3.99963104,1.09600558,0.01400178,0.90238378,0.11683979,2.34195453
-5.35767884,4.72839801,1.55424660,0.54557806,3.89075772,1.07440339,0.01316086,0.85931006,0.11304511,2.26675763
-5.35167584,4.59052935,1.47466850,0.53119105,3.79081652,1.05689633,0.01236535,0.81817509,0.10975500,2.20150186
-5.34567284,4.47373497,1.40211469,0.51981430,3.70202521,1.04410576,0.01162424,0.77942064,0.10704848,2.14736948
-5.33966983,4.38009461,1.33728733,0.51155112,3.62639740,1.03657454,0.01094472,0.74346042,0.10498932,2.10534321
-5.33366683,4.31124212,1.28083136,0.50644976,3.56567453,1.03474917,0.01033199,0.71066853,0.10362444,2.07617679
-5.32766383,4.26831560,1.23331847,0.50450058,3.52126723,1.03896472,0.00978932,0.68136940,0.10298274,2.06037258
-5.32166083,4.25192341,1.19523349,0.50563527,3.49420865,1.04943325,0.00931798,0.65582946,0.10307452,2.05816701
-5.31565783,4.26212727,1.16696370,0.50972828,3.48512136,1.06623617,0.00891739,0.63425106,0.10389139,2.06952433
-5.30965483,4.29844299,1.14879136,0.51660020,3.49419921,1.08932064,0.00858520,0.61676859,0.10540678,2.09413894
-5.30365183,4.35985833,1.14088925,0.52602337,3.52120409,1.11850028,0.00831754,0.60344697,0.10757691,2.13144584
-5.29764882,4.44486695,1.14331923,0.53772904,3.56547748,1.15345988,0.00810918,0.59428240,0.11034222,2.18063868
-5.29164582,4.55151651,1.15603321,0.55141617,3.62596548,1.19376390,0.00795384,0.58920514,0.11362923,2.24069432
-5.28564282,4.67746829,1.17887611,0.56676103,3.70125568,1.23886826,0.00784443,0.58808398,0.11735270,2.31040273
-5.27963982,4.82006564,1.21159028,0.58342750,3.78962364,1.28813484,0.00777333,0.59073211,0.12141803,2.38840069
-5.27363682,4.97640781,1.25382050,0.60107728,3.88908642,1.34084799,0.00773269,0.59691394,0.12572387,2.47320779
-5.26763382,5.14342600,1.30511936,0.61937958,3.99746062,1.39623231,0.00771464,0.60635238,0.13016471,2.56326328
-5.26163082,5.31795855,1.36495221,0.63801989,4.11242206,1.45347101,0.00771159,0.61873630,0.13463356,2.65696203
-5.25562781,5.49682221,1.43270157,0.65670732,4.23156483,1.51172410,0.00771637,0.63372768,0.13902446,2.75268863
-5.24962481,5.67687734,1.50767083,0.67518017,4.35245740,1.57014587,0.00772250,0.65096828,0.14323491,2.84884834
-5.24362181,5.85508513,1.58908716,0.69320971,4.47269412,1.62790102,0.00772421,0.67008547,0.14716803,2.94389423
-5.23761881,6.02855564,1.67610407,0.71060182,4.58994082,1.68417926,0.00771666,0.69069738,0.15073445,3.03634997
-5.23161581,6.19458632,1.76780380,0.72719680,4.70197376,1.73820797,0.00769588,0.71241705,0.15385403,3.12482822
-5.22561281,6.35069096,1.86320031,0.74286732,4.80671177,1.78926294,0.00765890,0.73485589,0.15645708,3.20804479
-5.21960980,6.49462005,1.96124331,0.75751503,4.90224176,1.83667712,0.00760363,0.75762651,0.15848547,3.28482878
-5.21360680,6.62437352,2.06082415,0.77106595,4.98683813,1.87984761,0.00752892,0.78034518,0.15989324,3.35412968
-5.20760380,6.73820742,2.16078397,0.78346527,5.05897707,1.91824111,0.00743439,0.80263414,0.16064705,3.41502173
-5.20160080,6.83463629,2.25992482,0.79467199,5.11734661,1.95139798,0.00732039,0.82412395,0.16072625,3.46670667
-5.19559780,6.91243258,2.35702395,0.80465378,5.16085350,1.97893527,0.00718791,0.84445622,0.16012275,3.50851540
-5.18959480,6.97062484,2.45085136,0.81338250,5.18862782,2.00054896,0.00703842,0.86328684,0.15884061,3.53990924
-5.18359180,7.00849563,2.54019048,0.82083076,5.20002596,2.01601559,0.00687378,0.88028972,0.15689546,3.56048118
-5.17758879,7.02557997,2.62386159,0.82696968,5.19463262,2.02519332,0.00669613,0.89516119,0.15431366,3.56995747
-5.17158579,7.02166454,2.70074709,0.83176797,5.17226180,2.02802266,0.00650779,0.90762498,0.15113142,3.56819939
-5.16558279,6.99678757,2.76981784,0.83519237,5.13295674,2.02452653,0.00631115,0.91743751,0.14739364,3.55520516
-5.15957979,6.95123869,2.83015927,0.83720921,5.07698854,2.01480980,0.00610859,0.92439338,0.14315279,3.53111137
-5.15357679,6.88555779,2.88099603,0.83778705,5.00485266,1.99905788,0.00590242,0.92833066,0.13846755,3.49619356
-5.14757379,6.80053182,2.92171379,0.83689980,4.91726280,1.97753431,0.00569484,0.92913573,0.13340153,3.45086513
-5.14157079,6.69718807,2.95187689,0.83453022,4.81514133,1.95057693,0.00548787,0.92674723,0.12802180,3.39567402
-5.13556778,6.57678281,2.97124070,0.83067329,4.69960564,1.91859256,0.00528334,0.92115886,0.12239754,3.33129639
-5.12956478,6.44078416,2.97975766,0.82533900,4.57194991,1.88204989,0.00508288,0.91242069,0.11659854,3.25852699
-5.12356178,6.29084843,2.97757649,0.81855440,4.43362201,1.84147060,0.00488791,0.90063868,0.11069390,3.17826572
-5.11755878,6.12878975,2.96503413,0.81036456,4.28619570,1.79741858,0.00469960,0.88597246,0.10475064,3.09150048
-5.11155578,5.95654299,2.94264068,0.80083225,4.13133828,1.75048760,0.00451895,0.86863113,0.09883244,2.99928642
-5.10555278,5.77612088,2.91105781,0.79003641,3.97077467,1.70128747,0.00434674,0.84886724,0.09299856,2.90272200
-5.09954977,5.58956640,2.87107147,0.77806939,3.80624873,1.65042922,0.00418353,0.82696922,0.08730275,2.80292283
-5.09354677,5.39890221,2.82356038,0.76503321,3.63948317,1.59850977,0.00402971,0.80325235,0.08179250,2.70099395
-5.08754377,5.20607917,2.76946165,0.75103500,3.47213959,1.54609667,0.00388549,0.77804887,0.07650829,2.59800190
-5.08154077,5.01292624,2.70973535,0.73618215,3.30578020,1.49371351,0.00375087,0.75169754,0.07148319,2.49494771
-5.07553777,4.82110415,2.64532976,0.72057734,3.14183265,1.44182678,0.00362572,0.72453312,0.06674256,2.39274212
-5.06953477,4.63206508,2.57714918,0.70431397,2.98155981,1.39083465,0.00350971,0.69687639,0.06230401,2.29218413
-5.06353177,4.44702057,2.50602572,0.68747238,2.82603536,1.34105842,0.00340235,0.66902502,0.05817761,2.19394407
-5.05752876,4.26691931,2.43269660,0.67011699,2.67612664,1.29273695,0.00330302,0.64124586,0.05436619,2.09855187
-5.05152576,4.09243594,2.35778783,0.65229482,2.53248520,1.24602454,0.00321094,0.61376884,0.05086595,2.00639130
-5.04552276,3.92397168,2.28180500,0.63403531,2.39554535,1.20099232,0.00312521,0.58678289,0.04766715,1.91770021
-5.03951976,3.76166666,2.20513126,0.61535165,2.26553087,1.15763324,0.00304482,0.56043386,0.04475499,1.83257704
-5.03351676,3.60542333,2.12803228,0.59624335,2.14246910,1.11587038,0.00296868,0.53482459,0.04211053,1.75099278
-5.02751376,3.45493976,2.05066751,0.57670002,2.02621177,1.07556823,0.00289564,0.51001693,0.03971181,1.67280820
-5.02151076,3.30975102,1.97310673,0.55670599,1.91646130,1.03654654,0.00282454,0.48603560,0.03753484,1.59779493
-5.01550775,3.16927645,1.89535060,0.53624548,1.81280125,0.99859584,0.00275421,0.46287347,0.03555473,1.52565962
-5.00950475,3.03287037,1.81735366,0.51530791,1.71472931,0.96149414,0.00268355,0.44049809,0.03374673,1.45606968
-5.00350175,2.89987354,1.73904828,0.49389308,1.62169120,0.92502384,0.00261152,0.41885883,0.03208716,1.38867939
-4.99749875,2.76966296,1.66036807,0.47201569,1.53311393,0.88898811,0.00253722,0.39789441,0.03055434,1.32315505
-4.99149575,2.64169740,1.58126916,0.44970908,1.44843690,0.85322603,0.00245989,0.37754022,0.02912928,1.25919794
-4.98549275,2.51555668,1.50174836,0.42702779,1.36713946,0.81762571,0.00237895,0.35773523,0.02779635,1.19656414
-4.97948974,2.39097306,1.42185711,0.40404891,1.28876410,0.78213493,0.00229401,0.33842797,0.02654369,1.13508031
-4.97348674,2.26785333,1.34171075,0.38087204,1.21293418,0.74676881,0.00220490,0.31958144,0.02536348,1.07465487
-4.96748374,2.14629129,1.26149265,0.35761798,1.13936614,0.71161431,0.00211166,0.30117670,0.02425211,1.01528437
-4.96148074,2.02657011,1.18145354,0.33442614,1.06787578,0.67683145,0.00201455,0.28321512,0.02321003,0.95705491
-4.95547774,1.90915535,1.10190612,0.31145097,0.99837890,0.64265129,0.00191403,0.26571915,0.02224165,0.90013884
-4.94947474,1.79467916,1.02321580,0.28885751,0.93088684,0.60937088,0.00181075,0.24873178,0.02135489,0.84478728
-4.94347174,1.68391707,0.94578832,0.26681647,0.86549748,0.57734558,0.00170550,0.23231481,0.02056073,0.79131896
-4.93746873,1.57775878,0.87005517,0.24549895,0.80238264,0.54697906,0.00159923,0.21654603,0.01987261,0.74010621
-4.93146573,1.47717463,0.79645787,0.22507124,0.74177279,0.51871150,0.00149296,0.20151566,0.01930575,0.69155882
-4.92546273,1.38317936,0.72543218,0.20568988,0.68394010,0.49300659,0.00138778,0.18732220,0.01887640,0.64610679
-4.91945973,1.29679500,0.65739294,0.18749719,0.62918077,0.47033763,0.00128480,0.17406792,0.01860102,0.60418261
-4.91345673,1.21901422,0.59272059,0.17061754,0.57779759,0.45117348,0.00118512,0.16185438,0.01849553,0.56620400
-4.90745373,1.15076570,0.53174989,0.15515431,0.53008346,0.43596448,0.00108981,0.15077795,0.01857445,0.53255769
-4.90145073,1.09288258,0.47476120,0.14118790,0.48630664,0.42512906,0.00099984,0.14092580,0.01885020,0.50358484
-4.89544772,1.04607485,0.42197478,0.12877448,0.44669800,0.41904108,0.00091610,0.13237223,0.01933232,0.47956860
-4.88944472,1.01090638,0.37354797,0.11794581,0.41144085,0.41801829,0.00083936,0.12517569,0.02002688,0.46072399
-4.88344172,0.98777701,0.32957527,0.10870977,0.38066333,0.42231212,0.00077028,0.11937639,0.02093595,0.44719049
-4.87743872,0.97690990,0.29009109,0.10105173,0.35443340,0.43209882,0.00070935,0.11499460,0.02205712,0.43902729
-4.87143572,0.97834417,0.25507477,0.09493655,0.33275642,0.44747229,0.00065695,0.11202963,0.02338327,0.43621127
-4.86543272,0.99193271,0.22445746,0.09031118,0.31557497,0.46843849,0.00061332,0.11045955,0.02490237,0.43863758
-4.85942971,1.01734499,0.19813045,0.08710760,0.30277079,0.49491159,0.00057856,0.11024137,0.02659753,0.44612274
-4.85342671,1.05407462,0.17595450,0.08524620,0.29416841,0.52671199,0.00055266,0.11131196,0.02844712,0.45841007
-4.84742371,1.10145129,0.15776968,0.08463927,0.28954019,0.56356624,0.00053550,0.11358930,0.03042513,0.47517714
-4.84142071,1.15865674,0.14340537,0.08519467,0.28861250,0.60510893,0.00052687,0.11697426,0.03250160,0.49604511
-4.83541771,1.22474442,0.13269013,0.08681943,0.29107264,0.65088670,0.00052649,0.12135268,0.03464331,0.52058965
-4.82941471,1.29866241,0.12546110,0.08942334,0.29657634,0.70036434,0.00053399,0.12659773,0.03681448,0.54835300
-4.82341171,1.37927915,0.12157271,0.09292239,0.30475555,0.75293310,0.00054899,0.13257251,0.03897763,0.57885717
-4.81740870,1.46541147,0.12090466,0.09724188,0.31522640,0.80792121,0.00057104,0.13913279,0.04109457,0.61161764
-4.81140570,1.55585442,0.12336893,0.10231938,0.32759708,0.86460648,0.00059970,0.14612987,0.04312736,0.64615738
-4.80540270,1.64941228,0.12891582,0.10810714,0.34147570,0.92223095,0.00063450,0.15341347,0.04503931,0.68202080
-4.79939970,1.74492995,0.13753893,0.11457416,0.35647779,0.98001735,0.00067500,0.16083465,0.04679600,0.71878724
-4.79339670,1.84132415,0.14927898,0.12170772,0.37223362,1.03718710,0.00072074,0.16824865,0.04836620,0.75608357
-4.78739370,1.93761339,0.16422652,0.12951432,0.38839503,1.09297945,0.00077131,0.17551765,0.04972272,0.79359566
-4.78139070,2.03294604,0.18252325,0.13802001,0.40464191,1.14667135,0.00082630,0.18251341,0.05084315,0.83107809
-4.77538769,2.12662537,0.20436198,0.14727004,0.42068800,1.19759738,0.00088537,0.18911969,0.05171041,0.86836202
-4.76938469,2.21813077,0.22998504,0.15732780,0.43628617,1.24516935,0.00094819,0.19523443,0.05231319,0.90536058
-4.76338169,2.30713430,0.25968088,0.16827311,0.45123285,1.28889465,0.00101447,0.20077163,0.05264620,0.94207179
-4.75737869,2.39351157,0.29377891,0.18019973,0.46537159,1.32839290,0.00108398,0.20566294,0.05271016,0.97857850
-4.75137569,2.47734646,0.33264204,0.19321227,0.47859569,1.36341007,0.00115654,0.20985880,0.05251174,1.01504541
-4.74537269,2.55892890,0.37665716,0.20742249,0.49084965,1.39382946,0.00123198,0.21332919,0.05206320,1.05171286
-4.73936968,2.63874554,0.42622314,0.22294499,0.50212942,1.41967905,0.00131021,0.21606396,0.05138196,1.08888763
-4.73336668,2.71746296,0.48173650,0.23989258,0.51248137,1.44113452,0.00139117,0.21807259,0.05048997,1.12693070
-4.72736368,2.79590366,0.54357475,0.25837122,0.52199991,1.45851786,0.00147482,0.21938352,0.04941307,1.16624232
-4.72136068,2.87501510,0.61207749,0.27847480,0.53082375,1.47229103,0.00156118,0.22004301,0.04818015,1.20724462
-4.71535768,2.95583254,0.68752580,0.30027994,0.53913090,1.48304482,0.00165028,0.22011343,0.04682237,1.25036242
-4.70935468,3.03943657,0.77012020,0.32384076,0.54713242,1.49148291,0.00174217,0.21967122,0.04537229,1.29600264
-4.70335168,3.12690652,0.85995790,0.34918402,0.55506523,1.49840147,0.00183695,0.21880437,0.04386306,1.34453312
-4.69734867,3.21927134,0.95701014,0.37630463,0.56318411,1.50466466,0.00193470,0.21760961,0.04232764,1.39626170
-4.69134567,3.31745963,1.06110055,0.40516168,0.57175313,1.51117679,0.00203555,0.21618933,0.04079803,1.45141625
-4.68534267,3.42225063,1.17188552,0.43567528,0.58103709,1.51885191,0.00213963,0.21464834,0.03930469,1.51012677
-4.67933967,3.53422830,1.28883782,0.46772415,0.59129310,1.52858173,0.00224707,0.21309064,0.03787593,1.57241031
-4.67333667,3.65374049,1.41123441,0.50114422,0.60276284,1.54120294,0.00235806,0.21161617,0.03653747,1.63815967
-4.66733367,3.78086516,1.53814985,0.53572838,0.61566594,1.55746517,0.00247281,0.21031782,0.03531211,1.70713665
-4.66133067,3.91538554,1.66845586,0.57122727,0.63019487,1.57800073,0.00259157,0.20927869,0.03421948,1.77897061
-4.65532766,4.05677598,1.80082830,0.60735138,0.64651167,1.60329732,0.00271464,0.20856981,0.03327589,1.85316263
-4.64932466,4.20419954,1.93376178,0.64377448,0.66474687,1.63367492,0.00284243,0.20824837,0.03249431,1.92909578
-4.64332166,4.35651840,2.06559225,0.68013815,0.68500086,1.66926796,0.00297541,0.20835652,0.03188438,2.00605134
