energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.81390695,4.34850017,0.13032107,0.00474363,1.17962555,0.04485802,1.44045933,1.76455948,1.31786707
-5.80790395,4.48759037,0.13695504,0.00489422,1.18904152,0.04678841,1.51756046,1.83022546,1.32813275
-5.80190095,4.64977072,0.14417824,0.00509305,1.20409767,0.04897325,1.60282382,1.90527716,1.34561549
-5.79589795,4.83360551,0.15195145,0.00534003,1.22449881,0.05138704,1.69568245,1.98896667,1.37014005
-5.78989495,5.03705669,0.16021492,0.00563413,1.24980907,0.05399789,1.79534708,2.08033190,1.40134914
-5.78389195,5.25752089,0.16888905,0.00597346,1.27946428,0.05676825,1.90081519,2.17821127,1.43871276
-5.77788894,5.49188376,0.17787597,0.00635527,1.31278760,0.05965588,2.01088755,2.28126447,1.48154177
-5.77188594,5.73659014,0.18706182,0.00677600,1.34900775,0.06261489,2.12419170,2.38799899,1.52900533
-5.76588294,5.98772802,0.19631970,0.00723139,1.38727945,0.06559692,2.23921196,2.49680171,1.58015178
-5.75987994,6.24112368,0.20551317,0.00771656,1.42670526,0.06855246,2.35432487,2.60597470,1.63393228
-5.75387694,6.49244497,0.21450019,0.00822605,1.46635823,0.07143205,2.46783908,2.71377413,1.68922653
-5.74787394,6.73730936,0.22313734,0.00875401,1.50530473,0.07418759,2.57803801,2.81845106,1.74487003
-5.74187094,6.97139338,0.23128408,0.00929425,1.54262677,0.07677349,2.68322417,2.91829284,1.79968188
-5.73586793,7.19053964,0.23880703,0.00984037,1.57744319,0.07914779,2.78176315,3.01166360,1.85249265
-5.72986493,7.39085834,0.24558389,0.01038596,1.60892933,0.08127310,2.87212593,3.09704261,1.90217148
-5.72386193,7.56881982,0.25150702,0.01092461,1.63633455,0.08311740,2.95292799,3.17305926,1.94765170
-5.71785893,7.72133561,0.25648647,0.01145016,1.65899729,0.08465465,3.02296383,3.23852334,1.98795447
-5.71185593,7.84582547,0.26045230,0.01195675,1.67635740,0.08586525,3.08123566,3.29244991,2.02220971
-5.70585293,7.94026899,0.26335624,0.01243899,1.68796559,0.08673624,3.12697568,3.33407795,2.04967405
-5.69984992,8.00324041,0.26517245,0.01289205,1.69348974,0.08726135,3.15966099,3.36288231,2.06974526
-5.69384692,8.03392639,0.26589763,0.01331179,1.69271829,0.08744092,3.17902119,3.37857880,2.08197296
-5.68784392,8.03212683,0.26555023,0.01369482,1.68556055,0.08728155,3.18503843,3.38112260,2.08606542
-5.68184092,7.99823943,0.26416904,0.01403860,1.67204426,0.08679571,3.17794038,3.37070009,2.08189237
-5.67583792,7.93322947,0.26181111,0.01434150,1.65231049,0.08600116,3.15818670,3.34771502,2.06948390
-5.66983492,7.83858616,0.25854921,0.01460276,1.62660626,0.08492033,3.12644960,3.31276932,2.04902552
-5.66383192,7.71626791,0.25446886,0.01482256,1.59527501,0.08357963,3.08358967,3.26663995,2.02084964
-5.65782891,7.56863848,0.24966517,0.01500199,1.55874550,0.08200865,3.03062784,3.21025234,1.98542387
-5.65182591,7.39839656,0.24423952,0.01514293,1.51751930,0.08023942,2.96871465,3.14465181,1.94333629
-5.64582291,7.20850107,0.23829631,0.01524804,1.47215738,0.07830564,2.89909788,3.07097382,1.89527854
-5.63981991,7.00209455,0.23193985,0.01532064,1.42326613,0.07624190,2.82308966,2.99041423,1.84202683
-5.63381691,6.78242683,0.22527150,0.01536455,1.37148328,0.07408301,2.74203390,2.90420031,1.78442173
-5.62781391,6.55278105,0.21838716,0.01538399,1.31746396,0.07186327,2.65727509,2.81356362,1.72334720
-5.62181091,6.31640379,0.21137517,0.01538342,1.26186743,0.06961588,2.57012899,2.71971515,1.65970953
-5.61580790,6.07644096,0.20431470,0.01536736,1.20534466,0.06737239,2.48185615,2.62382353,1.59441664
-5.60980490,5.83588061,0.19727454,0.01534026,1.14852724,0.06516224,2.39363831,2.52699660,1.52835857
-5.60380190,5.59750396,0.19031247,0.01530631,1.09201762,0.06301232,2.30655856,2.43026656,1.46238945
-5.59779890,5.36384516,0.18347502,0.01526934,1.03638121,0.06094667,2.22158504,2.33457904,1.39731160
-5.59179590,5.13716055,0.17679765,0.01523270,0.98214022,0.05898627,2.13955870,2.24078580,1.33386216
-5.58579290,4.91940757,0.17030543,0.01519914,0.92976950,0.05714884,2.06118501,2.14964116,1.27270251
-5.57978989,4.71223351,0.16401391,0.01517073,0.87969432,0.05544888,1.98702962,2.06180193,1.21441080
-5.57378689,4.51697373,0.15793034,0.01514886,0.83229014,0.05389762,1.91751792,1.97783046,1.15947774
-5.56778389,4.33465928,0.15205512,0.01513425,0.78788419,0.05250321,1.85293839,1.89820068,1.10830557
-5.56178089,4.16603290,0.14638332,0.01512690,0.74675873,0.05127090,1.79344943,1.82330650,1.06121021
-5.55577789,4.01157297,0.14090636,0.01512624,0.70915570,0.05020338,1.73908948,1.75347242,1.01842640
-5.54977489,3.87152407,0.13561369,0.01513118,0.67528263,0.04930111,1.68978996,1.68896570,0.98011532
-5.54377189,3.74593308,0.13049439,0.01514023,0.64531927,0.04856279,1.64539082,1.63000978,0.94637455
-5.53776888,3.63468945,0.12553878,0.01515167,0.61942465,0.04798581,1.60565797,1.57679829,0.91724961
-5.53176588,3.53756784,0.12073982,0.01516365,0.59774428,0.04756676,1.57030225,1.52950935,0.89274658
-5.52576288,3.45427189,0.11609433,0.01517441,0.58041680,0.04730197,1.53899927,1.48831938,0.87284530
-5.51975988,3.38447697,0.11160408,0.01518239,0.56758001,0.04718796,1.51140946,1.45341606,0.85751220
-5.51375688,3.32787049,0.10727656,0.01518645,0.55937561,0.04722197,1.48719775,1.42500979,0.84671243
-5.50775388,3.28418793,0.10312554,0.01518591,0.55595247,0.04740231,1.46605217,1.40334315,0.84042043
-5.50175088,3.25324323,0.09917127,0.01518078,0.55746804,0.04772872,1.44770072,1.38869773,0.83862852
-5.49574787,3.23495189,0.09544050,0.01517176,0.56408779,0.04820260,1.43192598,1.38139795,0.84135298
-5.48974487,3.22934600,0.09196613,0.01516030,0.57598244,0.04882710,1.41857683,1.38181145,0.84863720
-5.48374187,3.23658023,0.08878659,0.01514865,0.59332306,0.04960714,1.40757694,1.39034565,0.86055184
-5.47773887,3.25692836,0.08594495,0.01513983,0.61627409,0.05054928,1.39892965,1.40744031,0.87719164
-5.47173587,3.29077039,0.08348781,0.01513749,0.64498442,0.05166142,1.39271894,1.43355607,0.89866926
-5.46573287,3.33857050,0.08146390,0.01514589,0.67957694,0.05295246,1.38910665,1.46915907,0.92510606
-5.45972986,3.40084683,0.07992260,0.01516972,0.72013694,0.05443177,1.38832574,1.51470184,0.95662038
-5.45372686,3.47813394,0.07891222,0.01521391,0.76669981,0.05610862,1.39067003,1.57060113,0.99331380
-5.44772386,3.57093975,0.07847824,0.01528344,0.81923866,0.05799152,1.39648063,1.63721310,1.03525597
-5.44172086,3.67969860,0.07866156,0.01538315,0.87765245,0.06008754,1.40612956,1.71480691,1.08246869
-5.43571786,3.80472246,0.07949665,0.01551749,0.94175524,0.06240162,1.42000119,1.80353753,1.13491012
-5.42971486,3.94615239,0.08100993,0.01569032,1.01126719,0.06493586,1.43847211,1.90341901,1.19245990
-5.42371186,4.10391250,0.08321814,0.01590470,1.08580785,0.06768891,1.46189012,2.01429923,1.25490588
-5.41770885,4.27766840,0.08612700,0.01616270,1.16489220,0.07065548,1.49055319,2.13583743,1.32193338
-5.41170585,4.46679219,0.08973008,0.01646529,1.24792987,0.07382583,1.52468916,2.26748566,1.39311747
-5.40570285,4.67033566,0.09400792,0.01681218,1.33422770,0.07718556,1.56443680,2.40847525,1.46791894
-5.39969985,4.88701308,0.09892759,0.01720179,1.42299583,0.08071545,1.60982911,2.55780920,1.54568428
-5.39369685,5.11519473,0.10444243,0.01763123,1.51335721,0.08439149,1.66077945,2.71426139,1.62564997
-5.38769385,5.35291174,0.11049234,0.01809634,1.60436039,0.08818504,1.71707101,2.87638299,1.70695104
-5.38169085,5.59787246,0.11700437,0.01859175,1.69499522,0.09206327,1.77835020,3.04251644,1.78863381
-5.37568784,5.84749015,0.12389367,0.01911107,1.78421097,0.09598961,1.84412412,3.21081708,1.86967249
-5.36968484,6.09892137,0.13106494,0.01964704,1.87093640,0.09992444,1.91376256,3.37928185,1.94898909
-5.36368184,6.34911405,0.13841405,0.02019172,1.95410100,0.10382585,1.98650433,3.54578476,2.02547609
-5.35767884,6.59486384,0.14583012,0.02073681,2.03265689,0.10765050,2.06146808,3.70811808,2.09802102
-5.35167584,6.83287708,0.15319777,0.02127383,2.10560044,0.11135454,2.13766719,3.86403801,2.16553209
-5.34567284,7.05983857,0.16039954,0.02179441,2.17199316,0.11489457,2.21402851,4.01131374,2.22696413
-5.33966983,7.27248197,0.16731855,0.02229058,2.23098107,0.11822858,2.28941438,4.14777810,2.28134368
-5.33366683,7.46766082,0.17384103,0.02275497,2.28181198,0.12131683,2.36264727,4.27137825,2.32779261
-5.32766383,7.64241790,0.17985895,0.02318103,2.32385028,0.12412271,2.43253638,4.38022486,2.36554922
-5.32166083,7.79405096,0.18527244,0.02356320,2.35658876,0.12661348,2.49790532,4.47263790,2.39398637
-5.31565783,7.92017271,0.18999203,0.02389703,2.37965727,0.12876085,2.55762008,4.54718760,2.41262575
-5.30965483,8.01876339,0.19394060,0.02417927,2.39282800,0.13054153,2.61061626,4.60272919,2.42114812
-5.30365183,8.08821424,0.19705502,0.02440786,2.39601736,0.13193753,2.65592476,4.63843015,2.41939908
-5.29764882,8.12736072,0.19928732,0.02458192,2.38928461,0.13293635,2.69269503,4.65378906,2.40739033
-5.29164582,8.13550455,0.20060548,0.02470163,2.37282723,0.13353101,2.72021518,4.64864540,2.38529645
-5.28564282,8.11242383,0.20099380,0.02476814,2.34697345,0.13371999,2.73792812,4.62318009,2.35344744
-5.27963982,8.05837130,0.20045272,0.02478337,2.31217207,0.13350691,2.74544335,4.57790662,2.31231736
-5.27363682,7.97406080,0.19899828,0.02474982,2.26898021,0.13290026,2.74254397,4.51365333,2.26250961
-5.26763382,7.86064251,0.19666120,0.02467037,2.21804903,0.13191288,2.72918879,4.43153741,2.20473936
-5.26163082,7.71966801,0.19348556,0.02454807,2.16010819,0.13056146,2.70550948,4.33293169,2.13981390
-5.25562781,7.55304639,0.18952721,0.02438592,2.09594925,0.12886598,2.67180298,4.21942535,2.06861154
-5.24962481,7.36299295,0.18485203,0.02418674,2.02640863,0.12684908,2.62851964,4.09278012,1.99205981
-5.24362181,7.15197233,0.17953395,0.02395298,1.95235041,0.12453548,2.57624757,3.95488335,1.91111373
-5.23761881,6.92263792,0.17365301,0.02368665,1.87464948,0.12195135,2.51569388,3.80769972,1.82673469
-5.23161581,6.67776957,0.16729340,0.02338928,1.79417538,0.11912383,2.44766368,3.65322317,1.73987070
-5.22561281,6.42021157,0.16054157,0.02306189,1.71177716,0.11608045,2.37303755,3.49343060,1.65143843
-5.21960980,6.15281289,0.15348454,0.02270509,1.62826968,0.11284875,2.29274845,3.33023870,1.56230742
-5.21360680,5.87837118,0.14620830,0.02231917,1.54442142,0.10945586,2.20775891,3.16546538,1.47328694
-5.20760380,5.59958233,0.13879655,0.02190422,1.46094419,0.10592822,2.11903917,3.00079654,1.38511548
-5.20160080,5.31899656,0.13132961,0.02146037,1.37848479,0.10229134,2.02754707,2.83775921,1.29845311
-5.19559780,5.03898214,0.12388354,0.02098794,1.29761880,0.09856964,1.93421016,2.67770143,1.21387659
-5.18959480,4.76169722,0.11652960,0.02048770,1.21884642,0.09478629,1.83991046,2.52177910,1.13187715
-5.18359180,4.48907001,0.10933383,0.01996105,1.14259048,0.09096323,1.74547226,2.37094979,1.05286078
-5.17758879,4.22278726,0.10235682,0.01941021,1.06919650,0.08712109,1.65165280,2.22597316,0.97715055
-5.17158579,3.96429057,0.09565369,0.01883841,0.99893458,0.08327924,1.55913615,2.08741750,0.90499098
-5.16558279,3.71477989,0.08927414,0.01824997,0.93200305,0.07945582,1.46852983,1.95567153,0.83655378
-5.15957979,3.47522326,0.08326254,0.01765039,0.86853358,0.07566784,1.38036409,1.83096069,0.77194476
-5.15357679,3.24637173,0.07765809,0.01704637,0.80859755,0.07193121,1.29509334,1.71336684,0.71121152
-5.14757379,3.02877820,0.07249499,0.01644571,0.75221326,0.06826080,1.21309950,1.60285025,0.65435155
-5.14157079,2.82281898,0.06780250,0.01585724,0.69935377,0.06467059,1.13469665,1.49927292,0.60132040
-5.13556778,2.62871684,0.06360501,0.01529064,0.64995501,0.06117360,1.06013651,1.40242202,0.55203966
-5.12956478,2.44656417,0.05992197,0.01475617,0.60392385,0.05778203,0.98961448,1.31203256,0.50640449
-5.12356178,2.27634541,0.05676783,0.01426444,0.56114575,0.05450720,0.92327561,1.22780838,0.46429051
-5.11755878,2.11795766,0.05415178,0.01382607,0.52149188,0.05135958,0.86122029,1.14944074,0.42555990
-5.11155578,1.97122873,0.05207747,0.01345133,0.48482540,0.04834871,0.80350933,1.07662397,0.39006653
-5.10555278,1.83593227,0.05054274,0.01314984,0.45100665,0.04548317,0.75016823,1.00906769,0.35766030
-5.09954977,1.71179946,0.04953921,0.01293016,0.41989734,0.04277042,0.70119059,0.94650564,0.32819037
-5.09354677,1.59852742,0.04905197,0.01279950,0.39136354,0.04021675,0.65654046,0.88870091,0.30150758
-5.08754377,1.49578439,0.04905924,0.01276338,0.36527752,0.03782708,0.61615402,0.83544783,0.27746603
-5.08154077,1.40321209,0.04953225,0.01282537,0.34151858,0.03560485,0.57994034,0.78657097,0.25592389
-5.07553777,1.32042590,0.05043507,0.01298687,0.31997295,0.03355186,0.54778177,0.74192156,0.23674372
-5.06953477,1.24701339,0.05172476,0.01324697,0.30053298,0.03166811,0.51953398,0.70137207,0.21979222
-5.06353177,1.18253213,0.05335169,0.01360232,0.28309580,0.02995174,0.49502607,0.66480952,0.20493980
-5.05752876,1.12650745,0.05526003,0.01404720,0.26756167,0.02839891,0.47406091,0.63212828,0.19206002
-5.05152576,1.07843106,0.05738857,0.01457349,0.25383237,0.02700379,0.45641615,0.60322292,0.18102896
-5.04552276,1.03776112,0.05967179,0.01517089,0.24180962,0.02575858,0.44184596,0.57798187,0.17172492
-5.03951976,1.00392437,0.06204112,0.01582709,0.23139397,0.02465361,0.43008381,0.55628230,0.16402820
-5.03351676,0.97632084,0.06442647,0.01652809,0.22248419,0.02367754,0.42084641,0.53798680,0.15782141
-5.02751376,0.95433113,0.06675797,0.01725852,0.21497719,0.02281752,0.41383870,0.52294198,0.15299006
-5.02151076,0.93732651,0.06896779,0.01800208,0.20876868,0.02205958,0.40876010,0.51097926,0.14942363
-5.01550775,0.92468144,0.07099207,0.01874192,0.20375449,0.02138895,0.40531161,0.50191785,0.14701700
-5.00950475,0.91578819,0.07277287,0.01946114,0.19983239,0.02079048,0.40320378,0.49556962,0.14567220
-5.00350175,0.91007292,0.07425999,0.02014326,0.19690448,0.02024907,0.40216509,0.49174577,0.14530043
-4.99749875,0.90701247,0.07541271,0.02077261,0.19487979,0.01975018,0.40195052,0.49026469,0.14582413
-4.99149575,0.90615103,0.07620124,0.02133483,0.19367706,0.01928024,0.40234989,0.49096070,0.14717903
-4.98549275,0.90711567,0.07660791,0.02181720,0.19322740,0.01882712,0.40319555,0.49369284,0.14931603
-4.97948974,0.90963003,0.07662799,0.02220899,0.19347663,0.01838049,0.40436904,0.49835343,0.15220264
-4.97348674,0.91352505,0.07627014,0.02250170,0.19438712,0.01793221,0.40580639,0.50487555,0.15582399
-4.96748374,0.91874620,0.07555639,0.02268927,0.19593891,0.01747651,0.40750169,0.51323897,0.16018314
-4.96148074,0.92535656,0.07452173,0.02276815,0.19813001,0.01701024,0.40950873,0.52347412,0.16530068
-4.95547774,0.93353527,0.07321322,0.02273732,0.20097576,0.01653291,0.41194047,0.53566361,0.17121346
-4.94947474,0.94357129,0.07168881,0.02259824,0.20450725,0.01604673,0.41496635,0.54994108,0.17797252
-4.94347174,0.95585238,0.07001567,0.02235470,0.20876870,0.01555644,0.41880736,0.56648733,0.18564015
-4.93746873,0.97084975,0.06826831,0.02201261,0.21381405,0.01506919,0.42372905,0.58552364,0.19428625
-4.93146573,0.98909868,0.06652648,0.02157974,0.21970276,0.01459428,0.43003265,0.60730253,0.20398402
-4.92546273,1.01117606,0.06487287,0.02106536,0.22649508,0.01414281,0.43804464,0.63209637,0.21480522
-4.91945973,1.03767558,0.06339076,0.02047998,0.23424701,0.01372734,0.44810506,0.66018417,0.22681517
-4.91345673,1.06918164,0.06216168,0.01983491,0.24300518,0.01336155,0.46055510,0.69183724,0.24006777
-4.90745373,1.10624312,0.06126318,0.01914194,0.25280195,0.01305974,0.47572436,0.72730439,0.25460066
-4.90145073,1.14934823,0.06076671,0.01841296,0.26365105,0.01283653,0.49391831,0.76679737,0.27043104
-4.89544772,1.19890141,0.06073577,0.01765967,0.27554397,0.01270643,0.51540647,0.81047743,0.28755213
-4.88944472,1.25520350,0.06122427,0.01689324,0.28844736,0.01268350,0.54041176,0.85844351,0.30593061
-4.88344172,1.31843611,0.06227530,0.01612411,0.30230162,0.01278103,0.56910152,0.91072309,0.32550524
-4.87743872,1.38865075,0.06392016,0.01536176,0.31702087,0.01301127,0.60158044,0.96726591,0.34618674
-4.87143572,1.46576351,0.06617782,0.01461457,0.33249426,0.01338520,0.63788593,1.02794125,0.36785897
-4.86543272,1.54955535,0.06905469,0.01388974,0.34858867,0.01391232,0.67798586,1.09253898,0.39038142
-4.85942971,1.63967804,0.07254480,0.01319324,0.36515279,0.01460058,0.72177898,1.16077435,0.41359294
-4.85342671,1.73566543,0.07663031,0.01252988,0.38202218,0.01545615,0.76909776,1.23229648,0.43731641
-4.84742371,1.83694947,0.08128236,0.01190329,0.39902538,0.01648345,0.81971369,1.30670010,0.46136435
-4.84142071,1.94288009,0.08646213,0.01131609,0.41599049,0.01768504,0.87334464,1.38354000,0.48554484
-4.83541771,2.05274779,0.09212224,0.01077001,0.43275210,0.01906156,0.92966385,1.46234746,0.50966779
-4.82941471,2.16580788,0.09820821,0.01026603,0.44915800,0.02061174,0.98831017,1.54264761,0.53355086
-4.82341171,2.28130477,0.10466011,0.00980457,0.46507555,0.02233234,1.04889894,1.62397691,0.55702494
-4.81740870,2.39849520,0.11141429,0.00938566,0.48039706,0.02421812,1.11103291,1.70589954,0.57993870
-4.81140570,2.51666891,0.11840500,0.00900909,0.49504412,0.02626182,1.17431264,1.78802179,0.60216203
-4.80540270,2.63516581,0.12556604,0.00867462,0.50897049,0.02845414,1.23834588,1.87000343,0.62358812
-4.79939970,2.75338854,0.13283227,0.00838203,0.52216332,0.03078370,1.30275535,1.95156540,0.64413411
-4.79339670,2.87080994,0.14014087,0.00813132,0.53464277,0.03323706,1.36718474,2.03249314,0.66374017
-4.78739370,2.98697518,0.14743248,0.00792273,0.54645983,0.03579877,1.43130248,2.11263533,0.68236731
-4.78139070,3.10149848,0.15465208,0.00775681,0.55769255,0.03845138,1.49480349,2.19189807,0.69999388
-4.77538769,3.21405509,0.16174951,0.00763444,0.56844087,0.04117563,1.55740874,2.27023463,0.71661114
-4.76938469,3.32436917,0.16867988,0.00755683,0.57882021,0.04395060,1.61886307,2.34763159,0.73221824
-4.76338169,3.43219880,0.17540363,0.00752542,0.58895429,0.04675394,1.67893158,2.42409199,0.74681700
-4.75737869,3.53731939,0.18188636,0.00754191,0.59896744,0.04956228,1.73739514,2.49961667,0.76040682
-4.75137569,3.63950696,0.18809853,0.00760809,0.60897687,0.05235160,1.79404558,2.57418503,0.77298029
-4.74537269,3.73852278,0.19401496,0.00772580,0.61908537,0.05509776,1.84868120,2.64773645,0.78451969
-4.73936968,3.83410078,0.19961425,0.00789681,0.62937468,0.05777708,1.90110326,2.72015375,0.79499481
-4.73336668,3.92593905,0.20487817,0.00812272,0.63990006,0.06036695,1.95111385,2.79124981,0.80436230
-4.72736368,4.01369616,0.20979103,0.00840488,0.65068616,0.06284657,1.99851573,2.86075848,0.81256659
-4.72136068,4.09699324,0.21433916,0.00874431,0.66172463,0.06519761,2.04311426,2.92833052,0.81954250
-4.71535768,4.17542166,0.21851042,0.00914159,0.67297333,0.06740489,2.08472162,2.99353512,0.82521935
-4.70935468,4.24855637,0.22229392,0.00959689,0.68435741,0.06945705,2.12316315,3.05586712,0.82952636
-4.70335168,4.31597410,0.22567985,0.01010986,0.69577202,0.07134708,2.15828558,3.11475981,0.83239910
-4.69734867,4.37727538,0.22865945,0.01067965,0.70708654,0.07307280,2.18996653,3.16960264,0.83378652
-4.69134567,4.43210912,0.23122524,0.01130493,0.71815018,0.07463712,2.21812485,3.21976310,0.83365811
-4.68534267,4.48019803,0.23337124,0.01198386,0.72879847,0.07604826,2.24273085,3.26461156,0.83201079
-4.67933967,4.52136325,0.23509343,0.01271416,0.73886044,0.07731962,2.26381579,3.30354771,0.82887503
-4.67333667,4.55554641,0.23639021,0.01349310,0.74816602,0.07846963,2.28147975,3.33602710,0.82431975
-4.66733367,4.58282740,0.23726290,0.01431760,0.75655331,0.07952123,2.29589711,3.36158631,0.81845568
-4.66133067,4.60343660,0.23771627,0.01518418,0.76387532,0.08050133,2.30731913,3.37986526,0.81143685
-4.65532766,4.61776022,0.23775891,0.01608907,0.77000591,0.08143997,2.31607295,3.39062532,0.80346005
-4.64932466,4.62633817,0.23740355,0.01702820,0.77484450,0.08236943,2.32255698,3.39376218,0.79476218
-4.64332166,4.62985408,0.23666728,0.01799724,0.77831953,0.08332312,2.32723244,3.38931274,0.78561551
-4.63731866,4.62911763,0.23557147,0.01899159,0.78039039,0.08433457,2.33061128,3.37745543,0.77632101
-4.63131566,4.62503988,0.23414161,0.02000644,0.78104784,0.08543618,2.33324088,3.35850416,0.76720004
-4.62531266,4.61860245,0.23240688,0.02103674,0.78031293,0.08665817,2.33568621,3.33289608,0.75858468
-4.61930965,4.61082221,0.23039960,0.02207720,0.77823455,0.08802750,2.33851003,3.30117388,0.75080709
-4.61330665,4.60271293,0.22815444,0.02312236,0.77488584,0.08956688,2.34225227,3.26396371,0.74418845
-4.60730365,4.59524590,0.22570751,0.02416653,0.77035965,0.09129396,2.34740934,3.22194990,0.73902788
-4.60130065,4.58931134,0.22309538,0.02520388,0.76476334,0.09322068,2.35441455,3.17584811,0.73559184
-4.59529765,4.58568263,0.22035402,0.02622841,0.75821337,0.09535277,2.36362040,3.12637817,0.73410445
-4.58929465,4.58498506,0.21751772,0.02723404,0.75082979,0.09768946,2.37528383,3.07423837,0.73473919
-4.58329165,4.58767056,0.21461809,0.02821464,0.74273116,0.10022343,2.38955490,3.02008247,0.73761225
-4.57728864,4.59399973,0.21168316,0.02916408,0.73402994,0.10294092,2.40646966,2.96450064,0.74277791
-4.57128564,4.60403201,0.20873655,0.03007633,0.72482883,0.10582202,2.42594742,2.90800527,0.75022602
-4.56528264,4.61762434,0.20579695,0.03094548,0.71521799,0.10884122,2.44779269,2.85102232,0.75988181
-4.55927964,4.63443846,0.20287771,0.03176589,0.70527338,0.11196796,2.47170158,2.79388841,0.77160793
-4.55327664,4.65395641,0.19998670,0.03253222,0.69505623,0.11516748,2.49727255,2.73685366,0.78520870
-4.54727364,4.67550365,0.19712643,0.03323951,0.68461358,0.11840162,2.52402099,2.68008979,0.80043641
-4.54127064,4.69827858,0.19429440,0.03388329,0.67397979,0.12162982,2.55139708,2.62370296,0.81699945
-4.53526763,4.72138751,0.19148368,0.03445963,0.66317896,0.12481006,2.57880630,2.56775027,0.83457188
-4.52926463,4.74388342,0.18868377,0.03496520,0.65222799,0.12789991,2.60563172,2.51225895,0.85280432
-4.52326163,4.76480719,0.18588149,0.03539738,0.64114015,0.13085751,2.63125744,2.45724716,0.87133557
-4.51725863,4.78322971,0.18306221,0.03575427,0.62992893,0.13364260,2.65509231,2.40274508,0.88980466
-4.51125563,4.79829338,0.18021105,0.03603478,0.61861200,0.13621746,2.67659308,2.34881531,0.90786303
-4.50525263,4.80925170,0.17731414,0.03623871,0.60721500,0.13854777,2.69528643,2.29557160,0.92518625
-4.49924962,4.81550556,0.17435997,0.03636675,0.59577510,0.14060350,2.71078910,2.24319494,0.94148511
-4.49324662,4.81663509,0.17134060,0.03642060,0.58434413,0.14235959,2.72282549,2.19194646,0.95651561
