energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-6.00000000,2.73891144,0.00948341,0.20394237,0.45757329,1.71850092,0.42365008,0.39924537,0.66856632,0.00000000
-5.99399700,2.64270774,0.00835640,0.20835355,0.44418268,1.65677166,0.40823377,0.38350430,0.63974060,0.00000000
-5.98799400,2.55418166,0.00735137,0.21424326,0.43405024,1.59527547,0.39567716,0.36962358,0.61516386,0.00000000
-5.98199100,2.47351963,0.00646439,0.22148270,0.42698125,1.53469719,0.38583459,0.35746030,0.59465483,0.00000000
-5.97598799,2.40078331,0.00569038,0.22991094,0.42274979,1.47568793,0.37853256,0.34684676,0.57799149,0.00000000
-5.96998499,2.33592542,0.00502344,0.23933913,0.42110800,1.41885428,0.37357731,0.33760057,0.56492408,0.00000000
-5.96398199,2.27880784,0.00445720,0.24955574,0.42179521,1.36474937,0.37076266,0.32953457,0.55518811,0.00000000
-5.95797899,2.22922105,0.00398510,0.26033232,0.42454674,1.31386604,0.36987802,0.32246621,0.54851663,0.00000000
-5.95197599,2.18690421,0.00360064,0.27142991,0.42910194,1.26663212,0.37071605,0.31622583,0.54465149,0.00000000
-5.94597299,2.15156490,0.00329758,0.28260577,0.43521141,1.22340788,0.37307977,0.31066379,0.54335303,0.00000000
-5.93996998,2.12289782,0.00307016,0.29362016,0.44264295,1.18448557,0.37678888,0.30565590,0.54440794,0.00000000
-5.93396698,2.10060144,0.00291316,0.30424307,0.45118631,1.15009067,0.38168489,0.30110730,0.54763502,0.00000000
-5.92796398,2.08439207,0.00282203,0.31426058,0.46065639,1.12038464,0.38763500,0.29695442,0.55288856,0.00000000
-5.92196098,2.07401449,0.00279291,0.32348070,0.47089495,1.09546872,0.39453449,0.29316528,0.56005948,0.00000000
-5.91595798,2.06924884,0.00282263,0.33173837,0.48177084,1.07538839,0.40230745,0.28973807,0.56907398,0.00000000
-5.90995498,2.06991336,0.00290865,0.33889961,0.49317874,1.06013797,0.41090601,0.28669812,0.57989005,0.00000000
-5.90395198,2.07586291,0.00304902,0.34486456,0.50503653,1.04966519,0.42030792,0.28409370,0.59249195,0.00000000
-5.89794897,2.08698339,0.00324223,0.34956931,0.51728154,1.04387512,0.43051271,0.28199067,0.60688306,0.00000000
-5.89194597,2.10318258,0.00348713,0.35298653,0.52986595,1.04263350,0.44153657,0.28046644,0.62307736,0.00000000
-5.88594297,2.12437774,0.00378268,0.35512482,0.54275144,1.04576930,0.45340632,0.27960352,0.64109021,0.00000000
