energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.88594297,3.46069042,0.00802591,0.48158217,1.81137060,0.54699766,1.50245821,0.92630426,0.01470923,1.45655007
-5.87993997,3.55826812,0.00822146,0.49890030,1.86082244,0.56668047,1.53482513,0.95295924,0.01579924,1.49351960
-5.87393697,3.64782985,0.00839064,0.51519966,1.90609224,0.58508141,1.56515238,0.97708397,0.01688368,1.52735712
-5.86793397,3.72798738,0.00853165,0.53024511,1.94641863,0.60195739,1.59292172,0.99831833,0.01794922,1.55750431
-5.86193097,3.79738214,0.00864289,0.54380211,1.98105461,0.61707000,1.61758791,1.01632141,0.01898165,1.58340771
-5.85592796,3.85471830,0.00872303,0.55564219,2.00928803,0.63018988,1.63859345,1.03077936,0.01996620,1.60453325
-5.84992496,3.89879639,0.00877093,0.56554849,2.03046224,0.64110138,1.65538480,1.04141294,0.02088782,1.62038130
-5.84392196,3.92854634,0.00878574,0.57332160,2.04399609,0.64960732,1.66742936,1.04798466,0.02173159,1.63050152
-5.83791896,3.94305905,0.00876686,0.57878510,2.04940263,0.65553375,1.67423272,1.05030535,0.02248303,1.63450723
-5.83191596,3.94161542,0.00871396,0.58179096,2.04630594,0.65873469,1.67535566,1.04823986,0.02312860,1.63208870
-5.82591296,3.92371211,0.00862704,0.58222443,2.03445538,0.65909650,1.67043006,1.04171189,0.02365605,1.62302496
-5.81990995,3.88908289,0.00850642,0.58000831,2.01373683,0.65654199,1.65917348,1.03070775,0.02405487,1.60719367
-5.81390695,3.83771516,0.00835278,0.57510649,1.98418058,0.65103387,1.64140161,1.01527891,0.02431664,1.58457878
-5.80790395,3.76986078,0.00816718,0.56752645,1.94596552,0.64257754,1.61703829,0.99554333,0.02443535,1.55527564
-5.80190095,3.68604071,0.00795108,0.55732088,1.89941946,0.63122298,1.58612262,0.97168535,0.02440770,1.51949329
-5.79589795,3.58704331,0.00770635,0.54458802,1.84501561,0.61706566,1.54881292,0.94395432,0.02423327,1.47755392
-5.78989495,3.47391605,0.00743526,0.52947088,1.78336532,0.60024628,1.50538730,0.91266172,0.02391465,1.42988935
-5.78389195,3.34795068,0.00714053,0.51215535,1.71520723,0.58094938,1.45624082,0.87817697,0.02345743,1.37703474
-5.77788894,3.21066234,0.00682524,0.49286703,1.64139328,0.55940067,1.40187922,0.84092200,0.02287017,1.31961951
-5.77188594,3.06376307,0.00649284,0.47186714,1.56287201,0.53586328,1.34290948,0.80136461,0.02216421,1.25835597
-5.76588294,2.90913048,0.00614711,0.44944744,1.48066973,0.51063286,1.28002750,0.76001087,0.02135342,1.19402586
-5.75987994,2.74877268,0.00579207,0.42592437,1.39587015,0.48403173,1.21400327,0.71739673,0.02045390,1.12746532
-5.75387694,2.58479034,0.00543196,0.40163272,1.30959317,0.45640229,1.14566414,0.67407917,0.01948359,1.05954880
-5.74787394,2.41933745,0.00507118,0.37691885,1.22297353,0.42809992,1.07587671,0.63062699,0.01846186,0.99117235
-5.74187094,2.25458165,0.00471414,0.35213385,1.13713991,0.39948558,1.00552797,0.58761164,0.01740903,0.92323698
-5.73586793,2.09266562,0.00436527,0.32762674,1.05319512,0.37091838,0.93550643,0.54559837,0.01634594,0.85663246
-5.72986493,1.93567049,0.00402890,0.30373804,0.97219791,0.34274848,0.86668367,0.50513777,0.01529344,0.79222206
-5.72386193,1.78558228,0.00370923,0.28079369,0.89514666,0.31531036,0.79989705,0.46675811,0.01427203,0.73082859
-5.71785893,1.64426204,0.00341022,0.25909967,0.82296548,0.28891694,0.73593394,0.43095848,0.01330137,0.67322216
-5.71185593,1.51342030,0.00313559,0.23893726,0.75649255,0.26385446,0.67551798,0.39820287,0.01239994,0.62010956
-5.70585293,1.39459601,0.00288873,0.22055907,0.69647092,0.24037837,0.61929741,0.36891524,0.01158471,0.57212566
-5.69984992,1.28913991,0.00267271,0.20418585,0.64354162,0.21871033,0.56783586,0.34347553,0.01087087,0.52982656
-5.69384692,1.19820227,0.00249027,0.19000400,0.59823881,0.19903619,0.52160551,0.32221659,0.01027154,0.49368450
-5.68784392,1.12272451,0.00234374,0.17816382,0.56098676,0.18150507,0.48098251,0.30542178,0.00979764,0.46408435
-5.68184092,1.06343418,0.00223509,0.16877837,0.53209835,0.16622929,0.44624471,0.29332329,0.00945769,0.44132143
-5.67583792,1.02084290,0.00216595,0.16192279,0.51177471,0.15328520,0.41757116,0.28610091,0.00925771,0.42560046
-5.66983492,0.99524647,0.00213754,0.15763423,0.50010584,0.14271465,0.39504354,0.28388111,0.00920112,0.41703546
-5.66383192,0.98672693,0.00215073,0.15591199,0.49707191,0.13452703,0.37864895,0.28673637,0.00928870,0.41565042
-5.65782891,0.99515609,0.00220604,0.15671818,0.50254509,0.12870169,0.36828398,0.29468468,0.00951852,0.42138053
-5.65182591,1.02020028,0.00230359,0.15997851,0.51629196,0.12519062,0.36375984,0.30768914,0.00988599,0.43407418
-5.64582291,1.06132638,0.00244317,0.16558352,0.53797644,0.12392132,0.36480833,0.32565771,0.01038382,0.45349545
-5.63981991,1.11780926,0.00262416,0.17339007,0.56716346,0.12479974,0.37108862,0.34844313,0.01100215,0.47932748
-5.63381691,1.18874068,0.00284556,0.18322323,0.60332347,0.12771311,0.38219465,0.37584325,0.01172860,0.51117657
-5.62781391,1.27304026,0.00310596,0.19487851,0.64583818,0.13253286,0.39766320,0.40760169,0.01254847,0.54857744
-5.62181091,1.36946865,0.00340351,0.20812464,0.69400756,0.13911739,0.41698257,0.44340920,0.01344490,0.59099963
-5.61580790,1.47664327,0.00373592,0.22270682,0.74705848,0.14731474,0.43960177,0.48290575,0.01439915,0.63785525
-5.60980490,1.59305702,0.00410040,0.23835046,0.80415507,0.15696524,0.46494032,0.52568346,0.01539093,0.68850808
-5.60380190,1.71709981,0.00449370,0.25476556,0.86441086,0.16790394,0.49239847,0.57129061,0.01639877,0.74228408
-5.59779890,1.84708288,0.00491206,0.27165147,0.92690256,0.17996310,0.52136776,0.61923658,0.01740048,0.79848310
-5.59179590,1.98126572,0.00535119,0.28870219,0.99068536,0.19297443,0.55124177,0.66899789,0.01837360,0.85639161
-5.58579290,2.11788477,0.00580636,0.30561190,1.05480947,0.20677127,0.58142680,0.72002513,0.01929597,0.91529606
-5.57978989,2.25518341,0.00627234,0.32208080,1.11833724,0.22119053,0.61135233,0.77175075,0.02014626,0.97449645
-5.57378689,2.39144204,0.00674347,0.33782083,1.18036054,0.23607448,0.64048081,0.82359741,0.02090451,1.03331956
-5.56778389,2.52500747,0.00721374,0.35256139,1.24001769,0.25127220,0.66831653,0.87498678,0.02155269,1.09113131
-5.56178089,2.65432031,0.00767684,0.36605454,1.29650925,0.26664073,0.69441343,0.92534841,0.02207515,1.14734769
-5.55577789,2.77793941,0.00812624,0.37807980,1.34911213,0.28204589,0.71838126,0.97412847,0.02245910,1.20144374
-5.54977489,2.89456246,0.00855532,0.38844816,1.39719148,0.29736265,0.73989018,1.02079808,0.02269492,1.25296010
-5.54377189,3.00304182,0.00895749,0.39700525,1.44020982,0.31247511,0.75867348,1.06486095,0.02277647,1.30150697
-5.53776888,3.10239536,0.00932631,0.40363352,1.47773311,0.32727611,0.77452838,1.10586021,0.02270116,1.34676513
-5.53176588,3.19181183,0.00965563,0.40825348,1.50943374,0.34166645,0.78731501,1.14338412,0.02247003,1.38848426
-5.52576288,3.27065101,0.00993977,0.41082380,1.53509017,0.35555384,0.79695357,1.17707080,0.02208766,1.42647853
-5.51975988,3.33843905,0.01017360,0.41134042,1.55458375,0.36885169,0.80342009,1.20661174,0.02156193,1.46062009
-5.51375688,3.39485956,0.01035273,0.40983476,1.56789271,0.38147778,0.80674084,1.23175418,0.02090373,1.49083069
-5.50775388,3.43974151,0.01047363,0.40637106,1.57508401,0.39335300,0.80698592,1.25230255,0.02012653,1.51707238
-5.50175088,3.47304483,0.01053370,0.40104306,1.57630353,0.40440024,0.80426230,1.26811882,0.01924595,1.53933768
-5.49574787,3.49484495,0.01053140,0.39397009,1.57176517,0.41454367,0.79870682,1.27912227,0.01827919,1.55764013
-5.48974487,3.50531725,0.01046627,0.38529291,1.56173951,0.42370834,0.79047932,1.28528841,0.01724450,1.57200591
-5.48374187,3.50472254,0.01033899,0.37516922,1.54654263,0.43182031,0.77975642,1.28664755,0.01616062,1.58246693
-5.47773887,3.49339438,0.01015137,0.36376928,1.52652556,0.43880735,0.76672606,1.28328293,0.01504624,1.58905606
-5.47173587,3.47172869,0.00990628,0.35127155,1.50206477,0.44460016,0.75158308,1.27532864,0.01391954,1.59180466
-5.46573287,3.44017625,0.00960763,0.33785857,1.47355401,0.44913411,0.73452576,1.26296726,0.01279772,1.59074261
-5.45972986,3.39923781,0.00926023,0.32371328,1.44139771,0.45235143,0.71575360,1.24642736,0.01169669,1.58590054
-5.45372686,3.34946191,0.00886967,0.30901560,1.40600582,0.45420366,0.69546593,1.22598085,0.01063076,1.57731429
-5.44772386,3.29144466,0.00844219,0.29393959,1.36779014,0.45465436,0.67386147,1.20194002,0.00961246,1.56503084
-5.44172086,3.22583098,0.00798449,0.27865101,1.32716182,0.45368168,0.65113848,1.17465432,0.00865246,1.54911532
-5.43571786,3.15331649,0.00750354,0.26330540,1.28452989,0.45128087,0.62749531,1.14450684,0.00775953,1.52965838
-5.42971486,3.07464908,0.00700645,0.24804661,1.24030035,0.44746629,0.60313111,1.11191016,0.00694059,1.50678328
-5.42371186,2.99062949,0.00650023,0.23300579,1.19487554,0.44227296,0.57824653,1.07730186,0.00620083,1.48065186
-5.41770885,2.90211000,0.00599166,0.21830074,1.14865352,0.43575739,0.55304403,1.04113931,0.00554385,1.45146911
-5.41170585,2.80999072,0.00548713,0.20403569,1.10202709,0.42799766,0.52772782,1.00389392,0.00497187,1.41948552
-5.40570285,2.71521305,0.00499251,0.19030131,1.05538219,0.41909265,0.50250325,0.96604477,0.00448590,1.38499714
-5.39969985,2.61875024,0.00451302,0.17717508,1.00909575,0.40916043,0.47757558,0.92807171,0.00408597,1.34834308
-5.39369685,2.52159490,0.00405321,0.16472186,0.96353261,0.39833595,0.45314819,0.89044803,0.00377132,1.30990057
-5.38769385,2.42474415,0.00361682,0.15299461,0.91904184,0.38676800,0.42942023,0.85363280,0.00354056,1.27007765
-5.38169085,2.32918255,0.00320685,0.14203535,0.87595240,0.37461564,0.40658399,0.81806315,0.00339179,1.22930413
-5.37568784,2.23586393,0.00282547,0.13187619,0.83456832,0.36204430,0.38482192,0.78414659,0.00332277,1.18802100
-5.36968484,2.14569267,0.00247414,0.12254046,0.79516376,0.34922175,0.36430371,0.75225366,0.00333089,1.14666918
-5.36368184,2.05950553,0.00215358,0.11404399,0.75797812,0.33631407,0.34518343,0.72271120,0.00341328,1.10567808
-5.35767884,1.97805491,0.00186387,0.10639633,0.72321145,0.32348191,0.32759713,0.69579638,0.00356674,1.06545466
-5.35167584,1.90199440,0.00160451,0.09960216,0.69102064,0.31087711,0.31166079,0.67173183,0.00378773,1.02637361
-5.34567284,1.83186746,0.00137454,0.09366265,0.66151638,0.29863993,0.29746915,0.65068205,0.00407229,0.98876911
-5.33966983,1.76809974,0.00117257,0.08857686,0.63476132,0.28689692,0.28509512,0.63275122,0.00441598,0.95292859
-5.33366683,1.71099556,0.00099690,0.08434318,0.61076950,0.27575951,0.27459017,0.61798270,0.00481376,0.91908880
-5.32766383,1.66073866,0.00084562,0.08096080,0.58950720,0.26532330,0.26598553,0.60636016,0.00525996,0.88743410
-5.32166083,1.61739728,0.00071664,0.07843112,0.57089511,0.25566805,0.25929423,0.59781048,0.00574820,0.85809715
-5.31565783,1.58093326,0.00060782,0.07675919,0.55481199,0.24685828,0.25451392,0.59220828,0.00627133,0.83116165
-5.30965483,1.55121472,0.00051698,0.07595509,0.54109954,0.23894434,0.25163033,0.58938222,0.00682150,0.80666685
-5.30365183,1.52803174,0.00044199,0.07603526,0.52956839,0.23196376,0.25062120,0.58912256,0.00739012,0.78461342
-5.29764882,1.51111419,0.00038078,0.07702370,0.52000497,0.22594294,0.25146055,0.59119009,0.00796801,0.76497021
-5.29164582,1.50015089,0.00033142,0.07895299,0.51217905,0.22089868,0.25412299,0.59532600,0.00854547,0.74768142
-5.28564282,1.49480925,0.00029208,0.08186519,0.50585156,0.21683976,0.25858791,0.60126235,0.00911252,0.73267365
-5.27963982,1.49475429,0.00026110,0.08581239,0.50078251,0.21376817,0.26484335,0.60873290,0.00965905,0.71986244
-5.27363682,1.49966643,0.00023698,0.09085696,0.49673862,0.21168013,0.27288915,0.61748368,0.01017508,0.70915791
-5.26763382,1.50925696,0.00021838,0.09707147,0.49350049,0.21056660,0.28273949,0.62728324,0.01065101,0.70046913
-5.26163082,1.52328077,0.00020413,0.10453807,0.49086888,0.21041353,0.29442426,0.63793182,0.01107790,0.69370725
-5.25562781,1.54154576,0.00019320,0.11334751,0.48867000,0.21120165,0.30798945,0.64926931,0.01144773,0.68878714
-5.24962481,1.56391844,0.00018473,0.12359748,0.48675971,0.21290597,0.32349626,0.66118161,0.01175364,0.68562769
-5.24362181,1.59032580,0.00017799,0.13539055,0.48502627,0.21549515,0.34101894,0.67360502,0.01199013,0.68415089
-5.23761881,1.62075330,0.00017239,0.14883148,0.48339180,0.21893062,0.36064145,0.68652855,0.01215327,0.68427992
-5.23161581,1.65523925,0.00016744,0.16402405,0.48181235,0.22316591,0.38245282,0.69999397,0.01224078,0.68593662
-5.22561281,1.69386593,0.00016278,0.18106737,0.48027664,0.22814595,0.40654160,0.71409360,0.01225214,0.68903859
-5.21960980,1.73674796,0.00015813,0.20005189,0.47880360,0.23380684,0.43298938,0.72896577,0.01218855,0.69349627
-5.21360680,1.78401853,0.00015330,0.22105502,0.47743881,0.24007588,0.46186370,0.74478827,0.01205292,0.69921046
-5.20760380,1.83581415,0.00014816,0.24413663,0.47625011,0.24687209,0.49321066,0.76176984,0.01184972,0.70607040
-5.20160080,1.89225863,0.00014267,0.26933452,0.47532256,0.25410726,0.52704748,0.78014014,0.01158479,0.71395271
-5.19559780,1.95344703,0.00013680,0.29666002,0.47475294,0.26168743,0.56335543,0.80013849,0.01126518,0.72272141
-5.18959480,2.01943015,0.00013059,0.32609384,0.47464412,0.26951488,0.60207332,0.82200180,0.01089885,0.73222895
-5.18359180,2.09020028,0.00012410,0.35758245,0.47509945,0.27749046,0.64309204,0.84595218,0.01049440,0.74231824
-5.17758879,2.16567856,0.00011742,0.39103497,0.47621742,0.28551616,0.68625020,0.87218458,0.01006080,0.75282572
-5.17158579,2.24570446,0.00011065,0.42632090,0.47808672,0.29349778,0.73133140,0.90085504,0.00960708,0.76358493
-5.16558279,2.33002755,0.00010390,0.46326864,0.48078189,0.30134756,0.77806301,0.93206985,0.00914207,0.77443066
-5.15957979,2.41830171,0.00009727,0.50166504,0.48435968,0.30898659,0.82611676,0.96587605,0.00867418,0.78520318
-5.15357679,2.51008189,0.00009089,0.54125591,0.48885602,0.31634677,0.87511113,1.00225354,0.00821112,0.79575218
-5.14757379,2.60482324,0.00008484,0.58174762,0.49428388,0.32337231,0.92461547,1.04110914,0.00775979,0.80594029
-5.14157079,2.70188267,0.00007922,0.62280975,0.50063177,0.33002053,0.97415577,1.08227267,0.00732610,0.81564572
-5.13556778,2.80052243,0.00007411,0.66407874,0.50786294,0.33626201,1.02322194,1.12549530,0.00691494,0.82476387
-5.12956478,2.89991579,0.00006955,0.70516252,0.51591527,0.34207987,1.07127631,1.17045008,0.00653010,0.83320778
-5.12356178,2.99915442,0.00006561,0.74564595,0.52470168,0.34746848,1.11776321,1.21673479,0.00617426,0.84090735
-5.11755878,3.09725751,0.00006229,0.78509703,0.53411103,0.35243140,1.16211913,1.26387684,0.00584909,0.84780735
-5.11155578,3.19318236,0.00005960,0.82307379,0.54400949,0.35697881,1.20378348,1.31134030,0.00555527,0.85386438
-5.10555278,3.28583640,0.00005755,0.85913152,0.55424229,0.36112458,1.24220926,1.35853475,0.00529258,0.85904302
-5.09954977,3.37409070,0.00005609,0.89283045,0.56463580,0.36488308,1.27687376,1.40482575,0.00506006,0.86331144
-5.09354677,3.45679479,0.00005519,0.92374355,0.57499996,0.36826605,1.30728868,1.44954678,0.00485612,0.86663685
-5.08754377,3.53279277,0.00005481,0.95146435,0.58513101,0.37127959,1.33300971,1.49201219,0.00467862,0.86898109
-5.08154077,3.60094091,0.00005487,0.97561463,0.59481460,0.37392163,1.35364512,1.53153117,0.00452506,0.87029683
-5.07553777,3.66012619,0.00005530,0.99585180,0.60382921,0.37617985,1.36886348,1.56742202,0.00439266,0.87052461
-5.06953477,3.70928615,0.00005603,1.01187593,0.61194988,0.37803039,1.37840009,1.59902683,0.00427851,0.86959105
-5.06353177,3.74742930,0.00005698,1.02343604,0.61895233,0.37943731,1.38206224,1.62572588,0.00417961,0.86740845
-5.05752876,3.77365610,0.00005807,1.03033582,0.62461733,0.38035290,1.37973309,1.64695169,0.00409299,0.86387581
-5.05152576,3.78717986,0.00005921,1.03243833,0.62873538,0.38071888,1.37137423,1.66220213,0.00401579,0.85888137
-5.04552276,3.78734704,0.00006033,1.02966978,0.63111143,0.38046825,1.35702679,1.67105253,0.00394527,0.85230644
-5.03951976,3.77365629,0.00006136,1.02202213,0.63156984,0.37952803,1.33681105,1.67316622,0.00387890,0.84403051
-5.03351676,3.74577560,0.00006222,1.00955440,0.62995903,0.37782238,1.31092477,1.66830338,0.00381437,0.83393718
-5.02751376,3.70355664,0.00006287,0.99239270,0.62615610,0.37527616,1.27963993,1.65632778,0.00374958,0.82192065
-5.02151076,3.64704578,0.00006325,0.97072875,0.62007083,0.37181876,1.24329820,1.63721135,0.00368273,0.80789242
-5.01550775,3.57649104,0.00006333,0.94481705,0.61164920,0.36738780,1.20230503,1.61103624,0.00361224,0.79178773
-5.00950475,3.49234434,0.00006307,0.91497048,0.60087604,0.36193268,1.15712247,1.57799429,0.00353684,0.77357145
-5.00350175,3.39525886,0.00006247,0.88155462,0.58777684,0.35541780,1.10826089,1.53838399,0.00345549,0.75324292
-4.99749875,3.28608101,0.00006151,0.84498074,0.57241836,0.34782520,1.05626974,1.49260476,0.00336743,0.73083964
-4.99149575,3.16583733,0.00006020,0.80569767,0.55490822,0.33915651,1.00172745,1.44114877,0.00327216,0.70643947
-4.98549275,3.03571623,0.00005856,0.76418274,0.53539322,0.32943419,0.94523086,1.38459053,0.00316942,0.68016122
-4.97948974,2.89704522,0.00005660,0.72093207,0.51405652,0.31870198,0.88738426,1.32357442,0.00305921,0.65216364
-4.97348674,2.75126426,0.00005436,0.67645048,0.49111377,0.30702456,0.82878847,1.25880063,0.00294175,0.62264288
-4.96748374,2.59989592,0.00005187,0.63124127,0.46680818,0.29448634,0.77003016,1.19100979,0.00281748,0.59182845
-4.96148074,2.44451361,0.00004917,0.58579632,0.44140489,0.28118972,0.71167177,1.12096688,0.00268702,0.55997801
-4.95547774,2.28670868,0.00004630,0.54058670,0.41518471,0.26725262,0.65424229,1.04944484,0.00255120,0.52737122
-4.94947474,2.12805772,0.00004331,0.49605411,0.38843755,0.25280559,0.59822915,0.97720844,0.00241095,0.49430292
-4.94347174,1.97009112,0.00004025,0.45260348,0.36145572,0.23798855,0.54407149,0.90499881,0.00226738,0.46107599
-4.93746873,1.81426392,0.00003716,0.41059681,0.33452748,0.22294743,0.49215495,0.83351922,0.00212164,0.42799427
-4.93146573,1.66192988,0.00003408,0.37034857,0.30793091,0.20783063,0.44280809,0.76342244,0.00197495,0.39535570
-4.92546273,1.51431955,0.00003104,0.33212253,0.28192846,0.19278572,0.39630056,0.69529998,0.00182858,0.36344612
-4.91945973,1.37252301,0.00002809,0.29613030,0.25676227,0.17795623,0.35284284,0.62967363,0.00168375,0.33253383
-4.91345673,1.23747737,0.00002525,0.26253131,0.23265045,0.16347885,0.31258764,0.56698924,0.00154166,0.30286510
-4.90745373,1.10995948,0.00002254,0.23143420,0.20978432,0.14948102,0.27563274,0.50761304,0.00140343,0.27466081
-4.90145073,0.99058354,0.00001999,0.20289958,0.18832675,0.13607894,0.24202500,0.45183025,0.00127009,0.24811410
-4.89544772,0.87980344,0.00001761,0.17694375,0.16841143,0.12337613,0.21176543,0.39984605,0.00114254,0.22338923
-4.88944472,0.77791921,0.00001542,0.15354330,0.15014319,0.11146243,0.18481495,0.35178855,0.00102155,0.20062140
-4.88344172,0.68508720,0.00001340,0.13264033,0.13359902,0.10041358,0.16110060,0.30771366,0.00090772,0.17991744
-4.87743872,0.60133309,0.00001157,0.11414795,0.11882989,0.09029107,0.14052187,0.26761139,0.00080152,0.16135739
-4.87143572,0.52656697,0.00000993,0.09795596,0.10586306,0.08114259,0.12295703,0.23141330,0.00070326,0.14499654
-4.86543272,0.46059985,0.00000846,0.08393637,0.09470467,0.07300262,0.10826898,0.19900079,0.00061308,0.13086794
-4.85942971,0.40316065,0.00000716,0.07194863,0.08534265,0.06589336,0.09631064,0.17021378,0.00053100,0.11898512
-4.85342671,0.35391306,0.00000602,0.06184439,0.07774948,0.05982582,0.08692962,0.14485949,0.00045690,0.10934483
-4.84742371,0.31247161,0.00000503,0.05347177,0.07188497,0.05480096,0.07997202,0.12272103,0.00039054,0.10192965
-4.84142071,0.27841647,0.00000417,0.04667887,0.06769865,0.05081085,0.07528541,0.10356551,0.00033159,0.09671037
-4.83541771,0.25130644,0.00000344,0.04131666,0.06513189,0.04783985,0.07272087,0.08715145,0.00027966,0.09364795
-4.82941471,0.23069005,0.00000282,0.03724123,0.06411961,0.04586557,0.07213415,0.07323535,0.00023427,0.09269507
-4.82341171,0.21611446,0.00000229,0.03431528,0.06459145,0.04485980,0.07338610,0.06157734,0.00019491,0.09379710
-4.81740870,0.20713213,0.00000185,0.03240917,0.06647267,0.04478919,0.07634231,0.05194576,0.00016106,0.09689267
-4.81140570,0.20330544,0.00000149,0.03140131,0.06968445,0.04561579,0.08087228,0.04412072,0.00013218,0.10191362
-4.80540270,0.20420928,0.00000118,0.03117822,0.07414397,0.04729736,0.08684807,0.03789676,0.00010773,0.10878460
-4.79939970,0.20943195,0.00000094,0.03163424,0.07976416,0.04978758,0.09414275,0.03308442,0.00008719,0.11742219
-4.79339670,0.21857453,0.00000074,0.03267102,0.08645321,0.05303604,0.10262874,0.02951111,0.00007008,0.12773382
-4.78739370,0.23124923,0.00000058,0.03419683,0.09411404,0.05698816,0.11217610,0.02702118,0.00005594,0.13961646
-4.78139070,0.24707682,0.00000045,0.03612589,0.10264367,0.06158501,0.12265110,0.02547537,0.00004434,0.15295519
-4.77538769,0.26568369,0.00000035,0.03837768,0.11193279,0.06676310,0.13391498,0.02474980,0.00003489,0.16762188
-4.76938469,0.28669874,0.00000026,0.04087631,0.12186532,0.07245422,0.14582312,0.02473459,0.00002727,0.18347403
-4.76338169,0.30975052,0.00000020,0.04355008,0.13231837,0.07858529,0.15822468,0.02533221,0.00002116,0.20035387
-4.75737869,0.33446475,0.00000015,0.04633111,0.14316239,0.08507838,0.17096269,0.02645582,0.00001631,0.21808788
-4.75137569,0.36046263,0.00000011,0.04915520,0.15426166,0.09185078,0.18387470,0.02802743,0.00001248,0.23648681
-4.74537269,0.38736004,0.00000009,0.05196179,0.16547519,0.09881541,0.19679391,0.02997632,0.00000948,0.25534633
-4.73936968,0.41476780,0.00000006,0.05469415,0.17665797,0.10588131,0.20955082,0.03223749,0.00000715,0.27444826
-4.73336668,0.44229317,0.00000005,0.05729962,0.18766260,0.11295442,0.22197531,0.03475044,0.00000536,0.29356266
-4.72736368,0.46954251,0.00000003,0.05972997,0.19834125,0.11993867,0.23389914,0.03745821,0.00000399,0.31245061
-4.72136068,0.49612533,0.00000003,0.06194188,0.20854802,0.12673726,0.24515876,0.04030674,0.00000295,0.33086769
-4.71535768,0.52165943,0.00000002,0.06389737,0.21814150,0.13325419,0.25559838,0.04324461,0.00000217,0.34856836
-4.70935468,0.54577730,0.00000002,0.06556433,0.22698762,0.13939612,0.26507321,0.04622316,0.00000159,0.36531088
-4.70335168,0.56813340,0.00000001,0.06691693,0.23496262,0.14507434,0.27345277,0.04919691,0.00000117,0.38086291
-4.69734867,0.58841229,0.00000001,0.06793601,0.24195613,0.15020690,0.28062416,0.05212437,0.00000086,0.39500753
-4.69134567,0.60633728,0.00000001,0.06860942,0.24787419,0.15472094,0.28649525,0.05496910,0.00000065,0.40754966
-4.68534267,0.62167938,0.00000001,0.06893222,0.25264228,0.15855495,0.29099763,0.05770106,0.00000052,0.41832247
-4.67933967,0.63426604,0.00000002,0.06890680,0.25620801,0.16166105,0.29408925,0.06029806,0.00000045,0.42719378
-4.67333667,0.64398961,0.00000003,0.06854283,0.25854362,0.16400714,0.29575661,0.06274735,0.00000043,0.43407211
-4.66733367,0.65081483,0.00000004,0.06785715,0.25964798,0.16557883,0.29601651,0.06504717,0.00000047,0.43891207
-4.66133067,0.65478516,0.00000005,0.06687349,0.25954812,0.16638105,0.29491712,0.06720824,0.00000057,0.44171897
-4.65532766,0.65602753,0.00000007,0.06562210,0.25830012,0.16643932,0.29253846,0.06925507,0.00000075,0.44255224
-4.64932466,0.65475510,0.00000010,0.06413920,0.25598934,0.16580049,0.28899205,0.07122690,0.00000101,0.44152756
-4.64332166,0.65126783,0.00000014,0.06246638,0.25272983,0.16453296,0.28441979,0.07317840,0.00000139,0.43881743
