energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.87393697,1.19249882,0.23038313,0.90645425,0.00130960,0.05481983,0.19433220,0.00000000,0.09338203,0.06185690
-5.86793397,1.29885843,0.25200124,0.98502096,0.00159560,0.05950353,0.21263189,0.00000000,0.10376731,0.06782369
-5.86193097,1.40986873,0.27432482,1.06737483,0.00193039,0.06431356,0.23149251,0.00000000,0.11471934,0.07397680
-5.85592796,1.52452763,0.29715987,1.15276620,0.00231901,0.06919212,0.25074679,0.00000000,0.12617685,0.08026783
-5.84992496,1.64178940,0.32030034,1.24042246,0.00276629,0.07407869,0.27021730,0.00000000,0.13806692,0.08664499
-5.84392196,1.76058118,0.34353162,1.32955966,0.00327667,0.07891123,0.28971971,0.00000000,0.15030547,0.09305403
-5.83791896,1.87981971,0.36663426,1.41939368,0.00385394,0.08362760,0.30906619,0.00000000,0.16279809,0.09943926
-5.83191596,1.99842763,0.38938771,1.50915048,0.00450107,0.08816686,0.32806903,0.00000000,0.17544117,0.10574452
-5.82591296,2.11534864,0.41157413,1.59807510,0.00521994,0.09247067,0.34654415,0.00000000,0.18812320,0.11191416
-5.81990995,2.22956097,0.43298188,1.68543892,0.00601112,0.09648460,0.36431448,0.00000000,0.20072646,0.11789390
-5.81390695,2.34008877,0.45340877,1.77054515,0.00687359,0.10015934,0.38121300,0.00000000,0.21312874,0.12363163
-5.80790395,2.44601118,0.47266483,1.85273234,0.00780463,0.10345171,0.39708544,0.00000000,0.22520534,0.12907805
-5.80190095,2.54646886,0.49057467,1.93137606,0.00879957,0.10632554,0.41179250,0.00000000,0.23683115,0.13418716
-5.79589795,2.64066833,0.50697930,2.00588913,0.00985171,0.10875231,0.42521146,0.00000000,0.24788278,0.13891668
-5.78989495,2.72788439,0.52173749,2.07572071,0.01095224,0.11071155,0.43723741,0.00000000,0.25824076,0.14322827
-5.78389195,2.80746107,0.53472666,2.14035491,0.01209027,0.11219098,0.44778389,0.00000000,0.26779172,0.14708770
-5.77788894,2.87881186,0.54584353,2.19930947,0.01325294,0.11318644,0.45678311,0.00000000,0.27643048,0.15046495
-5.77188594,2.94141981,0.55500435,2.25213530,0.01442553,0.11370161,0.46418586,0.00000000,0.28406211,0.15333427
-5.76588294,2.99483828,0.56214517,2.29841729,0.01559181,0.11374746,0.46996108,0.00000000,0.29060382,0.15567424
-5.75987994,3.03869286,0.56722188,2.33777714,0.01673430,0.11334160,0.47409535,0.00000000,0.29598673,0.15746792
-5.75387694,3.07268495,0.57021047,2.36987823,0.01783475,0.11250748,0.47659225,0.00000000,0.30015735,0.15870298
-5.74787394,3.09659726,0.57110725,2.39443301,0.01887456,0.11127349,0.47747172,0.00000000,0.30307896,0.15937200
-5.74187094,3.11030112,0.56992924,2.41121244,0.01983535,0.10967201,0.47676959,0.00000000,0.30473262,0.15947275
-5.73586793,3.11376550,0.56671473,2.42005740,0.02069951,0.10773846,0.47453704,0.00000000,0.30511793,0.15900865
-5.72986493,3.10706704,0.56152379,2.42089125,0.02145070,0.10551034,0.47084028,0.00000000,0.30425344,0.15798914
-5.72386193,3.09040044,0.55443888,2.41373292,0.02207445,0.10302638,0.46576026,0.00000000,0.30217674,0.15643016
-5.71785893,3.06408820,0.54556520,2.39870931,0.02255861,0.10032569,0.45939232,0.00000000,0.29894413,0.15435454
-5.71185593,3.02858871,0.53503087,2.37606627,0.02289379,0.09744703,0.45184581,0.00000000,0.29462988,0.15179226
-5.70585293,2.98450157,0.52298665,2.34617683,0.02307367,0.09442822,0.44324357,0.00000000,0.28932511,0.14878061
-5.69984992,2.93256911,0.50960508,2.30954578,0.02309528,0.09130553,0.43372102,0.00000000,0.28313622,0.14536413
-5.69384692,2.87367325,0.49507900,2.26680981,0.02295908,0.08811333,0.42342499,0.00000000,0.27618293,0.14159425
-5.68784392,2.80882698,0.47961936,2.21873250,0.02266895,0.08488367,0.41251208,0.00000000,0.26859590,0.13752876
-5.68184092,2.73916019,0.46345210,2.16619382,0.02223211,0.08164604,0.40114649,0.00000000,0.26051404,0.13323089
-5.67583792,2.66589966,0.44681437,2.11017416,0.02165884,0.07842719,0.38949740,0.00000000,0.25208146,0.12876819
-5.66983492,2.59034354,0.42994996,2.05173299,0.02096215,0.07525092,0.37773584,0.00000000,0.24344425,0.12421103
-5.66383192,2.51383108,0.41310413,1.99198299,0.02015732,0.07213805,0.36603112,0.00000000,0.23474707,0.11963102
-5.65782891,2.43770842,0.39651791,1.93206026,0.01926143,0.06910635,0.35454691,0.00000000,0.22612967,0.11509914
-5.65182591,2.36329177,0.38042219,1.87309200,0.01829278,0.06617049,0.34343721,0.00000000,0.21772352,0.11068383
-5.64582291,2.29182943,0.36503175,1.81616274,0.01727031,0.06334207,0.33284213,0.00000000,0.20964847,0.10644908
-5.63981991,2.22446421,0.35053942,1.76228074,0.01621304,0.06062966,0.32288396,0.00000000,0.20200982,0.10245248
-5.63381691,2.16219797,0.33711078,1.71234591,0.01513950,0.05803887,0.31366341,0.00000000,0.19489563,0.09874354
-5.62781391,2.10585972,0.32487946,1.66712069,0.01406724,0.05557241,0.30525651,0.00000000,0.18837459,0.09536218
-5.62181091,2.05607892,0.31394338,1.62720524,0.01301238,0.05323031,0.29771204,0.00000000,0.18249441,0.09233748
-5.61580790,2.01326517,0.30436205,1.59301803,0.01198925,0.05101003,0.29104986,0.00000000,0.17728085,0.08968686
-5.60980490,1.97759521,0.29615514,1.56478268,0.01101010,0.04890669,0.28526021,0.00000000,0.17273736,0.08741561
-5.60380190,1.94900803,0.28930224,1.54252169,0.01008494,0.04691338,0.28030395,0.00000000,0.16884557,0.08551688
-5.59779890,1.92720830,0.28374411,1.52605735,0.00922141,0.04502144,0.27611393,0.00000000,0.16556631,0.08397205
-5.59179590,1.91167810,0.27938508,1.51501974,0.00842481,0.04322080,0.27259729,0.00000000,0.16284143,0.08275158
-5.58579290,1.90169645,0.27609681,1.50886150,0.00769817,0.04150040,0.26963883,0.00000000,0.16059616,0.08181619
-5.57978989,1.89636601,0.27372302,1.50687879,0.00704238,0.03984859,0.26710515,0.00000000,0.15874206,0.08111845
-5.57378689,1.89464569,0.27208518,1.50823744,0.00645643,0.03825355,0.26484950,0.00000000,0.15718033,0.08060456
-5.56778389,1.89538801,0.27098889,1.51200331,0.00593766,0.03670372,0.26271714,0.00000000,0.15580555,0.08021636
-5.56178089,1.89737960,0.27023067,1.51717548,0.00548205,0.03518824,0.26055102,0.00000000,0.15450946,0.07989355
-5.55577789,1.89938326,0.26960492,1.52272111,0.00508451,0.03369731,0.25819745,0.00000000,0.15318488,0.07957578
-5.54977489,1.90017998,0.26891083,1.52761037,0.00473922,0.03222261,0.25551165,0.00000000,0.15172947,0.07920486
-5.54377189,1.89860931,0.26795900,1.53085042,0.00443994,0.03075753,0.25236295,0.00000000,0.15004926,0.07872670
-5.53776888,1.89360660,0.26657740,1.53151691,0.00418029,0.02929750,0.24863932,0.00000000,0.14806181,0.07809318
-5.53176588,1.88423592,0.26461674,1.52878219,0.00395401,0.02784013,0.24425128,0.00000000,0.14569889,0.07726366
-5.52576288,1.86971756,0.26195483,1.52193917,0.00375523,0.02638537,0.23913480,0.00000000,0.14290863,0.07620623
-5.51975988,1.84944945,0.25850005,1.51042036,0.00357863,0.02493558,0.23325339,0.00000000,0.13965702,0.07489865
-5.51375688,1.82302206,0.25419371,1.49381152,0.00341968,0.02349554,0.22659911,0.00000000,0.13592879,0.07332890
-5.50775388,1.79022658,0.24901146,1.47185991,0.00327467,0.02207246,0.21919267,0.00000000,0.13172769,0.07149545
-5.50175088,1.75105681,0.24296365,1.44447718,0.00314088,0.02067590,0.21108262,0.00000000,0.12707614,0.06940711
-5.49574787,1.70570493,0.23609482,1.41173722,0.00301664,0.01931776,0.20234378,0.00000000,0.12201434,0.06708270
-5.48974487,1.65455209,0.22848248,1.37386951,0.00290132,0.01801220,0.19307497,0.00000000,0.11659902,0.06455043
-5.48374187,1.59815454,0.22023523,1.33124858,0.00279537,0.01677566,0.18339630,0.00000000,0.11090170,0.06184709
-5.47773887,1.53722642,0.21149045,1.28438040,0.00270032,0.01562682,0.17344610,0.00000000,0.10500689,0.05901706
-5.47173587,1.47262012,0.20241180,1.23388650,0.00261872,0.01458675,0.16337782,0.00000000,0.09901001,0.05611137
-5.46573287,1.40530533,0.19318651,1.18048661,0.00255412,0.01367893,0.15335680,0.00000000,0.09301541,0.05318660
-5.45972986,1.33634771,0.18402281,1.12498062,0.00251104,0.01292951,0.14355741,0.00000000,0.08713443,0.05030387
-5.45372686,1.26688796,0.17514742,1.06823058,0.00249486,0.01236747,0.13416029,0.00000000,0.08148365,0.04752793
-5.44772386,1.19812206,0.16680335,1.01114332,0.00251183,0.01202490,0.12535014,0.00000000,0.07618329,0.04492619
-5.44172086,1.13128290,0.15924783,0.95465414,0.00256896,0.01193722,0.11731383,0.00000000,0.07135601,0.04256807
-5.43571786,1.06762393,0.15275051,0.89971182,0.00267395,0.01214345,0.11023889,0.00000000,0.06712575,0.04052422
-5.42971486,1.00840442,0.14759178,0.84726517,0.00283514,0.01268631,0.10431247,0.00000000,0.06361696,0.03886597
-5.42371186,0.95487653,0.14406109,0.79825118,0.00306141,0.01361234,0.09972047,0.00000000,0.06095390,0.03766479
-5.41770885,0.90827374,0.14245511,0.75358450,0.00336205,0.01497171,0.09664689,0.00000000,0.05926002,0.03699175
-5.41170585,0.86980006,0.14307564,0.71414814,0.00374669,0.01681798,0.09527320,0.00000000,0.05865738,0.03691697
-5.40570285,0.84061979,0.14622687,0.68078522,0.00422517,0.01920752,0.09577754,0.00000000,0.05926586,0.03750901
-5.39969985,0.82184696,0.15221209,0.65429112,0.00480733,0.02219860,0.09833371,0.00000000,0.06120222,0.03883414
-5.39369685,0.81453418,0.16132943,0.63540616,0.00550291,0.02585030,0.10310970,0.00000000,0.06457876,0.04095543
-5.38769385,0.81966030,0.17386665,0.62480813,0.00632134,0.03022090,0.11026574,0.00000000,0.06950170,0.04393175
-5.38169085,0.83811674,0.19009489,0.62310467,0.00727152,0.03536610,0.11995170,0.00000000,0.07606896,0.04781649
-5.37568784,0.87069213,0.21026136,0.63082535,0.00836162,0.04133679,0.13230391,0.00000000,0.08436758,0.05265620
-5.36968484,0.91805561,0.23458109,0.64841332,0.00959886,0.04817662,0.14744135,0.00000000,0.09447066,0.05848898
-5.36368184,0.98073888,0.26322787,0.67621668,0.01098929,0.05591934,0.16546138,0.00000000,0.10643396,0.06534287
-5.35767884,1.05911754,0.29632472,0.71447984,0.01253758,0.06458603,0.18643495,0.00000000,0.12029219,0.07323410
-5.35167584,1.15339253,0.33393422,0.76333500,0.01424680,0.07418228,0.21040172,0.00000000,0.13605526,0.08216547
-5.34567284,1.26357232,0.37604906,0.82279425,0.01611826,0.08469563,0.23736517,0.00000000,0.15370464,0.09212475
-5.33966983,1.38945704,0.42258343,0.89274271,0.01815136,0.09609311,0.26728793,0.00000000,0.17318996,0.10308345
-5.33366683,1.53062532,0.47336566,0.97293313,0.02034347,0.10831938,0.30008771,0.00000000,0.19442624,0.11499575
-5.32766383,1.68642507,0.52813262,1.06298245,0.02268985,0.12129533,0.33563406,0.00000000,0.21729187,0.12779801
-5.32166083,1.85596884,0.58652648,1.16237067,0.02518363,0.13491746,0.37374617,0.00000000,0.24162759,0.14140864
-5.31565783,2.03813475,0.64809410,1.27044232,0.02781577,0.14905807,0.41419196,0.00000000,0.26723670,0.15572858
-5.30965483,2.23157320,0.71228948,1.38641085,0.03057513,0.16356639,0.45668866,0.00000000,0.29388656,0.17064241
-5.30365183,2.43471983,0.77847943,1.50936583,0.03344855,0.17827067,0.50090495,0.00000000,0.32131147,0.18601996
-5.29764882,2.64581447,0.84595248,1.63828303,0.03642087,0.19298125,0.54646462,0.00000000,0.34921699,0.20171847
-5.29164582,2.86292581,0.91393096,1.77203704,0.03947513,0.20749450,0.59295181,0.00000000,0.37728558,0.21758537
-5.28564282,3.08398096,0.98158589,1.90941615,0.04259260,0.22159762,0.63991761,0.00000000,0.40518337,0.23346125
-5.27963982,3.30679909,1.04805439,2.04913903,0.04575299,0.23507410,0.68688781,0.00000000,0.43256788,0.24918327
-5.27363682,3.52912787,1.11245881,2.18987256,0.04893451,0.24770960,0.73337161,0.00000000,0.45909640,0.26458858
-5.26763382,3.74868151,1.17392711,2.33025046,0.05211405,0.25929810,0.77887084,0.00000000,0.48443458,0.27951779
-5.26163082,3.96317901,1.23161358,2.46889188,0.05526726,0.26964799,0.82288949,0.00000000,0.50826505,0.29381825
-5.25562781,4.17038147,1.28471909,2.60441976,0.05836873,0.27858791,0.86494311,0.00000000,0.53029547,0.30734698
-5.24962481,4.36812716,1.33251025,2.73547827,0.06139213,0.28597196,0.90456780,0.00000000,0.55026582,0.31997318
-5.24362181,4.55436353,1.37433653,2.86074920,0.06431034,0.29168421,0.94132847,0.00000000,0.56795449,0.33158025
-5.23761881,4.72717548,1.40964486,2.97896709,0.06709570,0.29564214,0.97482623,0.00000000,0.58318297,0.34206718
-5.23161581,4.88480943,1.43799119,3.08893298,0.06972019,0.29779893,1.00470456,0.00000000,0.59581898,0.35134936
-5.22561281,5.02569306,1.45904863,3.18952698,0.07215579,0.29814455,1.03065439,0.00000000,0.60577783,0.35935877
-5.21960980,5.14845103,1.47261201,3.27971976,0.07437473,0.29670548,1.05241778,0.00000000,0.61302219,0.36604366
-5.21360680,5.25191681,1.47859891,3.35858317,0.07634997,0.29354323,1.06979056,0.00000000,0.61756015,0.37136786
-5.20760380,5.33514129,1.47704721,3.42530022,0.07805563,0.28875165,1.08262370,0.00000000,0.61944191,0.37530960
-5.20160080,5.39739872,1.46810963,3.47917467,0.07946746,0.28245320,1.09082374,0.00000000,0.61875534,0.37786030
-5.19559780,5.43819050,1.45204548,3.51964031,0.08056347,0.27479444,1.09435231,0.00000000,0.61562055,0.37902316
-5.18959480,5.45724744,1.42921026,3.54626996,0.08132443,0.26594082,1.09322494,0.00000000,0.61018398,0.37881189
-5.18359180,5.45453062,1.40004356,3.55878402,0.08173449,0.25607119,1.08750929,0.00000000,0.60261226,0.37724947
-5.17758879,5.43023133,1.36505586,3.55705848,0.08178173,0.24537216,1.07732282,0.00000000,0.59308612,0.37436733
-5.17158579,5.38476978,1.32481475,3.54113185,0.08145864,0.23403252,1.06283023,0.00000000,0.58179473,0.37020455
-5.16558279,5.31879256,1.27993095,3.51121054,0.08076256,0.22223813,1.04424038,0.00000000,0.56893057,0.36480759
-5.15957979,5.23316834,1.23104476,3.46767234,0.07969602,0.21016720,1.02180301,0.00000000,0.55468512,0.35823012
-5.15357679,5.12898143,1.17881303,3.41106722,0.07826692,0.19798637,0.99580511,0.00000000,0.53924541,0.35053315
-5.14757379,5.00752253,1.12389707,3.34211496,0.07648862,0.18584746,0.96656693,0.00000000,0.52279140,0.34178524
-5.14157079,4.87027627,1.06695172,3.26169941,0.07437982,0.17388511,0.93443766,0.00000000,0.50549432,0.33206277
-5.13556778,4.71890512,1.00861549,3.17085867,0.07196431,0.16221528,0.89979076,0.00000000,0.48751567,0.32145019
-5.12956478,4.55522928,0.94950207,3.07077151,0.06927058,0.15093450,0.86301882,0.00000000,0.46900698,0.31004004
-5.12356178,4.38120271,0.89019312,2.96273975,0.06633126,0.14011991,0.82452821,0.00000000,0.45011003,0.29793278
-5.11755878,4.19888527,0.83123223,2.84816710,0.06318245,0.12982999,0.78473331,0.00000000,0.43095731,0.28523631
-5.11155578,4.01041168,0.77312023,2.72853485,0.05986294,0.12010578,0.74405063,0.00000000,0.41167285,0.27206508
-5.10555278,3.81795771,0.71631155,2.60537514,0.05641337,0.11097252,0.70289280,0.00000000,0.39237292,0.25853886
-5.09954977,3.62370465,0.66121184,2.48024255,0.05287537,0.10244168,0.66166263,0.00000000,0.37316674,0.24478123
-5.09354677,3.42980308,0.60817650,2.35468498,0.04929062,0.09451307,0.62074743,0.00000000,0.35415698,0.23091761
-5.08754377,3.23833701,0.55751026,2.23021473,0.04570002,0.08717710,0.58051359,0.00000000,0.33544009,0.21707319
-5.08154077,3.05128945,0.50946769,2.10828072,0.04214293,0.08041689,0.54130186,0.00000000,0.31710640,0.20337063
-5.07553777,2.87051072,0.46425451,1.99024278,0.03865637,0.07421041,0.50342317,0.00000000,0.29923992,0.18992776
-5.06953477,2.69769018,0.42202960,1.87734868,0.03527451,0.06853232,0.46715527,0.00000000,0.28191810,0.17685528
-5.06353177,2.53433236,0.38290775,1.77071462,0.03202815,0.06335560,0.43274030,0.00000000,0.26521135,0.16425467
-5.05752876,2.38173803,0.34696279,1.67130950,0.02894439,0.05865294,0.40038314,0.00000000,0.24918262,0.15221634
-5.05152576,2.24099052,0.31423124,1.57994346,0.02604642,0.05439783,0.37025078,0.00000000,0.23388689,0.14081807
-5.04552276,2.11294749,0.28471613,1.49726054,0.02335347,0.05056534,0.34247244,0.00000000,0.21937089,0.13012388
-5.03951976,1.99823804,0.25839100,1.42373555,0.02088086,0.04713267,0.31714055,0.00000000,0.20567280,0.12018337
-5.03351676,1.89726482,0.23520385,1.35967488,0.01864013,0.04407942,0.29431237,0.00000000,0.19282234,0.11103134
-5.02751376,1.81021080,0.21508099,1.30522087,0.01663932,0.04138763,0.27401218,0.00000000,0.18084090,0.10268806
-5.02151076,1.73705001,0.19793064,1.26035939,0.01488327,0.03904168,0.25623388,0.00000000,0.16974197,0.09515973
-5.01550775,1.67756170,0.18364618,1.22493008,0.01337394,0.03702797,0.24094391,0.00000000,0.15953181,0.08843945
-5.00950475,1.63134715,0.17210900,1.19863868,0.01211079,0.03533454,0.22808427,0.00000000,0.15021019,0.08250842
-5.00350175,1.59784849,0.16319100,1.18107111,0.01109111,0.03395061,0.21757560,0.00000000,0.14177134,0.07733735
-4.99749875,1.57636877,0.15675647,1.17170854,0.01031036,0.03286611,0.20932025,0.00000000,0.13420496,0.07288808
-4.99149575,1.56609278,0.15266372,1.16994314,0.00976238,0.03207115,0.20320506,0.00000000,0.12749713,0.06911525
-4.98549275,1.56610789,0.15076611,1.17509410,0.00943967,0.03155560,0.19910404,0.00000000,0.12163131,0.06596801
-4.97948974,1.57542457,0.15091290,1.18642336,0.00933350,0.03130863,0.19688074,0.00000000,0.11658909,0.06339167
-4.97348674,1.59299603,0.15294960,1.20315093,0.00943396,0.03131842,0.19639034,0.00000000,0.11235079,0.06132923
-4.96748374,1.61773673,0.15671830,1.22446934,0.00973001,0.03157190,0.19748144,0.00000000,0.10889585,0.05972285
-4.96148074,1.64853944,0.16205762,1.24955715,0.01020941,0.03205452,0.19999760,0.00000000,0.10620292,0.05851506
-4.95547774,1.68429063,0.16880275,1.27759121,0.01085864,0.03275022,0.20377859,0.00000000,0.10424974,0.05764984
-4.94947474,1.72388410,0.17678531,1.30775758,0.01166283,0.03364138,0.20866144,0.00000000,0.10301266,0.05707343
-4.94347174,1.76623269,0.18583336,1.33926113,0.01260558,0.03470882,0.21448126,0.00000000,0.10246600,0.05673504
-4.93746873,1.81027820,0.19577138,1.37133359,0.01366894,0.03593197,0.22107198,0.00000000,0.10258119,0.05658722
-4.93146573,1.85499940,0.20642048,1.40324018,0.01483332,0.03728891,0.22826695,0.00000000,0.10332572,0.05658621
-4.92546273,1.89941839,0.21759870,1.43428494,0.01607752,0.03875655,0.23589952,0.00000000,0.10466211,0.05669197
-4.91945973,1.94260548,0.22912149,1.46381473,0.01737879,0.04031078,0.24380362,0.00000000,0.10654680,0.05686821
-4.91345673,1.98368275,0.24080252,1.49122209,0.01871303,0.04192662,0.25181434,0.00000000,0.10892924,0.05708221
-4.90745373,2.02182665,0.25245456,1.51594726,0.02005505,0.04357837,0.25976875,0.00000000,0.11175111,0.05730460
-4.90145073,2.05627002,0.26389081,1.53747944,0.02137891,0.04523979,0.26750672,0.00000000,0.11494581,0.05750913
-4.89544772,2.08630370,0.27492631,1.55535764,0.02265838,0.04688422,0.27487199,0.00000000,0.11843835,0.05767232
-4.88944472,2.11127829,0.28537977,1.56917127,0.02386749,0.04848480,0.28171343,0.00000000,0.12214567,0.05777323
-4.88344172,2.13060625,0.29507558,1.57856083,0.02498107,0.05001463,0.28788651,0.00000000,0.12597728,0.05779318
-4.87743872,2.14376454,0.30384610,1.58321870,0.02597540,0.05144704,0.29325496,0.00000000,0.12983654,0.05771557
-4.87143572,2.15029818,0.31153415,1.58289045,0.02682882,0.05275584,0.29769267,0.00000000,0.13362225,0.05752570
-4.86543272,2.14982455,0.31799564,1.57737644,0.02752232,0.05391567,0.30108566,0.00000000,0.13723077,0.05721074
-4.85942971,2.14203861,0.32310232,1.56653402,0.02804014,0.05490239,0.30333421,0.00000000,0.14055843,0.05675975
-4.85342671,2.12671872,0.32674457,1.55027998,0.02837016,0.05569355,0.30435496,0.00000000,0.14350423,0.05616374
-4.84742371,2.10373289,0.32883398,1.52859328,0.02850435,0.05626884,0.30408298,0.00000000,0.14597275,0.05541583
-4.84142071,2.07304496,0.32930592,1.50151782,0.02843892,0.05661065,0.30247363,0.00000000,0.14787706,0.05451149
-4.83541771,2.03472041,0.32812162,1.46916482,0.02817452,0.05670462,0.29950424,0.00000000,0.14914159,0.05344873
-4.82941471,1.98893111,0.32526996,1.43171470,0.02771608,0.05654016,0.29517534,0.00000000,0.14970482,0.05222847
-4.82341171,1.93595864,0.32076869,1.38941794,0.02707271,0.05611097,0.28951152,0.00000000,0.14952167,0.05085473
-4.81740870,1.87619570,0.31466506,1.34259479,0.02625731,0.05541547,0.28256176,0.00000000,0.14856543,0.04933498
-4.81140570,1.81014508,0.30703583,1.29163346,0.02528613,0.05445715,0.27439923,0.00000000,0.14682927,0.04768033
-4.80540270,1.73841613,0.29798654,1.23698671,0.02417820,0.05324483,0.26512047,0.00000000,0.14432720,0.04590581
-4.79939970,1.66171849,0.28765018,1.17916659,0.02295471,0.05179277,0.25484409,0.00000000,0.14109441,0.04403050
-4.79339670,1.58085309,0.27618515,1.11873764,0.02163831,0.05012067,0.24370890,0.00000000,0.13718715,0.04207773
-4.78739370,1.49670073,0.26377273,1.05630838,0.02025239,0.04825346,0.23187163,0.00000000,0.13268201,0.04007514
-4.78139070,1.41020860,0.25061408,0.99252153,0.01882045,0.04622109,0.21950429,0.00000000,0.12767478,0.03805480
-4.77538769,1.32237521,0.23692691,0.92804333,0.01736536,0.04405805,0.20679128,0.00000000,0.12227888,0.03605329
-4.76938469,1.23423437,0.22294199,0.86355215,0.01590885,0.04180291,0.19392647,0.00000000,0.11662359,0.03411178
-4.76338169,1.14683893,0.20889966,0.79972711,0.01447095,0.03949773,0.18111022,0.00000000,0.11085202,0.03227611
-4.75737869,1.06124492,0.19504636,0.73723699,0.01306964,0.03718743,0.16854658,0.00000000,0.10511898,0.03059695
-4.75137569,0.97849677,0.18163156,0.67672999,0.01172049,0.03491911,0.15644071,0.00000000,0.09958889,0.02912994
-4.74537269,0.89961405,0.16890482,0.61882459,0.01043651,0.03274149,0.14499664,0.00000000,0.09443372,0.02793589
-4.73936968,0.82558033,0.15711341,0.56410196,0.00922808,0.03070421,0.13441538,0.00000000,0.08983100,0.02708095
-4.73336668,0.75733405,0.14650021,0.51309998,0.00810292,0.02885728,0.12489338,0.00000000,0.08596195,0.02663688
-4.72736368,0.69576183,0.13730205,0.46630903,0.00706623,0.02725058,0.11662131,0.00000000,0.08300973,0.02668114
-4.72136068,0.64169366,0.12974827,0.42416944,0.00612087,0.02593331,0.10978312,0.00000000,0.08115761,0.02729695
-4.71535768,0.59589986,0.12405951,0.38707043,0.00526757,0.02495354,0.10455523,0.00000000,0.08058722,0.02857328
-4.70935468,0.55908922,0.12044647,0.35535025,0.00450522,0.02435776,0.10110577,0.00000000,0.08147661,0.03060446
-4.70335168,0.53190758,0.11910859,0.32929724,0.00383118,0.02419042,0.09959364,0.00000000,0.08399798,0.03348962
-4.69734867,0.51493629,0.12023236,0.30915118,0.00324158,0.02449335,0.10016736,0.00000000,0.08831523,0.03733176
-4.69134567,0.50868974,0.12398919,0.29510480,0.00273160,0.02530524,0.10296348,0.00000000,0.09458092,0.04223633
-4.68534267,0.51361125,0.13053271,0.28730465,0.00229581,0.02666093,0.10810444,0.00000000,0.10293286,0.04830941
-4.67933967,0.53006694,0.13999529,0.28585135,0.00192838,0.02859062,0.11569587,0.00000000,0.11349005,0.05565526
-4.67333667,0.55833704,0.15248391,0.29079863,0.00162332,0.03111899,0.12582320,0.00000000,0.12634825,0.06437347
-4.66733367,0.59860464,0.16807540,0.30215113,0.00137470,0.03426415,0.13854771,0.00000000,0.14157502,0.07455546
-4.66133067,0.65094189,0.18681095,0.31986091,0.00117675,0.03803656,0.15390201,0.00000000,0.15920459,0.08628058
-4.65532766,0.71529420,0.20869043,0.34382274,0.00102403,0.04243788,0.17188516,0.00000000,0.17923250,0.09961185
-4.64932466,0.79146295,0.23366646,0.37386845,0.00091146,0.04745983,0.19245774,0.00000000,0.20161057,0.11459134
-4.64332166,0.87908783,0.26163879,0.40976070,0.00083440,0.05308303,0.21553685,0.00000000,0.22624217,0.13123556
